primary_key,codes,Perm_crop,year,Nr
36189,11D091412,Potatoes,1989,2
36190,11D091412,Potatoes,1999,
36191,11D091412,Potatoes,2009,1
36192,11D091412,Potatoes,2019,1
36193,11D091412,Industrial crops,1989,
36194,11D091412,Industrial crops,1999,
36195,11D091412,Industrial crops,2009,
36196,11D091412,Industrial crops,2019,
36197,11D091412,Fresh vegetables,1989,1
36198,11D091412,Fresh vegetables,1999,
36199,11D091412,Fresh vegetables,2009,
36200,11D091412,Fresh vegetables,2019,
36201,11D091412,Other temporary crops,1989,
36202,11D091412,Other temporary crops,1999,
36203,11D091412,Other temporary crops,2009,
36204,11D091412,Other temporary crops,2019,
36205,11D091414,Total,1989,32
36206,11D091414,Total,1999,19
36207,11D091414,Total,2009,2
36208,11D091414,Total,2019,1
36209,11D091414,Cereals,1989,32
36210,11D091414,Cereals,1999,
36211,11D091414,Cereals,2009,1
36212,11D091414,Cereals,2019,
36213,11D091414,Dried pulses,1989,
36214,11D091414,Dried pulses,1999,
36215,11D091414,Dried pulses,2009,
36216,11D091414,Dried pulses,2019,
36217,11D091414,Potatoes,1989,
36218,11D091414,Potatoes,1999,
36219,11D091414,Potatoes,2009,1
36220,11D091414,Potatoes,2019,
36221,11D091414,Industrial crops,1989,
36222,11D091414,Industrial crops,1999,
36223,11D091414,Industrial crops,2009,
36224,11D091414,Industrial crops,2019,
36225,11D091414,Fresh vegetables,1989,
36226,11D091414,Fresh vegetables,1999,
36227,11D091414,Fresh vegetables,2009,
36228,11D091414,Fresh vegetables,2019,
36229,11D091414,Other temporary crops,1989,
36230,11D091414,Other temporary crops,1999,
36231,11D091414,Other temporary crops,2009,
36232,11D091414,Other temporary crops,2019,
36233,11D091415,Total,1989,90
36234,11D091415,Total,1999,41
36235,11D091415,Total,2009,7
36236,11D091415,Total,2019,
36237,11D091415,Cereals,1989,10
36238,11D091415,Cereals,1999,12
36239,11D091415,Cereals,2009,1
36240,11D091415,Cereals,2019,
36241,11D091415,Dried pulses,1989,
36242,11D091415,Dried pulses,1999,1
36243,11D091415,Dried pulses,2009,
36244,11D091415,Dried pulses,2019,
36245,11D091415,Potatoes,1989,
36246,11D091415,Potatoes,1999,1
36247,11D091415,Potatoes,2009,
36248,11D091415,Potatoes,2019,
36249,11D091415,Industrial crops,1989,
36250,11D091415,Industrial crops,1999,
36251,11D091415,Industrial crops,2009,
36252,11D091415,Industrial crops,2019,
36253,11D091415,Fresh vegetables,1989,
36254,11D091415,Fresh vegetables,1999,
36255,11D091415,Fresh vegetables,2009,
36256,11D091415,Fresh vegetables,2019,
36257,11D091415,Other temporary crops,1989,
36258,11D091415,Other temporary crops,1999,
36259,11D091415,Other temporary crops,2009,
36260,11D091415,Other temporary crops,2019,
36261,11D091416,Total,1989,36
36262,11D091416,Total,1999,31
36263,11D091416,Total,2009,10
36264,11D091416,Total,2019,11
36265,11D091416,Cereals,1989,36
36266,11D091416,Cereals,1999,22
36267,11D091416,Cereals,2009,3
36268,11D091416,Cereals,2019,7
36269,11D091416,Dried pulses,1989,
36270,11D091416,Dried pulses,1999,
36271,11D091416,Dried pulses,2009,
36272,11D091416,Dried pulses,2019,1
36273,11D091416,Potatoes,1989,
36274,11D091416,Potatoes,1999,
36275,11D091416,Potatoes,2009,
36276,11D091416,Potatoes,2019,5
36277,11D091416,Industrial crops,1989,
36278,11D091416,Industrial crops,1999,
36279,11D091416,Industrial crops,2009,
36280,11D091416,Industrial crops,2019,
36281,11D091416,Fresh vegetables,1989,
36282,11D091416,Fresh vegetables,1999,2
36283,11D091416,Fresh vegetables,2009,1
36284,11D091416,Fresh vegetables,2019,1
36285,11D091416,Other temporary crops,1989,
36286,11D091416,Other temporary crops,1999,
36287,11D091416,Other temporary crops,2009,
36288,11D091416,Other temporary crops,2019,
36289,11D091419,Total,1989,103
36290,11D091419,Total,1999,61
36291,11D091419,Total,2009,14
36292,11D091419,Total,2019,17
36293,11D091419,Cereals,1989,39
36294,11D091419,Cereals,1999,36
36295,11D091419,Cereals,2009,8
36296,11D091419,Cereals,2019,3
36297,11D091419,Dried pulses,1989,
36298,11D091419,Dried pulses,1999,2
36299,11D091419,Dried pulses,2009,1
36300,11D091419,Dried pulses,2019,2
36301,11D091419,Potatoes,1989,2
36302,11D091419,Potatoes,1999,1
36303,11D091419,Potatoes,2009,1
36304,11D091419,Potatoes,2019,5
36305,11D091419,Industrial crops,1989,
36306,11D091419,Industrial crops,1999,
36307,11D091419,Industrial crops,2009,
36308,11D091419,Industrial crops,2019,
36309,11D091419,Fresh vegetables,1989,
36310,11D091419,Fresh vegetables,1999,
36311,11D091419,Fresh vegetables,2009,
36312,11D091419,Fresh vegetables,2019,5
36313,11D091419,Other temporary crops,1989,
36314,11D091419,Other temporary crops,1999,
36315,11D091419,Other temporary crops,2009,
36316,11D091419,Other temporary crops,2019,
36317,11D1714,Total,1989,3281
36318,11D1714,Total,1999,2375
36319,11D1714,Total,2009,1397
36320,11D1714,Total,2019,1016
36321,11D1714,Cereals,1989,2648
36322,11D1714,Cereals,1999,1764
36323,11D1714,Cereals,2009,832
36324,11D1714,Cereals,2019,671
36325,11D1714,Dried pulses,1989,1766
36326,11D1714,Dried pulses,1999,839
36327,11D1714,Dried pulses,2009,254
36328,11D1714,Dried pulses,2019,162
36329,11D1714,Potatoes,1989,2439
36330,11D1714,Potatoes,1999,1584
36331,11D1714,Potatoes,2009,611
36332,11D1714,Potatoes,2019,421
36333,11D1714,Industrial crops,1989,
36334,11D1714,Industrial crops,1999,
36335,11D1714,Industrial crops,2009,
36336,11D1714,Industrial crops,2019,4
36337,11D1714,Fresh vegetables,1989,57
36338,11D1714,Fresh vegetables,1999,147
36339,11D1714,Fresh vegetables,2009,35
36340,11D1714,Fresh vegetables,2019,92
36341,11D1714,Other temporary crops,1989,11
36342,11D1714,Other temporary crops,1999,26
36343,11D1714,Other temporary crops,2009,21
36344,11D1714,Other temporary crops,2019,13
36345,11D171401,Total,1989,159
36346,11D171401,Total,1999,124
36347,11D171401,Total,2009,52
36348,11D171401,Total,2019,20
36349,11D171401,Cereals,1989,24
36350,11D171401,Cereals,1999,58
36351,11D171401,Cereals,2009,16
36352,11D171401,Cereals,2019,9
36353,11D171401,Dried pulses,1989,5
36354,11D171401,Dried pulses,1999,13
36355,11D171401,Dried pulses,2009,5
36356,11D171401,Dried pulses,2019,13
36357,11D171401,Potatoes,1989,129
36358,11D171401,Potatoes,1999,75
36359,11D171401,Potatoes,2009,5
36360,11D171401,Potatoes,2019,
36361,11D171401,Industrial crops,1989,
36362,11D171401,Industrial crops,1999,
36363,11D171401,Industrial crops,2009,
36364,11D171401,Industrial crops,2019,
36365,11D171401,Fresh vegetables,1989,
36366,11D171401,Fresh vegetables,1999,2
36367,11D171401,Fresh vegetables,2009,
36368,11D171401,Fresh vegetables,2019,
36369,11D171401,Other temporary crops,1989,
36370,11D171401,Other temporary crops,1999,
36371,11D171401,Other temporary crops,2009,
36372,11D171401,Other temporary crops,2019,
36373,11D171403,Total,1989,256
36374,11D171403,Total,1999,180
36375,11D171403,Total,2009,106
36376,11D171403,Total,2019,83
36377,11D171403,Cereals,1989,212
36378,11D171403,Cereals,1999,136
36379,11D171403,Cereals,2009,55
36380,11D171403,Cereals,2019,43
36381,11D171403,Dried pulses,1989,129
36382,11D171403,Dried pulses,1999,49
36383,11D171403,Dried pulses,2009,7
36384,11D171403,Dried pulses,2019,24
36385,11D171403,Potatoes,1989,221
36386,11D171403,Potatoes,1999,106
36387,11D171403,Potatoes,2009,97
36388,11D171403,Potatoes,2019,51
36389,11D171403,Industrial crops,1989,
36390,11D171403,Industrial crops,1999,
36391,11D171403,Industrial crops,2009,
36392,11D171403,Industrial crops,2019,1
36393,11D171403,Fresh vegetables,1989,3
36394,11D171403,Fresh vegetables,1999,3
36395,11D171403,Fresh vegetables,2009,7
36396,11D171403,Fresh vegetables,2019,14
36397,11D171403,Other temporary crops,1989,
36398,11D171403,Other temporary crops,1999,
36399,11D171403,Other temporary crops,2009,
36400,11D171403,Other temporary crops,2019,
36401,11D171404,Total,1989,42
36402,11D171404,Total,1999,37
36403,11D171404,Total,2009,16
36404,11D171404,Total,2019,11
36405,11D171404,Cereals,1989,24
36406,11D171404,Cereals,1999,23
36407,11D171404,Cereals,2009,12
36408,11D171404,Cereals,2019,2
36409,11D171404,Dried pulses,1989,25
36410,11D171404,Dried pulses,1999,4
36411,11D171404,Dried pulses,2009,
36412,11D171404,Dried pulses,2019,
36413,11D171404,Potatoes,1989,37
36414,11D171404,Potatoes,1999,24
36415,11D171404,Potatoes,2009,10
36416,11D171404,Potatoes,2019,3
36417,11D171404,Industrial crops,1989,
36418,11D171404,Industrial crops,1999,
36419,11D171404,Industrial crops,2009,
36420,11D171404,Industrial crops,2019,
36421,11D171404,Fresh vegetables,1989,5
36422,11D171404,Fresh vegetables,1999,23
36423,11D171404,Fresh vegetables,2009,2
36424,11D171404,Fresh vegetables,2019,7
36425,11D171404,Other temporary crops,1989,
36426,11D171404,Other temporary crops,1999,
36427,11D171404,Other temporary crops,2009,2
36428,11D171404,Other temporary crops,2019,
36429,11D171406,Total,1989,242
36430,11D171406,Total,1999,189
36431,11D171406,Total,2009,155
36432,11D171406,Total,2019,107
36433,11D171406,Cereals,1989,224
36434,11D171406,Cereals,1999,139
36435,11D171406,Cereals,2009,95
36436,11D171406,Cereals,2019,89
36437,11D171406,Dried pulses,1989,212
36438,11D171406,Dried pulses,1999,54
36439,11D171406,Dried pulses,2009,42
36440,11D171406,Dried pulses,2019,8
36441,11D171406,Potatoes,1989,197
36442,11D171406,Potatoes,1999,171
36443,11D171406,Potatoes,2009,9
36444,11D171406,Potatoes,2019,48
36445,11D171406,Industrial crops,1989,
36446,11D171406,Industrial crops,1999,
36447,11D171406,Industrial crops,2009,
36448,11D171406,Industrial crops,2019,
36449,11D171406,Fresh vegetables,1989,1
36450,11D171406,Fresh vegetables,1999,2
36451,11D171406,Fresh vegetables,2009,
36452,11D171406,Fresh vegetables,2019,
36453,11D171406,Other temporary crops,1989,1
36454,11D171406,Other temporary crops,1999,5
36455,11D171406,Other temporary crops,2009,
36456,11D171406,Other temporary crops,2019,3
36457,11D171409,Total,1989,112
36458,11D171409,Total,1999,131
36459,11D171409,Total,2009,53
36460,11D171409,Total,2019,26
36461,11D171409,Cereals,1989,73
36462,11D171409,Cereals,1999,64
36463,11D171409,Cereals,2009,39
36464,11D171409,Cereals,2019,15
36465,11D171409,Dried pulses,1989,30
36466,11D171409,Dried pulses,1999,34
36467,11D171409,Dried pulses,2009,19
36468,11D171409,Dried pulses,2019,10
36469,11D171409,Potatoes,1989,63
36470,11D171409,Potatoes,1999,91
36471,11D171409,Potatoes,2009,15
36472,11D171409,Potatoes,2019,12
36473,11D171409,Industrial crops,1989,
36474,11D171409,Industrial crops,1999,
36475,11D171409,Industrial crops,2009,
36476,11D171409,Industrial crops,2019,
36477,11D171409,Fresh vegetables,1989,8
36478,11D171409,Fresh vegetables,1999,31
36479,11D171409,Fresh vegetables,2009,3
36480,11D171409,Fresh vegetables,2019,5
36481,11D171409,Other temporary crops,1989,5
36482,11D171409,Other temporary crops,1999,
36483,11D171409,Other temporary crops,2009,5
36484,11D171409,Other temporary crops,2019,2
36485,11D171410,Total,1989,49
36486,11D171410,Total,1999,16
36487,11D171410,Total,2009,2
36488,11D171410,Total,2019,4
36489,11D171410,Cereals,1989,4
36490,11D171410,Cereals,1999,9
36491,11D171410,Cereals,2009,2
36492,11D171410,Cereals,2019,1
36493,11D171410,Dried pulses,1989,2
36494,11D171410,Dried pulses,1999,4
36495,11D171410,Dried pulses,2009,
36496,11D171410,Dried pulses,2019,
36497,11D171410,Potatoes,1989,45
36498,11D171410,Potatoes,1999,4
36499,11D171410,Potatoes,2009,
36500,11D171410,Potatoes,2019,2
36501,11D171410,Industrial crops,1989,
36502,11D171410,Industrial crops,1999,
36503,11D171410,Industrial crops,2009,
36504,11D171410,Industrial crops,2019,
36505,11D171410,Fresh vegetables,1989,
36506,11D171410,Fresh vegetables,1999,1
36507,11D171410,Fresh vegetables,2009,
36508,11D171410,Fresh vegetables,2019,
36509,11D171410,Other temporary crops,1989,
36510,11D171410,Other temporary crops,1999,
36511,11D171410,Other temporary crops,2009,
36512,11D171410,Other temporary crops,2019,
36513,11D171414,Total,1989,85
36514,11D171414,Total,1999,38
36515,11D171414,Total,2009,27
36516,11D171414,Total,2019,23
36517,11D171414,Cereals,1989,74
36518,11D171414,Cereals,1999,33
36519,11D171414,Cereals,2009,25
36520,11D171414,Cereals,2019,15
36521,11D171414,Dried pulses,1989,66
36522,11D171414,Dried pulses,1999,32
36523,11D171414,Dried pulses,2009,6
36524,11D171414,Dried pulses,2019,2
36525,11D171414,Potatoes,1989,53
36526,11D171414,Potatoes,1999,7
36527,11D171414,Potatoes,2009,20
36528,11D171414,Potatoes,2019,11
36529,11D171414,Industrial crops,1989,
36530,11D171414,Industrial crops,1999,
36531,11D171414,Industrial crops,2009,
36532,11D171414,Industrial crops,2019,
36533,11D171414,Fresh vegetables,1989,1
36534,11D171414,Fresh vegetables,1999,3
36535,11D171414,Fresh vegetables,2009,
36536,11D171414,Fresh vegetables,2019,5
36537,11D171414,Other temporary crops,1989,
36538,11D171414,Other temporary crops,1999,
36539,11D171414,Other temporary crops,2009,1
36540,11D171414,Other temporary crops,2019,
36541,11D171415,Total,1989,66
36542,11D171415,Total,1999,32
36543,11D171415,Total,2009,8
36544,11D171415,Total,2019,7
36545,11D171415,Cereals,1989,33
36546,11D171415,Cereals,1999,16
36547,11D171415,Cereals,2009,7
36548,11D171415,Cereals,2019,5
36549,11D171415,Dried pulses,1989,19
36550,11D171415,Dried pulses,1999,3
36551,11D171415,Dried pulses,2009,1
36552,11D171415,Dried pulses,2019,
36553,11D171415,Potatoes,1989,55
36554,11D171415,Potatoes,1999,14
36555,11D171415,Potatoes,2009,
36556,11D171415,Potatoes,2019,2
36557,11D171415,Industrial crops,1989,
36558,11D171415,Industrial crops,1999,
36559,11D171415,Industrial crops,2009,
36560,11D171415,Industrial crops,2019,
36561,11D171415,Fresh vegetables,1989,10
36562,11D171415,Fresh vegetables,1999,9
36563,11D171415,Fresh vegetables,2009,
36564,11D171415,Fresh vegetables,2019,
36565,11D171415,Other temporary crops,1989,
36566,11D171415,Other temporary crops,1999,
36567,11D171415,Other temporary crops,2009,
36568,11D171415,Other temporary crops,2019,
36569,11D171416,Total,1989,128
36570,11D171416,Total,1999,112
36571,11D171416,Total,2009,68
36572,11D171416,Total,2019,54
36573,11D171416,Cereals,1989,119
36574,11D171416,Cereals,1999,97
36575,11D171416,Cereals,2009,15
36576,11D171416,Cereals,2019,41
36577,11D171416,Dried pulses,1989,40
36578,11D171416,Dried pulses,1999,45
36579,11D171416,Dried pulses,2009,6
36580,11D171416,Dried pulses,2019,19
36581,11D171416,Potatoes,1989,73
36582,11D171416,Potatoes,1999,100
36583,11D171416,Potatoes,2009,39
36584,11D171416,Potatoes,2019,38
36585,11D171416,Industrial crops,1989,
36586,11D171416,Industrial crops,1999,
36587,11D171416,Industrial crops,2009,
36588,11D171416,Industrial crops,2019,
36589,11D171416,Fresh vegetables,1989,
36590,11D171416,Fresh vegetables,1999,15
36591,11D171416,Fresh vegetables,2009,3
36592,11D171416,Fresh vegetables,2019,
36593,11D171416,Other temporary crops,1989,
36594,11D171416,Other temporary crops,1999,
36595,11D171416,Other temporary crops,2009,
36596,11D171416,Other temporary crops,2019,
36597,11D171420,Total,1989,65
36598,11D171420,Total,1999,35
36599,11D171420,Total,2009,18
36600,11D171420,Total,2019,15
36601,11D171420,Cereals,1989,44
36602,11D171420,Cereals,1999,17
36603,11D171420,Cereals,2009,9
36604,11D171420,Cereals,2019,8
36605,11D171420,Dried pulses,1989,34
36606,11D171420,Dried pulses,1999,2
36607,11D171420,Dried pulses,2009,3
36608,11D171420,Dried pulses,2019,1
36609,11D171420,Potatoes,1989,45
36610,11D171420,Potatoes,1999,31
36611,11D171420,Potatoes,2009,4
36612,11D171420,Potatoes,2019,7
36613,11D171420,Industrial crops,1989,
36614,11D171420,Industrial crops,1999,
36615,11D171420,Industrial crops,2009,
36616,11D171420,Industrial crops,2019,
36617,11D171420,Fresh vegetables,1989,14
36618,11D171420,Fresh vegetables,1999,8
36619,11D171420,Fresh vegetables,2009,2
36620,11D171420,Fresh vegetables,2019,3
36621,11D171420,Other temporary crops,1989,
36622,11D171420,Other temporary crops,1999,
36623,11D171420,Other temporary crops,2009,
36624,11D171420,Other temporary crops,2019,
36625,11D171426,Total,1989,230
36626,11D171426,Total,1999,150
36627,11D171426,Total,2009,94
36628,11D171426,Total,2019,44
36629,11D171426,Cereals,1989,188
36630,11D171426,Cereals,1999,106
36631,11D171426,Cereals,2009,48
36632,11D171426,Cereals,2019,28
36633,11D171426,Dried pulses,1989,172
36634,11D171426,Dried pulses,1999,43
36635,11D171426,Dried pulses,2009,
36636,11D171426,Dried pulses,2019,6
36637,11D171426,Potatoes,1989,196
36638,11D171426,Potatoes,1999,77
36639,11D171426,Potatoes,2009,68
36640,11D171426,Potatoes,2019,25
36641,11D171426,Industrial crops,1989,
36642,11D171426,Industrial crops,1999,
36643,11D171426,Industrial crops,2009,
36644,11D171426,Industrial crops,2019,1
36645,11D171426,Fresh vegetables,1989,
36646,11D171426,Fresh vegetables,1999,2
36647,11D171426,Fresh vegetables,2009,
36648,11D171426,Fresh vegetables,2019,2
36649,11D171426,Other temporary crops,1989,
36650,11D171426,Other temporary crops,1999,1
36651,11D171426,Other temporary crops,2009,
36652,11D171426,Other temporary crops,2019,
36653,11D171431,Total,1989,297
36654,11D171431,Total,1999,182
36655,11D171431,Total,2009,126
36656,11D171431,Total,2019,86
36657,11D171431,Cereals,1989,269
36658,11D171431,Cereals,1999,140
36659,11D171431,Cereals,2009,11
36660,11D171431,Cereals,2019,51
36661,11D171431,Dried pulses,1989,131
36662,11D171431,Dried pulses,1999,6
36663,11D171431,Dried pulses,2009,6
36664,11D171431,Dried pulses,2019,6
36665,11D171431,Potatoes,1989,223
36666,11D171431,Potatoes,1999,150
36667,11D171431,Potatoes,2009,13
36668,11D171431,Potatoes,2019,58
36669,11D171431,Industrial crops,1989,
36670,11D171431,Industrial crops,1999,
36671,11D171431,Industrial crops,2009,
36672,11D171431,Industrial crops,2019,1
36673,11D171431,Fresh vegetables,1989,2
36674,11D171431,Fresh vegetables,1999,1
36675,11D171431,Fresh vegetables,2009,1
36676,11D171431,Fresh vegetables,2019,7
36677,11D171431,Other temporary crops,1989,
36678,11D171431,Other temporary crops,1999,2
36679,11D171431,Other temporary crops,2009,
36680,11D171431,Other temporary crops,2019,2
36681,11D171432,Total,1989,203
36682,11D171432,Total,1999,123
36683,11D171432,Total,2009,90
36684,11D171432,Total,2019,56
36685,11D171432,Cereals,1989,182
36686,11D171432,Cereals,1999,113
36687,11D171432,Cereals,2009,55
36688,11D171432,Cereals,2019,42
36689,11D171432,Dried pulses,1989,122
36690,11D171432,Dried pulses,1999,79
36691,11D171432,Dried pulses,2009,7
36692,11D171432,Dried pulses,2019,1
36693,11D171432,Potatoes,1989,118
36694,11D171432,Potatoes,1999,50
36695,11D171432,Potatoes,2009,33
36696,11D171432,Potatoes,2019,7
36697,11D171432,Industrial crops,1989,
36698,11D171432,Industrial crops,1999,
36699,11D171432,Industrial crops,2009,
36700,11D171432,Industrial crops,2019,
36701,11D171432,Fresh vegetables,1989,3
36702,11D171432,Fresh vegetables,1999,
36703,11D171432,Fresh vegetables,2009,
36704,11D171432,Fresh vegetables,2019,2
36705,11D171432,Other temporary crops,1989,
36706,11D171432,Other temporary crops,1999,
36707,11D171432,Other temporary crops,2009,1
36708,11D171432,Other temporary crops,2019,
36709,11D171433,Total,1989,268
36710,11D171433,Total,1999,231
36711,11D171433,Total,2009,112
36712,11D171433,Total,2019,81
36713,11D171433,Cereals,1989,225
36714,11D171433,Cereals,1999,177
36715,11D171433,Cereals,2009,88
36716,11D171433,Cereals,2019,53
36717,11D171433,Dried pulses,1989,208
36718,11D171433,Dried pulses,1999,104
36719,11D171433,Dried pulses,2009,15
36720,11D171433,Dried pulses,2019,7
36721,11D171433,Potatoes,1989,198
36722,11D171433,Potatoes,1999,108
36723,11D171433,Potatoes,2009,83
36724,11D171433,Potatoes,2019,29
36725,11D171433,Industrial crops,1989,
36726,11D171433,Industrial crops,1999,
36727,11D171433,Industrial crops,2009,
36728,11D171433,Industrial crops,2019,1
36729,11D171433,Fresh vegetables,1989,2
36730,11D171433,Fresh vegetables,1999,33
36731,11D171433,Fresh vegetables,2009,2
36732,11D171433,Fresh vegetables,2019,14
36733,11D171433,Other temporary crops,1989,
36734,11D171433,Other temporary crops,1999,
36735,11D171433,Other temporary crops,2009,4
36736,11D171433,Other temporary crops,2019,2
36737,11D171434,Total,1989,336
36738,11D171434,Total,1999,246
36739,11D171434,Total,2009,133
36740,11D171434,Total,2019,119
36741,11D171434,Cereals,1989,310
36742,11D171434,Cereals,1999,195
36743,11D171434,Cereals,2009,106
36744,11D171434,Cereals,2019,101
36745,11D171434,Dried pulses,1989,184
36746,11D171434,Dried pulses,1999,94
36747,11D171434,Dried pulses,2009,41
36748,11D171434,Dried pulses,2019,27
36749,11D171434,Potatoes,1989,260
36750,11D171434,Potatoes,1999,135
36751,11D171434,Potatoes,2009,34
36752,11D171434,Potatoes,2019,5
36753,11D171434,Industrial crops,1989,
36754,11D171434,Industrial crops,1999,
36755,11D171434,Industrial crops,2009,
36756,11D171434,Industrial crops,2019,
36757,11D171434,Fresh vegetables,1989,4
36758,11D171434,Fresh vegetables,1999,6
36759,11D171434,Fresh vegetables,2009,9
36760,11D171434,Fresh vegetables,2019,4
36761,11D171434,Other temporary crops,1989,
36762,11D171434,Other temporary crops,1999,2
36763,11D171434,Other temporary crops,2009,8
36764,11D171434,Other temporary crops,2019,1
36765,11D171435,Total,1989,49
36766,11D171435,Total,1999,54
36767,11D171435,Total,2009,3
36768,11D171435,Total,2019,8
36769,11D171435,Cereals,1989,7
36770,11D171435,Cereals,1999,16
36771,11D171435,Cereals,2009,
36772,11D171435,Cereals,2019,2
36773,11D171435,Dried pulses,1989,3
36774,11D171435,Dried pulses,1999,5
36775,11D171435,Dried pulses,2009,
36776,11D171435,Dried pulses,2019,4
36777,11D171435,Potatoes,1989,46
36778,11D171435,Potatoes,1999,40
36779,11D171435,Potatoes,2009,3
36780,11D171435,Potatoes,2019,1
36781,11D171435,Industrial crops,1989,
36782,11D171435,Industrial crops,1999,
36783,11D171435,Industrial crops,2009,
36784,11D171435,Industrial crops,2019,
36785,11D171435,Fresh vegetables,1989,
36786,11D171435,Fresh vegetables,1999,2
36787,11D171435,Fresh vegetables,2009,
36788,11D171435,Fresh vegetables,2019,
36789,11D171435,Other temporary crops,1989,
36790,11D171435,Other temporary crops,1999,
36791,11D171435,Other temporary crops,2009,
36792,11D171435,Other temporary crops,2019,
36793,11D171436,Total,1989,181
36794,11D171436,Total,1999,144
36795,11D171436,Total,2009,115
36796,11D171436,Total,2019,111
36797,11D171436,Cereals,1989,169
36798,11D171436,Cereals,1999,132
36799,11D171436,Cereals,2009,62
36800,11D171436,Cereals,2019,62
36801,11D171436,Dried pulses,1989,153
36802,11D171436,Dried pulses,1999,56
36803,11D171436,Dried pulses,2009,25
36804,11D171436,Dried pulses,2019,18
36805,11D171436,Potatoes,1989,126
36806,11D171436,Potatoes,1999,132
36807,11D171436,Potatoes,2009,24
36808,11D171436,Potatoes,2019,63
36809,11D171436,Industrial crops,1989,
36810,11D171436,Industrial crops,1999,
36811,11D171436,Industrial crops,2009,
36812,11D171436,Industrial crops,2019,
36813,11D171436,Fresh vegetables,1989,
36814,11D171436,Fresh vegetables,1999,1
36815,11D171436,Fresh vegetables,2009,
36816,11D171436,Fresh vegetables,2019,27
36817,11D171436,Other temporary crops,1989,5
36818,11D171436,Other temporary crops,1999,16
36819,11D171436,Other temporary crops,2009,
36820,11D171436,Other temporary crops,2019,1
36821,11D171437,Total,1989,287
36822,11D171437,Total,1999,202
36823,11D171437,Total,2009,85
36824,11D171437,Total,2019,83
36825,11D171437,Cereals,1989,264
36826,11D171437,Cereals,1999,162
36827,11D171437,Cereals,2009,71
36828,11D171437,Cereals,2019,53
36829,11D171437,Dried pulses,1989,68
36830,11D171437,Dried pulses,1999,120
36831,11D171437,Dried pulses,2009,41
36832,11D171437,Dried pulses,2019,10
36833,11D171437,Potatoes,1989,249
36834,11D171437,Potatoes,1999,152
36835,11D171437,Potatoes,2009,76
36836,11D171437,Potatoes,2019,45
36837,11D171437,Industrial crops,1989,
36838,11D171437,Industrial crops,1999,
36839,11D171437,Industrial crops,2009,
36840,11D171437,Industrial crops,2019,
36841,11D171437,Fresh vegetables,1989,
36842,11D171437,Fresh vegetables,1999,2
36843,11D171437,Fresh vegetables,2009,5
36844,11D171437,Fresh vegetables,2019,1
36845,11D171437,Other temporary crops,1989,
36846,11D171437,Other temporary crops,1999,
36847,11D171437,Other temporary crops,2009,
36848,11D171437,Other temporary crops,2019,
36849,11D171429,Total,1989,198
36850,11D171429,Total,1999,131
36851,11D171429,Total,2009,124
36852,11D171429,Total,2019,69
36853,11D171429,Cereals,1989,184
36854,11D171429,Cereals,1999,118
36855,11D171429,Cereals,2009,110
36856,11D171429,Cereals,2019,47
36857,11D171429,Dried pulses,1989,156
36858,11D171429,Dried pulses,1999,82
36859,11D171429,Dried pulses,2009,30
36860,11D171429,Dried pulses,2019,5
36861,11D171429,Potatoes,1989,85
36862,11D171429,Potatoes,1999,110
36863,11D171429,Potatoes,2009,71
36864,11D171429,Potatoes,2019,10
36865,11D171429,Industrial crops,1989,
36866,11D171429,Industrial crops,1999,
36867,11D171429,Industrial crops,2009,
36868,11D171429,Industrial crops,2019,
36869,11D171429,Fresh vegetables,1989,1
36870,11D171429,Fresh vegetables,1999,
36871,11D171429,Fresh vegetables,2009,
36872,11D171429,Fresh vegetables,2019,
36873,11D171429,Other temporary crops,1989,
36874,11D171429,Other temporary crops,1999,
36875,11D171429,Other temporary crops,2009,
36876,11D171429,Other temporary crops,2019,1
36877,11D171438,Total,1989,28
36878,11D171438,Total,1999,18
36879,11D171438,Total,2009,10
36880,11D171438,Total,2019,9
36881,11D171438,Cereals,1989,19
36882,11D171438,Cereals,1999,13
36883,11D171438,Cereals,2009,6
36884,11D171438,Cereals,2019,4
36885,11D171438,Dried pulses,1989,7
36886,11D171438,Dried pulses,1999,10
36887,11D171438,Dried pulses,2009,
36888,11D171438,Dried pulses,2019,1
36889,11D171438,Potatoes,1989,20
36890,11D171438,Potatoes,1999,7
36891,11D171438,Potatoes,2009,7
36892,11D171438,Potatoes,2019,4
36893,11D171438,Industrial crops,1989,
36894,11D171438,Industrial crops,1999,
36895,11D171438,Industrial crops,2009,
36896,11D171438,Industrial crops,2019,
36897,11D171438,Fresh vegetables,1989,3
36898,11D171438,Fresh vegetables,1999,3
36899,11D171438,Fresh vegetables,2009,1
36900,11D171438,Fresh vegetables,2019,1
36901,11D171438,Other temporary crops,1989,
36902,11D171438,Other temporary crops,1999,
36903,11D171438,Other temporary crops,2009,
36904,11D171438,Other temporary crops,2019,1
36905,11E,Total,1989,19867
36906,11E,Total,1999,16063
36907,11E,Total,2009,10825
36908,11E,Total,2019,10035
36909,11E,Cereals,1989,16269
36910,11E,Cereals,1999,9690
36911,11E,Cereals,2009,6324
36912,11E,Cereals,2019,4805
36913,11E,Dried pulses,1989,1588
36914,11E,Dried pulses,1999,2313
36915,11E,Dried pulses,2009,690
36916,11E,Dried pulses,2019,1586
36917,11E,Potatoes,1989,13201
36918,11E,Potatoes,1999,10686
36919,11E,Potatoes,2009,3604
36920,11E,Potatoes,2019,2063
36921,11E,Industrial crops,1989,49
