primary_key,codes,Sex,year,No
17001,11E040616,F,1989,175
17002,11E040616,F,1999,147
17003,11E040616,F,2009,133
17004,11E040616,F,2019,139
17005,11E0407,MF,1989,10961
17006,11E0407,MF,1999,10479
17007,11E0407,MF,2009,9177
17008,11E0407,MF,2019,9117
17009,11E0407,M,1989,5633
17010,11E0407,M,1999,5327
17011,11E0407,M,2009,4642
17012,11E0407,M,2019,4744
17013,11E0407,F,1989,5328
17014,11E0407,F,1999,5152
17015,11E0407,F,2009,4535
17016,11E0407,F,2019,4373
17017,11E040701,MF,1989,322
17018,11E040701,MF,1999,284
17019,11E040701,MF,2009,289
17020,11E040701,MF,2019,269
17021,11E040701,M,1989,167
17022,11E040701,M,1999,153
17023,11E040701,M,2009,158
17024,11E040701,M,2019,152
17025,11E040701,F,1989,155
17026,11E040701,F,1999,131
17027,11E040701,F,2009,131
17028,11E040701,F,2019,117
17029,11E040702,MF,1989,224
17030,11E040702,MF,1999,213
17031,11E040702,MF,2009,245
17032,11E040702,MF,2019,253
17033,11E040702,M,1989,117
17034,11E040702,M,1999,115
17035,11E040702,M,2009,119
17036,11E040702,M,2019,139
17037,11E040702,F,1989,107
17038,11E040702,F,1999,98
17039,11E040702,F,2009,126
17040,11E040702,F,2019,114
17041,11E040703,MF,1989,356
17042,11E040703,MF,1999,352
17043,11E040703,MF,2009,283
17044,11E040703,MF,2019,260
17045,11E040703,M,1989,186
17046,11E040703,M,1999,175
17047,11E040703,M,2009,138
17048,11E040703,M,2019,128
17049,11E040703,F,1989,170
17050,11E040703,F,1999,177
17051,11E040703,F,2009,145
17052,11E040703,F,2019,132
17053,11E040704,MF,1989,277
17054,11E040704,MF,1999,271
17055,11E040704,MF,2009,259
17056,11E040704,MF,2019,253
17057,11E040704,M,1989,137
17058,11E040704,M,1999,146
17059,11E040704,M,2009,130
17060,11E040704,M,2019,139
17061,11E040704,F,1989,140
17062,11E040704,F,1999,125
17063,11E040704,F,2009,129
17064,11E040704,F,2019,114
17065,11E040708,MF,1989,274
17066,11E040708,MF,1999,279
17067,11E040708,MF,2009,214
17068,11E040708,MF,2019,174
17069,11E040708,M,1989,137
17070,11E040708,M,1999,132
17071,11E040708,M,2009,109
17072,11E040708,M,2019,89
17073,11E040708,F,1989,137
17074,11E040708,F,1999,147
17075,11E040708,F,2009,105
17076,11E040708,F,2019,85
17077,11E040709,MF,1989,407
17078,11E040709,MF,1999,381
17079,11E040709,MF,2009,275
17080,11E040709,MF,2019,358
17081,11E040709,M,1989,214
17082,11E040709,M,1999,200
17083,11E040709,M,2009,147
17084,11E040709,M,2019,174
17085,11E040709,F,1989,193
17086,11E040709,F,1999,181
17087,11E040709,F,2009,128
17088,11E040709,F,2019,184
17089,11E040710,MF,1989,288
17090,11E040710,MF,1999,248
17091,11E040710,MF,2009,170
17092,11E040710,MF,2019,199
17093,11E040710,M,1989,149
17094,11E040710,M,1999,119
17095,11E040710,M,2009,88
17096,11E040710,M,2019,111
17097,11E040710,F,1989,139
17098,11E040710,F,1999,129
17099,11E040710,F,2009,82
17100,11E040710,F,2019,88
17101,11E040711,MF,1989,561
17102,11E040711,MF,1999,475
17103,11E040711,MF,2009,433
17104,11E040711,MF,2019,390
17105,11E040711,M,1989,294
17106,11E040711,M,1999,246
17107,11E040711,M,2009,215
17108,11E040711,M,2019,195
17109,11E040711,F,1989,267
17110,11E040711,F,1999,229
17111,11E040711,F,2009,218
17112,11E040711,F,2019,195
17113,11E040712,MF,1989,364
17114,11E040712,MF,1999,363
17115,11E040712,MF,2009,281
17116,11E040712,MF,2019,273
17117,11E040712,M,1989,194
17118,11E040712,M,1999,194
17119,11E040712,M,2009,137
17120,11E040712,M,2019,143
17121,11E040712,F,1989,170
17122,11E040712,F,1999,169
17123,11E040712,F,2009,144
17124,11E040712,F,2019,130
17125,11E040713,MF,1989,135
17126,11E040713,MF,1999,115
17127,11E040713,MF,2009,117
17128,11E040713,MF,2019,110
17129,11E040713,M,1989,70
17130,11E040713,M,1999,60
17131,11E040713,M,2009,54
17132,11E040713,M,2019,52
17133,11E040713,F,1989,65
17134,11E040713,F,1999,55
17135,11E040713,F,2009,63
17136,11E040713,F,2019,58
17137,11E040714,MF,1989,293
17138,11E040714,MF,1999,283
17139,11E040714,MF,2009,298
17140,11E040714,MF,2019,231
17141,11E040714,M,1989,142
17142,11E040714,M,1999,137
17143,11E040714,M,2009,151
17144,11E040714,M,2019,118
17145,11E040714,F,1989,151
17146,11E040714,F,1999,146
17147,11E040714,F,2009,147
17148,11E040714,F,2019,113
17149,11E040716,MF,1989,322
17150,11E040716,MF,1999,323
17151,11E040716,MF,2009,203
17152,11E040716,MF,2019,239
17153,11E040716,M,1989,166
17154,11E040716,M,1999,163
17155,11E040716,M,2009,104
17156,11E040716,M,2019,121
17157,11E040716,F,1989,156
17158,11E040716,F,1999,160
17159,11E040716,F,2009,99
17160,11E040716,F,2019,118
17161,11E040718,MF,1989,356
17162,11E040718,MF,1999,335
17163,11E040718,MF,2009,266
17164,11E040718,MF,2019,222
17165,11E040718,M,1989,180
17166,11E040718,M,1999,168
17167,11E040718,M,2009,131
17168,11E040718,M,2019,112
17169,11E040718,F,1989,176
17170,11E040718,F,1999,167
17171,11E040718,F,2009,135
17172,11E040718,F,2019,110
17173,11E040720,MF,1989,519
17174,11E040720,MF,1999,446
17175,11E040720,MF,2009,571
17176,11E040720,MF,2019,495
17177,11E040720,M,1989,248
17178,11E040720,M,1999,220
17179,11E040720,M,2009,277
17180,11E040720,M,2019,235
17181,11E040720,F,1989,271
17182,11E040720,F,1999,226
17183,11E040720,F,2009,294
17184,11E040720,F,2019,260
17185,11E040721,MF,1989,404
17186,11E040721,MF,1999,416
17187,11E040721,MF,2009,472
17188,11E040721,MF,2019,578
17189,11E040721,M,1989,212
17190,11E040721,M,1999,201
17191,11E040721,M,2009,230
17192,11E040721,M,2019,310
17193,11E040721,F,1989,192
17194,11E040721,F,1999,215
17195,11E040721,F,2009,242
17196,11E040721,F,2019,268
17197,11E040722,MF,1989,308
17198,11E040722,MF,1999,320
17199,11E040722,MF,2009,298
17200,11E040722,MF,2019,270
17201,11E040722,M,1989,163
17202,11E040722,M,1999,170
17203,11E040722,M,2009,150
17204,11E040722,M,2019,146
17205,11E040722,F,1989,145
17206,11E040722,F,1999,150
17207,11E040722,F,2009,148
17208,11E040722,F,2019,124
17209,11E040724,MF,1989,337
17210,11E040724,MF,1999,365
17211,11E040724,MF,2009,282
17212,11E040724,MF,2019,301
17213,11E040724,M,1989,172
17214,11E040724,M,1999,180
17215,11E040724,M,2009,140
17216,11E040724,M,2019,151
17217,11E040724,F,1989,165
17218,11E040724,F,1999,185
17219,11E040724,F,2009,142
17220,11E040724,F,2019,150
17221,11E040727,MF,1989,364
17222,11E040727,MF,1999,468
17223,11E040727,MF,2009,395
17224,11E040727,MF,2019,287
17225,11E040727,M,1989,184
17226,11E040727,M,1999,237
17227,11E040727,M,2009,220
17228,11E040727,M,2019,153
17229,11E040727,F,1989,180
17230,11E040727,F,1999,231
17231,11E040727,F,2009,175
17232,11E040727,F,2019,134
17233,11E040728,MF,1989,205
17234,11E040728,MF,1999,204
17235,11E040728,MF,2009,191
17236,11E040728,MF,2019,270
17237,11E040728,M,1989,114
17238,11E040728,M,1999,104
17239,11E040728,M,2009,106
17240,11E040728,M,2019,147
17241,11E040728,F,1989,91
17242,11E040728,F,1999,100
17243,11E040728,F,2009,85
17244,11E040728,F,2019,123
17245,11E040729,MF,1989,592
17246,11E040729,MF,1999,478
17247,11E040729,MF,2009,479
17248,11E040729,MF,2019,500
17249,11E040729,M,1989,308
17250,11E040729,M,1999,236
17251,11E040729,M,2009,242
17252,11E040729,M,2019,255
17253,11E040729,F,1989,284
17254,11E040729,F,1999,242
17255,11E040729,F,2009,237
17256,11E040729,F,2019,245
17257,11E040730,MF,1989,685
17258,11E040730,MF,1999,709
17259,11E040730,MF,2009,487
17260,11E040730,MF,2019,578
17261,11E040730,M,1989,351
17262,11E040730,M,1999,352
17263,11E040730,M,2009,252
17264,11E040730,M,2019,328
17265,11E040730,F,1989,334
17266,11E040730,F,1999,357
17267,11E040730,F,2009,235
17268,11E040730,F,2019,250
17269,11E040738,MF,1989,395
17270,11E040738,MF,1999,368
17271,11E040738,MF,2009,292
17272,11E040738,MF,2019,290
17273,11E040738,M,1989,201
17274,11E040738,M,1999,189
17275,11E040738,M,2009,148
17276,11E040738,M,2019,151
17277,11E040738,F,1989,194
17278,11E040738,F,1999,179
17279,11E040738,F,2009,144
17280,11E040738,F,2019,139
17281,11E040739,MF,1989,462
17282,11E040739,MF,1999,436
17283,11E040739,MF,2009,384
17284,11E040739,MF,2019,346
17285,11E040739,M,1989,241
17286,11E040739,M,1999,241
17287,11E040739,M,2009,192
17288,11E040739,M,2019,181
17289,11E040739,F,1989,221
17290,11E040739,F,1999,195
17291,11E040739,F,2009,192
17292,11E040739,F,2019,165
17293,11E040740,MF,1989,343
17294,11E040740,MF,1999,388
17295,11E040740,MF,2009,339
17296,11E040740,MF,2019,357
17297,11E040740,M,1989,175
17298,11E040740,M,1999,194
17299,11E040740,M,2009,172
17300,11E040740,M,2019,182
17301,11E040740,F,1989,168
17302,11E040740,F,1999,194
17303,11E040740,F,2009,167
17304,11E040740,F,2019,175
17305,11E040741,MF,1989,395
17306,11E040741,MF,1999,304
17307,11E040741,MF,2009,235
17308,11E040741,MF,2019,226
17309,11E040741,M,1989,202
17310,11E040741,M,1999,167
17311,11E040741,M,2009,118
17312,11E040741,M,2019,121
17313,11E040741,F,1989,193
17314,11E040741,F,1999,137
17315,11E040741,F,2009,117
17316,11E040741,F,2019,105
17317,11E040742,MF,1989,298
17318,11E040742,MF,1999,252
17319,11E040742,MF,2009,212
17320,11E040742,MF,2019,236
17321,11E040742,M,1989,148
17322,11E040742,M,1999,129
17323,11E040742,M,2009,107
17324,11E040742,M,2019,125
17325,11E040742,F,1989,150
17326,11E040742,F,1999,123
17327,11E040742,F,2009,105
17328,11E040742,F,2019,111
17329,11E040731,MF,1989,420
17330,11E040731,MF,1999,318
17331,11E040731,MF,2009,247
17332,11E040731,MF,2019,261
17333,11E040731,M,1989,210
17334,11E040731,M,1999,154
17335,11E040731,M,2009,128
17336,11E040731,M,2019,142
17337,11E040731,F,1989,210
17338,11E040731,F,1999,164
17339,11E040731,F,2009,119
17340,11E040731,F,2019,119
17341,11E040732,MF,1989,390
17342,11E040732,MF,1999,446
17343,11E040732,MF,2009,422
17344,11E040732,MF,2019,354
17345,11E040732,M,1989,200
17346,11E040732,M,1999,211
17347,11E040732,M,2009,203
17348,11E040732,M,2019,182
17349,11E040732,F,1989,190
17350,11E040732,F,1999,235
17351,11E040732,F,2009,219
17352,11E040732,F,2019,172
17353,11E040733,MF,1989,411
17354,11E040733,MF,1999,406
17355,11E040733,MF,2009,350
17356,11E040733,MF,2019,323
17357,11E040733,M,1989,218
17358,11E040733,M,1999,211
17359,11E040733,M,2009,184
17360,11E040733,M,2019,158
17361,11E040733,F,1989,193
17362,11E040733,F,1999,195
17363,11E040733,F,2009,166
17364,11E040733,F,2019,165
17365,11E040734,MF,1989,254
17366,11E040734,MF,1999,233
17367,11E040734,MF,2009,188
17368,11E040734,MF,2019,214
17369,11E040734,M,1989,133
17370,11E040734,M,1999,123
17371,11E040734,M,2009,92
17372,11E040734,M,2019,104
17373,11E040734,F,1989,121
17374,11E040734,F,1999,110
17375,11E040734,F,2009,96
17376,11E040734,F,2019,110
17377,11E0408,MF,1989,9149
17378,11E0408,MF,1999,7699
17379,11E0408,MF,2009,6560
17380,11E0408,MF,2019,6867
17381,11E0408,M,1989,4802
17382,11E0408,M,1999,3920
17383,11E0408,M,2009,3297
17384,11E0408,M,2019,3515
17385,11E0408,F,1989,4347
17386,11E0408,F,1999,3779
17387,11E0408,F,2009,3263
17388,11E0408,F,2019,3352
17389,11E040801,MF,1989,373
17390,11E040801,MF,1999,339
17391,11E040801,MF,2009,405
17392,11E040801,MF,2019,397
17393,11E040801,M,1989,206
17394,11E040801,M,1999,173
17395,11E040801,M,2009,208
17396,11E040801,M,2019,193
17397,11E040801,F,1989,167
17398,11E040801,F,1999,166
17399,11E040801,F,2009,197
17400,11E040801,F,2019,204
17401,11E040802,MF,1989,693
17402,11E040802,MF,1999,590
17403,11E040802,MF,2009,393
17404,11E040802,MF,2019,421
17405,11E040802,M,1989,368
17406,11E040802,M,1999,311
17407,11E040802,M,2009,197
17408,11E040802,M,2019,224
17409,11E040802,F,1989,325
17410,11E040802,F,1999,279
17411,11E040802,F,2009,196
17412,11E040802,F,2019,197
17413,11E040803,MF,1989,315
17414,11E040803,MF,1999,249
17415,11E040803,MF,2009,209
17416,11E040803,MF,2019,224
17417,11E040803,M,1989,159
17418,11E040803,M,1999,122
17419,11E040803,M,2009,101
17420,11E040803,M,2019,130
17421,11E040803,F,1989,156
17422,11E040803,F,1999,127
17423,11E040803,F,2009,108
17424,11E040803,F,2019,94
17425,11E040804,MF,1989,284
17426,11E040804,MF,1999,245
17427,11E040804,MF,2009,255
17428,11E040804,MF,2019,262
17429,11E040804,M,1989,154
17430,11E040804,M,1999,126
17431,11E040804,M,2009,123
17432,11E040804,M,2019,131
17433,11E040804,F,1989,130
17434,11E040804,F,1999,119
17435,11E040804,F,2009,132
17436,11E040804,F,2019,131
17437,11E040807,MF,1989,601
17438,11E040807,MF,1999,507
17439,11E040807,MF,2009,367
17440,11E040807,MF,2019,460
17441,11E040807,M,1989,308
17442,11E040807,M,1999,254
17443,11E040807,M,2009,182
17444,11E040807,M,2019,231
17445,11E040807,F,1989,293
17446,11E040807,F,1999,253
17447,11E040807,F,2009,185
17448,11E040807,F,2019,229
17449,11E040808,MF,1989,474
17450,11E040808,MF,1999,479
17451,11E040808,MF,2009,331
17452,11E040808,MF,2019,385
17453,11E040808,M,1989,249
17454,11E040808,M,1999,225
17455,11E040808,M,2009,163
17456,11E040808,M,2019,189
17457,11E040808,F,1989,225
17458,11E040808,F,1999,254
17459,11E040808,F,2009,168
17460,11E040808,F,2019,196
17461,11E040809,MF,1989,353
17462,11E040809,MF,1999,291
17463,11E040809,MF,2009,343
17464,11E040809,MF,2019,357
17465,11E040809,M,1989,185
17466,11E040809,M,1999,149
17467,11E040809,M,2009,173
17468,11E040809,M,2019,180
17469,11E040809,F,1989,168
17470,11E040809,F,1999,142
17471,11E040809,F,2009,170
17472,11E040809,F,2019,177
17473,11E040811,MF,1989,234
17474,11E040811,MF,1999,200
17475,11E040811,MF,2009,207
17476,11E040811,MF,2019,214
17477,11E040811,M,1989,128
17478,11E040811,M,1999,105
17479,11E040811,M,2009,104
17480,11E040811,M,2019,103
17481,11E040811,F,1989,106
17482,11E040811,F,1999,95
17483,11E040811,F,2009,103
17484,11E040811,F,2019,111
17485,11E040812,MF,1989,424
17486,11E040812,MF,1999,348
17487,11E040812,MF,2009,299
17488,11E040812,MF,2019,239
17489,11E040812,M,1989,212
17490,11E040812,M,1999,176
17491,11E040812,M,2009,144
17492,11E040812,M,2019,124
17493,11E040812,F,1989,212
17494,11E040812,F,1999,172
17495,11E040812,F,2009,155
17496,11E040812,F,2019,115
17497,11E040813,MF,1989,325
17498,11E040813,MF,1999,346
17499,11E040813,MF,2009,241
17500,11E040813,MF,2019,319
17501,11E040813,M,1989,171
17502,11E040813,M,1999,181
17503,11E040813,M,2009,125
17504,11E040813,M,2019,172
17505,11E040813,F,1989,154
17506,11E040813,F,1999,165
17507,11E040813,F,2009,116
17508,11E040813,F,2019,147
17509,11E040815,MF,1989,265
17510,11E040815,MF,1999,164
17511,11E040815,MF,2009,131
17512,11E040815,MF,2019,149
17513,11E040815,M,1989,146
17514,11E040815,M,1999,84
17515,11E040815,M,2009,61
17516,11E040815,M,2019,68
17517,11E040815,F,1989,119
17518,11E040815,F,1999,80
17519,11E040815,F,2009,70
17520,11E040815,F,2019,81
17521,11E040817,MF,1989,528
17522,11E040817,MF,1999,461
17523,11E040817,MF,2009,377
17524,11E040817,MF,2019,361
17525,11E040817,M,1989,280
17526,11E040817,M,1999,232
17527,11E040817,M,2009,195
17528,11E040817,M,2019,206
17529,11E040817,F,1989,248
17530,11E040817,F,1999,229
17531,11E040817,F,2009,182
17532,11E040817,F,2019,155
17533,11E040819,MF,1989,256
17534,11E040819,MF,1999,209
17535,11E040819,MF,2009,184
17536,11E040819,MF,2019,179
17537,11E040819,M,1989,138
17538,11E040819,M,1999,109
17539,11E040819,M,2009,100
17540,11E040819,M,2019,99
17541,11E040819,F,1989,118
17542,11E040819,F,1999,100
17543,11E040819,F,2009,84
17544,11E040819,F,2019,80
17545,11E040820,MF,1989,260
17546,11E040820,MF,1999,248
17547,11E040820,MF,2009,176
17548,11E040820,MF,2019,197
17549,11E040820,M,1989,129
17550,11E040820,M,1999,126
17551,11E040820,M,2009,94
17552,11E040820,M,2019,95
17553,11E040820,F,1989,131
17554,11E040820,F,1999,122
17555,11E040820,F,2009,82
17556,11E040820,F,2019,102
17557,11E040829,MF,1989,471
17558,11E040829,MF,1999,355
17559,11E040829,MF,2009,276
17560,11E040829,MF,2019,268
17561,11E040829,M,1989,257
17562,11E040829,M,1999,193
17563,11E040829,M,2009,147
17564,11E040829,M,2019,136
17565,11E040829,F,1989,214
17566,11E040829,F,1999,162
17567,11E040829,F,2009,129
17568,11E040829,F,2019,132
17569,11E040830,MF,1989,1205
17570,11E040830,MF,1999,978
17571,11E040830,MF,2009,922
17572,11E040830,MF,2019,880
17573,11E040830,M,1989,605
17574,11E040830,M,1999,477
17575,11E040830,M,2009,460
17576,11E040830,M,2019,426
17577,11E040830,F,1989,600
17578,11E040830,F,1999,501
17579,11E040830,F,2009,462
17580,11E040830,F,2019,454
17581,11E040831,MF,1989,462
17582,11E040831,MF,1999,414
17583,11E040831,MF,2009,410
17584,11E040831,MF,2019,421
17585,11E040831,M,1989,251
17586,11E040831,M,1999,203
17587,11E040831,M,2009,192
17588,11E040831,M,2019,211
17589,11E040831,F,1989,211
17590,11E040831,F,1999,211
17591,11E040831,F,2009,218
17592,11E040831,F,2019,210
17593,11E040832,MF,1989,672
17594,11E040832,MF,1999,503
17595,11E040832,MF,2009,418
17596,11E040832,MF,2019,456
17597,11E040832,M,1989,344
17598,11E040832,M,1999,273
17599,11E040832,M,2009,213
17600,11E040832,M,2019,252
17601,11E040832,F,1989,328
17602,11E040832,F,1999,230
17603,11E040832,F,2009,205
17604,11E040832,F,2019,204
17605,11E040821,MF,1989,490
17606,11E040821,MF,1999,451
17607,11E040821,MF,2009,344
17608,11E040821,MF,2019,361
17609,11E040821,M,1989,265
17610,11E040821,M,1999,224
17611,11E040821,M,2009,166
17612,11E040821,M,2019,174
17613,11E040821,F,1989,225
17614,11E040821,F,1999,227
17615,11E040821,F,2009,178
17616,11E040821,F,2019,187
17617,11E040822,MF,1989,115
17618,11E040822,MF,1999,83
17619,11E040822,MF,2009,109
17620,11E040822,MF,2019,105
17621,11E040822,M,1989,67
17622,11E040822,M,1999,47
17623,11E040822,M,2009,57
17624,11E040822,M,2019,55
17625,11E040822,F,1989,48
17626,11E040822,F,1999,36
17627,11E040822,F,2009,52
17628,11E040822,F,2019,50
17629,11E040826,MF,1989,349
17630,11E040826,MF,1999,239
17631,11E040826,MF,2009,163
17632,11E040826,MF,2019,212
17633,11E040826,M,1989,180
17634,11E040826,M,1999,130
17635,11E040826,M,2009,92
17636,11E040826,M,2019,116
17637,11E040826,F,1989,169
17638,11E040826,F,1999,109
17639,11E040826,F,2009,71
17640,11E040826,F,2019,96
17641,11E0410,MF,1989,4911
17642,11E0410,MF,1999,4896
17643,11E0410,MF,2009,3984
17644,11E0410,MF,2019,3412
17645,11E0410,M,1989,2537
17646,11E0410,M,1999,2509
17647,11E0410,M,2009,2031
17648,11E0410,M,2019,1719
17649,11E0410,F,1989,2374
17650,11E0410,F,1999,2387
17651,11E0410,F,2009,1953
17652,11E0410,F,2019,1693
17653,11E041002,MF,1989,198
17654,11E041002,MF,1999,217
17655,11E041002,MF,2009,187
17656,11E041002,MF,2019,165
17657,11E041002,M,1989,106
17658,11E041002,M,1999,116
17659,11E041002,M,2009,98
17660,11E041002,M,2019,80
17661,11E041002,F,1989,92
17662,11E041002,F,1999,101
17663,11E041002,F,2009,89
17664,11E041002,F,2019,85
17665,11E041005,MF,1989,801
17666,11E041005,MF,1999,837
17667,11E041005,MF,2009,494
17668,11E041005,MF,2019,500
17669,11E041005,M,1989,417
17670,11E041005,M,1999,426
17671,11E041005,M,2009,245
17672,11E041005,M,2019,250
17673,11E041005,F,1989,384
17674,11E041005,F,1999,411
17675,11E041005,F,2009,249
17676,11E041005,F,2019,250
17677,11E041009,MF,1989,184
17678,11E041009,MF,1999,188
17679,11E041009,MF,2009,178
17680,11E041009,MF,2019,146
17681,11E041009,M,1989,98
17682,11E041009,M,1999,95
17683,11E041009,M,2009,87
17684,11E041009,M,2019,77
17685,11E041009,F,1989,86
17686,11E041009,F,1999,93
17687,11E041009,F,2009,91
17688,11E041009,F,2019,69
17689,11E041010,MF,1989,287
17690,11E041010,MF,1999,181
17691,11E041010,MF,2009,215
17692,11E041010,MF,2019,168
17693,11E041010,M,1989,154
17694,11E041010,M,1999,97
17695,11E041010,M,2009,117
17696,11E041010,M,2019,87
17697,11E041010,F,1989,133
17698,11E041010,F,1999,84
17699,11E041010,F,2009,98
17700,11E041010,F,2019,81
17701,11E041011,MF,1989,176
17702,11E041011,MF,1999,140
17703,11E041011,MF,2009,125
17704,11E041011,MF,2019,119
17705,11E041011,M,1989,99
17706,11E041011,M,1999,72
17707,11E041011,M,2009,65
17708,11E041011,M,2019,66
17709,11E041011,F,1989,77
17710,11E041011,F,1999,68
17711,11E041011,F,2009,60
17712,11E041011,F,2019,53
17713,11E041012,MF,1989,289
17714,11E041012,MF,1999,280
17715,11E041012,MF,2009,210
17716,11E041012,MF,2019,187
17717,11E041012,M,1989,149
17718,11E041012,M,1999,146
17719,11E041012,M,2009,104
17720,11E041012,M,2019,100
17721,11E041012,F,1989,140
17722,11E041012,F,1999,134
17723,11E041012,F,2009,106
17724,11E041012,F,2019,87
17725,11E041013,MF,1989,395
17726,11E041013,MF,1999,354
17727,11E041013,MF,2009,279
17728,11E041013,MF,2019,231
17729,11E041013,M,1989,194
17730,11E041013,M,1999,171
17731,11E041013,M,2009,136
17732,11E041013,M,2019,113
17733,11E041013,F,1989,201
17734,11E041013,F,1999,183
17735,11E041013,F,2009,143
17736,11E041013,F,2019,118
17737,11E041014,MF,1989,169
17738,11E041014,MF,1999,246
17739,11E041014,MF,2009,221
17740,11E041014,MF,2019,193
17741,11E041014,M,1989,81
17742,11E041014,M,1999,118
17743,11E041014,M,2009,110
17744,11E041014,M,2019,94
17745,11E041014,F,1989,88
17746,11E041014,F,1999,128
17747,11E041014,F,2009,111
