primary_key,codes,year,vt_euros
5482,16E061104,2009,183287
5483,16E061106,2019,618542
5484,16E061106,1999,474152
5485,16E061106,2009,216470
5486,16E061109,2019,302801
5487,16E061109,1999,226631
5488,16E061109,2009,170136
5489,16E061110,2019,91840
5490,16E061110,1999,270941
5491,16E061110,2009,106091
5492,16E061111,2019,637223
5493,16E061111,1999,711096
5494,16E061111,2009,412977
5495,16E061115,2019,19561
5496,16E061115,1999,251293
5497,16E061115,2009,99004
5498,16E061118,2019,815371
5499,16E061118,1999,2297669
5500,16E061118,2009,2683151
5501,16E061119,2019,332933
5502,16E061119,1999,427902
5503,16E061119,2009,380317
5504,16E061122,2019,512759
5505,16E061122,1999,520678
5506,16E061122,2009,436410
5507,16E061123,2019,476962
5508,16E061123,1999,639075
5509,16E061123,2009,350779
5510,16E061124,2019,711513
5511,16E061124,1999,1238689
5512,16E061124,2009,438226
5513,16E061125,2019,189227
5514,16E061125,1999,111025
5515,16E061125,2009,81477
5516,16E061126,2019,152943
5517,16E061126,1999,250577
5518,16E061126,2009,179057
5519,16E0612,2019,1724453
5520,16E0612,1999,751107
5521,16E0612,2009,858016
5522,16E061201,2019,6739
5523,16E061201,1999,33954
5524,16E061201,2009,38453
5525,16E061202,2019,49649
5526,16E061202,1999,49532
5527,16E061202,2009,72177
5528,16E061211,2019,202716
5529,16E061211,1999,139135
5530,16E061211,2009,45544
5531,16E061204,2019,224709
5532,16E061204,1999,131134
5533,16E061204,2009,108907
5534,16E061206,2019,991883
5535,16E061206,1999,134230
5536,16E061206,2009,269890
5537,16E061207,2019,27465
5538,16E061207,1999,60558
5539,16E061207,2009,33574
5540,16E061212,2019,72215
5541,16E061212,1999,65105
5542,16E061212,2009,182667
5543,16E061209,2019,149076
5544,16E061209,1999,137460
5545,16E061209,2009,106804
5546,16E0613,2019,2263522
5547,16E0613,1999,2793651
5548,16E0613,2009,1790508
5549,16E061301,2019,161590
5550,16E061301,1999,445989
5551,16E061301,2009,260203
5552,16E061302,2019,326806
5553,16E061302,1999,535279
5554,16E061302,2009,339299
5555,16E061304,2019,438864
5556,16E061304,1999,295827
5557,16E061304,2009,164303
5558,16E061307,2019,249773
5559,16E061307,1999,220300
5560,16E061307,2009,210938
5561,16E061310,2019,145613
5562,16E061310,1999,215061
5563,16E061310,2009,156937
5564,16E061312,2019,203895
5565,16E061312,1999,360741
5566,16E061312,2009,136950
5567,16E061313,2019,379396
5568,16E061313,1999,271587
5569,16E061313,2009,176175
5570,16E061314,2019,357584
5571,16E061314,1999,448868
5572,16E061314,2009,345702
5573,16E0614,2019,1878420
5574,16E0614,1999,1847797
5575,16E0614,2009,1404543
5576,16E061401,2019,685516
5577,16E061401,1999,369638
5578,16E061401,2009,207213
5579,16E061402,2019,67298
5580,16E061402,1999,87026
5581,16E061402,2009,36461
5582,16E061403,2019,197133
5583,16E061403,1999,292604
5584,16E061403,2009,221041
5585,16E061407,2019,928473
5586,16E061407,1999,1098529
5587,16E061407,2009,939826
5588,16E0615,2019,8385050
5589,16E0615,1999,8597073
5590,16E0615,2009,25248461
5591,16E061501,2019,539686
5592,16E061501,1999,457846
5593,16E061501,2009,1387204
5594,16E061504,2019,471317
5595,16E061504,1999,478966
5596,16E061504,2009,191844
5597,16E061506,2019,203808
5598,16E061506,1999,146615
5599,16E061506,2009,130623
5600,16E061508,2019,548971
5601,16E061508,1999,716398
5602,16E061508,2009,417805
5603,16E061509,2019,3420934
5604,16E061509,1999,3428389
5605,16E061509,2009,19856189
5606,16E061510,2019,164054
5607,16E061510,1999,236732
5608,16E061510,2009,144044
5609,16E061513,2019,646568
5610,16E061513,1999,1343399
5611,16E061513,2009,831556
5612,16E061514,2019,233773
5613,16E061514,1999,546761
5614,16E061514,2009,281523
5615,16E061511,2019,1288410
5616,16E061511,1999,577460
5617,16E061511,2009,1209381
5618,16E061512,2019,867531
5619,16E061512,1999,664508
5620,16E061512,2009,798293
5621,16E0616,2019,4574913
5622,16E0616,1999,3568752
5623,16E0616,2009,3401896
5624,16E061602,2019,110558
5625,16E061602,1999,103922
5626,16E061602,2009,83030
5627,16E061603,2019,64700
5628,16E061603,1999,126801
5629,16E061603,2009,70695
5630,16E061608,2019,1293049
5631,16E061608,1999,356281
5632,16E061608,2009,532060
5633,16E061609,2019,236456
5634,16E061609,1999,393595
5635,16E061609,2009,285291
5636,16E061611,2019,446529
5637,16E061611,1999,158791
5638,16E061611,2009,161021
5639,16E061612,2019,113793
5640,16E061612,1999,173595
5641,16E061612,2009,180946
5642,16E061614,2019,378922
5643,16E061614,1999,470602
5644,16E061614,2009,838979
5645,16E061616,2019,371672
5646,16E061616,1999,379413
5647,16E061616,2009,356777
5648,16E061617,2019,693599
5649,16E061617,1999,666544
5650,16E061617,2009,342037
5651,16E061618,2019,316298
5652,16E061618,1999,527759
5653,16E061618,2009,318110
5654,16E061619,2019,549338
5655,16E061619,1999,211450
5656,16E061619,2009,232949
5657,16E0617,2019,2104021
5658,16E0617,1999,1323373
5659,16E0617,2009,936299
5660,16E061701,2019,223733
5661,16E061701,1999,261050
5662,16E061701,2009,120587
5663,16E061702,2019,45285
5664,16E061702,1999,45018
5665,16E061702,2009,24265
5666,16E061703,2019,1500673
5667,16E061703,1999,825214
5668,16E061703,2009,704968
5669,16E061704,2019,334330
5670,16E061704,1999,192090
5671,16E061704,2009,86478
5672,16F,2019,217645599
5673,16F,1999,147654202
5674,16F,2009,139632547
5675,16F1002,2019,3962501
5676,16F1002,1999,3776762
5677,16F1002,2009,3337190
5678,16F100201,2019,281549
5679,16F100201,1999,464067
5680,16F100201,2009,348737
5681,16F100208,2019,392298
5682,16F100208,1999,477526
5683,16F100208,2009,558879
5684,16F100204,2019,359316
5685,16F100204,1999,529342
5686,16F100204,2009,204989
5687,16F100205,2019,225463
5688,16F100205,1999,572390
5689,16F100205,2009,166188
5690,16F100209,2019,2703875
5691,16F100209,1999,1733437
5692,16F100209,2009,2058398
5693,16F1003,2019,8908115
5694,16F1003,1999,7482892
5695,16F1003,2009,6667272
5696,16F100301,2019,668626
5697,16F100301,1999,843315
5698,16F100301,2009,672278
5699,16F100309,2019,1716357
5700,16F100309,1999,972901
5701,16F100309,2009,942566
5702,16F100303,2019,65979
5703,16F100303,1999,136135
5704,16F100303,2009,49888
5705,16F100304,2019,255442
5706,16F100304,1999,1061088
5707,16F100304,2009,856645
5708,16F100306,2019,276522
5709,16F100306,1999,616525
5710,16F100306,2009,332182
5711,16F100307,2019,5925189
5712,16F100307,1999,3852928
5713,16F100307,2009,3813713
5714,16F1004,2019,8761439
5715,16F1004,1999,10999210
5716,16F1004,2009,8795093
5717,16F100401,2019,5391460
5718,16F100401,1999,6742416
5719,16F100401,2009,6489055
5720,16F100404,2019,818680
5721,16F100404,1999,1029333
5722,16F100404,2009,579699
5723,16F100402,2019,1370350
5724,16F100402,1999,857209
5725,16F100402,2009,750823
5726,16F100403,2019,1180948
5727,16F100403,1999,2370253
5728,16F100403,2009,975517
5729,16F1007,2019,466392
5730,16F1007,1999,151469
5731,16F1007,2009,244926
5732,16F100703,2019,466392
5733,16F100703,1999,151469
5734,16F100703,2009,244926
5735,16F1008,2019,929439
5736,16F1008,1999,1534082
5737,16F1008,2009,637761
5738,16F100801,2019,103314
5739,16F100801,1999,213840
5740,16F100801,2009,67980
5741,16F100802,2019,406895
5742,16F100802,1999,345461
5743,16F100802,2009,157149
5744,16F100803,2019,14658
5745,16F100803,1999,33923
5746,16F100803,2009,7360
5747,16F100806,2019,404571
5748,16F100806,1999,940857
5749,16F100806,2009,405271
5750,16F1009,2019,137655898
5751,16F1009,1999,75007965
5752,16F1009,2009,72296432
5753,16F100901,2019,9060403
5754,16F100901,1999,2858592
5755,16F100901,2009,4864874
5756,16F100902,2019,1246887
5757,16F100902,1999,752224
5758,16F100902,2009,190326
5759,16F100925,2019,2168775
5760,16F100925,1999,1123872
5761,16F100925,2009,974214
5762,16F100926,2019,18481913
5763,16F100926,1999,5831861
5764,16F100926,2009,8203780
5765,16F100907,2019,4672257
5766,16F100907,1999,4431653
5767,16F100907,2009,3455279
5768,16F100909,2019,9593622
5769,16F100909,1999,905092
5770,16F100909,2009,2587046
5771,16F100913,2019,2425364
5772,16F100913,1999,1998893
5773,16F100913,2009,1742553
5774,16F100915,2019,5975681
5775,16F100915,1999,5682563
5776,16F100915,2009,7900316
5777,16F100921,2019,13537963
5778,16F100921,1999,4822926
5779,16F100921,2009,2806606
5780,16F100932,2019,6857365
5781,16F100932,1999,7645768
5782,16F100932,2009,5137930
5783,16F100933,2019,3315794
5784,16F100933,1999,4187439
5785,16F100933,2009,4402069
5786,16F100934,2019,6893709
5787,16F100934,1999,3446257
5788,16F100934,2009,3797753
5789,16F100935,2019,901776
5790,16F100935,1999,1703079
5791,16F100935,2009,1672484
5792,16F100936,2019,9200639
5793,16F100936,1999,4230876
5794,16F100936,2009,4052685
5795,16F100937,2019,1852045
5796,16F100937,1999,1477336
5797,16F100937,2009,506374
5798,16F100938,2019,799781
5799,16F100938,1999,6068876
5800,16F100938,2009,1067225
5801,16F100939,2019,24929922
5802,16F100939,1999,7847911
5803,16F100939,2009,10350946
5804,16F100940,2019,15742002
5805,16F100940,1999,9992746
5806,16F100940,2009,8583973
5807,16F1010,2019,704447
5808,16F1010,1999,2679217
5809,16F1010,2009,517746
5810,16F101001,2019,474540
5811,16F101001,1999,1743173
5812,16F101001,2009,295514
5813,16F101003,2019,44864
5814,16F101003,1999,48488
5815,16F101003,2009,13462
5816,16F101002,2019,185043
5817,16F101002,1999,887556
5818,16F101002,2009,208770
5819,16F1013,2019,1286521
5820,16F1013,1999,664500
5821,16F1013,2009,578740
5822,16F101301,2019,288357
5823,16F101301,1999,262700
5824,16F101301,2009,167264
5825,16F101302,2019,882642
5826,16F101302,1999,300244
5827,16F101302,2009,340118
5828,16F101303,2019,115523
5829,16F101303,1999,101556
5830,16F101303,2009,71358
5831,16F1015,2019,25864947
5832,16F1015,1999,27872033
5833,16F1015,2009,21573344
5834,16F101501,2019,1884409
5835,16F101501,1999,3735744
5836,16F101501,2009,3655341
5837,16F101503,2019,4582473
5838,16F101503,1999,2824498
5839,16F101503,2009,2754720
5840,16F101504,2019,1259291
5841,16F101504,1999,2307098
5842,16F101504,2009,894597
5843,16F101505,2019,538732
5844,16F101505,1999,973746
5845,16F101505,2009,547564
5846,16F101506,2019,1996965
5847,16F101506,1999,3584500
5848,16F101506,2009,3181273
5849,16F101515,2019,759158
5850,16F101515,1999,699589
5851,16F101515,2009,281480
5852,16F101508,2019,803663
5853,16F101508,1999,1510785
5854,16F101508,2009,1076521
5855,16F101509,2019,7087452
5856,16F101509,1999,2622303
5857,16F101509,2009,3633100
5858,16F101510,2019,1392395
5859,16F101510,1999,1281578
5860,16F101510,2009,1145106
5861,16F101518,2019,3283261
5862,16F101518,1999,2945896
5863,16F101518,2009,2409521
5864,16F101519,2019,564260
5865,16F101519,1999,1244066
5866,16F101519,2009,847051
5867,16F101513,2019,1062258
5868,16F101513,1999,2414852
5869,16F101513,2009,637685
5870,16F101514,2019,650629
5871,16F101514,1999,1727377
5872,16F101514,2009,509385
5873,16F1016,2019,29105900
5874,16F1016,1999,17486072
5875,16F1016,2009,24984042
5876,16F101602,2019,129889
5877,16F101602,1999,455230
5878,16F101602,2009,99321
5879,16F101605,2019,19103835
5880,16F101605,1999,2130864
5881,16F101605,2009,13528063
5882,16F101606,2019,1947812
5883,16F101606,1999,2440328
5884,16F101606,2009,2943490
5885,16F101608,2019,109163
5886,16F101608,1999,194785
5887,16F101608,2009,65753
5888,16F101609,2019,224636
5889,16F101609,1999,407966
5890,16F101609,2009,123844
5891,16F101614,2019,3900536
5892,16F101614,1999,3601964
5893,16F101614,2009,3092655
5894,16F101610,2019,2187026
5895,16F101610,1999,5333829
5896,16F101610,2009,3398285
5897,16F101613,2019,848778
5898,16F101613,1999,1263906
5899,16F101613,2009,997638
5900,16F101615,2019,82826
5901,16F101615,1999,250790
5902,16F101615,2009,144450
5903,16F101616,2019,571400
5904,16F101616,1999,1406409
5905,16F101616,2009,590543
5906,16G,2019,235123687
5907,16G,1999,157055407
5908,16G,2009,144724368
5909,16G0901,2019,21456912
5910,16G0901,1999,8382171
5911,16G0901,2009,11597007
5912,16G090102,2019,1808898
5913,16G090102,1999,772439
5914,16G090102,2009,592737
5915,16G090103,2019,2149067
5916,16G090103,1999,393168
5917,16G090103,2009,491752
5918,16G090105,2019,1191599
5919,16G090105,1999,631328
5920,16G090105,2009,511515
5921,16G090106,2019,1553597
5922,16G090106,1999,454794
5923,16G090106,2009,973968
5924,16G090107,2019,332428
5925,16G090107,1999,312162
5926,16G090107,2009,470005
5927,16G090109,2019,1709688
5928,16G090109,1999,1334990
5929,16G090109,2009,1842818
5930,16G090110,2019,1267738
5931,16G090110,1999,533182
5932,16G090110,2009,687118
5933,16G090114,2019,5553013
5934,16G090114,1999,2356432
5935,16G090114,2009,3826223
5936,16G090115,2019,3081825
5937,16G090115,1999,732721
5938,16G090115,2009,1078053
5939,16G090116,2019,2809059
5940,16G090116,1999,860954
5941,16G090116,2009,1122820
5942,16G1802,2019,4530852
5943,16G1802,1999,4696461
5944,16G1802,2009,3790104
5945,16G180201,2019,1557336
5946,16G180201,1999,1954502
5947,16G180201,2009,1205155
5948,16G180202,2019,1471830
5949,16G180202,1999,632582
5950,16G180202,2009,1026963
5951,16G180204,2019,757115
5952,16G180204,1999,809855
5953,16G180204,2009,526501
5954,16G180206,2019,55520
5955,16G180206,1999,148804
5956,16G180206,2009,70733
5957,16G180208,2019,689051
5958,16G180208,1999,1150717
5959,16G180208,2009,960752
5960,16G1803,2019,15649419
5961,16G1803,1999,9386771
5962,16G1803,2009,7762021
5963,16G180301,2019,102095
5964,16G180301,1999,239721
5965,16G180301,2009,112924
5966,16G180303,2019,374409
5967,16G180303,1999,467485
5968,16G180303,2009,339881
5969,16G180304,2019,2012525
5970,16G180304,1999,1667549
5971,16G180304,2009,495800
5972,16G180305,2019,139333
5973,16G180305,1999,104313
5974,16G180305,2009,58633
5975,16G180309,2019,181040
5976,16G180309,1999,677400
5977,16G180309,2009,298873
5978,16G180312,2019,3424422
5979,16G180312,1999,1201316
5980,16G180312,2009,931270
5981,16G180313,2019,2597431
5982,16G180313,1999,1504467
5983,16G180313,2009,1790109
5984,16G180314,2019,248743
5985,16G180314,1999,118875
5986,16G180314,2009,142461
5987,16G180317,2019,1729367
5988,16G180317,1999,233130
5989,16G180317,2009,111312
5990,16G180319,2019,213359
5991,16G180319,1999,306114
5992,16G180319,2009,264609
5993,16G180322,2019,64671
5994,16G180322,1999,134704
5995,16G180322,2009,75666
5996,16G180323,2019,2830333
5997,16G180323,1999,1448305
5998,16G180323,2009,2002159
5999,16G180324,2019,357298
6000,16G180324,1999,177483
6001,16G180324,2009,240551
6002,16G180325,2019,712215
6003,16G180325,1999,507275
6004,16G180325,2009,387379
6005,16G180326,2019,112363
6006,16G180326,1999,180011
6007,16G180326,2009,118386
6008,16G180327,2019,549816
6009,16G180327,1999,418621
6010,16G180327,2009,392009
6011,16G1806,2019,11185526
6012,16G1806,1999,8504344
6013,16G1806,2009,6751463
6014,16G180601,2019,1100360
6015,16G180601,1999,414485
6016,16G180601,2009,546213
6017,16G180602,2019,2117740
6018,16G180602,1999,652411
6019,16G180602,2009,689937
6020,16G180605,2019,639577
6021,16G180605,1999,782920
6022,16G180605,2009,451948
6023,16G180606,2019,903417
6024,16G180606,1999,902825
6025,16G180606,2009,783433
6026,16G180607,2019,691159
6027,16G180607,1999,721084
6028,16G180607,2009,626806
6029,16G180608,2019,90922
6030,16G180608,1999,70448
6031,16G180608,2009,23669
6032,16G180614,2019,296648
6033,16G180614,1999,243651
6034,16G180614,2009,326815
6035,16G180616,2019,288682
6036,16G180616,1999,275787
6037,16G180616,2009,296524
6038,16G180619,2019,1906493
6039,16G180619,1999,1661475
6040,16G180619,2009,1060536
6041,16G180620,2019,527134
6042,16G180620,1999,547084
6043,16G180620,2009,494280
6044,16G180621,2019,1006825
6045,16G180621,1999,974388
6046,16G180621,2009,705390
6047,16G180622,2019,1616569
6048,16G180622,1999,1257785
6049,16G180622,2009,745913
6050,16G1809,2019,11703626
6051,16G1809,1999,4740021
6052,16G1809,2009,5794169
6053,16G180901,2019,1167869
6054,16G180901,1999,723490
6055,16G180901,2009,2112156
6056,16G180908,2019,121147
6057,16G180908,1999,203024
6058,16G180908,2009,165331
6059,16G180903,2019,7981967
6060,16G180903,1999,548524
6061,16G180903,2009,704566
6062,16G180905,2019,479621
6063,16G180905,1999,746013
6064,16G180905,2009,490144
6065,16G180910,2019,433038
6066,16G180910,1999,607631
6067,16G180910,2009,599303
6068,16G180911,2019,782074
6069,16G180911,1999,1296948
6070,16G180911,2009,998217
6071,16G180906,2019,737911
6072,16G180906,1999,614390
6073,16G180906,2009,724451
6074,16G1810,2019,30540826
6075,16G1810,1999,20509301
6076,16G1810,2009,18545459
6077,16G181002,2019,4080568
6078,16G181002,1999,2293705
6079,16G181002,2009,2055489
6080,16G181005,2019,4545743
6081,16G181005,1999,2416816
6082,16G181005,2009,1980924
6083,16G181007,2019,937057
6084,16G181007,1999,1776325
6085,16G181007,2009,769545
6086,16G181008,2019,1202670
6087,16G181008,1999,902393
6088,16G181008,2009,766578
6089,16G181009,2019,5917660
6090,16G181009,1999,4033333
6091,16G181009,2009,3077806
6092,16G181013,2019,4077622
6093,16G181013,1999,1851494
6094,16G181013,2009,3372650
6095,16G181014,2019,4897921
6096,16G181014,1999,1470137
6097,16G181014,2009,1572444
6098,16G181015,2019,4881586
6099,16G181015,1999,5765098
6100,16G181015,2009,4950023
6101,16G1811,2019,7594461
6102,16G1811,1999,5500857
6103,16G1811,2009,4530377
6104,16G181102,2019,1137297
6105,16G181102,1999,1012223
6106,16G181102,2009,729476
6107,16G181103,2019,295724
6108,16G181103,1999,215659
6109,16G181103,2009,203371
6110,16G181104,2019,690164
6111,16G181104,1999,275660
6112,16G181104,2009,153143
6113,16G181105,2019,570735
6114,16G181105,1999,407316
6115,16G181105,2009,427566
6116,16G181106,2019,79527
6117,16G181106,1999,175486
6118,16G181106,2009,117298
6119,16G181109,2019,1725725
6120,16G181109,1999,1208570
6121,16G181109,2009,974482
6122,16G181110,2019,368566
6123,16G181110,1999,219040
6124,16G181110,2009,137594
6125,16G181111,2019,1889575
6126,16G181111,1999,832986
6127,16G181111,2009,774702
6128,16G181112,2019,376143
6129,16G181112,1999,414690
6130,16G181112,2009,506717
6131,16G181114,2019,264242
6132,16G181114,1999,381119
6133,16G181114,2009,308457
6134,16G181115,2019,196764
6135,16G181115,1999,358109
6136,16G181115,2009,197572
6137,16G1814,2019,7771634
6138,16G1814,1999,8772884
6139,16G1814,2009,5147758
6140,16G181403,2019,353006
6141,16G181403,1999,1331004
6142,16G181403,2009,374544
6143,16G181405,2019,1659686
6144,16G181405,1999,2471568
6145,16G181405,2009,1344883
6146,16G181406,2019,476493
6147,16G181406,1999,837316
6148,16G181406,2009,850807
6149,16G181410,2019,2187050
6150,16G181410,1999,1493938
6151,16G181410,2009,1483796
6152,16G181411,2019,1978689
6153,16G181411,1999,1032412
6154,16G181411,2009,424736
6155,16G181412,2019,1116710
6156,16G181412,1999,1606646
6157,16G181412,2009,668991
6158,16G1816,2019,24984601
6159,16G1816,1999,11172008
6160,16G1816,2009,17006198
6161,16G181602,2019,1446299
6162,16G181602,1999,638758
6163,16G181602,2009,638331
6164,16G181606,2019,1044214
6165,16G181606,1999,623334
6166,16G181606,2009,345174
6167,16G181607,2019,1270086
6168,16G181607,1999,1175332
6169,16G181607,2009,713670
6170,16G181608,2019,2155625
6171,16G181608,1999,518663
6172,16G181608,2009,2068521
6173,16G181609,2019,845217
6174,16G181609,1999,468936
6175,16G181609,2009,386824
6176,16G181612,2019,281445
6177,16G181612,1999,95344
6178,16G181612,2009,392566
6179,16G181615,2019,2436305
6180,16G181615,1999,866925
6181,16G181615,2009,1830411
6182,16G181616,2019,2598442
6183,16G181616,1999,445853
6184,16G181616,2009,1193198
6185,16G181620,2019,3099912
6186,16G181620,1999,1972576
6187,16G181620,2009,5152171
6188,16G181621,2019,1466654
6189,16G181621,1999,1013186
6190,16G181621,2009,772129
6191,16G181622,2019,518557
6192,16G181622,1999,438702
6193,16G181622,2009,443526
6194,16G181623,2019,4643043
6195,16G181623,1999,872180
6196,16G181623,2009,745381
6197,16G181617,2019,737675
6198,16G181617,1999,672176
6199,16G181617,2009,520161
6200,16G181619,2019,2441126
6201,16G181619,1999,1370042
6202,16G181619,2009,1804138
6203,16G1817,2019,18940208
6204,16G1817,1999,8293882
6205,16G1817,2009,9781546
6206,16G181702,2019,398693
6207,16G181702,1999,235158
6208,16G181702,2009,213827
6209,16G181704,2019,6462110
6210,16G181704,1999,2488364
6211,16G181704,2009,2865842
6212,16G181706,2019,950001
6213,16G181706,1999,390123
6214,16G181706,2009,328314
6215,16G181707,2019,953297
6216,16G181707,1999,736209
6217,16G181707,2009,731214
6218,16G181709,2019,1183266
6219,16G181709,1999,855728
6220,16G181709,2009,582254
6221,16G181710,2019,2803995
6222,16G181710,1999,800773
6223,16G181710,2009,564913
6224,16G181711,2019,1396892
6225,16G181711,1999,903038
6226,16G181711,2009,1209820
6227,16G181713,2019,402251
6228,16G181713,1999,409399
6229,16G181713,2009,479332
6230,16G181714,2019,4389703
6231,16G181714,1999,1475090
6232,16G181714,2009,2806031
6233,16G1821,2019,23147092
6234,16G1821,1999,28831703
6235,16G1821,2009,23677383
6236,16G182102,2019,424229
6237,16G182102,1999,1147002
6238,16G182102,2009,386207
6239,16G182103,2019,1855247
6240,16G182103,1999,2413158
6241,16G182103,2009,1948600
6242,16G182105,2019,424402
6243,16G182105,1999,895485
6244,16G182105,2009,626632
6245,16G182106,2019,2131543
6246,16G182106,1999,2106592
6247,16G182106,2009,1737713
6248,16G182107,2019,128715
6249,16G182107,1999,91806
6250,16G182107,2009,87483
6251,16G182108,2019,1619028
6252,16G182108,1999,7936405
6253,16G182108,2009,6821527
6254,16G182109,2019,689423
6255,16G182109,1999,1449772
6256,16G182109,2009,963513
6257,16G182110,2019,1494536
6258,16G182110,1999,831490
6259,16G182110,2009,1078905
6260,16G182111,2019,467715
6261,16G182111,1999,515187
6262,16G182111,2009,272471
6263,16G182116,2019,492203
6264,16G182116,1999,586101
6265,16G182116,2009,405890
6266,16G182118,2019,1564427
6267,16G182118,1999,681356
6268,16G182118,2009,355696
6269,16G182122,2019,230687
6270,16G182122,1999,345070
6271,16G182122,2009,214894
6272,16G182127,2019,1173850
6273,16G182127,1999,2417442
6274,16G182127,2009,2122077
6275,16G182128,2019,382787
6276,16G182128,1999,1050045
6277,16G182128,2009,694707
6278,16G182129,2019,2481996
6279,16G182129,1999,781817
6280,16G182129,2009,472739
6281,16G182130,2019,532841
6282,16G182130,1999,1014557
6283,16G182130,2009,569754
6284,16G182131,2019,1264885
6285,16G182131,1999,1104967
6286,16G182131,2009,974357
6287,16G182132,2019,3469789
6288,16G182132,1999,762462
6289,16G182132,2009,2465360
6290,16G182133,2019,2318787
6291,16G182133,1999,2700989
6292,16G182133,2009,1478857
6293,16G1822,2019,15996716
6294,16G1822,1999,5748884
6295,16G1822,2009,5683248
6296,16G182203,2019,1123289
6297,16G182203,1999,275283
6298,16G182203,2009,204484
6299,16G182204,2019,1093179
6300,16G182204,1999,267463
6301,16G182204,2009,303716
6302,16G182205,2019,8810844
6303,16G182205,1999,3248385
6304,16G182205,2009,3089296
6305,16G182208,2019,1951181
6306,16G182208,1999,1104362
6307,16G182208,2009,1119741
6308,16G182206,2019,3018224
6309,16G182206,1999,853391
6310,16G182206,2009,966010
6311,16G1823,2019,23405701
6312,16G1823,1999,19723490
6313,16G1823,2009,13201428
6314,16G182301,2019,444259
6315,16G182301,1999,289627
6316,16G182301,2009,207425
6317,16G182304,2019,802542
6318,16G182304,1999,612623
6319,16G182304,2009,579844
6320,16G182305,2019,406922
6321,16G182305,1999,789897
6322,16G182305,2009,511410
6323,16G182306,2019,525642
6324,16G182306,1999,293196
6325,16G182306,2009,168112
6326,16G182307,2019,498694
6327,16G182307,1999,505693
6328,16G182307,2009,579414
6329,16G182310,2019,1623232
6330,16G182310,1999,1636843
6331,16G182310,2009,1390946
6332,16G182337,2019,873557
6333,16G182337,1999,728738
6334,16G182337,2009,305290
6335,16G182315,2019,1216484
6336,16G182315,1999,352887
6337,16G182315,2009,344178
6338,16G182316,2019,3502177
6339,16G182316,1999,1807299
6340,16G182316,2009,390535
6341,16G182318,2019,359233
6342,16G182318,1999,699586
6343,16G182318,2009,285791
6344,16G182319,2019,327304
6345,16G182319,1999,372954
6346,16G182319,2009,159441
6347,16G182320,2019,1466125
6348,16G182320,1999,1399838
6349,16G182320,2009,1141098
6350,16G182321,2019,122049
6351,16G182321,1999,282956
6352,16G182321,2009,306046
6353,16G182339,2019,375429
6354,16G182339,1999,219290
6355,16G182339,2009,410137
6356,16G182322,2019,595372
6357,16G182322,1999,512085
6358,16G182322,2009,255345
6359,16G182323,2019,267852
6360,16G182323,1999,281810
6361,16G182323,2009,121464
6362,16G182325,2019,1800792
6363,16G182325,1999,791761
6364,16G182325,2009,316320
6365,16G182340,2019,1352900
6366,16G182340,1999,752275
6367,16G182340,2009,438064
6368,16G182327,2019,1704763
6369,16G182327,1999,1775634
6370,16G182327,2009,1201891
6371,16G182329,2019,890344
6372,16G182329,1999,845224
6373,16G182329,2009,531378
6374,16G182317,2019,1490275
6375,16G182317,1999,1705706
6376,16G182317,2009,1376358
6377,16G182335,2019,898719
6378,16G182335,1999,795121
6379,16G182335,2009,856729
6380,16G182336,2019,948357
6381,16G182336,1999,1288789
6382,16G182336,2009,882137
6383,16G182338,2019,769171
6384,16G182338,1999,690572
6385,16G182338,2009,328000
6386,16G182341,2019,143505
6387,16G182341,1999,293084
6388,16G182341,2009,114076
6389,16G1824,2019,18216113
6390,16G1824,1999,12792631
6391,16G1824,2009,11456207
6392,16G182401,2019,3607836
6393,16G182401,1999,759764
6394,16G182401,2009,831596
6395,16G182403,2019,3695527
6396,16G182403,1999,2994707
6397,16G182403,2009,2706373
6398,16G182407,2019,77852
6399,16G182407,1999,200351
6400,16G182407,2009,48680
6401,16G182409,2019,3832156
6402,16G182409,1999,2744098
6403,16G182409,2009,2754551
6404,16G182410,2019,1055671
6405,16G182410,1999,466336
6406,16G182410,2009,566117
6407,16G182413,2019,2629516
6408,16G182413,1999,3072769
6409,16G182413,2009,2936721
6410,16G182414,2019,356171
6411,16G182414,1999,882006
6412,16G182414,2009,214365
6413,16G182415,2019,716120
6414,16G182415,1999,1010267
6415,16G182415,2009,651401
6416,16G182411,2019,2245264
6417,16G182411,1999,662333
6418,16G182411,2009,746404
6419,16H,2019,124872915
6420,16H,1999,79827863
6421,16H,2009,87054248
6422,16H0502,2019,35299840
6423,16H0502,1999,28688303
6424,16H0502,2009,27522165
6425,16H050201,2019,1907212
6426,16H050201,1999,2662564
6427,16H050201,2009,2412748
6428,16H050202,2019,716019
6429,16H050202,1999,464676
6430,16H050202,2009,424975
6431,16H050203,2019,1228546
6432,16H050203,1999,596031
6433,16H050203,2009,447433
6434,16H050205,2019,4209109
6435,16H050205,1999,4322402
6436,16H050205,2009,4218597
6437,16H050211,2019,3689759
6438,16H050211,1999,1475695
6439,16H050211,2009,2277066
6440,16H050212,2019,1517304
6441,16H050212,1999,1145222
6442,16H050212,2009,1314155
6443,16H050214,2019,4195574
6444,16H050214,1999,2726549
6445,16H050214,2009,2246766
6446,16H050216,2019,2625962
6447,16H050216,1999,3117459
6448,16H050216,2009,1812946
6449,16H050220,2019,316069
6450,16H050220,1999,532548
6451,16H050220,2009,323616
6452,16H050221,2019,1234218
