primary_key,codes,Livestock,year,No_und
802,111160145,Cattle,1999,696
803,111160145,Cattle,2009,708
804,111160145,Cattle,2019,743
805,111160145,Pigs,1989,58
806,111160145,Pigs,1999,10
807,111160145,Pigs,2009,
808,111160145,Pigs,2019,17
809,111160145,Sheep,1989,537
810,111160145,Sheep,1999,234
811,111160145,Sheep,2009,212
812,111160145,Sheep,2019,125
813,111160145,Goats,1989,72
814,111160145,Goats,1999,43
815,111160145,Goats,2009,72
816,111160145,Goats,2019,68
817,111160145,Equidae,1989,58
818,111160145,Equidae,1999,130
819,111160145,Equidae,2009,181
820,111160145,Equidae,2019,72
821,111160145,Poultry,1989,1415
822,111160145,Poultry,1999,1089
823,111160145,Poultry,2009,651
824,111160145,Poultry,2019,496
825,111160145,Rabbits,1989,90
826,111160145,Rabbits,1999,95
827,111160145,Rabbits,2009,128
828,111160145,Rabbits,2019,34
829,111160145,Inhabited hives and traditional cork hives,1989,100
830,111160145,Inhabited hives and traditional cork hives,1999,
831,111160145,Inhabited hives and traditional cork hives,2009,8
832,111160145,Inhabited hives and traditional cork hives,2019,27
833,111160146,Cattle,1989,808
834,111160146,Cattle,1999,920
835,111160146,Cattle,2009,798
836,111160146,Cattle,2019,845
837,111160146,Pigs,1989,50
838,111160146,Pigs,1999,99
839,111160146,Pigs,2009,30
840,111160146,Pigs,2019,8
841,111160146,Sheep,1989,652
842,111160146,Sheep,1999,696
843,111160146,Sheep,2009,536
844,111160146,Sheep,2019,601
845,111160146,Goats,1989,1114
846,111160146,Goats,1999,1402
847,111160146,Goats,2009,145
848,111160146,Goats,2019,423
849,111160146,Equidae,1989,91
850,111160146,Equidae,1999,241
851,111160146,Equidae,2009,186
852,111160146,Equidae,2019,160
853,111160146,Poultry,1989,2772
854,111160146,Poultry,1999,2519
855,111160146,Poultry,2009,1530
856,111160146,Poultry,2019,852
857,111160146,Rabbits,1989,136
858,111160146,Rabbits,1999,601
859,111160146,Rabbits,2009,428
860,111160146,Rabbits,2019,157
861,111160146,Inhabited hives and traditional cork hives,1989,345
862,111160146,Inhabited hives and traditional cork hives,1999,106
863,111160146,Inhabited hives and traditional cork hives,2009,39
864,111160146,Inhabited hives and traditional cork hives,2019,118
865,111160152,Cattle,1989,287
866,111160152,Cattle,1999,198
867,111160152,Cattle,2009,117
868,111160152,Cattle,2019,198
869,111160152,Pigs,1989,83
870,111160152,Pigs,1999,25
871,111160152,Pigs,2009,36
872,111160152,Pigs,2019,15
873,111160152,Sheep,1989,167
874,111160152,Sheep,1999,146
875,111160152,Sheep,2009,227
876,111160152,Sheep,2019,214
877,111160152,Goats,1989,87
878,111160152,Goats,1999,87
879,111160152,Goats,2009,88
880,111160152,Goats,2019,54
881,111160152,Equidae,1989,2
882,111160152,Equidae,1999,7
883,111160152,Equidae,2009,26
884,111160152,Equidae,2019,18
885,111160152,Poultry,1989,2100
886,111160152,Poultry,1999,1187
887,111160152,Poultry,2009,879
888,111160152,Poultry,2019,504
889,111160152,Rabbits,1989,88
890,111160152,Rabbits,1999,97
891,111160152,Rabbits,2009,159
892,111160152,Rabbits,2019,66
893,111160152,Inhabited hives and traditional cork hives,1989,17
894,111160152,Inhabited hives and traditional cork hives,1999,2
895,111160152,Inhabited hives and traditional cork hives,2009,49
896,111160152,Inhabited hives and traditional cork hives,2019,64
897,111160154,Cattle,1989,92
898,111160154,Cattle,1999,42
899,111160154,Cattle,2009,43
900,111160154,Cattle,2019,106
901,111160154,Pigs,1989,16
902,111160154,Pigs,1999,14
903,111160154,Pigs,2009,4
904,111160154,Pigs,2019,7
905,111160154,Sheep,1989,114
906,111160154,Sheep,1999,55
907,111160154,Sheep,2009,45
908,111160154,Sheep,2019,101
909,111160154,Goats,1989,11
910,111160154,Goats,1999,9
911,111160154,Goats,2009,5
912,111160154,Goats,2019,24
913,111160154,Equidae,1989,
914,111160154,Equidae,1999,8
915,111160154,Equidae,2009,30
916,111160154,Equidae,2019,15
917,111160154,Poultry,1989,1096
918,111160154,Poultry,1999,562
919,111160154,Poultry,2009,341
920,111160154,Poultry,2019,472
921,111160154,Rabbits,1989,91
922,111160154,Rabbits,1999,80
923,111160154,Rabbits,2009,62
924,111160154,Rabbits,2019,175
925,111160154,Inhabited hives and traditional cork hives,1989,3
926,111160154,Inhabited hives and traditional cork hives,1999,
927,111160154,Inhabited hives and traditional cork hives,2009,3
928,111160154,Inhabited hives and traditional cork hives,2019,
929,111160153,Cattle,1989,143
930,111160153,Cattle,1999,83
931,111160153,Cattle,2009,46
932,111160153,Cattle,2019,127
933,111160153,Pigs,1989,12
934,111160153,Pigs,1999,27
935,111160153,Pigs,2009,18
936,111160153,Pigs,2019,1
937,111160153,Sheep,1989,30
938,111160153,Sheep,1999,133
939,111160153,Sheep,2009,302
940,111160153,Sheep,2019,106
941,111160153,Goats,1989,3
942,111160153,Goats,1999,37
943,111160153,Goats,2009,83
944,111160153,Goats,2019,33
945,111160153,Equidae,1989,6
946,111160153,Equidae,1999,12
947,111160153,Equidae,2009,66
948,111160153,Equidae,2019,2
949,111160153,Poultry,1989,1398
950,111160153,Poultry,1999,1209
951,111160153,Poultry,2009,613
952,111160153,Poultry,2019,476
953,111160153,Rabbits,1989,105
954,111160153,Rabbits,1999,195
955,111160153,Rabbits,2009,177
956,111160153,Rabbits,2019,29
957,111160153,Inhabited hives and traditional cork hives,1989,18
958,111160153,Inhabited hives and traditional cork hives,1999,
959,111160153,Inhabited hives and traditional cork hives,2009,8
960,111160153,Inhabited hives and traditional cork hives,2019,12
961,111160155,Cattle,1989,222
962,111160155,Cattle,1999,133
963,111160155,Cattle,2009,50
964,111160155,Cattle,2019,38
965,111160155,Pigs,1989,60
966,111160155,Pigs,1999,17
967,111160155,Pigs,2009,2
968,111160155,Pigs,2019,
969,111160155,Sheep,1989,99
970,111160155,Sheep,1999,166
971,111160155,Sheep,2009,200
972,111160155,Sheep,2019,91
973,111160155,Goats,1989,6
974,111160155,Goats,1999,13
975,111160155,Goats,2009,26
976,111160155,Goats,2019,25
977,111160155,Equidae,1989,
978,111160155,Equidae,1999,1
979,111160155,Equidae,2009,1
980,111160155,Equidae,2019,1
981,111160155,Poultry,1989,1221
982,111160155,Poultry,1999,1022
983,111160155,Poultry,2009,518
984,111160155,Poultry,2019,481
985,111160155,Rabbits,1989,64
986,111160155,Rabbits,1999,212
987,111160155,Rabbits,2009,159
988,111160155,Rabbits,2019,90
989,111160155,Inhabited hives and traditional cork hives,1989,3
990,111160155,Inhabited hives and traditional cork hives,1999,10
991,111160155,Inhabited hives and traditional cork hives,2009,25
992,111160155,Inhabited hives and traditional cork hives,2019,
993,111160156,Cattle,1989,356
994,111160156,Cattle,1999,300
995,111160156,Cattle,2009,267
996,111160156,Cattle,2019,413
997,111160156,Pigs,1989,15
998,111160156,Pigs,1999,27
999,111160156,Pigs,2009,9
1000,111160156,Pigs,2019,4
1001,111160156,Sheep,1989,566
1002,111160156,Sheep,1999,493
1003,111160156,Sheep,2009,431
1004,111160156,Sheep,2019,275
1005,111160156,Goats,1989,210
1006,111160156,Goats,1999,114
1007,111160156,Goats,2009,284
1008,111160156,Goats,2019,146
1009,111160156,Equidae,1989,19
1010,111160156,Equidae,1999,28
1011,111160156,Equidae,2009,147
1012,111160156,Equidae,2019,28
1013,111160156,Poultry,1989,1941
1014,111160156,Poultry,1999,1246
1015,111160156,Poultry,2009,920
1016,111160156,Poultry,2019,555
1017,111160156,Rabbits,1989,61
1018,111160156,Rabbits,1999,118
1019,111160156,Rabbits,2009,353
1020,111160156,Rabbits,2019,43
1021,111160156,Inhabited hives and traditional cork hives,1989,1
1022,111160156,Inhabited hives and traditional cork hives,1999,
1023,111160156,Inhabited hives and traditional cork hives,2009,25
1024,111160156,Inhabited hives and traditional cork hives,2019,
1025,111160157,Cattle,1989,128
1026,111160157,Cattle,1999,120
1027,111160157,Cattle,2009,99
1028,111160157,Cattle,2019,158
1029,111160157,Pigs,1989,36
1030,111160157,Pigs,1999,14
1031,111160157,Pigs,2009,2
1032,111160157,Pigs,2019,13
1033,111160157,Sheep,1989,31
1034,111160157,Sheep,1999,47
1035,111160157,Sheep,2009,187
1036,111160157,Sheep,2019,124
1037,111160157,Goats,1989,2
1038,111160157,Goats,1999,60
1039,111160157,Goats,2009,60
1040,111160157,Goats,2019,26
1041,111160157,Equidae,1989,5
1042,111160157,Equidae,1999,7
1043,111160157,Equidae,2009,3
1044,111160157,Equidae,2019,
1045,111160157,Poultry,1989,1931
1046,111160157,Poultry,1999,1687
1047,111160157,Poultry,2009,1120
1048,111160157,Poultry,2019,654
1049,111160157,Rabbits,1989,74
1050,111160157,Rabbits,1999,357
1051,111160157,Rabbits,2009,435
1052,111160157,Rabbits,2019,100
1053,111160157,Inhabited hives and traditional cork hives,1989,27
1054,111160157,Inhabited hives and traditional cork hives,1999,
1055,111160157,Inhabited hives and traditional cork hives,2009,
1056,111160157,Inhabited hives and traditional cork hives,2019,31
1057,111160158,Cattle,1989,210
1058,111160158,Cattle,1999,161
1059,111160158,Cattle,2009,64
1060,111160158,Cattle,2019,36
1061,111160158,Pigs,1989,53
1062,111160158,Pigs,1999,72
1063,111160158,Pigs,2009,17
1064,111160158,Pigs,2019,11
1065,111160158,Sheep,1989,66
1066,111160158,Sheep,1999,42
1067,111160158,Sheep,2009,116
1068,111160158,Sheep,2019,63
1069,111160158,Goats,1989,21
1070,111160158,Goats,1999,18
1071,111160158,Goats,2009,9
1072,111160158,Goats,2019,36
1073,111160158,Equidae,1989,
1074,111160158,Equidae,1999,35
1075,111160158,Equidae,2009,1
1076,111160158,Equidae,2019,1
1077,111160158,Poultry,1989,2082
1078,111160158,Poultry,1999,1433
1079,111160158,Poultry,2009,848
1080,111160158,Poultry,2019,1048
1081,111160158,Rabbits,1989,196
1082,111160158,Rabbits,1999,188
1083,111160158,Rabbits,2009,150
1084,111160158,Rabbits,2019,113
1085,111160158,Inhabited hives and traditional cork hives,1989,45
1086,111160158,Inhabited hives and traditional cork hives,1999,17
1087,111160158,Inhabited hives and traditional cork hives,2009,8
1088,111160158,Inhabited hives and traditional cork hives,2019,451
1089,111160159,Cattle,1989,157
1090,111160159,Cattle,1999,90
1091,111160159,Cattle,2009,57
1092,111160159,Cattle,2019,145
1093,111160159,Pigs,1989,38
1094,111160159,Pigs,1999,26
1095,111160159,Pigs,2009,9
1096,111160159,Pigs,2019,10
1097,111160159,Sheep,1989,45
1098,111160159,Sheep,1999,91
1099,111160159,Sheep,2009,243
1100,111160159,Sheep,2019,134
1101,111160159,Goats,1989,21
1102,111160159,Goats,1999,48
1103,111160159,Goats,2009,104
1104,111160159,Goats,2019,21
1105,111160159,Equidae,1989,4
1106,111160159,Equidae,1999,4
1107,111160159,Equidae,2009,12
1108,111160159,Equidae,2019,8
1109,111160159,Poultry,1989,1496
1110,111160159,Poultry,1999,975
1111,111160159,Poultry,2009,761
1112,111160159,Poultry,2019,444
1113,111160159,Rabbits,1989,82
1114,111160159,Rabbits,1999,148
1115,111160159,Rabbits,2009,265
1116,111160159,Rabbits,2019,57
1117,111160159,Inhabited hives and traditional cork hives,1989,28
1118,111160159,Inhabited hives and traditional cork hives,1999,1
1119,111160159,Inhabited hives and traditional cork hives,2009,7
1120,111160159,Inhabited hives and traditional cork hives,2019,4
1121,111160160,Cattle,1989,231
1122,111160160,Cattle,1999,185
1123,111160160,Cattle,2009,41
1124,111160160,Cattle,2019,39
1125,111160160,Pigs,1989,71
1126,111160160,Pigs,1999,70
1127,111160160,Pigs,2009,5
1128,111160160,Pigs,2019,4
1129,111160160,Sheep,1989,318
1130,111160160,Sheep,1999,394
1131,111160160,Sheep,2009,538
1132,111160160,Sheep,2019,290
1133,111160160,Goats,1989,116
1134,111160160,Goats,1999,52
1135,111160160,Goats,2009,44
1136,111160160,Goats,2019,78
1137,111160160,Equidae,1989,
1138,111160160,Equidae,1999,23
1139,111160160,Equidae,2009,51
1140,111160160,Equidae,2019,23
1141,111160160,Poultry,1989,1376
1142,111160160,Poultry,1999,1274
1143,111160160,Poultry,2009,761
1144,111160160,Poultry,2019,429
1145,111160160,Rabbits,1989,110
1146,111160160,Rabbits,1999,236
1147,111160160,Rabbits,2009,251
1148,111160160,Rabbits,2019,48
1149,111160160,Inhabited hives and traditional cork hives,1989,14
1150,111160160,Inhabited hives and traditional cork hives,1999,5
1151,111160160,Inhabited hives and traditional cork hives,2009,34
1152,111160160,Inhabited hives and traditional cork hives,2019,64
1153,111160161,Cattle,1989,219
1154,111160161,Cattle,1999,103
1155,111160161,Cattle,2009,88
1156,111160161,Cattle,2019,101
1157,111160161,Pigs,1989,33
1158,111160161,Pigs,1999,19
1159,111160161,Pigs,2009,5
1160,111160161,Pigs,2019,11
1161,111160161,Sheep,1989,787
1162,111160161,Sheep,1999,390
1163,111160161,Sheep,2009,241
1164,111160161,Sheep,2019,211
1165,111160161,Goats,1989,1679
1166,111160161,Goats,1999,871
1167,111160161,Goats,2009,297
1168,111160161,Goats,2019,466
1169,111160161,Equidae,1989,7
1170,111160161,Equidae,1999,7
1171,111160161,Equidae,2009,11
1172,111160161,Equidae,2019,12
1173,111160161,Poultry,1989,2240
1174,111160161,Poultry,1999,2103
1175,111160161,Poultry,2009,1324
1176,111160161,Poultry,2019,802
1177,111160161,Rabbits,1989,131
1178,111160161,Rabbits,1999,273
1179,111160161,Rabbits,2009,301
1180,111160161,Rabbits,2019,65
1181,111160161,Inhabited hives and traditional cork hives,1989,51
1182,111160161,Inhabited hives and traditional cork hives,1999,
1183,111160161,Inhabited hives and traditional cork hives,2009,15
1184,111160161,Inhabited hives and traditional cork hives,2019,500
1185,111160162,Cattle,1989,123
1186,111160162,Cattle,1999,81
1187,111160162,Cattle,2009,81
1188,111160162,Cattle,2019,108
1189,111160162,Pigs,1989,21
1190,111160162,Pigs,1999,8
1191,111160162,Pigs,2009,
1192,111160162,Pigs,2019,1
1193,111160162,Sheep,1989,30
1194,111160162,Sheep,1999,74
1195,111160162,Sheep,2009,85
1196,111160162,Sheep,2019,68
1197,111160162,Goats,1989,17
1198,111160162,Goats,1999,9
1199,111160162,Goats,2009,143
1200,111160162,Goats,2019,40
1201,111160162,Equidae,1989,
1202,111160162,Equidae,1999,4
1203,111160162,Equidae,2009,1
1204,111160162,Equidae,2019,9
1205,111160162,Poultry,1989,1533
1206,111160162,Poultry,1999,1382
1207,111160162,Poultry,2009,962
1208,111160162,Poultry,2019,704
1209,111160162,Rabbits,1989,169
1210,111160162,Rabbits,1999,410
1211,111160162,Rabbits,2009,322
1212,111160162,Rabbits,2019,58
1213,111160162,Inhabited hives and traditional cork hives,1989,12
1214,111160162,Inhabited hives and traditional cork hives,1999,
1215,111160162,Inhabited hives and traditional cork hives,2009,
1216,111160162,Inhabited hives and traditional cork hives,2019,105
1217,111160163,Cattle,1989,284
1218,111160163,Cattle,1999,202
1219,111160163,Cattle,2009,76
1220,111160163,Cattle,2019,72
1221,111160163,Pigs,1989,35
1222,111160163,Pigs,1999,36
1223,111160163,Pigs,2009,5
1224,111160163,Pigs,2019,6
1225,111160163,Sheep,1989,69
1226,111160163,Sheep,1999,37
1227,111160163,Sheep,2009,282
1228,111160163,Sheep,2019,291
1229,111160163,Goats,1989,22
1230,111160163,Goats,1999,
1231,111160163,Goats,2009,35
1232,111160163,Goats,2019,44
1233,111160163,Equidae,1989,
1234,111160163,Equidae,1999,7
1235,111160163,Equidae,2009,12
1236,111160163,Equidae,2019,11
1237,111160163,Poultry,1989,3622
1238,111160163,Poultry,1999,2819
1239,111160163,Poultry,2009,1580
1240,111160163,Poultry,2019,1181
1241,111160163,Rabbits,1989,153
1242,111160163,Rabbits,1999,622
1243,111160163,Rabbits,2009,489
1244,111160163,Rabbits,2019,270
1245,111160163,Inhabited hives and traditional cork hives,1989,80
1246,111160163,Inhabited hives and traditional cork hives,1999,6
1247,111160163,Inhabited hives and traditional cork hives,2009,14
1248,111160163,Inhabited hives and traditional cork hives,2019,63
1249,111160164,Cattle,1989,194
1250,111160164,Cattle,1999,135
1251,111160164,Cattle,2009,133
1252,111160164,Cattle,2019,309
1253,111160164,Pigs,1989,55
1254,111160164,Pigs,1999,45
1255,111160164,Pigs,2009,27
1256,111160164,Pigs,2019,12
1257,111160164,Sheep,1989,120
1258,111160164,Sheep,1999,311
1259,111160164,Sheep,2009,320
1260,111160164,Sheep,2019,316
1261,111160164,Goats,1989,21
1262,111160164,Goats,1999,21
1263,111160164,Goats,2009,93
1264,111160164,Goats,2019,25
1265,111160164,Equidae,1989,1
1266,111160164,Equidae,1999,2
1267,111160164,Equidae,2009,4
1268,111160164,Equidae,2019,16
1269,111160164,Poultry,1989,2417
1270,111160164,Poultry,1999,2542
1271,111160164,Poultry,2009,1568
1272,111160164,Poultry,2019,1200
1273,111160164,Rabbits,1989,171
1274,111160164,Rabbits,1999,320
1275,111160164,Rabbits,2009,273
1276,111160164,Rabbits,2019,206
1277,111160164,Inhabited hives and traditional cork hives,1989,1
1278,111160164,Inhabited hives and traditional cork hives,1999,
1279,111160164,Inhabited hives and traditional cork hives,2009,5
1280,111160164,Inhabited hives and traditional cork hives,2019,1
1281,111160149,Cattle,1989,295
1282,111160149,Cattle,1999,278
1283,111160149,Cattle,2009,337
1284,111160149,Cattle,2019,279
1285,111160149,Pigs,1989,35
1286,111160149,Pigs,1999,31
1287,111160149,Pigs,2009,27
1288,111160149,Pigs,2019,20
1289,111160149,Sheep,1989,286
1290,111160149,Sheep,1999,239
1291,111160149,Sheep,2009,351
1292,111160149,Sheep,2019,229
1293,111160149,Goats,1989,180
1294,111160149,Goats,1999,126
1295,111160149,Goats,2009,339
1296,111160149,Goats,2019,615
1297,111160149,Equidae,1989,53
1298,111160149,Equidae,1999,37
1299,111160149,Equidae,2009,43
1300,111160149,Equidae,2019,57
1301,111160149,Poultry,1989,2071
1302,111160149,Poultry,1999,1552
1303,111160149,Poultry,2009,1419
1304,111160149,Poultry,2019,812
1305,111160149,Rabbits,1989,149
1306,111160149,Rabbits,1999,174
1307,111160149,Rabbits,2009,442
1308,111160149,Rabbits,2019,246
1309,111160149,Inhabited hives and traditional cork hives,1989,30
1310,111160149,Inhabited hives and traditional cork hives,1999,2
1311,111160149,Inhabited hives and traditional cork hives,2009,16
1312,111160149,Inhabited hives and traditional cork hives,2019,
1313,1111602,Cattle,1989,2328
1314,1111602,Cattle,1999,1352
1315,1111602,Cattle,2009,504
1316,1111602,Cattle,2019,210
1317,1111602,Pigs,1989,1000
1318,1111602,Pigs,1999,300
1319,1111602,Pigs,2009,184
1320,1111602,Pigs,2019,129
1321,1111602,Sheep,1989,2154
1322,1111602,Sheep,1999,1910
1323,1111602,Sheep,2009,2077
1324,1111602,Sheep,2019,1356
1325,1111602,Goats,1989,737
1326,1111602,Goats,1999,271
1327,1111602,Goats,2009,209
1328,1111602,Goats,2019,259
1329,1111602,Equidae,1989,33
1330,1111602,Equidae,1999,175
1331,1111602,Equidae,2009,69
1332,1111602,Equidae,2019,22
1333,1111602,Poultry,1989,53589
1334,1111602,Poultry,1999,95517
1335,1111602,Poultry,2009,19945
1336,1111602,Poultry,2019,8827
1337,1111602,Rabbits,1989,2095
1338,1111602,Rabbits,1999,8984
1339,1111602,Rabbits,2009,10691
1340,1111602,Rabbits,2019,8350
1341,1111602,Inhabited hives and traditional cork hives,1989,743
1342,1111602,Inhabited hives and traditional cork hives,1999,1090
1343,1111602,Inhabited hives and traditional cork hives,2009,684
1344,1111602,Inhabited hives and traditional cork hives,2019,1218
1345,111160201,Cattle,1989,183
