primary_key,codes,Livestock,year,No_und
61791,16F100926,Inhabited hives and traditional cork hives,2009,15
61792,16F100926,Inhabited hives and traditional cork hives,2019,48
61793,16F100907,Cattle,1989,509
61794,16F100907,Cattle,1999,383
61795,16F100907,Cattle,2009,342
61796,16F100907,Cattle,2019,277
61797,16F100907,Pigs,1989,1302
61798,16F100907,Pigs,1999,6626
61799,16F100907,Pigs,2009,3105
61800,16F100907,Pigs,2019,1795
61801,16F100907,Sheep,1989,902
61802,16F100907,Sheep,1999,648
61803,16F100907,Sheep,2009,556
61804,16F100907,Sheep,2019,699
61805,16F100907,Goats,1989,198
61806,16F100907,Goats,1999,82
61807,16F100907,Goats,2009,74
61808,16F100907,Goats,2019,117
61809,16F100907,Equidae,1989,59
61810,16F100907,Equidae,1999,31
61811,16F100907,Equidae,2009,6
61812,16F100907,Equidae,2019,2
61813,16F100907,Poultry,1989,62888
61814,16F100907,Poultry,1999,94728
61815,16F100907,Poultry,2009,122375
61816,16F100907,Poultry,2019,101626
61817,16F100907,Rabbits,1989,973
61818,16F100907,Rabbits,1999,2307
61819,16F100907,Rabbits,2009,627
61820,16F100907,Rabbits,2019,292
61821,16F100907,Inhabited hives and traditional cork hives,1989,80
61822,16F100907,Inhabited hives and traditional cork hives,1999,29
61823,16F100907,Inhabited hives and traditional cork hives,2009,3
61824,16F100907,Inhabited hives and traditional cork hives,2019,25
61825,16F100909,Cattle,1989,430
61826,16F100909,Cattle,1999,283
61827,16F100909,Cattle,2009,1143
61828,16F100909,Cattle,2019,34
61829,16F100909,Pigs,1989,279
61830,16F100909,Pigs,1999,1438
61831,16F100909,Pigs,2009,4169
61832,16F100909,Pigs,2019,27563
61833,16F100909,Sheep,1989,21
61834,16F100909,Sheep,1999,31
61835,16F100909,Sheep,2009,29
61836,16F100909,Sheep,2019,11
61837,16F100909,Goats,1989,1
61838,16F100909,Goats,1999,28
61839,16F100909,Goats,2009,19
61840,16F100909,Goats,2019,114
61841,16F100909,Equidae,1989,10
61842,16F100909,Equidae,1999,13
61843,16F100909,Equidae,2009,4
61844,16F100909,Equidae,2019,4
61845,16F100909,Poultry,1989,724
61846,16F100909,Poultry,1999,1583
61847,16F100909,Poultry,2009,771
61848,16F100909,Poultry,2019,1513
61849,16F100909,Rabbits,1989,67
61850,16F100909,Rabbits,1999,3682
61851,16F100909,Rabbits,2009,75
61852,16F100909,Rabbits,2019,37
61853,16F100909,Inhabited hives and traditional cork hives,1989,
61854,16F100909,Inhabited hives and traditional cork hives,1999,13
61855,16F100909,Inhabited hives and traditional cork hives,2009,3
61856,16F100909,Inhabited hives and traditional cork hives,2019,26
61857,16F100913,Cattle,1989,641
61858,16F100913,Cattle,1999,219
61859,16F100913,Cattle,2009,29
61860,16F100913,Cattle,2019,12
61861,16F100913,Pigs,1989,4181
61862,16F100913,Pigs,1999,5523
61863,16F100913,Pigs,2009,6154
61864,16F100913,Pigs,2019,5953
61865,16F100913,Sheep,1989,460
61866,16F100913,Sheep,1999,880
61867,16F100913,Sheep,2009,377
61868,16F100913,Sheep,2019,432
61869,16F100913,Goats,1989,141
61870,16F100913,Goats,1999,210
61871,16F100913,Goats,2009,94
61872,16F100913,Goats,2019,31
61873,16F100913,Equidae,1989,115
61874,16F100913,Equidae,1999,24
61875,16F100913,Equidae,2009,4
61876,16F100913,Equidae,2019,4
61877,16F100913,Poultry,1989,14119
61878,16F100913,Poultry,1999,5564
61879,16F100913,Poultry,2009,1872
61880,16F100913,Poultry,2019,2106
61881,16F100913,Rabbits,1989,1069
61882,16F100913,Rabbits,1999,5812
61883,16F100913,Rabbits,2009,2762
61884,16F100913,Rabbits,2019,203
61885,16F100913,Inhabited hives and traditional cork hives,1989,36
61886,16F100913,Inhabited hives and traditional cork hives,1999,88
61887,16F100913,Inhabited hives and traditional cork hives,2009,65
61888,16F100913,Inhabited hives and traditional cork hives,2019,107
61889,16F100915,Cattle,1989,311
61890,16F100915,Cattle,1999,455
61891,16F100915,Cattle,2009,106
61892,16F100915,Cattle,2019,185
61893,16F100915,Pigs,1989,11763
61894,16F100915,Pigs,1999,18419
61895,16F100915,Pigs,2009,23686
61896,16F100915,Pigs,2019,8276
61897,16F100915,Sheep,1989,57
61898,16F100915,Sheep,1999,543
61899,16F100915,Sheep,2009,224
61900,16F100915,Sheep,2019,337
61901,16F100915,Goats,1989,11
61902,16F100915,Goats,1999,7
61903,16F100915,Goats,2009,8
61904,16F100915,Goats,2019,18
61905,16F100915,Equidae,1989,12
61906,16F100915,Equidae,1999,41
61907,16F100915,Equidae,2009,6
61908,16F100915,Equidae,2019,8
61909,16F100915,Poultry,1989,152198
61910,16F100915,Poultry,1999,119134
61911,16F100915,Poultry,2009,247604
61912,16F100915,Poultry,2019,220981
61913,16F100915,Rabbits,1989,94
61914,16F100915,Rabbits,1999,453
61915,16F100915,Rabbits,2009,59
61916,16F100915,Rabbits,2019,68
61917,16F100915,Inhabited hives and traditional cork hives,1989,13
61918,16F100915,Inhabited hives and traditional cork hives,1999,57
61919,16F100915,Inhabited hives and traditional cork hives,2009,
61920,16F100915,Inhabited hives and traditional cork hives,2019,313
61921,16F100921,Cattle,1989,314
61922,16F100921,Cattle,1999,239
61923,16F100921,Cattle,2009,153
61924,16F100921,Cattle,2019,324
61925,16F100921,Pigs,1989,8021
61926,16F100921,Pigs,1999,22731
61927,16F100921,Pigs,2009,12338
61928,16F100921,Pigs,2019,44744
61929,16F100921,Sheep,1989,172
61930,16F100921,Sheep,1999,167
61931,16F100921,Sheep,2009,52
61932,16F100921,Sheep,2019,122
61933,16F100921,Goats,1989,6
61934,16F100921,Goats,1999,31
61935,16F100921,Goats,2009,1
61936,16F100921,Goats,2019,47
61937,16F100921,Equidae,1989,17
61938,16F100921,Equidae,1999,11
61939,16F100921,Equidae,2009,1
61940,16F100921,Equidae,2019,1
61941,16F100921,Poultry,1989,314
61942,16F100921,Poultry,1999,2453
61943,16F100921,Poultry,2009,420
61944,16F100921,Poultry,2019,826
61945,16F100921,Rabbits,1989,13
61946,16F100921,Rabbits,1999,335
61947,16F100921,Rabbits,2009,88
61948,16F100921,Rabbits,2019,56
61949,16F100921,Inhabited hives and traditional cork hives,1989,1
61950,16F100921,Inhabited hives and traditional cork hives,1999,37
61951,16F100921,Inhabited hives and traditional cork hives,2009,
61952,16F100921,Inhabited hives and traditional cork hives,2019,323
61953,16F100932,Cattle,1989,675
61954,16F100932,Cattle,1999,673
61955,16F100932,Cattle,2009,229
61956,16F100932,Cattle,2019,357
61957,16F100932,Pigs,1989,15800
61958,16F100932,Pigs,1999,21278
61959,16F100932,Pigs,2009,13854
61960,16F100932,Pigs,2019,14077
61961,16F100932,Sheep,1989,799
61962,16F100932,Sheep,1999,764
61963,16F100932,Sheep,2009,407
61964,16F100932,Sheep,2019,366
61965,16F100932,Goats,1989,102
61966,16F100932,Goats,1999,37
61967,16F100932,Goats,2009,74
61968,16F100932,Goats,2019,147
61969,16F100932,Equidae,1989,20
61970,16F100932,Equidae,1999,18
61971,16F100932,Equidae,2009,3
61972,16F100932,Equidae,2019,3
61973,16F100932,Poultry,1989,133341
61974,16F100932,Poultry,1999,174826
61975,16F100932,Poultry,2009,148250
61976,16F100932,Poultry,2019,116729
61977,16F100932,Rabbits,1989,561
61978,16F100932,Rabbits,1999,6370
61979,16F100932,Rabbits,2009,623
61980,16F100932,Rabbits,2019,475
61981,16F100932,Inhabited hives and traditional cork hives,1989,90
61982,16F100932,Inhabited hives and traditional cork hives,1999,13
61983,16F100932,Inhabited hives and traditional cork hives,2009,33
61984,16F100932,Inhabited hives and traditional cork hives,2019,262
61985,16F100933,Cattle,1989,393
61986,16F100933,Cattle,1999,178
61987,16F100933,Cattle,2009,64
61988,16F100933,Cattle,2019,13
61989,16F100933,Pigs,1989,4239
61990,16F100933,Pigs,1999,2525
61991,16F100933,Pigs,2009,811
61992,16F100933,Pigs,2019,501
61993,16F100933,Sheep,1989,224
61994,16F100933,Sheep,1999,329
61995,16F100933,Sheep,2009,290
61996,16F100933,Sheep,2019,228
61997,16F100933,Goats,1989,145
61998,16F100933,Goats,1999,124
61999,16F100933,Goats,2009,155
62000,16F100933,Goats,2019,84
62001,16F100933,Equidae,1989,19
62002,16F100933,Equidae,1999,16
62003,16F100933,Equidae,2009,19
62004,16F100933,Equidae,2019,13
62005,16F100933,Poultry,1989,52498
62006,16F100933,Poultry,1999,80384
62007,16F100933,Poultry,2009,62953
62008,16F100933,Poultry,2019,71465
62009,16F100933,Rabbits,1989,863
62010,16F100933,Rabbits,1999,15522
62011,16F100933,Rabbits,2009,5104
62012,16F100933,Rabbits,2019,183
62013,16F100933,Inhabited hives and traditional cork hives,1989,96
62014,16F100933,Inhabited hives and traditional cork hives,1999,106
62015,16F100933,Inhabited hives and traditional cork hives,2009,60
62016,16F100933,Inhabited hives and traditional cork hives,2019,435
62017,16F100934,Cattle,1989,339
62018,16F100934,Cattle,1999,273
62019,16F100934,Cattle,2009,52
62020,16F100934,Cattle,2019,29
62021,16F100934,Pigs,1989,6894
62022,16F100934,Pigs,1999,11873
62023,16F100934,Pigs,2009,14812
62024,16F100934,Pigs,2019,15691
62025,16F100934,Sheep,1989,214
62026,16F100934,Sheep,1999,373
62027,16F100934,Sheep,2009,217
62028,16F100934,Sheep,2019,282
62029,16F100934,Goats,1989,39
62030,16F100934,Goats,1999,27
62031,16F100934,Goats,2009,78
62032,16F100934,Goats,2019,278
62033,16F100934,Equidae,1989,27
62034,16F100934,Equidae,1999,16
62035,16F100934,Equidae,2009,2
62036,16F100934,Equidae,2019,13
62037,16F100934,Poultry,1989,125704
62038,16F100934,Poultry,1999,38871
62039,16F100934,Poultry,2009,8292
62040,16F100934,Poultry,2019,1884
62041,16F100934,Rabbits,1989,356
62042,16F100934,Rabbits,1999,295
62043,16F100934,Rabbits,2009,104
62044,16F100934,Rabbits,2019,16951
62045,16F100934,Inhabited hives and traditional cork hives,1989,20
62046,16F100934,Inhabited hives and traditional cork hives,1999,190
62047,16F100934,Inhabited hives and traditional cork hives,2009,46
62048,16F100934,Inhabited hives and traditional cork hives,2019,569
62049,16F100935,Cattle,1989,982
62050,16F100935,Cattle,1999,399
62051,16F100935,Cattle,2009,145
62052,16F100935,Cattle,2019,183
62053,16F100935,Pigs,1989,938
62054,16F100935,Pigs,1999,750
62055,16F100935,Pigs,2009,438
62056,16F100935,Pigs,2019,79
62057,16F100935,Sheep,1989,159
62058,16F100935,Sheep,1999,904
62059,16F100935,Sheep,2009,324
62060,16F100935,Sheep,2019,179
62061,16F100935,Goats,1989,82
62062,16F100935,Goats,1999,63
62063,16F100935,Goats,2009,396
62064,16F100935,Goats,2019,448
62065,16F100935,Equidae,1989,22
62066,16F100935,Equidae,1999,46
62067,16F100935,Equidae,2009,3
62068,16F100935,Equidae,2019,22
62069,16F100935,Poultry,1989,9810
62070,16F100935,Poultry,1999,6773
62071,16F100935,Poultry,2009,2032
62072,16F100935,Poultry,2019,1814
62073,16F100935,Rabbits,1989,368
62074,16F100935,Rabbits,1999,841
62075,16F100935,Rabbits,2009,326
62076,16F100935,Rabbits,2019,96
62077,16F100935,Inhabited hives and traditional cork hives,1989,23
62078,16F100935,Inhabited hives and traditional cork hives,1999,27
62079,16F100935,Inhabited hives and traditional cork hives,2009,
62080,16F100935,Inhabited hives and traditional cork hives,2019,357
62081,16F100936,Cattle,1989,788
62082,16F100936,Cattle,1999,1174
62083,16F100936,Cattle,2009,727
62084,16F100936,Cattle,2019,973
62085,16F100936,Pigs,1989,3746
62086,16F100936,Pigs,1999,5918
62087,16F100936,Pigs,2009,6711
62088,16F100936,Pigs,2019,6354
62089,16F100936,Sheep,1989,65
62090,16F100936,Sheep,1999,133
62091,16F100936,Sheep,2009,402
62092,16F100936,Sheep,2019,330
62093,16F100936,Goats,1989,5
62094,16F100936,Goats,1999,33
62095,16F100936,Goats,2009,192
62096,16F100936,Goats,2019,124
62097,16F100936,Equidae,1989,8
62098,16F100936,Equidae,1999,20
62099,16F100936,Equidae,2009,14
62100,16F100936,Equidae,2019,11
62101,16F100936,Poultry,1989,23935
62102,16F100936,Poultry,1999,196644
62103,16F100936,Poultry,2009,140801
62104,16F100936,Poultry,2019,360441
62105,16F100936,Rabbits,1989,294
62106,16F100936,Rabbits,1999,5503
62107,16F100936,Rabbits,2009,393
62108,16F100936,Rabbits,2019,184
62109,16F100936,Inhabited hives and traditional cork hives,1989,23
62110,16F100936,Inhabited hives and traditional cork hives,1999,6
62111,16F100936,Inhabited hives and traditional cork hives,2009,1
62112,16F100936,Inhabited hives and traditional cork hives,2019,1200
62113,16F100937,Cattle,1989,413
62114,16F100937,Cattle,1999,310
62115,16F100937,Cattle,2009,145
62116,16F100937,Cattle,2019,33
62117,16F100937,Pigs,1989,2445
62118,16F100937,Pigs,1999,337
62119,16F100937,Pigs,2009,37
62120,16F100937,Pigs,2019,36
62121,16F100937,Sheep,1989,148
62122,16F100937,Sheep,1999,183
62123,16F100937,Sheep,2009,228
62124,16F100937,Sheep,2019,289
62125,16F100937,Goats,1989,70
62126,16F100937,Goats,1999,56
62127,16F100937,Goats,2009,153
62128,16F100937,Goats,2019,199
62129,16F100937,Equidae,1989,13
62130,16F100937,Equidae,1999,12
62131,16F100937,Equidae,2009,3
62132,16F100937,Equidae,2019,26
62133,16F100937,Poultry,1989,3702
62134,16F100937,Poultry,1999,2434
62135,16F100937,Poultry,2009,940
62136,16F100937,Poultry,2019,1452
62137,16F100937,Rabbits,1989,770
62138,16F100937,Rabbits,1999,6635
62139,16F100937,Rabbits,2009,93
62140,16F100937,Rabbits,2019,58
62141,16F100937,Inhabited hives and traditional cork hives,1989,108
62142,16F100937,Inhabited hives and traditional cork hives,1999,172
62143,16F100937,Inhabited hives and traditional cork hives,2009,440
62144,16F100937,Inhabited hives and traditional cork hives,2019,1123
62145,16F100938,Cattle,1989,590
62146,16F100938,Cattle,1999,392
62147,16F100938,Cattle,2009,356
62148,16F100938,Cattle,2019,382
62149,16F100938,Pigs,1989,1821
62150,16F100938,Pigs,1999,974
62151,16F100938,Pigs,2009,194
62152,16F100938,Pigs,2019,88
62153,16F100938,Sheep,1989,708
62154,16F100938,Sheep,1999,936
62155,16F100938,Sheep,2009,529
62156,16F100938,Sheep,2019,486
62157,16F100938,Goats,1989,845
62158,16F100938,Goats,1999,372
62159,16F100938,Goats,2009,123
62160,16F100938,Goats,2019,195
62161,16F100938,Equidae,1989,48
62162,16F100938,Equidae,1999,30
62163,16F100938,Equidae,2009,3
62164,16F100938,Equidae,2019,3
62165,16F100938,Poultry,1989,20746
62166,16F100938,Poultry,1999,21595
62167,16F100938,Poultry,2009,1835
62168,16F100938,Poultry,2019,2089
62169,16F100938,Rabbits,1989,1457
62170,16F100938,Rabbits,1999,2685
62171,16F100938,Rabbits,2009,926
62172,16F100938,Rabbits,2019,456
62173,16F100938,Inhabited hives and traditional cork hives,1989,363
62174,16F100938,Inhabited hives and traditional cork hives,1999,497
62175,16F100938,Inhabited hives and traditional cork hives,2009,127
62176,16F100938,Inhabited hives and traditional cork hives,2019,388
62177,16F100939,Cattle,1989,765
62178,16F100939,Cattle,1999,288
62179,16F100939,Cattle,2009,109
62180,16F100939,Cattle,2019,197
62181,16F100939,Pigs,1989,15317
62182,16F100939,Pigs,1999,30374
62183,16F100939,Pigs,2009,52027
62184,16F100939,Pigs,2019,101482
62185,16F100939,Sheep,1989,409
62186,16F100939,Sheep,1999,420
62187,16F100939,Sheep,2009,197
62188,16F100939,Sheep,2019,259
62189,16F100939,Goats,1989,185
62190,16F100939,Goats,1999,44
62191,16F100939,Goats,2009,21
62192,16F100939,Goats,2019,126
62193,16F100939,Equidae,1989,7
62194,16F100939,Equidae,1999,3
62195,16F100939,Equidae,2009,
62196,16F100939,Equidae,2019,9
62197,16F100939,Poultry,1989,13612
62198,16F100939,Poultry,1999,3580
62199,16F100939,Poultry,2009,836
62200,16F100939,Poultry,2019,16170
62201,16F100939,Rabbits,1989,1335
62202,16F100939,Rabbits,1999,1184
62203,16F100939,Rabbits,2009,163
62204,16F100939,Rabbits,2019,115
62205,16F100939,Inhabited hives and traditional cork hives,1989,7
62206,16F100939,Inhabited hives and traditional cork hives,1999,18
62207,16F100939,Inhabited hives and traditional cork hives,2009,44
62208,16F100939,Inhabited hives and traditional cork hives,2019,226
62209,16F100940,Cattle,1989,1462
62210,16F100940,Cattle,1999,680
62211,16F100940,Cattle,2009,454
62212,16F100940,Cattle,2019,456
62213,16F100940,Pigs,1989,5451
62214,16F100940,Pigs,1999,6180
62215,16F100940,Pigs,2009,939
62216,16F100940,Pigs,2019,4175
62217,16F100940,Sheep,1989,459
62218,16F100940,Sheep,1999,367
62219,16F100940,Sheep,2009,375
62220,16F100940,Sheep,2019,395
62221,16F100940,Goats,1989,196
62222,16F100940,Goats,1999,86
62223,16F100940,Goats,2009,31
62224,16F100940,Goats,2019,76
62225,16F100940,Equidae,1989,35
62226,16F100940,Equidae,1999,38
62227,16F100940,Equidae,2009,9
62228,16F100940,Equidae,2019,30
62229,16F100940,Poultry,1989,476294
62230,16F100940,Poultry,1999,650811
62231,16F100940,Poultry,2009,556017
62232,16F100940,Poultry,2019,888465
62233,16F100940,Rabbits,1989,945
62234,16F100940,Rabbits,1999,3189
62235,16F100940,Rabbits,2009,403
62236,16F100940,Rabbits,2019,264
62237,16F100940,Inhabited hives and traditional cork hives,1989,359
62238,16F100940,Inhabited hives and traditional cork hives,1999,701
62239,16F100940,Inhabited hives and traditional cork hives,2009,26
62240,16F100940,Inhabited hives and traditional cork hives,2019,127
62241,16F1010,Cattle,1989,1430
62242,16F1010,Cattle,1999,375
62243,16F1010,Cattle,2009,61
62244,16F1010,Cattle,2019,339
62245,16F1010,Pigs,1989,1684
62246,16F1010,Pigs,1999,3981
62247,16F1010,Pigs,2009,64
62248,16F1010,Pigs,2019,54
62249,16F1010,Sheep,1989,364
62250,16F1010,Sheep,1999,222
62251,16F1010,Sheep,2009,249
62252,16F1010,Sheep,2019,219
62253,16F1010,Goats,1989,29
62254,16F1010,Goats,1999,20
62255,16F1010,Goats,2009,136
62256,16F1010,Goats,2019,159
62257,16F1010,Equidae,1989,62
62258,16F1010,Equidae,1999,52
62259,16F1010,Equidae,2009,14
62260,16F1010,Equidae,2019,27
62261,16F1010,Poultry,1989,16289
62262,16F1010,Poultry,1999,75850
62263,16F1010,Poultry,2009,1668
62264,16F1010,Poultry,2019,1870
62265,16F1010,Rabbits,1989,546
62266,16F1010,Rabbits,1999,1176
62267,16F1010,Rabbits,2009,383
62268,16F1010,Rabbits,2019,116
62269,16F1010,Inhabited hives and traditional cork hives,1989,82
62270,16F1010,Inhabited hives and traditional cork hives,1999,77
62271,16F1010,Inhabited hives and traditional cork hives,2009,
62272,16F1010,Inhabited hives and traditional cork hives,2019,828
62273,16F101001,Cattle,1989,295
62274,16F101001,Cattle,1999,290
62275,16F101001,Cattle,2009,36
62276,16F101001,Cattle,2019,326
62277,16F101001,Pigs,1989,900
62278,16F101001,Pigs,1999,3293
62279,16F101001,Pigs,2009,34
62280,16F101001,Pigs,2019,39
62281,16F101001,Sheep,1989,250
62282,16F101001,Sheep,1999,78
62283,16F101001,Sheep,2009,134
62284,16F101001,Sheep,2019,105
62285,16F101001,Goats,1989,25
62286,16F101001,Goats,1999,8
62287,16F101001,Goats,2009,38
62288,16F101001,Goats,2019,80
62289,16F101001,Equidae,1989,39
62290,16F101001,Equidae,1999,10
62291,16F101001,Equidae,2009,7
62292,16F101001,Equidae,2019,24
62293,16F101001,Poultry,1989,5158
62294,16F101001,Poultry,1999,59459
62295,16F101001,Poultry,2009,1069
62296,16F101001,Poultry,2019,1510
62297,16F101001,Rabbits,1989,294
62298,16F101001,Rabbits,1999,803
62299,16F101001,Rabbits,2009,306
62300,16F101001,Rabbits,2019,112
62301,16F101001,Inhabited hives and traditional cork hives,1989,46
62302,16F101001,Inhabited hives and traditional cork hives,1999,74
62303,16F101001,Inhabited hives and traditional cork hives,2009,
62304,16F101001,Inhabited hives and traditional cork hives,2019,647
62305,16F101003,Cattle,1989,121
62306,16F101003,Cattle,1999,7
62307,16F101003,Cattle,2009,
62308,16F101003,Cattle,2019,2
62309,16F101003,Pigs,1989,221
62310,16F101003,Pigs,1999,72
62311,16F101003,Pigs,2009,1
62312,16F101003,Pigs,2019,
62313,16F101003,Sheep,1989,
62314,16F101003,Sheep,1999,50
62315,16F101003,Sheep,2009,59
62316,16F101003,Sheep,2019,38
62317,16F101003,Goats,1989,1
62318,16F101003,Goats,1999,5
62319,16F101003,Goats,2009,
62320,16F101003,Goats,2019,6
62321,16F101003,Equidae,1989,5
62322,16F101003,Equidae,1999,1
62323,16F101003,Equidae,2009,
62324,16F101003,Equidae,2019,2
62325,16F101003,Poultry,1989,977
62326,16F101003,Poultry,1999,241
62327,16F101003,Poultry,2009,44
62328,16F101003,Poultry,2019,50
62329,16F101003,Rabbits,1989,115
62330,16F101003,Rabbits,1999,115
62331,16F101003,Rabbits,2009,15
62332,16F101003,Rabbits,2019,
62333,16F101003,Inhabited hives and traditional cork hives,1989,17
62334,16F101003,Inhabited hives and traditional cork hives,1999,
62335,16F101003,Inhabited hives and traditional cork hives,2009,
62336,16F101003,Inhabited hives and traditional cork hives,2019,150
62337,16F101002,Cattle,1989,1014
62338,16F101002,Cattle,1999,78
62339,16F101002,Cattle,2009,25
62340,16F101002,Cattle,2019,11
62341,16F101002,Pigs,1989,563
62342,16F101002,Pigs,1999,616
62343,16F101002,Pigs,2009,29
62344,16F101002,Pigs,2019,15
62345,16F101002,Sheep,1989,114
62346,16F101002,Sheep,1999,94
62347,16F101002,Sheep,2009,56
62348,16F101002,Sheep,2019,76
62349,16F101002,Goats,1989,3
62350,16F101002,Goats,1999,7
62351,16F101002,Goats,2009,98
62352,16F101002,Goats,2019,73
62353,16F101002,Equidae,1989,18
62354,16F101002,Equidae,1999,41
62355,16F101002,Equidae,2009,7
62356,16F101002,Equidae,2019,1
62357,16F101002,Poultry,1989,10154
62358,16F101002,Poultry,1999,16150
62359,16F101002,Poultry,2009,555
62360,16F101002,Poultry,2019,310
62361,16F101002,Rabbits,1989,137
62362,16F101002,Rabbits,1999,258
62363,16F101002,Rabbits,2009,62
62364,16F101002,Rabbits,2019,4
62365,16F101002,Inhabited hives and traditional cork hives,1989,19
62366,16F101002,Inhabited hives and traditional cork hives,1999,3
62367,16F101002,Inhabited hives and traditional cork hives,2009,
62368,16F101002,Inhabited hives and traditional cork hives,2019,31
62369,16F1013,Cattle,1989,381
62370,16F1013,Cattle,1999,142
62371,16F1013,Cattle,2009,16
62372,16F1013,Cattle,2019,97
62373,16F1013,Pigs,1989,1376
62374,16F1013,Pigs,1999,300
62375,16F1013,Pigs,2009,128
62376,16F1013,Pigs,2019,74
62377,16F1013,Sheep,1989,1910
62378,16F1013,Sheep,1999,736
62379,16F1013,Sheep,2009,626
62380,16F1013,Sheep,2019,673
62381,16F1013,Goats,1989,1340
62382,16F1013,Goats,1999,1060
62383,16F1013,Goats,2009,435
62384,16F1013,Goats,2019,392
62385,16F1013,Equidae,1989,347
62386,16F1013,Equidae,1999,78
62387,16F1013,Equidae,2009,15
62388,16F1013,Equidae,2019,3
62389,16F1013,Poultry,1989,12070
62390,16F1013,Poultry,1999,5523
62391,16F1013,Poultry,2009,3997
62392,16F1013,Poultry,2019,3159
62393,16F1013,Rabbits,1989,1016
62394,16F1013,Rabbits,1999,1420
62395,16F1013,Rabbits,2009,715
62396,16F1013,Rabbits,2019,479
62397,16F1013,Inhabited hives and traditional cork hives,1989,1724
62398,16F1013,Inhabited hives and traditional cork hives,1999,480
62399,16F1013,Inhabited hives and traditional cork hives,2009,390
62400,16F1013,Inhabited hives and traditional cork hives,2019,776
62401,16F101301,Cattle,1989,159
62402,16F101301,Cattle,1999,110
62403,16F101301,Cattle,2009,8
62404,16F101301,Cattle,2019,90
62405,16F101301,Pigs,1989,525
62406,16F101301,Pigs,1999,161
62407,16F101301,Pigs,2009,39
62408,16F101301,Pigs,2019,21
62409,16F101301,Sheep,1989,633
62410,16F101301,Sheep,1999,312
62411,16F101301,Sheep,2009,237
62412,16F101301,Sheep,2019,234
62413,16F101301,Goats,1989,484
62414,16F101301,Goats,1999,354
62415,16F101301,Goats,2009,99
62416,16F101301,Goats,2019,90
62417,16F101301,Equidae,1989,116
62418,16F101301,Equidae,1999,22
62419,16F101301,Equidae,2009,4
62420,16F101301,Equidae,2019,
62421,16F101301,Poultry,1989,2300
62422,16F101301,Poultry,1999,1650
62423,16F101301,Poultry,2009,1298
62424,16F101301,Poultry,2019,893
62425,16F101301,Rabbits,1989,358
62426,16F101301,Rabbits,1999,545
62427,16F101301,Rabbits,2009,246
62428,16F101301,Rabbits,2019,133
62429,16F101301,Inhabited hives and traditional cork hives,1989,437
62430,16F101301,Inhabited hives and traditional cork hives,1999,161
62431,16F101301,Inhabited hives and traditional cork hives,2009,214
62432,16F101301,Inhabited hives and traditional cork hives,2019,183
62433,16F101302,Cattle,1989,141
62434,16F101302,Cattle,1999,21
62435,16F101302,Cattle,2009,7
62436,16F101302,Cattle,2019,4
62437,16F101302,Pigs,1989,648
62438,16F101302,Pigs,1999,107
62439,16F101302,Pigs,2009,71
62440,16F101302,Pigs,2019,50
62441,16F101302,Sheep,1989,956
62442,16F101302,Sheep,1999,253
62443,16F101302,Sheep,2009,302
62444,16F101302,Sheep,2019,370
62445,16F101302,Goats,1989,716
62446,16F101302,Goats,1999,625
62447,16F101302,Goats,2009,283
62448,16F101302,Goats,2019,233
62449,16F101302,Equidae,1989,167
62450,16F101302,Equidae,1999,47
62451,16F101302,Equidae,2009,10
62452,16F101302,Equidae,2019,3
62453,16F101302,Poultry,1989,7786
62454,16F101302,Poultry,1999,2928
62455,16F101302,Poultry,2009,1967
62456,16F101302,Poultry,2019,1719
62457,16F101302,Rabbits,1989,394
62458,16F101302,Rabbits,1999,465
62459,16F101302,Rabbits,2009,326
62460,16F101302,Rabbits,2019,247
62461,16F101302,Inhabited hives and traditional cork hives,1989,1099
62462,16F101302,Inhabited hives and traditional cork hives,1999,214
62463,16F101302,Inhabited hives and traditional cork hives,2009,122
62464,16F101302,Inhabited hives and traditional cork hives,2019,531
62465,16F101303,Cattle,1989,81
62466,16F101303,Cattle,1999,11
62467,16F101303,Cattle,2009,1
62468,16F101303,Cattle,2019,3
62469,16F101303,Pigs,1989,203
62470,16F101303,Pigs,1999,32
62471,16F101303,Pigs,2009,18
62472,16F101303,Pigs,2019,3
62473,16F101303,Sheep,1989,321
62474,16F101303,Sheep,1999,171
62475,16F101303,Sheep,2009,87
62476,16F101303,Sheep,2019,69
62477,16F101303,Goats,1989,140
62478,16F101303,Goats,1999,81
62479,16F101303,Goats,2009,53
62480,16F101303,Goats,2019,69
62481,16F101303,Equidae,1989,64
62482,16F101303,Equidae,1999,9
62483,16F101303,Equidae,2009,1
62484,16F101303,Equidae,2019,
62485,16F101303,Poultry,1989,1984
62486,16F101303,Poultry,1999,945
62487,16F101303,Poultry,2009,732
62488,16F101303,Poultry,2019,547
62489,16F101303,Rabbits,1989,264
62490,16F101303,Rabbits,1999,410
62491,16F101303,Rabbits,2009,143
62492,16F101303,Rabbits,2019,99
62493,16F101303,Inhabited hives and traditional cork hives,1989,188
62494,16F101303,Inhabited hives and traditional cork hives,1999,105
62495,16F101303,Inhabited hives and traditional cork hives,2009,54
62496,16F101303,Inhabited hives and traditional cork hives,2019,62
62497,16F1015,Cattle,1989,10077
62498,16F1015,Cattle,1999,4807
62499,16F1015,Cattle,2009,2487
62500,16F1015,Cattle,2019,2024
62501,16F1015,Pigs,1989,37148
62502,16F1015,Pigs,1999,40704
62503,16F1015,Pigs,2009,23931
62504,16F1015,Pigs,2019,21837
