primary_key,codes,legal_form,year,area_ha
3880,112030202,Group of natural persons (group holding),2019,
3881,112030202,Fallow land comissions,1989,
3882,112030202,Fallow land comissions,1999,
3883,112030202,Fallow land comissions,2009,
3884,112030202,Fallow land comissions,2019,
3885,112030202,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
3886,112030202,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
3887,112030202,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
3888,112030202,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
3889,112030203,Natural person (sole holder),1989,158
3890,112030203,Natural person (sole holder),1999,68
3891,112030203,Natural person (sole holder),2009,91
3892,112030203,Natural person (sole holder),2019,66
3893,112030203,Group of natural persons (group holding),1989,29
3894,112030203,Group of natural persons (group holding),1999,27
3895,112030203,Group of natural persons (group holding),2009,12
3896,112030203,Group of natural persons (group holding),2019,59
3897,112030203,Fallow land comissions,1989,
3898,112030203,Fallow land comissions,1999,
3899,112030203,Fallow land comissions,2009,
3900,112030203,Fallow land comissions,2019,
3901,112030203,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
3902,112030203,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
3903,112030203,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
3904,112030203,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
3905,112030205,Natural person (sole holder),1989,199
3906,112030205,Natural person (sole holder),1999,97
3907,112030205,Natural person (sole holder),2009,80
3908,112030205,Natural person (sole holder),2019,64
3909,112030205,Group of natural persons (group holding),1989,
3910,112030205,Group of natural persons (group holding),1999,
3911,112030205,Group of natural persons (group holding),2009,
3912,112030205,Group of natural persons (group holding),2019,27
3913,112030205,Fallow land comissions,1989,
3914,112030205,Fallow land comissions,1999,
3915,112030205,Fallow land comissions,2009,
3916,112030205,Fallow land comissions,2019,
3917,112030205,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,0
3918,112030205,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
3919,112030205,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
3920,112030205,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
3921,112030206,Natural person (sole holder),1989,139
3922,112030206,Natural person (sole holder),1999,112
3923,112030206,Natural person (sole holder),2009,83
3924,112030206,Natural person (sole holder),2019,66
3925,112030206,Group of natural persons (group holding),1989,
3926,112030206,Group of natural persons (group holding),1999,
3927,112030206,Group of natural persons (group holding),2009,24
3928,112030206,Group of natural persons (group holding),2019,52
3929,112030206,Fallow land comissions,1989,
3930,112030206,Fallow land comissions,1999,
3931,112030206,Fallow land comissions,2009,
3932,112030206,Fallow land comissions,2019,
3933,112030206,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
3934,112030206,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
3935,112030206,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
3936,112030206,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
3937,112030208,Natural person (sole holder),1989,194
3938,112030208,Natural person (sole holder),1999,165
3939,112030208,Natural person (sole holder),2009,107
3940,112030208,Natural person (sole holder),2019,116
3941,112030208,Group of natural persons (group holding),1989,2
3942,112030208,Group of natural persons (group holding),1999,
3943,112030208,Group of natural persons (group holding),2009,
3944,112030208,Group of natural persons (group holding),2019,
3945,112030208,Fallow land comissions,1989,
3946,112030208,Fallow land comissions,1999,
3947,112030208,Fallow land comissions,2009,
3948,112030208,Fallow land comissions,2019,
3949,112030208,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
3950,112030208,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
3951,112030208,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
3952,112030208,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
3953,112030209,Natural person (sole holder),1989,93
3954,112030209,Natural person (sole holder),1999,72
3955,112030209,Natural person (sole holder),2009,44
3956,112030209,Natural person (sole holder),2019,27
3957,112030209,Group of natural persons (group holding),1989,
3958,112030209,Group of natural persons (group holding),1999,
3959,112030209,Group of natural persons (group holding),2009,
3960,112030209,Group of natural persons (group holding),2019,4
3961,112030209,Fallow land comissions,1989,
3962,112030209,Fallow land comissions,1999,
3963,112030209,Fallow land comissions,2009,
3964,112030209,Fallow land comissions,2019,
3965,112030209,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,9
3966,112030209,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,7
3967,112030209,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,7
3968,112030209,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,9
3969,112030210,Natural person (sole holder),1989,46
3970,112030210,Natural person (sole holder),1999,43
3971,112030210,Natural person (sole holder),2009,25
3972,112030210,Natural person (sole holder),2019,19
3973,112030210,Group of natural persons (group holding),1989,
3974,112030210,Group of natural persons (group holding),1999,
3975,112030210,Group of natural persons (group holding),2009,
3976,112030210,Group of natural persons (group holding),2019,
3977,112030210,Fallow land comissions,1989,
3978,112030210,Fallow land comissions,1999,
3979,112030210,Fallow land comissions,2009,
3980,112030210,Fallow land comissions,2019,
3981,112030210,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
3982,112030210,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
3983,112030210,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
3984,112030210,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
3985,112030212,Natural person (sole holder),1989,113
3986,112030212,Natural person (sole holder),1999,67
3987,112030212,Natural person (sole holder),2009,43
3988,112030212,Natural person (sole holder),2019,21
3989,112030212,Group of natural persons (group holding),1989,
3990,112030212,Group of natural persons (group holding),1999,8
3991,112030212,Group of natural persons (group holding),2009,9
3992,112030212,Group of natural persons (group holding),2019,10
3993,112030212,Fallow land comissions,1989,
3994,112030212,Fallow land comissions,1999,
3995,112030212,Fallow land comissions,2009,
3996,112030212,Fallow land comissions,2019,
3997,112030212,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
3998,112030212,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
3999,112030212,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4000,112030212,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4001,112030213,Natural person (sole holder),1989,74
4002,112030213,Natural person (sole holder),1999,53
4003,112030213,Natural person (sole holder),2009,22
4004,112030213,Natural person (sole holder),2019,19
4005,112030213,Group of natural persons (group holding),1989,
4006,112030213,Group of natural persons (group holding),1999,
4007,112030213,Group of natural persons (group holding),2009,40
4008,112030213,Group of natural persons (group holding),2019,86
4009,112030213,Fallow land comissions,1989,
4010,112030213,Fallow land comissions,1999,
4011,112030213,Fallow land comissions,2009,
4012,112030213,Fallow land comissions,2019,
4013,112030213,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,18
4014,112030213,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,15
4015,112030213,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,7
4016,112030213,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4017,112030215,Natural person (sole holder),1989,285
4018,112030215,Natural person (sole holder),1999,271
4019,112030215,Natural person (sole holder),2009,178
4020,112030215,Natural person (sole holder),2019,219
4021,112030215,Group of natural persons (group holding),1989,
4022,112030215,Group of natural persons (group holding),1999,19
4023,112030215,Group of natural persons (group holding),2009,34
4024,112030215,Group of natural persons (group holding),2019,15
4025,112030215,Fallow land comissions,1989,
4026,112030215,Fallow land comissions,1999,
4027,112030215,Fallow land comissions,2009,
4028,112030215,Fallow land comissions,2019,
4029,112030215,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4030,112030215,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4031,112030215,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4032,112030215,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4033,112030216,Natural person (sole holder),1989,169
4034,112030216,Natural person (sole holder),1999,158
4035,112030216,Natural person (sole holder),2009,108
4036,112030216,Natural person (sole holder),2019,87
4037,112030216,Group of natural persons (group holding),1989,
4038,112030216,Group of natural persons (group holding),1999,
4039,112030216,Group of natural persons (group holding),2009,11
4040,112030216,Group of natural persons (group holding),2019,87
4041,112030216,Fallow land comissions,1989,
4042,112030216,Fallow land comissions,1999,
4043,112030216,Fallow land comissions,2009,
4044,112030216,Fallow land comissions,2019,
4045,112030216,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4046,112030216,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4047,112030216,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4048,112030216,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4049,112030218,Natural person (sole holder),1989,200
4050,112030218,Natural person (sole holder),1999,125
4051,112030218,Natural person (sole holder),2009,82
4052,112030218,Natural person (sole holder),2019,72
4053,112030218,Group of natural persons (group holding),1989,
4054,112030218,Group of natural persons (group holding),1999,
4055,112030218,Group of natural persons (group holding),2009,4
4056,112030218,Group of natural persons (group holding),2019,4
4057,112030218,Fallow land comissions,1989,
4058,112030218,Fallow land comissions,1999,
4059,112030218,Fallow land comissions,2009,
4060,112030218,Fallow land comissions,2019,
4061,112030218,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4062,112030218,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4063,112030218,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4064,112030218,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4065,112030220,Natural person (sole holder),1989,164
4066,112030220,Natural person (sole holder),1999,117
4067,112030220,Natural person (sole holder),2009,91
4068,112030220,Natural person (sole holder),2019,49
4069,112030220,Group of natural persons (group holding),1989,
4070,112030220,Group of natural persons (group holding),1999,
4071,112030220,Group of natural persons (group holding),2009,
4072,112030220,Group of natural persons (group holding),2019,20
4073,112030220,Fallow land comissions,1989,
4074,112030220,Fallow land comissions,1999,
4075,112030220,Fallow land comissions,2009,
4076,112030220,Fallow land comissions,2019,
4077,112030220,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4078,112030220,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4079,112030220,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4080,112030220,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4081,112030221,Natural person (sole holder),1989,82
4082,112030221,Natural person (sole holder),1999,93
4083,112030221,Natural person (sole holder),2009,84
4084,112030221,Natural person (sole holder),2019,38
4085,112030221,Group of natural persons (group holding),1989,
4086,112030221,Group of natural persons (group holding),1999,
4087,112030221,Group of natural persons (group holding),2009,12
4088,112030221,Group of natural persons (group holding),2019,19
4089,112030221,Fallow land comissions,1989,
4090,112030221,Fallow land comissions,1999,
4091,112030221,Fallow land comissions,2009,
4092,112030221,Fallow land comissions,2019,
4093,112030221,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4094,112030221,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4095,112030221,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4096,112030221,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4097,112030224,Natural person (sole holder),1989,278
4098,112030224,Natural person (sole holder),1999,217
4099,112030224,Natural person (sole holder),2009,147
4100,112030224,Natural person (sole holder),2019,128
4101,112030224,Group of natural persons (group holding),1989,
4102,112030224,Group of natural persons (group holding),1999,
4103,112030224,Group of natural persons (group holding),2009,
4104,112030224,Group of natural persons (group holding),2019,81
4105,112030224,Fallow land comissions,1989,
4106,112030224,Fallow land comissions,1999,
4107,112030224,Fallow land comissions,2009,
4108,112030224,Fallow land comissions,2019,
4109,112030224,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4110,112030224,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4111,112030224,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4112,112030224,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4113,112030228,Natural person (sole holder),1989,468
4114,112030228,Natural person (sole holder),1999,435
4115,112030228,Natural person (sole holder),2009,397
4116,112030228,Natural person (sole holder),2019,286
4117,112030228,Group of natural persons (group holding),1989,24
4118,112030228,Group of natural persons (group holding),1999,29
4119,112030228,Group of natural persons (group holding),2009,116
4120,112030228,Group of natural persons (group holding),2019,191
4121,112030228,Fallow land comissions,1989,
4122,112030228,Fallow land comissions,1999,
4123,112030228,Fallow land comissions,2009,
4124,112030228,Fallow land comissions,2019,
4125,112030228,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4126,112030228,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4127,112030228,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4128,112030228,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4129,112030234,Natural person (sole holder),1989,151
4130,112030234,Natural person (sole holder),1999,134
4131,112030234,Natural person (sole holder),2009,153
4132,112030234,Natural person (sole holder),2019,41
4133,112030234,Group of natural persons (group holding),1989,
4134,112030234,Group of natural persons (group holding),1999,
4135,112030234,Group of natural persons (group holding),2009,15
4136,112030234,Group of natural persons (group holding),2019,57
4137,112030234,Fallow land comissions,1989,
4138,112030234,Fallow land comissions,1999,
4139,112030234,Fallow land comissions,2009,
4140,112030234,Fallow land comissions,2019,
4141,112030234,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4142,112030234,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4143,112030234,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4144,112030234,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4145,112030235,Natural person (sole holder),1989,246
4146,112030235,Natural person (sole holder),1999,189
4147,112030235,Natural person (sole holder),2009,139
4148,112030235,Natural person (sole holder),2019,126
4149,112030235,Group of natural persons (group holding),1989,
4150,112030235,Group of natural persons (group holding),1999,0
4151,112030235,Group of natural persons (group holding),2009,0
4152,112030235,Group of natural persons (group holding),2019,0
4153,112030235,Fallow land comissions,1989,
4154,112030235,Fallow land comissions,1999,
4155,112030235,Fallow land comissions,2009,
4156,112030235,Fallow land comissions,2019,
4157,112030235,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4158,112030235,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4159,112030235,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4160,112030235,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4161,112030268,Natural person (sole holder),1989,47
4162,112030268,Natural person (sole holder),1999,92
4163,112030268,Natural person (sole holder),2009,51
4164,112030268,Natural person (sole holder),2019,16
4165,112030268,Group of natural persons (group holding),1989,
4166,112030268,Group of natural persons (group holding),1999,
4167,112030268,Group of natural persons (group holding),2009,
4168,112030268,Group of natural persons (group holding),2019,
4169,112030268,Fallow land comissions,1989,
4170,112030268,Fallow land comissions,1999,
4171,112030268,Fallow land comissions,2009,
4172,112030268,Fallow land comissions,2019,
4173,112030268,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4174,112030268,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4175,112030268,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4176,112030268,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4177,112030272,Natural person (sole holder),1989,47
4178,112030272,Natural person (sole holder),1999,55
4179,112030272,Natural person (sole holder),2009,59
4180,112030272,Natural person (sole holder),2019,16
4181,112030272,Group of natural persons (group holding),1989,
4182,112030272,Group of natural persons (group holding),1999,
4183,112030272,Group of natural persons (group holding),2009,
4184,112030272,Group of natural persons (group holding),2019,
4185,112030272,Fallow land comissions,1989,
4186,112030272,Fallow land comissions,1999,
4187,112030272,Fallow land comissions,2009,
4188,112030272,Fallow land comissions,2019,
4189,112030272,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4190,112030272,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4191,112030272,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4192,112030272,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4193,112030237,Natural person (sole holder),1989,173
4194,112030237,Natural person (sole holder),1999,125
4195,112030237,Natural person (sole holder),2009,115
4196,112030237,Natural person (sole holder),2019,65
4197,112030237,Group of natural persons (group holding),1989,
4198,112030237,Group of natural persons (group holding),1999,
4199,112030237,Group of natural persons (group holding),2009,
4200,112030237,Group of natural persons (group holding),2019,25
4201,112030237,Fallow land comissions,1989,
4202,112030237,Fallow land comissions,1999,
4203,112030237,Fallow land comissions,2009,
4204,112030237,Fallow land comissions,2019,
4205,112030237,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4206,112030237,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4207,112030237,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4208,112030237,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4209,112030242,Natural person (sole holder),1989,115
4210,112030242,Natural person (sole holder),1999,90
4211,112030242,Natural person (sole holder),2009,56
4212,112030242,Natural person (sole holder),2019,42
4213,112030242,Group of natural persons (group holding),1989,38
4214,112030242,Group of natural persons (group holding),1999,32
4215,112030242,Group of natural persons (group holding),2009,
4216,112030242,Group of natural persons (group holding),2019,
4217,112030242,Fallow land comissions,1989,
4218,112030242,Fallow land comissions,1999,
4219,112030242,Fallow land comissions,2009,
4220,112030242,Fallow land comissions,2019,
4221,112030242,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4222,112030242,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4223,112030242,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4224,112030242,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4225,112030243,Natural person (sole holder),1989,237
4226,112030243,Natural person (sole holder),1999,197
4227,112030243,Natural person (sole holder),2009,181
4228,112030243,Natural person (sole holder),2019,111
4229,112030243,Group of natural persons (group holding),1989,
4230,112030243,Group of natural persons (group holding),1999,
4231,112030243,Group of natural persons (group holding),2009,
4232,112030243,Group of natural persons (group holding),2019,46
4233,112030243,Fallow land comissions,1989,
4234,112030243,Fallow land comissions,1999,
4235,112030243,Fallow land comissions,2009,
4236,112030243,Fallow land comissions,2019,
4237,112030243,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4238,112030243,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4239,112030243,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,1
4240,112030243,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,1
4241,112030244,Natural person (sole holder),1989,566
4242,112030244,Natural person (sole holder),1999,462
4243,112030244,Natural person (sole holder),2009,457
4244,112030244,Natural person (sole holder),2019,406
4245,112030244,Group of natural persons (group holding),1989,
4246,112030244,Group of natural persons (group holding),1999,13
4247,112030244,Group of natural persons (group holding),2009,27
4248,112030244,Group of natural persons (group holding),2019,65
4249,112030244,Fallow land comissions,1989,
4250,112030244,Fallow land comissions,1999,
4251,112030244,Fallow land comissions,2009,
4252,112030244,Fallow land comissions,2019,
4253,112030244,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4254,112030244,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4255,112030244,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4256,112030244,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4257,112030245,Natural person (sole holder),1989,164
4258,112030245,Natural person (sole holder),1999,92
4259,112030245,Natural person (sole holder),2009,72
4260,112030245,Natural person (sole holder),2019,36
4261,112030245,Group of natural persons (group holding),1989,
4262,112030245,Group of natural persons (group holding),1999,80
4263,112030245,Group of natural persons (group holding),2009,195
4264,112030245,Group of natural persons (group holding),2019,219
4265,112030245,Fallow land comissions,1989,
4266,112030245,Fallow land comissions,1999,
4267,112030245,Fallow land comissions,2009,
4268,112030245,Fallow land comissions,2019,
4269,112030245,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4270,112030245,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4271,112030245,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4272,112030245,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4273,112030247,Natural person (sole holder),1989,214
4274,112030247,Natural person (sole holder),1999,136
4275,112030247,Natural person (sole holder),2009,94
4276,112030247,Natural person (sole holder),2019,80
4277,112030247,Group of natural persons (group holding),1989,
4278,112030247,Group of natural persons (group holding),1999,
4279,112030247,Group of natural persons (group holding),2009,
4280,112030247,Group of natural persons (group holding),2019,0
4281,112030247,Fallow land comissions,1989,
4282,112030247,Fallow land comissions,1999,
4283,112030247,Fallow land comissions,2009,
4284,112030247,Fallow land comissions,2019,
4285,112030247,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4286,112030247,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4287,112030247,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4288,112030247,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4289,112030252,Natural person (sole holder),1989,126
4290,112030252,Natural person (sole holder),1999,76
4291,112030252,Natural person (sole holder),2009,117
4292,112030252,Natural person (sole holder),2019,49
4293,112030252,Group of natural persons (group holding),1989,25
4294,112030252,Group of natural persons (group holding),1999,21
4295,112030252,Group of natural persons (group holding),2009,0
4296,112030252,Group of natural persons (group holding),2019,47
4297,112030252,Fallow land comissions,1989,
4298,112030252,Fallow land comissions,1999,
4299,112030252,Fallow land comissions,2009,
4300,112030252,Fallow land comissions,2019,
4301,112030252,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4302,112030252,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4303,112030252,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4304,112030252,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4305,112030254,Natural person (sole holder),1989,196
4306,112030254,Natural person (sole holder),1999,128
4307,112030254,Natural person (sole holder),2009,96
4308,112030254,Natural person (sole holder),2019,49
4309,112030254,Group of natural persons (group holding),1989,
4310,112030254,Group of natural persons (group holding),1999,
4311,112030254,Group of natural persons (group holding),2009,10
4312,112030254,Group of natural persons (group holding),2019,19
4313,112030254,Fallow land comissions,1989,
4314,112030254,Fallow land comissions,1999,
4315,112030254,Fallow land comissions,2009,
4316,112030254,Fallow land comissions,2019,
4317,112030254,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4318,112030254,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4319,112030254,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4320,112030254,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4321,112030255,Natural person (sole holder),1989,252
4322,112030255,Natural person (sole holder),1999,125
4323,112030255,Natural person (sole holder),2009,111
4324,112030255,Natural person (sole holder),2019,116
4325,112030255,Group of natural persons (group holding),1989,
4326,112030255,Group of natural persons (group holding),1999,
4327,112030255,Group of natural persons (group holding),2009,
4328,112030255,Group of natural persons (group holding),2019,1
4329,112030255,Fallow land comissions,1989,
4330,112030255,Fallow land comissions,1999,
4331,112030255,Fallow land comissions,2009,
4332,112030255,Fallow land comissions,2019,
4333,112030255,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4334,112030255,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4335,112030255,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4336,112030255,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4337,112030256,Natural person (sole holder),1989,206
4338,112030256,Natural person (sole holder),1999,166
4339,112030256,Natural person (sole holder),2009,112
4340,112030256,Natural person (sole holder),2019,98
4341,112030256,Group of natural persons (group holding),1989,
4342,112030256,Group of natural persons (group holding),1999,
4343,112030256,Group of natural persons (group holding),2009,
4344,112030256,Group of natural persons (group holding),2019,36
4345,112030256,Fallow land comissions,1989,
4346,112030256,Fallow land comissions,1999,
4347,112030256,Fallow land comissions,2009,
4348,112030256,Fallow land comissions,2019,
4349,112030256,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
4350,112030256,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
4351,112030256,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
4352,112030256,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
4353,112030257,Natural person (sole holder),1989,221
4354,112030257,Natural person (sole holder),1999,240
4355,112030257,Natural person (sole holder),2009,318
4356,112030257,Natural person (sole holder),2019,164
4357,112030257,Group of natural persons (group holding),1989,9
4358,112030257,Group of natural persons (group holding),1999,6
4359,112030257,Group of natural persons (group holding),2009,20
4360,112030257,Group of natural persons (group holding),2019,99
4361,112030257,Fallow land comissions,1989,
4362,112030257,Fallow land comissions,1999,
4363,112030257,Fallow land comissions,2009,
4364,112030257,Fallow land comissions,2019,
