primary_key,codes,legal_form,year,area_ha
496,111160155,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
497,111160156,Natural person (sole holder),1989,208
498,111160156,Natural person (sole holder),1999,249
499,111160156,Natural person (sole holder),2009,163
500,111160156,Natural person (sole holder),2019,130
501,111160156,Group of natural persons (group holding),1989,
502,111160156,Group of natural persons (group holding),1999,
503,111160156,Group of natural persons (group holding),2009,
504,111160156,Group of natural persons (group holding),2019,7
505,111160156,Fallow land comissions,1989,280
506,111160156,Fallow land comissions,1999,9
507,111160156,Fallow land comissions,2009,
508,111160156,Fallow land comissions,2019,500
509,111160156,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
510,111160156,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,1
511,111160156,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
512,111160156,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
513,111160157,Natural person (sole holder),1989,197
514,111160157,Natural person (sole holder),1999,127
515,111160157,Natural person (sole holder),2009,92
516,111160157,Natural person (sole holder),2019,108
517,111160157,Group of natural persons (group holding),1989,
518,111160157,Group of natural persons (group holding),1999,
519,111160157,Group of natural persons (group holding),2009,
520,111160157,Group of natural persons (group holding),2019,1
521,111160157,Fallow land comissions,1989,60
522,111160157,Fallow land comissions,1999,
523,111160157,Fallow land comissions,2009,
524,111160157,Fallow land comissions,2019,
525,111160157,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
526,111160157,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
527,111160157,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
528,111160157,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
529,111160158,Natural person (sole holder),1989,298
530,111160158,Natural person (sole holder),1999,148
531,111160158,Natural person (sole holder),2009,105
532,111160158,Natural person (sole holder),2019,104
533,111160158,Group of natural persons (group holding),1989,14
534,111160158,Group of natural persons (group holding),1999,23
535,111160158,Group of natural persons (group holding),2009,6
536,111160158,Group of natural persons (group holding),2019,7
537,111160158,Fallow land comissions,1989,18
538,111160158,Fallow land comissions,1999,
539,111160158,Fallow land comissions,2009,
540,111160158,Fallow land comissions,2019,
541,111160158,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
542,111160158,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
543,111160158,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
544,111160158,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
545,111160159,Natural person (sole holder),1989,181
546,111160159,Natural person (sole holder),1999,122
547,111160159,Natural person (sole holder),2009,93
548,111160159,Natural person (sole holder),2019,107
549,111160159,Group of natural persons (group holding),1989,
550,111160159,Group of natural persons (group holding),1999,
551,111160159,Group of natural persons (group holding),2009,32
552,111160159,Group of natural persons (group holding),2019,9
553,111160159,Fallow land comissions,1989,30
554,111160159,Fallow land comissions,1999,82
555,111160159,Fallow land comissions,2009,90
556,111160159,Fallow land comissions,2019,39
557,111160159,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,1
558,111160159,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
559,111160159,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
560,111160159,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
561,111160160,Natural person (sole holder),1989,184
562,111160160,Natural person (sole holder),1999,100
563,111160160,Natural person (sole holder),2009,93
564,111160160,Natural person (sole holder),2019,56
565,111160160,Group of natural persons (group holding),1989,
566,111160160,Group of natural persons (group holding),1999,
567,111160160,Group of natural persons (group holding),2009,
568,111160160,Group of natural persons (group holding),2019,
569,111160160,Fallow land comissions,1989,22
570,111160160,Fallow land comissions,1999,127
571,111160160,Fallow land comissions,2009,190
572,111160160,Fallow land comissions,2019,77
573,111160160,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
574,111160160,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
575,111160160,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
576,111160160,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
577,111160161,Natural person (sole holder),1989,339
578,111160161,Natural person (sole holder),1999,145
579,111160161,Natural person (sole holder),2009,112
580,111160161,Natural person (sole holder),2019,83
581,111160161,Group of natural persons (group holding),1989,
582,111160161,Group of natural persons (group holding),1999,
583,111160161,Group of natural persons (group holding),2009,
584,111160161,Group of natural persons (group holding),2019,9
585,111160161,Fallow land comissions,1989,200
586,111160161,Fallow land comissions,1999,735
587,111160161,Fallow land comissions,2009,841
588,111160161,Fallow land comissions,2019,1566
589,111160161,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
590,111160161,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
591,111160161,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,7
592,111160161,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
593,111160162,Natural person (sole holder),1989,164
594,111160162,Natural person (sole holder),1999,140
595,111160162,Natural person (sole holder),2009,108
596,111160162,Natural person (sole holder),2019,104
597,111160162,Group of natural persons (group holding),1989,
598,111160162,Group of natural persons (group holding),1999,
599,111160162,Group of natural persons (group holding),2009,
600,111160162,Group of natural persons (group holding),2019,2
601,111160162,Fallow land comissions,1989,10
602,111160162,Fallow land comissions,1999,
603,111160162,Fallow land comissions,2009,
604,111160162,Fallow land comissions,2019,34
605,111160162,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
606,111160162,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
607,111160162,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
608,111160162,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
609,111160163,Natural person (sole holder),1989,348
610,111160163,Natural person (sole holder),1999,239
611,111160163,Natural person (sole holder),2009,171
612,111160163,Natural person (sole holder),2019,130
613,111160163,Group of natural persons (group holding),1989,
614,111160163,Group of natural persons (group holding),1999,
615,111160163,Group of natural persons (group holding),2009,
616,111160163,Group of natural persons (group holding),2019,
617,111160163,Fallow land comissions,1989,10
618,111160163,Fallow land comissions,1999,67
619,111160163,Fallow land comissions,2009,39
620,111160163,Fallow land comissions,2019,29
621,111160163,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
