primary_key,codes,Temp_crop,year,area_ha
12919,200470108,Total,2009,0
12920,200470108,Total,2019,4
12921,200470109,Total,1989,112
12922,200470109,Total,1999,112
12923,200470109,Total,2009,101
12924,200470109,Total,2019,79
12925,200470110,Total,1989,88
12926,200470110,Total,1999,26
12927,200470110,Total,2009,29
12928,200470110,Total,2019,26
12929,200470111,Total,1989,95
12930,200470111,Total,1999,52
12931,200470111,Total,2009,17
12932,200470111,Total,2019,5
12933,200470112,Total,1989,153
12934,200470112,Total,1999,55
12935,200470112,Total,2009,48
12936,200470112,Total,2019,48
12937,200470113,Total,1989,145
12938,200470113,Total,1999,71
12939,200470113,Total,2009,69
12940,200470113,Total,2019,151
12941,2004201,Total,1989,719
12942,2004201,Total,1999,646
12943,2004201,Total,2009,962
12944,2004201,Total,2019,1820
12945,200420101,Total,1989,277
12946,200420101,Total,1999,233
12947,200420101,Total,2009,275
12948,200420101,Total,2019,582
12949,200420102,Total,1989,115
12950,200420102,Total,1999,69
12951,200420102,Total,2009,187
12952,200420102,Total,2019,314
12953,200420103,Total,1989,48
12954,200420103,Total,1999,62
12955,200420103,Total,2009,36
12956,200420103,Total,2019,100
12957,200420104,Total,1989,233
12958,200420104,Total,1999,255
12959,200420104,Total,2009,436
12960,200420104,Total,2019,817
12961,200420105,Total,1989,47
12962,200420105,Total,1999,28
12963,200420105,Total,2009,28
12964,200420105,Total,2019,6
12965,2004801,Total,1989,213
12966,2004801,Total,1999,94
12967,2004801,Total,2009,33
12968,2004801,Total,2019,275
12969,200480101,Total,1989,47
12970,200480101,Total,1999,22
12971,200480101,Total,2009,7
12972,200480101,Total,2019,16
12973,200480102,Total,1989,22
12974,200480102,Total,1999,10
12975,200480102,Total,2009,3
12976,200480102,Total,2019,3
12977,200480103,Total,1989,24
12978,200480103,Total,1999,11
12979,200480103,Total,2009,8
12980,200480103,Total,2019,66
12981,200480104,Total,1989,29
12982,200480104,Total,1999,13
12983,200480104,Total,2009,4
12984,200480104,Total,2019,71
12985,200480105,Total,1989,52
12986,200480105,Total,1999,26
12987,200480105,Total,2009,5
12988,200480105,Total,2019,71
12989,200480106,Total,1989,31
12990,200480106,Total,1999,7
12991,200480106,Total,2009,1
12992,200480106,Total,2019,41
12993,200480107,Total,1989,9
12994,200480107,Total,1999,4
12995,200480107,Total,2009,4
12996,200480107,Total,2019,8
12997,2004601,Total,1989,989
12998,2004601,Total,1999,790
12999,2004601,Total,2009,478
13000,2004601,Total,2019,755
13001,200460101,Total,1989,130
13002,200460101,Total,1999,87
13003,200460101,Total,2009,33
13004,200460101,Total,2019,55
13005,200460102,Total,1989,269
13006,200460102,Total,1999,261
13007,200460102,Total,2009,130
13008,200460102,Total,2019,292
13009,200460103,Total,1989,269
13010,200460103,Total,1999,151
13011,200460103,Total,2009,124
13012,200460103,Total,2019,145
13013,200460104,Total,1989,133
13014,200460104,Total,1999,151
13015,200460104,Total,2009,89
13016,200460104,Total,2019,91
13017,200460105,Total,1989,62
13018,200460105,Total,1999,87
13019,200460105,Total,2009,87
13020,200460105,Total,2019,33
13021,200460106,Total,1989,127
13022,200460106,Total,1999,51
13023,200460106,Total,2009,15
13024,200460106,Total,2019,138
13025,2004602,Total,1989,704
13026,2004602,Total,1999,701
13027,2004602,Total,2009,337
13028,2004602,Total,2019,494
13029,200460201,Total,1989,57
13030,200460201,Total,1999,53
13031,200460201,Total,2009,22
13032,200460201,Total,2019,41
13033,200460202,Total,1989,118
13034,200460202,Total,1999,118
13035,200460202,Total,2009,48
13036,200460202,Total,2019,92
13037,200460203,Total,1989,138
13038,200460203,Total,1999,143
13039,200460203,Total,2009,89
13040,200460203,Total,2019,123
13041,200460204,Total,1989,177
13042,200460204,Total,1999,156
13043,200460204,Total,2009,88
13044,200460204,Total,2019,95
13045,200460205,Total,1989,106
13046,200460205,Total,1999,103
13047,200460205,Total,2009,54
13048,200460205,Total,2019,44
13049,200460206,Total,1989,108
13050,200460206,Total,1999,127
13051,200460206,Total,2009,37
13052,200460206,Total,2019,99
13053,2004202,Total,1989,866
13054,2004202,Total,1999,529
13055,2004202,Total,2009,753
13056,2004202,Total,2019,2077
13057,200420201,Total,1989,136
13058,200420201,Total,1999,89
13059,200420201,Total,2009,173
13060,200420201,Total,2019,336
13061,200420202,Total,1989,127
13062,200420202,Total,1999,69
13063,200420202,Total,2009,173
13064,200420202,Total,2019,607
13065,200420208,Total,1989,
13066,200420208,Total,1999,
13067,200420208,Total,2009,6
13068,200420208,Total,2019,103
13069,200420203,Total,1989,149
13070,200420203,Total,1999,66
13071,200420203,Total,2009,57
13072,200420203,Total,2019,115
13073,200420204,Total,1989,104
13074,200420204,Total,1999,77
13075,200420204,Total,2009,110
13076,200420204,Total,2019,100
13077,200420206,Total,1989,79
13078,200420206,Total,1999,55
13079,200420206,Total,2009,95
13080,200420206,Total,2019,202
13081,200420207,Total,1989,71
13082,200420207,Total,1999,44
13083,200420207,Total,2009,58
13084,200420207,Total,2019,196
13085,200420209,Total,1989,
13086,200420209,Total,1999,
13087,200420209,Total,2009,38
13088,200420209,Total,2019,169
13089,200420210,Total,1989,
13090,200420210,Total,1999,
13091,200420210,Total,2009,43
13092,200420210,Total,2019,247
13093,2004203,Total,1989,2759
13094,2004203,Total,1999,2687
13095,2004203,Total,2009,5099
13096,2004203,Total,2019,8930
13097,200420323,Total,1989,
13098,200420323,Total,1999,
13099,200420323,Total,2009,85
13100,200420323,Total,2019,293
13101,200420301,Total,1989,222
13102,200420301,Total,1999,218
13103,200420301,Total,2009,698
13104,200420301,Total,2019,2017
13105,200420303,Total,1989,96
13106,200420303,Total,1999,110
13107,200420303,Total,2009,292
13108,200420303,Total,2019,266
13109,200420304,Total,1989,198
13110,200420304,Total,1999,204
13111,200420304,Total,2009,384
13112,200420304,Total,2019,802
13113,200420305,Total,1989,26
13114,200420305,Total,1999,102
13115,200420305,Total,2009,378
13116,200420305,Total,2019,372
13117,200420306,Total,1989,137
13118,200420306,Total,1999,24
13119,200420306,Total,2009,36
13120,200420306,Total,2019,32
13121,200420307,Total,1989,140
13122,200420307,Total,1999,163
13123,200420307,Total,2009,257
13124,200420307,Total,2019,508
13125,200420308,Total,1989,296
13126,200420308,Total,1999,108
13127,200420308,Total,2009,159
13128,200420308,Total,2019,261
13129,200420309,Total,1989,135
13130,200420309,Total,1999,184
13131,200420309,Total,2009,563
13132,200420309,Total,2019,1020
13133,200420310,Total,1989,108
13134,200420310,Total,1999,157
13135,200420310,Total,2009,269
13136,200420310,Total,2019,395
13137,200420311,Total,1989,63
13138,200420311,Total,1999,70
13139,200420311,Total,2009,130
13140,200420311,Total,2019,351
13141,200420324,Total,1989,
13142,200420324,Total,1999,
13143,200420324,Total,2009,208
13144,200420324,Total,2019,289
13145,200420313,Total,1989,111
13146,200420313,Total,1999,28
13147,200420313,Total,2009,51
13148,200420313,Total,2019,6
13149,200420314,Total,1989,130
13150,200420314,Total,1999,17
13151,200420314,Total,2009,22
13152,200420314,Total,2019,1
13153,200420312,Total,1989,15
13154,200420312,Total,1999,5
13155,200420312,Total,2009,58
13156,200420312,Total,2019,8
13157,200420315,Total,1989,247
13158,200420315,Total,1999,79
13159,200420315,Total,2009,278
13160,200420315,Total,2019,627
13161,200420316,Total,1989,50
13162,200420316,Total,1999,156
13163,200420316,Total,2009,128
13164,200420316,Total,2019,108
13165,200420317,Total,1989,22
13166,200420317,Total,1999,75
13167,200420317,Total,2009,83
13168,200420317,Total,2019,167
13169,200420318,Total,1989,76
13170,200420318,Total,1999,80
13171,200420318,Total,2009,72
13172,200420318,Total,2019,109
13173,200420319,Total,1989,194
13174,200420319,Total,1999,204
13175,200420319,Total,2009,208
13176,200420319,Total,2019,309
13177,200420325,Total,1989,
13178,200420325,Total,1999,
13179,200420325,Total,2009,0
13180,200420325,Total,2019,9
13181,200420320,Total,1989,88
13182,200420320,Total,1999,261
13183,200420320,Total,2009,317
13184,200420320,Total,2019,288
13185,200420321,Total,1989,54
13186,200420321,Total,1999,182
13187,200420321,Total,2009,379
13188,200420321,Total,2019,575
13189,200420322,Total,1989,155
13190,200420322,Total,1999,35
13191,200420322,Total,2009,44
13192,200420322,Total,2019,115
13193,2004204,Total,1989,466
13194,2004204,Total,1999,501
13195,2004204,Total,2009,1095
13196,2004204,Total,2019,1165
13197,200420401,Total,1989,72
13198,200420401,Total,1999,83
13199,200420401,Total,2009,170
13200,200420401,Total,2019,149
13201,200420402,Total,1989,60
13202,200420402,Total,1999,69
13203,200420402,Total,2009,224
13204,200420402,Total,2019,274
13205,200420403,Total,1989,83
13206,200420403,Total,1999,132
13207,200420403,Total,2009,369
13208,200420403,Total,2019,486
13209,200420404,Total,1989,144
13210,200420404,Total,1999,37
13211,200420404,Total,2009,107
13212,200420404,Total,2019,115
13213,200420405,Total,1989,92
13214,200420405,Total,1999,165
13215,200420405,Total,2009,224
13216,200420405,Total,2019,140
13217,200420406,Total,1989,16
13218,200420406,Total,1999,15
13219,200420406,Total,2009,2
13220,200420406,Total,2019,1
13221,2004205,Total,1989,2340
13222,2004205,Total,1999,2498
13223,2004205,Total,2009,4095
13224,2004205,Total,2019,6987
13225,200420501,Total,1989,67
13226,200420501,Total,1999,76
13227,200420501,Total,2009,62
13228,200420501,Total,2019,217
13229,200420502,Total,1989,66
13230,200420502,Total,1999,194
13231,200420502,Total,2009,329
13232,200420502,Total,2019,687
13233,200420503,Total,1989,238
13234,200420503,Total,1999,239
13235,200420503,Total,2009,597
13236,200420503,Total,2019,1274
13237,200420504,Total,1989,182
13238,200420504,Total,1999,178
13239,200420504,Total,2009,202
13240,200420504,Total,2019,177
13241,200420505,Total,1989,183
13242,200420505,Total,1999,382
13243,200420505,Total,2009,519
13244,200420505,Total,2019,1158
13245,200420506,Total,1989,149
13246,200420506,Total,1999,110
13247,200420506,Total,2009,195
13248,200420506,Total,2019,271
13249,200420507,Total,1989,90
13250,200420507,Total,1999,144
13251,200420507,Total,2009,133
13252,200420507,Total,2019,83
13253,200420508,Total,1989,366
13254,200420508,Total,1999,285
13255,200420508,Total,2009,335
13256,200420508,Total,2019,693
13257,200420509,Total,1989,89
13258,200420509,Total,1999,87
13259,200420509,Total,2009,214
13260,200420509,Total,2019,458
13261,200420510,Total,1989,305
13262,200420510,Total,1999,97
13263,200420510,Total,2009,245
13264,200420510,Total,2019,275
13265,200420511,Total,1989,249
13266,200420511,Total,1999,220
13267,200420511,Total,2009,390
13268,200420511,Total,2019,255
13269,200420512,Total,1989,161
13270,200420512,Total,1999,229
13271,200420512,Total,2009,374
13272,200420512,Total,2019,520
13273,200420513,Total,1989,140
13274,200420513,Total,1999,127
13275,200420513,Total,2009,306
13276,200420513,Total,2019,526
13277,200420514,Total,1989,56
13278,200420514,Total,1999,129
13279,200420514,Total,2009,195
13280,200420514,Total,2019,394
13281,2004401,Total,1989,1174
13282,2004401,Total,1999,853
13283,2004401,Total,2009,507
13284,2004401,Total,2019,1024
13285,200440101,Total,1989,500
13286,200440101,Total,1999,376
13287,200440101,Total,2009,153
13288,200440101,Total,2019,363
13289,200440102,Total,1989,188
13290,200440102,Total,1999,121
13291,200440102,Total,2009,29
13292,200440102,Total,2019,104
13293,200440104,Total,1989,277
13294,200440104,Total,1999,151
13295,200440104,Total,2009,137
13296,200440104,Total,2019,333
13297,200440103,Total,1989,208
13298,200440103,Total,1999,205
13299,200440103,Total,2009,188
13300,200440103,Total,2019,224
13301,2004802,Total,1989,275
13302,2004802,Total,1999,104
13303,2004802,Total,2009,57
13304,2004802,Total,2019,215
13305,200480201,Total,1989,17
13306,200480201,Total,1999,9
13307,200480201,Total,2009,9
13308,200480201,Total,2019,14
13309,200480202,Total,1989,34
13310,200480202,Total,1999,17
13311,200480202,Total,2009,7
13312,200480202,Total,2019,28
13313,200480203,Total,1989,78
13314,200480203,Total,1999,24
13315,200480203,Total,2009,12
13316,200480203,Total,2019,75
13317,200480204,Total,1989,146
13318,200480204,Total,1999,55
13319,200480204,Total,2009,29
13320,200480204,Total,2019,99
13321,2004603,Total,1989,444
13322,2004603,Total,1999,353
13323,2004603,Total,2009,214
13324,2004603,Total,2019,422
13325,200460301,Total,1989,151
13326,200460301,Total,1999,131
13327,200460301,Total,2009,73
13328,200460301,Total,2019,168
13329,200460302,Total,1989,75
13330,200460302,Total,1999,63
13331,200460302,Total,2009,20
13332,200460302,Total,2019,29
13333,200460303,Total,1989,56
13334,200460303,Total,1999,45
13335,200460303,Total,2009,71
13336,200460303,Total,2019,36
13337,200460304,Total,1989,62
13338,200460304,Total,1999,32
13339,200460304,Total,2009,23
13340,200460304,Total,2019,74
13341,200460305,Total,1989,100
13342,200460305,Total,1999,81
13343,200460305,Total,2009,28
13344,200460305,Total,2019,114
13345,2004502,Total,1989,921
13346,2004502,Total,1999,479
13347,2004502,Total,2009,134
13348,2004502,Total,2019,343
13349,200450201,Total,1989,47
13350,200450201,Total,1999,25
13351,200450201,Total,2009,7
13352,200450201,Total,2019,20
13353,200450202,Total,1989,163
13354,200450202,Total,1999,21
13355,200450202,Total,2009,10
13356,200450202,Total,2019,26
13357,200450203,Total,1989,65
13358,200450203,Total,1999,136
13359,200450203,Total,2009,33
13360,200450203,Total,2019,93
13361,200450204,Total,1989,228
13362,200450204,Total,1999,115
13363,200450204,Total,2009,39
13364,200450204,Total,2019,103
13365,200450205,Total,1989,331
13366,200450205,Total,1999,71
13367,200450205,Total,2009,18
13368,200450205,Total,2019,39
13369,200450206,Total,1989,87
13370,200450206,Total,1999,112
13371,200450206,Total,2009,27
13372,200450206,Total,2019,62
13373,2004302,Total,1989,1648
13374,2004302,Total,1999,1379
13375,2004302,Total,2009,2141
13376,2004302,Total,2019,5498
13377,200430201,Total,1989,210
13378,200430201,Total,1999,191
13379,200430201,Total,2009,153
13380,200430201,Total,2019,569
13381,200430202,Total,1989,151
13382,200430202,Total,1999,83
13383,200430202,Total,2009,245
13384,200430202,Total,2019,157
13385,200430203,Total,1989,118
13386,200430203,Total,1999,66
13387,200430203,Total,2009,122
13388,200430203,Total,2019,240
13389,200430204,Total,1989,145
13390,200430204,Total,1999,125
13391,200430204,Total,2009,216
13392,200430204,Total,2019,302
13393,200430205,Total,1989,170
13394,200430205,Total,1999,180
13395,200430205,Total,2009,395
13396,200430205,Total,2019,899
13397,200430206,Total,1989,171
13398,200430206,Total,1999,99
13399,200430206,Total,2009,94
13400,200430206,Total,2019,440
13401,200430211,Total,1989,
13402,200430211,Total,1999,
13403,200430211,Total,2009,15
13404,200430211,Total,2019,141
13405,200430207,Total,1989,105
13406,200430207,Total,1999,341
13407,200430207,Total,2009,421
13408,200430207,Total,2019,1166
13409,200430208,Total,1989,267
13410,200430208,Total,1999,85
13411,200430208,Total,2009,187
13412,200430208,Total,2019,542
13413,200430209,Total,1989,86
13414,200430209,Total,1999,72
13415,200430209,Total,2009,127
13416,200430209,Total,2019,354
13417,200430210,Total,1989,226
13418,200430210,Total,1999,136
13419,200430210,Total,2009,166
13420,200430210,Total,2019,687
13421,2004101,Total,1989,448
13422,2004101,Total,1999,196
13423,2004101,Total,2009,224
13424,2004101,Total,2019,406
13425,200410101,Total,1989,59
13426,200410101,Total,1999,24
13427,200410101,Total,2009,5
13428,200410101,Total,2019,31
13429,200410102,Total,1989,110
13430,200410102,Total,1999,31
13431,200410102,Total,2009,7
13432,200410102,Total,2019,46
13433,200410103,Total,1989,90
13434,200410103,Total,1999,31
13435,200410103,Total,2009,63
13436,200410103,Total,2019,97
13437,200410104,Total,1989,131
13438,200410104,Total,1999,64
13439,200410104,Total,2009,8
13440,200410104,Total,2019,59
13441,200410105,Total,1989,58
13442,200410105,Total,1999,45
13443,200410105,Total,2009,140
13444,200410105,Total,2019,172
13445,2004206,Total,1989,579
13446,2004206,Total,1999,666
13447,2004206,Total,2009,968
13448,2004206,Total,2019,1209
13449,200420601,Total,1989,121
13450,200420601,Total,1999,161
13451,200420601,Total,2009,178
13452,200420601,Total,2019,111
13453,200420602,Total,1989,266
13454,200420602,Total,1999,253
13455,200420602,Total,2009,429
13456,200420602,Total,2019,609
13457,200420603,Total,1989,120
13458,200420603,Total,1999,39
13459,200420603,Total,2009,80
13460,200420603,Total,2019,220
13461,200420606,Total,1989,
13462,200420606,Total,1999,
13463,200420606,Total,2009,66
13464,200420606,Total,2019,175
13465,200420604,Total,1989,19
13466,200420604,Total,1999,176
13467,200420604,Total,2009,183
13468,200420604,Total,2019,85
13469,200420605,Total,1989,53
13470,200420605,Total,1999,37
13471,200420605,Total,2009,33
13472,200420605,Total,2019,9
13473,3,Total,1989,4580
13474,3,Total,1999,3565
13475,3,Total,2009,2901
13476,3,Total,2019,2085
13477,30,Total,1989,4580
13478,30,Total,1999,3565
13479,30,Total,2009,2901
13480,30,Total,2019,2085
13481,300,Total,1989,4580
13482,300,Total,1999,3565
13483,300,Total,2009,2901
