primary_key,codes,year_,avr_value_per_ha
2339,11B1703,2009,"1222,6"
2340,11B1703,2019,"1592,5"
2341,11B170301,1999,"802,8"
2342,11B170301,2009,"1097,9"
2343,11B170301,2019,"1676,6"
2344,11B170302,1999,874
2345,11B170302,2009,"1269,1"
2346,11B170302,2019,"904,9"
2347,11B170305,1999,"858,3"
2348,11B170305,2009,1167
2349,11B170305,2019,"890,9"
2350,11B170309,1999,"1107,8"
2351,11B170309,2009,1037
2352,11B170309,2019,"1113,1"
2353,11B170310,1999,"1200,4"
2354,11B170310,2009,1747
2355,11B170310,2019,"1723,7"
2356,11B170312,1999,"892,8"
2357,11B170312,2009,"863,6"
2358,11B170312,2019,"1323,6"
2359,11B170313,1999,"1200,9"
2360,11B170313,2009,"1231,5"
2361,11B170313,2019,"1893,8"
2362,11B170314,1999,"1451,7"
2363,11B170314,2009,"1145,2"
2364,11B170314,2019,"1554,1"
2365,11B170316,1999,"2053,5"
2366,11B170316,2009,"2151,9"
2367,11B170316,2019,"3428,4"
2368,11B170317,1999,"897,3"
2369,11B170317,2009,"980,7"
2370,11B170317,2019,1208
2371,11B170318,1999,"1019,4"
2372,11B170318,2009,"1278,2"
2373,11B170318,2019,"1720,2"
2374,11B170320,1999,"2101,7"
2375,11B170320,2009,"2873,3"
2376,11B170320,2019,"5072,7"
2377,11B170321,1999,874
2378,11B170321,2009,"869,9"
2379,11B170321,2019,"1166,6"
2380,11B170322,1999,"1157,4"
2381,11B170322,2009,"1766,1"
2382,11B170322,2019,"3179,4"
2383,11B170353,1999,"947,8"
2384,11B170353,2009,1025
2385,11B170353,2019,"1578,7"
2386,11B170324,1999,"1363,1"
2387,11B170324,2009,"1836,1"
2388,11B170324,2019,"915,3"
2389,11B170327,1999,"831,2"
2390,11B170327,2009,"680,2"
2391,11B170327,2019,"1095,8"
2392,11B170329,1999,"1318,2"
2393,11B170329,2009,"937,7"
2394,11B170329,2019,1220
2395,11B170350,1999,"1083,2"
2396,11B170350,2009,"1238,5"
2397,11B170350,2019,"1434,5"
2398,11B170330,1999,"899,7"
2399,11B170330,2009,820
2400,11B170330,2019,"1081,3"
2401,11B170331,1999,"1007,3"
2402,11B170331,2009,"1021,5"
2403,11B170331,2019,"3368,6"
2404,11B170333,1999,"1362,5"
2405,11B170333,2009,"1290,8"
2406,11B170333,2019,"3774,5"
2407,11B170334,1999,"915,1"
2408,11B170334,2009,923
2409,11B170334,2019,"968,9"
2410,11B170340,1999,"1151,1"
2411,11B170340,2009,"896,1"
2412,11B170340,2019,"1749,1"
2413,11B170354,1999,"1048,6"
2414,11B170354,2009,"1898,4"
2415,11B170354,2019,"1327,4"
2416,11B170355,1999,"895,3"
2417,11B170355,2009,"1271,2"
2418,11B170355,2019,"1583,9"
2419,11B170356,1999,"1154,6"
2420,11B170356,2009,"1158,9"
2421,11B170356,2019,"816,3"
2422,11B170357,1999,"1225,5"
2423,11B170357,2009,"905,6"
2424,11B170357,2019,"1820,3"
2425,11B170358,1999,"947,7"
2426,11B170358,2009,"905,5"
2427,11B170358,2019,"999,6"
2428,11B170359,1999,"900,8"
2429,11B170359,2009,"997,5"
2430,11B170359,2019,"511,6"
2431,11B170360,1999,"984,9"
2432,11B170360,2009,912
2433,11B170360,2019,"1116,3"
2434,11B170341,1999,"1941,3"
2435,11B170341,2009,"1676,4"
2436,11B170341,2019,1115
2437,11B170361,1999,"1240,4"
2438,11B170361,2009,"1645,1"
2439,11B170361,2019,"1536,7"
2440,11B170343,1999,"1199,2"
2441,11B170343,2009,"1391,3"
2442,11B170343,2019,"1868,6"
2443,11B170344,1999,"1190,1"
2444,11B170344,2009,"972,4"
2445,11B170344,2019,"3980,7"
2446,11B170345,1999,"1310,6"
2447,11B170345,2009,"1521,4"
2448,11B170345,2019,"2606,1"
2449,11B170347,1999,"918,3"
2450,11B170347,2009,"788,3"
2451,11B170347,2019,1157
2452,11B170349,1999,"1428,2"
2453,11B170349,2009,"1259,5"
2454,11B170349,2019,"1638,8"
2455,11B170348,1999,"705,5"
2456,11B170348,2009,"979,9"
2457,11B170348,2019,"1047,9"
2458,11B1706,1999,"558,1"
2459,11B1706,2009,"300,5"
2460,11B1706,2019,"584,5"
2461,11B170601,1999,"506,9"
2462,11B170601,2009,"148,5"
2463,11B170601,2019,"753,7"
2464,11B170603,1999,"686,8"
2465,11B170603,2009,"324,2"
2466,11B170603,2019,"529,9"
2467,11B170604,1999,736
2468,11B170604,2009,"664,5"
2469,11B170604,2019,"673,4"
2470,11B170607,1999,"912,8"
2471,11B170607,2009,"433,8"
2472,11B170607,2019,"549,9"
2473,11B170609,1999,"886,8"
2474,11B170609,2009,"293,3"
2475,11B170609,2019,"538,1"
2476,11B170612,1999,"530,4"
2477,11B170612,2009,"234,5"
2478,11B170612,2019,896
2479,11B170616,1999,663
2480,11B170616,2009,"574,5"
2481,11B170616,2019,"687,6"
2482,11B170618,1999,"729,1"
2483,11B170618,2009,436
2484,11B170618,2019,"621,4"
2485,11B170619,1999,"391,8"
2486,11B170619,2009,"116,7"
2487,11B170619,2019,"690,6"
2488,11B170623,1999,"402,2"
2489,11B170623,2009,"183,1"
2490,11B170623,2019,"500,5"
2491,11B170625,1999,"402,5"
2492,11B170625,2009,"221,2"
2493,11B170625,2019,548
2494,11B170626,1999,"417,8"
2495,11B170626,2009,"366,2"
2496,11B170626,2019,"702,4"
2497,11B170627,1999,"554,9"
2498,11B170627,2009,"278,7"
2499,11B170627,2019,"438,3"
2500,11B170629,1999,"562,6"
2501,11B170629,2009,"406,2"
2502,11B170629,2019,"398,2"
2503,11B170631,1999,"731,6"
2504,11B170631,2009,"305,6"
2505,11B170631,2019,"528,6"
2506,11B170632,1999,"477,9"
2507,11B170632,2009,"242,7"
2508,11B170632,2019,"382,2"
2509,11B170636,1999,"434,5"
2510,11B170636,2009,"275,4"
2511,11B170636,2019,"454,5"
2512,11B170637,1999,"549,4"
2513,11B170637,2009,"373,3"
2514,11B170637,2019,"514,3"
2515,11B170638,1999,"583,5"
2516,11B170638,2009,"332,6"
2517,11B170638,2019,"662,9"
2518,11B170639,1999,"467,4"
2519,11B170639,2009,"302,1"
2520,11B170639,2019,"425,7"
2521,11B170640,1999,"455,6"
2522,11B170640,2009,181
2523,11B170640,2019,"483,7"
2524,11B170641,1999,"442,6"
2525,11B170641,2009,"427,9"
2526,11B170641,2019,"450,4"
2527,11B170642,1999,"603,5"
2528,11B170642,2009,"789,3"
2529,11B170642,2019,"755,9"
2530,11B170643,1999,"737,1"
2531,11B170643,2009,"331,1"
2532,11B170643,2019,"564,2"
2533,11B170635,1999,"639,3"
2534,11B170635,2009,"315,6"
2535,11B170635,2019,"743,4"
2536,11B1709,1999,"1537,4"
2537,11B1709,2009,"600,2"
2538,11B1709,2019,"791,9"
2539,11B170901,1999,"1351,3"
2540,11B170901,2009,"240,2"
2541,11B170901,2019,"508,9"
2542,11B170902,1999,"1217,2"
2543,11B170902,2009,"199,8"
2544,11B170902,2019,"334,9"
2545,11B170906,1999,"1360,5"
2546,11B170906,2009,"1057,9"
2547,11B170906,2019,"483,8"
2548,11B170908,1999,"1508,8"
2549,11B170908,2009,1296
2550,11B170908,2019,"928,1"
2551,11B170909,1999,"1808,3"
2552,11B170909,2009,"846,8"
2553,11B170909,2019,"1495,2"
2554,11B1712,1999,"942,6"
2555,11B1712,2009,"755,8"
2556,11B1712,2019,"1104,5"
2557,11B171201,1999,"805,6"
2558,11B171201,2009,"677,2"
2559,11B171201,2019,"856,4"
2560,11B171203,1999,"863,4"
2561,11B171203,2009,"697,6"
2562,11B171203,2019,"1163,4"
2563,11B171205,1999,"779,4"
2564,11B171205,2009,"633,1"
2565,11B171205,2019,1004
2566,11B171206,1999,821
2567,11B171206,2009,"750,8"
2568,11B171206,2019,"930,3"
2569,11B171232,1999,1002
2570,11B171232,2009,"781,2"
2571,11B171232,2019,1261
2572,11B171209,1999,"873,6"
2573,11B171209,2009,"829,6"
2574,11B171209,2019,"1115,8"
2575,11B171211,1999,"739,5"
2576,11B171211,2009,"907,7"
2577,11B171211,2019,"1276,3"
2578,11B171212,1999,"887,4"
2579,11B171212,2009,"758,5"
2580,11B171212,2019,"1123,4"
2581,11B171233,1999,"977,5"
2582,11B171233,2009,"724,3"
2583,11B171233,2019,"987,7"
2584,11B171215,1999,"922,6"
2585,11B171215,2009,"732,2"
2586,11B171215,2019,"1235,4"
2587,11B171216,1999,"756,7"
2588,11B171216,2009,"827,8"
2589,11B171216,2019,"863,4"
2590,11B171217,1999,"1991,3"
2591,11B171217,2009,"669,9"
2592,11B171217,2019,"1096,5"
2593,11B171219,1999,"888,9"
2594,11B171219,2009,"655,3"
2595,11B171219,2019,"1250,7"
2596,11B171220,1999,"868,3"
2597,11B171220,2009,"925,1"
2598,11B171220,2019,"1486,4"
2599,11B171221,1999,"869,9"
2600,11B171221,2009,"753,3"
2601,11B171221,2019,"1086,2"
2602,11B171222,1999,"846,3"
2603,11B171222,2009,"762,1"
2604,11B171222,2019,"1344,9"
2605,11B171223,1999,"751,1"
2606,11B171223,2009,"775,1"
2607,11B171223,2019,"755,8"
2608,11B171224,1999,"916,9"
2609,11B171224,2009,"983,9"
2610,11B171224,2019,"1273,8"
2611,11B171234,1999,"869,1"
2612,11B171234,2009,"864,9"
2613,11B171234,2019,1636
2614,11B171235,1999,"915,2"
2615,11B171235,2009,"888,7"
2616,11B171235,2019,"1005,7"
2617,11B171227,1999,"790,8"
2618,11B171227,2009,"799,1"
2619,11B171227,2019,"915,8"
2620,11B171236,1999,892
2621,11B171236,2009,"597,9"
2622,11B171236,2019,"926,3"
2623,11B171229,1999,917
2624,11B171229,2009,"1049,5"
2625,11B171229,2019,"1211,5"
2626,11B171230,1999,"728,7"
2627,11B171230,2009,"769,4"
2628,11B171230,2019,"1038,8"
2629,11B171231,1999,"946,1"
2630,11B171231,2009,"624,5"
2631,11B171231,2019,"1088,1"
2632,11B1713,1999,"1392,6"
2633,11B1713,2009,"956,3"
2634,11B1713,2019,695
2635,11B171302,1999,1084
2636,11B171302,2009,"1027,1"
2637,11B171302,2019,"1636,8"
2638,11B171319,1999,"1368,1"
2639,11B171319,2009,"1019,2"
2640,11B171319,2019,"756,2"
2641,11B171303,1999,"1419,9"
2642,11B171303,2009,"1169,1"
2643,11B171303,2019,"855,5"
2644,11B171304,1999,"1037,6"
2645,11B171304,2009,"1114,8"
2646,11B171304,2019,"327,5"
2647,11B171305,1999,"1048,4"
2648,11B171305,2009,"993,5"
2649,11B171305,2019,"598,8"
2650,11B171317,1999,"2593,7"
2651,11B171317,2009,682
2652,11B171317,2019,"4113,6"
2653,11B171310,1999,"2055,6"
2654,11B171310,2009,"2196,7"
2655,11B171310,2019,"1272,5"
2656,11B171311,1999,"1108,3"
2657,11B171311,2009,"501,4"
2658,11B171311,2019,"766,6"
2659,11B171312,1999,"873,9"
2660,11B171312,2009,"1002,4"
2661,11B171312,2019,"493,5"
2662,11B171320,1999,"969,6"
2663,11B171320,2009,"703,5"
2664,11B171320,2019,335
2665,11B171313,1999,"952,8"
2666,11B171313,2009,"1041,8"
2667,11B171313,2019,"1330,4"
2668,11B171314,1999,"2095,9"
2669,11B171314,2009,"1612,4"
2670,11B171314,2019,"899,8"
2671,11B171315,1999,"1143,7"
2672,11B171315,2009,"890,7"
2673,11B171315,2019,"1233,1"
2674,11B171316,1999,"1566,7"
2675,11B171316,2009,"1643,2"
2676,11B171316,2019,"550,9"
2677,11C,1999,"2630,1"
2678,11C,2009,"1727,6"
2679,11C,2019,"2955,7"
2680,11C1301,1999,"2935,9"
2681,11C1301,2009,"1110,1"
2682,11C1301,2019,"2266,7"
2683,11C130103,1999,"2447,6"
2684,11C130103,2009,"129,4"
2685,11C130103,2019,"230,3"
2686,11C130107,1999,"1958,6"
2687,11C130107,2009,"602,4"
2688,11C130107,2019,"295,5"
2689,11C130112,1999,"2561,1"
2690,11C130112,2009,"1834,7"
2691,11C130112,2019,"3688,1"
2692,11C130115,1999,"2587,8"
2693,11C130115,2009,"2095,8"
2694,11C130115,2019,"3724,4"
2695,11C130117,1999,"2596,1"
2696,11C130117,2009,"1812,6"
2697,11C130117,2019,"16487,4"
2698,11C130134,1999,"1385,3"
2699,11C130134,2009,"1178,7"
2700,11C130134,2019,"2390,2"
2701,11C130118,1999,"2471,4"
2702,11C130118,2009,"1428,1"
2703,11C130118,2019,"934,5"
2704,11C130119,1999,"2690,4"
2705,11C130119,2009,"2077,8"
2706,11C130119,2019,"2275,4"
2707,11C130120,1999,"2665,1"
2708,11C130120,2009,"2241,4"
2709,11C130120,2019,"4071,1"
2710,11C130121,1999,"2112,5"
2711,11C130121,2009,2300
2712,11C130121,2019,"3023,7"
2713,11C130123,1999,"2921,3"
2714,11C130123,2009,"3123,1"
2715,11C130123,2019,"3850,8"
2716,11C130126,1999,2752
2717,11C130126,2009,"1608,8"
2718,11C130126,2019,"2901,2"
2719,11C130128,1999,"2234,5"
2720,11C130128,2009,1758
2721,11C130128,2019,"2890,7"
2722,11C130129,1999,2890
2723,11C130129,2009,"1774,4"
2724,11C130129,2019,3041
2725,11C130135,1999,"2827,1"
2726,11C130135,2009,"2308,1"
2727,11C130135,2019,"3633,4"
2728,11C130136,1999,"2737,6"
2729,11C130136,2009,2023
2730,11C130136,2019,3173
2731,11C130141,1999,"10224,6"
2732,11C130141,2009,"345,3"
2733,11C130141,2019,"495,1"
2734,11C130142,1999,"5887,4"
2735,11C130142,2009,"2420,2"
2736,11C130142,2019,"3820,8"
2737,11C130143,1999,"1257,8"
2738,11C130143,2009,960
2739,11C130143,2019,"1304,8"
2740,11C130144,1999,"2645,7"
2741,11C130144,2009,2063
2742,11C130144,2019,3419
2743,11C130145,1999,"2927,9"
2744,11C130145,2009,"2211,7"
2745,11C130145,2019,"5301,8"
2746,11C130146,1999,"509,3"
2747,11C130146,2009,"151,7"
2748,11C130146,2019,"241,2"
2749,11C130148,1999,"3380,8"
2750,11C130148,2009,"3323,6"
2751,11C130148,2019,"5794,6"
2752,11C130138,1999,"2857,9"
2753,11C130138,2009,"2026,1"
2754,11C130138,2019,"2794,7"
2755,11C130139,1999,"2323,4"
2756,11C130139,2009,"1854,2"
2757,11C130139,2019,"2893,6"
2758,11C130147,1999,"2866,7"
2759,11C130147,2009,"1904,5"
2760,11C130147,2019,3803
2761,11C1302,1999,"2193,8"
2762,11C1302,2009,"1082,1"
2763,11C1302,2019,"1965,7"
2764,11C130204,1999,"2159,5"
2765,11C130204,2009,"1446,9"
2766,11C130204,2019,"3538,7"
2767,11C130205,1999,"2433,9"
2768,11C130205,2009,"1699,6"
2769,11C130205,2019,"3052,6"
2770,11C130206,1999,"2034,1"
2771,11C130206,2009,"1297,6"
2772,11C130206,2019,2815
2773,11C130207,1999,"1945,4"
2774,11C130207,2009,"942,9"
2775,11C130207,2019,"3741,3"
2776,11C130208,1999,"1778,6"
2777,11C130208,2009,"1398,6"
2778,11C130208,2019,"998,2"
2779,11C130215,1999,"2470,6"
2780,11C130215,2009,"2025,6"
2781,11C130215,2019,"2893,4"
2782,11C130221,1999,"2254,1"
2783,11C130221,2009,"1259,5"
2784,11C130221,2019,"3713,9"
2785,11C130222,1999,"2181,8"
2786,11C130222,2009,"1978,8"
2787,11C130222,2019,"3144,5"
2788,11C130223,1999,"1715,2"
2789,11C130223,2009,"1210,3"
2790,11C130223,2019,"1484,3"
2791,11C130224,1999,2572
2792,11C130224,2009,"2142,2"
2793,11C130224,2019,"2401,5"
2794,11C130225,1999,"2362,7"
2795,11C130225,2009,"1432,7"
2796,11C130225,2019,"2638,5"
2797,11C130226,1999,"2315,9"
2798,11C130226,2009,"304,5"
2799,11C130226,2019,"422,4"
2800,11C130219,1999,"2300,4"
2801,11C130219,2009,"1458,8"
2802,11C130219,2019,"4639,5"
2803,11C130220,1999,"1785,1"
2804,11C130220,2009,"1394,7"
2805,11C130220,2019,"1324,1"
2806,11C0106,1999,"2488,9"
2807,11C0106,2009,"2050,1"
2808,11C0106,2019,"3872,3"
2809,11C010602,1999,"2507,9"
2810,11C010602,2009,"2276,8"
2811,11C010602,2019,"3730,7"
2812,11C010606,1999,"2709,5"
2813,11C010606,2009,"1846,2"
2814,11C010606,2019,"3799,5"
2815,11C010607,1999,1966
2816,11C010607,2009,"2016,1"
2817,11C010607,2019,"4134,8"
2818,11C010608,1999,"2184,2"
2819,11C010608,2009,"2072,1"
2820,11C010608,2019,"3735,4"
2821,11C010610,1999,"2606,3"
2822,11C010610,2009,"2332,1"
2823,11C010610,2019,"3082,1"
2824,11C010611,1999,"2670,5"
2825,11C010611,2009,"1866,8"
2826,11C010611,2019,4507
2827,11C0305,1999,"2999,6"
2828,11C0305,2009,2098
2829,11C0305,2019,"2629,2"
2830,11C030501,1999,"4512,9"
2831,11C030501,2009,"2767,1"
2832,11C030501,2019,"3805,3"
2833,11C030502,1999,"3352,8"
2834,11C030502,2009,"2131,4"
2835,11C030502,2019,"4421,4"
2836,11C030520,1999,"6504,4"
2837,11C030520,2009,"1161,7"
2838,11C030520,2019,"439,3"
2839,11C030503,1999,"2177,3"
2840,11C030503,2009,2288
2841,11C030503,2019,"2537,4"
2842,11C030508,1999,"4282,9"
2843,11C030508,2009,"8098,9"
2844,11C030508,2019,"4761,5"
2845,11C030510,1999,"2207,1"
2846,11C030510,2009,2155
2847,11C030510,2019,"3952,4"
2848,11C030515,1999,"1878,5"
2849,11C030515,2009,"2763,2"
2850,11C030515,2019,"2967,6"
2851,11C030517,1999,1804
2852,11C030517,2009,"1377,3"
2853,11C030517,2019,"1478,3"
2854,11C030518,1999,"2401,3"
2855,11C030518,2009,"1694,8"
2856,11C030518,2019,"1347,9"
2857,11C030523,1999,"2883,9"
2858,11C030523,2009,"2209,4"
2859,11C030523,2019,"4301,1"
2860,11C030524,1999,"1854,6"
2861,11C030524,2009,1524
2862,11C030524,2019,"2101,9"
2863,11C030525,1999,"2955,4"
2864,11C030525,2009,"1968,4"
2865,11C030525,2019,"2580,8"
2866,11C030526,1999,"2243,3"
2867,11C030526,2009,1628
2868,11C030526,2019,"2151,1"
2869,11C030527,1999,"4427,2"
2870,11C030527,2009,"2387,1"
2871,11C030527,2019,"3755,8"
2872,11C030521,1999,"2254,5"
2873,11C030521,2009,"1857,6"
2874,11C030521,2019,"2148,9"
2875,11C1804,1999,"1232,1"
2876,11C1804,2009,"933,6"
2877,11C1804,2019,"1695,3"
2878,11C180403,1999,"1231,3"
2879,11C180403,2009,"1259,1"
2880,11C180403,2019,"2307,1"
2881,11C180404,1999,2421
2882,11C180404,2009,"920,8"
2883,11C180404,2019,"2682,3"
2884,11C180405,1999,"1063,8"
2885,11C180405,2009,"654,9"
2886,11C180405,2019,"1799,4"
2887,11C180406,1999,"1156,9"
2888,11C180406,2009,"1116,6"
2889,11C180406,2019,"3100,8"
2890,11C180408,1999,"1297,1"
2891,11C180408,2009,"994,9"
2892,11C180408,2019,"1793,8"
2893,11C180409,1999,"1321,2"
2894,11C180409,2009,"661,4"
2895,11C180409,2019,"1099,4"
2896,11C180410,1999,"2453,8"
2897,11C180410,2009,"1598,3"
2898,11C180410,2019,"2465,6"
2899,11C180412,1999,"1335,3"
2900,11C180412,2009,"721,7"
2901,11C180412,2019,"2428,3"
2902,11C180413,1999,"1671,1"
2903,11C180413,2009,"1049,2"
2904,11C180413,2019,"2116,9"
2905,11C180414,1999,"2468,7"
2906,11C180414,2009,"1671,6"
2907,11C180414,2019,3692
2908,11C180415,1999,"2161,3"
2909,11C180415,2009,1430
2910,11C180415,2019,"2476,6"
2911,11C180416,1999,"635,7"
2912,11C180416,2009,"1005,2"
2913,11C180416,2019,"696,8"
2914,11C180417,1999,"2271,8"
2915,11C180417,2009,"1546,5"
2916,11C180417,2019,"4307,1"
2917,11C180418,1999,"572,2"
2918,11C180418,2009,"650,3"
2919,11C180418,2019,"930,7"
2920,11C1303,1999,"3588,4"
2921,11C1303,2009,"3321,6"
2922,11C1303,2019,"4636,1"
2923,11C130301,1999,"3048,8"
2924,11C130301,2009,2291
2925,11C130301,2019,6105
2926,11C130302,1999,"2851,5"
2927,11C130302,2009,"2749,2"
2928,11C130302,2019,"4238,7"
2929,11C130305,1999,"3296,7"
2930,11C130305,2009,"3377,1"
2931,11C130305,2019,"3979,6"
2932,11C130306,1999,"7628,6"
2933,11C130306,2009,"8257,4"
2934,11C130306,2019,"3800,4"
2935,11C130307,1999,"2827,1"
2936,11C130307,2009,"3205,1"
2937,11C130307,2019,"3127,9"
2938,11C130313,1999,"3925,1"
2939,11C130313,2009,"1721,1"
2940,11C130313,2019,"2129,3"
2941,11C130314,1999,"4134,7"
2942,11C130314,2009,"4497,3"
2943,11C130314,2019,"7589,2"
2944,11C130315,1999,"3003,5"
2945,11C130315,2009,"2704,1"
2946,11C130315,2019,"4007,7"
2947,11C130317,1999,"3367,4"
2948,11C130317,2009,"2250,5"
2949,11C130317,2019,"3112,9"
2950,11C130318,1999,"2691,3"
2951,11C130318,2009,"3079,5"
2952,11C130318,2019,3380
2953,11C130319,1999,"2500,9"
2954,11C130319,2009,"1587,9"
2955,11C130319,2019,2698
2956,11C130324,1999,"2688,8"
2957,11C130324,2009,"5855,5"
2958,11C130324,2019,5292
2959,11C130334,1999,"6039,6"
2960,11C130334,2009,2719
2961,11C130334,2019,10518
2962,11C130335,1999,"3260,9"
2963,11C130335,2009,"4690,1"
2964,11C130335,2019,"5291,9"
2965,11C130336,1999,"3264,6"
2966,11C130336,2009,"2848,6"
2967,11C130336,2019,"3284,9"
2968,11C130337,1999,"2485,6"
2969,11C130337,2009,"2189,7"
2970,11C130337,2019,"4607,7"
2971,11C130338,1999,"3875,1"
2972,11C130338,2009,"2962,5"
2973,11C130338,2019,"4666,7"
2974,11C130339,1999,"2892,2"
2975,11C130339,2009,2352
2976,11C130339,2019,"3455,8"
2977,11C130340,1999,"2518,5"
2978,11C130340,2009,"3557,7"
2979,11C130340,2019,"3706,8"
2980,11C130341,1999,"3627,5"
2981,11C130341,2009,"2746,1"
2982,11C130341,2019,3867
2983,11C1305,1999,"3770,8"
2984,11C1305,2009,"2621,5"
2985,11C1305,2019,"4240,8"
2986,11C130502,1999,"3299,5"
2987,11C130502,2009,"2872,8"
2988,11C130502,2019,"4040,1"
2989,11C130504,1999,"7446,3"
2990,11C130504,2009,"2141,7"
2991,11C130504,2019,"3530,2"
2992,11C130510,1999,"5046,4"
2993,11C130510,2009,"4789,4"
2994,11C130510,2019,"6240,2"
2995,11C130512,1999,"3580,8"
2996,11C130512,2009,"1908,8"
2997,11C130512,2019,"5614,7"
2998,11C130513,1999,"3040,9"
2999,11C130513,2009,1953
3000,11C130513,2019,"2474,7"
3001,11C130515,1999,"3562,3"
3002,11C130515,2009,"3841,8"
3003,11C130515,2019,"6470,8"
3004,11C130524,1999,"2460,7"
3005,11C130524,2009,1832
3006,11C130524,2019,"2610,2"
3007,11C130525,1999,"3082,5"
3008,11C130525,2009,"2271,9"
3009,11C130525,2019,"3223,1"
3010,11C130527,1999,"3787,5"
3011,11C130527,2009,"3107,4"
3012,11C130527,2019,"4748,5"
3013,11C130528,1999,"2886,6"
3014,11C130528,2009,"2234,5"
3015,11C130528,2019,"2980,4"
3016,11C130529,1999,"3330,3"
3017,11C130529,2009,"2881,8"
3018,11C130529,2019,"4605,5"
3019,11C130530,1999,"3039,1"
3020,11C130530,2009,"1567,9"
3021,11C130530,2019,"2122,2"
3022,11C130531,1999,"3432,9"
3023,11C130531,2009,"3042,5"
3024,11C130531,2019,"5767,4"
3025,11C130532,1999,"3200,1"
3026,11C130532,2009,2952
3027,11C130532,2019,"5356,6"
3028,11C130526,1999,2945
3029,11C130526,2009,"3555,4"
3030,11C130526,2019,"4253,4"
3031,11C1307,1999,"2210,3"
3032,11C1307,2009,"1668,5"
3033,11C1307,2019,"3291,2"
3034,11C130732,1999,"2470,2"
3035,11C130732,2009,"1532,6"
3036,11C130732,2019,"2873,9"
3037,11C130733,1999,"3023,3"
3038,11C130733,2009,"2194,1"
3039,11C130733,2019,"4449,2"
3040,11C130704,1999,"2660,7"
3041,11C130704,2009,"2473,8"
3042,11C130704,2019,"3403,1"
3043,11C130734,1999,"2032,5"
3044,11C130734,2009,"1276,4"
3045,11C130734,2019,"3534,7"
3046,11C130705,1999,"2922,8"
3047,11C130705,2009,"1930,2"
3048,11C130705,2019,"2925,9"
3049,11C130736,1999,"2485,8"
3050,11C130736,2009,2065
3051,11C130736,2019,"3749,3"
3052,11C130737,1999,"1795,2"
3053,11C130737,2009,"1810,1"
3054,11C130737,2019,"3569,4"
3055,11C130738,1999,"1859,1"
3056,11C130738,2009,"1390,7"
3057,11C130738,2019,"2950,6"
3058,11C130739,1999,"2285,5"
3059,11C130739,2009,"1547,2"
3060,11C130739,2019,"5155,8"
3061,11C130735,1999,"2581,2"
3062,11C130735,2009,"2232,4"
3063,11C130735,2019,"3387,5"
3064,11C130722,1999,"1600,1"
3065,11C130722,2009,"1647,6"
3066,11C130722,2019,"2077,7"
3067,11C130723,1999,"1843,5"
3068,11C130723,2009,"1723,1"
3069,11C130723,2019,"2223,4"
3070,11C130724,1999,"2286,5"
3071,11C130724,2009,"1485,7"
3072,11C130724,2019,"4380,3"
3073,11C130740,1999,"1805,6"
3074,11C130740,2009,"1190,3"
3075,11C130740,2019,"2282,1"
3076,11C130741,1999,"2756,5"
3077,11C130741,2009,"2028,2"
3078,11C130741,2019,"3682,1"
3079,11C130730,1999,"2070,5"
3080,11C130730,2009,"1528,3"
3081,11C130730,2019,"4060,6"
3082,11C1309,1999,"3549,4"
3083,11C1309,2009,"3423,5"
3084,11C1309,2019,"5344,3"
3085,11C130902,1999,"3942,5"
3086,11C130902,2009,"5639,6"
3087,11C130902,2019,"8351,6"
3088,11C130904,1999,"4632,6"
3089,11C130904,2009,"3947,6"
3090,11C130904,2019,"6146,1"
3091,11C130905,1999,"3095,8"
3092,11C130905,2009,"2223,4"
3093,11C130905,2019,"3378,7"
3094,11C130906,1999,"3411,5"
3095,11C130906,2009,"3984,1"
3096,11C130906,2019,"6383,7"
3097,11C130917,1999,"3863,7"
3098,11C130917,2009,"2784,3"
3099,11C130917,2019,"2937,8"
3100,11C130908,1999,1913
3101,11C130908,2009,"2664,1"
3102,11C130908,2019,"5034,6"
3103,11C130910,1999,"3619,9"
3104,11C130910,2009,3849
3105,11C130910,2019,"6067,9"
3106,11C130918,1999,4320
3107,11C130918,2009,"2611,4"
3108,11C130918,2019,"2826,4"
3109,11C130913,1999,"4027,9"
3110,11C130913,2009,"4652,2"
3111,11C130913,2019,"6453,9"
3112,11C130914,1999,"3042,7"
3113,11C130914,2009,"3552,7"
3114,11C130914,2019,6618
3115,11C130919,1999,"4155,2"
3116,11C130919,2009,"3332,3"
3117,11C130919,2019,"6443,7"
3118,11C130916,1999,"2640,4"
3119,11C130916,2009,"1854,3"
3120,11C130916,2019,"2451,8"
3121,11C1311,1999,3460
3122,11C1311,2009,"2652,8"
3123,11C1311,2019,"4340,4"
3124,11C131101,1999,"2727,8"
3125,11C131101,2009,"1738,2"
3126,11C131101,2019,"3391,7"
3127,11C131102,1999,"6007,3"
3128,11C131102,2009,"4431,7"
3129,11C131102,2019,"11139,3"
3130,11C131103,1999,"2865,2"
3131,11C131103,2009,"1999,9"
3132,11C131103,2019,"4243,4"
3133,11C131104,1999,"2305,9"
3134,11C131104,2009,"1841,5"
3135,11C131104,2019,"2616,6"
3136,11C131105,1999,"2738,5"
3137,11C131105,2009,"2186,8"
3138,11C131105,2019,"1919,6"
3139,11C131106,1999,"2669,3"
3140,11C131106,2009,"1761,5"
3141,11C131106,2019,"2959,7"
3142,11C131107,1999,"2839,1"
3143,11C131107,2009,"2172,1"
3144,11C131107,2019,"2774,9"
