
Statistical table extracted on October 11, 2022 (17:22:02)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;
;;Sex;;;
;;MF;M;F;
;;Age group;;;
;;Total;;;
;;Relationship;;;
;;Total;;;
;;Level of education;;;
;;Total;;;
;;No. ;No. ;No. ;
;11D180121: União das freguesias de Aricera e Goujoim;323;180;143;
;11D180122: União das freguesias de São Romão e Santiago;456;236;220;
;11D180123: União das freguesias de Vila Seca e Santo Adrião;512;252;260;
;11D180118: Vacalar;284;151;133;
;11D0403: Carrazeda de Ansiães;6245;3111;3134;
;11D040304: Carrazeda de Ansiães;344;174;170;
;11D040306: Fonte Longa;362;187;175;
;11D040308: Linhares;572;292;280;
;11D040309: Marzagão;355;177;178;
;11D040311: Parambos;307;151;156;
;11D040312: Pereiros;302;159;143;
;11D040313: Pinhal do Norte;387;185;202;
;11D040314: Pombal;460;227;233;
;11D040316: Seixo de Ansiães;453;220;233;
;11D040320: União das freguesias de Amedo e Zedes;426;209;217;
;11D040321: União das freguesias de Belver e Mogo de Malta;305;143;162;
;11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;716;345;371;
;11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;661;333;328;
;11D040318: Vilarinho da Castanheira;595;309;286;
;11D0404: Freixo de Espada à Cinta;3096;1525;1571;
;11D040404: Ligares;536;265;271;
;11D040406: Poiares;446;218;228;
;11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;1241;608;633;
;11D040408: União das freguesias de Lagoaça e Fornos;873;434;439;
;11D1805: Lamego;10107;5075;5032;
;11D180502: Avões;133;71;62;
;11D180504: Britiande;479;248;231;
;11D180505: Cambres;1044;500;544;
;11D180507: Ferreirim;630;323;307;
;11D180508: Ferreiros de Avões;234;115;119;
;11D180509: Figueira;507;255;252;
;11D180510: Lalim;432;224;208;
;11D180525: Lamego (Almacave e Sé);1124;555;569;
;11D180511: Lazarim;416;199;217;
;11D180516: Penajóia;1043;533;510;
;11D180517: Penude;1049;518;531;
;11D180519: Samodães;168;87;81;
;11D180520: Sande;376;188;188;
;11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;492;261;231;
;11D180527: União das freguesias de Cepões, Meijinhos e Melcões;700;373;327;
;11D180528: União das freguesias de Parada do Bispo e Valdigem;561;273;288;
;11D180523: Várzea de Abrunhais;295;152;143;
;11D180524: Vila Nova de Souto d'El-Rei;424;200;224;
;11D1704: Mesão Frio;2638;1289;1349;
;11D170401: Barqueiros;343;177;166;
;11D170402: Cidadelhe;157;74;83;
;11D170408: Mesão Frio (Santo André);914;448;466;
;11D170403: Oliveira;322;152;170;
;11D170407: Vila Marim;902;438;464;
;11D1807: Moimenta da Beira;6276;3197;3079;
;11D180702: Alvite;830;431;399;
;11D180703: Arcozelos;392;187;205;
;11D180705: Baldos;189;86;103;
;11D180706: Cabaços;353;187;166;
;11D180707: Caria;515;258;257;
;11D180708: Castelo;106;55;51;
;11D180709: Leomil;580;294;286;
;11D180710: Moimenta da Beira;465;230;235;
;11D180713: Passô;319;164;155;
;11D180716: Vila da Rua;527;263;264;
;11D180717: Sarzedo;146;72;74;
;11D180719: Sever;452;240;212;
;11D180721: União das freguesias de Paradinha e Nagosa;201;100;101;
;11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;490;252;238;
;11D180723: União das freguesias de Peva e Segões;476;248;228;
;11D180720: Vilar;235;130;105;
;11D1707: Murça;5388;2743;2645;
;11D170701: Candedo;1502;744;758;
;11D170703: Fiolhoso;469;239;230;
;11D170704: Jou;983;519;464;
;11D170705: Murça;531;266;265;
;11D170710: União das freguesias de Carva e Vilares;406;204;202;
;11D170711: União das freguesias de Noura e Palheiros;1088;560;528;
;11D170708: Valongo de Milhais;409;211;198;
;11D1812: Penedono;2405;1222;1183;
;11D181202: Beselga;342;180;162;
;11D181203: Castainço;124;66;58;
;11D181207: Penela da Beira;230;125;105;
;11D181208: Póvoa de Penela;396;197;199;
;11D181209: Souto;265;139;126;
;11D181210: União das freguesias de Antas e Ourozinho;397;203;194;
;11D181211: União das freguesias de Penedono e Granja;651;312;339;
;11D1708: Peso da Régua;5954;2978;2976;
;11D170802: Fontelas;331;167;164;
;11D170805: Loureiro;667;327;340;
;11D170809: Sedielos;726;354;372;
;11D170813: União das freguesias de Galafura e Covelinhas;973;504;469;
;11D170814: União das freguesias de Moura Morta e Vinhós;796;391;405;
;11D170815: União das freguesias de Peso da Régua e Godim;798;394;404;
;11D170816: União das freguesias de Poiares e Canelas;1092;549;543;
;11D170810: Vilarinho dos Freires;571;292;279;
;11D1710: Sabrosa;5115;2545;2570;
;11D171001: Celeirós;184;82;102;
;11D171002: Covas do Douro;559;301;258;
;11D171004: Gouvinhas;298;151;147;
;11D171007: Paços;558;268;290;
;11D171005: Parada de Pinhão;340;176;164;
;11D171009: Sabrosa;462;238;224;
;11D171011: São Lourenço de Ribapinhão;333;152;181;
;11D171013: Souto Maior;415;208;207;
;11D171014: Torre do Pinhão;287;143;144;
;11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;548;275;273;
;11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;904;440;464;
;11D171015: Vilarinho de São Romão;227;111;116;
;11D1711: Santa Marta de Penaguião;5319;2672;2647;
;11D171101: Alvações do Corgo;389;192;197;
;11D171102: Cumieira;916;475;441;
;11D171103: Fontes;781;398;383;
;11D171106: Medrões;488;249;239;
;11D171110: Sever;655;325;330;
;11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;1348;651;697;
;11D171112: União das freguesias de Louredo e Fornelos;742;382;360;
;11D1815: São João da Pesqueira;8022;4106;3916;
;11D181501: Castanheiro do Sul;644;328;316;
;11D181502: Ervedosa do Douro;1113;568;545;
;11D181504: Nagozelo do Douro;457;245;212;
;11D181505: Paredes da Beira;650;338;312;
;11D181507: Riodades;459;237;222;
;11D181509: Soutelo do Douro;580;300;280;
;11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;1293;673;620;
;11D181516: União das freguesias de Trevões e Espinhosa;1024;502;522;
;11D181517: União das freguesias de Vilarouco e Pereiros;654;319;335;
;11D181511: Vale de Figueira;867;468;399;
;11D181512: Valongo dos Azeites;281;128;153;
;11D1818: Sernancelhe;4712;2416;2296;
;11D181801: Arnas;259;136;123;
;11D181802: Carregal;617;311;306;
;11D181803: Chosendo;208;106;102;
;11D181804: Cunha;284;148;136;
;11D181806: Faia;104;54;50;
;11D181810: Granjal;207;99;108;
;11D181811: Lamosa;220;112;108;
;11D181814: Quintela;309;162;147;
;11D181818: União das freguesias de Ferreirim e Macieira;591;322;269;
;11D181819: União das freguesias de Fonte Arcada e Escurquela;391;196;195;
;11D181820: União das freguesias de Penso e Freixinho;375;191;184;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;864;436;428;
;11D181817: Vila da Ponte;283;143;140;
;11D1819: Tabuaço;4513;2243;2270;
;11D181901: Adorigo;349;180;169;
;11D181902: Arcos;191;97;94;
;11D181904: Chavães;351;173;178;
;11D181905: Desejosa;172;86;86;
;11D181906: Granja do Tedo;222;106;116;
;11D181908: Longa;239;117;122;
;11D181913: Sendim;644;323;321;
;11D181914: Tabuaço;526;252;274;
;11D181918: União das freguesias de Barcos e Santa Leocádia;469;230;239;
;11D181919: União das freguesias de Paradela e Granjinha;237;109;128;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;344;170;174;
;11D181921: União das freguesias de Távora e Pereiro;477;254;223;
;11D181917: Valença do Douro;292;146;146;
;11D1820: Tarouca;4542;2286;2256;
;11D182004: Mondim da Beira;387;187;200;
;11D182005: Salzedas;800;409;391;
;11D182006: São João de Tarouca;586;297;289;
;11D182011: União das freguesias de Gouviães e Ucanha;530;274;256;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;504;252;252;
;11D182013: União das freguesias de Tarouca e Dálvares;1309;656;653;
;11D182009: Várzea da Serra;426;211;215;
;11D0409: Torre de Moncorvo;6396;3224;3172;
;11D040901: Açoreira;488;267;221;
;11D040903: Cabeça Boa;408;198;210;
;11D040905: Carviçais;658;335;323;
;11D040906: Castedo;302;151;151;
;11D040909: Horta da Vilariça;439;222;217;
;11D040910: Larinho;319;165;154;
;11D040911: Lousa;678;341;337;
;11D040913: Mós;327;164;163;
;11D040916: Torre de Moncorvo;153;81;72;
;11D040918: União das freguesias de Adeganha e Cardanha;727;353;374;
;11D040919: União das freguesias de Felgar e Souto da Velha;463;233;230;
;11D040920: União das freguesias de Felgueiras e Maçores;729;359;370;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;705;355;350;
;11D0914: Vila Nova de Foz Côa;6538;3371;3167;
;11D091401: Almendra;472;240;232;
;11D091402: Castelo Melhor;549;285;264;
;11D091403: Cedovim;446;223;223;
;11D091404: Chãs;414;214;200;
;11D091405: Custóias;453;235;218;
;11D091418: Freixo de Numão;657;338;319;
;11D091407: Horta;211;114;97;
;11D091410: Muxagata;284;138;146;
;11D091411: Numão;358;192;166;
;11D091412: Santa Comba;310;148;162;
;11D091414: Sebadelhe;374;199;175;
;11D091415: Seixas;462;251;211;
;11D091416: Touça;217;112;105;
;11D091419: Vila Nova de Foz Côa;1331;682;649;
;11D1714: Vila Real;15489;7871;7618;
;11D171401: Abaças;898;448;450;
;11D171403: Andrães;1011;518;493;
;11D171404: Arroios;200;101;99;
;11D171406: Campeã;890;463;427;
;11D171409: Folhadela;781;388;393;
;11D171410: Guiães;451;224;227;
;11D171414: Lordelo;407;214;193;
;11D171415: Mateus;425;216;209;
;11D171416: Mondrões;559;294;265;
;11D171420: Parada de Cunhos;301;149;152;
;11D171426: Torgueda;1010;504;506;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;1319;655;664;
;11D171432: União das freguesias de Borbela e Lamas de Olo;811;414;397;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;1061;540;521;
;11D171434: União das freguesias de Mouçós e Lamares;1284;638;646;
;11D171435: União das freguesias de Nogueira e Ermida;1260;653;607;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;744;384;360;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;1070;551;519;
;11D171429: Vila Marim;845;431;414;
;11D171438: Vila Real;162;86;76;
;11E: Terras de Trás-os-Montes;74017;38342;35675;
;11E0401: Alfândega da Fé;4186;2129;2057;
;11E040102: Alfândega da Fé;506;245;261;
;11E040103: Cerejais;230;125;105;
;11E040111: Sambade;537;272;265;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;324;175;149;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;464;229;235;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;374;193;181;
;11E040124: União das freguesias de Gebelim e Soeima;349;179;170;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;432;221;211;
;11E040126: União das freguesias de Pombal e Vales;202;99;103;
;11E040118: Vilar Chão;295;148;147;
;11E040119: Vilarelhos;179;90;89;
;11E040120: Vilares de Vilariça;294;153;141;
;11E0402: Bragança;13895;7163;6732;
;11E040201: Alfaião;222;116;106;
;11E040203: Babe;353;170;183;
;11E040204: Baçal;394;203;191;
;11E040206: Carragosa;225;112;113;
;11E040209: Castro de Avelãs;236;116;120;
;11E040210: Coelhoso;353;181;172;
;11E040212: Donai;276;141;135;
;11E040213: Espinhosela;382;200;182;
;11E040215: França;206;101;105;
;11E040216: Gimonde;245;125;120;
;11E040217: Gondesende;206;110;96;
;11E040218: Gostei;304;159;145;
;11E040219: Grijó de Parada;398;205;193;
;11E040221: Macedo do Mato;347;191;156;
;11E040224: Mós;219;120;99;
;11E040225: Nogueira;312;161;151;
;11E040226: Outeiro;373;189;184;
;11E040229: Parâmio;385;214;171;
;11E040230: Pinela;274;154;120;
;11E040232: Quintanilha;346;174;172;
;11E040233: Quintela de Lampaças;348;183;165;
;11E040234: Rabal;245;126;119;
;11E040236: Rebordãos;390;208;182;
;11E040239: Salsas;490;263;227;
;11E040240: Samil;222;107;115;
;11E040241: Santa Comba de Rossas;204;95;109;
;11E040244: São Pedro de Sarracenos;228;114;114;
;11E040246: Sendas;266;141;125;
;11E040247: Serapicos;338;179;159;
;11E040248: Sortes.;278;146;132;
;11E040250: União das freguesias de Aveleda e Rio de Onor;474;245;229;
;11E040251: União das freguesias de Castrelos e Carrazedo;476;232;244;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;846;441;405;
;11E040253: União das freguesias de Parada e Faílde;640;326;314;
;11E040254: União das freguesias de Rebordainhos e Pombares;326;171;155;
;11E040255: União das freguesias de Rio Frio e Milhão;602;291;311;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;701;359;342;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;441;228;213;
;11E040249: Zoio;324;166;158;
;11E0405: Macedo de Cavaleiros;10118;5231;4887;
;11E040502: Amendoeira;372;204;168;
;11E040503: Arcas;293;150;143;
;11E040507: Carrapatas;234;120;114;
;11E040509: Chacim;288;142;146;
;11E040510: Cortiços;340;184;156;
;11E040511: Corujas;184;98;86;
;11E040514: Ferreira;296;144;152;
;11E040515: Grijó;193;102;91;
;11E040516: Lagoa;382;197;185;
;11E040517: Lamalonga;417;212;205;
;11E040518: Lamas;299;149;150;
;11E040519: Lombo;276;149;127;
;11E040520: Macedo de Cavaleiros;330;179;151;
;11E040521: Morais;595;325;270;
;11E040523: Olmos;88;42;46;
;11E040524: Peredo;183;87;96;
;11E040526: Salselas;472;254;218;
;11E040528: Sezulfe;245;122;123;
;11E040530: Talhas;348;189;159;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;688;350;338;
;11E040540: União das freguesias de Bornes e Burga;308;158;150;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;450;232;218;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;708;356;352;
;11E040543: União das freguesias de Podence e Santa Combinha;324;163;161;
;11E040544: União das freguesias de Talhinhas e Bagueixe;487;250;237;
;11E040532: Vale Benfeito;228;113;115;
;11E040533: Vale da Porca;196;106;90;
;11E040534: Vale de Prados;244;122;122;
;11E040536: Vilarinho de Agrochão;308;156;152;
;11E040538: Vinhas;342;176;166;
;11E0406: Miranda do Douro;5566;2922;2644;
;11E040604: Duas Igrejas;743;377;366;
;11E040605: Genísio;289;153;136;
;11E040607: Malhadas;307;159;148;
;11E040608: Miranda do Douro;373;187;186;
;11E040609: Palaçoulo;568;325;243;
;11E040611: Picote;241;117;124;
;11E040612: Póvoa;246;129;117;
;11E040613: São Martinho de Angueira;280;148;132;
;11E040618: União das freguesias de Constantim e Cicouro;281;137;144;
;11E040619: União das freguesias de Ifanes e Paradela;429;218;211;
;11E040620: União das freguesias de Sendim e Atenor;1075;568;507;
;11E040621: União das freguesias de Silva e Águas Vivas;336;181;155;
;11E040616: Vila Chã de Braciosa;398;223;175;
;11E0407: Mirandela;10961;5633;5328;
;11E040701: Abambres;322;167;155;
;11E040702: Abreiro;224;117;107;
;11E040703: Aguieiras;356;186;170;
;11E040704: Alvites;277;137;140;
;11E040708: Bouça;274;137;137;
;11E040709: Cabanelas;407;214;193;
;11E040710: Caravelas;288;149;139;
;11E040711: Carvalhais;561;294;267;
;11E040712: Cedães;364;194;170;
;11E040713: Cobro;135;70;65;
;11E040714: Fradizela;293;142;151;
;11E040716: Frechas;322;166;156;
;11E040718: Lamas de Orelhão;356;180;176;
;11E040720: Mascarenhas;519;248;271;
;11E040721: Mirandela;404;212;192;
;11E040722: Múrias;308;163;145;
;11E040724: Paços;337;172;165;
;11E040727: São Pedro Velho;364;184;180;
;11E040728: São Salvador;205;114;91;
;11E040729: Suçães;592;308;284;
;11E040730: Torre de Dona Chama;685;351;334;
;11E040738: União das freguesias de Avantos e Romeu;395;201;194;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;462;241;221;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;343;175;168;
;11E040741: União das freguesias de Franco e Vila Boa;395;202;193;
;11E040742: União das freguesias de Freixeda e Vila Verde;298;148;150;
;11E040731: Vale de Asnes;420;210;210;
;11E040732: Vale de Gouvinhas;390;200;190;
;11E040733: Vale de Salgueiro;411;218;193;
;11E040734: Vale de Telhas;254;133;121;
;11E0408: Mogadouro;9149;4802;4347;
;11E040801: Azinhoso;373;206;167;
;11E040802: Bemposta;693;368;325;
;11E040803: Bruçó;315;159;156;
;11E040804: Brunhoso;284;154;130;
;11E040807: Castelo Branco;601;308;293;
;11E040808: Castro Vicente;474;249;225;
;11E040809: Meirinhos;353;185;168;
;11E040811: Paradela;234;128;106;
;11E040812: Penas Roias;424;212;212;
;11E040813: Peredo da Bemposta;325;171;154;
;11E040815: Saldanha;265;146;119;
;11E040817: São Martinho do Peso;528;280;248;
;11E040819: Tó;256;138;118;
;11E040820: Travanca;260;129;131;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;471;257;214;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;1205;605;600;
;11E040831: União das freguesias de Remondes e Soutelo;462;251;211;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;672;344;328;
;11E040821: Urrós;490;265;225;
;11E040822: Vale da Madre;115;67;48;
;11E040826: Vila de Ala;349;180;169;
;11E0410: Vila Flor;4911;2537;2374;
;11E041002: Benlhevai;198;106;92;
;11E041005: Freixiel;801;417;384;
;11E041009: Roios;184;98;86;
;11E041010: Samões;287;154;133;
;11E041011: Sampaio;176;99;77;
;11E041012: Santa Comba de Vilariça;289;149;140;
;11E041013: Seixo de Manhoses;395;194;201;
;11E041014: Trindade;169;81;88;
;11E041020: União das freguesias de Assares e Lodões;265;133;132;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;286;135;151;
;11E041022: União das freguesias de Valtorno e Mourão;417;220;197;
;11E041023: União das freguesias de Vila Flor e Nabo;656;343;313;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;601;315;286;
;11E041015: Vale Frechoso;187;93;94;
;11E0411: Vimioso;5141;2686;2455;
;11E041103: Argozelo;709;369;340;
;11E041107: Carção;503;268;235;
;11E041108: Matela;392;209;183;
;11E041109: Pinelo;330;163;167;
;11E041110: Santulhão;546;282;264;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;824;435;389;
;11E041116: União das freguesias de Caçarelhos e Angueira;539;282;257;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;490;252;238;
;11E041113: Vilar Seco;169;93;76;
;11E041114: Vimioso;639;333;306;
;11E0412: Vinhais;10090;5239;4851;
;11E041201: Agrochão;281;156;125;
;11E041203: Candedo;463;243;220;
;11E041204: Celas;357;173;184;
;11E041206: Edral;271;146;125;
;11E041207: Edrosa;246;128;118;
;11E041208: Ervedosa;454;249;205;
;11E041215: Paçó;307;155;152;
;11E041216: Penhas Juntas;286;152;134;
;11E041219: Rebordelo;693;352;341;
;11E041221: Santalha;393;220;173;
;11E041226: Tuizelo;526;268;258;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;494;258;236;
;11E041237: União das freguesias de Moimenta e Montouto;344;171;173;
;11E041238: União das freguesias de Nunes e Ousilhão;390;193;197;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;447;229;218;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;462;248;214;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;349;173;176;
;11E041242: União das freguesias de Travanca e Santa Cruz;240;130;110;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;269;137;132;
;11E041227: Vale das Fontes;477;252;225;
;11E041229: Vila Boa de Ousilhão;196;103;93;
;11E041230: Vila Verde;265;138;127;
;11E041232: Vilar de Ossos;336;179;157;
;11E041233: Vilar de Peregrinos;249;125;124;
;11E041234: Vilar Seco de Lomba;335;167;168;
;11E041235: Vinhais;960;494;466;
;16: Centro;759883;384092;375791;
;16B: Oeste;109122;56818;52304;
;16B1001: Alcobaça;19030;9771;9259;
;16B100102: Alfeizerão;1319;667;652;
;16B100120: Aljubarrota;2178;1113;1065;
;16B100104: Bárrio;665;343;322;
;16B100105: Benedita;2861;1469;1392;
;16B100106: Cela;2263;1177;1086;
;16B100108: Évora de Alcobaça;2726;1411;1315;
;16B100109: Maiorga;580;287;293;
;16B100112: São Martinho do Porto;332;187;145;
;16B100114: Turquel;2134;1093;1041;
;16B100121: União das freguesias de Alcobaça e Vestiaria;403;206;197;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;1524;770;754;
;16B100123: União das freguesias de Pataias e Martingança;619;325;294;
;16B100116: Vimeiro;1426;723;703;
;16B1101: Alenquer;12747;6582;6165;
;16B110106: Carnota;922;473;449;
;16B110107: Meca;1094;574;520;
;16B110108: Olhalvo;1019;531;488;
;16B110109: Ota;518;270;248;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;2162;1116;1046;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;1432;745;687;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);1213;615;598;
;16B110120: União das freguesias de Carregado e Cadafais;612;314;298;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;1097;568;529;
;16B110113: Ventosa;1401;718;683;
;16B110114: Vila Verde dos Francos;1277;658;619;
;16B1102: Arruda dos Vinhos;3884;2008;1876;
;16B110201: Arranhó;1094;583;511;
;16B110202: Arruda dos Vinhos;1732;892;840;
;16B110203: Cardosas;382;180;202;
;16B110204: São Tiago dos Velhos;676;353;323;
;16B1005: Bombarral;5171;2663;2508;
;16B100502: Carvalhal;1876;962;914;
;16B100505: Pó;461;241;220;
;16B100503: Roliça;1222;627;595;
;16B100506: União das freguesias do Bombarral e Vale Covo;1612;833;779;
;16B1104: Cadaval;7641;3963;3678;
;16B110401: Alguber;754;377;377;
;16B110407: Peral;713;384;329;
;16B110412: União das freguesias de Lamas e Cercal;2048;1067;981;
;16B110413: União das freguesias de Painho e Figueiros;1388;723;665;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;964;496;468;
;16B110409: Vermelha;798;414;384;
;16B110410: Vilar;976;502;474;
;16B1006: Caldas da Rainha;12358;6402;5956;
;16B100601: A dos Francos;1031;542;489;
;16B100602: Alvorninha;2128;1109;1019;
;16B100604: Carvalhal Benfeito;1018;518;500;
;16B100606: Foz do Arelho;72;42;30;
;16B100607: Landal;752;388;364;
;16B100608: Nadadouro;209;110;99;
;16B100609: Salir de Matos;1519;773;746;
;16B100611: Santa Catarina;1977;1035;942;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;1301;649;652;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;616;330;286;
;16B100619: União das freguesias de Tornada e Salir do Porto;955;493;462;
;16B100615: Vidais;780;413;367;
;16B1108: Lourinhã;10120;5253;4867;
;16B110803: Moita dos Ferreiros;1292;666;626;
;16B110805: Reguengo Grande;991;505;486;
;16B110810: Ribamar;785;413;372;
;16B110806: Santa Bárbara;596;312;284;
;16B110812: União das freguesias de Lourinhã e Atalaia;3209;1666;1543;
;16B110813: União das freguesias de Miragaia e Marteleira;1690;860;830;
;16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;1084;572;512;
;16B110808: Vimeiro;473;259;214;
;16B1011: Nazaré;1979;1020;959;
;16B101101: Famalicão;904;462;442;
;16B101102: Nazaré;262;133;129;
;16B101103: Valado dos Frades;813;425;388;
;16B1012: Óbidos;5597;2992;2605;
;16B101201: A dos Negros;1137;607;530;
;16B101202: Amoreira;341;191;150;
;16B101208: Gaeiras;417;220;197;
;16B101203: Olho Marinho;856;449;407;
;16B101210: Santa Maria, São Pedro e Sobral da Lagoa;2252;1220;1032;
;16B101209: Usseira;- -;- -;- -;
;16B101207: Vau;594;305;289;
;16B1014: Peniche;4953;2628;2325;
;16B101402: Atouguia da Baleia;3412;1833;1579;
;16B101406: Ferrel;1074;560;514;
;16B101407: Peniche;21;12;9;
;16B101405: Serra d'El-Rei;446;223;223;
;16B1112: Sobral de Monte Agraço;3137;1655;1482;
;16B111201: Santo Quintino;1576;811;765;
;16B111202: Sapataria;1039;544;495;
;16B111203: Sobral de Monte Agraço;522;300;222;
;16B1113: Torres Vedras;22505;11881;10624;
;16B111306: Freiria;1293;688;605;
;16B111310: Ponte do Rol;513;276;237;
;16B111311: Ramalhal;900;476;424;
;16B111314: São Pedro da Cadeira;2011;1084;927;
;16B111316: Silveira;1618;883;735;
;16B111317: Turcifal;1577;833;744;
;16B111321: União das freguesias de A dos Cunhados e Maceira;2496;1306;1190;
;16B111322: União das freguesias de Campelos e Outeiro da Cabeça;1553;817;736;
;16B111323: União das freguesias de Carvoeira e Carmões;1513;797;716;
;16B111324: União das freguesias de Dois Portos e Runa;1627;831;796;
;16B111325: União das freguesias de Maxial e Monte Redondo;2091;1105;986;
;16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;2781;1473;1308;
;16B111318: Ventosa;2532;1312;1220;
;16D: Região de Aveiro;86710;43204;43506;
;16D0101: Águeda;13171;6681;6490;
;16D010103: Aguada de Cima;1354;673;681;
;16D010109: Fermentelos;1253;632;621;
;16D010112: Macinhata do Vouga;908;474;434;
;16D010121: União das freguesias de Águeda e Borralha;1176;624;552;
;16D010122: União das freguesias de Barrô e Aguada de Baixo;1300;658;642;
;16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;1272;615;657;
;16D010124: União das freguesias de Recardães e Espinhel;1601;809;792;
;16D010125: União das freguesias de Travassô e Óis da Ribeira;1038;516;522;
;16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;1024;533;491;
;16D010127: União das freguesias do Préstimo e Macieira de Alcoba;714;344;370;
;16D010119: Valongo do Vouga;1531;803;728;
;16D0102: Albergaria-a-Velha;7432;3740;3692;
;16D010209: Albergaria-a-Velha e Valmaior;1188;588;600;
;16D010202: Alquerubim;1126;576;550;
;16D010203: Angeja;1006;494;512;
;16D010204: Branca;1531;772;759;
;16D010206: Ribeira de Fráguas;815;412;403;
;16D010210: São João de Loure e Frossos;1766;898;868;
;16D0103: Anadia;13332;6666;6666;
;16D010304: Avelãs de Caminho;265;141;124;
;16D010305: Avelãs de Cima;1685;868;817;
;16D010307: Moita;969;491;478;
;16D010309: Sangalhos;1318;657;661;
;16D010310: São Lourenço do Bairro;1511;740;771;
;16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;2238;1113;1125;
;16D010317: União das freguesias de Arcos e Mogofores;943;481;462;
;16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;927;444;483;
;16D010312: Vila Nova de Monsarros;768;366;402;
;16D010313: Vilarinho do Bairro;2708;1365;1343;
;16D0105: Aveiro;9333;4611;4722;
;16D010501: Aradas;1207;600;607;
;16D010502: Cacia;1648;833;815;
;16D010515: Eixo e Eirol;1360;671;689;
;16D010505: Esgueira;672;327;345;
;16D010508: Oliveirinha;1413;679;734;
;16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;2173;1067;1106;
;16D010513: Santa Joana;349;178;171;
;16D010510: São Bernardo;350;169;181;
;16D010511: São Jacinto;29;17;12;
;16D010517: União das freguesias de Glória e Vera Cruz;132;70;62;
;16D0108: Estarreja;7638;3829;3809;
;16D010801: Avanca;1509;752;757;
;16D010805: Pardilhó;663;323;340;
;16D010806: Salreu;1609;808;801;
;16D010808: União das freguesias de Beduído e Veiros;2191;1097;1094;
;16D010809: União das freguesias de Canelas e Fermelã;1666;849;817;
