
Statistical table extracted on October 11, 2022 (17:22:02)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;
;;Sex;;;
;;MF;M;F;
;;Age group;;;
;;Total;;;
;;Relationship;;;
;;Total;;;
;;Level of education;;;
;;Total;;;
;;No. ;No. ;No. ;
;184020203: Rosário;156;84;72;
;184020205: Santa Cruz;673;378;295;
;184020206: São Barnabé;774;433;341;
;184020209: União das freguesias de Almodôvar e Graça dos Padrões;1056;575;481;
;184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;1094;613;481;
;1840203: Alvito;593;307;286;
;184020301: Alvito;364;184;180;
;184020302: Vila Nova da Baronia;229;123;106;
;1840204: Barrancos;797;413;384;
;184020401: Barrancos;797;413;384;
;1840205: Beja;3368;1764;1604;
;184020502: Baleizão;258;132;126;
;184020503: Beringel;201;98;103;
;184020504: Cabeça Gorda;359;184;175;
;184020506: Nossa Senhora das Neves;492;260;232;
;184020510: Santa Clara de Louredo;75;39;36;
;184020516: São Matias;201;115;86;
;184020519: União das freguesias de Albernoa e Trindade;260;134;126;
;184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);245;130;115;
;184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);121;66;55;
;184020522: União das freguesias de Salvada e Quintos;431;230;201;
;184020523: União das freguesias de Santa Vitória e Mombeja;506;265;241;
;184020524: União das freguesias de Trigaches e São Brissos;219;111;108;
;1840206: Castro Verde;853;472;381;
;184020603: Entradas;120;74;46;
;184020604: Santa Bárbara de Padrões;124;65;59;
;184020605: São Marcos da Ataboeira;78;41;37;
;184020606: União das freguesias de Castro Verde e Casével;531;292;239;
;1840207: Cuba;947;502;445;
;184020701: Cuba;413;231;182;
;184020702: Faro do Alentejo;76;39;37;
;184020703: Vila Alva;280;141;139;
;184020704: Vila Ruiva;178;91;87;
;1840208: Ferreira do Alentejo;2953;1570;1383;
;184020803: Figueira dos Cavaleiros;739;393;346;
;184020804: Odivelas;223;121;102;
;184020807: União das freguesias de Alfundão e Peroguarda;374;205;169;
;184020808: União das freguesias de Ferreira do Alentejo e Canhestros;1617;851;766;
;1840209: Mértola;3011;1609;1402;
;184020901: Alcaria Ruiva;395;217;178;
;184020902: Corte do Pinto;275;151;124;
;184020903: Espírito Santo;285;162;123;
;184020904: Mértola;599;316;283;
;184020905: Santana de Cambas;365;194;171;
;184020906: São João dos Caldeireiros;236;116;120;
;184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;856;453;403;
;1840210: Moura;4566;2402;2164;
;184021001: Amareleja;981;495;486;
;184021002: Póvoa de São Miguel;1036;555;481;
;184021008: Sobral da Adiça;562;308;254;
;184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;1336;700;636;
;184021010: União das freguesias de Safara e Santo Aleixo da Restauração;651;344;307;
;1840212: Ourique;2943;1613;1330;
;184021203: Ourique;779;429;350;
;184021206: Santana da Serra;1553;862;691;
;184021207: União das freguesias de Garvão e Santa Luzia;286;151;135;
;184021208: União das freguesias de Panoias e Conceição;325;171;154;
;1840213: Serpa;6389;3384;3005;
;184021302: Brinches;669;347;322;
;184021303: Pias;1322;703;619;
;184021308: União das freguesias de Serpa (Salvador e Santa Maria);1629;845;784;
;184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;2034;1101;933;
;184021307: Vila Verde de Ficalho;735;388;347;
;1840214: Vidigueira;1736;898;838;
;184021401: Pedrógão;276;150;126;
;184021402: Selmes;438;224;214;
;184021403: Vidigueira;449;248;201;
;184021404: Vila de Frades;573;276;297;
;185: Lezíria do Tejo;64057;32559;31498;
;1851403: Almeirim;5521;2848;2673;
;185140301: Almeirim;1996;1049;947;
;185140302: Benfica do Ribatejo;991;492;499;
;185140303: Fazendas de Almeirim;2383;1233;1150;
;185140304: Raposa;151;74;77;
;1851404: Alpiarça;2121;1048;1073;
;185140401: Alpiarça;2121;1048;1073;
;1851103: Azambuja;6947;3520;3427;
;185110301: Alcoentre;1403;693;710;
;185110302: Aveiras de Baixo;430;220;210;
;185110303: Aveiras de Cima;1224;639;585;
;185110304: Azambuja;1145;594;551;
;185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;2361;1178;1183;
;185110306: Vale do Paraíso;319;166;153;
;185110307: Vila Nova da Rainha;65;30;35;
;1851405: Benavente;3192;1655;1537;
;185140504: Barrosa;184;97;87;
;185140501: Benavente;1014;529;485;
;185140502: Samora Correia;1446;758;688;
;185140503: Santo Estêvão;548;271;277;
;1851406: Cartaxo;5639;2844;2795;
;185140604: Pontével;1841;929;912;
;185140610: União das freguesias de Ereira e Lapa;1026;518;508;
;185140609: União das freguesias do Cartaxo e Vale da Pinta;1247;628;619;
;185140605: Valada;347;178;169;
;185140608: Vale da Pedra;313;156;157;
;185140607: Vila Chã de Ourique;865;435;430;
;1851407: Chamusca;2396;1233;1163;
;185140707: Carregueira;665;337;328;
;185140704: Ulme;154;79;75;
;185140708: União das freguesias da Chamusca e Pinheiro Grande;771;397;374;
;185140709: União das freguesias de Parreira e Chouto;447;233;214;
;185140705: Vale de Cavalos;359;187;172;
;1851409: Coruche;5459;2787;2672;
;185140907: Biscainho;203;103;100;
;185140905: Branca;437;227;210;
;185140902: Couço;546;278;268;
;185140908: Santana do Mato;341;165;176;
;185140903: São José da Lamarosa;1504;765;739;
;185140909: União das freguesias de Coruche, Fajarda e Erra;2428;1249;1179;
;1851412: Golegã;1169;576;593;
;185141201: Azinhaga;321;165;156;
;185141202: Golegã;681;328;353;
;185141203: Pombalinho;167;83;84;
;1851414: Rio Maior;9137;4671;4466;
;185141401: Alcobertas;1673;853;820;
;185141402: Arrouquelas;457;228;229;
;185141410: Asseiceira;316;162;154;
;185141405: Fráguas;633;331;302;
;185141408: Rio Maior;2594;1324;1270;
;185141411: São Sebastião;433;225;208;
;185141415: União das freguesias de Azambujeira e Malaqueijo;795;409;386;
;185141416: União das freguesias de Marmeleira e Assentiz;497;262;235;
;185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;997;498;499;
;185141418: União das freguesias de São João da Ribeira e Ribeira de São João;742;379;363;
;1851415: Salvaterra de Magos;4301;2191;2110;
;185141502: Marinhais;1504;766;738;
;185141503: Muge;294;142;152;
;185141507: União das freguesias de Glória do Ribatejo e Granho;687;352;335;
;185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;1816;931;885;
;1851416: Santarém;18175;9186;8989;
;185141601: Abitureiras;660;346;314;
;185141602: Abrã;890;437;453;
;185141604: Alcanede;3727;1883;1844;
;185141605: Alcanhões;476;246;230;
;185141606: Almoster;908;462;446;
;185141607: Amiais de Baixo;1089;543;546;
;185141608: Arneiro das Milhariças;452;221;231;
;185141628: Gançaria;573;272;301;
;185141613: Moçarria;586;308;278;
;185141614: Pernes;377;199;178;
;185141616: Póvoa da Isenta;405;213;192;
;185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;1509;748;761;
;185141630: União das freguesias de Azoia de Cima e Tremês;1205;617;588;
;185141631: União das freguesias de Casével e Vaqueiros;1211;618;593;
;185141632: União das freguesias de Romeira e Várzea;1042;525;517;
;185141633: União de freguesias da cidade de Santarém;883;466;417;
;185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;1524;751;773;
;185141625: Vale de Santarém;658;331;327;
;186: Alto Alentejo;35581;18324;17257;
;1861201: Alter do Chão;1090;556;534;
;186120101: Alter do Chão;499;250;249;
;186120102: Chancelaria;180;92;88;
;186120104: Cunheira;131;72;59;
;186120103: Seda;280;142;138;
;1861202: Arronches;1249;663;586;
;186120201: Assunção;405;202;203;
;186120202: Esperança;656;358;298;
;186120203: Mosteiros;188;103;85;
;1861203: Avis;1311;674;637;
;186120302: Aldeia Velha;181;100;81;
;186120303: Avis;276;129;147;
;186120305: Ervedal;186;101;85;
;186120306: Figueira e Barros;129;68;61;
;186120309: União das freguesias de Alcórrego e Maranhão;141;74;67;
;186120310: União das freguesias de Benavila e Valongo;398;202;196;
;1861204: Campo Maior;2062;1036;1026;
;186120401: Nossa Senhora da Expectação;1348;688;660;
;186120402: Nossa Senhora da Graça dos Degolados;118;59;59;
;186120403: São João Baptista;596;289;307;
;1861205: Castelo de Vide;974;501;473;
;186120501: Nossa Senhora da Graça de Póvoa e Meadas;131;73;58;
;186120502: Santa Maria da Devesa;436;224;212;
;186120503: Santiago Maior;199;101;98;
;186120504: São João Baptista;208;103;105;
;1861206: Crato;1214;620;594;
;186120601: Aldeia da Mata;191;95;96;
;186120604: Gáfete;300;152;148;
;186120605: Monte da Pedra;193;102;91;
;186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;530;271;259;
;1861207: Elvas;2719;1436;1283;
;186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;399;205;194;
;186120713: Caia, São Pedro e Alcáçova;861;454;407;
;186120706: Santa Eulália;119;68;51;
;186120707: São Brás e São Lourenço;431;225;206;
;186120708: São Vicente e Ventosa;133;67;66;
;186120714: União das freguesias de Barbacena e Vila Fernando;361;195;166;
;186120715: União das freguesias de Terrugem e Vila Boim;415;222;193;
;1861208: Fronteira;685;369;316;
;186120801: Cabeço de Vide;164;93;71;
;186120802: Fronteira;388;206;182;
;186120803: São Saturnino;133;70;63;
;1861209: Gavião;3901;1985;1916;
;186120902: Belver;1350;675;675;
;186120903: Comenda;523;268;255;
;186120905: Margem;804;415;389;
;186120906: União das freguesias de Gavião e Atalaia;1224;627;597;
;1861210: Marvão;1823;976;847;
;186121001: Beirã;252;137;115;
;186121002: Santa Maria de Marvão;259;137;122;
;186121003: Santo António das Areias;326;175;151;
;186121004: São Salvador da Aramenha;986;527;459;
;1861211: Monforte;643;332;311;
;186121101: Assumar;88;46;42;
;186121102: Monforte;262;136;126;
;186121103: Santo Aleixo;112;54;58;
;186121104: Vaiamonte;181;96;85;
;1861212: Nisa;4132;2102;2030;
;186121201: Alpalhão;435;235;200;
;186121205: Montalvão;487;246;241;
;186121207: Santana;364;179;185;
;186121208: São Matias;430;201;229;
;186121210: Tolosa;993;511;482;
;186121211: União das freguesias de Arez e Amieira do Tejo;699;362;337;
;186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;724;368;356;
;1861213: Ponte de Sor;5683;2883;2800;
;186121304: Foros de Arrão;451;227;224;
;186121301: Galveias;485;238;247;
;186121305: Longomel;890;453;437;
;186121302: Montargil;1227;616;611;
;186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;2630;1349;1281;
;1861214: Portalegre;6151;3186;2965;
;186121401: Alagoa;396;212;184;
;186121402: Alegrete;960;488;472;
;186121404: Fortios;434;225;209;
;186121411: União das freguesias da Sé e São Lourenço;1349;703;646;
;186121412: União das freguesias de Reguengo e São Julião;961;489;472;
;186121413: União das freguesias de Ribeira de Nisa e Carreiras;1157;599;558;
;186121410: Urra;894;470;424;
;1861215: Sousel;1944;1005;939;
;186121501: Cano;490;247;243;
;186121502: Casa Branca;527;263;264;
;186121503: Santo Amaro;261;149;112;
;186121504: Sousel;666;346;320;
;187: Alentejo Central;32720;16855;15865;
;1870701: Alandroal;2971;1520;1451;
;187070104: Capelins (Santo António);487;254;233;
;187070103: Santiago Maior;1386;709;677;
;187070105: Terena (São Pedro);335;162;173;
;187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);763;395;368;
;1870702: Arraiolos;1596;821;775;
;187070201: Arraiolos;456;219;237;
;187070202: Igrejinha;167;92;75;
;187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;206;109;97;
;187070209: União das freguesias de São Gregório e Santa Justa;206;111;95;
;187070206: Vimieiro;561;290;271;
;1870703: Borba;1989;1016;973;
;187070301: Borba (Matriz);1160;594;566;
;187070304: Borba (São Bartolomeu);15;8;7;
;187070302: Orada;272;130;142;
;187070303: Rio de Moinhos;542;284;258;
;1870704: Estremoz;3477;1722;1755;
;187070401: Arcos;387;194;193;
;187070404: Évora Monte (Santa Maria);260;132;128;
;187070402: Glória;304;150;154;
;187070411: São Domingos de Ana Loura;134;67;67;
;187070414: União das freguesias de Estremoz (Santa Maria e Santo André);1013;516;497;
;187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;449;223;226;
;187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;180;85;95;
;187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);489;221;268;
;187070413: Veiros;261;134;127;
;1870705: Évora;3326;1752;1574;
;187070515: Canaviais;179;87;92;
;187070502: Nossa Senhora da Graça do Divor;70;40;30;
;187070503: Nossa Senhora de Machede;508;272;236;
;187070506: São Bento do Mato;169;87;82;
;187070509: São Miguel de Machede;305;167;138;
;187070513: Torre de Coelheiros;100;52;48;
;187070522: União das freguesias de Bacelo e Senhora da Saúde;- -;- -;- -;
;187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);956;512;444;
;187070524: União das freguesias de Malagueira e Horta das Figueiras;- -;- -;- -;
;187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;187;92;95;
;187070526: União das freguesias de São Manços e São Vicente do Pigeiro;769;396;373;
;187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;83;47;36;
;1870706: Montemor-o-Novo;3030;1586;1444;
;187070601: Cabrela;175;91;84;
;187070607: Ciborro;74;40;34;
;187070610: Foros de Vale de Figueira;142;73;69;
;187070605: Santiago do Escoural;289;155;134;
;187070606: São Cristóvão;330;166;164;
;187070611: União das freguesias de Cortiçadas de Lavre e Lavre;349;176;173;
;187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;1671;885;786;
;1870707: Mora;2575;1352;1223;
;187070701: Brotas;190;95;95;
;187070702: Cabeção;547;277;270;
;187070703: Mora;907;487;420;
;187070704: Pavia;931;493;438;
;1870708: Mourão;1441;734;707;
;187070801: Granja;323;176;147;
;187070802: Luz;205;104;101;
;187070803: Mourão;913;454;459;
;1870709: Portel;2532;1323;1209;
;187070903: Monte do Trigo;358;193;165;
;187070905: Portel;858;453;405;
;187070906: Santana;358;183;175;
;187070909: União das freguesias de Amieira e Alqueva;439;229;210;
;187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;337;169;168;
;187070908: Vera Cruz;182;96;86;
;1870710: Redondo;1990;1046;944;
;187071001: Montoito;640;334;306;
;187071002: Redondo;1350;712;638;
;1870711: Reguengos de Monsaraz;3835;1967;1868;
;187071102: Corval;712;367;345;
;187071103: Monsaraz;598;309;289;
;187071104: Reguengos de Monsaraz;1623;830;793;
;187071106: União das freguesias de Campo e Campinho;902;461;441;
;1870712: Vendas Novas;1731;871;860;
;187071202: Landeira;116;53;63;
;187071201: Vendas Novas;1615;818;797;
;1870713: Viana do Alentejo;1294;676;618;
;187071303: Aguiar;89;46;43;
;187071301: Alcáçovas;562;299;263;
;187071302: Viana do Alentejo;643;331;312;
;1870714: Vila Viçosa;933;469;464;
;187071401: Bencatel;200;97;103;
;187071402: Ciladas;121;63;58;
;187071406: Nossa Senhora da Conceição e São Bartolomeu;464;235;229;
;187071404: Pardais;148;74;74;
;15: Algarve;69919;35997;33922;
;150: Algarve;69919;35997;33922;
;1500801: Albufeira;4560;2301;2259;
;150080106: Albufeira e Olhos de Água;2255;1105;1150;
;150080104: Ferreiras;- -;- -;- -;
;150080102: Guia;725;376;349;
;150080103: Paderne;1580;820;760;
;1500802: Alcoutim;2898;1526;1372;
;150080202: Giões;330;175;155;
;150080203: Martim Longo;794;411;383;
;150080206: União das freguesias de Alcoutim e Pereiro;984;518;466;
;150080205: Vaqueiros;790;422;368;
;1500803: Aljezur;2622;1376;1246;
;150080301: Aljezur;1796;938;858;
;150080302: Bordeira;362;197;165;
;150080303: Odeceixe;464;241;223;
;150080304: Rogil;- -;- -;- -;
;1500804: Castro Marim;2298;1168;1130;
;150080404: Altura;- -;- -;- -;
;150080401: Azinhal;483;258;225;
;150080402: Castro Marim;890;442;448;
;150080403: Odeleite;925;468;457;
;1500805: Faro;5588;2866;2722;
;150080506: Montenegro;- -;- -;- -;
;150080503: Santa Bárbara de Nexe;1522;765;757;
;150080507: União das freguesias de Conceição e Estoi;2631;1360;1271;
;150080508: União das freguesias de Faro (Sé e São Pedro);1435;741;694;
;1500806: Lagoa;1866;918;948;
;150080602: Ferragudo;186;97;89;
;150080604: Porches;376;183;193;
;150080607: União das freguesias de Estômbar e Parchal;398;198;200;
;150080608: União das freguesias de Lagoa e Carvoeiro;906;440;466;
;1500807: Lagos;2503;1335;1168;
;150080703: Luz;435;228;207;
;150080704: Odiáxere;692;390;302;
;150080707: União das freguesias de Bensafrim e Barão de São João;901;472;429;
;150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);475;245;230;
;1500808: Loulé;14070;7092;6978;
;150080801: Almancil;1010;500;510;
;150080802: Alte;1617;836;781;
;150080803: Ameixial;651;337;314;
;150080804: Boliqueime;1894;929;965;
;150080808: Loulé (São Clemente);2036;1029;1007;
;150080809: Loulé (São Sebastião);2592;1298;1294;
;150080805: Quarteira;416;208;208;
;150080807: Salir;1797;913;884;
;150080812: União de freguesias de Querença, Tôr e Benafim;2057;1042;1015;
;1500809: Monchique;4078;2170;1908;
;150080901: Alferce;636;340;296;
;150080902: Marmelete;1101;596;505;
;150080903: Monchique;2341;1234;1107;
;1500810: Olhão;4664;2363;2301;
;150081003: Olhão;6;3;3;
;150081004: Pechão;781;386;395;
;150081005: Quelfes;1062;537;525;
;150081006: União das freguesias de Moncarapacho e Fuseta;2815;1437;1378;
;1500811: Portimão;2150;1107;1043;
;150081101: Alvor;489;249;240;
;150081102: Mexilhoeira Grande;1396;724;672;
;150081103: Portimão;265;134;131;
;1500812: São Brás de Alportel;2591;1330;1261;
;150081201: São Brás de Alportel;2591;1330;1261;
;1500813: Silves;10422;5479;4943;
;150081303: Armação de Pêra;151;80;71;
;150081305: São Bartolomeu de Messines;3966;2095;1871;
;150081306: São Marcos da Serra;1363;716;647;
;150081307: Silves;2547;1327;1220;
;150081309: União das freguesias de Alcantarilha e Pêra;1014;534;480;
;150081310: União das freguesias de Algoz e Tunes;1381;727;654;
;1500814: Tavira;8012;4157;3855;
;150081401: Cachopo;1269;677;592;
;150081404: Santa Catarina da Fonte do Bispo;1779;920;859;
;150081408: Santa Luzia;16;9;7;
;150081410: União das freguesias de Conceição e Cabanas de Tavira;985;512;473;
;150081411: União das freguesias de Luz de Tavira e Santo Estêvão;2230;1131;1099;
;150081412: União das freguesias de Tavira (Santa Maria e Santiago);1733;908;825;
;1500815: Vila do Bispo;788;401;387;
;150081501: Barão de São Miguel;180;94;86;
;150081502: Budens;212;108;104;
;150081504: Sagres;48;22;26;
;150081506: Vila do Bispo e Raposeira;348;177;171;
;1500816: Vila Real de Santo António;809;408;401;
;150081603: Monte Gordo;43;22;21;
;150081601: Vila Nova de Cacela;638;319;319;
;150081602: Vila Real de Santo António;128;67;61;
;2: Região Autónoma dos Açores;92351;47426;44925;
;20: Região Autónoma dos Açores;92351;47426;44925;
;200: Região Autónoma dos Açores;92351;47426;44925;
;2004301: Angra do Heroísmo;11035;5692;5343;
;200430101: Altares;812;428;384;
;200430102: Angra (Nossa Senhora da Conceição);474;246;228;
;200430103: Angra (Santa Luzia);376;195;181;
;200430104: Angra (São Pedro);110;59;51;
;200430105: Angra (Sé);398;203;195;
;200430106: Cinco Ribeiras;1089;571;518;
;200430107: Doze Ribeiras;467;245;222;
;200430108: Feteira;663;344;319;
;200430109: Porto Judeu;791;423;368;
;200430110: Posto Santo;156;83;73;
;200430111: Raminho;871;444;427;
;200430112: Ribeirinha;324;173;151;
;200430113: Santa Bárbara;918;493;425;
;200430114: São Bartolomeu de Regatos;591;288;303;
;200430115: São Bento;1590;811;779;
;200430116: São Mateus da Calheta;7;1;6;
;200430117: Serreta;311;147;164;
;200430118: Terra Chã;589;292;297;
;200430119: Vila de São Sebastião;498;246;252;
;2004501: Calheta;3123;1615;1508;
;200450101: Calheta;612;310;302;
;200450102: Norte Pequeno;163;90;73;
;200450103: Ribeira Seca;376;195;181;
;200450104: Santo Antão;1016;532;484;
;200450105: Topo (Nossa Senhora do Rosário);956;488;468;
;2004901: Corvo;267;138;129;
;200490101: Corvo;267;138;129;
;2004701: Horta;6328;3204;3124;
;200470101: Capelo;267;141;126;
;200470102: Castelo Branco;392;196;196;
;200470103: Cedros;747;360;387;
;200470104: Feteira;1098;544;554;
;200470105: Flamengos;195;93;102;
;200470106: Horta (Angústias);891;447;444;
;200470107: Horta (Conceição);733;391;342;
;200470108: Horta (Matriz);174;90;84;
;200470109: Pedro Miguel;508;261;247;
;200470110: Praia do Almoxarife;382;199;183;
;200470111: Praia do Norte;225;114;111;
;200470112: Ribeirinha;318;165;153;
;200470113: Salão;398;203;195;
;2004201: Lagoa;3191;1636;1555;
;200420101: Água de Pau;1067;544;523;
;200420102: Cabouco;761;388;373;
;200420103: Lagoa (Nossa Senhora do Rosário);251;134;117;
;200420104: Lagoa (Santa Cruz);802;415;387;
;200420105: Ribeira Chã;310;155;155;
;2004801: Lajes das Flores;1293;655;638;
;200480101: Fajã Grande;226;109;117;
;200480102: Fajãzinha;120;60;60;
;200480103: Fazenda;230;114;116;
;200480104: Lajedo;117;55;62;
;200480105: Lajes das Flores;358;187;171;
;200480106: Lomba;187;102;85;
;200480107: Mosteiro;55;28;27;
;2004601: Lajes do Pico;4203;2172;2031;
;200460101: Calheta de Nesquim;417;213;204;
;200460102: Lajes do Pico;1352;701;651;
;200460103: Piedade;808;417;391;
;200460104: Ribeiras;737;391;346;
;200460105: Ribeirinha;446;230;216;
;200460106: São João;443;220;223;
;2004602: Madalena;4326;2191;2135;
;200460201: Bandeiras;379;192;187;
;200460202: Candelária;836;412;424;
;200460203: Criação Velha;576;306;270;
;200460204: Madalena;1256;642;614;
;200460205: São Caetano;526;266;260;
;200460206: São Mateus;753;373;380;
;2004202: Nordeste;4187;2174;2013;
;200420201: Achada;474;247;227;
;200420202: Achadinha;458;226;232;
;200420208: Algarvia;- -;- -;- -;
;200420203: Lomba da Fazenda;718;355;363;
;200420204: Nordeste;776;404;372;
;200420206: Salga;404;224;180;
;200420207: Santana;310;161;149;
;200420209: Santo António de Nordestinho;- -;- -;- -;
;200420210: São Pedro de Nordestinho;- -;- -;- -;
;2004203: Ponta Delgada;14770;7533;7237;
;200420323: Ajuda da Bretanha;- -;- -;- -;
;200420301: Arrifes;1551;791;760;
;200420303: Candelária;542;271;271;
;200420304: Capelas;1260;655;605;
;200420305: Covoada;350;167;183;
;200420306: Fajã de Baixo;488;253;235;
;200420307: Fajã de Cima;738;370;368;
;200420308: Fenais da Luz;816;439;377;
;200420309: Feteiras;851;449;402;
;200420310: Ginetes;985;500;485;
;200420311: Mosteiros;431;210;221;
;200420324: Pilar da Bretanha;- -;- -;- -;
;200420313: Ponta Delgada (São José);642;336;306;
;200420314: Ponta Delgada (São Pedro);625;321;304;
;200420312: Ponta Delgada (São Sebastião);95;51;44;
;200420315: Relva;863;439;424;
;200420316: Remédios;271;131;140;
;200420317: Rosto do Cão (Livramento);86;43;43;
;200420318: Rosto do Cão (São Roque);602;314;288;
;200420319: Santa Bárbara;930;455;475;
;200420325: Santa Clara;- -;- -;- -;
;200420320: Santo António;558;286;272;
;200420321: São Vicente Ferreira;518;257;261;
;200420322: Sete Cidades;647;324;323;
;2004204: Povoação;3935;1997;1938;
;200420401: Água Retorta;450;231;219;
;200420402: Faial da Terra;439;220;219;
;200420403: Furnas;735;360;375;
;200420404: Nossa Senhora dos Remédios;751;382;369;
;200420405: Povoação;1170;589;581;
;200420406: Ribeira Quente;390;215;175;
;2004205: Ribeira Grande;9934;5141;4793;
;200420501: Calhetas;218;113;105;
;200420502: Fenais da Ajuda;424;226;198;
;200420503: Lomba da Maia;983;509;474;
;200420504: Lomba de São Pedro;751;406;345;
;200420505: Maia;1050;538;512;
;200420506: Pico da Pedra;654;350;304;
;200420507: Porto Formoso;828;435;393;
;200420508: Rabo de Peixe;1342;698;644;
;200420509: Ribeira Grande (Conceição);387;183;204;
;200420510: Ribeira Grande (Matriz);926;472;454;
;200420511: Ribeira Seca;1035;522;513;
;200420512: Ribeirinha;776;403;373;
;200420513: Santa Bárbara;333;177;156;
;200420514: São Brás;227;109;118;
;2004401: Santa Cruz da Graciosa;3454;1762;1692;
;200440101: Guadalupe;1316;668;648;
;200440102: Luz;803;426;377;
;200440104: Santa Cruz da Graciosa;557;287;270;
;200440103: São Mateus;778;381;397;
;2004802: Santa Cruz das Flores;1497;760;737;
;200480201: Caveira;77;41;36;
;200480202: Cedros;140;75;65;
;200480203: Ponta Delgada;441;222;219;
;200480204: Santa Cruz das Flores;839;422;417;
;2004603: São Roque do Pico;2547;1288;1259;
;200460301: Prainha;565;289;276;
;200460302: Santa Luzia;348;172;176;
;200460303: Santo Amaro;328;160;168;
;200460304: Santo António;485;239;246;
;200460305: São Roque do Pico;821;428;393;
;2004502: Velas;3170;1616;1554;
;200450201: Manadas (Santa Bárbara);668;354;314;
;200450202: Norte Grande (Neves);524;285;239;
;200450203: Rosais;312;164;148;
;200450204: Santo Amaro;734;360;374;
;200450205: Urzelina (São Mateus);494;241;253;
;200450206: Velas (São Jorge);438;212;226;
;2004302: Vila da Praia da Vitória;7809;4085;3724;
;200430201: Agualva;995;522;473;
;200430202: Biscoitos;1045;517;528;
;200430203: Cabo da Praia;426;220;206;
;200430204: Fonte do Bastardo;549;283;266;
;200430205: Fontinhas;798;421;377;
;200430206: Lajes;1079;566;513;
;200430211: Porto Martins;- -;- -;- -;
;200430207: Praia da Vitória (Santa Cruz);340;185;155;
;200430208: Quatro Ribeiras;992;534;458;
;200430209: São Brás;419;215;204;
;200430210: Vila Nova;1166;622;544;
;2004101: Vila do Porto;2750;1389;1361;
;200410101: Almagreira;453;225;228;
;200410102: Santa Bárbara;513;255;258;
;200410103: Santo Espírito;733;379;354;
;200410104: São Pedro;665;342;323;
;200410105: Vila do Porto;386;188;198;
;2004206: Vila Franca do Campo;4532;2378;2154;
;200420601: Água de Alto;895;461;434;
;200420602: Ponta Garça;2023;1069;954;
;200420603: Ribeira das Tainhas;866;469;397;
;200420606: Ribeira Seca;- -;- -;- -;
;200420604: Vila Franca do Campo (São Miguel);226;116;110;
;200420605: Vila Franca do Campo (São Pedro);522;263;259;
;3: Região Autónoma da Madeira;82721;38251;44470;
;30: Região Autónoma da Madeira;82721;38251;44470;
;300: Região Autónoma da Madeira;82721;38251;44470;
;3003101: Calheta;7902;3433;4469;
;300310101: Arco da Calheta;2222;958;1264;
;300310102: Calheta;1481;636;845;
;300310103: Estreito da Calheta;1343;580;763;
;300310104: Fajã da Ovelha;1017;453;564;
;300310105: Jardim do Mar;159;70;89;
;300310106: Paul do Mar;217;101;116;
;300310107: Ponta do Pargo;935;400;535;
;300310108: Prazeres;528;235;293;
;3003102: Câmara de Lobos;11639;5367;6272;
;300310201: Câmara de Lobos;3559;1691;1868;
;300310202: Curral das Freiras;1408;643;765;
;300310203: Estreito de Câmara de Lobos;5380;2439;2941;
;300310205: Jardim da Serra;- -;- -;- -;
;300310204: Quinta Grande;1292;594;698;
;3003103: Funchal;12795;6032;6763;
;300310303: Funchal (Santa Luzia);474;212;262;
;300310304: Funchal (Santa Maria Maior);936;461;475;
;300310308: Funchal (São Pedro);564;264;300;
;300310310: Funchal (Sé);14;6;8;
;300310301: Imaculado Coração de Maria;541;240;301;
;300310302: Monte;708;335;373;
;300310305: Santo António;3957;1870;2087;
