
Statistical table extracted on October 18, 2022 (23:22:04)
http://www.ine.pt



Geographic localization (NUTS -2013);Value of total standard production (?) of agricultural holdings by Geographic localization (NUTS -2013) -  Decennial (1) ;
11A131418: Reguenga;904446;
11A131419: Roriz;706121;
11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;1188582;
11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);610164;
11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;1042112;
11A131436: União das freguesias de Lamelas e Guimarei;637123;
11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;1673053;
11A131432: Vilarinho;471132;
11A0116: São João da Madeira;- -;
11A011601: São João da Madeira;- -;
11A1318: Trofa;12033290;
11A131806: Covelas;1640857;
11A131808: Muro;453978;
11A131809: União das freguesias de Alvarelhos e Guidões;1652632;
11A131810: União das freguesias de Bougado (São Martinho e Santiago);4743600;
11A131811: União das freguesias de Coronado (São Romão e São Mamede);3542222;
11A0119: Vale de Cambra;6001827;
11A011901: Arões;1714418;
11A011903: Cepelos;556038;
11A011905: Junqueira;720715;
11A011906: Macieira de Cambra;867649;
11A011907: Roge;719355;
11A011902: São Pedro de Castelões;820374;
11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;603280;
11A1315: Valongo;4979556;
11A131501: Alfena;2463505;
11A131503: Ermesinde;517528;
11A131506: União das freguesias de Campo e Sobrado;1646183;
11A131505: Valongo;352339;
11A1316: Vila do Conde;51041146;
11A131602: Árvore;1856573;
11A131603: Aveleda;814142;
11A131604: Azurara;388954;
11A131607: Fajozes;2173086;
11A131610: Gião;1692659;
11A131611: Guilhabreu;2195430;
11A131612: Junqueira;3167384;
11A131613: Labruge;2262568;
11A131614: Macieira da Maia;1510107;
11A131616: Mindelo;2330916;
11A131617: Modivas;1053165;
11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;8127970;
11A131632: União das freguesias de Fornelo e Vairão;3033943;
11A131633: União das freguesias de Malta e Canidelo;885519;
11A131634: União das freguesias de Retorta e Tougues;2540140;
11A131635: União das freguesias de Rio Mau e Arcos;8326108;
11A131636: União das freguesias de Touguinha e Touguinhó;3133754;
11A131637: União das freguesias de Vilar e Mosteiró;2476699;
11A131627: Vila Chã;1415577;
11A131628: Vila do Conde;695604;
11A131630: Vilar de Pinheiro;960851;
11A1317: Vila Nova de Gaia;5792526;
11A131701: Arcozelo;489746;
11A131702: Avintes;183606;
11A131703: Canelas;141667;
11A131704: Canidelo;142300;
11A131709: Madalena;171273;
11A131712: Oliveira do Douro;200347;
11A131717: São Félix da Marinha;168745;
11A131725: União das freguesias de Grijó e Sermonde;403518;
11A131726: União das freguesias de Gulpilhares e Valadares;1020758;
11A131727: União das freguesias de Mafamude e Vilar do Paraíso;277267;
11A131728: União das freguesias de Pedroso e Seixezelo;906495;
11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;922091;
11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;- -;
11A131731: União das freguesias de Serzedo e Perosinho;546284;
11A131723: Vilar de Andorinho;218429;
11B: Alto Tâmega;101075947;
11B1702: Boticas;7760410;
11B170217: Alturas do Barroso e Cerdedo;1666777;
11B170218: Ardãos e Bobadela;793641;
11B170203: Beça;1270775;
11B170219: Boticas e Granja;422537;
11B170220: Codessoso, Curros e Fiães do Tâmega;495000;
11B170208: Covas do Barroso;375452;
11B170210: Dornelas;657002;
11B170213: Pinho;443689;
11B170215: Sapiãos;499108;
11B170221: Vilar e Viveiro;1136428;
11B1703: Chaves;28893293;
11B170301: Águas Frias;1525280;
11B170302: Anelhe;317516;
11B170305: Bustelo;247352;
11B170309: Cimo de Vila da Castanheira;1354012;
11B170310: Curalha;383152;
11B170312: Ervededo;1034470;
11B170313: Faiões;614140;
11B170314: Lama de Arcos;754353;
11B170316: Mairos;1270491;
11B170317: Moreiras;451320;
11B170318: Nogueira da Montanha;1560078;
11B170320: Oura;857681;
11B170321: Outeiro Seco;527393;
11B170322: Paradela;514062;
11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);1315574;
11B170324: Redondelo;939473;
11B170327: Sanfins;484330;
11B170329: Santa Leocádia;875242;
11B170350: Santa Maria Maior;169042;
11B170330: Santo António de Monforte;319895;
11B170331: Santo Estêvão;419750;
11B170333: São Pedro de Agostém;1420468;
11B170334: São Vicente;851002;
11B170340: Tronco;537998;
11B170354: União das freguesias da Madalena e Samaiões;929776;
11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;992984;
11B170356: União das freguesias de Calvão e Soutelinho da Raia;988865;
11B170357: União das freguesias de Loivos e Póvoa de Agrações;967567;
11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;172372;
11B170359: União das freguesias de Soutelo e Seara Velha;625799;
11B170360: União das freguesias de Travancas e Roriz;1250028;
11B170341: Vale de Anta;640399;
11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);1032892;
11B170343: Vila Verde da Raia;677428;
11B170344: Vilar de Nantes;193086;
11B170345: Vilarelho da Raia;771071;
11B170347: Vilas Boas;214691;
11B170349: Vilela do Tâmega;427736;
11B170348: Vilela Seca;264526;
11B1706: Montalegre;19209136;
11B170601: Cabril;659275;
11B170603: Cervos;985499;
11B170604: Chã;2399016;
11B170607: Covelo do Gerês;273982;
11B170609: Ferral;370522;
11B170612: Gralhas;410701;
11B170616: Morgade;1043236;
11B170618: Negrões;795052;
11B170619: Outeiro;431216;
11B170623: Pitões das Junias;574607;
11B170625: Reigoso;322350;
11B170626: Salto;1857678;
11B170627: Santo André;547189;
11B170629: Sarraquinhos;822400;
11B170631: Solveira;280557;
11B170632: Tourém;306694;
11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;779649;
11B170637: União das freguesias de Meixedo e Padornelos;897184;
11B170638: União das freguesias de Montalegre e Padroso;918188;
11B170639: União das freguesias de Paradela, Contim e Fiães;622428;
11B170640: União das freguesias de Sezelhe e Covelães;635814;
11B170641: União das freguesias de Venda Nova e Pondras;263994;
11B170642: União das freguesias de Viade de Baixo e Fervidelas;1668224;
11B170643: União das freguesias de Vilar de Perdizes e Meixide;837278;
11B170635: Vila da Ponte;506401;
11B1709: Ribeira de Pena;4943205;
11B170901: Alvadia;510561;
11B170902: Canedo;385864;
11B170906: Santa Marinha;269914;
11B170908: União das freguesias de Cerva e Limões;2125764;
11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;1651102;
11B1712: Valpaços;24698162;
11B171201: Água Revés e Crasto;1116479;
11B171203: Algeriz;1124122;
11B171205: Bouçoães;744913;
11B171206: Canaveses;589372;
11B171232: Carrazedo de Montenegro e Curros;2460947;
11B171209: Ervões;1156453;
11B171211: Fornos do Pinhal;320271;
11B171212: Friões;1432029;
11B171233: Lebução, Fiães e Nozelos;1149053;
11B171215: Padrela e Tazem;947453;
11B171216: Possacos;443904;
11B171217: Rio Torto;3080037;
11B171219: Santa Maria de Emeres;709905;
11B171220: Santa Valha;804972;
11B171221: Santiago da Ribeira de Alhariz;925613;
11B171222: São João da Corveira;1075391;
11B171223: São Pedro de Veiga de Lila;531873;
11B171224: Serapicos;633774;
11B171234: Sonim e Barreiros;544573;
11B171235: Tinhela e Alvarelhos;1030860;
11B171227: Vales;608149;
11B171236: Valpaços e Sanfins;1593368;
11B171229: Vassal;610633;
11B171230: Veiga de Lila;376564;
11B171231: Vilarandelo;687455;
11B1713: Vila Pouca de Aguiar;15571742;
11B171302: Alfarela de Jales;589640;
11B171319: Alvão;1384287;
11B171303: Bornes de Aguiar;2045642;
11B171304: Bragado;424902;
11B171305: Capeludos;471832;
11B171317: Sabroso de Aguiar;333342;
11B171310: Soutelo de Aguiar;3975620;
11B171311: Telões;1569449;
11B171312: Tresminas;920559;
11B171320: União das freguesias de Pensalvos e Parada de Monteiros;627076;
11B171313: Valoura;338350;
11B171314: Vila Pouca de Aguiar;1190864;
11B171315: Vreia de Bornes;585024;
11B171316: Vreia de Jales;1115155;
11C: Tâmega e Sousa;104100765;
11C1301: Amarante;16990177;
11C130103: Ansiães;198327;
11C130107: Candemil;235131;
11C130112: Fregim;503053;
11C130115: Fridão;210728;
11C130117: Gondar;462159;
11C130134: Gouveia (São Simão);376171;
11C130118: Jazente;166422;
11C130119: Lomba;237964;
11C130120: Louredo;211770;
11C130121: Lufrei;348672;
11C130123: Mancelos;905728;
11C130126: Padronelo;88586;
11C130128: Rebordelo;133468;
11C130129: Salvador do Monte;592210;
11C130135: Telões;1534585;
11C130136: Travanca;800167;
11C130141: União das freguesias de Aboadela, Sanche e Várzea;2714941;
11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;2424685;
11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;482210;
11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);880748;
11C130145: União das freguesias de Freixo de Cima e de Baixo;751563;
11C130146: União das freguesias de Olo e Canadelo;266112;
11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;1023874;
11C130138: Vila Caiz;409168;
11C130139: Vila Chã do Marão;458817;
11C130147: Vila Meã;572918;
11C1302: Baião;8621408;
11C130204: Frende;175505;
11C130205: Gestaçô;745043;
11C130206: Gove;566060;
11C130207: Grilo;219068;
11C130208: Loivos do Monte;309605;
11C130215: Santa Marinha do Zêzere;1268331;
11C130221: União das freguesias de Ancede e Ribadouro;705863;
11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;441432;
11C130223: União das freguesias de Campelo e Ovil;1049101;
11C130224: União das freguesias de Loivos da Ribeira e Tresouras;847120;
11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;893247;
11C130226: União das freguesias de Teixeira e Teixeiró;758395;
11C130219: Valadares;460559;
11C130220: Viariz;182079;
11C0106: Castelo de Paiva;2979604;
11C010602: Fornos;283092;
11C010606: Real;560884;
11C010607: Santa Maria de Sardoura;413691;
11C010608: São Martinho de Sardoura;180871;
11C010610: União das freguesias de Raiva, Pedorido e Paraíso;756598;
11C010611: União das freguesias de Sobrado e Bairros;784467;
11C0305: Celorico de Basto;10957144;
11C030501: Agilde;697920;
11C030502: Arnóia;947343;
11C030520: Basto (São Clemente);1268948;
11C030503: Borba de Montanha;791175;
11C030508: Codeçoso;347215;
11C030510: Fervença;560832;
11C030515: Moreira do Castelo;228035;
11C030517: Rego;584810;
11C030518: Ribas;410340;
11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;1262414;
11C030524: União das freguesias de Caçarilhe e Infesta;416316;
11C030525: União das freguesias de Canedo de Basto e Corgo;727678;
11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);455668;
11C030527: União das freguesias de Veade, Gagos e Molares;1873328;
11C030521: Vale de Bouro;385120;
11C1804: Cinfães;5848136;
11C180403: Cinfães;760960;
11C180404: Espadanedo;182274;
11C180405: Ferreiros de Tendais;240989;
11C180406: Fornelos;346736;
11C180408: Moimenta;93937;
11C180409: Nespereira;738907;
11C180410: Oliveira do Douro;361103;
11C180412: Santiago de Piães;575555;
11C180413: São Cristóvão de Nogueira;669665;
11C180414: Souselo;303848;
11C180415: Tarouquela;261692;
11C180416: Tendais;534571;
11C180417: Travanca;403978;
11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;373920;
11C1303: Felgueiras;13230300;
11C130301: Aião;398718;
11C130302: Airães;590367;
11C130305: Friande;470709;
11C130306: Idães;1610864;
11C130307: Jugueiros;354463;
11C130313: Penacova;276442;
11C130314: Pinheiro;223026;
11C130315: Pombeiro de Ribavizela;302095;
11C130317: Refontoura;434290;
11C130318: Regilde;218910;
11C130319: Revinhade;75851;
11C130324: Sendim;351050;
11C130334: União das freguesias de Macieira da Lixa e Caramos;1564488;
11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;2061702;
11C130336: União das freguesias de Pedreira, Rande e Sernande;820762;
11C130337: União das freguesias de Torrados e Sousa;472255;
11C130338: União das freguesias de Unhão e Lordelo;785447;
11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;1483032;
11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);187025;
11C130341: União das freguesias de Vila Verde e Santão;548801;
11C1305: Lousada;10742830;
11C130502: Aveleda;322955;
11C130504: Caíde de Rei;2350657;
11C130510: Lodares;862435;
11C130512: Macieira;272642;
11C130513: Meinedo;695542;
11C130515: Nevogilde;438193;
11C130524: Sousela;260363;
11C130525: Torno;588389;
11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);728751;
11C130528: União das freguesias de Cristelos, Boim e Ordem;826274;
11C130529: União das freguesias de Figueiras e Covas;452653;
11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);682803;
11C130531: União das freguesias de Nespereira e Casais;587857;
11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;1431709;
11C130526: Vilar do Torno e Alentém;241607;
11C1307: Marco de Canaveses;9216065;
11C130732: Alpendorada, Várzea e Torrão;576321;
11C130733: Avessadas e Rosém;723737;
11C130704: Banho e Carvalhosa;399721;
11C130734: Bem Viver;527659;
11C130705: Constance;264984;
11C130736: Marco;866204;
11C130737: Paredes de Viadores e Manhuncelos;422714;
11C130738: Penha Longa e Paços de Gaiolo;719819;
11C130739: Sande e São Lourenço do Douro;538278;
11C130735: Santo Isidoro e Livração;269888;
11C130722: Soalhães;660110;
11C130723: Sobretâmega;155371;
11C130724: Tabuado;388313;
11C130740: Várzea, Aliviada e Folhada;988348;
11C130741: Vila Boa de Quires e Maureles;1305761;
11C130730: Vila Boa do Bispo;408835;
11C1309: Paços de Ferreira;4853560;
11C130902: Carvalhosa;435760;
11C130904: Eiriz;605942;
11C130905: Ferreira;450655;
11C130906: Figueiró;214992;
11C130917: Frazão Arreigada;567576;
11C130908: Freamunde;308396;
11C130910: Meixomil;249667;
11C130918: Paços de Ferreira;507947;
11C130913: Penamaior;345751;
11C130914: Raimonda;290119;
11C130919: Sanfins Lamoso Codessos;654645;
11C130916: Seroa;222109;
11C1311: Penafiel;13564803;
11C131101: Abragão;547914;
11C131102: Boelhe;630528;
11C131103: Bustelo;704718;
11C131104: Cabeça Santa;180301;
11C131105: Canelas;184082;
11C131106: Capela;183885;
11C131107: Castelões;303530;
11C131108: Croca;582871;
11C131109: Duas Igrejas;558273;
11C131110: Eja;266703;
11C131112: Fonte Arcada;243097;
11C131113: Galegos;437934;
11C131141: Guilhufe e Urrô;384062;
11C131115: Irivo;360632;
11C131142: Lagares e Figueira;592599;
11C131140: Luzim e Vila Cova;459396;
11C131121: Oldrões;239201;
11C131122: Paço de Sousa;2044122;
11C131139: Penafiel;1959814;
11C131125: Perozelo;105646;
11C131128: Rans;309408;
11C131132: Recezinhos (São Mamede);247941;
11C131133: Recezinhos (São Martinho);771640;
11C131129: Rio de Moinhos;450892;
11C131138: Rio Mau;57263;
11C131134: Sebolido;2992;
11C131143: Termas de São Vicente;362404;
11C131136: Valpedre;392956;
11C1813: Resende;7096737;
11C181302: Barrô;821940;
11C181303: Cárquere;256735;
11C181310: Paus;499169;
11C181311: Resende;1709863;
11C181312: São Cipriano;156208;
11C181313: São João de Fontoura;701129;
11C181314: São Martinho de Mouros;1313855;
11C181316: União das freguesias de Anreade e São Romão de Aregos;780242;
11C181317: União das freguesias de Felgueiras e Feirão;289963;
11C181318: União das freguesias de Freigil e Miomães;273162;
11C181319: União das freguesias de Ovadas e Panchorra;294471;
11D: Douro;224631718;
11D1701: Alijó;21971515;
11D170101: Alijó;2781898;
11D170107: Favaios;2759469;
11D170108: Pegarinhos;776797;
11D170109: Pinhão;564476;
11D170112: Sanfins do Douro;2209663;
11D170113: Santa Eugénia;680387;
11D170114: São Mamede de Ribatua;1695387;
11D170120: União das freguesias de Carlão e Amieiro;1524155;
11D170121: União das freguesias de Castedo e Cotas;3360795;
11D170122: União das freguesias de Pópulo e Ribalonga;377293;
11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;1399771;
11D170116: Vila Chã;1283323;
11D170117: Vila Verde;466858;
11D170118: Vilar de Maçada;2091245;
11D1801: Armamar;10808077;
11D180101: Aldeias;732862;
11D180120: Armamar;1560025;
11D180104: Cimbres;230885;
11D180106: Folgosa;805417;
11D180107: Fontelo;952480;
11D180109: Queimada;793043;
11D180110: Queimadela;277298;
11D180111: Santa Cruz;345057;
11D180114: São Cosmado;893973;
11D180115: São Martinho das Chãs;1221361;
11D180121: União das freguesias de Aricera e Goujoim;400321;
11D180122: União das freguesias de São Romão e Santiago;804653;
11D180123: União das freguesias de Vila Seca e Santo Adrião;1074204;
11D180118: Vacalar;716499;
11D0403: Carrazeda de Ansiães;12688491;
11D040304: Carrazeda de Ansiães;584015;
11D040306: Fonte Longa;657258;
11D040308: Linhares;986782;
11D040309: Marzagão;593125;
11D040311: Parambos;618792;
11D040312: Pereiros;276627;
11D040313: Pinhal do Norte;694653;
11D040314: Pombal;994808;
11D040316: Seixo de Ansiães;1369360;
11D040320: União das freguesias de Amedo e Zedes;687724;
11D040321: União das freguesias de Belver e Mogo de Malta;299121;
11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;1776081;
11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;1919580;
11D040318: Vilarinho da Castanheira;1230565;
11D0404: Freixo de Espada à Cinta;6743505;
11D040404: Ligares;1522815;
11D040406: Poiares;991919;
11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;3206374;
11D040408: União das freguesias de Lagoaça e Fornos;1022397;
11D1805: Lamego;14659152;
11D180502: Avões;34757;
11D180504: Britiande;1143435;
11D180505: Cambres;2360821;
11D180507: Ferreirim;668052;
11D180508: Ferreiros de Avões;232175;
11D180509: Figueira;712978;
11D180510: Lalim;384377;
11D180525: Lamego (Almacave e Sé);2078605;
11D180511: Lazarim;300495;
11D180516: Penajóia;1659249;
11D180517: Penude;326760;
11D180519: Samodães;518998;
11D180520: Sande;377611;
11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;396882;
11D180527: União das freguesias de Cepões, Meijinhos e Melcões;881378;
11D180528: União das freguesias de Parada do Bispo e Valdigem;1632882;
11D180523: Várzea de Abrunhais;629370;
11D180524: Vila Nova de Souto d'El-Rei;320327;
11D1704: Mesão Frio;4302868;
11D170401: Barqueiros;446513;
11D170402: Cidadelhe;598309;
11D170408: Mesão Frio (Santo André);1110918;
11D170403: Oliveira;532980;
11D170407: Vila Marim;1614149;
11D1807: Moimenta da Beira;11727870;
11D180702: Alvite;3372988;
11D180703: Arcozelos;543553;
11D180705: Baldos;164752;
11D180706: Cabaços;315652;
11D180707: Caria;492847;
11D180708: Castelo;212325;
11D180709: Leomil;1383033;
11D180710: Moimenta da Beira;547017;
11D180713: Passô;554327;
11D180716: Vila da Rua;1220433;
11D180717: Sarzedo;247637;
11D180719: Sever;555928;
11D180721: União das freguesias de Paradinha e Nagosa;169986;
11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;734447;
11D180723: União das freguesias de Peva e Segões;878414;
11D180720: Vilar;334531;
11D1707: Murça;7937584;
11D170701: Candedo;2991241;
11D170703: Fiolhoso;334127;
11D170704: Jou;973160;
11D170705: Murça;900129;
11D170710: União das freguesias de Carva e Vilares;354790;
11D170711: União das freguesias de Noura e Palheiros;1810314;
11D170708: Valongo de Milhais;573823;
11D1812: Penedono;4603580;
11D181202: Beselga;371992;
11D181203: Castainço;188785;
11D181207: Penela da Beira;938018;
11D181208: Póvoa de Penela;723860;
11D181209: Souto;861799;
11D181210: União das freguesias de Antas e Ourozinho;652551;
11D181211: União das freguesias de Penedono e Granja;866574;
11D1708: Peso da Régua;13191083;
11D170802: Fontelas;509279;
11D170805: Loureiro;993986;
11D170809: Sedielos;1860569;
11D170813: União das freguesias de Galafura e Covelinhas;2029552;
11D170814: União das freguesias de Moura Morta e Vinhós;861214;
11D170815: União das freguesias de Peso da Régua e Godim;1636496;
11D170816: União das freguesias de Poiares e Canelas;3811920;
11D170810: Vilarinho dos Freires;1488066;
11D1710: Sabrosa;10220822;
11D171001: Celeirós;1221217;
11D171002: Covas do Douro;1547631;
11D171004: Gouvinhas;1172770;
11D171007: Paços;891123;
11D171005: Parada de Pinhão;139921;
11D171009: Sabrosa;968942;
11D171011: São Lourenço de Ribapinhão;198381;
11D171013: Souto Maior;284409;
11D171014: Torre do Pinhão;415511;
11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;1352094;
11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;1104493;
11D171015: Vilarinho de São Romão;924331;
11D1711: Santa Marta de Penaguião;9624968;
11D171101: Alvações do Corgo;986700;
11D171102: Cumieira;1726154;
11D171103: Fontes;839031;
11D171106: Medrões;782522;
11D171110: Sever;1239419;
11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;3216118;
11D171112: União das freguesias de Louredo e Fornelos;835025;
11D1815: São João da Pesqueira;24057601;
11D181501: Castanheiro do Sul;1755721;
11D181502: Ervedosa do Douro;5999473;
11D181504: Nagozelo do Douro;1508341;
11D181505: Paredes da Beira;927056;
11D181507: Riodades;813429;
11D181509: Soutelo do Douro;2126705;
11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;4535375;
11D181516: União das freguesias de Trevões e Espinhosa;2341342;
11D181517: União das freguesias de Vilarouco e Pereiros;1788118;
11D181511: Vale de Figueira;1609391;
11D181512: Valongo dos Azeites;652649;
11D1818: Sernancelhe;6751739;
11D181801: Arnas;224291;
11D181802: Carregal;405944;
11D181803: Chosendo;313161;
11D181804: Cunha;420603;
11D181806: Faia;290426;
11D181810: Granjal;284309;
11D181811: Lamosa;185620;
11D181814: Quintela;472446;
11D181818: União das freguesias de Ferreirim e Macieira;1254061;
11D181819: União das freguesias de Fonte Arcada e Escurquela;537130;
11D181820: União das freguesias de Penso e Freixinho;494428;
11D181821: União das freguesias de Sernancelhe e Sarzeda;1374467;
11D181817: Vila da Ponte;494854;
11D1819: Tabuaço;9086996;
11D181901: Adorigo;1141554;
11D181902: Arcos;240923;
11D181904: Chavães;266804;
11D181905: Desejosa;778981;
11D181906: Granja do Tedo;114107;
11D181908: Longa;110549;
11D181913: Sendim;892904;
11D181914: Tabuaço;717930;
11D181918: União das freguesias de Barcos e Santa Leocádia;1245781;
11D181919: União das freguesias de Paradela e Granjinha;162585;
11D181920: União das freguesias de Pinheiros e Vale de Figueira;146745;
11D181921: União das freguesias de Távora e Pereiro;1233401;
11D181917: Valença do Douro;2034732;
11D1820: Tarouca;7219740;
11D182004: Mondim da Beira;1432604;
11D182005: Salzedas;1199573;
11D182006: São João de Tarouca;658343;
11D182011: União das freguesias de Gouviães e Ucanha;747966;
11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;1288266;
11D182013: União das freguesias de Tarouca e Dálvares;1626736;
11D182009: Várzea da Serra;266251;
11D0409: Torre de Moncorvo;14085044;
11D040901: Açoreira;1107099;
11D040903: Cabeça Boa;801528;
11D040905: Carviçais;1432936;
11D040906: Castedo;272054;
11D040909: Horta da Vilariça;1294482;
11D040910: Larinho;504694;
11D040911: Lousa;1327679;
11D040913: Mós;833397;
11D040916: Torre de Moncorvo;950288;
11D040918: União das freguesias de Adeganha e Cardanha;1597315;
11D040919: União das freguesias de Felgar e Souto da Velha;1168335;
11D040920: União das freguesias de Felgueiras e Maçores;1068308;
11D040921: União das freguesias de Urros e Peredo dos Castelhanos;1726929;
11D0914: Vila Nova de Foz Côa;19636906;
11D091401: Almendra;1911808;
11D091402: Castelo Melhor;1065608;
11D091403: Cedovim;1346005;
11D091404: Chãs;1209564;
11D091405: Custóias;693847;
11D091418: Freixo de Numão;1747461;
11D091407: Horta;1127124;
11D091410: Muxagata;1683055;
11D091411: Numão;1319716;
11D091412: Santa Comba;1036796;
11D091414: Sebadelhe;702353;
11D091415: Seixas;1419013;
11D091416: Touça;659560;
11D091419: Vila Nova de Foz Côa;3714996;
11D1714: Vila Real;15314177;
11D171401: Abaças;1602747;
11D171403: Andrães;498586;
11D171404: Arroios;135858;
11D171406: Campeã;1548689;
11D171409: Folhadela;1300162;
11D171410: Guiães;1337134;
11D171414: Lordelo;202435;
11D171415: Mateus;431010;
11D171416: Mondrões;446102;
11D171420: Parada de Cunhos;257784;
11D171426: Torgueda;430712;
11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;796267;
11D171432: União das freguesias de Borbela e Lamas de Olo;682337;
11D171433: União das freguesias de Constantim e Vale de Nogueiras;964863;
11D171434: União das freguesias de Mouçós e Lamares;920708;
11D171435: União das freguesias de Nogueira e Ermida;1609755;
11D171436: União das freguesias de Pena, Quintã e Vila Cova;795810;
11D171437: União das freguesias de São Tomé do Castelo e Justes;711319;
11D171429: Vila Marim;482374;
11D171438: Vila Real;159526;
11E: Terras de Trás-os-Montes;150189780;
11E0401: Alfândega da Fé;8711998;
11E040102: Alfândega da Fé;1771331;
11E040103: Cerejais;370633;
11E040111: Sambade;836139;
11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;650134;
11E040122: União das freguesias de Eucisia, Gouveia e Valverde;1128719;
11E040123: União das freguesias de Ferradosa e Sendim da Serra;700943;
11E040124: União das freguesias de Gebelim e Soeima;510724;
11E040125: União das freguesias de Parada e Sendim da Ribeira;742718;
11E040126: União das freguesias de Pombal e Vales;361934;
11E040118: Vilar Chão;694940;
11E040119: Vilarelhos;590611;
11E040120: Vilares de Vilariça;353172;
11E0402: Bragança;26702934;
11E040201: Alfaião;277143;
11E040203: Babe;488474;
11E040204: Baçal;802302;
11E040206: Carragosa;517823;
11E040209: Castro de Avelãs;774949;
11E040210: Coelhoso;620739;
11E040212: Donai;589664;
11E040213: Espinhosela;819590;
11E040215: França;209157;
11E040216: Gimonde;435726;
11E040217: Gondesende;375936;
11E040218: Gostei;876403;
11E040219: Grijó de Parada;891333;
11E040221: Macedo do Mato;534472;
11E040224: Mós;447275;
11E040225: Nogueira;565426;
11E040226: Outeiro;460903;
11E040229: Parâmio;889419;
11E040230: Pinela;623051;
11E040232: Quintanilha;455928;
11E040233: Quintela de Lampaças;411062;
11E040234: Rabal;388924;
11E040236: Rebordãos;732784;
11E040239: Salsas;815586;
11E040240: Samil;486542;
11E040241: Santa Comba de Rossas;170307;
11E040244: São Pedro de Sarracenos;476834;
11E040246: Sendas;633750;
11E040247: Serapicos;799163;
11E040248: Sortes.;472464;
11E040250: União das freguesias de Aveleda e Rio de Onor;530127;
11E040251: União das freguesias de Castrelos e Carrazedo;654831;
11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;1954762;
11E040253: União das freguesias de Parada e Faílde;1686913;
11E040254: União das freguesias de Rebordainhos e Pombares;595943;
11E040255: União das freguesias de Rio Frio e Milhão;1255567;
11E040256: União das freguesias de São Julião de Palácios e Deilão;1351393;
11E040257: União das freguesias de Sé, Santa Maria e Meixedo;1005384;
11E040249: Zoio;624886;
11E0405: Macedo de Cavaleiros;17352829;
11E040502: Amendoeira;415576;
11E040503: Arcas;663197;
11E040507: Carrapatas;294744;
11E040509: Chacim;398629;
11E040510: Cortiços;464406;
11E040511: Corujas;301204;
11E040514: Ferreira;316873;
11E040515: Grijó;368235;
11E040516: Lagoa;889719;
11E040517: Lamalonga;616327;
11E040518: Lamas;610082;
11E040519: Lombo;386849;
11E040520: Macedo de Cavaleiros;901810;
11E040521: Morais;859554;
11E040523: Olmos;749261;
11E040524: Peredo;388885;
11E040526: Salselas;724796;
11E040528: Sezulfe;403028;
11E040530: Talhas;857411;
11E040539: União das freguesias de Ala e Vilarinho do Monte;1023840;
11E040540: União das freguesias de Bornes e Burga;454497;
