
Statistical table extracted on October 15, 2022 (14:24:24)
http://www.ine.pt



Geographic localization (NUTS -2013);Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial (1) ;
200470105: Flamengos;20907;
200470106: Horta (Angústias);11180,4;
200470107: Horta (Conceição);16590,3;
200470108: Horta (Matriz);2440,3;
200470109: Pedro Miguel;27007;
200470110: Praia do Almoxarife;17773;
200470111: Praia do Norte;16070,3;
200470112: Ribeirinha;24088,5;
200470113: Salão;33701,5;
2004201: Lagoa;29092,5;
200420101: Água de Pau;26647,6;
200420102: Cabouco;45137,5;
200420103: Lagoa (Nossa Senhora do Rosário);8873,9;
200420104: Lagoa (Santa Cruz);39532,3;
200420105: Ribeira Chã;15254,1;
2004801: Lajes das Flores;19734,4;
200480101: Fajã Grande;16298,2;
200480102: Fajãzinha;15282,1;
200480103: Fazenda;21318,8;
200480104: Lajedo;29090,7;
200480105: Lajes das Flores;17150,6;
200480106: Lomba;20013,7;
200480107: Mosteiro;20375,5;
2004601: Lajes do Pico;21493,9;
200460101: Calheta de Nesquim;10542,2;
200460102: Lajes do Pico;31491,7;
200460103: Piedade;19406,6;
200460104: Ribeiras;18298,7;
200460105: Ribeirinha;14354,5;
200460106: São João;25917,2;
2004602: Madalena;10820,3;
200460201: Bandeiras;12996,7;
200460202: Candelária;8611,3;
200460203: Criação Velha;20900,1;
200460204: Madalena;8535,8;
200460205: São Caetano;7496,2;
200460206: São Mateus;9819,5;
2004202: Nordeste;23646,5;
200420201: Achada;28535,8;
200420202: Achadinha;31409,9;
200420208: Algarvia;14075,3;
200420203: Lomba da Fazenda;16727,3;
200420204: Nordeste;21751;
200420206: Salga;36436,7;
200420207: Santana;22276,3;
200420209: Santo António de Nordestinho;18727,2;
200420210: São Pedro de Nordestinho;29135,7;
2004203: Ponta Delgada;30884,1;
200420323: Ajuda da Bretanha;26302,3;
200420301: Arrifes;42571;
200420303: Candelária;19904,9;
200420304: Capelas;45679,8;
200420305: Covoada;48675,2;
200420306: Fajã de Baixo;7334,7;
200420307: Fajã de Cima;58980,4;
200420308: Fenais da Luz;14990;
200420309: Feteiras;45934,1;
200420310: Ginetes;22782,6;
200420311: Mosteiros;25771,6;
200420324: Pilar da Bretanha;35693,5;
200420313: Ponta Delgada (São José);34630,4;
200420314: Ponta Delgada (São Pedro);29543,4;
200420312: Ponta Delgada (São Sebastião);20588,6;
200420315: Relva;31429,8;
200420316: Remédios;21876,3;
200420317: Rosto do Cão (Livramento);11033,7;
200420318: Rosto do Cão (São Roque);17001,5;
200420319: Santa Bárbara;24686,6;
200420325: Santa Clara;4783,7;
200420320: Santo António;37821;
200420321: São Vicente Ferreira;35554,6;
200420322: Sete Cidades;18207,4;
2004204: Povoação;22759,1;
200420401: Água Retorta;18851,5;
200420402: Faial da Terra;37639,9;
200420403: Furnas;28721,3;
200420404: Nossa Senhora dos Remédios;17103,4;
200420405: Povoação;21852,2;
200420406: Ribeira Quente;2174,9;
2004205: Ribeira Grande;35441;
200420501: Calhetas;27507,3;
200420502: Fenais da Ajuda;32465,2;
200420503: Lomba da Maia;48146,9;
200420504: Lomba de São Pedro;31291;
200420505: Maia;46526,4;
200420506: Pico da Pedra;26910,6;
200420507: Porto Formoso;19267,4;
200420508: Rabo de Peixe;19864,7;
200420509: Ribeira Grande (Conceição);49762,9;
200420510: Ribeira Grande (Matriz);53557,1;
200420511: Ribeira Seca;23598,3;
200420512: Ribeirinha;39185,6;
200420513: Santa Bárbara;62971,8;
200420514: São Brás;27986,4;
2004401: Santa Cruz da Graciosa;19829,3;
200440101: Guadalupe;20426,1;
200440102: Luz;10646,3;
200440104: Santa Cruz da Graciosa;17544,5;
200440103: São Mateus;33838,4;
2004802: Santa Cruz das Flores;22543;
200480201: Caveira;26784,1;
200480202: Cedros;12689,2;
200480203: Ponta Delgada;20730;
200480204: Santa Cruz das Flores;25022,2;
2004603: São Roque do Pico;17554,1;
200460301: Prainha;17877;
200460302: Santa Luzia;20929,4;
200460303: Santo Amaro;15786,6;
200460304: Santo António;21580,7;
200460305: São Roque do Pico;14545,6;
2004502: Velas;26785,6;
200450201: Manadas (Santa Bárbara);31304,7;
200450202: Norte Grande (Neves);44196,4;
200450203: Rosais;22493,7;
200450204: Santo Amaro;22548,9;
200450205: Urzelina (São Mateus);18615,6;
200450206: Velas (São Jorge);23787,4;
2004302: Vila da Praia da Vitória;21887,8;
200430201: Agualva;17909,5;
200430202: Biscoitos;12090,8;
200430203: Cabo da Praia;25828,9;
200430204: Fonte do Bastardo;38827,4;
200430205: Fontinhas;40756,3;
200430206: Lajes;13991,1;
200430211: Porto Martins;10313,3;
200430207: Praia da Vitória (Santa Cruz);31115,8;
200430208: Quatro Ribeiras;29075,9;
200430209: São Brás;23500,2;
200430210: Vila Nova;14742,6;
2004101: Vila do Porto;15670,5;
200410101: Almagreira;16487,8;
200410102: Santa Bárbara;11833;
200410103: Santo Espírito;14016,9;
200410104: São Pedro;9904,7;
200410105: Vila do Porto;23506,1;
2004206: Vila Franca do Campo;26957,1;
200420601: Água de Alto;23652,3;
200420602: Ponta Garça;39744,4;
200420603: Ribeira das Tainhas;8966,8;
200420606: Ribeira Seca;16142,2;
200420604: Vila Franca do Campo (São Miguel);27658,8;
200420605: Vila Franca do Campo (São Pedro);10243,6;
3: Região Autónoma da Madeira;5914;
30: Região Autónoma da Madeira;5914;
300: Região Autónoma da Madeira;5914;
3003101: Calheta;4192,6;
300310101: Arco da Calheta;2956,3;
300310102: Calheta;3985,4;
300310103: Estreito da Calheta;5266;
300310104: Fajã da Ovelha;5102,9;
300310105: Jardim do Mar;1127;
300310106: Paul do Mar;2786,4;
300310107: Ponta do Pargo;4509,3;
300310108: Prazeres;8580,3;
3003102: Câmara de Lobos;4306,1;
300310201: Câmara de Lobos;4220,6;
300310202: Curral das Freiras;3869,8;
300310203: Estreito de Câmara de Lobos;3773,2;
300310205: Jardim da Serra;3394,8;
300310204: Quinta Grande;8663,8;
3003103: Funchal;5514,9;
300310303: Funchal (Santa Luzia);2722,9;
300310304: Funchal (Santa Maria Maior);11813,8;
300310308: Funchal (São Pedro);5121;
300310310: Funchal (Sé);1104,8;
300310301: Imaculado Coração de Maria;2986,5;
300310302: Monte;5533;
300310305: Santo António;3113,1;
300310306: São Gonçalo;32885,7;
300310307: São Martinho;4593;
300310309: São Roque;3138,3;
3003104: Machico;5008,6;
300310401: Água de Pena;7377,6;
300310402: Caniçal;5217,9;
300310403: Machico;2682,4;
300310404: Porto da Cruz;5686,3;
300310405: Santo António da Serra;7029,7;
3003105: Ponta do Sol;5834,5;
300310501: Canhas;7658,6;
300310502: Madalena do Mar;3962,1;
300310503: Ponta do Sol;4817,5;
3003106: Porto Moniz;5705,3;
300310601: Achadas da Cruz;3790,2;
300310602: Porto Moniz;6549,7;
300310603: Ribeira da Janela;4686,4;
300310604: Seixal;4704,2;
3003201: Porto Santo;7561,1;
300320101: Porto Santo;7561,1;
3003107: Ribeira Brava;4524,9;
300310701: Campanário;4220,5;
300310702: Ribeira Brava;4282;
300310703: Serra de Água;4265,5;
300310704: Tabua;6575;
3003108: Santa Cruz;15431,2;
300310802: Camacha;14589,9;
300310803: Caniço;17859,1;
300310804: Gaula;6168,7;
300310805: Santa Cruz;7183,1;
300310806: Santo António da Serra;46747,2;
3003109: Santana;6605,3;
300310901: Arco de São Jorge;4467;
300310902: Faial;6229,9;
300310906: Ilha;5687,1;
300310903: Santana;8985,8;
300310904: São Jorge;4565,4;
300310905: São Roque do Faial;7544,6;
3003110: São Vicente;4460,7;
300311001: Boa Ventura;5626,3;
300311002: Ponta Delgada;4345,5;
300311003: São Vicente;4021;

Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial - Statistics Portugal, Agriculture census - 2019

Note(s):
(1) The estimated results do not include the situations "Don,t know / refusal".



This data last updated:october 02, 2021


Table Metadata

Average value of total standard output by agricultural holding (?)
Name;Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial
Regularity;Decennial
Source;Statistics Portugal, Agriculture census - 2019
First available period;1999
Last available period;2019
Dimensions
     Dimension 1;Data reference period
     Dimension 2;Geographic localization (NUTS -2013)
Concepts
     AGRICULTURAL HOLDING;Technical-economic unit that uses common production factors such as labour, machinery, facilities, land, among others, fulfilling the following four conditions: 1) yield agricultural products or maintain, in good agricultural and environmental conditions, the lands that are no longer used for productive purposes; 2) reach or exceed a certain size (in area or number of animals); 3) be subject to a single management; 4) be located in a well-defined and identifiable area.
     REFERENCE PERIOD;The length of time for which data are collected, e.g. a specific day, month or year.
     HOLDING´S TOTAL STANDARD OUTPUT;Holding's output value that corresponds to the sum of the different standard output values (SO) for each activity, obtained by multiplying the SO of an agricultural product by the crop hectares or by the livestock units existing on the holding.
Definition;
Formule;Total standard output/ Agricultural holding
Measure unit (symbol);Euro (?)
Power of 10;0
Last update date;02-Oct-2021
