
Statistical table extracted on October 15, 2022 (13:03:14)
http://www.ine.pt



Geographic localization (NUTS -2013);Tractors by agricultural holding (No.) by Geographic localization (NUTS -2013) -  Decennial (1) ;
;Data reference period;
;2009;
;No. ;
1701107: Loures;0,8;
170110702: Bucelas;0,7;
170110705: Fanhões;0,8;
170110707: Loures;0,9;
170110708: Lousa;0,9;
170110731: União das freguesias de Camarate, Unhos e Apelação;0,4;
170110726: União das freguesias de Moscavide e Portela;0,5;
170110727: União das freguesias de Sacavém e Prior Velho;0;
170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;0,3;
170110729: União das freguesias de Santo Antão e São Julião do Tojal;1,1;
170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;0,6;
1701109: Mafra;0,9;
170110902: Carvoeira;0,7;
170110904: Encarnação;1;
170110906: Ericeira;0,9;
170110909: Mafra;0,8;
170110911: Milharado;0,6;
170110913: Santo Isidoro;0,8;
170110918: União das freguesias de Azueira e Sobral da Abelheira;1;
170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;0,9;
170110920: União das freguesias de Igreja Nova e Cheleiros;1;
170110921: União das freguesias de Malveira e São Miguel de Alcainça;0,9;
170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;0,7;
1701506: Moita;0,7;
170150601: Alhos Vedros;0,7;
170150603: Moita;0,7;
170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;1;
170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;0,8;
1701507: Montijo;0,9;
170150701: Canha;1,2;
170150704: Sarilhos Grandes;0,7;
170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;0,7;
170150710: União das freguesias de Montijo e Afonsoeiro;1,3;
170150711: União das freguesias de Pegões;0,9;
1701116: Odivelas;0,5;
170111603: Odivelas;0,2;
170111608: União das freguesias de Pontinha e Famões;1,4;
170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;0;
170111610: União das freguesias de Ramada e Caneças;0,2;
1701110: Oeiras;0,9;
170111002: Barcarena;1;
170111009: Porto Salvo;0,3;
170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;1;
170111013: União das freguesias de Carnaxide e Queijas;- -;
170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;1,3;
1701508: Palmela;0,7;
170150802: Palmela;0,6;
170150803: Pinhal Novo;0,4;
170150804: Quinta do Anjo;0,8;
170150806: União das freguesias de Poceirão e Marateca;0,8;
1701510: Seixal;0,5;
170151002: Amora;0,7;
170151005: Corroios;0,5;
170151006: Fernão Ferro;0,5;
170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;0,3;
1701511: Sesimbra;0,6;
170151103: Quinta do Conde;0;
170151101: Sesimbra (Castelo);0,6;
170151102: Sesimbra (Santiago);- -;
1701512: Setúbal;0,8;
170151207: Gâmbia-Pontes-Alto da Guerra;0,6;
170151208: Sado;0,6;
170151205: Setúbal (São Sebastião);0,7;
170151209: União das freguesias de Azeitão (São Lourenço e São Simão);0,9;
170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);0,7;
1701111: Sintra;1;
170111102: Algueirão-Mem Martins;0,5;
170111115: Casal de Cambra;0,5;
170111105: Colares;0,8;
170111108: Rio de Mouro;1;
170111122: União das freguesias de Agualva e Mira-Sintra;0;
170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;1,2;
170111125: União das freguesias de Massamá e Monte Abraão;- -;
170111126: União das freguesias de Queluz e Belas;0,4;
170111127: União das freguesias de São João das Lampas e Terrugem;1;
170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);0,8;
170111124: União das freguesias do Cacém e São Marcos;3;
1701114: Vila Franca de Xira;1,1;
170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;0,7;
170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;1,1;
170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;1;
170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;1;
170111408: Vialonga;0,7;
170111409: Vila Franca de Xira;1,7;
18: Alentejo;0,8;
181: Alentejo Litoral;0,9;
1811501: Alcácer do Sal;1,1;
181150106: Comporta;0,6;
181150105: São Martinho;2,3;
181150104: Torrão;0,8;
181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;1,4;
1811505: Grândola;0,9;
181150501: Azinheira dos Barros e São Mamede do Sádão;1,8;
181150505: Carvalhal;1,1;
181150503: Melides;0,6;
181150506: União das freguesias de Grândola e Santa Margarida da Serra;0,9;
1810211: Odemira;0,8;
181021116: Boavista dos Pinheiros;1,5;
181021118: Colos;1,2;
181021117: Longueira/Almograve;1,3;
181021115: Luzianes-Gare;0,5;
181021102: Relíquias;0,6;
181021103: Sabóia;0,7;
181021119: Santa Clara-a-Velha;0,4;
181021106: São Luís;0,7;
181021107: São Martinho das Amoreiras;0,5;
181021120: São Salvador e Santa Maria;0,5;
181021121: São Teotónio;0,9;
181021122: Vale de Santiago;0,9;
181021111: Vila Nova de Milfontes;0,7;
1811509: Santiago do Cacém;0,9;
181150901: Abela;0,8;
181150902: Alvalade;1,6;
181150903: Cercal;0,8;
181150904: Ermidas-Sado;1,3;
181150907: Santo André;0,8;
181150910: São Francisco da Serra;0,4;
181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;0,6;
181150913: União das freguesias de São Domingos e Vale de Água;1,1;
1811513: Sines;0,9;
181151302: Porto Covo;0,9;
181151301: Sines;0,9;
184: Baixo Alentejo;0,8;
1840201: Aljustrel;1,2;
184020102: Ervidel;0,7;
184020103: Messejana;1,2;
184020104: São João de Negrilhos;1,3;
184020106: União das freguesias de Aljustrel e Rio de Moinhos;1,4;
1840202: Almodôvar;0,7;
184020208: Aldeia dos Fernandes;0,8;
184020203: Rosário;1,2;
184020205: Santa Cruz;0,9;
184020206: São Barnabé;0,5;
184020209: União das freguesias de Almodôvar e Graça dos Padrões;0,7;
184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;0,5;
1840203: Alvito;0,9;
184020301: Alvito;1;
184020302: Vila Nova da Baronia;0,8;
1840204: Barrancos;0,2;
184020401: Barrancos;0,2;
1840205: Beja;1;
184020502: Baleizão;1,2;
184020503: Beringel;0,9;
184020504: Cabeça Gorda;0,8;
184020506: Nossa Senhora das Neves;0,8;
184020510: Santa Clara de Louredo;1,1;
184020516: São Matias;0,9;
184020519: União das freguesias de Albernoa e Trindade;1,6;
184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);0,8;
184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);0,7;
184020522: União das freguesias de Salvada e Quintos;1,1;
184020523: União das freguesias de Santa Vitória e Mombeja;1,1;
184020524: União das freguesias de Trigaches e São Brissos;0,7;
1840206: Castro Verde;1,3;
184020603: Entradas;1,1;
184020604: Santa Bárbara de Padrões;0,9;
184020605: São Marcos da Ataboeira;1,9;
184020606: União das freguesias de Castro Verde e Casével;1,3;
1840207: Cuba;0,7;
184020701: Cuba;0,8;
184020702: Faro do Alentejo;0,7;
184020703: Vila Alva;0,6;
184020704: Vila Ruiva;0,4;
1840208: Ferreira do Alentejo;1,1;
184020803: Figueira dos Cavaleiros;1,4;
184020804: Odivelas;1,9;
184020807: União das freguesias de Alfundão e Peroguarda;1,2;
184020808: União das freguesias de Ferreira do Alentejo e Canhestros;0,9;
1840209: Mértola;0,8;
184020901: Alcaria Ruiva;1;
184020902: Corte do Pinto;0,6;
184020903: Espírito Santo;0,4;
184020904: Mértola;0,9;
184020905: Santana de Cambas;0,6;
184020906: São João dos Caldeireiros;0,7;
184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;0,7;
1840210: Moura;0,8;
184021001: Amareleja;0,7;
184021002: Póvoa de São Miguel;0,8;
184021008: Sobral da Adiça;0,7;
184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;1;
184021010: União das freguesias de Safara e Santo Aleixo da Restauração;0,5;
1840212: Ourique;0,7;
184021203: Ourique;0,8;
184021206: Santana da Serra;0,2;
184021207: União das freguesias de Garvão e Santa Luzia;0,7;
184021208: União das freguesias de Panoias e Conceição;1,5;
1840213: Serpa;0,7;
184021302: Brinches;0,7;
184021303: Pias;0,9;
184021308: União das freguesias de Serpa (Salvador e Santa Maria);0,9;
184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;0,6;
184021307: Vila Verde de Ficalho;0,4;
1840214: Vidigueira;0,8;
184021401: Pedrógão;0,8;
184021402: Selmes;1,1;
184021403: Vidigueira;0,6;
184021404: Vila de Frades;0,5;
185: Lezíria do Tejo;0,9;
1851403: Almeirim;1;
185140301: Almeirim;1,2;
185140302: Benfica do Ribatejo;1,1;
185140303: Fazendas de Almeirim;0,9;
185140304: Raposa;1,5;
1851404: Alpiarça;1,2;
185140401: Alpiarça;1,2;
1851103: Azambuja;0,9;
185110301: Alcoentre;0,8;
185110302: Aveiras de Baixo;1;
185110303: Aveiras de Cima;0,9;
185110304: Azambuja;1,4;
185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;0,6;
185110306: Vale do Paraíso;0,8;
185110307: Vila Nova da Rainha;2,9;
1851405: Benavente;1,6;
185140504: Barrosa;1,7;
185140501: Benavente;1,5;
185140502: Samora Correia;2;
185140503: Santo Estêvão;1,1;
1851406: Cartaxo;1,1;
185140604: Pontével;0,9;
185140610: União das freguesias de Ereira e Lapa;1;
185140609: União das freguesias do Cartaxo e Vale da Pinta;0,8;
185140605: Valada;2,4;
185140608: Vale da Pedra;0,8;
185140607: Vila Chã de Ourique;1,2;
1851407: Chamusca;1;
185140707: Carregueira;0,7;
185140704: Ulme;1,2;
185140708: União das freguesias da Chamusca e Pinheiro Grande;1;
185140709: União das freguesias de Parreira e Chouto;1,1;
185140705: Vale de Cavalos;1,8;
1851409: Coruche;1,1;
185140907: Biscainho;1,3;
185140905: Branca;1;
185140902: Couço;1,3;
185140908: Santana do Mato;0,9;
185140903: São José da Lamarosa;0,9;
185140909: União das freguesias de Coruche, Fajarda e Erra;1,1;
1851412: Golegã;1,4;
185141201: Azinhaga;1,3;
185141202: Golegã;1,5;
185141203: Pombalinho;1,5;
1851414: Rio Maior;0,6;
185141401: Alcobertas;0,5;
185141402: Arrouquelas;0,8;
185141410: Asseiceira;0,7;
185141405: Fráguas;0,6;
185141408: Rio Maior;0,7;
185141411: São Sebastião;0,7;
185141415: União das freguesias de Azambujeira e Malaqueijo;0,6;
185141416: União das freguesias de Marmeleira e Assentiz;0,8;
185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;0,7;
185141418: União das freguesias de São João da Ribeira e Ribeira de São João;0,8;
1851415: Salvaterra de Magos;1;
185141502: Marinhais;0,9;
185141503: Muge;2,1;
185141507: União das freguesias de Glória do Ribatejo e Granho;0,7;
185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;1,1;
1851416: Santarém;0,6;
185141601: Abitureiras;0,5;
185141602: Abrã;0,4;
185141604: Alcanede;0,6;
185141605: Alcanhões;0,5;
185141606: Almoster;0,6;
185141607: Amiais de Baixo;0,1;
185141608: Arneiro das Milhariças;0,6;
185141628: Gançaria;0,5;
185141613: Moçarria;0,5;
185141614: Pernes;0,4;
185141616: Póvoa da Isenta;0,7;
185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;0,7;
185141630: União das freguesias de Azoia de Cima e Tremês;0,6;
185141631: União das freguesias de Casével e Vaqueiros;0,4;
185141632: União das freguesias de Romeira e Várzea;0,5;
185141633: União de freguesias da cidade de Santarém;1;
185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;0,8;
185141625: Vale de Santarém;0,5;
186: Alto Alentejo;0,5;
1861201: Alter do Chão;0,8;
186120101: Alter do Chão;0,7;
186120102: Chancelaria;0,8;
186120104: Cunheira;0,6;
186120103: Seda;1,2;
1861202: Arronches;0,5;
186120201: Assunção;0,8;
186120202: Esperança;0,3;
186120203: Mosteiros;0,5;
1861203: Avis;0,9;
186120302: Aldeia Velha;1;
186120303: Avis;0,8;
186120305: Ervedal;0,6;
186120306: Figueira e Barros;1,3;
186120309: União das freguesias de Alcórrego e Maranhão;1;
186120310: União das freguesias de Benavila e Valongo;0,7;
1861204: Campo Maior;0,6;
186120401: Nossa Senhora da Expectação;0,5;
186120402: Nossa Senhora da Graça dos Degolados;1,3;
186120403: São João Baptista;0,5;
1861205: Castelo de Vide;0,5;
186120501: Nossa Senhora da Graça de Póvoa e Meadas;0,8;
186120502: Santa Maria da Devesa;0,3;
186120503: Santiago Maior;0,7;
186120504: São João Baptista;0,7;
1861206: Crato;0,6;
186120601: Aldeia da Mata;0,5;
186120604: Gáfete;0,5;
186120605: Monte da Pedra;0,8;
186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;0,7;
1861207: Elvas;0,7;
186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;1;
186120713: Caia, São Pedro e Alcáçova;1;
186120706: Santa Eulália;1,1;
186120707: São Brás e São Lourenço;0,6;
186120708: São Vicente e Ventosa;1,3;
186120714: União das freguesias de Barbacena e Vila Fernando;0,5;
186120715: União das freguesias de Terrugem e Vila Boim;0,4;
1861208: Fronteira;0,7;
186120801: Cabeço de Vide;0,6;
186120802: Fronteira;0,8;
186120803: São Saturnino;0,6;
1861209: Gavião;0,5;
186120902: Belver;0,5;
186120903: Comenda;0,6;
186120905: Margem;0,6;
186120906: União das freguesias de Gavião e Atalaia;0,4;
1861210: Marvão;0,2;
186121001: Beirã;0,3;
186121002: Santa Maria de Marvão;0,1;
186121003: Santo António das Areias;0,1;
186121004: São Salvador da Aramenha;0,3;
1861211: Monforte;0,8;
186121101: Assumar;1,1;
186121102: Monforte;0,9;
186121103: Santo Aleixo;0,6;
186121104: Vaiamonte;0,6;
1861212: Nisa;0,4;
186121201: Alpalhão;0,5;
186121205: Montalvão;0,5;
186121207: Santana;0,4;
186121208: São Matias;0,4;
186121210: Tolosa;0,6;
186121211: União das freguesias de Arez e Amieira do Tejo;0,6;
186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;0,2;
1861213: Ponte de Sor;0,4;
186121304: Foros de Arrão;0,4;
186121301: Galveias;0,3;
186121305: Longomel;0,4;
186121302: Montargil;0,4;
186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;0,4;
1861214: Portalegre;0,3;
186121401: Alagoa;0,3;
186121402: Alegrete;0,4;
186121404: Fortios;0,5;
186121411: União das freguesias da Sé e São Lourenço;0,2;
186121412: União das freguesias de Reguengo e São Julião;0,3;
186121413: União das freguesias de Ribeira de Nisa e Carreiras;0,3;
186121410: Urra;0,4;
1861215: Sousel;0,6;
186121501: Cano;0,6;
186121502: Casa Branca;0,6;
186121503: Santo Amaro;0,8;
186121504: Sousel;0,6;
187: Alentejo Central;0,8;
1870701: Alandroal;0,5;
187070104: Capelins (Santo António);0,5;
187070103: Santiago Maior;0,4;
187070105: Terena (São Pedro);0,5;
187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);0,7;
1870702: Arraiolos;1,1;
187070201: Arraiolos;1;
187070202: Igrejinha;1,4;
187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;1,4;
187070209: União das freguesias de São Gregório e Santa Justa;0,9;
187070206: Vimieiro;1,1;
1870703: Borba;0,5;
187070301: Borba (Matriz);0,4;
187070304: Borba (São Bartolomeu);- -;
187070302: Orada;0,7;
187070303: Rio de Moinhos;0,5;
1870704: Estremoz;0,6;
187070401: Arcos;0,5;
187070404: Évora Monte (Santa Maria);0,5;
187070402: Glória;0,6;
187070411: São Domingos de Ana Loura;0,9;
187070414: União das freguesias de Estremoz (Santa Maria e Santo André);0,6;
187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;0,6;
187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;0,6;
187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);0,8;
187070413: Veiros;0,6;
1870705: Évora;0,9;
187070515: Canaviais;0,6;
187070502: Nossa Senhora da Graça do Divor;1,3;
187070503: Nossa Senhora de Machede;0,8;
187070506: São Bento do Mato;0,7;
187070509: São Miguel de Machede;0,8;
187070513: Torre de Coelheiros;1,9;
187070522: União das freguesias de Bacelo e Senhora da Saúde;0,6;
187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);- -;
187070524: União das freguesias de Malagueira e Horta das Figueiras;0,8;
187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;1,3;
187070526: União das freguesias de São Manços e São Vicente do Pigeiro;1;
187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;0,9;
1870706: Montemor-o-Novo;1;
187070601: Cabrela;1,4;
187070607: Ciborro;1,7;
187070610: Foros de Vale de Figueira;0,9;
187070605: Santiago do Escoural;1,1;
187070606: São Cristóvão;1,1;
187070611: União das freguesias de Cortiçadas de Lavre e Lavre;1;
187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;0,8;
1870707: Mora;0,7;
187070701: Brotas;0,8;
187070702: Cabeção;0,6;
187070703: Mora;0,7;
187070704: Pavia;0,7;
1870708: Mourão;0,6;
187070801: Granja;0,9;
187070802: Luz;0,6;
187070803: Mourão;0,6;
1870709: Portel;0,6;
187070903: Monte do Trigo;0,8;
187070905: Portel;0,5;
187070906: Santana;0,6;
187070909: União das freguesias de Amieira e Alqueva;0,8;
187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;0,9;
187070908: Vera Cruz;0,3;
1870710: Redondo;0,7;
187071001: Montoito;0,6;
187071002: Redondo;0,7;
1870711: Reguengos de Monsaraz;0,8;
187071102: Corval;0,7;
187071103: Monsaraz;0,5;
187071104: Reguengos de Monsaraz;1;
187071106: União das freguesias de Campo e Campinho;0,7;
1870712: Vendas Novas;1;
187071202: Landeira;1,9;
187071201: Vendas Novas;0,9;
1870713: Viana do Alentejo;0,9;
187071303: Aguiar;1,2;
187071301: Alcáçovas;1;
187071302: Viana do Alentejo;0,9;
1870714: Vila Viçosa;0,7;
187071401: Bencatel;0,7;
187071402: Ciladas;1,1;
187071406: Nossa Senhora da Conceição e São Bartolomeu;0,5;
187071404: Pardais;0,5;
15: Algarve;0,6;
150: Algarve;0,6;
1500801: Albufeira;0,6;
150080106: Albufeira e Olhos de Água;0,6;
150080104: Ferreiras;0,5;
150080102: Guia;0,6;
150080103: Paderne;0,6;
1500802: Alcoutim;0,3;
150080202: Giões;0,2;
150080203: Martim Longo;0,3;
150080206: União das freguesias de Alcoutim e Pereiro;0,3;
150080205: Vaqueiros;0,2;
1500803: Aljezur;0,5;
150080301: Aljezur;0,5;
150080302: Bordeira;0,4;
150080303: Odeceixe;0,8;
150080304: Rogil;0,5;
1500804: Castro Marim;0,4;
150080404: Altura;1,1;
150080401: Azinhal;0,3;
150080402: Castro Marim;0,5;
150080403: Odeleite;0,2;
1500805: Faro;0,8;
150080506: Montenegro;1,2;
150080503: Santa Bárbara de Nexe;0,6;
150080507: União das freguesias de Conceição e Estoi;0,9;
150080508: União das freguesias de Faro (Sé e São Pedro);0,9;
1500806: Lagoa;0,5;
150080602: Ferragudo;0,4;
150080604: Porches;0,5;
150080607: União das freguesias de Estômbar e Parchal;0,7;
150080608: União das freguesias de Lagoa e Carvoeiro;0,5;
1500807: Lagos;0,6;
150080703: Luz;0,7;
150080704: Odiáxere;0,6;
150080707: União das freguesias de Bensafrim e Barão de São João;0,6;
150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);0,7;
1500808: Loulé;0,6;
150080801: Almancil;0,9;
150080802: Alte;0,6;
150080803: Ameixial;0,2;
150080804: Boliqueime;0,6;
150080808: Loulé (São Clemente);0,5;
150080809: Loulé (São Sebastião);0,7;
150080805: Quarteira;0,8;
150080807: Salir;0,5;
150080812: União de freguesias de Querença, Tôr e Benafim;0,7;
1500809: Monchique;0,3;
150080901: Alferce;0,4;
150080902: Marmelete;0,3;
150080903: Monchique;0,2;
1500810: Olhão;0,7;
150081003: Olhão;0,8;
150081004: Pechão;0,8;
150081005: Quelfes;0,6;
150081006: União das freguesias de Moncarapacho e Fuseta;0,7;
1500811: Portimão;0,7;
150081101: Alvor;0,6;
150081102: Mexilhoeira Grande;0,7;
150081103: Portimão;0,9;
1500812: São Brás de Alportel;0,4;
150081201: São Brás de Alportel;0,4;
1500813: Silves;0,8;
150081303: Armação de Pêra;0,3;
150081305: São Bartolomeu de Messines;0,8;
150081306: São Marcos da Serra;0,6;
150081307: Silves;0,9;
150081309: União das freguesias de Alcantarilha e Pêra;0,8;
150081310: União das freguesias de Algoz e Tunes;0,8;
1500814: Tavira;0,6;
150081401: Cachopo;0,2;
150081404: Santa Catarina da Fonte do Bispo;0,4;
150081408: Santa Luzia;0,9;
150081410: União das freguesias de Conceição e Cabanas de Tavira;0,7;
150081411: União das freguesias de Luz de Tavira e Santo Estêvão;0,9;
150081412: União das freguesias de Tavira (Santa Maria e Santiago);0,7;
1500815: Vila do Bispo;0,6;
150081501: Barão de São Miguel;0,6;
150081502: Budens;0,5;
150081504: Sagres;0,5;
150081506: Vila do Bispo e Raposeira;0,6;
1500816: Vila Real de Santo António;0,6;
150081603: Monte Gordo;0,5;
150081601: Vila Nova de Cacela;0,7;
150081602: Vila Real de Santo António;0,6;
2: Região Autónoma dos Açores;0,3;
20: Região Autónoma dos Açores;0,3;
200: Região Autónoma dos Açores;0,3;
2004301: Angra do Heroísmo;0,4;
200430101: Altares;0,6;
200430102: Angra (Nossa Senhora da Conceição);0,5;
200430103: Angra (Santa Luzia);0,1;
200430104: Angra (São Pedro);0;
200430105: Angra (Sé);0,1;
200430106: Cinco Ribeiras;0,5;
200430107: Doze Ribeiras;0,6;
200430108: Feteira;0,4;
200430109: Porto Judeu;0,7;
200430110: Posto Santo;0,5;
200430111: Raminho;0,6;
200430112: Ribeirinha;0,2;
200430113: Santa Bárbara;0,5;
200430114: São Bartolomeu de Regatos;0,2;
200430115: São Bento;0,3;
200430116: São Mateus da Calheta;0,2;
200430117: Serreta;0,4;
200430118: Terra Chã;0,2;
200430119: Vila de São Sebastião;0,4;
2004501: Calheta;0,2;
200450101: Calheta;0,2;
200450102: Norte Pequeno;0,4;
200450103: Ribeira Seca;0,2;
200450104: Santo Antão;0,3;
200450105: Topo (Nossa Senhora do Rosário);0,2;
2004901: Corvo;0,1;
200490101: Corvo;0,1;
2004701: Horta;0,3;
200470101: Capelo;0,3;
200470102: Castelo Branco;0,2;
200470103: Cedros;0,4;
200470104: Feteira;0,2;
200470105: Flamengos;0,1;
200470106: Horta (Angústias);0;
200470107: Horta (Conceição);0,3;
200470108: Horta (Matriz);0;
200470109: Pedro Miguel;0,5;
200470110: Praia do Almoxarife;0,3;
200470111: Praia do Norte;0,4;
200470112: Ribeirinha;0,5;
200470113: Salão;0,6;
2004201: Lagoa;0,3;
200420101: Água de Pau;0,3;
200420102: Cabouco;0,3;
200420103: Lagoa (Nossa Senhora do Rosário);0,1;
200420104: Lagoa (Santa Cruz);0,5;
200420105: Ribeira Chã;0,1;
2004801: Lajes das Flores;0,3;
200480101: Fajã Grande;0,3;
200480102: Fajãzinha;0,2;
200480103: Fazenda;0,5;
200480104: Lajedo;0,4;
200480105: Lajes das Flores;0,3;
200480106: Lomba;0,3;
200480107: Mosteiro;0,3;
2004601: Lajes do Pico;0,2;
200460101: Calheta de Nesquim;0,2;
200460102: Lajes do Pico;0,3;
200460103: Piedade;0,3;
200460104: Ribeiras;0,1;
200460105: Ribeirinha;0,2;
200460106: São João;0,1;
2004602: Madalena;0,1;
200460201: Bandeiras;0,2;
200460202: Candelária;0,1;
200460203: Criação Velha;0,2;
200460204: Madalena;0,1;
200460205: São Caetano;0,1;
200460206: São Mateus;0,1;
2004202: Nordeste;0,2;
200420201: Achada;0,2;
200420202: Achadinha;0,2;
200420208: Algarvia;0,1;
200420203: Lomba da Fazenda;0,1;
200420204: Nordeste;0,3;
200420206: Salga;0,1;
200420207: Santana;0,1;
200420209: Santo António de Nordestinho;0,2;
200420210: São Pedro de Nordestinho;0,3;
2004203: Ponta Delgada;0,4;
200420323: Ajuda da Bretanha;0,3;
200420301: Arrifes;0,6;
200420303: Candelária;0,2;
200420304: Capelas;0,5;
200420305: Covoada;0,6;
200420306: Fajã de Baixo;0,1;
200420307: Fajã de Cima;0,7;
200420308: Fenais da Luz;0,2;
200420309: Feteiras;0,6;
200420310: Ginetes;0,4;
200420311: Mosteiros;0,3;
200420324: Pilar da Bretanha;0,4;
200420313: Ponta Delgada (São José);0,7;
200420314: Ponta Delgada (São Pedro);0,7;
200420312: Ponta Delgada (São Sebastião);0;
200420315: Relva;0,4;
200420316: Remédios;0,2;
200420317: Rosto do Cão (Livramento);0,2;
200420318: Rosto do Cão (São Roque);0,2;
200420319: Santa Bárbara;0,1;
200420325: Santa Clara;0;
200420320: Santo António;0,3;
200420321: São Vicente Ferreira;0,4;
200420322: Sete Cidades;0,2;
2004204: Povoação;0,2;
200420401: Água Retorta;0,2;
200420402: Faial da Terra;0,3;
200420403: Furnas;0,2;
200420404: Nossa Senhora dos Remédios;0,2;
200420405: Povoação;0,2;
200420406: Ribeira Quente;0;
2004205: Ribeira Grande;0,3;
200420501: Calhetas;0,2;
200420502: Fenais da Ajuda;0,2;
200420503: Lomba da Maia;0,3;
200420504: Lomba de São Pedro;0,3;
200420505: Maia;0,4;
200420506: Pico da Pedra;0,3;
200420507: Porto Formoso;0,1;
200420508: Rabo de Peixe;0,2;
200420509: Ribeira Grande (Conceição);0,4;
200420510: Ribeira Grande (Matriz);0,4;
200420511: Ribeira Seca;0,4;
200420512: Ribeirinha;0,5;
200420513: Santa Bárbara;0,4;
200420514: São Brás;0,3;
2004401: Santa Cruz da Graciosa;0,3;
200440101: Guadalupe;0,4;
200440102: Luz;0,2;
200440104: Santa Cruz da Graciosa;0,2;
200440103: São Mateus;0,3;
2004802: Santa Cruz das Flores;0,2;
200480201: Caveira;0,5;
200480202: Cedros;0,2;
200480203: Ponta Delgada;0,2;
200480204: Santa Cruz das Flores;0,2;
2004603: São Roque do Pico;0,2;
200460301: Prainha;0,4;
200460302: Santa Luzia;0,2;
200460303: Santo Amaro;0,1;
200460304: Santo António;0,3;
200460305: São Roque do Pico;0,2;
2004502: Velas;0,3;
200450201: Manadas (Santa Bárbara);0,2;
200450202: Norte Grande (Neves);0,3;
200450203: Rosais;0,4;
200450204: Santo Amaro;0,3;
200450205: Urzelina (São Mateus);0,3;
200450206: Velas (São Jorge);0,3;
2004302: Vila da Praia da Vitória;0,3;
200430201: Agualva;0,2;
200430202: Biscoitos;0,1;
200430203: Cabo da Praia;0,4;
200430204: Fonte do Bastardo;0,4;
200430205: Fontinhas;0,5;
200430206: Lajes;0,2;
200430211: Porto Martins;0,1;
200430207: Praia da Vitória (Santa Cruz);0,4;
200430208: Quatro Ribeiras;0,4;
200430209: São Brás;0,3;
200430210: Vila Nova;0,2;
2004101: Vila do Porto;0,1;
200410101: Almagreira;0,2;
200410102: Santa Bárbara;0,1;
200410103: Santo Espírito;0,1;
200410104: São Pedro;0,1;
200410105: Vila do Porto;0,2;
2004206: Vila Franca do Campo;0,2;
200420601: Água de Alto;0,2;
200420602: Ponta Garça;0,2;
200420603: Ribeira das Tainhas;0;
200420606: Ribeira Seca;0,2;
200420604: Vila Franca do Campo (São Miguel);0,2;
