
Statistical table extracted on October 15, 2022 (13:03:14)
http://www.ine.pt



Geographic localization (NUTS -2013);Tractors by agricultural holding (No.) by Geographic localization (NUTS -2013) -  Decennial (1) ;
;Data reference period;
;2009;
;No. ;
11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;0,5;
11E040122: União das freguesias de Eucisia, Gouveia e Valverde;0,2;
11E040123: União das freguesias de Ferradosa e Sendim da Serra;0,2;
11E040124: União das freguesias de Gebelim e Soeima;0,3;
11E040125: União das freguesias de Parada e Sendim da Ribeira;0,4;
11E040126: União das freguesias de Pombal e Vales;0,3;
11E040118: Vilar Chão;0,7;
11E040119: Vilarelhos;0,4;
11E040120: Vilares de Vilariça;0,4;
11E0402: Bragança;0,6;
11E040201: Alfaião;0,7;
11E040203: Babe;0,7;
11E040204: Baçal;0,8;
11E040206: Carragosa;0,5;
11E040209: Castro de Avelãs;0,7;
11E040210: Coelhoso;0,6;
11E040212: Donai;0,8;
11E040213: Espinhosela;0,5;
11E040215: França;0,4;
11E040216: Gimonde;0,5;
11E040217: Gondesende;0,7;
11E040218: Gostei;1;
11E040219: Grijó de Parada;0,7;
11E040221: Macedo do Mato;0,5;
11E040224: Mós;0,7;
11E040225: Nogueira;0,7;
11E040226: Outeiro;0,5;
11E040229: Parâmio;0,5;
11E040230: Pinela;0,5;
11E040232: Quintanilha;0,6;
11E040233: Quintela de Lampaças;0,6;
11E040234: Rabal;0,4;
11E040236: Rebordãos;0,6;
11E040239: Salsas;0,7;
11E040240: Samil;0,8;
11E040241: Santa Comba de Rossas;0,5;
11E040244: São Pedro de Sarracenos;0,7;
11E040246: Sendas;0,8;
11E040247: Serapicos;0,7;
11E040248: Sortes.;0,7;
11E040250: União das freguesias de Aveleda e Rio de Onor;0,4;
11E040251: União das freguesias de Castrelos e Carrazedo;0,8;
11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;0,5;
11E040253: União das freguesias de Parada e Faílde;0,7;
11E040254: União das freguesias de Rebordainhos e Pombares;0,7;
11E040255: União das freguesias de Rio Frio e Milhão;0,6;
11E040256: União das freguesias de São Julião de Palácios e Deilão;0,7;
11E040257: União das freguesias de Sé, Santa Maria e Meixedo;0,6;
11E040249: Zoio;0,8;
11E0405: Macedo de Cavaleiros;0,5;
11E040502: Amendoeira;0,5;
11E040503: Arcas;0,4;
11E040507: Carrapatas;0,6;
11E040509: Chacim;0,4;
11E040510: Cortiços;0,6;
11E040511: Corujas;0,4;
11E040514: Ferreira;0,5;
11E040515: Grijó;0,4;
11E040516: Lagoa;0,5;
11E040517: Lamalonga;0,3;
11E040518: Lamas;0,6;
11E040519: Lombo;0,5;
11E040520: Macedo de Cavaleiros;0,4;
11E040521: Morais;0,6;
11E040523: Olmos;0,5;
11E040524: Peredo;0,8;
11E040526: Salselas;0,7;
11E040528: Sezulfe;0,5;
11E040530: Talhas;0,7;
11E040539: União das freguesias de Ala e Vilarinho do Monte;0,6;
11E040540: União das freguesias de Bornes e Burga;0,3;
11E040541: União das freguesias de Castelãos e Vilar do Monte;0,5;
11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;0,5;
11E040543: União das freguesias de Podence e Santa Combinha;0,6;
11E040544: União das freguesias de Talhinhas e Bagueixe;0,6;
11E040532: Vale Benfeito;0,5;
11E040533: Vale da Porca;0,6;
11E040534: Vale de Prados;0,6;
11E040536: Vilarinho de Agrochão;0,4;
11E040538: Vinhas;0,6;
11E0406: Miranda do Douro;0,9;
11E040604: Duas Igrejas;1;
11E040605: Genísio;1;
11E040607: Malhadas;0,9;
11E040608: Miranda do Douro;0,7;
11E040609: Palaçoulo;0,8;
11E040611: Picote;0,6;
11E040612: Póvoa;0,8;
11E040613: São Martinho de Angueira;0,8;
11E040618: União das freguesias de Constantim e Cicouro;0,7;
11E040619: União das freguesias de Ifanes e Paradela;1,1;
11E040620: União das freguesias de Sendim e Atenor;0,9;
11E040621: União das freguesias de Silva e Águas Vivas;1;
11E040616: Vila Chã de Braciosa;0,9;
11E0407: Mirandela;0,5;
11E040701: Abambres;0,7;
11E040702: Abreiro;0,3;
11E040703: Aguieiras;0,5;
11E040704: Alvites;0,5;
11E040708: Bouça;0,6;
11E040709: Cabanelas;0,8;
11E040710: Caravelas;0,5;
11E040711: Carvalhais;0,6;
11E040712: Cedães;0,5;
11E040713: Cobro;0,4;
11E040714: Fradizela;0,4;
11E040716: Frechas;0,4;
11E040718: Lamas de Orelhão;0,7;
11E040720: Mascarenhas;0,5;
11E040721: Mirandela;0,5;
11E040722: Múrias;0,4;
11E040724: Paços;0,7;
11E040727: São Pedro Velho;0,5;
11E040728: São Salvador;0,7;
11E040729: Suçães;0,6;
11E040730: Torre de Dona Chama;0,4;
11E040738: União das freguesias de Avantos e Romeu;0,5;
11E040739: União das Freguesias de Avidagos, Navalho e Pereira;0,5;
11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;0,6;
11E040741: União das freguesias de Franco e Vila Boa;0,5;
11E040742: União das freguesias de Freixeda e Vila Verde;0,4;
11E040731: Vale de Asnes;0,4;
11E040732: Vale de Gouvinhas;0,6;
11E040733: Vale de Salgueiro;0,6;
11E040734: Vale de Telhas;0,5;
11E0408: Mogadouro;0,8;
11E040801: Azinhoso;0,7;
11E040802: Bemposta;0,8;
11E040803: Bruçó;0,7;
11E040804: Brunhoso;0,5;
11E040807: Castelo Branco;0,4;
11E040808: Castro Vicente;0,6;
11E040809: Meirinhos;0,6;
11E040811: Paradela;0,7;
11E040812: Penas Roias;1,1;
11E040813: Peredo da Bemposta;0,8;
11E040815: Saldanha;1,3;
11E040817: São Martinho do Peso;0,7;
11E040819: Tó;1,2;
11E040820: Travanca;1;
11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;1,2;
11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;0,7;
11E040831: União das freguesias de Remondes e Soutelo;0,5;
11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;1,1;
11E040821: Urrós;0,8;
11E040822: Vale da Madre;0,9;
11E040826: Vila de Ala;1;
11E0410: Vila Flor;0,5;
11E041002: Benlhevai;0,4;
11E041005: Freixiel;0,5;
11E041009: Roios;0,5;
11E041010: Samões;0,5;
11E041011: Sampaio;0,6;
11E041012: Santa Comba de Vilariça;0,5;
11E041013: Seixo de Manhoses;0,2;
11E041014: Trindade;0,4;
11E041020: União das freguesias de Assares e Lodões;0,6;
11E041021: União das freguesias de Candoso e Carvalho de Egas;0,6;
11E041022: União das freguesias de Valtorno e Mourão;0,5;
11E041023: União das freguesias de Vila Flor e Nabo;0,5;
11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;0,4;
11E041015: Vale Frechoso;0,5;
11E0411: Vimioso;0,6;
11E041103: Argozelo;0,3;
11E041107: Carção;0,4;
11E041108: Matela;0,7;
11E041109: Pinelo;0,7;
11E041110: Santulhão;0,5;
11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;0,7;
11E041116: União das freguesias de Caçarelhos e Angueira;1;
11E041117: União das freguesias de Vale de Frades e Avelanoso;0,7;
11E041113: Vilar Seco;1;
11E041114: Vimioso;0,6;
11E0412: Vinhais;0,6;
11E041201: Agrochão;0,7;
11E041203: Candedo;0,5;
11E041204: Celas;0,9;
11E041206: Edral;0,6;
11E041207: Edrosa;0,6;
11E041208: Ervedosa;0,5;
11E041215: Paçó;0,7;
11E041216: Penhas Juntas;0,6;
11E041219: Rebordelo;0,4;
11E041221: Santalha;0,4;
11E041226: Tuizelo;0,6;
11E041236: União das freguesias de Curopos e Vale de Janeiro;0,6;
11E041237: União das freguesias de Moimenta e Montouto;0,6;
11E041238: União das freguesias de Nunes e Ousilhão;0,7;
11E041239: União das freguesias de Quirás e Pinheiro Novo;0,6;
11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;0,6;
11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;0,7;
11E041242: União das freguesias de Travanca e Santa Cruz;0,9;
11E041243: União das freguesias de Vilar de Lomba e São Jomil;0,6;
11E041227: Vale das Fontes;0,3;
11E041229: Vila Boa de Ousilhão;0,7;
11E041230: Vila Verde;0,8;
11E041232: Vilar de Ossos;0,8;
11E041233: Vilar de Peregrinos;0,6;
11E041234: Vilar Seco de Lomba;0,6;
11E041235: Vinhais;0,4;
16: Centro;0,7;
16B: Oeste;0,9;
16B1001: Alcobaça;0,9;
16B100102: Alfeizerão;1,2;
16B100120: Aljubarrota;0,8;
16B100104: Bárrio;1;
16B100105: Benedita;0,5;
16B100106: Cela;0,9;
16B100108: Évora de Alcobaça;0,9;
16B100109: Maiorga;1,1;
16B100112: São Martinho do Porto;1;
16B100114: Turquel;0,8;
16B100121: União das freguesias de Alcobaça e Vestiaria;0,8;
16B100122: União das freguesias de Coz, Alpedriz e Montes;1;
16B100123: União das freguesias de Pataias e Martingança;0,8;
16B100116: Vimeiro;0,8;
16B1101: Alenquer;0,9;
16B110106: Carnota;0,8;
16B110107: Meca;0,6;
16B110108: Olhalvo;0,9;
16B110109: Ota;0,9;
16B110117: União das freguesias de Abrigada e Cabanas de Torres;0,8;
16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;1;
16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);1;
16B110120: União das freguesias de Carregado e Cadafais;0,8;
16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;0,9;
16B110113: Ventosa;1;
16B110114: Vila Verde dos Francos;0,7;
16B1102: Arruda dos Vinhos;1;
16B110201: Arranhó;0,9;
16B110202: Arruda dos Vinhos;1,1;
16B110203: Cardosas;0,8;
16B110204: São Tiago dos Velhos;0,8;
16B1005: Bombarral;1,1;
16B100502: Carvalhal;1;
16B100505: Pó;1,2;
16B100503: Roliça;1,2;
16B100506: União das freguesias do Bombarral e Vale Covo;1;
16B1104: Cadaval;0,9;
16B110401: Alguber;0,8;
16B110407: Peral;1,2;
16B110412: União das freguesias de Lamas e Cercal;0,9;
16B110413: União das freguesias de Painho e Figueiros;0,8;
16B110411: União das freguesias do Cadaval e Pêro Moniz;1;
16B110409: Vermelha;1;
16B110410: Vilar;0,8;
16B1006: Caldas da Rainha;0,9;
16B100601: A dos Francos;1;
16B100602: Alvorninha;0,8;
16B100604: Carvalhal Benfeito;1;
16B100606: Foz do Arelho;0,9;
16B100607: Landal;0,9;
16B100608: Nadadouro;0,3;
16B100609: Salir de Matos;0,8;
16B100611: Santa Catarina;0,7;
16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;0,9;
16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;0,9;
16B100619: União das freguesias de Tornada e Salir do Porto;0,9;
16B100615: Vidais;0,9;
16B1108: Lourinhã;0,8;
16B110803: Moita dos Ferreiros;1;
16B110805: Reguengo Grande;1;
16B110810: Ribamar;0,3;
16B110806: Santa Bárbara;0,6;
16B110812: União das freguesias de Lourinhã e Atalaia;0,7;
16B110813: União das freguesias de Miragaia e Marteleira;1;
16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;1;
16B110808: Vimeiro;0,8;
16B1011: Nazaré;1,2;
16B101101: Famalicão;1,1;
16B101102: Nazaré;1,3;
16B101103: Valado dos Frades;1,4;
16B1012: Óbidos;0,9;
16B101201: A dos Negros;0,8;
16B101202: Amoreira;1,3;
16B101208: Gaeiras;0,9;
16B101203: Olho Marinho;0,9;
16B101210: Santa Maria, São Pedro e Sobral da Lagoa;0,9;
16B101209: Usseira;1;
16B101207: Vau;1;
16B1014: Peniche;1,1;
16B101402: Atouguia da Baleia;1,1;
16B101406: Ferrel;1;
16B101407: Peniche;0;
16B101405: Serra d'El-Rei;0,8;
16B1112: Sobral de Monte Agraço;0,8;
16B111201: Santo Quintino;0,9;
16B111202: Sapataria;0,7;
16B111203: Sobral de Monte Agraço;0,9;
16B1113: Torres Vedras;1;
16B111306: Freiria;1,1;
16B111310: Ponte do Rol;1,2;
16B111311: Ramalhal;1;
16B111314: São Pedro da Cadeira;0,9;
16B111316: Silveira;1;
16B111317: Turcifal;1;
16B111321: União das freguesias de A dos Cunhados e Maceira;1,2;
16B111322: União das freguesias de Campelos e Outeiro da Cabeça;1;
16B111323: União das freguesias de Carvoeira e Carmões;0,8;
16B111324: União das freguesias de Dois Portos e Runa;1;
16B111325: União das freguesias de Maxial e Monte Redondo;0,9;
16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;0,8;
16B111318: Ventosa;1,1;
16D: Região de Aveiro;0,8;
16D0101: Águeda;0,7;
16D010103: Aguada de Cima;0,9;
16D010109: Fermentelos;0,3;
16D010112: Macinhata do Vouga;0,7;
16D010121: União das freguesias de Águeda e Borralha;0,7;
16D010122: União das freguesias de Barrô e Aguada de Baixo;0,7;
16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;0,7;
16D010124: União das freguesias de Recardães e Espinhel;0,6;
16D010125: União das freguesias de Travassô e Óis da Ribeira;0,8;
16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;0,7;
16D010127: União das freguesias do Préstimo e Macieira de Alcoba;0,7;
16D010119: Valongo do Vouga;0,9;
16D0102: Albergaria-a-Velha;0,9;
16D010209: Albergaria-a-Velha e Valmaior;0,8;
16D010202: Alquerubim;0,8;
16D010203: Angeja;1,2;
16D010204: Branca;0,7;
16D010206: Ribeira de Fráguas;0,5;
16D010210: São João de Loure e Frossos;0,9;
16D0103: Anadia;0,7;
16D010304: Avelãs de Caminho;0,9;
16D010305: Avelãs de Cima;0,8;
16D010307: Moita;0,8;
16D010309: Sangalhos;0,7;
16D010310: São Lourenço do Bairro;0,7;
16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;0,7;
16D010317: União das freguesias de Arcos e Mogofores;0,8;
16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;0,7;
16D010312: Vila Nova de Monsarros;0,9;
16D010313: Vilarinho do Bairro;0,8;
16D0105: Aveiro;1;
16D010501: Aradas;1;
16D010502: Cacia;0,6;
16D010515: Eixo e Eirol;1,1;
16D010505: Esgueira;0,7;
16D010508: Oliveirinha;1,3;
16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;0,9;
16D010513: Santa Joana;1,4;
16D010510: São Bernardo;1,5;
16D010511: São Jacinto;2;
16D010517: União das freguesias de Glória e Vera Cruz;2;
16D0108: Estarreja;1;
16D010801: Avanca;1,1;
16D010805: Pardilhó;1,2;
16D010806: Salreu;1,1;
16D010808: União das freguesias de Beduído e Veiros;0,8;
16D010809: União das freguesias de Canelas e Fermelã;1;
16D0110: Ílhavo;0,9;
16D011005: Gafanha da Encarnação;0,7;
16D011006: Gafanha da Nazaré;1;
16D011007: Gafanha do Carmo;0,8;
16D011008: Ílhavo (São Salvador);0,9;
16D0112: Murtosa;1,4;
16D011201: Bunheiro;1,5;
16D011202: Monte;1,1;
16D011203: Murtosa;1,4;
16D011204: Torreira;1,2;
16D0114: Oliveira do Bairro;0,7;
16D011403: Oiã;0,6;
16D011404: Oliveira do Bairro;0,5;
16D011405: Palhaça;0,9;
16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;0,7;
16D0115: Ovar;1,4;
16D011502: Cortegaça;0,5;
16D011503: Esmoriz;0,7;
16D011504: Maceda;0,6;
16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;1,3;
16D011507: Válega;1,7;
16D0117: Sever do Vouga;0,7;
16D011702: Couto de Esteves;0,8;
16D011704: Pessegueiro do Vouga;0,5;
16D011705: Rocas do Vouga;0,9;
16D011706: Sever do Vouga;0,6;
16D011708: Talhadas;0,6;
16D011710: União das freguesias de Cedrim e Paradela;0,6;
16D011711: União das freguesias de Silva Escura e Dornelas;0,6;
16D0118: Vagos;0,7;
16D011801: Calvão;0,8;
16D011804: Gafanha da Boa Hora;0,8;
16D011805: Ouca;0,8;
16D011810: Santo André de Vagos;0,6;
16D011807: Sosa;0,7;
16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;0,6;
16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;0,6;
16D011814: União das freguesias de Vagos e Santo António;0,7;
16E: Região de Coimbra;0,8;
16E0601: Arganil;0,5;
16E060102: Arganil;0,6;
16E060104: Benfeita;0,1;
16E060105: Celavisa;0,1;
16E060109: Folques;0,5;
16E060111: Piódão;0;
16E060112: Pomares;0,2;
16E060113: Pombeiro da Beira;0,5;
16E060114: São Martinho da Cortiça;0,7;
16E060115: Sarzedo;0,5;
16E060116: Secarias;0,5;
16E060119: União das freguesias de Cepos e Teixeira;0,1;
16E060120: União das freguesias de Cerdeira e Moura da Serra;0,2;
16E060121: União das freguesias de Côja e Barril de Alva;0,5;
16E060122: União das freguesias de Vila Cova de Alva e Anseriz;0,4;
16E0602: Cantanhede;0,8;
16E060201: Ançã;0,5;
16E060203: Cadima;0,9;
16E060205: Cordinhã;1;
16E060207: Febres;0,6;
16E060208: Murtede;0,7;
16E060209: Ourentã;1;
16E060218: Sanguinheira;0,9;
16E060215: São Caetano;0,5;
16E060214: Tocha;0,8;
16E060220: União das freguesias de Cantanhede e Pocariça;0,7;
16E060221: União das freguesias de Covões e Camarneira;0,8;
16E060222: União das freguesias de Portunhos e Outil;0,7;
16E060223: União das freguesias de Sepins e Bolho;0,8;
16E060224: União das freguesias de Vilamar e Corticeiro de Cima;0,6;
16E0603: Coimbra;0,8;
16E060301: Almalaguês;0,5;
16E060309: Brasfemes;0,6;
16E060311: Ceira;0,6;
16E060312: Cernache;0,6;
16E060318: Santo António dos Olivais;0,6;
16E060320: São João do Campo;0,8;
16E060324: São Silvestre;1;
16E060329: Torres do Mondego;0,6;
16E060332: União das freguesias de Antuzede e Vil de Matos;1;
16E060333: União das freguesias de Assafarge e Antanhol;0,5;
16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);1;
16E060335: União das freguesias de Eiras e São Paulo de Frades;0,6;
16E060336: União das freguesias de Santa Clara e Castelo Viegas;0,5;
16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;0,8;
16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;1,3;
16E060339: União das freguesias de Souselas e Botão;0,7;
16E060340: União das freguesias de Taveiro, Ameal e Arzila;0,9;
16E060341: União das freguesias de Trouxemil e Torre de Vilela;0,7;
16E0604: Condeixa-a-Nova;0,7;
16E060401: Anobra;0,9;
16E060406: Ega;0,8;
16E060407: Furadouro;0,6;
16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;0,7;
16E060412: União das freguesias de Sebal e Belide;0,8;
16E060413: União das freguesias de Vila Seca e Bem da Fé;0,4;
16E060410: Zambujal;0,5;
16E0605: Figueira da Foz;1;
16E060519: Alhadas;0,8;
16E060502: Alqueidão;1,2;
16E060515: Bom Sucesso;1,1;
16E060520: Buarcos;1,1;
16E060521: Ferreira-a-Nova;1;
16E060522: Lavos;0,9;
16E060507: Maiorca;1,3;
16E060508: Marinha das Ondas;1;
16E060518: Moinhos da Gândara;0,8;
16E060523: Paião;0,9;
16E060524: Quiaios;1,2;
16E060514: São Pedro;0;
16E060512: Tavarede;0,5;
16E060513: Vila Verde;1,8;
16E0606: Góis;0,5;
16E060601: Alvares;0,4;
16E060604: Góis;0,4;
16E060606: União das freguesias de Cadafaz e Colmeal;0,3;
16E060605: Vila Nova do Ceira;0,7;
16E0607: Lousã;0,6;
16E060706: Gândaras;0,6;
16E060704: Serpins;0,8;
16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;0,7;
16E060708: União das freguesias de Lousã e Vilarinho;0,5;
16E0111: Mealhada;0,8;
16E011102: Barcouço;0,8;
16E011103: Casal Comba;0,9;
16E011104: Luso;0,7;
16E011106: Pampilhosa;0,8;
16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;0,9;
16E011107: Vacariça;0,8;
16E0608: Mira;0,7;
16E060803: Carapelhos;0,9;
16E060801: Mira;0,6;
16E060804: Praia de Mira;1;
16E060802: Seixo;1;
16E0609: Miranda do Corvo;0,6;
16E060901: Lamas;0,5;
16E060902: Miranda do Corvo;0,6;
16E060906: União das freguesias de Semide e Rio Vide;0,7;
16E060905: Vila Nova;0,7;
16E0610: Montemor-o-Velho;1;
16E061002: Arazede;0,9;
16E061003: Carapinheira;1,1;
16E061014: Ereira;1,6;
16E061005: Liceia;0,7;
16E061006: Meãs do Campo;0,7;
16E061008: Pereira;1;
16E061009: Santo Varão;1,3;
16E061010: Seixo de Gatões;0,9;
16E061011: Tentúgal;1;
16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;1,3;
16E061016: União das freguesias de Montemor-o-Velho e Gatões;1;
16E1808: Mortágua;0,9;
16E180802: Cercosa;0,7;
16E180804: Espinho;0,9;
16E180805: Marmeleira;0,9;
16E180807: Pala;0,8;
16E180808: Sobral;0,9;
16E180809: Trezói;0,9;
16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;0,9;
16E0611: Oliveira do Hospital;0,5;
16E061101: Aldeia das Dez;0,4;
16E061102: Alvoco das Várzeas;0,3;
16E061103: Avô;0,3;
16E061104: Bobadela;0,4;
16E061106: Lagares;0,4;
16E061109: Lourosa;0,6;
16E061110: Meruge;0,3;
16E061111: Nogueira do Cravo;0,5;
16E061115: São Gião;0,2;
16E061118: Seixo da Beira;0,5;
16E061119: Travanca de Lagos;0,5;
16E061122: União das freguesias de Ervedal e Vila Franca da Beira;0,6;
16E061123: União das freguesias de Lagos da Beira e Lajeosa;0,5;
16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;0,5;
16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;0,2;
16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;0,6;
16E0612: Pampilhosa da Serra;0,3;
16E061201: Cabril;0,2;
16E061202: Dornelas do Zêzere;0,2;
16E061211: Fajão-Vidual;0,3;
16E061204: Janeiro de Baixo;0,6;
16E061206: Pampilhosa da Serra;0,3;
16E061207: Pessegueiro;0,1;
16E061212: Portela do Fojo-Machio;0,3;
16E061209: Unhais-o-Velho;0,2;
16E0613: Penacova;0,8;
16E061301: Carvalho;0,9;
16E061302: Figueira de Lorvão;0,8;
16E061304: Lorvão;0,9;
16E061307: Penacova;0,8;
16E061310: Sazes do Lorvão;0,9;
16E061312: União das freguesias de Friúmes e Paradela;0,7;
16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;0,7;
16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;0,8;
16E0614: Penela;0,6;
16E061401: Cumeeira;0,5;
16E061402: Espinhal;0,7;
16E061403: Podentes;0,6;
16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;0,6;
16E0615: Soure;0,8;
16E061501: Alfarelos;1,1;
16E061504: Figueiró do Campo;0,7;
16E061506: Granja do Ulmeiro;0,9;
16E061508: Samuel;0,9;
16E061509: Soure;0,9;
16E061510: Tapéus;0,9;
16E061513: União das freguesias de Degracias e Pombalinho;0,7;
16E061514: União das freguesias de Gesteira e Brunhós;0,7;
16E061511: Vila Nova de Anços;1,3;
16E061512: Vinha da Rainha;0,9;
16E0616: Tábua;0,7;
16E061602: Candosa;0,5;
16E061603: Carapinha;0,7;
16E061608: Midões;0,4;
16E061609: Mouronho;1;
16E061611: Póvoa de Midões;0,6;
16E061612: São João da Boa Vista;0,6;
16E061614: Tábua;0,7;
16E061616: União das freguesias de Ázere e Covelo;0,8;
16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;0,6;
16E061618: União das freguesias de Espariz e Sinde;0,8;
16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;0,7;
16E0617: Vila Nova de Poiares;0,7;
16E061701: Arrifana;0,7;
16E061702: Lavegadas;1;
16E061703: Poiares (Santo André);0,5;
16E061704: São Miguel de Poiares;0,8;
16F: Região de Leiria;0,7;
16F1002: Alvaiázere;0,5;
16F100201: Almoster;0,9;
16F100208: Alvaiázere;0,5;
16F100204: Maçãs de Dona Maria;0,5;
16F100205: Pelmá;0,6;
16F100209: Pussos São Pedro;0,4;
16F1003: Ansião;0,6;
16F100301: Alvorge;0,7;
16F100309: Ansião;0,6;
16F100303: Avelar;0,4;
16F100304: Chão de Couce;0,5;
16F100306: Pousaflores;0,4;
16F100307: Santiago da Guarda;0,6;
16F1004: Batalha;0,8;
16F100401: Batalha;0,8;
16F100404: Golpilheira;0,8;
16F100402: Reguengo do Fetal;0,7;
16F100403: São Mamede;0,7;
16F1007: Castanheira de Pêra;0,5;
16F100703: União das freguesias de Castanheira de Pêra e Coentral;0,5;
16F1008: Figueiró dos Vinhos;0,6;
16F100801: Aguda;0,6;
16F100802: Arega;0,8;
16F100803: Campelo;0,8;
16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;0,6;
16F1009: Leiria;0,8;
16F100901: Amor;0,9;
16F100902: Arrabal;0,6;
16F100925: Bajouca;0,7;
16F100926: Bidoeira de Cima;0,7;
16F100907: Caranguejeira;0,8;
16F100909: Coimbrão;0,8;
16F100913: Maceira;1;
16F100915: Milagres;0,7;
16F100921: Regueira de Pontes;0,7;
16F100932: União das freguesias de Colmeias e Memória;0,7;
16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;0,8;
16F100934: União das freguesias de Marrazes e Barosa;0,6;
16F100935: União das freguesias de Monte Real e Carvide;0,9;
16F100936: União das freguesias de Monte Redondo e Carreira;0,8;
16F100937: União das freguesias de Parceiros e Azoia;0,9;
16F100938: União das freguesias de Santa Catarina da Serra e Chainça;0,7;
16F100939: União das freguesias de Santa Eufémia e Boa Vista;0,6;
16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;0,7;
16F1010: Marinha Grande;0,7;
16F101001: Marinha Grande;0,6;
16F101003: Moita;0,5;
16F101002: Vieira de Leiria;0,7;
16F1013: Pedrógão Grande;0,6;
16F101301: Graça;0,7;
16F101302: Pedrógão Grande;0,5;
16F101303: Vila Facaia;0,8;
16F1015: Pombal;0,7;
16F101501: Abiul;0,8;
16F101503: Almagreira;0,7;
16F101504: Carnide;0,7;
16F101505: Carriço;0,8;
16F101506: Louriçal;0,7;
16F101515: Meirinhas;0,8;
16F101508: Pelariga;0,7;
16F101509: Pombal;0,7;
16F101510: Redinha;0,8;
16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;0,6;
16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;0,7;
16F101513: Vermoil;0,7;
16F101514: Vila Cã;0,7;
16F1016: Porto de Mós;0,7;
16F101602: Alqueidão da Serra;0,7;
16F101605: Calvaria de Cima;1,1;
16F101606: Juncal;0,8;
16F101608: Mira de Aire;0,6;
16F101609: Pedreiras;0,7;
16F101614: Porto de Mós - São João Baptista e São Pedro;0,7;
16F101610: São Bento;0,8;
16F101613: Serro Ventoso;0,6;
16F101615: União das freguesias de Alvados e Alcaria;0,6;
16F101616: União das freguesias de Arrimal e Mendiga;0,5;
16G: Viseu Dão Lafões;0,6;
16G0901: Aguiar da Beira;0,7;
16G090102: Carapito;1;
16G090103: Cortiçada;0,5;
16G090105: Dornelas;0,5;
16G090106: Eirado;0,6;
16G090107: Forninhos;0,7;
16G090109: Pena Verde;0,7;
16G090110: Pinheiro;0,8;
16G090114: União das freguesias de Aguiar da Beira e Coruche;0,7;
16G090115: União das freguesias de Sequeiros e Gradiz;0,7;
16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;0,6;
16G1802: Carregal do Sal;0,7;
16G180201: Beijós;0,7;
16G180202: Cabanas de Viriato;0,8;
16G180204: Oliveira do Conde;0,6;
16G180206: Parada;0,5;
