
Statistical table extracted on October 11, 2022 (22:38:13)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;16J090713: Cavadoude;117;10;77;14;16;
;16J090714: Codesseiro;108;27;75;3;3;
;16J090716: Faia;130;27;66;20;17;
;16J090717: Famalicão;101;26;58;7;10;
;16J090718: Fernão Joanes;67;19;42;3;3;
;16J090757: Gonçalo;245;61;152;17;15;
;16J090721: Gonçalo Bocas;51;10;33;6;2;
;16J090758: Guarda;204;39;120;17;28;
;16J090759: Jarmelo São Miguel;195;33;126;19;17;
;16J090760: Jarmelo São Pedro;191;47;111;16;17;
;16J090722: João Antão;61;25;32;2;2;
;16J090723: Maçainhas;70;16;35;7;12;
;16J090724: Marmeleiro;154;42;95;10;7;
;16J090725: Meios;42;9;27;5;1;
;16J090728: Panoias de Cima;127;9;94;9;15;
;16J090729: Pega;25;2;17;4;2;
;16J090730: Pêra do Moço;227;36;149;16;26;
;16J090732: Porto da Carne;34;1;27;3;3;
;16J090734: Ramela;131;41;71;5;14;
;16J090738: Santana da Azinha;130;29;93;4;4;
;16J090744: Sobral da Serra;119;34;65;15;5;
;16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;101;25;62;6;8;
;16J090762: União de freguesias de Corujeira e Trinta;110;28;60;11;11;
;16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;235;54;151;13;17;
;16J090764: União de freguesias de Pousade e Albardo;100;21;58;15;6;
;16J090765: União de freguesias de Rochoso e Monte Margarida;60;24;33;1;2;
;16J090746: Vale de Estrela;38;10;27;1;- -;
;16J090747: Valhelhas;82;17;45;9;11;
;16J090748: Vela;154;20;91;23;20;
;16J090749: Videmonte;145;54;76;8;7;
;16J090750: Vila Cortês do Mondego;53;11;30;7;5;
;16J090751: Vila Fernando;176;29;120;17;10;
;16J090752: Vila Franca do Deão;117;39;61;12;5;
;16J090753: Vila Garcia;125;31;69;11;14;
;16J0908: Manteigas;217;85;123;- -;9;
;16J090802: Manteigas (Santa Maria);103;31;69;- -;3;
;16J090803: Manteigas (São Pedro);66;24;39;- -;3;
;16J090801: Sameiro;29;15;11;- -;3;
;16J090804: Vale de Amoreira;19;15;4;- -;- -;
;16J0909: Mêda;3140;568;2075;268;229;
;16J090901: Aveloso;107;21;74;5;7;
;16J090902: Barreira;139;18;96;10;15;
;16J090905: Coriscada;230;22;162;25;21;
;16J090907: Longroiva;340;62;207;34;37;
;16J090908: Marialva;136;31;93;2;10;
;16J090917: Mêda, Outeiro de Gatos e Fonte Longa;762;158;480;68;56;
;16J090912: Poço do Canto;429;63;280;49;37;
;16J090918: Prova e Casteição;244;57;161;19;7;
;16J090914: Rabaçal;224;39;158;13;14;
;16J090915: Ranhados;236;49;157;20;10;
;16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;293;48;207;23;15;
;16J0910: Pinhel;5722;1273;3544;494;411;
;16J091028: Agregação das freguesias Sul de Pinhel;308;47;217;24;20;
;16J091032: Alto do Palurdo;352;64;230;31;27;
;16J091029: Alverca da Beira/Bouça Cova;419;102;232;45;40;
;16J091009: Ervedosa;204;70;122;8;4;
;16J091010: Freixedas;433;101;290;20;22;
;16J091012: Lamegal;227;42;136;22;27;
;16J091013: Lameiras;266;52;164;27;23;
;16J091014: Manigoto;150;22;100;17;11;
;16J091015: Pala;349;109;189;27;24;
;16J091017: Pinhel;694;154;417;64;59;
;16J091018: Pínzio;193;40;125;14;14;
;16J091024: Souro Pires;453;104;290;35;24;
;16J091030: Terras de Massueime;212;44;139;17;12;
;16J091035: União das freguesias de Atalaia e Safurdão;225;46;147;20;12;
;16J091031: Valbom/Bogalhal;377;79;230;42;26;
;16J091033: Vale do Côa;377;63;235;39;40;
;16J091034: Vale do Massueime;343;84;209;32;18;
;16J091027: Vascoveiro;140;50;72;10;8;
;16J0911: Sabugal;2878;858;1740;179;101;
;16J091101: Águas Belas;49;17;30;1;1;
;16J091103: Aldeia da Ponte;93;31;45;15;2;
;16J091102: Aldeia do Bispo;24;8;13;1;2;
;16J091106: Aldeia Velha;106;37;61;7;1;
;16J091107: Alfaiates;99;25;61;9;4;
;16J091109: Baraçal;42;11;30;1;- -;
;16J091110: Bendada;178;71;98;4;5;
;16J091111: Bismula;74;16;44;13;1;
;16J091112: Casteleiro;124;56;56;3;9;
;16J091113: Cerdeira;45;13;26;1;5;
;16J091114: Fóios;61;23;36;2;- -;
;16J091118: Malcata;57;18;38;1;- -;
;16J091120: Nave;75;21;44;4;6;
;16J091123: Quadrazais;87;28;53;4;2;
;16J091124: Quintas de São Bartolomeu;50;15;31;3;1;
;16J091125: Rapoula do Côa;22;2;14;3;3;
;16J091126: Rebolosa;74;24;49;- -;1;
;16J091127: Rendo;107;34;65;3;5;
;16J091133: Sortelha;217;75;122;14;6;
;16J091134: Souto;169;48;101;14;6;
;16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;169;47;104;9;9;
;16J091142: União das freguesias de Lajeosa e Forcalhos;73;15;48;4;6;
;16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;122;21;89;9;3;
;16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;62;15;43;4;- -;
;16J091146: União das freguesias de Santo Estêvão e Moita;154;44;90;11;9;
;16J091147: União das freguesias de Seixo do Côa e Vale Longo;132;30;85;15;2;
;16J091145: União das freguesias do Sabugal e Aldeia de Santo António;232;57;153;15;7;
;16J091136: Vale de Espinho;64;18;44;1;1;
;16J091138: Vila Boa;60;26;28;4;2;
;16J091139: Vila do Touro;57;12;39;4;2;
;16J0912: Seia;3991;970;2430;310;281;
;16J091201: Alvoco da Serra;99;39;55;3;2;
;16J091205: Girabolhos;157;58;79;12;8;
;16J091207: Loriga;85;31;47;6;1;
;16J091208: Paranhos;310;85;191;19;15;
;16J091209: Pinhanços;148;44;78;9;17;
;16J091210: Sabugueiro;33;14;18;1;- -;
;16J091212: Sandomil;164;46;104;4;10;
;16J091213: Santa Comba;182;43;110;12;17;
;16J091216: Santiago;210;39;128;17;26;
;16J091219: Sazes da Beira;36;11;22;3;- -;
;16J091221: Teixeira;46;14;28;3;1;
;16J091224: Travancinha;196;45;114;18;19;
;16J091230: União das freguesias de Carragozela e Várzea de Meruge;289;67;168;29;25;
;16J091231: União das freguesias de Sameice e Santa Eulália;335;87;183;26;39;
;16J091232: União das freguesias de Santa Marinha e São Martinho;488;125;298;41;24;
;16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;422;65;280;40;37;
;16J091234: União das freguesias de Torrozelo e Folhadosa;150;48;86;10;6;
;16J091235: União das freguesias de Tourais e Lajes;424;43;317;38;26;
;16J091236: União das freguesias de Vide e Cabeça;114;38;61;11;4;
;16J091225: Valezim;53;19;28;5;1;
;16J091228: Vila Cova à Coelheira;50;9;35;3;3;
;16J0913: Trancoso;4131;903;2741;236;251;
;16J091301: Aldeia Nova;149;27;114;4;4;
;16J091303: Castanheira;84;14;60;3;7;
;16J091304: Cogula;109;21;70;9;9;
;16J091305: Cótimos;205;32;139;15;19;
;16J091307: Fiães;101;12;76;9;4;
;16J091309: Granja;201;35;117;28;21;
;16J091310: Guilheiro;113;24;78;7;4;
;16J091311: Moimentinha;111;7;99;1;4;
;16J091312: Moreira de Rei;305;76;197;20;12;
;16J091313: Palhais;44;10;31;2;1;
;16J091314: Póvoa do Concelho;130;35;88;- -;7;
;16J091315: Reboleiro;43;7;28;6;2;
;16J091316: Rio de Mel;113;25;81;2;5;
;16J091321: Tamanhos;196;36;150;4;6;
;16J091330: União das freguesias de Freches e Torres;359;82;241;12;24;
;16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;209;60;131;9;9;
;16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;582;112;397;33;40;
;16J091333: União das freguesias de Vale do Seixo e Vila Garcia;312;89;178;24;21;
;16J091334: União das freguesias de Vila Franca das Naves e Feital;269;52;168;26;23;
;16J091335: União das freguesias de Vilares e Carnicães;251;84;141;5;21;
;16J091325: Valdujo;245;63;157;17;8;
;17: Área Metropolitana de Lisboa;17929;3549;11879;1486;1015;
;170: Área Metropolitana de Lisboa;17929;3549;11879;1486;1015;
;1701502: Alcochete;336;69;210;35;22;
;170150201: Alcochete;214;41;128;24;21;
;170150202: Samouco;40;8;27;4;1;
;170150203: São Francisco;82;20;55;7;- -;
;1701503: Almada;299;59;210;17;13;
;170150303: Costa da Caparica;148;30;106;9;3;
;170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;10;1;9;- -;- -;
;170150313: União das freguesias de Caparica e Trafaria;86;19;58;4;5;
;170150314: União das freguesias de Charneca de Caparica e Sobreda;48;9;32;2;5;
;170150315: União das freguesias de Laranjeiro e Feijó;7;- -;5;2;- -;
;1701115: Amadora;18;2;11;1;4;
;170111512: Alfragide;- -;- -;- -;- -;- -;
;170111513: Águas Livres;- -;- -;- -;- -;- -;
;170111514: Encosta do Sol;6;- -;3;- -;3;
;170111515: Falagueira-Venda Nova;1;- -;1;- -;- -;
;170111516: Mina de Água;4;1;2;1;- -;
;170111517: Venteira;4;1;2;- -;1;
;1701504: Barreiro;88;22;50;14;2;
;170150407: Santo António da Charneca;59;16;34;8;1;
;170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;10;2;6;2;- -;
;170150410: União das freguesias de Barreiro e Lavradio;3;1;2;- -;- -;
;170150411: União das freguesias de Palhais e Coina;16;3;8;4;1;
;1701105: Cascais;76;13;36;8;19;
;170110501: Alcabideche;28;9;15;1;3;
;170110506: São Domingos de Rana;24;3;14;3;4;
;170110507: União das freguesias de Carcavelos e Parede;7;- -;2;1;4;
;170110508: União das freguesias de Cascais e Estoril;17;1;5;3;8;
;1701106: Lisboa;3;- -;3;- -;- -;
;170110601: Ajuda;- -;- -;- -;- -;- -;
;170110602: Alcântara;- -;- -;- -;- -;- -;
;170110654: Alvalade;- -;- -;- -;- -;- -;
;170110655: Areeiro;1;- -;1;- -;- -;
;170110656: Arroios;- -;- -;- -;- -;- -;
;170110657: Avenidas Novas;- -;- -;- -;- -;- -;
;170110607: Beato;- -;- -;- -;- -;- -;
;170110658: Belém;- -;- -;- -;- -;- -;
;170110608: Benfica;- -;- -;- -;- -;- -;
;170110659: Campo de Ourique;- -;- -;- -;- -;- -;
;170110610: Campolide;- -;- -;- -;- -;- -;
;170110611: Carnide;1;- -;1;- -;- -;
;170110660: Estrela;- -;- -;- -;- -;- -;
;170110618: Lumiar;- -;- -;- -;- -;- -;
;170110621: Marvila;- -;- -;- -;- -;- -;
;170110661: Misericórdia;- -;- -;- -;- -;- -;
;170110633: Olivais;- -;- -;- -;- -;- -;
;170110662: Parque das Nações;- -;- -;- -;- -;- -;
;170110663: Penha de França;- -;- -;- -;- -;- -;
;170110664: Santa Clara;- -;- -;- -;- -;- -;
;170110665: Santa Maria Maior;- -;- -;- -;- -;- -;
;170110666: Santo António;1;- -;1;- -;- -;
;170110639: São Domingos de Benfica;- -;- -;- -;- -;- -;
;170110667: São Vicente;- -;- -;- -;- -;- -;
;1701107: Loures;1473;254;1018;125;76;
;170110702: Bucelas;468;114;301;31;22;
;170110705: Fanhões;124;16;86;9;13;
;170110707: Loures;436;58;326;40;12;
;170110708: Lousa;167;24;119;14;10;
;170110731: União das freguesias de Camarate, Unhos e Apelação;41;6;32;3;- -;
;170110726: União das freguesias de Moscavide e Portela;5;- -;2;- -;3;
;170110727: União das freguesias de Sacavém e Prior Velho;1;1;- -;- -;- -;
;170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;14;3;9;- -;2;
;170110729: União das freguesias de Santo Antão e São Julião do Tojal;176;31;107;27;11;
;170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;37;1;32;1;3;
;1701109: Mafra;4785;1005;3202;384;194;
;170110902: Carvoeira;135;27;88;12;8;
;170110904: Encarnação;622;93;469;41;19;
;170110906: Ericeira;77;20;43;10;4;
;170110909: Mafra;533;103;348;54;28;
;170110911: Milharado;733;213;453;44;23;
;170110913: Santo Isidoro;361;74;265;18;4;
;170110918: União das freguesias de Azueira e Sobral da Abelheira;796;155;528;78;35;
;170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;665;140;446;46;33;
;170110920: União das freguesias de Igreja Nova e Cheleiros;498;112;321;42;23;
;170110921: União das freguesias de Malveira e São Miguel de Alcainça;107;18;71;11;7;
;170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;258;50;170;28;10;
;1701506: Moita;576;121;370;55;30;
;170150601: Alhos Vedros;192;44;128;11;9;
;170150603: Moita;362;75;227;40;20;
;170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;3;1;1;1;- -;
;170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;19;1;14;3;1;
;1701507: Montijo;1390;214;993;98;85;
;170150701: Canha;307;43;196;28;40;
;170150704: Sarilhos Grandes;131;24;92;9;6;
;170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;326;76;213;22;15;
;170150710: União das freguesias de Montijo e Afonsoeiro;68;10;39;10;9;
;170150711: União das freguesias de Pegões;558;61;453;29;15;
;1701116: Odivelas;107;8;72;19;8;
;170111603: Odivelas;21;1;18;2;- -;
;170111608: União das freguesias de Pontinha e Famões;35;4;18;7;6;
;170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;7;- -;6;1;- -;
;170111610: União das freguesias de Ramada e Caneças;44;3;30;9;2;
;1701110: Oeiras;17;4;7;2;4;
;170111002: Barcarena;4;1;2;- -;1;
;170111009: Porto Salvo;9;3;4;2;- -;
;170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;2;- -;1;- -;1;
;170111013: União das freguesias de Carnaxide e Queijas;- -;- -;- -;- -;- -;
;170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;2;- -;- -;- -;2;
;1701508: Palmela;4616;1024;2954;353;285;
;170150802: Palmela;1268;239;793;124;112;
;170150803: Pinhal Novo;755;197;492;33;33;
;170150804: Quinta do Anjo;336;54;234;21;27;
;170150806: União das freguesias de Poceirão e Marateca;2257;534;1435;175;113;
;1701510: Seixal;93;10;69;7;7;
;170151002: Amora;24;2;16;4;2;
;170151005: Corroios;12;- -;9;1;2;
;170151006: Fernão Ferro;36;4;28;2;2;
;170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;21;4;16;- -;1;
;1701511: Sesimbra;437;97;291;30;19;
;170151103: Quinta do Conde;2;1;1;- -;- -;
;170151101: Sesimbra (Castelo);435;96;290;30;19;
;170151102: Sesimbra (Santiago);- -;- -;- -;- -;- -;
;1701512: Setúbal;664;115;407;60;82;
;170151207: Gâmbia-Pontes-Alto da Guerra;204;49;128;19;8;
;170151208: Sado;72;13;53;3;3;
;170151205: Setúbal (São Sebastião);62;9;37;8;8;
;170151209: União das freguesias de Azeitão (São Lourenço e São Simão);238;26;132;27;53;
;170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);88;18;57;3;10;
;1701111: Sintra;1868;377;1263;145;83;
;170111102: Algueirão-Mem Martins;33;6;25;2;- -;
;170111115: Casal de Cambra;6;- -;6;- -;- -;
;170111105: Colares;92;11;68;10;3;
;170111108: Rio de Mouro;55;6;40;6;3;
;170111122: União das freguesias de Agualva e Mira-Sintra;4;2;2;- -;- -;
;170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;533;100;373;42;18;
;170111125: União das freguesias de Massamá e Monte Abraão;- -;- -;- -;- -;- -;
;170111126: União das freguesias de Queluz e Belas;16;1;13;- -;2;
;170111127: União das freguesias de São João das Lampas e Terrugem;999;221;659;71;48;
;170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);126;30;74;13;9;
;170111124: União das freguesias do Cacém e São Marcos;4;- -;3;1;- -;
;1701114: Vila Franca de Xira;1083;155;713;133;82;
;170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;397;64;285;30;18;
;170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;66;14;37;7;8;
;170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;282;35;177;51;19;
;170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;3;1;2;- -;- -;
;170111408: Vialonga;57;7;42;6;2;
;170111409: Vila Franca de Xira;278;34;170;39;35;
;18: Alentejo;92740;18878;55707;9729;8426;
;181: Alentejo Litoral;9637;2562;5408;960;707;
;1811501: Alcácer do Sal;1588;256;947;193;192;
;181150106: Comporta;199;58;125;13;3;
;181150105: São Martinho;6;- -;4;- -;2;
;181150104: Torrão;569;78;328;82;81;
;181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;814;120;490;98;106;
;1811505: Grândola;1775;445;1015;178;137;
;181150501: Azinheira dos Barros e São Mamede do Sádão;140;23;71;23;23;
;181150505: Carvalhal;85;20;60;5;- -;
;181150503: Melides;499;145;284;40;30;
;181150506: União das freguesias de Grândola e Santa Margarida da Serra;1051;257;600;110;84;
;1810211: Odemira;3315;1125;1728;291;171;
;181021116: Boavista dos Pinheiros;75;30;38;3;4;
;181021118: Colos;167;28;99;24;16;
;181021117: Longueira/Almograve;241;66;130;27;18;
;181021115: Luzianes-Gare;103;32;58;5;8;
;181021102: Relíquias;224;86;115;16;7;
;181021103: Sabóia;259;100;135;22;2;
;181021119: Santa Clara-a-Velha;203;97;93;9;4;
;181021106: São Luís;272;83;158;23;8;
;181021107: São Martinho das Amoreiras;247;101;119;17;10;
;181021120: São Salvador e Santa Maria;253;85;132;20;16;
;181021121: São Teotónio;791;279;381;77;54;
;181021122: Vale de Santiago;101;22;58;12;9;
;181021111: Vila Nova de Milfontes;270;90;148;22;10;
;1811509: Santiago do Cacém;2520;640;1440;255;185;
;181150901: Abela;221;52;134;15;20;
;181150902: Alvalade;231;39;138;32;22;
;181150903: Cercal;427;126;242;41;18;
;181150904: Ermidas-Sado;132;31;73;17;11;
;181150907: Santo André;271;63;143;40;25;
;181150910: São Francisco da Serra;152;44;86;16;6;
;181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;733;191;414;68;60;
;181150913: União das freguesias de São Domingos e Vale de Água;353;94;210;26;23;
;1811513: Sines;439;96;278;43;22;
;181151302: Porto Covo;172;28;115;17;12;
;181151301: Sines;267;68;163;26;10;
;184: Baixo Alentejo;22484;4569;13293;2520;2102;
;1840201: Aljustrel;961;122;583;132;124;
;184020102: Ervidel;159;14;105;12;28;
;184020103: Messejana;203;42;111;26;24;
;184020104: São João de Negrilhos;223;34;149;17;23;
;184020106: União das freguesias de Aljustrel e Rio de Moinhos;376;32;218;77;49;
;1840202: Almodôvar;1669;503;929;138;99;
;184020208: Aldeia dos Fernandes;21;2;14;2;3;
;184020203: Rosário;72;8;52;7;5;
;184020205: Santa Cruz;215;50;132;20;13;
;184020206: São Barnabé;247;113;111;18;5;
;184020209: União das freguesias de Almodôvar e Graça dos Padrões;599;158;342;60;39;
;184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;515;172;278;31;34;
;1840203: Alvito;527;106;294;61;66;
;184020301: Alvito;291;57;162;34;38;
;184020302: Vila Nova da Baronia;236;49;132;27;28;
;1840204: Barrancos;470;91;298;51;30;
;184020401: Barrancos;470;91;298;51;30;
;1840205: Beja;2491;419;1419;328;325;
;184020502: Baleizão;124;22;62;14;26;
;184020503: Beringel;81;17;39;10;15;
;184020504: Cabeça Gorda;197;38;117;24;18;
;184020506: Nossa Senhora das Neves;298;47;180;30;41;
;184020510: Santa Clara de Louredo;66;6;38;11;11;
;184020516: São Matias;156;14;104;28;10;
;184020519: União das freguesias de Albernoa e Trindade;238;28;138;47;25;
;184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);238;33;143;26;36;
;184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);196;29;110;30;27;
;184020522: União das freguesias de Salvada e Quintos;377;81;201;48;47;
;184020523: União das freguesias de Santa Vitória e Mombeja;312;60;178;36;38;
;184020524: União das freguesias de Trigaches e São Brissos;208;44;109;24;31;
;1840206: Castro Verde;724;99;441;83;101;
;184020603: Entradas;110;13;67;16;14;
;184020604: Santa Bárbara de Padrões;87;13;54;5;15;
;184020605: São Marcos da Ataboeira;74;7;46;13;8;
;184020606: União das freguesias de Castro Verde e Casével;453;66;274;49;64;
;1840207: Cuba;1004;161;604;120;119;
;184020701: Cuba;494;66;290;75;63;
;184020702: Faro do Alentejo;97;16;60;4;17;
;184020703: Vila Alva;227;36;140;27;24;
;184020704: Vila Ruiva;186;43;114;14;15;
;1840208: Ferreira do Alentejo;1410;290;794;177;149;
;184020803: Figueira dos Cavaleiros;251;47;143;38;23;
;184020804: Odivelas;75;10;51;7;7;
;184020807: União das freguesias de Alfundão e Peroguarda;213;21;117;35;40;
;184020808: União das freguesias de Ferreira do Alentejo e Canhestros;871;212;483;97;79;
;1840209: Mértola;1718;393;1048;179;98;
;184020901: Alcaria Ruiva;330;62;188;43;37;
;184020902: Corte do Pinto;161;44;94;15;8;
;184020903: Espírito Santo;143;39;82;15;7;
;184020904: Mértola;305;40;217;36;12;
;184020905: Santana de Cambas;235;49;148;24;14;
;184020906: São João dos Caldeireiros;110;34;65;7;4;
;184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;434;125;254;39;16;
;1840210: Moura;3869;795;2362;392;320;
;184021001: Amareleja;824;148;545;81;50;
;184021002: Póvoa de São Miguel;842;135;523;112;72;
;184021008: Sobral da Adiça;586;113;379;38;56;
;184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;1055;222;601;128;104;
;184021010: União das freguesias de Safara e Santo Aleixo da Restauração;562;177;314;33;38;
;1840212: Ourique;1242;385;665;119;73;
;184021203: Ourique;456;110;263;51;32;
;184021206: Santana da Serra;429;200;199;15;15;
;184021207: União das freguesias de Garvão e Santa Luzia;176;42;96;25;13;
;184021208: União das freguesias de Panoias e Conceição;181;33;107;28;13;
;1840213: Serpa;4988;945;3058;544;441;
;184021302: Brinches;565;89;364;66;46;
;184021303: Pias;885;158;584;91;52;
;184021308: União das freguesias de Serpa (Salvador e Santa Maria);1242;203;705;179;155;
;184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;1677;351;1051;152;123;
;184021307: Vila Verde de Ficalho;619;144;354;56;65;
;1840214: Vidigueira;1411;260;798;196;157;
;184021401: Pedrógão;243;42;143;40;18;
;184021402: Selmes;421;75;226;64;56;
;184021403: Vidigueira;461;75;263;63;60;
;184021404: Vila de Frades;286;68;166;29;23;
;185: Lezíria do Tejo;22891;4036;15117;2140;1598;
;1851403: Almeirim;2626;470;1826;187;143;
;185140301: Almeirim;764;113;537;57;57;
;185140302: Benfica do Ribatejo;478;89;326;39;24;
;185140303: Fazendas de Almeirim;1329;260;929;83;57;
;185140304: Raposa;55;8;34;8;5;
;1851404: Alpiarça;1140;134;809;110;87;
;185140401: Alpiarça;1140;134;809;110;87;
;1851103: Azambuja;2195;342;1465;228;160;
;185110301: Alcoentre;392;63;277;38;14;
;185110302: Aveiras de Baixo;140;23;90;16;11;
;185110303: Aveiras de Cima;461;109;302;25;25;
;185110304: Azambuja;439;72;259;69;39;
;185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;626;58;451;68;49;
;185110306: Vale do Paraíso;123;16;74;11;22;
;185110307: Vila Nova da Rainha;14;1;12;1;- -;
;1851405: Benavente;874;146;548;107;73;
;185140504: Barrosa;41;4;30;1;6;
;185140501: Benavente;413;51;273;63;26;
;185140502: Samora Correia;264;44;159;34;27;
;185140503: Santo Estêvão;156;47;86;9;14;
;1851406: Cartaxo;1341;215;833;153;140;
;185140604: Pontével;354;89;212;18;35;
;185140610: União das freguesias de Ereira e Lapa;299;40;198;38;23;
;185140609: União das freguesias do Cartaxo e Vale da Pinta;192;22;122;22;26;
;185140605: Valada;142;20;80;23;19;
;185140608: Vale da Pedra;94;20;46;19;9;
;185140607: Vila Chã de Ourique;260;24;175;33;28;
;1851407: Chamusca;967;122;684;87;74;
;185140707: Carregueira;269;50;194;17;8;
;185140704: Ulme;65;9;44;5;7;
;185140708: União das freguesias da Chamusca e Pinheiro Grande;297;24;223;29;21;
;185140709: União das freguesias de Parreira e Chouto;219;33;141;20;25;
;185140705: Vale de Cavalos;117;6;82;16;13;
;1851409: Coruche;2155;549;1235;195;176;
;185140907: Biscainho;102;18;60;14;10;
;185140905: Branca;348;91;204;33;20;
;185140902: Couço;242;47;125;30;40;
;185140908: Santana do Mato;142;37;82;7;16;
;185140903: São José da Lamarosa;480;170;269;20;21;
;185140909: União das freguesias de Coruche, Fajarda e Erra;841;186;495;91;69;
;1851412: Golegã;428;38;272;63;55;
;185141201: Azinhaga;138;22;81;20;15;
;185141202: Golegã;239;8;158;38;35;
;185141203: Pombalinho;51;8;33;5;5;
;1851414: Rio Maior;2783;532;1876;247;128;
;185141401: Alcobertas;597;158;380;41;18;
;185141402: Arrouquelas;146;20;98;22;6;
;185141410: Asseiceira;97;16;60;13;8;
;185141405: Fráguas;257;54;185;14;4;
;185141408: Rio Maior;742;130;500;77;35;
;185141411: São Sebastião;94;18;71;3;2;
;185141415: União das freguesias de Azambujeira e Malaqueijo;256;35;187;14;20;
;185141416: União das freguesias de Marmeleira e Assentiz;126;19;86;11;10;
;185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;233;41;151;30;11;
;185141418: União das freguesias de São João da Ribeira e Ribeira de São João;235;41;158;22;14;
;1851415: Salvaterra de Magos;1256;346;759;94;57;
;185141502: Marinhais;278;82;169;22;5;
;185141503: Muge;63;13;38;6;6;
;185141507: União das freguesias de Glória do Ribatejo e Granho;397;139;223;27;8;
;185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;518;112;329;39;38;
;1851416: Santarém;7126;1142;4810;669;505;
;185141601: Abitureiras;442;51;293;58;40;
;185141602: Abrã;244;32;181;15;16;
;185141604: Alcanede;1121;293;713;57;58;
;185141605: Alcanhões;152;15;104;15;18;
;185141606: Almoster;481;12;404;40;25;
;185141607: Amiais de Baixo;119;19;88;3;9;
;185141608: Arneiro das Milhariças;188;19;133;31;5;
;185141628: Gançaria;129;29;87;10;3;
;185141613: Moçarria;252;33;173;28;18;
;185141614: Pernes;241;50;153;24;14;
;185141616: Póvoa da Isenta;169;10;117;25;17;
;185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;682;106;471;60;45;
;185141630: União das freguesias de Azoia de Cima e Tremês;582;129;373;38;42;
;185141631: União das freguesias de Casével e Vaqueiros;612;132;342;89;49;
;185141632: União das freguesias de Romeira e Várzea;430;70;261;57;42;
;185141633: União de freguesias da cidade de Santarém;441;33;301;56;51;
;185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;635;106;422;54;53;
;185141625: Vale de Santarém;206;3;194;9;- -;
;186: Alto Alentejo;19117;4244;11363;1770;1740;
;1861201: Alter do Chão;575;99;338;67;71;
;186120101: Alter do Chão;335;57;198;40;40;
;186120102: Chancelaria;100;15;55;15;15;
;186120104: Cunheira;43;15;25;3;- -;
;186120103: Seda;97;12;60;9;16;
;1861202: Arronches;887;189;495;105;98;
;186120201: Assunção;349;67;172;47;63;
;186120202: Esperança;380;79;242;39;20;
;186120203: Mosteiros;158;43;81;19;15;
;1861203: Avis;814;109;476;109;120;
;186120302: Aldeia Velha;116;14;75;15;12;
;186120303: Avis;185;35;87;25;38;
;186120305: Ervedal;123;16;73;16;18;
