
Statistical table extracted on October 11, 2022 (22:36:52)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;;Sex;;;;;
;;MF;;;;;
;;Age group;;;;;
;;Total;;;;;
;;Relationship;;;;;
;;Total;;;;;
;;Level of education;;;;;
;;Total;None;Basic;Secondary / post-secondary;Superior;
;;No. ;No. ;No. ;No. ;No. ;
;185140709: União das freguesias de Parreira e Chouto;262;19;152;49;42;
;185140705: Vale de Cavalos;107;15;56;15;21;
;1851409: Coruche;1768;230;1038;215;285;
;185140907: Biscainho;71;9;39;10;13;
;185140905: Branca;333;43;205;48;37;
;185140902: Couço;247;26;109;29;83;
;185140908: Santana do Mato;168;18;104;19;27;
;185140903: São José da Lamarosa;372;65;239;35;33;
;185140909: União das freguesias de Coruche, Fajarda e Erra;577;69;342;74;92;
;1851412: Golegã;347;34;192;64;57;
;185141201: Azinhaga;137;13;81;24;19;
;185141202: Golegã;182;18;93;35;36;
;185141203: Pombalinho;28;3;18;5;2;
;1851414: Rio Maior;1975;215;1306;279;175;
;185141401: Alcobertas;289;23;221;27;18;
;185141402: Arrouquelas;112;11;67;23;11;
;185141410: Asseiceira;82;12;51;12;7;
;185141405: Fráguas;183;27;127;19;10;
;185141408: Rio Maior;443;57;274;64;48;
;185141411: São Sebastião;152;26;94;26;6;
;185141415: União das freguesias de Azambujeira e Malaqueijo;173;12;127;18;16;
;185141416: União das freguesias de Marmeleira e Assentiz;166;17;95;39;15;
;185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;195;18;135;25;17;
;185141418: União das freguesias de São João da Ribeira e Ribeira de São João;180;12;115;26;27;
;1851415: Salvaterra de Magos;900;124;591;114;71;
;185141502: Marinhais;211;26;134;34;17;
;185141503: Muge;52;2;36;9;5;
;185141507: União das freguesias de Glória do Ribatejo e Granho;274;46;177;27;24;
;185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;363;50;244;44;25;
;1851416: Santarém;5733;573;3604;930;626;
;185141601: Abitureiras;282;16;183;45;38;
;185141602: Abrã;195;23;131;26;15;
;185141604: Alcanede;898;101;633;104;60;
;185141605: Alcanhões;113;8;67;28;10;
;185141606: Almoster;430;41;265;72;52;
;185141607: Amiais de Baixo;35;2;21;8;4;
;185141608: Arneiro das Milhariças;174;16;109;35;14;
;185141628: Gançaria;89;17;57;12;3;
;185141613: Moçarria;298;31;189;51;27;
;185141614: Pernes;112;11;72;16;13;
;185141616: Póvoa da Isenta;158;6;91;35;26;
;185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;543;44;362;92;45;
;185141630: União das freguesias de Azoia de Cima e Tremês;500;55;326;63;56;
;185141631: União das freguesias de Casével e Vaqueiros;388;50;237;58;43;
;185141632: União das freguesias de Romeira e Várzea;423;45;239;73;66;
;185141633: União de freguesias da cidade de Santarém;355;22;178;85;70;
;185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;551;58;334;92;67;
;185141625: Vale de Santarém;189;27;110;35;17;
;186: Alto Alentejo;15777;1614;8954;2630;2579;
;1861201: Alter do Chão;481;42;251;79;109;
;186120101: Alter do Chão;209;15;121;31;42;
;186120102: Chancelaria;139;12;65;28;34;
;186120104: Cunheira;30;- -;21;5;4;
;186120103: Seda;103;15;44;15;29;
;1861202: Arronches;614;54;343;113;104;
;186120201: Assunção;294;24;145;66;59;
;186120202: Esperança;234;17;147;36;34;
;186120203: Mosteiros;86;13;51;11;11;
;1861203: Avis;733;66;360;121;186;
;186120302: Aldeia Velha;158;11;62;28;57;
;186120303: Avis;145;11;69;21;44;
;186120305: Ervedal;88;5;45;15;23;
;186120306: Figueira e Barros;88;13;43;12;20;
;186120309: União das freguesias de Alcórrego e Maranhão;99;15;51;15;18;
;186120310: União das freguesias de Benavila e Valongo;155;11;90;30;24;
;1861204: Campo Maior;986;87;586;180;133;
;186120401: Nossa Senhora da Expectação;496;41;301;93;61;
;186120402: Nossa Senhora da Graça dos Degolados;44;2;24;9;9;
;186120403: São João Baptista;446;44;261;78;63;
;1861205: Castelo de Vide;473;78;277;62;56;
;186120501: Nossa Senhora da Graça de Póvoa e Meadas;82;14;53;7;8;
;186120502: Santa Maria da Devesa;172;29;98;24;21;
;186120503: Santiago Maior;126;22;67;23;14;
;186120504: São João Baptista;93;13;59;8;13;
;1861206: Crato;712;62;418;119;113;
;186120601: Aldeia da Mata;92;6;54;13;19;
;186120604: Gáfete;169;21;109;25;14;
;186120605: Monte da Pedra;137;14;65;26;32;
;186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;314;21;190;55;48;
;1861207: Elvas;1351;108;690;281;272;
;186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;238;21;103;50;64;
;186120713: Caia, São Pedro e Alcáçova;264;24;143;46;51;
;186120706: Santa Eulália;86;6;37;27;16;
;186120707: São Brás e São Lourenço;271;20;150;49;52;
;186120708: São Vicente e Ventosa;67;2;33;18;14;
;186120714: União das freguesias de Barbacena e Vila Fernando;95;8;60;17;10;
;186120715: União das freguesias de Terrugem e Vila Boim;330;27;164;74;65;
;1861208: Fronteira;533;43;284;107;99;
;186120801: Cabeço de Vide;153;11;86;35;21;
;186120802: Fronteira;313;29;155;63;66;
;186120803: São Saturnino;67;3;43;9;12;
;1861209: Gavião;844;49;611;104;80;
;186120902: Belver;397;27;312;35;23;
;186120903: Comenda;139;8;89;21;21;
;186120905: Margem;140;12;92;17;19;
;186120906: União das freguesias de Gavião e Atalaia;168;2;118;31;17;
;1861210: Marvão;995;175;547;140;133;
;186121001: Beirã;159;43;87;18;11;
;186121002: Santa Maria de Marvão;217;53;113;23;28;
;186121003: Santo António das Areias;202;24;120;33;25;
;186121004: São Salvador da Aramenha;417;55;227;66;69;
;1861211: Monforte;408;38;208;74;88;
;186121101: Assumar;27;1;18;6;2;
;186121102: Monforte;209;26;106;37;40;
;186121103: Santo Aleixo;84;9;42;14;19;
;186121104: Vaiamonte;88;2;42;17;27;
;1861212: Nisa;2085;155;1240;359;331;
;186121201: Alpalhão;182;19;103;26;34;
;186121205: Montalvão;267;14;146;52;55;
;186121207: Santana;162;13;105;17;27;
;186121208: São Matias;133;4;84;22;23;
;186121210: Tolosa;291;33;198;34;26;
;186121211: União das freguesias de Arez e Amieira do Tejo;387;28;200;91;68;
;186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;663;44;404;117;98;
;1861213: Ponte de Sor;2358;252;1377;376;353;
;186121304: Foros de Arrão;103;15;56;12;20;
;186121301: Galveias;300;32;178;36;54;
;186121305: Longomel;185;17;110;34;24;
;186121302: Montargil;521;38;284;92;107;
;186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;1249;150;749;202;148;
;1861214: Portalegre;2361;309;1343;366;343;
;186121401: Alagoa;94;11;61;12;10;
;186121402: Alegrete;522;87;311;70;54;
;186121404: Fortios;198;37;75;44;42;
;186121411: União das freguesias da Sé e São Lourenço;383;40;222;54;67;
;186121412: União das freguesias de Reguengo e São Julião;469;53;275;79;62;
;186121413: União das freguesias de Ribeira de Nisa e Carreiras;399;60;216;61;62;
;186121410: Urra;296;21;183;46;46;
;1861215: Sousel;843;96;419;149;179;
;186121501: Cano;168;20;95;29;24;
;186121502: Casa Branca;219;32;98;32;57;
;186121503: Santo Amaro;93;12;46;22;13;
;186121504: Sousel;363;32;180;66;85;
;187: Alentejo Central;16270;1663;8710;2914;2983;
;1870701: Alandroal;1738;240;988;255;255;
;187070104: Capelins (Santo António);265;27;157;41;40;
;187070103: Santiago Maior;785;109;460;103;113;
;187070105: Terena (São Pedro);262;40;139;46;37;
;187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);426;64;232;65;65;
;1870702: Arraiolos;703;66;349;142;146;
;187070201: Arraiolos;185;15;89;32;49;
;187070202: Igrejinha;63;1;33;18;11;
;187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;98;12;54;18;14;
;187070209: União das freguesias de São Gregório e Santa Justa;99;4;31;32;32;
;187070206: Vimieiro;258;34;142;42;40;
;1870703: Borba;1019;123;553;187;156;
;187070301: Borba (Matriz);553;61;300;108;84;
;187070304: Borba (São Bartolomeu);3;- -;2;- -;1;
;187070302: Orada;144;25;86;24;9;
;187070303: Rio de Moinhos;319;37;165;55;62;
;1870704: Estremoz;1930;267;922;398;343;
;187070401: Arcos;275;27;145;60;43;
;187070404: Évora Monte (Santa Maria);142;32;59;21;30;
;187070402: Glória;208;42;89;42;35;
;187070411: São Domingos de Ana Loura;58;8;32;9;9;
;187070414: União das freguesias de Estremoz (Santa Maria e Santo André);556;70;268;122;96;
;187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;310;49;141;67;53;
;187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;93;5;40;24;24;
;187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);188;24;95;32;37;
;187070413: Veiros;100;10;53;21;16;
;1870705: Évora;2115;173;1017;431;494;
;187070515: Canaviais;169;18;72;38;41;
;187070502: Nossa Senhora da Graça do Divor;72;2;26;25;19;
;187070503: Nossa Senhora de Machede;356;32;196;57;71;
;187070506: São Bento do Mato;113;13;51;14;35;
;187070509: São Miguel de Machede;119;15;57;28;19;
;187070513: Torre de Coelheiros;81;3;33;21;24;
;187070522: União das freguesias de Bacelo e Senhora da Saúde;315;21;144;57;93;
;187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);12;- -;8;- -;4;
;187070524: União das freguesias de Malagueira e Horta das Figueiras;173;8;87;37;41;
;187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;154;22;63;30;39;
;187070526: União das freguesias de São Manços e São Vicente do Pigeiro;477;35;240;110;92;
;187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;74;4;40;14;16;
;1870706: Montemor-o-Novo;1743;155;864;302;422;
;187070601: Cabrela;82;14;40;10;18;
;187070607: Ciborro;41;5;20;4;12;
;187070610: Foros de Vale de Figueira;118;6;71;21;20;
;187070605: Santiago do Escoural;141;9;54;40;38;
;187070606: São Cristóvão;152;14;66;26;46;
;187070611: União das freguesias de Cortiçadas de Lavre e Lavre;280;25;125;54;76;
;187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;929;82;488;147;212;
;1870707: Mora;504;38;262;105;99;
;187070701: Brotas;23;- -;12;4;7;
;187070702: Cabeção;116;10;49;35;22;
;187070703: Mora;84;8;28;21;27;
;187070704: Pavia;281;20;173;45;43;
;1870708: Mourão;798;52;442;148;156;
;187070801: Granja;159;11;88;28;32;
;187070802: Luz;154;6;75;39;34;
;187070803: Mourão;485;35;279;81;90;
;1870709: Portel;1333;129;805;224;175;
;187070903: Monte do Trigo;173;23;105;23;22;
;187070905: Portel;501;30;294;103;74;
;187070906: Santana;177;9;120;26;22;
;187070909: União das freguesias de Amieira e Alqueva;198;29;117;28;24;
;187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;155;21;95;22;17;
;187070908: Vera Cruz;129;17;74;22;16;
;1870710: Redondo;1249;135;695;208;211;
;187071001: Montoito;260;24;136;41;59;
;187071002: Redondo;989;111;559;167;152;
;1870711: Reguengos de Monsaraz;1688;118;993;272;305;
;187071102: Corval;461;37;260;73;91;
;187071103: Monsaraz;317;6;212;53;46;
;187071104: Reguengos de Monsaraz;651;33;378;118;122;
;187071106: União das freguesias de Campo e Campinho;259;42;143;28;46;
;1870712: Vendas Novas;294;27;202;32;33;
;187071202: Landeira;26;2;19;- -;5;
;187071201: Vendas Novas;268;25;183;32;28;
;1870713: Viana do Alentejo;656;76;355;130;95;
;187071303: Aguiar;30;3;18;4;5;
;187071301: Alcáçovas;324;30;170;76;48;
;187071302: Viana do Alentejo;302;43;167;50;42;
;1870714: Vila Viçosa;500;64;263;80;93;
;187071401: Bencatel;43;2;25;6;10;
;187071402: Ciladas;107;14;40;20;33;
;187071406: Nossa Senhora da Conceição e São Bartolomeu;262;38;146;41;37;
;187071404: Pardais;88;10;52;13;13;
;15: Algarve;27522;3357;16943;4028;3194;
;150: Algarve;27522;3357;16943;4028;3194;
;1500801: Albufeira;1715;155;1040;273;247;
;150080106: Albufeira e Olhos de Água;337;26;200;61;50;
;150080104: Ferreiras;215;18;134;37;26;
;150080102: Guia;485;41;307;71;66;
;150080103: Paderne;678;70;399;104;105;
;1500802: Alcoutim;1998;315;1217;276;190;
;150080202: Giões;179;16;121;22;20;
;150080203: Martim Longo;646;112;388;101;45;
;150080206: União das freguesias de Alcoutim e Pereiro;699;109;384;111;95;
;150080205: Vaqueiros;474;78;324;42;30;
;1500803: Aljezur;705;111;418;99;77;
;150080301: Aljezur;287;36;162;47;42;
;150080302: Bordeira;76;10;46;10;10;
;150080303: Odeceixe;106;19;62;16;9;
;150080304: Rogil;236;46;148;26;16;
;1500804: Castro Marim;1299;174;863;146;116;
;150080404: Altura;51;8;31;5;7;
;150080401: Azinhal;327;39;219;47;22;
;150080402: Castro Marim;339;53;208;42;36;
;150080403: Odeleite;582;74;405;52;51;
;1500805: Faro;2479;230;1584;337;328;
;150080506: Montenegro;28;2;12;7;7;
;150080503: Santa Bárbara de Nexe;695;56;459;78;102;
;150080507: União das freguesias de Conceição e Estoi;1415;130;926;196;163;
;150080508: União das freguesias de Faro (Sé e São Pedro);341;42;187;56;56;
;1500806: Lagoa;462;30;269;89;74;
;150080602: Ferragudo;15;- -;14;1;- -;
;150080604: Porches;87;8;49;19;11;
;150080607: União das freguesias de Estômbar e Parchal;81;5;49;13;14;
;150080608: União das freguesias de Lagoa e Carvoeiro;279;17;157;56;49;
;1500807: Lagos;887;82;517;156;132;
;150080703: Luz;88;3;49;23;13;
;150080704: Odiáxere;298;35;173;46;44;
;150080707: União das freguesias de Bensafrim e Barão de São João;410;40;242;66;62;
;150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);91;4;53;21;13;
;1500808: Loulé;5925;645;3728;849;703;
;150080801: Almancil;347;25;217;54;51;
;150080802: Alte;793;76;527;109;81;
;150080803: Ameixial;323;62;199;30;32;
;150080804: Boliqueime;821;51;518;143;109;
;150080808: Loulé (São Clemente);393;61;218;63;51;
;150080809: Loulé (São Sebastião);1128;127;675;177;149;
;150080805: Quarteira;263;20;147;51;45;
;150080807: Salir;969;182;591;98;98;
;150080812: União de freguesias de Querença, Tôr e Benafim;888;41;636;124;87;
;1500809: Monchique;706;109;443;87;67;
;150080901: Alferce;104;11;68;13;12;
;150080902: Marmelete;115;41;70;3;1;
;150080903: Monchique;487;57;305;71;54;
;1500810: Olhão;1312;184;774;223;131;
;150081003: Olhão;38;4;22;11;1;
;150081004: Pechão;257;22;158;51;26;
;150081005: Quelfes;302;21;202;60;19;
;150081006: União das freguesias de Moncarapacho e Fuseta;715;137;392;101;85;
;1500811: Portimão;641;65;421;95;60;
;150081101: Alvor;129;16;72;23;18;
;150081102: Mexilhoeira Grande;377;41;261;47;28;
;150081103: Portimão;135;8;88;25;14;
;1500812: São Brás de Alportel;1184;165;707;146;166;
;150081201: São Brás de Alportel;1184;165;707;146;166;
;1500813: Silves;4136;486;2454;737;459;
;150081303: Armação de Pêra;37;1;18;8;10;
;150081305: São Bartolomeu de Messines;1648;205;1038;247;158;
;150081306: São Marcos da Serra;440;56;276;76;32;
;150081307: Silves;1028;125;549;212;142;
;150081309: União das freguesias de Alcantarilha e Pêra;364;33;213;74;44;
;150081310: União das freguesias de Algoz e Tunes;619;66;360;120;73;
;1500814: Tavira;3314;466;2107;392;349;
;150081401: Cachopo;558;124;337;41;56;
;150081404: Santa Catarina da Fonte do Bispo;923;65;672;110;76;
;150081408: Santa Luzia;48;5;30;7;6;
;150081410: União das freguesias de Conceição e Cabanas de Tavira;307;53;180;41;33;
;150081411: União das freguesias de Luz de Tavira e Santo Estêvão;695;79;419;112;85;
;150081412: União das freguesias de Tavira (Santa Maria e Santiago);783;140;469;81;93;
;1500815: Vila do Bispo;334;55;173;67;39;
;150081501: Barão de São Miguel;29;6;13;5;5;
;150081502: Budens;68;8;32;17;11;
;150081504: Sagres;37;7;20;9;1;
;150081506: Vila do Bispo e Raposeira;200;34;108;36;22;
;1500816: Vila Real de Santo António;425;85;228;56;56;
;150081603: Monte Gordo;6;1;3;- -;2;
;150081601: Vila Nova de Cacela;394;83;206;53;52;
;150081602: Vila Real de Santo António;25;1;19;3;2;
;2: Região Autónoma dos Açores;29143;2819;19643;4333;2348;
;20: Região Autónoma dos Açores;29143;2819;19643;4333;2348;
;200: Região Autónoma dos Açores;29143;2819;19643;4333;2348;
;2004301: Angra do Heroísmo;3573;341;2222;612;398;
;200430101: Altares;173;9;132;21;11;
;200430102: Angra (Nossa Senhora da Conceição);28;2;17;4;5;
;200430103: Angra (Santa Luzia);29;4;18;2;5;
;200430104: Angra (São Pedro);90;8;26;23;33;
;200430105: Angra (Sé);9;- -;3;4;2;
;200430106: Cinco Ribeiras;192;17;129;28;18;
;200430107: Doze Ribeiras;120;10;74;19;17;
;200430108: Feteira;120;10;77;22;11;
;200430109: Porto Judeu;410;33;264;70;43;
;200430110: Posto Santo;144;12;86;33;13;
;200430111: Raminho;104;11;67;17;9;
;200430112: Ribeirinha;359;28;229;66;36;
;200430113: Santa Bárbara;297;24;216;34;23;
;200430114: São Bartolomeu de Regatos;260;25;164;34;37;
;200430115: São Bento;197;26;104;41;26;
;200430116: São Mateus da Calheta;155;11;88;29;27;
;200430117: Serreta;89;17;50;16;6;
;200430118: Terra Chã;170;14;95;34;27;
;200430119: Vila de São Sebastião;627;80;383;115;49;
;2004501: Calheta;1153;158;800;144;51;
;200450101: Calheta;116;11;79;20;6;
;200450102: Norte Pequeno;92;5;65;15;7;
;200450103: Ribeira Seca;428;61;293;60;14;
;200450104: Santo Antão;338;47;245;25;21;
;200450105: Topo (Nossa Senhora do Rosário);179;34;118;24;3;
;2004901: Corvo;111;13;79;18;1;
;200490101: Corvo;111;13;79;18;1;
;2004701: Horta;1778;113;1321;245;99;
;200470101: Capelo;50;3;38;5;4;
;200470102: Castelo Branco;285;23;195;47;20;
;200470103: Cedros;181;- -;151;27;3;
;200470104: Feteira;337;29;248;43;17;
;200470105: Flamengos;183;4;145;26;8;
;200470106: Horta (Angústias);34;- -;31;2;1;
;200470107: Horta (Conceição);50;- -;39;5;6;
;200470108: Horta (Matriz);17;1;9;3;4;
;200470109: Pedro Miguel;213;17;161;18;17;
;200470110: Praia do Almoxarife;113;7;86;15;5;
;200470111: Praia do Norte;62;4;44;10;4;
;200470112: Ribeirinha;119;17;71;25;6;
;200470113: Salão;134;8;103;19;4;
;2004201: Lagoa;1006;128;644;138;96;
;200420101: Água de Pau;261;29;187;26;19;
;200420102: Cabouco;162;19;105;12;26;
;200420103: Lagoa (Nossa Senhora do Rosário);267;22;164;51;30;
;200420104: Lagoa (Santa Cruz);285;48;173;45;19;
;200420105: Ribeira Chã;31;10;15;4;2;
;2004801: Lajes das Flores;422;32;308;58;24;
;200480101: Fajã Grande;61;9;42;7;3;
;200480102: Fajãzinha;34;2;27;5;- -;
;200480103: Fazenda;70;6;43;17;4;
;200480104: Lajedo;65;2;56;5;2;
;200480105: Lajes das Flores;121;11;84;15;11;
;200480106: Lomba;59;2;44;9;4;
;200480107: Mosteiro;12;- -;12;- -;- -;
;2004601: Lajes do Pico;1377;114;961;221;81;
;200460101: Calheta de Nesquim;137;5;103;21;8;
;200460102: Lajes do Pico;422;54;266;78;24;
;200460103: Piedade;238;22;172;32;12;
;200460104: Ribeiras;288;11;219;43;15;
;200460105: Ribeirinha;155;12;113;18;12;
;200460106: São João;137;10;88;29;10;
;2004602: Madalena;1995;198;1264;317;216;
;200460201: Bandeiras;214;16;140;38;20;
;200460202: Candelária;473;44;297;81;51;
;200460203: Criação Velha;311;41;196;40;34;
;200460204: Madalena;437;56;246;76;59;
;200460205: São Caetano;183;14;131;26;12;
;200460206: São Mateus;377;27;254;56;40;
;2004202: Nordeste;1034;80;724;151;79;
;200420201: Achada;139;8;95;20;16;
;200420202: Achadinha;162;9;117;28;8;
;200420208: Algarvia;82;3;60;13;6;
;200420203: Lomba da Fazenda;157;17;106;23;11;
;200420204: Nordeste;200;26;137;26;11;
;200420206: Salga;82;5;64;5;8;
;200420207: Santana;68;8;48;5;7;
;200420209: Santo António de Nordestinho;70;1;45;16;8;
;200420210: São Pedro de Nordestinho;74;3;52;15;4;
;2004203: Ponta Delgada;5216;570;3414;788;444;
;200420323: Ajuda da Bretanha;124;6;100;17;1;
;200420301: Arrifes;814;107;558;110;39;
;200420303: Candelária;131;13;77;25;16;
;200420304: Capelas;469;46;298;72;53;
;200420305: Covoada;186;24;126;28;8;
;200420306: Fajã de Baixo;203;9;100;34;60;
;200420307: Fajã de Cima;166;19;102;27;18;
;200420308: Fenais da Luz;273;38;172;43;20;
;200420309: Feteiras;331;45;223;52;11;
;200420310: Ginetes;339;56;238;32;13;
;200420311: Mosteiros;188;17;131;29;11;
;200420324: Pilar da Bretanha;98;9;70;13;6;
;200420313: Ponta Delgada (São José);4;- -;1;- -;3;
;200420314: Ponta Delgada (São Pedro);25;3;14;1;7;
;200420312: Ponta Delgada (São Sebastião);26;5;7;6;8;
;200420315: Relva;262;28;171;44;19;
;200420316: Remédios;136;14;85;24;13;
;200420317: Rosto do Cão (Livramento);216;12;128;41;35;
;200420318: Rosto do Cão (São Roque);219;13;134;34;38;
;200420319: Santa Bárbara;214;18;156;33;7;
;200420325: Santa Clara;34;3;13;5;13;
;200420320: Santo António;257;31;181;27;18;
;200420321: São Vicente Ferreira;239;22;140;53;24;
;200420322: Sete Cidades;262;32;189;38;3;
;2004204: Povoação;594;48;452;56;38;
;200420401: Água Retorta;77;2;62;9;4;
;200420402: Faial da Terra;61;5;55;- -;1;
;200420403: Furnas;173;23;112;22;16;
;200420404: Nossa Senhora dos Remédios;96;7;71;10;8;
;200420405: Povoação;176;10;142;15;9;
;200420406: Ribeira Quente;11;1;10;- -;- -;
;2004205: Ribeira Grande;2990;245;2053;463;229;
;200420501: Calhetas;102;9;71;12;10;
;200420502: Fenais da Ajuda;244;10;190;36;8;
;200420503: Lomba da Maia;381;31;271;66;13;
;200420504: Lomba de São Pedro;95;9;72;13;1;
;200420505: Maia;242;18;172;38;14;
;200420506: Pico da Pedra;211;21;127;37;26;
;200420507: Porto Formoso;150;14;112;18;6;
;200420508: Rabo de Peixe;529;44;334;83;68;
;200420509: Ribeira Grande (Conceição);134;5;92;26;11;
;200420510: Ribeira Grande (Matriz);91;9;57;16;9;
;200420511: Ribeira Seca;202;19;136;24;23;
;200420512: Ribeirinha;225;27;139;41;18;
;200420513: Santa Bárbara;241;17;172;34;18;
;200420514: São Brás;143;12;108;19;4;
;2004401: Santa Cruz da Graciosa;977;118;685;121;53;
;200440101: Guadalupe;432;46;320;50;16;
;200440102: Luz;164;23;119;19;3;
;200440104: Santa Cruz da Graciosa;223;26;137;37;23;
;200440103: São Mateus;158;23;109;15;11;
;2004802: Santa Cruz das Flores;512;54;359;74;25;
;200480201: Caveira;33;3;26;4;- -;
;200480202: Cedros;54;7;36;8;3;
;200480203: Ponta Delgada;131;14;99;15;3;
;200480204: Santa Cruz das Flores;294;30;198;47;19;
;2004603: São Roque do Pico;503;14;347;94;48;
;200460301: Prainha;115;1;88;21;5;
;200460302: Santa Luzia;154;5;93;32;24;
;200460303: Santo Amaro;32;- -;26;5;1;
;200460304: Santo António;69;5;47;11;6;
;200460305: São Roque do Pico;133;3;93;25;12;
;2004502: Velas;974;118;667;114;75;
;200450201: Manadas (Santa Bárbara);97;13;66;8;10;
;200450202: Norte Grande (Neves);151;20;106;14;11;
;200450203: Rosais;212;26;155;22;9;
;200450204: Santo Amaro;195;21;137;21;16;
;200450205: Urzelina (São Mateus);143;11;91;20;21;
;200450206: Velas (São Jorge);176;27;112;29;8;
;2004302: Vila da Praia da Vitória;2685;268;1796;403;218;
;200430201: Agualva;276;25;198;40;13;
;200430202: Biscoitos;384;35;242;59;48;
;200430203: Cabo da Praia;116;6;75;28;7;
;200430204: Fonte do Bastardo;173;16;103;37;17;
;200430205: Fontinhas;279;24;187;38;30;
;200430206: Lajes;364;33;266;50;15;
;200430211: Porto Martins;83;7;51;10;15;
;200430207: Praia da Vitória (Santa Cruz);411;43;260;72;36;
;200430208: Quatro Ribeiras;100;16;68;12;4;
;200430209: São Brás;221;23;150;32;16;
;200430210: Vila Nova;278;40;196;25;17;
;2004101: Vila do Porto;807;59;559;137;52;
;200410101: Almagreira;121;5;88;18;10;
;200410102: Santa Bárbara;88;4;69;8;7;
;200410103: Santo Espírito;251;20;170;50;11;
;200410104: São Pedro;192;22;138;24;8;
;200410105: Vila do Porto;155;8;94;37;16;
;2004206: Vila Franca do Campo;1436;148;988;179;121;
;200420601: Água de Alto;189;18;130;26;15;
;200420602: Ponta Garça;571;74;416;64;17;
;200420603: Ribeira das Tainhas;245;18;172;26;29;
;200420606: Ribeira Seca;211;17;131;34;29;
;200420604: Vila Franca do Campo (São Miguel);146;13;94;15;24;
;200420605: Vila Franca do Campo (São Pedro);74;8;45;14;7;
;3: Região Autónoma da Madeira;36931;5184;22273;5816;3658;
;30: Região Autónoma da Madeira;36931;5184;22273;5816;3658;
;300: Região Autónoma da Madeira;36931;5184;22273;5816;3658;
;3003101: Calheta;3403;486;2177;483;257;
;300310101: Arco da Calheta;1072;163;664;149;96;
;300310102: Calheta;889;125;559;145;60;
;300310103: Estreito da Calheta;425;77;277;56;15;
;300310104: Fajã da Ovelha;299;41;199;35;24;
;300310105: Jardim do Mar;67;5;49;9;4;
;300310106: Paul do Mar;170;14;106;28;22;
;300310107: Ponta do Pargo;324;53;217;30;24;
;300310108: Prazeres;157;8;106;31;12;
;3003102: Câmara de Lobos;6106;1000;3794;840;472;
;300310201: Câmara de Lobos;2433;281;1522;366;264;
;300310202: Curral das Freiras;356;98;205;50;3;
;300310203: Estreito de Câmara de Lobos;2250;401;1401;296;152;
;300310205: Jardim da Serra;608;144;379;57;28;
;300310204: Quinta Grande;459;76;287;71;25;
;3003103: Funchal;3645;364;2084;667;530;
;300310303: Funchal (Santa Luzia);89;9;36;17;27;
;300310304: Funchal (Santa Maria Maior);135;7;69;25;34;
;300310308: Funchal (São Pedro);63;8;34;13;8;
;300310310: Funchal (Sé);5;- -;3;2;- -;
;300310301: Imaculado Coração de Maria;87;4;50;10;23;
;300310302: Monte;144;12;63;41;28;
;300310305: Santo António;1183;144;693;226;120;
;300310306: São Gonçalo;158;10;83;30;35;
;300310307: São Martinho;1458;146;854;243;215;
;300310309: São Roque;323;24;199;60;40;
;3003104: Machico;4720;512;2938;653;617;
;300310401: Água de Pena;202;19;142;25;16;
;300310402: Caniçal;193;23;118;35;17;
;300310403: Machico;1146;115;763;164;104;
;300310404: Porto da Cruz;2470;278;1470;283;439;
;300310405: Santo António da Serra;709;77;445;146;41;
;3003105: Ponta do Sol;3738;496;2268;609;365;
;300310501: Canhas;1383;243;847;200;93;
;300310502: Madalena do Mar;312;15;182;59;56;
;300310503: Ponta do Sol;2043;238;1239;350;216;
;3003106: Porto Moniz;952;109;602;138;103;
;300310601: Achadas da Cruz;80;12;55;7;6;
;300310602: Porto Moniz;521;61;354;75;31;
;300310603: Ribeira da Janela;63;8;41;6;8;
;300310604: Seixal;288;28;152;50;58;
;3003201: Porto Santo;320;27;208;55;30;
;300320101: Porto Santo;320;27;208;55;30;
;3003107: Ribeira Brava;3603;648;2152;538;265;
;300310701: Campanário;1371;252;816;203;100;
;300310702: Ribeira Brava;1362;284;802;177;99;
