Statistical table extracted on October 18, 2022 (10:37:37);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;458,7;;;
1861207: Elvas;461,7;;;
186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;545,6;;;
186120713: Caia, São Pedro e Alcáçova;566;;;
186120706: Santa Eulália;280,4;;;
186120707: São Brás e São Lourenço;604,6;;;
186120708: São Vicente e Ventosa;409,6;;;
186120714: União das freguesias de Barbacena e Vila Fernando;419,5;;;
186120715: União das freguesias de Terrugem e Vila Boim;531;;;
1861208: Fronteira;533,2;;;
186120801: Cabeço de Vide;544,5;;;
186120802: Fronteira;557,5;;;
186120803: São Saturnino;395,2;;;
1861209: Gavião;593,9;;;
186120902: Belver;839,8;;;
186120903: Comenda;683,7;;;
186120905: Margem;1063,1;;;
186120906: União das freguesias de Gavião e Atalaia;459,7;;;
1861210: Marvão;533,5;;;
186121001: Beirã;320,1;;;
186121002: Santa Maria de Marvão;611,7;;;
186121003: Santo António das Areias;355;;;
186121004: São Salvador da Aramenha;1017,2;;;
1861211: Monforte;353,1;;;
186121101: Assumar;379,8;;;
186121102: Monforte;358,7;;;
186121103: Santo Aleixo;280,9;;;
186121104: Vaiamonte;373,5;;;
1861212: Nisa;455,2;;;
186121201: Alpalhão;527;;;
186121205: Montalvão;327;;;
186121207: Santana;591,7;;;
186121208: São Matias;520,8;;;
186121210: Tolosa;606,4;;;
186121211: União das freguesias de Arez e Amieira do Tejo;463,9;;;
186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;392,3;;;
1861213: Ponte de Sor;461,2;;;
186121304: Foros de Arrão;417,2;;;
186121301: Galveias;308,2;;;
186121305: Longomel;1018,9;;;
186121302: Montargil;429,8;;;
186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;534,7;;;
1861214: Portalegre;638,4;;;
186121401: Alagoa;561,1;;;
186121402: Alegrete;776,2;;;
186121404: Fortios;452,5;;;
186121411: União das freguesias da Sé e São Lourenço;1046;;;
186121412: União das freguesias de Reguengo e São Julião;1283;;;
186121413: União das freguesias de Ribeira de Nisa e Carreiras;1211,3;;;
186121410: Urra;407,9;;;
1861215: Sousel;654,7;;;
186121501: Cano;902,5;;;
186121502: Casa Branca;597,4;;;
186121503: Santo Amaro;735;;;
186121504: Sousel;549,4;;;
187: Alentejo Central;551,7;;;
1870701: Alandroal;505,2;;;
187070104: Capelins (Santo António);370,9;;;
187070103: Santiago Maior;618,9;;;
187070105: Terena (São Pedro);542,8;;;
187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);461,8;;;
1870702: Arraiolos;528,7;;;
187070201: Arraiolos;514,5;;;
187070202: Igrejinha;446,3;;;
187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;661,7;;;
187070209: União das freguesias de São Gregório e Santa Justa;323,3;;;
187070206: Vimieiro;623,4;;;
1870703: Borba;1343,6;;;
187070301: Borba (Matriz);1855,8;;;
187070304: Borba (São Bartolomeu);- -;;;
187070302: Orada;886,8;;;
187070303: Rio de Moinhos;1520,1;;;
1870704: Estremoz;614,7;;;
187070401: Arcos;1491,5;;;
187070404: Évora Monte (Santa Maria);606,7;;;
187070402: Glória;458,9;;;
187070411: São Domingos de Ana Loura;1813,3;;;
187070414: União das freguesias de Estremoz (Santa Maria e Santo André);755,9;;;
187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;404,9;;;
187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;510,6;;;
187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);566,6;;;
187070413: Veiros;508,3;;;
1870705: Évora;440,2;;;
187070515: Canaviais;1177;;;
187070502: Nossa Senhora da Graça do Divor;342,5;;;
187070503: Nossa Senhora de Machede;447,4;;;
187070506: São Bento do Mato;355,3;;;
187070509: São Miguel de Machede;407;;;
187070513: Torre de Coelheiros;399,8;;;
187070522: União das freguesias de Bacelo e Senhora da Saúde;786,4;;;
187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);370;;;
187070524: União das freguesias de Malagueira e Horta das Figueiras;650,6;;;
187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;393,6;;;
187070526: União das freguesias de São Manços e São Vicente do Pigeiro;493,8;;;
187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;447,6;;;
1870706: Montemor-o-Novo;744,7;;;
187070601: Cabrela;536,8;;;
187070607: Ciborro;586,5;;;
187070610: Foros de Vale de Figueira;371,3;;;
187070605: Santiago do Escoural;573,5;;;
187070606: São Cristóvão;480,7;;;
187070611: União das freguesias de Cortiçadas de Lavre e Lavre;440;;;
187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;1157,3;;;
1870707: Mora;412,2;;;
187070701: Brotas;288,4;;;
187070702: Cabeção;360,2;;;
187070703: Mora;540,6;;;
187070704: Pavia;414,3;;;
1870708: Mourão;341,7;;;
187070801: Granja;367,6;;;
187070802: Luz;308,5;;;
187070803: Mourão;327,2;;;
1870709: Portel;370,7;;;
187070903: Monte do Trigo;321;;;
187070905: Portel;383,7;;;
187070906: Santana;351,2;;;
187070909: União das freguesias de Amieira e Alqueva;396,2;;;
187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;455,4;;;
187070908: Vera Cruz;335,1;;;
1870710: Redondo;801,9;;;
187071001: Montoito;767,4;;;
187071002: Redondo;809,9;;;
1870711: Reguengos de Monsaraz;604,5;;;
187071102: Corval;582,5;;;
187071103: Monsaraz;391,1;;;
187071104: Reguengos de Monsaraz;1009,1;;;
187071106: União das freguesias de Campo e Campinho;454,6;;;
1870712: Vendas Novas;534,4;;;
187071202: Landeira;326,8;;;
187071201: Vendas Novas;719,3;;;
1870713: Viana do Alentejo;537,4;;;
187071303: Aguiar;501,5;;;
187071301: Alcáçovas;555,8;;;
187071302: Viana do Alentejo;512,4;;;
1870714: Vila Viçosa;523,8;;;
187071401: Bencatel;384,7;;;
187071402: Ciladas;589,2;;;
187071406: Nossa Senhora da Conceição e São Bartolomeu;607,3;;;
187071404: Pardais;389;;;
15: Algarve;1682,5;;;
150: Algarve;1682,5;;;
1500801: Albufeira;2962,3;;;
150080106: Albufeira e Olhos de Água;1603,8;;;
150080104: Ferreiras;1193;;;
150080102: Guia;1399,3;;;
150080103: Paderne;4889;;;
1500802: Alcoutim;387,6;;;
150080202: Giões;218,1;;;
150080203: Martim Longo;386;;;
150080206: União das freguesias de Alcoutim e Pereiro;363,9;;;
150080205: Vaqueiros;615,7;;;
1500803: Aljezur;1024,8;;;
150080301: Aljezur;795,4;;;
150080302: Bordeira;1564,4;;;
150080303: Odeceixe;970,3;;;
150080304: Rogil;1135,1;;;
1500804: Castro Marim;901,6;;;
150080404: Altura;2790,1;;;
150080401: Azinhal;621,9;;;
150080402: Castro Marim;1282,4;;;
150080403: Odeleite;495,8;;;
1500805: Faro;5300;;;
150080506: Montenegro;5985,4;;;
150080503: Santa Bárbara de Nexe;2222,8;;;
150080507: União das freguesias de Conceição e Estoi;3796,3;;;
150080508: União das freguesias de Faro (Sé e São Pedro);12405,5;;;
1500806: Lagoa;1955,5;;;
150080602: Ferragudo;3514,5;;;
150080604: Porches;1944,4;;;
150080607: União das freguesias de Estômbar e Parchal;1882,4;;;
150080608: União das freguesias de Lagoa e Carvoeiro;1866,5;;;
1500807: Lagos;1305,1;;;
150080703: Luz;1801,6;;;
150080704: Odiáxere;1178,8;;;
150080707: União das freguesias de Bensafrim e Barão de São João;1041,9;;;
150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);1843,8;;;
1500808: Loulé;1064;;;
150080801: Almancil;3172,6;;;
150080802: Alte;1296;;;
150080803: Ameixial;578,1;;;
150080804: Boliqueime;1133,7;;;
150080808: Loulé (São Clemente);1147,7;;;
150080809: Loulé (São Sebastião);1004,5;;;
150080805: Quarteira;1747,4;;;
150080807: Salir;771,7;;;
150080812: União de freguesias de Querença, Tôr e Benafim;704,3;;;
1500809: Monchique;3337,4;;;
150080901: Alferce;3178,8;;;
150080902: Marmelete;7927,9;;;
150080903: Monchique;1848,8;;;
1500810: Olhão;3266,6;;;
150081003: Olhão;- -;;;
150081004: Pechão;7526;;;
150081005: Quelfes;2574,1;;;
150081006: União das freguesias de Moncarapacho e Fuseta;2354,7;;;
1500811: Portimão;1774,3;;;
150081101: Alvor;4055;;;
150081102: Mexilhoeira Grande;2288,8;;;
150081103: Portimão;827,2;;;
1500812: São Brás de Alportel;937;;;
150081201: São Brás de Alportel;937;;;
1500813: Silves;2124,2;;;
150081303: Armação de Pêra;1178,7;;;
150081305: São Bartolomeu de Messines;1710,7;;;
150081306: São Marcos da Serra;1007,4;;;
150081307: Silves;3075,7;;;
150081309: União das freguesias de Alcantarilha e Pêra;2361;;;
150081310: União das freguesias de Algoz e Tunes;2694,5;;;
1500814: Tavira;1356;;;
150081401: Cachopo;566,9;;;
150081404: Santa Catarina da Fonte do Bispo;793,7;;;
150081408: Santa Luzia;1768;;;
150081410: União das freguesias de Conceição e Cabanas de Tavira;1422,6;;;
150081411: União das freguesias de Luz de Tavira e Santo Estêvão;2533,2;;;
150081412: União das freguesias de Tavira (Santa Maria e Santiago);1314,2;;;
1500815: Vila do Bispo;460,5;;;
150081501: Barão de São Miguel;482;;;
150081502: Budens;675,7;;;
150081504: Sagres;235,4;;;
150081506: Vila do Bispo e Raposeira;533,4;;;
1500816: Vila Real de Santo António;1529,2;;;
150081603: Monte Gordo;7160,3;;;
150081601: Vila Nova de Cacela;1364;;;
150081602: Vila Real de Santo António;5616,6;;;
2: Região Autónoma dos Açores;2692,1;;;
20: Região Autónoma dos Açores;2692,1;;;
200: Região Autónoma dos Açores;2692,1;;;
2004301: Angra do Heroísmo;3019,5;;;
200430101: Altares;2743,1;;;
200430102: Angra (Nossa Senhora da Conceição);2987,8;;;
200430103: Angra (Santa Luzia);2025,9;;;
200430104: Angra (São Pedro);4835;;;
200430105: Angra (Sé);15315,5;;;
200430106: Cinco Ribeiras;3204,7;;;
200430107: Doze Ribeiras;2788,5;;;
200430108: Feteira;3337,5;;;
200430109: Porto Judeu;3030,1;;;
200430110: Posto Santo;1665,4;;;
200430111: Raminho;3143,8;;;
200430112: Ribeirinha;4267,5;;;
200430113: Santa Bárbara;3046,2;;;
200430114: São Bartolomeu de Regatos;2989,5;;;
200430115: São Bento;2538,3;;;
200430116: São Mateus da Calheta;3150,9;;;
200430117: Serreta;2830,5;;;
200430118: Terra Chã;3723;;;
200430119: Vila de São Sebastião;3489,1;;;
2004501: Calheta;2224,4;;;
200450101: Calheta;2395,6;;;
200450102: Norte Pequeno;1770,3;;;
200450103: Ribeira Seca;2159,9;;;
200450104: Santo Antão;2392,6;;;
200450105: Topo (Nossa Senhora do Rosário);2425,4;;;
2004901: Corvo;1164,6;;;
200490101: Corvo;1164,6;;;
2004701: Horta;2101,7;;;
200470101: Capelo;1871,7;;;
200470102: Castelo Branco;1908,4;;;
200470103: Cedros;2111,5;;;
200470104: Feteira;2236,6;;;
200470105: Flamengos;2236,9;;;
200470106: Horta (Angústias);2137,7;;;
200470107: Horta (Conceição);1877,3;;;
200470108: Horta (Matriz);4251,3;;;
200470109: Pedro Miguel;2255,6;;;
200470110: Praia do Almoxarife;1827,4;;;
200470111: Praia do Norte;2135,6;;;
200470112: Ribeirinha;1923,2;;;
200470113: Salão;2226;;;
2004201: Lagoa;4241,8;;;
200420101: Água de Pau;3451,9;;;
200420102: Cabouco;9154,6;;;
200420103: Lagoa (Nossa Senhora do Rosário);4637,6;;;
200420104: Lagoa (Santa Cruz);3522,1;;;
200420105: Ribeira Chã;3538,5;;;
2004801: Lajes das Flores;1472;;;
200480101: Fajã Grande;1320,6;;;
200480102: Fajãzinha;1717,9;;;
200480103: Fazenda;1624,9;;;
200480104: Lajedo;1395,5;;;
200480105: Lajes das Flores;1531,3;;;
200480106: Lomba;1486,4;;;
200480107: Mosteiro;1261,2;;;
2004601: Lajes do Pico;1670,4;;;
200460101: Calheta de Nesquim;1873,3;;;
200460102: Lajes do Pico;1653,9;;;
200460103: Piedade;1638,3;;;
200460104: Ribeiras;1564,4;;;
200460105: Ribeirinha;2088,5;;;
200460106: São João;1573,9;;;
2004602: Madalena;1668,3;;;
200460201: Bandeiras;1733,2;;;
200460202: Candelária;1762,4;;;
200460203: Criação Velha;1638,2;;;
200460204: Madalena;1666,4;;;
200460205: São Caetano;1558,3;;;
200460206: São Mateus;1692,2;;;
2004202: Nordeste;3323,8;;;
200420201: Achada;3120,9;;;
200420202: Achadinha;3225,4;;;
200420208: Algarvia;- -;;;
200420203: Lomba da Fazenda;3032;;;
200420204: Nordeste;4512,8;;;
200420206: Salga;2940,8;;;
200420207: Santana;2865,6;;;
200420209: Santo António de Nordestinho;- -;;;
200420210: São Pedro de Nordestinho;- -;;;
2004203: Ponta Delgada;4025,1;;;
200420323: Ajuda da Bretanha;- -;;;
200420301: Arrifes;3883,1;;;
200420303: Candelária;3315,3;;;
200420304: Capelas;4681,9;;;
200420305: Covoada;3669,6;;;
200420306: Fajã de Baixo;5737,3;;;
200420307: Fajã de Cima;4128,4;;;
200420308: Fenais da Luz;3292,9;;;
200420309: Feteiras;3323,5;;;
200420310: Ginetes;4001;;;
200420311: Mosteiros;3166,9;;;
200420324: Pilar da Bretanha;- -;;;
200420313: Ponta Delgada (São José);6562,8;;;
200420314: Ponta Delgada (São Pedro);8082,1;;;
200420312: Ponta Delgada (São Sebastião);3872,9;;;
200420315: Relva;3961,2;;;
200420316: Remédios;3218,9;;;
200420317: Rosto do Cão (Livramento);3683,8;;;
200420318: Rosto do Cão (São Roque);7322,8;;;
200420319: Santa Bárbara;3241,8;;;
200420325: Santa Clara;- -;;;
200420320: Santo António;3400,8;;;
200420321: São Vicente Ferreira;6221,2;;;
200420322: Sete Cidades;3643,7;;;
2004204: Povoação;3031,7;;;
200420401: Água Retorta;3080,2;;;
200420402: Faial da Terra;3060,6;;;
200420403: Furnas;2890,8;;;
200420404: Nossa Senhora dos Remédios;3233,9;;;
200420405: Povoação;3055,3;;;
200420406: Ribeira Quente;3606,3;;;
2004205: Ribeira Grande;3968,8;;;
200420501: Calhetas;4936,6;;;
200420502: Fenais da Ajuda;3434;;;
200420503: Lomba da Maia;3029,9;;;
200420504: Lomba de São Pedro;4030,6;;;
200420505: Maia;3255,1;;;
200420506: Pico da Pedra;3950,3;;;
200420507: Porto Formoso;3275,5;;;
200420508: Rabo de Peixe;5045,7;;;
200420509: Ribeira Grande (Conceição);4051,9;;;
200420510: Ribeira Grande (Matriz);3857,5;;;
200420511: Ribeira Seca;3381,7;;;
200420512: Ribeirinha;3477,4;;;
200420513: Santa Bárbara;7823,7;;;
200420514: São Brás;3276,2;;;
2004401: Santa Cruz da Graciosa;2268,3;;;
200440101: Guadalupe;2295,3;;;
200440102: Luz;1910,3;;;
200440104: Santa Cruz da Graciosa;2440,1;;;
200440103: São Mateus;2311,7;;;
2004802: Santa Cruz das Flores;695,7;;;
200480201: Caveira;1863,5;;;
200480202: Cedros;1739,5;;;
200480203: Ponta Delgada;1306,5;;;
200480204: Santa Cruz das Flores;540,9;;;
2004603: São Roque do Pico;1353,6;;;
200460301: Prainha;1480,3;;;
200460302: Santa Luzia;1595,7;;;
200460303: Santo Amaro;1517,9;;;
200460304: Santo António;1351,7;;;
200460305: São Roque do Pico;1174;;;
2004502: Velas;2210,6;;;
200450201: Manadas (Santa Bárbara);2156,1;;;
200450202: Norte Grande (Neves);1994;;;
200450203: Rosais;2278,3;;;
200450204: Santo Amaro;2295,7;;;
200450205: Urzelina (São Mateus);2131,8;;;
200450206: Velas (São Jorge);2630,3;;;
2004302: Vila da Praia da Vitória;3216,8;;;
200430201: Agualva;3010,6;;;
200430202: Biscoitos;2589,4;;;
200430203: Cabo da Praia;3257,7;;;
200430204: Fonte do Bastardo;3984,2;;;
200430205: Fontinhas;3163;;;
200430206: Lajes;4575,1;;;
200430211: Porto Martins;- -;;;
200430207: Praia da Vitória (Santa Cruz);3207,9;;;
200430208: Quatro Ribeiras;2903,8;;;
200430209: São Brás;3129,4;;;
200430210: Vila Nova;2938,8;;;
2004101: Vila do Porto;1325,2;;;
200410101: Almagreira;1330,9;;;
200410102: Santa Bárbara;1363,5;;;
200410103: Santo Espírito;1334,2;;;
200410104: São Pedro;1399,5;;;
200410105: Vila do Porto;1256,5;;;
2004206: Vila Franca do Campo;3302,6;;;
200420601: Água de Alto;3256;;;
200420602: Ponta Garça;3302,7;;;
200420603: Ribeira das Tainhas;3231,4;;;
200420606: Ribeira Seca;- -;;;
200420604: Vila Franca do Campo (São Miguel);3317,3;;;
200420605: Vila Franca do Campo (São Pedro);3512,9;;;
3: Região Autónoma da Madeira;12369,3;;;
30: Região Autónoma da Madeira;12369,3;;;
300: Região Autónoma da Madeira;12369,3;;;
3003101: Calheta;10959;;;
300310101: Arco da Calheta;12928,2;;;
300310102: Calheta;12191,2;;;
300310103: Estreito da Calheta;7956;;;
300310104: Fajã da Ovelha;12216,2;;;
300310105: Jardim do Mar;8698,5;;;
300310106: Paul do Mar;6223;;;
300310107: Ponta do Pargo;10511,2;;;
300310108: Prazeres;13541,1;;;
3003102: Câmara de Lobos;15448,7;;;
300310201: Câmara de Lobos;14317,6;;;
300310202: Curral das Freiras;13367,3;;;
300310203: Estreito de Câmara de Lobos;14161,4;;;
300310205: Jardim da Serra;12475,8;;;
300310204: Quinta Grande;29314,9;;;
3003103: Funchal;14204,7;;;
300310303: Funchal (Santa Luzia);9446,7;;;
300310304: Funchal (Santa Maria Maior);12528,4;;;
300310308: Funchal (São Pedro);6280;;;
300310310: Funchal (Sé);7254,2;;;
300310301: Imaculado Coração de Maria;7788,9;;;
300310302: Monte;13837,4;;;
300310305: Santo António;13313,4;;;
300310306: São Gonçalo;40722,9;;;
300310307: São Martinho;7694,2;;;
300310309: São Roque;16915,3;;;
3003104: Machico;10845,7;;;
300310401: Água de Pena;12975,3;;;
300310402: Caniçal;27939,7;;;
300310403: Machico;12959,4;;;
300310404: Porto da Cruz;7220,8;;;
300310405: Santo António da Serra;19417,2;;;
3003105: Ponta do Sol;12830,2;;;
300310501: Canhas;15346,6;;;
300310502: Madalena do Mar;6041,6;;;
300310503: Ponta do Sol;11060,7;;;
3003106: Porto Moniz;9328,4;;;
300310601: Achadas da Cruz;13062;;;
300310602: Porto Moniz;9384;;;
300310603: Ribeira da Janela;8493,4;;;
300310604: Seixal;8335;;;
3003201: Porto Santo;2125,7;;;
300320101: Porto Santo;2125,7;;;
3003107: Ribeira Brava;12977,8;;;
300310701: Campanário;10998,5;;;
300310702: Ribeira Brava;13652,9;;;
300310703: Serra de Água;17266,4;;;
300310704: Tabua;12294,6;;;
3003108: Santa Cruz;37617,1;;;
300310802: Camacha;26357,8;;;
300310803: Caniço;35890,8;;;
300310804: Gaula;13943,1;;;
300310805: Santa Cruz;29185;;;
300310806: Santo António da Serra;155796,8;;;
3003109: Santana;9775,9;;;
300310901: Arco de São Jorge;6379,8;;;
300310902: Faial;11780,3;;;
300310906: Ilha;7619,5;;;
300310903: Santana;9486,6;;;
300310904: São Jorge;8848,1;;;
300310905: São Roque do Faial;12436;;;
3003110: São Vicente;8375,4;;;
300311001: Boa Ventura;6451,2;;;
300311002: Ponta Delgada;6991,1;;;
300311003: São Vicente;9626,4;;;
;;;;
Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial - Statistics Portugal, Agriculture census - 2019;;;;
;;;;
Note(s):;;;;
"(1) The estimated results do not include the situations ""Don,t know / refusal"".";;;;
;;;;
;;;;
;;;;
This data last updated:october 02, 2021;;;;
;;;;
;;;;
Table Metadata;;;;
;;;;
Average value of total standard output by hectare of utilised agricultural area (?/ ha);;;;
Name;Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial;;;
Regularity;Decennial;;;
Source;Statistics Portugal, Agriculture census - 2019;;;
First available period;1999;;;
Last available period;2019;;;
Dimensions;;;;
     Dimension 1;Data reference period;;;
     Dimension 2;Geographic localization (NUTS -2013);;;
Concepts;;;;
     UTILISED AGRICULTURAL AREA;The area of the holding, which includes: arable land (cleared and under cover of scrub and forests), kitchen garden, land under permanent crops and permanent pasture.;;;
     REFERENCE PERIOD;The length of time for which data are collected, e.g. a specific day, month or year.;;;
     HOLDING´S TOTAL STANDARD OUTPUT;Holding's output value that corresponds to the sum of the different standard output values (SO) for each activity, obtained by multiplying the SO of an agricultural product by the crop hectares or by the livestock units existing on the holding.;;;
     AGRICULTURAL HOLDING;Technical-economic unit that uses common production factors such as labour, machinery, facilities, land, among others, fulfilling the following four conditions: 1) yield agricultural products or maintain, in good agricultural and environmental conditions, the lands that are no longer used for productive purposes; 2) reach or exceed a certain size (in area or number of animals); 3) be subject to a single management; 4) be located in a well-defined and identifiable area.
Definition;;;;
Formule;Total standard output/ Utilised agricultural area;;;
Measure unit (symbol);Euro/ Hectare (?/ ha);;;
Power of 10;0;;;
Last update date;02-Oct-2021;;;
