Statistical table extracted on October 18, 2022 (10:37:37);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
11A010704: Paramos;3253;;;
11A010705: Silvalde;3444,8;;;
11A010706: União das freguesias de Anta e Guetim;3182,4;;;
11A1304: Gondomar;3707;;;
11A130412: Baguim do Monte (Rio Tinto);3994,8;;;
11A130405: Lomba;2084,4;;;
11A130408: Rio Tinto;3859,2;;;
11A130413: União das freguesias de Fânzeres e São Pedro da Cova;4344,8;;;
11A130414: União das freguesias de Foz do Sousa e Covelo;2929,4;;;
11A130415: União das freguesias de Gondomar (São Cosme), Valbom e Jovim;4699,1;;;
11A130416: União das freguesias de Melres e Medas;2034,6;;;
11A1306: Maia;6125,1;;;
11A130601: Águas Santas;4936;;;
11A130618: Castêlo da Maia;6654,2;;;
11A130619: Cidade da Maia;3167,9;;;
11A130603: Folgosa;9116,7;;;
11A130608: Milheirós;2614,7;;;
11A130609: Moreira;6838,2;;;
11A130620: Nogueira e Silva Escura;4801,4;;;
11A130617: Pedrouços;4440,5;;;
11A130613: São Pedro Fins;5951,8;;;
11A130616: Vila Nova da Telha;6329,6;;;
11A1308: Matosinhos;6948,1;;;
11A130811: União das freguesias de Custóias, Leça do Balio e Guifões;6548,3;;;
11A130812: União das freguesias de Matosinhos e Leça da Palmeira;4214,4;;;
11A130813: União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;7496,1;;;
11A130814: União das freguesias de São Mamede de Infesta e Senhora da Hora;6016,1;;;
11A0113: Oliveira de Azeméis;9154,7;;;
11A011301: Carregosa;4988,9;;;
11A011302: Cesar;2858,7;;;
11A011303: Fajões;7451;;;
11A011304: Loureiro;12279,2;;;
11A011305: Macieira de Sarnes;4488,5;;;
11A011310: Ossela;5526,4;;;
11A011315: São Martinho da Gândara;9969,2;;;
11A011318: São Roque;4504,9;;;
11A011320: União das freguesias de Nogueira do Cravo e Pindelo;4620,9;;;
11A011321: União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail;18063,6;;;
11A011322: União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz;4599,4;;;
11A011319: Vila de Cucujães;7220,4;;;
11A1310: Paredes;3699,2;;;
11A131001: Aguiar de Sousa;2396,7;;;
11A131002: Astromil;2879,8;;;
11A131003: Baltar;3540,5;;;
11A131004: Beire;4161;;;
11A131008: Cete;2182,7;;;
11A131009: Cristelo;2858,6;;;
11A131010: Duas Igrejas;2762,8;;;
11A131011: Gandra;3569,5;;;
11A131013: Lordelo;2299,1;;;
11A131014: Louredo;4108,9;;;
11A131017: Parada de Todeia;6395,5;;;
11A131025: Paredes;4252,1;;;
11A131018: Rebordosa;2759,7;;;
11A131019: Recarei;2618,6;;;
11A131020: Sobreira;6420,4;;;
11A131021: Sobrosa;2944,2;;;
11A131022: Vandoma;3507;;;
11A131024: Vilela;2977,6;;;
11A1312: Porto;- -;;;
11A131202: Bonfim;- -;;;
11A131203: Campanhã;- -;;;
11A131210: Paranhos;- -;;;
11A131211: Ramalde;- -;;;
11A131216: União das freguesias de Aldoar, Foz do Douro e Nevogilde;- -;;;
11A131217: União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;- -;;;
11A131218: União das freguesias de Lordelo do Ouro e Massarelos;- -;;;
11A1313: Póvoa de Varzim;9514,4;;;
11A131305: Balazar;9851,6;;;
11A131307: Estela;7957,3;;;
11A131308: Laundos;16585,4;;;
11A131311: Rates;10367,1;;;
11A131315: União das freguesias da Póvoa de Varzim, Beiriz e Argivai;8506,4;;;
11A131314: União das freguesias de Aguçadoura e Navais;7677,9;;;
11A131313: União das freguesias de Aver-o-Mar, Amorim e Terroso;7667,4;;;
11A0109: Santa Maria da Feira;4780,9;;;
11A010901: Argoncilhe;3688,5;;;
11A010902: Arrifana;6449,4;;;
11A010904: Escapães;3712,8;;;
11A010907: Fiães;3311,8;;;
11A010908: Fornos;3603,1;;;
11A010913: Lourosa;2727;;;
11A010914: Milheirós de Poiares;2638,2;;;
11A010916: Mozelos;8175,2;;;
11A010917: Nogueira da Regedoura;3004,8;;;
11A010919: Paços de Brandão;4100;;;
11A010921: Rio Meão;2474,3;;;
11A010922: Romariz;4062,1;;;
11A010924: Sanguedo;3482,8;;;
11A010925: Santa Maria de Lamas;3418,8;;;
11A010926: São João de Ver;3195,8;;;
11A010918: São Paio de Oleiros;2305;;;
11A010932: União das freguesias de Caldas de São Jorge e Pigeiros;3687,6;;;
11A010933: União das freguesias de Canedo, Vale e Vila Maior;3835;;;
11A010934: União das freguesias de Lobão, Gião, Louredo e Guisande;3470,2;;;
11A010935: União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo;9099,7;;;
11A010936: União de freguesias de São Miguel de Souto e Mosteirô;5544,8;;;
11A1314: Santo Tirso;3827,5;;;
11A131401: Agrela;6196,6;;;
11A131402: Água Longa;5014,2;;;
11A131405: Aves;3571,3;;;
11A131413: Monte Córdova;3214,8;;;
11A131430: Negrelos (São Tomé);2128,9;;;
11A131416: Rebordões;2545,5;;;
11A131418: Reguenga;5065,8;;;
11A131419: Roriz;4644,3;;;
11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;3441,5;;;
11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);2957,2;;;
11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;3813,8;;;
11A131436: União das freguesias de Lamelas e Guimarei;4099,4;;;
11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;3787,1;;;
11A131432: Vilarinho;5740,6;;;
11A0116: São João da Madeira;- -;;;
11A011601: São João da Madeira;- -;;;
11A1318: Trofa;7562,4;;;
11A131806: Covelas;8507,6;;;
11A131808: Muro;4707,4;;;
11A131809: União das freguesias de Alvarelhos e Guidões;6045,4;;;
11A131810: União das freguesias de Bougado (São Martinho e Santiago);6607,8;;;
11A131811: União das freguesias de Coronado (São Romão e São Mamede);11403;;;
11A0119: Vale de Cambra;3742;;;
11A011901: Arões;3119,6;;;
11A011903: Cepelos;3448,9;;;
11A011905: Junqueira;4105;;;
11A011906: Macieira de Cambra;4177,8;;;
11A011907: Roge;3923;;;
11A011902: São Pedro de Castelões;3816,8;;;
11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;5407,7;;;
11A1315: Valongo;6409,5;;;
11A131501: Alfena;10373,1;;;
11A131503: Ermesinde;6496,7;;;
11A131506: União das freguesias de Campo e Sobrado;4556,5;;;
11A131505: Valongo;3578,1;;;
11A1316: Vila do Conde;8451,7;;;
11A131602: Árvore;9541,9;;;
11A131603: Aveleda;6021,8;;;
11A131604: Azurara;9760,5;;;
11A131607: Fajozes;8767,4;;;
11A131610: Gião;7154,4;;;
11A131611: Guilhabreu;7871,5;;;
11A131612: Junqueira;9144,2;;;
11A131613: Labruge;9444,7;;;
11A131614: Macieira da Maia;6141,6;;;
11A131616: Mindelo;8762,5;;;
11A131617: Modivas;7239,2;;;
11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;9367;;;
11A131632: União das freguesias de Fornelo e Vairão;8019,7;;;
11A131633: União das freguesias de Malta e Canidelo;5412,7;;;
11A131634: União das freguesias de Retorta e Tougues;8431,2;;;
11A131635: União das freguesias de Rio Mau e Arcos;9541,6;;;
11A131636: União das freguesias de Touguinha e Touguinhó;8482,7;;;
11A131637: União das freguesias de Vilar e Mosteiró;8772,4;;;
11A131627: Vila Chã;8400,6;;;
11A131628: Vila do Conde;7646,5;;;
11A131630: Vilar de Pinheiro;5714,9;;;
11A1317: Vila Nova de Gaia;4346,7;;;
11A131701: Arcozelo;7981,5;;;
11A131702: Avintes;2153;;;
11A131703: Canelas;4800,6;;;
11A131704: Canidelo;2821,2;;;
11A131709: Madalena;5177,5;;;
11A131712: Oliveira do Douro;3549,1;;;
11A131717: São Félix da Marinha;3780,1;;;
11A131725: União das freguesias de Grijó e Sermonde;4554,4;;;
11A131726: União das freguesias de Gulpilhares e Valadares;6002,7;;;
11A131727: União das freguesias de Mafamude e Vilar do Paraíso;3959,8;;;
11A131728: União das freguesias de Pedroso e Seixezelo;3693,8;;;
11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;3614,1;;;
11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;- -;;;
11A131731: União das freguesias de Serzedo e Perosinho;6013,7;;;
11A131723: Vilar de Andorinho;4216,8;;;
11B: Alto Tâmega;900;;;
11B1702: Boticas;703,5;;;
11B170217: Alturas do Barroso e Cerdedo;624,9;;;
11B170218: Ardãos e Bobadela;616,3;;;
11B170203: Beça;726,4;;;
11B170219: Boticas e Granja;834,2;;;
11B170220: Codessoso, Curros e Fiães do Tâmega;626,5;;;
11B170208: Covas do Barroso;768,3;;;
11B170210: Dornelas;763,4;;;
11B170213: Pinho;1110,9;;;
11B170215: Sapiãos;720,3;;;
11B170221: Vilar e Viveiro;715,4;;;
11B1703: Chaves;1100,4;;;
11B170301: Águas Frias;802,8;;;
11B170302: Anelhe;874;;;
11B170305: Bustelo;858,3;;;
11B170309: Cimo de Vila da Castanheira;1107,8;;;
11B170310: Curalha;1200,4;;;
11B170312: Ervededo;892,8;;;
11B170313: Faiões;1200,9;;;
11B170314: Lama de Arcos;1451,7;;;
11B170316: Mairos;2053,5;;;
11B170317: Moreiras;897,3;;;
11B170318: Nogueira da Montanha;1019,4;;;
11B170320: Oura;2101,7;;;
11B170321: Outeiro Seco;874;;;
11B170322: Paradela;1157,4;;;
11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);947,8;;;
11B170324: Redondelo;1363,1;;;
11B170327: Sanfins;831,2;;;
11B170329: Santa Leocádia;1318,2;;;
11B170350: Santa Maria Maior;1083,2;;;
11B170330: Santo António de Monforte;899,7;;;
11B170331: Santo Estêvão;1007,3;;;
11B170333: São Pedro de Agostém;1362,5;;;
11B170334: São Vicente;915,1;;;
11B170340: Tronco;1151,1;;;
11B170354: União das freguesias da Madalena e Samaiões;1048,6;;;
11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;895,3;;;
11B170356: União das freguesias de Calvão e Soutelinho da Raia;1154,6;;;
11B170357: União das freguesias de Loivos e Póvoa de Agrações;1225,5;;;
11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;947,7;;;
11B170359: União das freguesias de Soutelo e Seara Velha;900,8;;;
11B170360: União das freguesias de Travancas e Roriz;984,9;;;
11B170341: Vale de Anta;1941,3;;;
11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);1240,4;;;
11B170343: Vila Verde da Raia;1199,2;;;
11B170344: Vilar de Nantes;1190,1;;;
11B170345: Vilarelho da Raia;1310,6;;;
11B170347: Vilas Boas;918,3;;;
11B170349: Vilela do Tâmega;1428,2;;;
11B170348: Vilela Seca;705,5;;;
11B1706: Montalegre;558,1;;;
11B170601: Cabril;506,9;;;
11B170603: Cervos;686,8;;;
11B170604: Chã;736;;;
11B170607: Covelo do Gerês;912,8;;;
11B170609: Ferral;886,8;;;
11B170612: Gralhas;530,4;;;
11B170616: Morgade;663;;;
11B170618: Negrões;729,1;;;
11B170619: Outeiro;391,8;;;
11B170623: Pitões das Junias;402,2;;;
11B170625: Reigoso;402,5;;;
11B170626: Salto;417,8;;;
11B170627: Santo André;554,9;;;
11B170629: Sarraquinhos;562,6;;;
11B170631: Solveira;731,6;;;
11B170632: Tourém;477,9;;;
11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;434,5;;;
11B170637: União das freguesias de Meixedo e Padornelos;549,4;;;
11B170638: União das freguesias de Montalegre e Padroso;583,5;;;
11B170639: União das freguesias de Paradela, Contim e Fiães;467,4;;;
11B170640: União das freguesias de Sezelhe e Covelães;455,6;;;
11B170641: União das freguesias de Venda Nova e Pondras;442,6;;;
11B170642: União das freguesias de Viade de Baixo e Fervidelas;603,5;;;
11B170643: União das freguesias de Vilar de Perdizes e Meixide;737,1;;;
11B170635: Vila da Ponte;639,3;;;
11B1709: Ribeira de Pena;1537,4;;;
11B170901: Alvadia;1351,3;;;
11B170902: Canedo;1217,2;;;
11B170906: Santa Marinha;1360,5;;;
11B170908: União das freguesias de Cerva e Limões;1508,8;;;
11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;1808,3;;;
11B1712: Valpaços;942,6;;;
11B171201: Água Revés e Crasto;805,6;;;
11B171203: Algeriz;863,4;;;
11B171205: Bouçoães;779,4;;;
11B171206: Canaveses;821;;;
11B171232: Carrazedo de Montenegro e Curros;1002;;;
11B171209: Ervões;873,6;;;
11B171211: Fornos do Pinhal;739,5;;;
11B171212: Friões;887,4;;;
11B171233: Lebução, Fiães e Nozelos;977,5;;;
11B171215: Padrela e Tazem;922,6;;;
11B171216: Possacos;756,7;;;
11B171217: Rio Torto;1991,3;;;
11B171219: Santa Maria de Emeres;888,9;;;
11B171220: Santa Valha;868,3;;;
11B171221: Santiago da Ribeira de Alhariz;869,9;;;
11B171222: São João da Corveira;846,3;;;
11B171223: São Pedro de Veiga de Lila;751,1;;;
11B171224: Serapicos;916,9;;;
11B171234: Sonim e Barreiros;869,1;;;
11B171235: Tinhela e Alvarelhos;915,2;;;
11B171227: Vales;790,8;;;
11B171236: Valpaços e Sanfins;892;;;
11B171229: Vassal;917;;;
11B171230: Veiga de Lila;728,7;;;
11B171231: Vilarandelo;946,1;;;
11B1713: Vila Pouca de Aguiar;1392,6;;;
11B171302: Alfarela de Jales;1084;;;
11B171319: Alvão;1368,1;;;
11B171303: Bornes de Aguiar;1419,9;;;
11B171304: Bragado;1037,6;;;
11B171305: Capeludos;1048,4;;;
11B171317: Sabroso de Aguiar;2593,7;;;
11B171310: Soutelo de Aguiar;2055,6;;;
11B171311: Telões;1108,3;;;
11B171312: Tresminas;873,9;;;
11B171320: União das freguesias de Pensalvos e Parada de Monteiros;969,6;;;
11B171313: Valoura;952,8;;;
11B171314: Vila Pouca de Aguiar;2095,9;;;
11B171315: Vreia de Bornes;1143,7;;;
11B171316: Vreia de Jales;1566,7;;;
11C: Tâmega e Sousa;2630,1;;;
11C1301: Amarante;2935,9;;;
11C130103: Ansiães;2447,6;;;
11C130107: Candemil;1958,6;;;
11C130112: Fregim;2561,1;;;
11C130115: Fridão;2587,8;;;
11C130117: Gondar;2596,1;;;
11C130134: Gouveia (São Simão);1385,3;;;
11C130118: Jazente;2471,4;;;
11C130119: Lomba;2690,4;;;
11C130120: Louredo;2665,1;;;
11C130121: Lufrei;2112,5;;;
11C130123: Mancelos;2921,3;;;
11C130126: Padronelo;2752;;;
11C130128: Rebordelo;2234,5;;;
11C130129: Salvador do Monte;2890;;;
11C130135: Telões;2827,1;;;
11C130136: Travanca;2737,6;;;
11C130141: União das freguesias de Aboadela, Sanche e Várzea;10224,6;;;
11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;5887,4;;;
11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;1257,8;;;
11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);2645,7;;;
11C130145: União das freguesias de Freixo de Cima e de Baixo;2927,9;;;
11C130146: União das freguesias de Olo e Canadelo;509,3;;;
11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;3380,8;;;
11C130138: Vila Caiz;2857,9;;;
11C130139: Vila Chã do Marão;2323,4;;;
11C130147: Vila Meã;2866,7;;;
11C1302: Baião;2193,8;;;
11C130204: Frende;2159,5;;;
11C130205: Gestaçô;2433,9;;;
11C130206: Gove;2034,1;;;
11C130207: Grilo;1945,4;;;
11C130208: Loivos do Monte;1778,6;;;
11C130215: Santa Marinha do Zêzere;2470,6;;;
11C130221: União das freguesias de Ancede e Ribadouro;2254,1;;;
11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;2181,8;;;
11C130223: União das freguesias de Campelo e Ovil;1715,2;;;
11C130224: União das freguesias de Loivos da Ribeira e Tresouras;2572;;;
11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;2362,7;;;
11C130226: União das freguesias de Teixeira e Teixeiró;2315,9;;;
11C130219: Valadares;2300,4;;;
11C130220: Viariz;1785,1;;;
11C0106: Castelo de Paiva;2488,9;;;
11C010602: Fornos;2507,9;;;
11C010606: Real;2709,5;;;
11C010607: Santa Maria de Sardoura;1966;;;
11C010608: São Martinho de Sardoura;2184,2;;;
11C010610: União das freguesias de Raiva, Pedorido e Paraíso;2606,3;;;
11C010611: União das freguesias de Sobrado e Bairros;2670,5;;;
11C0305: Celorico de Basto;2999,6;;;
11C030501: Agilde;4512,9;;;
11C030502: Arnóia;3352,8;;;
11C030520: Basto (São Clemente);6504,4;;;
11C030503: Borba de Montanha;2177,3;;;
11C030508: Codeçoso;4282,9;;;
11C030510: Fervença;2207,1;;;
11C030515: Moreira do Castelo;1878,5;;;
11C030517: Rego;1804;;;
11C030518: Ribas;2401,3;;;
11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;2883,9;;;
11C030524: União das freguesias de Caçarilhe e Infesta;1854,6;;;
11C030525: União das freguesias de Canedo de Basto e Corgo;2955,4;;;
11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);2243,3;;;
11C030527: União das freguesias de Veade, Gagos e Molares;4427,2;;;
11C030521: Vale de Bouro;2254,5;;;
11C1804: Cinfães;1232,1;;;
11C180403: Cinfães;1231,3;;;
11C180404: Espadanedo;2421;;;
11C180405: Ferreiros de Tendais;1063,8;;;
11C180406: Fornelos;1156,9;;;
11C180408: Moimenta;1297,1;;;
11C180409: Nespereira;1321,2;;;
11C180410: Oliveira do Douro;2453,8;;;
11C180412: Santiago de Piães;1335,3;;;
11C180413: São Cristóvão de Nogueira;1671,1;;;
11C180414: Souselo;2468,7;;;
11C180415: Tarouquela;2161,3;;;
11C180416: Tendais;635,7;;;
11C180417: Travanca;2271,8;;;
11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;572,2;;;
11C1303: Felgueiras;3588,4;;;
11C130301: Aião;3048,8;;;
11C130302: Airães;2851,5;;;
11C130305: Friande;3296,7;;;
11C130306: Idães;7628,6;;;
11C130307: Jugueiros;2827,1;;;
11C130313: Penacova;3925,1;;;
11C130314: Pinheiro;4134,7;;;
11C130315: Pombeiro de Ribavizela;3003,5;;;
11C130317: Refontoura;3367,4;;;
11C130318: Regilde;2691,3;;;
11C130319: Revinhade;2500,9;;;
11C130324: Sendim;2688,8;;;
11C130334: União das freguesias de Macieira da Lixa e Caramos;6039,6;;;
11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;3260,9;;;
11C130336: União das freguesias de Pedreira, Rande e Sernande;3264,6;;;
11C130337: União das freguesias de Torrados e Sousa;2485,6;;;
11C130338: União das freguesias de Unhão e Lordelo;3875,1;;;
11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;2892,2;;;
11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);2518,5;;;
11C130341: União das freguesias de Vila Verde e Santão;3627,5;;;
11C1305: Lousada;3770,8;;;
11C130502: Aveleda;3299,5;;;
11C130504: Caíde de Rei;7446,3;;;
11C130510: Lodares;5046,4;;;
11C130512: Macieira;3580,8;;;
11C130513: Meinedo;3040,9;;;
11C130515: Nevogilde;3562,3;;;
11C130524: Sousela;2460,7;;;
11C130525: Torno;3082,5;;;
11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);3787,5;;;
11C130528: União das freguesias de Cristelos, Boim e Ordem;2886,6;;;
11C130529: União das freguesias de Figueiras e Covas;3330,3;;;
11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);3039,1;;;
11C130531: União das freguesias de Nespereira e Casais;3432,9;;;
11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;3200,1;;;
11C130526: Vilar do Torno e Alentém;2945;;;
11C1307: Marco de Canaveses;2210,3;;;
11C130732: Alpendorada, Várzea e Torrão;2470,2;;;
11C130733: Avessadas e Rosém;3023,3;;;
11C130704: Banho e Carvalhosa;2660,7;;;
11C130734: Bem Viver;2032,5;;;
11C130705: Constance;2922,8;;;
11C130736: Marco;2485,8;;;
11C130737: Paredes de Viadores e Manhuncelos;1795,2;;;
11C130738: Penha Longa e Paços de Gaiolo;1859,1;;;
11C130739: Sande e São Lourenço do Douro;2285,5;;;
11C130735: Santo Isidoro e Livração;2581,2;;;
11C130722: Soalhães;1600,1;;;
11C130723: Sobretâmega;1843,5;;;
11C130724: Tabuado;2286,5;;;
11C130740: Várzea, Aliviada e Folhada;1805,6;;;
11C130741: Vila Boa de Quires e Maureles;2756,5;;;
11C130730: Vila Boa do Bispo;2070,5;;;
11C1309: Paços de Ferreira;3549,4;;;
11C130902: Carvalhosa;3942,5;;;
11C130904: Eiriz;4632,6;;;
11C130905: Ferreira;3095,8;;;
11C130906: Figueiró;3411,5;;;
11C130917: Frazão Arreigada;3863,7;;;
11C130908: Freamunde;1913;;;
11C130910: Meixomil;3619,9;;;
11C130918: Paços de Ferreira;4320;;;
11C130913: Penamaior;4027,9;;;
11C130914: Raimonda;3042,7;;;
11C130919: Sanfins Lamoso Codessos;4155,2;;;
11C130916: Seroa;2640,4;;;
11C1311: Penafiel;3460;;;
11C131101: Abragão;2727,8;;;
11C131102: Boelhe;6007,3;;;
11C131103: Bustelo;2865,2;;;
11C131104: Cabeça Santa;2305,9;;;
11C131105: Canelas;2738,5;;;
11C131106: Capela;2669,3;;;
11C131107: Castelões;2839,1;;;
11C131108: Croca;2733,9;;;
11C131109: Duas Igrejas;3241,2;;;
11C131110: Eja;3311,4;;;
11C131112: Fonte Arcada;2667;;;
11C131113: Galegos;3086,2;;;
11C131141: Guilhufe e Urrô;2455,6;;;
11C131115: Irivo;3489,1;;;
11C131142: Lagares e Figueira;2992,3;;;
11C131140: Luzim e Vila Cova;2919;;;
11C131121: Oldrões;3212,5;;;
11C131122: Paço de Sousa;11836,9;;;
11C131139: Penafiel;3318;;;
11C131125: Perozelo;2258,8;;;
11C131128: Rans;3862,8;;;
11C131132: Recezinhos (São Mamede);2902,6;;;
11C131133: Recezinhos (São Martinho);2945,2;;;
11C131129: Rio de Moinhos;3679,2;;;
11C131138: Rio Mau;4069,9;;;
11C131134: Sebolido;2249,5;;;
11C131143: Termas de São Vicente;2180,8;;;
11C131136: Valpedre;3356,9;;;
11C1813: Resende;1660,5;;;
11C181302: Barrô;2950,7;;;
11C181303: Cárquere;1220,3;;;
11C181310: Paus;1254,3;;;
11C181311: Resende;2792,7;;;
11C181312: São Cipriano;952,1;;;
11C181313: São João de Fontoura;2867,6;;;
11C181314: São Martinho de Mouros;2548,4;;;
11C181316: União das freguesias de Anreade e São Romão de Aregos;2323,4;;;
11C181317: União das freguesias de Felgueiras e Feirão;776,1;;;
11C181318: União das freguesias de Freigil e Miomães;1739,9;;;
11C181319: União das freguesias de Ovadas e Panchorra;299,2;;;
11D: Douro;1682,7;;;
11D1701: Alijó;2382,9;;;
11D170101: Alijó;2555;;;
11D170107: Favaios;2834,2;;;
11D170108: Pegarinhos;2642,7;;;
11D170109: Pinhão;2728,5;;;
11D170112: Sanfins do Douro;2817,3;;;
11D170113: Santa Eugénia;2395,8;;;
11D170114: São Mamede de Ribatua;2046,3;;;
11D170120: União das freguesias de Carlão e Amieiro;1954,9;;;
11D170121: União das freguesias de Castedo e Cotas;2341,7;;;
11D170122: União das freguesias de Pópulo e Ribalonga;1036,5;;;
11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;2410;;;
11D170116: Vila Chã;3917,5;;;
11D170117: Vila Verde;1090,4;;;
11D170118: Vilar de Maçada;2474,5;;;
11D1801: Armamar;2411;;;
11D180101: Aldeias;2503,9;;;
11D180120: Armamar;2842,4;;;
11D180104: Cimbres;1639,1;;;
11D180106: Folgosa;2454,9;;;
11D180107: Fontelo;2610,9;;;
11D180109: Queimada;2958,6;;;
11D180110: Queimadela;1405,2;;;
11D180111: Santa Cruz;2226;;;
11D180114: São Cosmado;2140;;;
11D180115: São Martinho das Chãs;2864;;;
11D180121: União das freguesias de Aricera e Goujoim;1854,6;;;
11D180122: União das freguesias de São Romão e Santiago;2203,8;;;
11D180123: União das freguesias de Vila Seca e Santo Adrião;2174,5;;;
11D180118: Vacalar;2674,4;;;
11D0403: Carrazeda de Ansiães;1596,7;;;
11D040304: Carrazeda de Ansiães;1389;;;
11D040306: Fonte Longa;1187,6;;;
11D040308: Linhares;1652,9;;;
11D040309: Marzagão;1457,9;;;
11D040311: Parambos;2265;;;
11D040312: Pereiros;1412,3;;;
11D040313: Pinhal do Norte;1872,3;;;
11D040314: Pombal;1932,6;;;
11D040316: Seixo de Ansiães;1987,1;;;
11D040320: União das freguesias de Amedo e Zedes;1009,5;;;
11D040321: União das freguesias de Belver e Mogo de Malta;778,4;;;
11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;2169,9;;;
11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;1829,2;;;
11D040318: Vilarinho da Castanheira;1240,8;;;
11D0404: Freixo de Espada à Cinta;820,5;;;
11D040404: Ligares;892,6;;;
11D040406: Poiares;788;;;
11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;985,7;;;
11D040408: União das freguesias de Lagoaça e Fornos;511,1;;;
11D1805: Lamego;2379,4;;;
11D180502: Avões;2054,2;;;
11D180504: Britiande;3052,8;;;
11D180505: Cambres;3054,6;;;
11D180507: Ferreirim;3363,5;;;
11D180508: Ferreiros de Avões;2766,6;;;
11D180509: Figueira;2393,7;;;
11D180510: Lalim;2261,4;;;
11D180525: Lamego (Almacave e Sé);3131,7;;;
11D180511: Lazarim;449,9;;;
11D180516: Penajóia;3015,9;;;
11D180517: Penude;951,1;;;
11D180519: Samodães;3041,3;;;
11D180520: Sande;2994,3;;;
11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;997,8;;;
11D180527: União das freguesias de Cepões, Meijinhos e Melcões;2383,1;;;
11D180528: União das freguesias de Parada do Bispo e Valdigem;2868,8;;;
11D180523: Várzea de Abrunhais;2895,5;;;
11D180524: Vila Nova de Souto d'El-Rei;1884,8;;;
11D1704: Mesão Frio;3432,2;;;
11D170401: Barqueiros;2881,7;;;
11D170402: Cidadelhe;2930;;;
11D170408: Mesão Frio (Santo André);3057,3;;;
11D170403: Oliveira;3883,3;;;
11D170407: Vila Marim;4097,7;;;
11D1807: Moimenta da Beira;2095,3;;;
11D180702: Alvite;2751;;;
11D180703: Arcozelos;1732,2;;;
11D180705: Baldos;1305,2;;;
11D180706: Cabaços;903,7;;;
11D180707: Caria;2668,2;;;
11D180708: Castelo;1229,2;;;
11D180709: Leomil;2046,6;;;
11D180710: Moimenta da Beira;1903,5;;;
11D180713: Passô;2917,1;;;
11D180716: Vila da Rua;2455,1;;;
11D180717: Sarzedo;1988,6;;;
11D180719: Sever;2233,4;;;
11D180721: União das freguesias de Paradinha e Nagosa;1071,3;;;
11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;1613,7;;;
11D180723: União das freguesias de Peva e Segões;2376,1;;;
11D180720: Vilar;1540,8;;;
11D1707: Murça;1623,7;;;
11D170701: Candedo;2084,3;;;
11D170703: Fiolhoso;2128,1;;;
11D170704: Jou;1081,9;;;
11D170705: Murça;1804,5;;;
11D170710: União das freguesias de Carva e Vilares;1377;;;
11D170711: União das freguesias de Noura e Palheiros;1693,9;;;
11D170708: Valongo de Milhais;1003,8;;;
11D1812: Penedono;1181,5;;;
11D181202: Beselga;695;;;
