Statistical table extracted on October 18, 2022 (10:37:08);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
;Data reference period;;;
;2019;;;
;?/ ha ;;;
185141628: Gançaria;7512,9;;;
185141613: Moçarria;2191,8;;;
185141614: Pernes;4722,2;;;
185141616: Póvoa da Isenta;1020,7;;;
185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;2570,3;;;
185141630: União das freguesias de Azoia de Cima e Tremês;1350,6;;;
185141631: União das freguesias de Casével e Vaqueiros;1468,4;;;
185141632: União das freguesias de Romeira e Várzea;1858,4;;;
185141633: União de freguesias da cidade de Santarém;2103,2;;;
185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;3118,7;;;
185141625: Vale de Santarém;3635,8;;;
186: Alto Alentejo;672,3;;;
1861201: Alter do Chão;703,8;;;
186120101: Alter do Chão;911,7;;;
186120102: Chancelaria;339;;;
186120104: Cunheira;280,6;;;
186120103: Seda;763,5;;;
1861202: Arronches;561,7;;;
186120201: Assunção;585,1;;;
186120202: Esperança;545,1;;;
186120203: Mosteiros;475,4;;;
1861203: Avis;660,8;;;
186120302: Aldeia Velha;414,4;;;
186120303: Avis;634,4;;;
186120305: Ervedal;784,7;;;
186120306: Figueira e Barros;917,5;;;
186120309: União das freguesias de Alcórrego e Maranhão;646,1;;;
186120310: União das freguesias de Benavila e Valongo;686,6;;;
1861204: Campo Maior;1076,8;;;
186120401: Nossa Senhora da Expectação;1283,2;;;
186120402: Nossa Senhora da Graça dos Degolados;732,4;;;
186120403: São João Baptista;961;;;
1861205: Castelo de Vide;446,6;;;
186120501: Nossa Senhora da Graça de Póvoa e Meadas;323,5;;;
186120502: Santa Maria da Devesa;506,3;;;
186120503: Santiago Maior;502,9;;;
186120504: São João Baptista;485,2;;;
1861206: Crato;434,1;;;
186120601: Aldeia da Mata;311,1;;;
186120604: Gáfete;500,7;;;
186120605: Monte da Pedra;594;;;
186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;416;;;
1861207: Elvas;842;;;
186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;1322,7;;;
186120713: Caia, São Pedro e Alcáçova;1494,2;;;
186120706: Santa Eulália;314,3;;;
186120707: São Brás e São Lourenço;1091,1;;;
186120708: São Vicente e Ventosa;759;;;
186120714: União das freguesias de Barbacena e Vila Fernando;561,9;;;
186120715: União das freguesias de Terrugem e Vila Boim;536,6;;;
1861208: Fronteira;923,1;;;
186120801: Cabeço de Vide;1012,4;;;
186120802: Fronteira;957,6;;;
186120803: São Saturnino;613,6;;;
1861209: Gavião;908,3;;;
186120902: Belver;1303;;;
186120903: Comenda;986,6;;;
186120905: Margem;430,3;;;
186120906: União das freguesias de Gavião e Atalaia;842,4;;;
1861210: Marvão;654,7;;;
186121001: Beirã;422;;;
186121002: Santa Maria de Marvão;703,3;;;
186121003: Santo António das Areias;499,5;;;
186121004: São Salvador da Aramenha;1210;;;
1861211: Monforte;540,3;;;
186121101: Assumar;425,1;;;
186121102: Monforte;525,7;;;
186121103: Santo Aleixo;621,2;;;
186121104: Vaiamonte;620,9;;;
1861212: Nisa;670,4;;;
186121201: Alpalhão;566,7;;;
186121205: Montalvão;708,4;;;
186121207: Santana;788,4;;;
186121208: São Matias;744,9;;;
186121210: Tolosa;708,4;;;
186121211: União das freguesias de Arez e Amieira do Tejo;654,4;;;
186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;659,3;;;
1861213: Ponte de Sor;518,4;;;
186121304: Foros de Arrão;838,3;;;
186121301: Galveias;470,3;;;
186121305: Longomel;925,1;;;
186121302: Montargil;700,1;;;
186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;327,8;;;
1861214: Portalegre;621,7;;;
186121401: Alagoa;704;;;
186121402: Alegrete;937,6;;;
186121404: Fortios;479,2;;;
186121411: União das freguesias da Sé e São Lourenço;1319,1;;;
186121412: União das freguesias de Reguengo e São Julião;1605,5;;;
186121413: União das freguesias de Ribeira de Nisa e Carreiras;702;;;
186121410: Urra;442,9;;;
1861215: Sousel;958,7;;;
186121501: Cano;930,5;;;
186121502: Casa Branca;870,2;;;
186121503: Santo Amaro;672,3;;;
186121504: Sousel;1164,3;;;
187: Alentejo Central;719,6;;;
1870701: Alandroal;591,6;;;
187070104: Capelins (Santo António);468,2;;;
187070103: Santiago Maior;557,8;;;
187070105: Terena (São Pedro);626,7;;;
187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);634,2;;;
1870702: Arraiolos;693,9;;;
187070201: Arraiolos;633,1;;;
187070202: Igrejinha;483,3;;;
187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;675;;;
187070209: União das freguesias de São Gregório e Santa Justa;705,5;;;
187070206: Vimieiro;824,2;;;
1870703: Borba;1119,2;;;
187070301: Borba (Matriz);1580;;;
187070304: Borba (São Bartolomeu);380,3;;;
187070302: Orada;995,9;;;
187070303: Rio de Moinhos;898,9;;;
1870704: Estremoz;794,1;;;
187070401: Arcos;1431,3;;;
187070404: Évora Monte (Santa Maria);197,4;;;
187070402: Glória;717,3;;;
187070411: São Domingos de Ana Loura;1058,7;;;
187070414: União das freguesias de Estremoz (Santa Maria e Santo André);871,4;;;
187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;1289,6;;;
187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;544,8;;;
187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);869,9;;;
187070413: Veiros;1203,6;;;
1870705: Évora;679,8;;;
187070515: Canaviais;514,4;;;
187070502: Nossa Senhora da Graça do Divor;491,7;;;
187070503: Nossa Senhora de Machede;691,3;;;
187070506: São Bento do Mato;299,6;;;
187070509: São Miguel de Machede;448,1;;;
187070513: Torre de Coelheiros;645;;;
187070522: União das freguesias de Bacelo e Senhora da Saúde;954;;;
187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);618,6;;;
187070524: União das freguesias de Malagueira e Horta das Figueiras;1007,6;;;
187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;536,3;;;
187070526: União das freguesias de São Manços e São Vicente do Pigeiro;1028,5;;;
187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;525,3;;;
1870706: Montemor-o-Novo;841,7;;;
187070601: Cabrela;985,9;;;
187070607: Ciborro;361,4;;;
187070610: Foros de Vale de Figueira;1638,1;;;
187070605: Santiago do Escoural;625,9;;;
187070606: São Cristóvão;567;;;
187070611: União das freguesias de Cortiçadas de Lavre e Lavre;937,9;;;
187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;854,5;;;
1870707: Mora;414,1;;;
187070701: Brotas;333,7;;;
187070702: Cabeção;649,5;;;
187070703: Mora;1012,3;;;
187070704: Pavia;292,1;;;
1870708: Mourão;581,9;;;
187070801: Granja;380,6;;;
187070802: Luz;1139,4;;;
187070803: Mourão;712;;;
1870709: Portel;672,9;;;
187070903: Monte do Trigo;1540,1;;;
187070905: Portel;378,5;;;
187070906: Santana;674,6;;;
187070909: União das freguesias de Amieira e Alqueva;296,8;;;
187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;1046,9;;;
187070908: Vera Cruz;492;;;
1870710: Redondo;883,2;;;
187071001: Montoito;1178,9;;;
187071002: Redondo;814;;;
1870711: Reguengos de Monsaraz;897,3;;;
187071102: Corval;855,1;;;
187071103: Monsaraz;672,5;;;
187071104: Reguengos de Monsaraz;1316,5;;;
187071106: União das freguesias de Campo e Campinho;666,5;;;
1870712: Vendas Novas;1234,6;;;
187071202: Landeira;1605;;;
187071201: Vendas Novas;966,3;;;
1870713: Viana do Alentejo;573,5;;;
187071303: Aguiar;421,2;;;
187071301: Alcáçovas;590,1;;;
187071302: Viana do Alentejo;597,4;;;
1870714: Vila Viçosa;907;;;
187071401: Bencatel;1711,4;;;
187071402: Ciladas;620,1;;;
187071406: Nossa Senhora da Conceição e São Bartolomeu;1306,1;;;
187071404: Pardais;472,2;;;
15: Algarve;3709,5;;;
150: Algarve;3709,5;;;
1500801: Albufeira;12412,6;;;
150080106: Albufeira e Olhos de Água;3513,6;;;
150080104: Ferreiras;2214,5;;;
150080102: Guia;2883,8;;;
150080103: Paderne;24673,9;;;
1500802: Alcoutim;761,3;;;
150080202: Giões;729,8;;;
150080203: Martim Longo;829,6;;;
150080206: União das freguesias de Alcoutim e Pereiro;556,1;;;
150080205: Vaqueiros;1094,4;;;
1500803: Aljezur;5768,3;;;
150080301: Aljezur;1559,4;;;
150080302: Bordeira;687,9;;;
150080303: Odeceixe;22309,5;;;
150080304: Rogil;3047,6;;;
1500804: Castro Marim;1471,7;;;
150080404: Altura;10270,9;;;
150080401: Azinhal;1568,5;;;
150080402: Castro Marim;1211,8;;;
150080403: Odeleite;875,5;;;
1500805: Faro;7739,3;;;
150080506: Montenegro;43334,8;;;
150080503: Santa Bárbara de Nexe;3720,1;;;
150080507: União das freguesias de Conceição e Estoi;7499,6;;;
150080508: União das freguesias de Faro (Sé e São Pedro);8976,3;;;
1500806: Lagoa;6987,8;;;
150080602: Ferragudo;3103,3;;;
150080604: Porches;5704,1;;;
150080607: União das freguesias de Estômbar e Parchal;2928,6;;;
150080608: União das freguesias de Lagoa e Carvoeiro;9149,7;;;
1500807: Lagos;3432,1;;;
150080703: Luz;1510,3;;;
150080704: Odiáxere;9890,5;;;
150080707: União das freguesias de Bensafrim e Barão de São João;2396,5;;;
150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);942,3;;;
1500808: Loulé;1836,8;;;
150080801: Almancil;10703,9;;;
150080802: Alte;2247,7;;;
150080803: Ameixial;460,2;;;
150080804: Boliqueime;2312,9;;;
150080808: Loulé (São Clemente);2200,5;;;
150080809: Loulé (São Sebastião);1737,8;;;
150080805: Quarteira;2187,3;;;
150080807: Salir;1217,7;;;
150080812: União de freguesias de Querença, Tôr e Benafim;1519,8;;;
1500809: Monchique;4748,8;;;
150080901: Alferce;5263,1;;;
150080902: Marmelete;5513,2;;;
150080903: Monchique;4111,7;;;
1500810: Olhão;11473,8;;;
150081003: Olhão;3533,3;;;
150081004: Pechão;9098,2;;;
150081005: Quelfes;10032;;;
150081006: União das freguesias de Moncarapacho e Fuseta;12570,9;;;
1500811: Portimão;3654,8;;;
150081101: Alvor;8661,5;;;
150081102: Mexilhoeira Grande;4127,3;;;
150081103: Portimão;2789,6;;;
1500812: São Brás de Alportel;1373,5;;;
150081201: São Brás de Alportel;1373,5;;;
1500813: Silves;4911,2;;;
150081303: Armação de Pêra;4067,6;;;
150081305: São Bartolomeu de Messines;5177,6;;;
150081306: São Marcos da Serra;1214,6;;;
150081307: Silves;5552,6;;;
150081309: União das freguesias de Alcantarilha e Pêra;5975,7;;;
150081310: União das freguesias de Algoz e Tunes;5824,8;;;
1500814: Tavira;4705;;;
150081401: Cachopo;1339,4;;;
150081404: Santa Catarina da Fonte do Bispo;2545,5;;;
150081408: Santa Luzia;4089,7;;;
150081410: União das freguesias de Conceição e Cabanas de Tavira;5130,2;;;
150081411: União das freguesias de Luz de Tavira e Santo Estêvão;8622,1;;;
150081412: União das freguesias de Tavira (Santa Maria e Santiago);5101,5;;;
1500815: Vila do Bispo;580,6;;;
150081501: Barão de São Miguel;2076,9;;;
150081502: Budens;658,5;;;
150081504: Sagres;565,2;;;
150081506: Vila do Bispo e Raposeira;525,2;;;
1500816: Vila Real de Santo António;4410,5;;;
150081603: Monte Gordo;2405,5;;;
150081601: Vila Nova de Cacela;4468,4;;;
150081602: Vila Real de Santo António;3020,2;;;
2: Região Autónoma dos Açores;3514,6;;;
20: Região Autónoma dos Açores;3514,6;;;
200: Região Autónoma dos Açores;3514,6;;;
2004301: Angra do Heroísmo;4203,6;;;
200430101: Altares;3586,3;;;
200430102: Angra (Nossa Senhora da Conceição);3278,3;;;
200430103: Angra (Santa Luzia);9325,1;;;
200430104: Angra (São Pedro);3258,5;;;
200430105: Angra (Sé);2615,6;;;
200430106: Cinco Ribeiras;4800,7;;;
200430107: Doze Ribeiras;4610,8;;;
200430108: Feteira;5495,1;;;
200430109: Porto Judeu;4419,9;;;
200430110: Posto Santo;3098,8;;;
200430111: Raminho;3932,2;;;
200430112: Ribeirinha;3966,6;;;
200430113: Santa Bárbara;4002,4;;;
200430114: São Bartolomeu de Regatos;3372,1;;;
200430115: São Bento;3385,2;;;
200430116: São Mateus da Calheta;4389,4;;;
200430117: Serreta;4209,8;;;
200430118: Terra Chã;4273,4;;;
200430119: Vila de São Sebastião;5459,8;;;
2004501: Calheta;2052,1;;;
200450101: Calheta;1957,6;;;
200450102: Norte Pequeno;1673;;;
200450103: Ribeira Seca;1821,9;;;
200450104: Santo Antão;2331,2;;;
200450105: Topo (Nossa Senhora do Rosário);2427,4;;;
2004901: Corvo;443,1;;;
200490101: Corvo;443,1;;;
2004701: Horta;1748,9;;;
200470101: Capelo;1302;;;
200470102: Castelo Branco;1793,8;;;
200470103: Cedros;1726,5;;;
200470104: Feteira;2497,3;;;
200470105: Flamengos;1671,8;;;
200470106: Horta (Angústias);2755,5;;;
200470107: Horta (Conceição);1930,4;;;
200470108: Horta (Matriz);1105,3;;;
200470109: Pedro Miguel;1911,3;;;
200470110: Praia do Almoxarife;1055,1;;;
200470111: Praia do Norte;1072,5;;;
200470112: Ribeirinha;1273,4;;;
200470113: Salão;2102,8;;;
2004201: Lagoa;7553,9;;;
200420101: Água de Pau;6920,9;;;
200420102: Cabouco;12424,4;;;
200420103: Lagoa (Nossa Senhora do Rosário);8759,8;;;
200420104: Lagoa (Santa Cruz);6169;;;
200420105: Ribeira Chã;3268,3;;;
2004801: Lajes das Flores;855,8;;;
200480101: Fajã Grande;644,1;;;
200480102: Fajãzinha;1036,8;;;
200480103: Fazenda;1146,4;;;
200480104: Lajedo;857;;;
200480105: Lajes das Flores;814,9;;;
200480106: Lomba;944,6;;;
200480107: Mosteiro;581,7;;;
2004601: Lajes do Pico;1397,8;;;
200460101: Calheta de Nesquim;1211,2;;;
200460102: Lajes do Pico;1547,5;;;
200460103: Piedade;1263,3;;;
200460104: Ribeiras;1327,3;;;
200460105: Ribeirinha;1706,2;;;
200460106: São João;1314,1;;;
2004602: Madalena;1654,2;;;
200460201: Bandeiras;1912,9;;;
200460202: Candelária;1735,4;;;
200460203: Criação Velha;1656,2;;;
200460204: Madalena;1526,3;;;
200460205: São Caetano;1633,4;;;
200460206: São Mateus;1584,3;;;
2004202: Nordeste;4808;;;
200420201: Achada;5254,4;;;
200420202: Achadinha;5112,2;;;
200420208: Algarvia;5075,3;;;
200420203: Lomba da Fazenda;3886,6;;;
200420204: Nordeste;4430,1;;;
200420206: Salga;4582,6;;;
200420207: Santana;4296,2;;;
200420209: Santo António de Nordestinho;5802,3;;;
200420210: São Pedro de Nordestinho;5503,4;;;
2004203: Ponta Delgada;6230,4;;;
200420323: Ajuda da Bretanha;6101;;;
200420301: Arrifes;6716,5;;;
200420303: Candelária;6420;;;
200420304: Capelas;7307,5;;;
200420305: Covoada;6006,3;;;
200420306: Fajã de Baixo;8063,7;;;
200420307: Fajã de Cima;5729,5;;;
200420308: Fenais da Luz;6902,1;;;
200420309: Feteiras;5467,1;;;
200420310: Ginetes;5980,7;;;
200420311: Mosteiros;5761,3;;;
200420324: Pilar da Bretanha;6189,1;;;
200420313: Ponta Delgada (São José);5719,2;;;
200420314: Ponta Delgada (São Pedro);4476,8;;;
200420312: Ponta Delgada (São Sebastião);4754;;;
200420315: Relva;6932,8;;;
200420316: Remédios;5161,5;;;
200420317: Rosto do Cão (Livramento);6609,3;;;
200420318: Rosto do Cão (São Roque);9908,4;;;
200420319: Santa Bárbara;5798,7;;;
200420325: Santa Clara;5298,5;;;
200420320: Santo António;4785,4;;;
200420321: São Vicente Ferreira;6938,9;;;
200420322: Sete Cidades;4070,8;;;
2004204: Povoação;3880,3;;;
200420401: Água Retorta;4006,4;;;
200420402: Faial da Terra;4739,9;;;
200420403: Furnas;3646,5;;;
200420404: Nossa Senhora dos Remédios;4015,5;;;
200420405: Povoação;3586,8;;;
200420406: Ribeira Quente;7060,2;;;
2004205: Ribeira Grande;6535,1;;;
200420501: Calhetas;10067;;;
200420502: Fenais da Ajuda;5437;;;
200420503: Lomba da Maia;5083;;;
200420504: Lomba de São Pedro;5089,3;;;
200420505: Maia;4908,4;;;
200420506: Pico da Pedra;7290,3;;;
200420507: Porto Formoso;4504,9;;;
200420508: Rabo de Peixe;7695;;;
200420509: Ribeira Grande (Conceição);6446,8;;;
200420510: Ribeira Grande (Matriz);6446,3;;;
200420511: Ribeira Seca;7396,5;;;
200420512: Ribeirinha;5498,6;;;
200420513: Santa Bárbara;16196,3;;;
200420514: São Brás;5646,5;;;
2004401: Santa Cruz da Graciosa;2564,4;;;
200440101: Guadalupe;2308,2;;;
200440102: Luz;2095,6;;;
200440104: Santa Cruz da Graciosa;3255,4;;;
200440103: São Mateus;2828,5;;;
2004802: Santa Cruz das Flores;1319,7;;;
200480201: Caveira;1530,4;;;
200480202: Cedros;1276,8;;;
200480203: Ponta Delgada;1227;;;
200480204: Santa Cruz das Flores;1368,4;;;
2004603: São Roque do Pico;1283,8;;;
200460301: Prainha;1267;;;
200460302: Santa Luzia;1652,8;;;
200460303: Santo Amaro;1234,8;;;
200460304: Santo António;1045,4;;;
200460305: São Roque do Pico;1262,6;;;
2004502: Velas;1747,8;;;
200450201: Manadas (Santa Bárbara);1328,2;;;
200450202: Norte Grande (Neves);1520;;;
200450203: Rosais;1793,8;;;
200450204: Santo Amaro;2215,7;;;
200450205: Urzelina (São Mateus);1749,3;;;
200450206: Velas (São Jorge);2126,1;;;
2004302: Vila da Praia da Vitória;4669,9;;;
200430201: Agualva;3952,1;;;
200430202: Biscoitos;3059,5;;;
200430203: Cabo da Praia;4678,1;;;
200430204: Fonte do Bastardo;5769,4;;;
200430205: Fontinhas;4751,5;;;
200430206: Lajes;5904;;;
200430211: Porto Martins;6958,8;;;
200430207: Praia da Vitória (Santa Cruz);4690,6;;;
200430208: Quatro Ribeiras;4921,1;;;
200430209: São Brás;4281,1;;;
200430210: Vila Nova;4273,6;;;
2004101: Vila do Porto;1198,8;;;
200410101: Almagreira;1167,9;;;
200410102: Santa Bárbara;1368,3;;;
200410103: Santo Espírito;1186,7;;;
200410104: São Pedro;1290,3;;;
200410105: Vila do Porto;1108,5;;;
2004206: Vila Franca do Campo;5225,5;;;
200420601: Água de Alto;4988,1;;;
200420602: Ponta Garça;5666,9;;;
200420603: Ribeira das Tainhas;5462;;;
200420606: Ribeira Seca;4837,4;;;
200420604: Vila Franca do Campo (São Miguel);3970;;;
200420605: Vila Franca do Campo (São Pedro);2273,3;;;
3: Região Autónoma da Madeira;23269,4;;;
30: Região Autónoma da Madeira;23269,4;;;
300: Região Autónoma da Madeira;23269,4;;;
3003101: Calheta;21291,8;;;
300310101: Arco da Calheta;17040,8;;;
300310102: Calheta;26730,2;;;
300310103: Estreito da Calheta;41820,8;;;
300310104: Fajã da Ovelha;19484,7;;;
300310105: Jardim do Mar;34829,6;;;
300310106: Paul do Mar;16325,9;;;
300310107: Ponta do Pargo;11807;;;
300310108: Prazeres;20272,5;;;
3003102: Câmara de Lobos;19858,1;;;
300310201: Câmara de Lobos;21370,4;;;
300310202: Curral das Freiras;12926,5;;;
300310203: Estreito de Câmara de Lobos;20125,4;;;
300310205: Jardim da Serra;15368;;;
300310204: Quinta Grande;28064,2;;;
3003103: Funchal;23855,5;;;
300310303: Funchal (Santa Luzia);19505,3;;;
300310304: Funchal (Santa Maria Maior);31685,8;;;
300310308: Funchal (São Pedro);19480,5;;;
300310310: Funchal (Sé);15985,2;;;
300310301: Imaculado Coração de Maria;18450,4;;;
300310302: Monte;12126,4;;;
300310305: Santo António;19050,8;;;
300310306: São Gonçalo;66480,2;;;
300310307: São Martinho;18370,2;;;
300310309: São Roque;22332,3;;;
3003104: Machico;23691;;;
300310401: Água de Pena;22686,9;;;
300310402: Caniçal;19043,7;;;
300310403: Machico;22228,8;;;
300310404: Porto da Cruz;25200,6;;;
300310405: Santo António da Serra;23225,7;;;
3003105: Ponta do Sol;24694,4;;;
300310501: Canhas;28116,5;;;
300310502: Madalena do Mar;16431,5;;;
300310503: Ponta do Sol;22905,5;;;
3003106: Porto Moniz;17182,7;;;
300310601: Achadas da Cruz;8844,7;;;
300310602: Porto Moniz;17715,5;;;
300310603: Ribeira da Janela;22976,3;;;
300310604: Seixal;17563;;;
3003201: Porto Santo;6812,9;;;
300320101: Porto Santo;6812,9;;;
3003107: Ribeira Brava;18408,3;;;
300310701: Campanário;16447,2;;;
300310702: Ribeira Brava;16676,5;;;
300310703: Serra de Água;21567,8;;;
300310704: Tabua;25695,7;;;
3003108: Santa Cruz;42876,4;;;
300310802: Camacha;70290,9;;;
300310803: Caniço;38162,1;;;
300310804: Gaula;24707,9;;;
300310805: Santa Cruz;23630,5;;;
300310806: Santo António da Serra;64547,7;;;
3003109: Santana;22574,1;;;
300310901: Arco de São Jorge;22669,3;;;
300310902: Faial;20567,9;;;
300310906: Ilha;16276;;;
300310903: Santana;24315,3;;;
300310904: São Jorge;23254,3;;;
300310905: São Roque do Faial;21021,3;;;
3003110: São Vicente;23241,6;;;
300311001: Boa Ventura;22000,2;;;
300311002: Ponta Delgada;25058,4;;;
300311003: São Vicente;23343,5;;;
;;;;
Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial - Statistics Portugal, Agriculture census - 2019;;;;
;;;;
Note(s):;;;;
"(1) The estimated results do not include the situations ""Don,t know / refusal"".";;;;
;;;;
;;;;
;;;;
This data last updated:october 02, 2021;;;;
;;;;
;;;;
Table Metadata;;;;
;;;;
Average value of total standard output by hectare of utilised agricultural area (?/ ha);;;;
Name;Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial;;;
Regularity;Decennial;;;
Source;Statistics Portugal, Agriculture census - 2019;;;
First available period;1999;;;
Last available period;2019;;;
Dimensions;;;;
     Dimension 1;Data reference period;;;
     Dimension 2;Geographic localization (NUTS -2013);;;
Concepts;;;;
     UTILISED AGRICULTURAL AREA;The area of the holding, which includes: arable land (cleared and under cover of scrub and forests), kitchen garden, land under permanent crops and permanent pasture.;;;
     REFERENCE PERIOD;The length of time for which data are collected, e.g. a specific day, month or year.;;;
     HOLDING´S TOTAL STANDARD OUTPUT;Holding's output value that corresponds to the sum of the different standard output values (SO) for each activity, obtained by multiplying the SO of an agricultural product by the crop hectares or by the livestock units existing on the holding.;;;
     AGRICULTURAL HOLDING;Technical-economic unit that uses common production factors such as labour, machinery, facilities, land, among others, fulfilling the following four conditions: 1) yield agricultural products or maintain, in good agricultural and environmental conditions, the lands that are no longer used for productive purposes; 2) reach or exceed a certain size (in area or number of animals); 3) be subject to a single management; 4) be located in a well-defined and identifiable area.
Definition;;;;
Formule;Total standard output/ Utilised agricultural area;;;
Measure unit (symbol);Euro/ Hectare (?/ ha);;;
Power of 10;0;;;
Last update date;02-Oct-2021;;;
