Statistical table extracted on October 18, 2022 (10:37:08);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
;Data reference period;;;
;2019;;;
;?/ ha ;;;
11D170407: Vila Marim;3559,1;;;
11D1807: Moimenta da Beira;3555;;;
11D180702: Alvite;2994;;;
11D180703: Arcozelos;3086,4;;;
11D180705: Baldos;2063,8;;;
11D180706: Cabaços;1972,1;;;
11D180707: Caria;9057,1;;;
11D180708: Castelo;1598,7;;;
11D180709: Leomil;3219,4;;;
11D180710: Moimenta da Beira;4055,4;;;
11D180713: Passô;6267,3;;;
11D180716: Vila da Rua;5088,3;;;
11D180717: Sarzedo;4514,3;;;
11D180719: Sever;4749,6;;;
11D180721: União das freguesias de Paradinha e Nagosa;2193,8;;;
11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;1194,2;;;
11D180723: União das freguesias de Peva e Segões;3438,6;;;
11D180720: Vilar;3172,7;;;
11D1707: Murça;1306,9;;;
11D170701: Candedo;2192,7;;;
11D170703: Fiolhoso;426,8;;;
11D170704: Jou;805,9;;;
11D170705: Murça;1608,6;;;
11D170710: União das freguesias de Carva e Vilares;509,8;;;
11D170711: União das freguesias de Noura e Palheiros;1549,2;;;
11D170708: Valongo de Milhais;1121,9;;;
11D1812: Penedono;1531,6;;;
11D181202: Beselga;2665,7;;;
11D181203: Castainço;1202,6;;;
11D181207: Penela da Beira;1941,5;;;
11D181208: Póvoa de Penela;1589,4;;;
11D181209: Souto;1505;;;
11D181210: União das freguesias de Antas e Ourozinho;1235,3;;;
11D181211: União das freguesias de Penedono e Granja;1416,4;;;
11D1708: Peso da Régua;2959,7;;;
11D170802: Fontelas;3068;;;
11D170805: Loureiro;3120,4;;;
11D170809: Sedielos;2141,5;;;
11D170813: União das freguesias de Galafura e Covelinhas;2940,7;;;
11D170814: União das freguesias de Moura Morta e Vinhós;3064,6;;;
11D170815: União das freguesias de Peso da Régua e Godim;3273,9;;;
11D170816: União das freguesias de Poiares e Canelas;3043,4;;;
11D170810: Vilarinho dos Freires;3052;;;
11D1710: Sabrosa;2591,1;;;
11D171001: Celeirós;2993,3;;;
11D171002: Covas do Douro;2898,9;;;
11D171004: Gouvinhas;2482,4;;;
11D171007: Paços;3182,9;;;
11D171005: Parada de Pinhão;1657;;;
11D171009: Sabrosa;1720,3;;;
11D171011: São Lourenço de Ribapinhão;886,5;;;
11D171013: Souto Maior;2461,2;;;
11D171014: Torre do Pinhão;2215,5;;;
11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;2919,7;;;
11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;2926,2;;;
11D171015: Vilarinho de São Romão;3228,9;;;
11D1711: Santa Marta de Penaguião;2891,7;;;
11D171101: Alvações do Corgo;2971;;;
11D171102: Cumieira;2765,7;;;
11D171103: Fontes;1968,6;;;
11D171106: Medrões;2969,1;;;
11D171110: Sever;3209,3;;;
11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;3269,6;;;
11D171112: União das freguesias de Louredo e Fornelos;2542,5;;;
11D1815: São João da Pesqueira;2440,7;;;
11D181501: Castanheiro do Sul;2574,8;;;
11D181502: Ervedosa do Douro;2873;;;
11D181504: Nagozelo do Douro;2838;;;
11D181505: Paredes da Beira;2794,5;;;
11D181507: Riodades;1500,6;;;
11D181509: Soutelo do Douro;2720,2;;;
11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;2604,8;;;
11D181516: União das freguesias de Trevões e Espinhosa;1637,2;;;
11D181517: União das freguesias de Vilarouco e Pereiros;1874,1;;;
11D181511: Vale de Figueira;2238;;;
11D181512: Valongo dos Azeites;2172,1;;;
11D1818: Sernancelhe;2598,5;;;
11D181801: Arnas;1536,3;;;
11D181802: Carregal;3488,4;;;
11D181803: Chosendo;1075,9;;;
11D181804: Cunha;2237,4;;;
11D181806: Faia;3867,2;;;
11D181810: Granjal;4379,3;;;
11D181811: Lamosa;3502,2;;;
11D181814: Quintela;4614,7;;;
11D181818: União das freguesias de Ferreirim e Macieira;1965,4;;;
11D181819: União das freguesias de Fonte Arcada e Escurquela;2119,3;;;
11D181820: União das freguesias de Penso e Freixinho;2989,8;;;
11D181821: União das freguesias de Sernancelhe e Sarzeda;2260,1;;;
11D181817: Vila da Ponte;5778,2;;;
11D1819: Tabuaço;2428,7;;;
11D181901: Adorigo;2611,9;;;
11D181902: Arcos;1178,3;;;
11D181904: Chavães;1745,5;;;
11D181905: Desejosa;2867,2;;;
11D181906: Granja do Tedo;3803,7;;;
11D181908: Longa;931,5;;;
11D181913: Sendim;2198,9;;;
11D181914: Tabuaço;2133,9;;;
11D181918: União das freguesias de Barcos e Santa Leocádia;2696,6;;;
11D181919: União das freguesias de Paradela e Granjinha;1609;;;
11D181920: União das freguesias de Pinheiros e Vale de Figueira;4812,6;;;
11D181921: União das freguesias de Távora e Pereiro;2181,8;;;
11D181917: Valença do Douro;2794,3;;;
11D1820: Tarouca;4769,5;;;
11D182004: Mondim da Beira;6005,7;;;
11D182005: Salzedas;5718,8;;;
11D182006: São João de Tarouca;3481,7;;;
11D182011: União das freguesias de Gouviães e Ucanha;6565,3;;;
11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;3718,6;;;
11D182013: União das freguesias de Tarouca e Dálvares;4885,8;;;
11D182009: Várzea da Serra;1144,8;;;
11D0409: Torre de Moncorvo;1299,9;;;
11D040901: Açoreira;1168,9;;;
11D040903: Cabeça Boa;1531,7;;;
11D040905: Carviçais;1017,4;;;
11D040906: Castedo;988,9;;;
11D040909: Horta da Vilariça;2141,8;;;
11D040910: Larinho;1001,8;;;
11D040911: Lousa;1747,5;;;
11D040913: Mós;957,9;;;
11D040916: Torre de Moncorvo;1325,9;;;
11D040918: União das freguesias de Adeganha e Cardanha;1531,9;;;
11D040919: União das freguesias de Felgar e Souto da Velha;1050;;;
11D040920: União das freguesias de Felgueiras e Maçores;1072,8;;;
11D040921: União das freguesias de Urros e Peredo dos Castelhanos;1306,4;;;
11D0914: Vila Nova de Foz Côa;1858,6;;;
11D091401: Almendra;1136,1;;;
11D091402: Castelo Melhor;1479,9;;;
11D091403: Cedovim;1947,5;;;
11D091404: Chãs;1730,6;;;
11D091405: Custóias;1890,2;;;
11D091418: Freixo de Numão;1790,5;;;
11D091407: Horta;2242,4;;;
11D091410: Muxagata;2191,1;;;
11D091411: Numão;2326,6;;;
11D091412: Santa Comba;1506,6;;;
11D091414: Sebadelhe;2515,3;;;
11D091415: Seixas;1977,3;;;
11D091416: Touça;1302,2;;;
11D091419: Vila Nova de Foz Côa;2213,5;;;
11D1714: Vila Real;1452,7;;;
11D171401: Abaças;2365,5;;;
11D171403: Andrães;2052,7;;;
11D171404: Arroios;5945,6;;;
11D171406: Campeã;1531,9;;;
11D171409: Folhadela;2811,1;;;
11D171410: Guiães;2886,9;;;
11D171414: Lordelo;1944,5;;;
11D171415: Mateus;4998,7;;;
11D171416: Mondrões;1472,8;;;
11D171420: Parada de Cunhos;4669,9;;;
11D171426: Torgueda;1068,8;;;
11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;912,2;;;
11D171432: União das freguesias de Borbela e Lamas de Olo;693,2;;;
11D171433: União das freguesias de Constantim e Vale de Nogueiras;2323,5;;;
11D171434: União das freguesias de Mouçós e Lamares;568,5;;;
11D171435: União das freguesias de Nogueira e Ermida;2871,8;;;
11D171436: União das freguesias de Pena, Quintã e Vila Cova;1307,3;;;
11D171437: União das freguesias de São Tomé do Castelo e Justes;471;;;
11D171429: Vila Marim;492,3;;;
11D171438: Vila Real;2654,5;;;
11E: Terras de Trás-os-Montes;922,5;;;
11E0401: Alfândega da Fé;856,4;;;
11E040102: Alfândega da Fé;956,2;;;
11E040103: Cerejais;821,5;;;
11E040111: Sambade;911,2;;;
11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;676,5;;;
11E040122: União das freguesias de Eucisia, Gouveia e Valverde;767,5;;;
11E040123: União das freguesias de Ferradosa e Sendim da Serra;901,4;;;
11E040124: União das freguesias de Gebelim e Soeima;1016,7;;;
11E040125: União das freguesias de Parada e Sendim da Ribeira;679,2;;;
11E040126: União das freguesias de Pombal e Vales;798,3;;;
11E040118: Vilar Chão;806,1;;;
11E040119: Vilarelhos;1399,9;;;
11E040120: Vilares de Vilariça;675;;;
11E0402: Bragança;961,2;;;
11E040201: Alfaião;1157,4;;;
11E040203: Babe;664,8;;;
11E040204: Baçal;703,1;;;
11E040206: Carragosa;1296,3;;;
11E040209: Castro de Avelãs;1030,5;;;
11E040210: Coelhoso;1104;;;
11E040212: Donai;1011,5;;;
11E040213: Espinhosela;1289;;;
11E040215: França;806,3;;;
11E040216: Gimonde;1037,1;;;
11E040217: Gondesende;1214,8;;;
11E040218: Gostei;950,6;;;
11E040219: Grijó de Parada;896;;;
11E040221: Macedo do Mato;621,2;;;
11E040224: Mós;797,2;;;
11E040225: Nogueira;1102,4;;;
11E040226: Outeiro;752,3;;;
11E040229: Parâmio;1130,2;;;
11E040230: Pinela;1132,3;;;
11E040232: Quintanilha;871,5;;;
11E040233: Quintela de Lampaças;758,3;;;
11E040234: Rabal;1248,1;;;
11E040236: Rebordãos;889,1;;;
11E040239: Salsas;1140;;;
11E040240: Samil;1198,4;;;
11E040241: Santa Comba de Rossas;962,8;;;
11E040244: São Pedro de Sarracenos;1010,2;;;
11E040246: Sendas;1000;;;
11E040247: Serapicos;1059;;;
11E040248: Sortes.;865,6;;;
11E040250: União das freguesias de Aveleda e Rio de Onor;1166,5;;;
11E040251: União das freguesias de Castrelos e Carrazedo;897,6;;;
11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;801;;;
11E040253: União das freguesias de Parada e Faílde;923,4;;;
11E040254: União das freguesias de Rebordainhos e Pombares;1042,5;;;
11E040255: União das freguesias de Rio Frio e Milhão;887,9;;;
11E040256: União das freguesias de São Julião de Palácios e Deilão;870,1;;;
11E040257: União das freguesias de Sé, Santa Maria e Meixedo;1163,4;;;
11E040249: Zoio;1094,8;;;
11E0405: Macedo de Cavaleiros;871,7;;;
11E040502: Amendoeira;941,9;;;
11E040503: Arcas;874,3;;;
11E040507: Carrapatas;715,7;;;
11E040509: Chacim;1093,7;;;
11E040510: Cortiços;960;;;
11E040511: Corujas;1210,7;;;
11E040514: Ferreira;928,8;;;
11E040515: Grijó;735,9;;;
11E040516: Lagoa;628,2;;;
11E040517: Lamalonga;789,7;;;
11E040518: Lamas;1350,4;;;
11E040519: Lombo;715,7;;;
11E040520: Macedo de Cavaleiros;1240,8;;;
11E040521: Morais;834,5;;;
11E040523: Olmos;1667,5;;;
11E040524: Peredo;1093,2;;;
11E040526: Salselas;513,5;;;
11E040528: Sezulfe;983,8;;;
11E040530: Talhas;625,2;;;
11E040539: União das freguesias de Ala e Vilarinho do Monte;994,8;;;
11E040540: União das freguesias de Bornes e Burga;1212,2;;;
11E040541: União das freguesias de Castelãos e Vilar do Monte;752,5;;;
11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;1156,9;;;
11E040543: União das freguesias de Podence e Santa Combinha;1047,7;;;
11E040544: União das freguesias de Talhinhas e Bagueixe;644,6;;;
11E040532: Vale Benfeito;728,3;;;
11E040533: Vale da Porca;866,1;;;
11E040534: Vale de Prados;707,4;;;
11E040536: Vilarinho de Agrochão;1096,9;;;
11E040538: Vinhas;829,3;;;
11E0406: Miranda do Douro;765,1;;;
11E040604: Duas Igrejas;849,4;;;
11E040605: Genísio;728,7;;;
11E040607: Malhadas;613,4;;;
11E040608: Miranda do Douro;726;;;
11E040609: Palaçoulo;584,8;;;
11E040611: Picote;879,6;;;
11E040612: Póvoa;673,2;;;
11E040613: São Martinho de Angueira;890,1;;;
11E040618: União das freguesias de Constantim e Cicouro;652,9;;;
11E040619: União das freguesias de Ifanes e Paradela;590,2;;;
11E040620: União das freguesias de Sendim e Atenor;1073,7;;;
11E040621: União das freguesias de Silva e Águas Vivas;876;;;
11E040616: Vila Chã de Braciosa;653,1;;;
11E0407: Mirandela;879,2;;;
11E040701: Abambres;747,9;;;
11E040702: Abreiro;1177,5;;;
11E040703: Aguieiras;923;;;
11E040704: Alvites;618,4;;;
11E040708: Bouça;584,5;;;
11E040709: Cabanelas;835,7;;;
11E040710: Caravelas;785,8;;;
11E040711: Carvalhais;876,7;;;
11E040712: Cedães;696,5;;;
11E040713: Cobro;618,9;;;
11E040714: Fradizela;601,1;;;
11E040716: Frechas;2060,5;;;
11E040718: Lamas de Orelhão;680,3;;;
11E040720: Mascarenhas;820,4;;;
11E040721: Mirandela;1275,4;;;
11E040722: Múrias;603,8;;;
11E040724: Paços;839,2;;;
11E040727: São Pedro Velho;1036,8;;;
11E040728: São Salvador;794,7;;;
11E040729: Suçães;1021,7;;;
11E040730: Torre de Dona Chama;962;;;
11E040738: União das freguesias de Avantos e Romeu;1065,6;;;
11E040739: União das Freguesias de Avidagos, Navalho e Pereira;921,2;;;
11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;726,1;;;
11E040741: União das freguesias de Franco e Vila Boa;692,6;;;
11E040742: União das freguesias de Freixeda e Vila Verde;749,5;;;
11E040731: Vale de Asnes;738,2;;;
11E040732: Vale de Gouvinhas;738,4;;;
11E040733: Vale de Salgueiro;1128,2;;;
11E040734: Vale de Telhas;859,8;;;
11E0408: Mogadouro;918,7;;;
11E040801: Azinhoso;927,3;;;
11E040802: Bemposta;837,3;;;
11E040803: Bruçó;952,3;;;
11E040804: Brunhoso;863,7;;;
11E040807: Castelo Branco;854,9;;;
11E040808: Castro Vicente;945,6;;;
11E040809: Meirinhos;1519,6;;;
11E040811: Paradela;713,9;;;
11E040812: Penas Roias;1160,2;;;
11E040813: Peredo da Bemposta;921;;;
11E040815: Saldanha;1347,1;;;
11E040817: São Martinho do Peso;898;;;
11E040819: Tó;853,1;;;
11E040820: Travanca;592,3;;;
11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;834,9;;;
11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;840,1;;;
11E040831: União das freguesias de Remondes e Soutelo;691,5;;;
11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;1001,5;;;
11E040821: Urrós;1020,7;;;
11E040822: Vale da Madre;996,4;;;
11E040826: Vila de Ala;781,5;;;
11E0410: Vila Flor;1449,4;;;
11E041002: Benlhevai;1924,8;;;
11E041005: Freixiel;1645,2;;;
11E041009: Roios;1189,1;;;
11E041010: Samões;1070;;;
11E041011: Sampaio;1528,7;;;
11E041012: Santa Comba de Vilariça;1703;;;
11E041013: Seixo de Manhoses;1056,2;;;
11E041014: Trindade;1334,1;;;
11E041020: União das freguesias de Assares e Lodões;1360,3;;;
11E041021: União das freguesias de Candoso e Carvalho de Egas;1907,2;;;
11E041022: União das freguesias de Valtorno e Mourão;1377,9;;;
11E041023: União das freguesias de Vila Flor e Nabo;1645,7;;;
11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;1247,4;;;
11E041015: Vale Frechoso;942,2;;;
11E0411: Vimioso;816,3;;;
11E041103: Argozelo;719,9;;;
11E041107: Carção;885,4;;;
11E041108: Matela;971,8;;;
11E041109: Pinelo;835,6;;;
11E041110: Santulhão;769,9;;;
11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;663,2;;;
11E041116: União das freguesias de Caçarelhos e Angueira;916,2;;;
11E041117: União das freguesias de Vale de Frades e Avelanoso;897,5;;;
11E041113: Vilar Seco;664,3;;;
11E041114: Vimioso;874,4;;;
11E0412: Vinhais;1047,1;;;
11E041201: Agrochão;1015,8;;;
11E041203: Candedo;1410,4;;;
11E041204: Celas;1024,2;;;
11E041206: Edral;940,4;;;
11E041207: Edrosa;1134,9;;;
11E041208: Ervedosa;893,7;;;
11E041215: Paçó;996,4;;;
11E041216: Penhas Juntas;1093,2;;;
11E041219: Rebordelo;1002,6;;;
11E041221: Santalha;1046;;;
11E041226: Tuizelo;982,2;;;
11E041236: União das freguesias de Curopos e Vale de Janeiro;1209,9;;;
11E041237: União das freguesias de Moimenta e Montouto;1093;;;
11E041238: União das freguesias de Nunes e Ousilhão;1137,5;;;
11E041239: União das freguesias de Quirás e Pinheiro Novo;887,4;;;
11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;1238;;;
11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;968,3;;;
11E041242: União das freguesias de Travanca e Santa Cruz;735,2;;;
11E041243: União das freguesias de Vilar de Lomba e São Jomil;1070,6;;;
11E041227: Vale das Fontes;1022,7;;;
11E041229: Vila Boa de Ousilhão;911;;;
11E041230: Vila Verde;1148,1;;;
11E041232: Vilar de Ossos;1173,5;;;
11E041233: Vilar de Peregrinos;1043;;;
11E041234: Vilar Seco de Lomba;1211,2;;;
11E041235: Vinhais;1087,7;;;
16: Centro;2820,8;;;
16B: Oeste;7821,5;;;
16B1001: Alcobaça;11579,3;;;
16B100102: Alfeizerão;6310,1;;;
16B100120: Aljubarrota;8358,2;;;
16B100104: Bárrio;4501,4;;;
16B100105: Benedita;13709,3;;;
16B100106: Cela;6764,7;;;
16B100108: Évora de Alcobaça;24782,1;;;
16B100109: Maiorga;5692;;;
16B100112: São Martinho do Porto;8022,5;;;
16B100114: Turquel;12487,2;;;
16B100121: União das freguesias de Alcobaça e Vestiaria;12302,1;;;
16B100122: União das freguesias de Coz, Alpedriz e Montes;7304,4;;;
16B100123: União das freguesias de Pataias e Martingança;7314,2;;;
16B100116: Vimeiro;9084,6;;;
16B1101: Alenquer;3012;;;
16B110106: Carnota;1901,6;;;
16B110107: Meca;1352,8;;;
16B110108: Olhalvo;1217;;;
16B110109: Ota;18723,7;;;
16B110117: União das freguesias de Abrigada e Cabanas de Torres;2936,3;;;
16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;2059;;;
16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);1748,8;;;
16B110120: União das freguesias de Carregado e Cadafais;2229,2;;;
16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;1747,6;;;
16B110113: Ventosa;2498;;;
16B110114: Vila Verde dos Francos;2086,4;;;
16B1102: Arruda dos Vinhos;1643,8;;;
16B110201: Arranhó;2363,4;;;
16B110202: Arruda dos Vinhos;1234,6;;;
16B110203: Cardosas;1390,3;;;
16B110204: São Tiago dos Velhos;3259,7;;;
16B1005: Bombarral;10885,4;;;
16B100502: Carvalhal;6243,6;;;
16B100505: Pó;17707,8;;;
16B100503: Roliça;18036,6;;;
16B100506: União das freguesias do Bombarral e Vale Covo;5264,2;;;
16B1104: Cadaval;6493,9;;;
16B110401: Alguber;17188,8;;;
16B110407: Peral;6030,8;;;
16B110412: União das freguesias de Lamas e Cercal;5540,3;;;
16B110413: União das freguesias de Painho e Figueiros;5494,7;;;
16B110411: União das freguesias do Cadaval e Pêro Moniz;5879,7;;;
16B110409: Vermelha;5234,4;;;
16B110410: Vilar;7046,8;;;
16B1006: Caldas da Rainha;8984;;;
16B100601: A dos Francos;8958;;;
16B100602: Alvorninha;10229,5;;;
16B100604: Carvalhal Benfeito;8737,6;;;
16B100606: Foz do Arelho;1424;;;
16B100607: Landal;28959,9;;;
16B100608: Nadadouro;1552,6;;;
16B100609: Salir de Matos;4731,6;;;
16B100611: Santa Catarina;5471,7;;;
16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;6726,1;;;
16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;10042;;;
16B100619: União das freguesias de Tornada e Salir do Porto;12436,9;;;
16B100615: Vidais;5991,5;;;
16B1108: Lourinhã;8019,9;;;
16B110803: Moita dos Ferreiros;7089,8;;;
16B110805: Reguengo Grande;8945,4;;;
16B110810: Ribamar;4913,4;;;
16B110806: Santa Bárbara;4288,9;;;
16B110812: União das freguesias de Lourinhã e Atalaia;8371,1;;;
16B110813: União das freguesias de Miragaia e Marteleira;9312,9;;;
16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;9803,8;;;
16B110808: Vimeiro;3917,2;;;
16B1011: Nazaré;6777,7;;;
16B101101: Famalicão;3883,2;;;
16B101102: Nazaré;7074,7;;;
16B101103: Valado dos Frades;9014,6;;;
16B1012: Óbidos;8117,6;;;
16B101201: A dos Negros;3798,9;;;
16B101202: Amoreira;12723,7;;;
16B101208: Gaeiras;6700,3;;;
16B101203: Olho Marinho;13741,5;;;
16B101210: Santa Maria, São Pedro e Sobral da Lagoa;8954,4;;;
16B101209: Usseira;6495,7;;;
16B101207: Vau;9236,3;;;
16B1014: Peniche;8168,2;;;
16B101402: Atouguia da Baleia;7975,5;;;
16B101406: Ferrel;9512,2;;;
16B101407: Peniche;619,4;;;
16B101405: Serra d'El-Rei;9427,4;;;
16B1112: Sobral de Monte Agraço;3280,8;;;
16B111201: Santo Quintino;4020,3;;;
16B111202: Sapataria;2903,1;;;
16B111203: Sobral de Monte Agraço;2396,9;;;
16B1113: Torres Vedras;11247,3;;;
16B111306: Freiria;3314,2;;;
16B111310: Ponte do Rol;13833,9;;;
16B111311: Ramalhal;54373,1;;;
16B111314: São Pedro da Cadeira;3249,1;;;
16B111316: Silveira;14864,3;;;
16B111317: Turcifal;4568,4;;;
16B111321: União das freguesias de A dos Cunhados e Maceira;39154,8;;;
16B111322: União das freguesias de Campelos e Outeiro da Cabeça;39053,2;;;
16B111323: União das freguesias de Carvoeira e Carmões;3022,4;;;
16B111324: União das freguesias de Dois Portos e Runa;5132,5;;;
16B111325: União das freguesias de Maxial e Monte Redondo;2360,7;;;
16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;2652,3;;;
16B111318: Ventosa;2656,9;;;
16D: Região de Aveiro;5735,8;;;
16D0101: Águeda;7848,4;;;
16D010103: Aguada de Cima;10375,5;;;
16D010109: Fermentelos;4781,3;;;
16D010112: Macinhata do Vouga;5781,4;;;
16D010121: União das freguesias de Águeda e Borralha;3208,3;;;
16D010122: União das freguesias de Barrô e Aguada de Baixo;2898,1;;;
16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;31575;;;
16D010124: União das freguesias de Recardães e Espinhel;4113,8;;;
16D010125: União das freguesias de Travassô e Óis da Ribeira;3076,1;;;
16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;4462,2;;;
16D010127: União das freguesias do Préstimo e Macieira de Alcoba;13997;;;
16D010119: Valongo do Vouga;6854;;;
16D0102: Albergaria-a-Velha;5791,2;;;
16D010209: Albergaria-a-Velha e Valmaior;10717,6;;;
16D010202: Alquerubim;5769,5;;;
16D010203: Angeja;3019,4;;;
16D010204: Branca;5441,1;;;
16D010206: Ribeira de Fráguas;110590,1;;;
16D010210: São João de Loure e Frossos;3812,7;;;
16D0103: Anadia;2969,1;;;
16D010304: Avelãs de Caminho;3423,1;;;
16D010305: Avelãs de Cima;5026,9;;;
16D010307: Moita;1773;;;
16D010309: Sangalhos;1623,2;;;
16D010310: São Lourenço do Bairro;2624,9;;;
16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;2663,4;;;
16D010317: União das freguesias de Arcos e Mogofores;1933,9;;;
16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;2348,7;;;
16D010312: Vila Nova de Monsarros;2198,2;;;
16D010313: Vilarinho do Bairro;4518,5;;;
16D0105: Aveiro;3957,2;;;
16D010501: Aradas;4175,7;;;
16D010502: Cacia;1772,9;;;
16D010515: Eixo e Eirol;2131,9;;;
16D010505: Esgueira;2577,8;;;
16D010508: Oliveirinha;5895;;;
16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;4454,1;;;
16D010513: Santa Joana;5026,4;;;
16D010510: São Bernardo;7698,6;;;
16D010511: São Jacinto;4665,5;;;
16D010517: União das freguesias de Glória e Vera Cruz;6181,1;;;
16D0108: Estarreja;5192,4;;;
16D010801: Avanca;10476,2;;;
16D010805: Pardilhó;4172,7;;;
16D010806: Salreu;4779,1;;;
16D010808: União das freguesias de Beduído e Veiros;4124,6;;;
16D010809: União das freguesias de Canelas e Fermelã;2888,4;;;
16D0110: Ílhavo;7399,2;;;
16D011005: Gafanha da Encarnação;2518,7;;;
16D011006: Gafanha da Nazaré;12898,6;;;
16D011007: Gafanha do Carmo;5585,4;;;
16D011008: Ílhavo (São Salvador);7233,6;;;
16D0112: Murtosa;6650,6;;;
16D011201: Bunheiro;8189,1;;;
16D011202: Monte;2706;;;
16D011203: Murtosa;4126,7;;;
16D011204: Torreira;4151,5;;;
16D0114: Oliveira do Bairro;3490,2;;;
16D011403: Oiã;4987,4;;;
16D011404: Oliveira do Bairro;1918,7;;;
16D011405: Palhaça;2270,5;;;
16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;4170,5;;;
16D0115: Ovar;8227,3;;;
16D011502: Cortegaça;1654,4;;;
16D011503: Esmoriz;5371,5;;;
16D011504: Maceda;3057,7;;;
16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;8926,8;;;
16D011507: Válega;7432,4;;;
16D0117: Sever do Vouga;25513,8;;;
16D011702: Couto de Esteves;11297,2;;;
16D011704: Pessegueiro do Vouga;88702,4;;;
16D011705: Rocas do Vouga;19236,6;;;
16D011706: Sever do Vouga;25554,6;;;
16D011708: Talhadas;38165,6;;;
16D011710: União das freguesias de Cedrim e Paradela;16940,6;;;
16D011711: União das freguesias de Silva Escura e Dornelas;25333,1;;;
16D0118: Vagos;4394,9;;;
16D011801: Calvão;6236,4;;;
16D011804: Gafanha da Boa Hora;3672,1;;;
16D011805: Ouca;4963,7;;;
16D011810: Santo André de Vagos;2793;;;
16D011807: Sosa;2085,7;;;
16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;4358,6;;;
16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;2930,2;;;
16D011814: União das freguesias de Vagos e Santo António;6624,3;;;
16E: Região de Coimbra;4028,1;;;
16E0601: Arganil;5044,3;;;
16E060102: Arganil;2632,8;;;
16E060104: Benfeita;296;;;
16E060105: Celavisa;1500,4;;;
16E060109: Folques;1004,4;;;
16E060111: Piódão;2965,8;;;
16E060112: Pomares;2570,9;;;
16E060113: Pombeiro da Beira;2232,1;;;
16E060114: São Martinho da Cortiça;2155,8;;;
16E060115: Sarzedo;1671,1;;;
16E060116: Secarias;3556,7;;;
16E060119: União das freguesias de Cepos e Teixeira;1695,5;;;
16E060120: União das freguesias de Cerdeira e Moura da Serra;3503;;;
16E060121: União das freguesias de Côja e Barril de Alva;23006,9;;;
16E060122: União das freguesias de Vila Cova de Alva e Anseriz;6671,8;;;
16E0602: Cantanhede;3484,8;;;
16E060201: Ançã;3535,8;;;
16E060203: Cadima;3087,2;;;
16E060205: Cordinhã;2932,6;;;
16E060207: Febres;2371,6;;;
16E060208: Murtede;2755,2;;;
16E060209: Ourentã;2303;;;
16E060218: Sanguinheira;6210,8;;;
16E060215: São Caetano;5194,8;;;
16E060214: Tocha;4941,5;;;
16E060220: União das freguesias de Cantanhede e Pocariça;3516,1;;;
16E060221: União das freguesias de Covões e Camarneira;3452,4;;;
16E060222: União das freguesias de Portunhos e Outil;1459,2;;;
16E060223: União das freguesias de Sepins e Bolho;3974,9;;;
16E060224: União das freguesias de Vilamar e Corticeiro de Cima;15803,1;;;
16E0603: Coimbra;3737;;;
16E060301: Almalaguês;1818;;;
16E060309: Brasfemes;3161,7;;;
16E060311: Ceira;18642,8;;;
16E060312: Cernache;2051,1;;;
16E060318: Santo António dos Olivais;8133,7;;;
16E060320: São João do Campo;5029,8;;;
