
Statistical table extracted on October 11, 2022 (22:40:03)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;11B1712: Valpaços;16625;7844;7962;714;105;
;11B171201: Água Revés e Crasto;548;231;281;29;7;
;11B171203: Algeriz;747;274;428;43;2;
;11B171205: Bouçoães;724;425;278;20;1;
;11B171206: Canaveses;426;246;168;10;2;
;11B171232: Carrazedo de Montenegro e Curros;1607;761;745;97;4;
;11B171209: Ervões;926;443;441;37;5;
;11B171211: Fornos do Pinhal;352;199;137;14;2;
;11B171212: Friões;957;508;422;23;4;
;11B171233: Lebução, Fiães e Nozelos;733;335;364;33;1;
;11B171215: Padrela e Tazem;504;262;234;8;- -;
;11B171216: Possacos;449;190;232;25;2;
;11B171217: Rio Torto;532;251;239;32;10;
;11B171219: Santa Maria de Emeres;556;269;269;14;4;
;11B171220: Santa Valha;613;264;332;10;7;
;11B171221: Santiago da Ribeira de Alhariz;1014;554;442;18;- -;
;11B171222: São João da Corveira;802;375;411;16;- -;
;11B171223: São Pedro de Veiga de Lila;427;222;196;7;2;
;11B171224: Serapicos;295;169;116;7;3;
;11B171234: Sonim e Barreiros;501;251;234;16;- -;
;11B171235: Tinhela e Alvarelhos;571;314;248;9;- -;
;11B171227: Vales;389;185;195;8;1;
;11B171236: Valpaços e Sanfins;1230;468;638;110;14;
;11B171229: Vassal;522;188;282;42;10;
;11B171230: Veiga de Lila;345;141;171;22;11;
;11B171231: Vilarandelo;855;319;459;64;13;
;11B1713: Vila Pouca de Aguiar;8895;4620;3920;324;31;
;11B171302: Alfarela de Jales;462;231;228;2;1;
;11B171319: Alvão;700;468;230;2;- -;
;11B171303: Bornes de Aguiar;979;428;492;54;5;
;11B171304: Bragado;549;296;232;18;3;
;11B171305: Capeludos;521;247;244;28;2;
;11B171317: Sabroso de Aguiar;- -;- -;- -;- -;- -;
;11B171310: Soutelo de Aguiar;836;420;389;26;1;
;11B171311: Telões;1161;531;564;62;4;
;11B171312: Tresminas;608;296;306;6;- -;
;11B171320: União das freguesias de Pensalvos e Parada de Monteiros;434;265;153;16;- -;
;11B171313: Valoura;451;230;203;12;6;
;11B171314: Vila Pouca de Aguiar;645;267;344;33;1;
;11B171315: Vreia de Bornes;772;357;363;44;8;
;11B171316: Vreia de Jales;777;584;172;21;- -;
;11C: Tâmega e Sousa;111530;51794;55342;3570;824;
;11C1301: Amarante;15246;7102;7591;443;110;
;11C130103: Ansiães;351;195;148;8;- -;
;11C130107: Candemil;457;248;196;10;3;
;11C130112: Fregim;743;218;512;10;3;
;11C130115: Fridão;208;93;105;8;2;
;11C130117: Gondar;592;302;263;22;5;
;11C130134: Gouveia (São Simão);447;227;211;9;- -;
;11C130118: Jazente;246;123;115;8;- -;
;11C130119: Lomba;245;89;142;11;3;
;11C130120: Louredo;192;89;97;6;- -;
;11C130121: Lufrei;464;222;227;12;3;
;11C130123: Mancelos;983;456;517;7;3;
;11C130126: Padronelo;153;65;85;2;1;
;11C130128: Rebordelo;179;85;91;3;- -;
;11C130129: Salvador do Monte;456;189;248;18;1;
;11C130135: Telões;1324;644;644;27;9;
;11C130136: Travanca;620;295;283;34;8;
;11C130141: União das freguesias de Aboadela, Sanche e Várzea;730;365;334;26;5;
;11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;1311;498;759;45;9;
;11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;791;544;234;9;4;
;11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);828;382;407;26;13;
;11C130145: União das freguesias de Freixo de Cima e de Baixo;797;358;416;15;8;
;11C130146: União das freguesias de Olo e Canadelo;303;159;121;21;2;
;11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;958;393;541;19;5;
;11C130138: Vila Caiz;624;273;335;15;1;
;11C130139: Vila Chã do Marão;468;250;198;18;2;
;11C130147: Vila Meã;776;340;362;54;20;
;11C1302: Baião;10899;5639;4822;342;96;
;11C130204: Frende;219;94;97;28;- -;
;11C130205: Gestaçô;1118;631;431;43;13;
;11C130206: Gove;750;372;345;23;10;
;11C130207: Grilo;321;174;141;6;- -;
;11C130208: Loivos do Monte;327;209;110;6;2;
;11C130215: Santa Marinha do Zêzere;1119;522;521;59;17;
;11C130221: União das freguesias de Ancede e Ribadouro;1125;553;503;50;19;
;11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;643;367;253;12;11;
;11C130223: União das freguesias de Campelo e Ovil;1576;784;747;42;3;
;11C130224: União das freguesias de Loivos da Ribeira e Tresouras;360;163;173;19;5;
;11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;1254;590;620;38;6;
;11C130226: União das freguesias de Teixeira e Teixeiró;1038;556;467;6;9;
;11C130219: Valadares;592;326;262;3;1;
;11C130220: Viariz;457;298;152;7;- -;
;11C0106: Castelo de Paiva;4896;1908;2813;125;50;
;11C010602: Fornos;453;191;246;15;1;
;11C010606: Real;865;408;441;12;4;
;11C010607: Santa Maria de Sardoura;919;256;611;35;17;
;11C010608: São Martinho de Sardoura;452;193;244;12;3;
;11C010610: União das freguesias de Raiva, Pedorido e Paraíso;970;366;578;22;4;
;11C010611: União das freguesias de Sobrado e Bairros;1237;494;693;29;21;
;11C0305: Celorico de Basto;11235;5447;5395;344;49;
;11C030501: Agilde;572;221;334;15;2;
;11C030502: Arnóia;1207;477;663;55;12;
;11C030520: Basto (São Clemente);645;334;307;4;- -;
;11C030503: Borba de Montanha;770;372;381;17;- -;
;11C030508: Codeçoso;267;128;125;8;6;
;11C030510: Fervença;633;333;288;12;- -;
;11C030515: Moreira do Castelo;446;205;239;2;- -;
;11C030517: Rego;767;378;354;35;- -;
;11C030518: Ribas;809;397;410;2;- -;
;11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;1317;652;576;78;11;
;11C030524: União das freguesias de Caçarilhe e Infesta;749;380;353;15;1;
;11C030525: União das freguesias de Canedo de Basto e Corgo;767;413;319;30;5;
;11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);747;412;322;12;1;
;11C030527: União das freguesias de Veade, Gagos e Molares;943;420;467;49;7;
;11C030521: Vale de Bouro;596;325;257;10;4;
;11C1804: Cinfães;11503;5882;5281;288;52;
;11C180403: Cinfães;1380;692;619;65;4;
;11C180404: Espadanedo;516;230;277;7;2;
;11C180405: Ferreiros de Tendais;539;303;227;8;1;
;11C180406: Fornelos;573;238;318;15;2;
;11C180408: Moimenta;292;177;103;9;3;
;11C180409: Nespereira;1247;689;539;16;3;
;11C180410: Oliveira do Douro;771;402;321;37;11;
;11C180412: Santiago de Piães;1251;680;559;12;- -;
;11C180413: São Cristóvão de Nogueira;1072;559;462;44;7;
;11C180414: Souselo;1067;504;534;23;6;
;11C180415: Tarouquela;570;273;284;12;1;
;11C180416: Tendais;875;472;387;11;5;
;11C180417: Travanca;627;233;366;23;5;
;11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;723;430;285;6;2;
;11C1303: Felgueiras;9291;4242;4708;275;66;
;11C130301: Aião;204;98;105;1;- -;
;11C130302: Airães;404;179;212;10;3;
;11C130305: Friande;350;161;187;2;- -;
;11C130306: Idães;487;206;257;20;4;
;11C130307: Jugueiros;447;211;233;2;1;
;11C130313: Penacova;268;124;142;- -;2;
;11C130314: Pinheiro;220;83;128;8;1;
;11C130315: Pombeiro de Ribavizela;336;157;168;9;2;
;11C130317: Refontoura;333;155;166;11;1;
;11C130318: Regilde;218;114;104;- -;- -;
;11C130319: Revinhade;133;79;44;10;- -;
;11C130324: Sendim;440;207;229;2;2;
;11C130334: União das freguesias de Macieira da Lixa e Caramos;747;286;405;46;10;
;11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;1507;664;783;45;15;
;11C130336: União das freguesias de Pedreira, Rande e Sernande;629;298;294;34;3;
;11C130337: União das freguesias de Torrados e Sousa;469;259;204;3;3;
;11C130338: União das freguesias de Unhão e Lordelo;376;168;192;14;2;
;11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;1024;453;520;42;9;
;11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);309;143;158;2;6;
;11C130341: União das freguesias de Vila Verde e Santão;390;197;177;14;2;
;11C1305: Lousada;6294;2480;3474;270;70;
;11C130502: Aveleda;180;103;68;6;3;
;11C130504: Caíde de Rei;309;107;187;12;3;
;11C130510: Lodares;229;89;122;16;2;
;11C130512: Macieira;184;76;102;3;3;
;11C130513: Meinedo;628;198;366;56;8;
;11C130515: Nevogilde;410;178;221;11;- -;
;11C130524: Sousela;358;167;176;9;6;
;11C130525: Torno;304;127;158;14;5;
;11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);374;123;240;9;2;
;11C130528: União das freguesias de Cristelos, Boim e Ordem;701;287;389;18;7;
;11C130529: União das freguesias de Figueiras e Covas;415;184;221;7;3;
;11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);811;267;518;23;3;
;11C130531: União das freguesias de Nespereira e Casais;414;181;204;27;2;
;11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;732;296;375;47;14;
;11C130526: Vilar do Torno e Alentém;245;97;127;12;9;
;11C1307: Marco de Canaveses;13065;5927;6591;459;88;
;11C130732: Alpendorada, Várzea e Torrão;1352;565;722;62;3;
;11C130733: Avessadas e Rosém;523;282;230;7;4;
;11C130704: Banho e Carvalhosa;342;162;167;10;3;
;11C130734: Bem Viver;731;334;370;21;6;
;11C130705: Constance;417;179;214;17;7;
;11C130736: Marco;787;353;377;40;17;
;11C130737: Paredes de Viadores e Manhuncelos;723;295;397;28;3;
;11C130738: Penha Longa e Paços de Gaiolo;1243;541;692;7;3;
;11C130739: Sande e São Lourenço do Douro;927;491;415;12;9;
;11C130735: Santo Isidoro e Livração;319;111;168;33;7;
;11C130722: Soalhães;1242;556;646;35;5;
;11C130723: Sobretâmega;249;105;133;11;- -;
;11C130724: Tabuado;532;223;267;37;5;
;11C130740: Várzea, Aliviada e Folhada;1306;578;675;49;4;
;11C130741: Vila Boa de Quires e Maureles;1447;704;669;66;8;
;11C130730: Vila Boa do Bispo;925;448;449;24;4;
;11C1309: Paços de Ferreira;5424;2043;3075;237;69;
;11C130902: Carvalhosa;617;260;340;15;2;
;11C130904: Eiriz;310;114;191;5;- -;
;11C130905: Ferreira;922;350;547;21;4;
;11C130906: Figueiró;260;92;144;15;9;
;11C130917: Frazão Arreigada;485;184;252;33;16;
;11C130908: Freamunde;405;135;231;24;15;
;11C130910: Meixomil;353;128;202;20;3;
;11C130918: Paços de Ferreira;473;149;287;30;7;
;11C130913: Penamaior;400;155;210;32;3;
;11C130914: Raimonda;252;115;123;9;5;
;11C130919: Sanfins Lamoso Codessos;663;258;381;20;4;
;11C130916: Seroa;284;103;167;13;1;
;11C1311: Penafiel;15621;6597;8399;518;107;
;11C131101: Abragão;875;466;396;11;2;
;11C131102: Boelhe;533;243;275;10;5;
;11C131103: Bustelo;596;217;326;40;13;
;11C131104: Cabeça Santa;322;134;184;3;1;
;11C131105: Canelas;410;184;219;7;- -;
;11C131106: Capela;411;157;247;7;- -;
;11C131107: Castelões;322;132;181;8;1;
;11C131108: Croca;515;258;233;23;1;
;11C131109: Duas Igrejas;685;308;355;19;3;
;11C131110: Eja;180;70;95;10;5;
;11C131112: Fonte Arcada;387;134;221;26;6;
;11C131113: Galegos;641;245;343;47;6;
;11C131141: Guilhufe e Urrô;657;251;381;22;3;
;11C131115: Irivo;578;213;341;16;8;
;11C131142: Lagares e Figueira;812;305;489;17;1;
;11C131140: Luzim e Vila Cova;730;367;347;14;2;
;11C131121: Oldrões;387;139;213;34;1;
;11C131122: Paço de Sousa;612;253;336;15;8;
;11C131139: Penafiel;2032;868;1076;68;20;
;11C131125: Perozelo;376;157;217;2;- -;
;11C131128: Rans;460;175;275;9;1;
;11C131132: Recezinhos (São Mamede);372;173;183;15;1;
;11C131133: Recezinhos (São Martinho);733;258;412;53;10;
;11C131129: Rio de Moinhos;549;285;252;11;1;
;11C131138: Rio Mau;205;64;136;4;1;
;11C131134: Sebolido;52;21;31;- -;- -;
;11C131143: Termas de São Vicente;790;376;394;15;5;
;11C131136: Valpedre;399;144;241;12;2;
;11C1813: Resende;8056;4527;3193;269;67;
;11C181302: Barrô;740;395;258;74;13;
;11C181303: Cárquere;571;333;233;4;1;
;11C181310: Paus;664;419;225;12;8;
;11C181311: Resende;1289;639;555;81;14;
;11C181312: São Cipriano;681;402;268;10;1;
;11C181313: São João de Fontoura;624;366;237;11;10;
;11C181314: São Martinho de Mouros;1061;552;497;7;5;
;11C181316: União das freguesias de Anreade e São Romão de Aregos;909;517;351;27;14;
;11C181317: União das freguesias de Felgueiras e Feirão;371;206;148;17;- -;
;11C181318: União das freguesias de Freigil e Miomães;582;332;229;20;1;
;11C181319: União das freguesias de Ovadas e Panchorra;564;366;192;6;- -;
;11D: Douro;119506;47946;59796;9961;1803;
;11D1701: Alijó;10844;3897;5757;1035;155;
;11D170101: Alijó;1243;341;692;196;14;
;11D170107: Favaios;869;233;493;116;27;
;11D170108: Pegarinhos;531;241;247;39;4;
;11D170109: Pinhão;70;1;31;33;5;
;11D170112: Sanfins do Douro;1636;552;908;144;32;
;11D170113: Santa Eugénia;452;156;239;42;15;
;11D170114: São Mamede de Ribatua;905;268;498;122;17;
;11D170120: União das freguesias de Carlão e Amieiro;1196;401;693;100;2;
;11D170121: União das freguesias de Castedo e Cotas;666;218;389;46;13;
;11D170122: União das freguesias de Pópulo e Ribalonga;517;300;200;17;- -;
;11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;499;227;237;29;6;
;11D170116: Vila Chã;548;276;263;8;1;
;11D170117: Vila Verde;631;293;297;41;- -;
;11D170118: Vilar de Maçada;1081;390;570;102;19;
;11D1801: Armamar;5907;2601;2788;421;97;
;11D180101: Aldeias;343;134;142;56;11;
;11D180120: Armamar;735;313;368;41;13;
;11D180104: Cimbres;288;136;137;14;1;
;11D180106: Folgosa;306;103;152;49;2;
;11D180107: Fontelo;574;341;197;29;7;
;11D180109: Queimada;349;145;169;21;14;
;11D180110: Queimadela;338;134;173;30;1;
;11D180111: Santa Cruz;129;64;52;12;1;
;11D180114: São Cosmado;706;326;316;50;14;
;11D180115: São Martinho das Chãs;564;247;279;36;2;
;11D180121: União das freguesias de Aricera e Goujoim;323;158;151;13;1;
;11D180122: União das freguesias de São Romão e Santiago;456;224;192;28;12;
;11D180123: União das freguesias de Vila Seca e Santo Adrião;512;187;280;29;16;
;11D180118: Vacalar;284;89;180;13;2;
;11D0403: Carrazeda de Ansiães;6245;2297;3455;377;116;
;11D040304: Carrazeda de Ansiães;344;135;185;17;7;
;11D040306: Fonte Longa;362;178;151;26;7;
;11D040308: Linhares;572;273;261;31;7;
;11D040309: Marzagão;355;151;181;19;4;
;11D040311: Parambos;307;129;137;32;9;
;11D040312: Pereiros;302;128;153;14;7;
;11D040313: Pinhal do Norte;387;183;190;13;1;
;11D040314: Pombal;460;195;238;23;4;
;11D040316: Seixo de Ansiães;453;24;338;71;20;
;11D040320: União das freguesias de Amedo e Zedes;426;181;222;17;6;
;11D040321: União das freguesias de Belver e Mogo de Malta;305;80;199;25;1;
;11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;716;213;441;32;30;
;11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;661;130;482;41;8;
;11D040318: Vilarinho da Castanheira;595;297;277;16;5;
;11D0404: Freixo de Espada à Cinta;3096;1320;1388;303;85;
;11D040404: Ligares;536;248;228;45;15;
;11D040406: Poiares;446;206;192;38;10;
;11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;1241;433;605;157;46;
;11D040408: União das freguesias de Lagoaça e Fornos;873;433;363;63;14;
;11D1805: Lamego;10107;3846;5203;853;205;
;11D180502: Avões;133;62;67;4;- -;
;11D180504: Britiande;479;181;238;49;11;
;11D180505: Cambres;1044;280;543;158;63;
;11D180507: Ferreirim;630;264;311;47;8;
;11D180508: Ferreiros de Avões;234;78;122;27;7;
;11D180509: Figueira;507;219;254;32;2;
;11D180510: Lalim;432;189;223;20;- -;
;11D180525: Lamego (Almacave e Sé);1124;355;581;156;32;
;11D180511: Lazarim;416;230;177;9;- -;
;11D180516: Penajóia;1043;375;551;99;18;
;11D180517: Penude;1049;445;557;46;1;
;11D180519: Samodães;168;51;82;23;12;
;11D180520: Sande;376;135;214;14;13;
;11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;492;198;262;32;- -;
;11D180527: União das freguesias de Cepões, Meijinhos e Melcões;700;292;370;25;13;
;11D180528: União das freguesias de Parada do Bispo e Valdigem;561;194;285;61;21;
;11D180523: Várzea de Abrunhais;295;133;136;24;2;
;11D180524: Vila Nova de Souto d'El-Rei;424;165;230;27;2;
;11D1704: Mesão Frio;2638;1058;1219;296;65;
;11D170401: Barqueiros;343;231;83;27;2;
;11D170402: Cidadelhe;157;58;67;30;2;
;11D170408: Mesão Frio (Santo André);914;314;431;135;34;
;11D170403: Oliveira;322;151;153;10;8;
;11D170407: Vila Marim;902;304;485;94;19;
;11D1807: Moimenta da Beira;6276;2792;3075;367;42;
;11D180702: Alvite;830;355;435;34;6;
;11D180703: Arcozelos;392;141;193;51;7;
;11D180705: Baldos;189;82;92;14;1;
;11D180706: Cabaços;353;236;114;2;1;
;11D180707: Caria;515;322;186;7;- -;
;11D180708: Castelo;106;40;61;2;3;
;11D180709: Leomil;580;262;284;29;5;
;11D180710: Moimenta da Beira;465;149;265;49;2;
;11D180713: Passô;319;161;151;6;1;
;11D180716: Vila da Rua;527;172;289;62;4;
;11D180717: Sarzedo;146;58;75;9;4;
;11D180719: Sever;452;206;232;13;1;
;11D180721: União das freguesias de Paradinha e Nagosa;201;74;109;17;1;
;11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;490;189;266;31;4;
;11D180723: União das freguesias de Peva e Segões;476;241;213;22;- -;
;11D180720: Vilar;235;104;110;19;2;
;11D1707: Murça;5388;2226;2814;294;54;
;11D170701: Candedo;1502;517;898;72;15;
;11D170703: Fiolhoso;469;258;193;18;- -;
;11D170704: Jou;983;467;496;18;2;
;11D170705: Murça;531;147;294;69;21;
;11D170710: União das freguesias de Carva e Vilares;406;191;206;9;- -;
;11D170711: União das freguesias de Noura e Palheiros;1088;432;541;100;15;
;11D170708: Valongo de Milhais;409;214;186;8;1;
;11D1812: Penedono;2405;1185;1068;128;24;
;11D181202: Beselga;342;136;171;32;3;
;11D181203: Castainço;124;65;52;5;2;
;11D181207: Penela da Beira;230;89;131;7;3;
;11D181208: Póvoa de Penela;396;173;198;21;4;
;11D181209: Souto;265;129;125;9;2;
;11D181210: União das freguesias de Antas e Ourozinho;397;221;148;27;1;
;11D181211: União das freguesias de Penedono e Granja;651;372;243;27;9;
;11D1708: Peso da Régua;5954;2118;3064;654;118;
;11D170802: Fontelas;331;71;193;59;8;
;11D170805: Loureiro;667;184;394;69;20;
;11D170809: Sedielos;726;382;283;57;4;
;11D170813: União das freguesias de Galafura e Covelinhas;973;377;517;63;16;
;11D170814: União das freguesias de Moura Morta e Vinhós;796;325;429;42;- -;
;11D170815: União das freguesias de Peso da Régua e Godim;798;174;433;168;23;
;11D170816: União das freguesias de Poiares e Canelas;1092;431;505;123;33;
;11D170810: Vilarinho dos Freires;571;174;310;73;14;
;11D1710: Sabrosa;5115;2046;2481;468;120;
;11D171001: Celeirós;184;44;90;40;10;
;11D171002: Covas do Douro;559;229;260;50;20;
;11D171004: Gouvinhas;298;132;143;14;9;
;11D171007: Paços;558;241;246;56;15;
;11D171005: Parada de Pinhão;340;142;175;19;4;
;11D171009: Sabrosa;462;88;268;92;14;
;11D171011: São Lourenço de Ribapinhão;333;160;141;30;2;
;11D171013: Souto Maior;415;199;196;19;1;
;11D171014: Torre do Pinhão;287;141;141;5;- -;
;11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;548;195;270;61;22;
;11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;904;395;447;49;13;
;11D171015: Vilarinho de São Romão;227;80;104;33;10;
;11D1711: Santa Marta de Penaguião;5319;1423;3088;708;100;
;11D171101: Alvações do Corgo;389;115;219;48;7;
;11D171102: Cumieira;916;173;591;125;27;
;11D171103: Fontes;781;273;430;72;6;
;11D171106: Medrões;488;88;321;65;14;
;11D171110: Sever;655;224;350;74;7;
;11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;1348;324;741;252;31;
;11D171112: União das freguesias de Louredo e Fornelos;742;226;436;72;8;
;11D1815: São João da Pesqueira;8022;3001;4077;766;178;
;11D181501: Castanheiro do Sul;644;187;387;49;21;
;11D181502: Ervedosa do Douro;1113;416;503;168;26;
;11D181504: Nagozelo do Douro;457;154;271;27;5;
;11D181505: Paredes da Beira;650;292;315;31;12;
;11D181507: Riodades;459;211;216;25;7;
;11D181509: Soutelo do Douro;580;183;342;44;11;
;11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;1293;435;660;153;45;
;11D181516: União das freguesias de Trevões e Espinhosa;1024;385;529;77;33;
;11D181517: União das freguesias de Vilarouco e Pereiros;654;291;277;79;7;
;11D181511: Vale de Figueira;867;322;448;91;6;
;11D181512: Valongo dos Azeites;281;125;129;22;5;
;11D1818: Sernancelhe;4712;2072;2378;231;31;
;11D181801: Arnas;259;109;143;5;2;
;11D181802: Carregal;617;297;295;18;7;
;11D181803: Chosendo;208;127;75;6;- -;
;11D181804: Cunha;284;125;143;13;3;
;11D181806: Faia;104;30;66;7;1;
;11D181810: Granjal;207;101;101;5;- -;
;11D181811: Lamosa;220;90;125;5;- -;
;11D181814: Quintela;309;170;136;3;- -;
;11D181818: União das freguesias de Ferreirim e Macieira;591;281;282;25;3;
;11D181819: União das freguesias de Fonte Arcada e Escurquela;391;180;178;32;1;
;11D181820: União das freguesias de Penso e Freixinho;375;150;187;31;7;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;864;307;479;72;6;
;11D181817: Vila da Ponte;283;105;168;9;1;
;11D1819: Tabuaço;4513;1972;2161;328;52;
;11D181901: Adorigo;349;161;150;33;5;
;11D181902: Arcos;191;117;68;6;- -;
;11D181904: Chavães;351;202;148;1;- -;
;11D181905: Desejosa;172;88;74;8;2;
;11D181906: Granja do Tedo;222;59;145;13;5;
;11D181908: Longa;239;148;85;6;- -;
;11D181913: Sendim;644;290;310;36;8;
;11D181914: Tabuaço;526;138;322;60;6;
;11D181918: União das freguesias de Barcos e Santa Leocádia;469;200;202;57;10;
;11D181919: União das freguesias de Paradela e Granjinha;237;136;88;9;4;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;344;139;189;15;1;
;11D181921: União das freguesias de Távora e Pereiro;477;179;250;43;5;
;11D181917: Valença do Douro;292;115;130;41;6;
;11D1820: Tarouca;4542;1964;2357;204;17;
;11D182004: Mondim da Beira;387;107;258;21;1;
;11D182005: Salzedas;800;276;490;30;4;
;11D182006: São João de Tarouca;586;242;331;12;1;
;11D182011: União das freguesias de Gouviães e Ucanha;530;257;231;39;3;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;504;244;219;41;- -;
;11D182013: União das freguesias de Tarouca e Dálvares;1309;570;673;58;8;
;11D182009: Várzea da Serra;426;268;155;3;- -;
;11D0409: Torre de Moncorvo;6396;2899;2823;585;89;
;11D040901: Açoreira;488;194;250;40;4;
;11D040903: Cabeça Boa;408;221;145;42;- -;
;11D040905: Carviçais;658;325;283;41;9;
;11D040906: Castedo;302;151;135;16;- -;
;11D040909: Horta da Vilariça;439;179;168;82;10;
;11D040910: Larinho;319;151;136;22;10;
;11D040911: Lousa;678;335;294;38;11;
;11D040913: Mós;327;150;133;43;1;
;11D040916: Torre de Moncorvo;153;42;83;18;10;
;11D040918: União das freguesias de Adeganha e Cardanha;727;353;325;44;5;
;11D040919: União das freguesias de Felgar e Souto da Velha;463;188;204;61;10;
;11D040920: União das freguesias de Felgueiras e Maçores;729;343;305;71;10;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;705;267;362;67;9;
;11D0914: Vila Nova de Foz Côa;6538;2560;3123;725;130;
;11D091401: Almendra;472;218;199;45;10;
;11D091402: Castelo Melhor;549;165;290;91;3;
;11D091403: Cedovim;446;150;251;36;9;
;11D091404: Chãs;414;159;186;62;7;
;11D091405: Custóias;453;200;213;36;4;
;11D091418: Freixo de Numão;657;227;348;72;10;
;11D091407: Horta;211;98;87;20;6;
;11D091410: Muxagata;284;132;101;47;4;
;11D091411: Numão;358;103;238;14;3;
;11D091412: Santa Comba;310;188;91;24;7;
;11D091414: Sebadelhe;374;139;186;46;3;
;11D091415: Seixas;462;164;273;15;10;
;11D091416: Touça;217;78;104;26;9;
;11D091419: Vila Nova de Foz Côa;1331;539;556;191;45;
;11D1714: Vila Real;15489;6669;7477;1218;125;
;11D171401: Abaças;898;455;362;75;6;
;11D171403: Andrães;1011;507;444;59;1;
;11D171404: Arroios;200;66;104;27;3;
;11D171406: Campeã;890;416;421;48;5;
;11D171409: Folhadela;781;273;384;120;4;
;11D171410: Guiães;451;283;141;25;2;
;11D171414: Lordelo;407;159;201;44;3;
;11D171415: Mateus;425;142;236;45;2;
;11D171416: Mondrões;559;197;303;57;2;
;11D171420: Parada de Cunhos;301;108;159;31;3;
;11D171426: Torgueda;1010;382;533;88;7;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;1319;535;668;99;17;
;11D171432: União das freguesias de Borbela e Lamas de Olo;811;341;433;35;2;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;1061;475;498;66;22;
;11D171434: União das freguesias de Mouçós e Lamares;1284;525;631;119;9;
;11D171435: União das freguesias de Nogueira e Ermida;1260;487;639;116;18;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;744;350;375;18;1;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;1070;520;496;49;5;
;11D171429: Vila Marim;845;404;371;63;7;
;11D171438: Vila Real;162;44;78;34;6;
;11E: Terras de Trás-os-Montes;74017;33215;34253;5723;826;
;11E0401: Alfândega da Fé;4186;1842;1842;420;82;
;11E040102: Alfândega da Fé;506;160;271;60;15;
;11E040103: Cerejais;230;85;122;22;1;
;11E040111: Sambade;537;281;187;61;8;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;324;176;124;17;7;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;464;202;212;40;10;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;374;185;160;23;6;
;11E040124: União das freguesias de Gebelim e Soeima;349;150;179;20;- -;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;432;146;191;69;26;
;11E040126: União das freguesias de Pombal e Vales;202;107;73;20;2;
;11E040118: Vilar Chão;295;117;131;43;4;
;11E040119: Vilarelhos;179;80;79;20;- -;
;11E040120: Vilares de Vilariça;294;153;113;25;3;
;11E0402: Bragança;13895;6585;6183;1013;114;
;11E040201: Alfaião;222;110;107;5;- -;
;11E040203: Babe;353;167;171;13;2;
;11E040204: Baçal;394;174;204;15;1;
;11E040206: Carragosa;225;151;51;19;4;
;11E040209: Castro de Avelãs;236;92;119;21;4;
;11E040210: Coelhoso;353;158;181;14;- -;
;11E040212: Donai;276;133;127;13;3;
;11E040213: Espinhosela;382;190;164;23;5;
;11E040215: França;206;110;80;15;1;
;11E040216: Gimonde;245;129;100;13;3;
;11E040217: Gondesende;206;110;84;10;2;
;11E040218: Gostei;304;115;149;36;4;
;11E040219: Grijó de Parada;398;194;191;9;4;
;11E040221: Macedo do Mato;347;180;145;22;- -;
