
Statistical table extracted on October 11, 2022 (22:40:03)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;11E040224: Mós;219;106;91;20;2;
;11E040225: Nogueira;312;113;153;45;1;
;11E040226: Outeiro;373;189;168;15;1;
;11E040229: Parâmio;385;192;167;26;- -;
;11E040230: Pinela;274;165;93;15;1;
;11E040232: Quintanilha;346;151;149;44;2;
;11E040233: Quintela de Lampaças;348;175;147;25;1;
;11E040234: Rabal;245;126;110;8;1;
;11E040236: Rebordãos;390;155;196;36;3;
;11E040239: Salsas;490;243;208;38;1;
;11E040240: Samil;222;72;142;8;- -;
;11E040241: Santa Comba de Rossas;204;60;98;37;9;
;11E040244: São Pedro de Sarracenos;228;83;115;30;- -;
;11E040246: Sendas;266;118;110;31;7;
;11E040247: Serapicos;338;178;121;36;3;
;11E040248: Sortes.;278;141;113;24;- -;
;11E040250: União das freguesias de Aveleda e Rio de Onor;474;234;217;22;1;
;11E040251: União das freguesias de Castrelos e Carrazedo;476;239;216;19;2;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;846;409;361;57;19;
;11E040253: União das freguesias de Parada e Faílde;640;372;196;65;7;
;11E040254: União das freguesias de Rebordainhos e Pombares;326;157;137;27;5;
;11E040255: União das freguesias de Rio Frio e Milhão;602;275;268;52;7;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;701;342;315;42;2;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;441;180;229;30;2;
;11E040249: Zoio;324;97;190;33;4;
;11E0405: Macedo de Cavaleiros;10118;4203;4896;887;132;
;11E040502: Amendoeira;372;182;176;11;3;
;11E040503: Arcas;293;121;152;18;2;
;11E040507: Carrapatas;234;59;137;35;3;
;11E040509: Chacim;288;92;145;46;5;
;11E040510: Cortiços;340;152;176;12;- -;
;11E040511: Corujas;184;56;108;19;1;
;11E040514: Ferreira;296;159;125;12;- -;
;11E040515: Grijó;193;65;111;17;- -;
;11E040516: Lagoa;382;149;164;63;6;
;11E040517: Lamalonga;417;188;186;34;9;
;11E040518: Lamas;299;76;177;42;4;
;11E040519: Lombo;276;109;146;17;4;
;11E040520: Macedo de Cavaleiros;330;112;152;55;11;
;11E040521: Morais;595;199;338;52;6;
;11E040523: Olmos;88;53;27;3;5;
;11E040524: Peredo;183;77;82;18;6;
;11E040526: Salselas;472;173;237;56;6;
;11E040528: Sezulfe;245;98;130;17;- -;
;11E040530: Talhas;348;169;153;19;7;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;688;362;270;49;7;
;11E040540: União das freguesias de Bornes e Burga;308;126;155;23;4;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;450;179;205;57;9;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;708;386;301;19;2;
;11E040543: União das freguesias de Podence e Santa Combinha;324;105;178;40;1;
;11E040544: União das freguesias de Talhinhas e Bagueixe;487;176;239;60;12;
;11E040532: Vale Benfeito;228;110;91;22;5;
;11E040533: Vale da Porca;196;100;77;13;6;
;11E040534: Vale de Prados;244;116;119;9;- -;
;11E040536: Vilarinho de Agrochão;308;148;145;13;2;
;11E040538: Vinhas;342;106;194;36;6;
;11E0406: Miranda do Douro;5566;2395;2682;457;32;
;11E040604: Duas Igrejas;743;246;400;85;12;
;11E040605: Genísio;289;98;167;23;1;
;11E040607: Malhadas;307;135;148;20;4;
;11E040608: Miranda do Douro;373;185;168;20;- -;
;11E040609: Palaçoulo;568;290;244;34;- -;
;11E040611: Picote;241;114;93;33;1;
;11E040612: Póvoa;246;116;120;10;- -;
;11E040613: São Martinho de Angueira;280;123;139;14;4;
;11E040618: União das freguesias de Constantim e Cicouro;281;129;131;20;1;
;11E040619: União das freguesias de Ifanes e Paradela;429;245;169;15;- -;
;11E040620: União das freguesias de Sendim e Atenor;1075;383;558;125;9;
;11E040621: União das freguesias de Silva e Águas Vivas;336;123;198;15;- -;
;11E040616: Vila Chã de Braciosa;398;208;147;43;- -;
;11E0407: Mirandela;10961;4918;5089;825;129;
;11E040701: Abambres;322;136;168;16;2;
;11E040702: Abreiro;224;111;86;22;5;
;11E040703: Aguieiras;356;206;131;19;- -;
;11E040704: Alvites;277;126;137;11;3;
;11E040708: Bouça;274;166;86;20;2;
;11E040709: Cabanelas;407;200;188;19;- -;
;11E040710: Caravelas;288;167;108;13;- -;
;11E040711: Carvalhais;561;219;289;43;10;
;11E040712: Cedães;364;177;166;17;4;
;11E040713: Cobro;135;56;70;9;- -;
;11E040714: Fradizela;293;144;130;19;- -;
;11E040716: Frechas;322;133;149;27;13;
;11E040718: Lamas de Orelhão;356;140;185;27;4;
;11E040720: Mascarenhas;519;176;262;61;20;
;11E040721: Mirandela;404;163;186;50;5;
;11E040722: Múrias;308;115;161;29;3;
;11E040724: Paços;337;170;158;9;- -;
;11E040727: São Pedro Velho;364;122;185;47;10;
;11E040728: São Salvador;205;101;84;17;3;
;11E040729: Suçães;592;301;262;28;1;
;11E040730: Torre de Dona Chama;685;299;322;55;9;
;11E040738: União das freguesias de Avantos e Romeu;395;156;196;36;7;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;462;204;214;37;7;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;343;158;159;22;4;
;11E040741: União das freguesias de Franco e Vila Boa;395;169;205;21;- -;
;11E040742: União das freguesias de Freixeda e Vila Verde;298;133;138;23;4;
;11E040731: Vale de Asnes;420;221;193;6;- -;
;11E040732: Vale de Gouvinhas;390;171;162;54;3;
;11E040733: Vale de Salgueiro;411;158;203;41;9;
;11E040734: Vale de Telhas;254;120;106;27;1;
;11E0408: Mogadouro;9149;3947;4313;757;132;
;11E040801: Azinhoso;373;138;187;38;10;
;11E040802: Bemposta;693;323;303;51;16;
;11E040803: Bruçó;315;147;120;45;3;
;11E040804: Brunhoso;284;126;115;39;4;
;11E040807: Castelo Branco;601;267;270;51;13;
;11E040808: Castro Vicente;474;228;218;25;3;
;11E040809: Meirinhos;353;117;189;35;12;
;11E040811: Paradela;234;106;97;28;3;
;11E040812: Penas Roias;424;196;201;27;- -;
;11E040813: Peredo da Bemposta;325;139;133;43;10;
;11E040815: Saldanha;265;152;108;4;1;
;11E040817: São Martinho do Peso;528;243;227;44;14;
;11E040819: Tó;256;95;133;28;- -;
;11E040820: Travanca;260;80;150;30;- -;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;471;228;221;20;2;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;1205;472;598;116;19;
;11E040831: União das freguesias de Remondes e Soutelo;462;187;244;30;1;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;672;299;324;41;8;
;11E040821: Urrós;490;206;243;33;8;
;11E040822: Vale da Madre;115;52;52;11;- -;
;11E040826: Vila de Ala;349;146;180;18;5;
;11E0410: Vila Flor;4911;1870;2511;444;86;
;11E041002: Benlhevai;198;70;93;31;4;
;11E041005: Freixiel;801;324;402;56;19;
;11E041009: Roios;184;77;94;12;1;
;11E041010: Samões;287;88;150;47;2;
;11E041011: Sampaio;176;64;91;21;- -;
;11E041012: Santa Comba de Vilariça;289;92;159;24;14;
;11E041013: Seixo de Manhoses;395;146;217;23;9;
;11E041014: Trindade;169;58;86;24;1;
;11E041020: União das freguesias de Assares e Lodões;265;108;125;30;2;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;286;157;111;15;3;
;11E041022: União das freguesias de Valtorno e Mourão;417;185;192;40;- -;
;11E041023: União das freguesias de Vila Flor e Nabo;656;237;343;61;15;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;601;217;334;37;13;
;11E041015: Vale Frechoso;187;47;114;23;3;
;11E0411: Vimioso;5141;2371;2378;328;64;
;11E041103: Argozelo;709;363;327;18;1;
;11E041107: Carção;503;255;208;36;4;
;11E041108: Matela;392;191;180;18;3;
;11E041109: Pinelo;330;144;153;31;2;
;11E041110: Santulhão;546;286;225;28;7;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;824;345;422;49;8;
;11E041116: União das freguesias de Caçarelhos e Angueira;539;263;241;35;- -;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;490;239;199;41;11;
;11E041113: Vilar Seco;169;69;92;8;- -;
;11E041114: Vimioso;639;216;331;64;28;
;11E0412: Vinhais;10090;5084;4359;592;55;
;11E041201: Agrochão;281;118;141;19;3;
;11E041203: Candedo;463;277;145;41;- -;
;11E041204: Celas;357;171;165;19;2;
;11E041206: Edral;271;156;113;2;- -;
;11E041207: Edrosa;246;108;103;32;3;
;11E041208: Ervedosa;454;219;202;32;1;
;11E041215: Paçó;307;143;155;8;1;
;11E041216: Penhas Juntas;286;143;128;14;1;
;11E041219: Rebordelo;693;355;299;32;7;
;11E041221: Santalha;393;274;101;18;- -;
;11E041226: Tuizelo;526;268;224;31;3;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;494;255;207;30;2;
;11E041237: União das freguesias de Moimenta e Montouto;344;233;103;7;1;
;11E041238: União das freguesias de Nunes e Ousilhão;390;174;181;34;1;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;447;314;120;9;4;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;462;221;221;20;- -;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;349;165;159;25;- -;
;11E041242: União das freguesias de Travanca e Santa Cruz;240;123;106;11;- -;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;269;174;93;2;- -;
;11E041227: Vale das Fontes;477;186;244;43;4;
;11E041229: Vila Boa de Ousilhão;196;101;85;8;2;
;11E041230: Vila Verde;265;100;151;14;- -;
;11E041232: Vilar de Ossos;336;158;154;21;3;
;11E041233: Vilar de Peregrinos;249;117;120;12;- -;
;11E041234: Vilar Seco de Lomba;335;165;149;20;1;
;11E041235: Vinhais;960;366;490;88;16;
;16: Centro;759883;318257;384028;49833;7765;
;16B: Oeste;109122;44943;55833;7435;911;
;16B1001: Alcobaça;19030;7236;10532;1120;142;
;16B100102: Alfeizerão;1319;487;724;103;5;
;16B100120: Aljubarrota;2178;880;1164;115;19;
;16B100104: Bárrio;665;281;342;39;3;
;16B100105: Benedita;2861;829;1799;201;32;
;16B100106: Cela;2263;931;1220;99;13;
;16B100108: Évora de Alcobaça;2726;1164;1404;144;14;
;16B100109: Maiorga;580;157;355;63;5;
;16B100112: São Martinho do Porto;332;155;148;27;2;
;16B100114: Turquel;2134;902;1141;81;10;
;16B100121: União das freguesias de Alcobaça e Vestiaria;403;146;207;46;4;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;1524;541;873;88;22;
;16B100123: União das freguesias de Pataias e Martingança;619;222;332;56;9;
;16B100116: Vimeiro;1426;541;823;58;4;
;16B1101: Alenquer;12747;5608;6025;966;148;
;16B110106: Carnota;922;465;371;82;4;
;16B110107: Meca;1094;484;519;85;6;
;16B110108: Olhalvo;1019;377;519;111;12;
;16B110109: Ota;518;207;262;38;11;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;2162;944;1061;137;20;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;1432;652;641;117;22;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);1213;513;598;90;12;
;16B110120: União das freguesias de Carregado e Cadafais;612;262;273;66;11;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;1097;490;507;88;12;
;16B110113: Ventosa;1401;563;703;101;34;
;16B110114: Vila Verde dos Francos;1277;651;571;51;4;
;16B1102: Arruda dos Vinhos;3884;1602;1935;303;44;
;16B110201: Arranhó;1094;420;602;64;8;
;16B110202: Arruda dos Vinhos;1732;785;777;150;20;
;16B110203: Cardosas;382;138;205;35;4;
;16B110204: São Tiago dos Velhos;676;259;351;54;12;
;16B1005: Bombarral;5171;2122;2532;440;77;
;16B100502: Carvalhal;1876;808;881;158;29;
;16B100505: Pó;461;173;265;18;5;
;16B100503: Roliça;1222;489;624;95;14;
;16B100506: União das freguesias do Bombarral e Vale Covo;1612;652;762;169;29;
;16B1104: Cadaval;7641;2783;4074;700;84;
;16B110401: Alguber;754;319;382;47;6;
;16B110407: Peral;713;263;378;62;10;
;16B110412: União das freguesias de Lamas e Cercal;2048;830;1039;171;8;
;16B110413: União das freguesias de Painho e Figueiros;1388;515;764;95;14;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;964;297;520;126;21;
;16B110409: Vermelha;798;192;493;97;16;
;16B110410: Vilar;976;367;498;102;9;
;16B1006: Caldas da Rainha;12358;5511;6074;719;54;
;16B100601: A dos Francos;1031;480;477;71;3;
;16B100602: Alvorninha;2128;988;1040;97;3;
;16B100604: Carvalhal Benfeito;1018;426;559;30;3;
;16B100606: Foz do Arelho;72;39;27;5;1;
;16B100607: Landal;752;310;376;57;9;
;16B100608: Nadadouro;209;111;93;5;- -;
;16B100609: Salir de Matos;1519;755;712;51;1;
;16B100611: Santa Catarina;1977;731;1093;146;7;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;1301;537;633;121;10;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;616;294;288;33;1;
;16B100619: União das freguesias de Tornada e Salir do Porto;955;465;418;60;12;
;16B100615: Vidais;780;375;358;43;4;
;16B1108: Lourinhã;10120;4403;5066;573;78;
;16B110803: Moita dos Ferreiros;1292;426;786;74;6;
;16B110805: Reguengo Grande;991;546;390;51;4;
;16B110810: Ribamar;785;323;411;44;7;
;16B110806: Santa Bárbara;596;278;289;29;- -;
;16B110812: União das freguesias de Lourinhã e Atalaia;3209;1358;1606;218;27;
;16B110813: União das freguesias de Miragaia e Marteleira;1690;765;833;72;20;
;16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;1084;529;499;47;9;
;16B110808: Vimeiro;473;178;252;38;5;
;16B1011: Nazaré;1979;810;1050;107;12;
;16B101101: Famalicão;904;398;465;41;- -;
;16B101102: Nazaré;262;126;120;13;3;
;16B101103: Valado dos Frades;813;286;465;53;9;
;16B1012: Óbidos;5597;2434;2945;186;32;
;16B101201: A dos Negros;1137;445;666;25;1;
;16B101202: Amoreira;341;160;160;16;5;
;16B101208: Gaeiras;417;150;249;15;3;
;16B101203: Olho Marinho;856;438;394;22;2;
;16B101210: Santa Maria, São Pedro e Sobral da Lagoa;2252;913;1219;101;19;
;16B101209: Usseira;- -;- -;- -;- -;- -;
;16B101207: Vau;594;328;257;7;2;
;16B1014: Peniche;4953;1946;2757;240;10;
;16B101402: Atouguia da Baleia;3412;1360;1868;177;7;
;16B101406: Ferrel;1074;414;632;27;1;
;16B101407: Peniche;21;15;4;2;- -;
;16B101405: Serra d'El-Rei;446;157;253;34;2;
;16B1112: Sobral de Monte Agraço;3137;1349;1499;251;38;
;16B111201: Santo Quintino;1576;712;694;147;23;
;16B111202: Sapataria;1039;409;559;68;3;
;16B111203: Sobral de Monte Agraço;522;228;246;36;12;
;16B1113: Torres Vedras;22505;9139;11344;1830;192;
;16B111306: Freiria;1293;603;573;111;6;
;16B111310: Ponte do Rol;513;186;250;69;8;
;16B111311: Ramalhal;900;355;399;132;14;
;16B111314: São Pedro da Cadeira;2011;918;1012;77;4;
;16B111316: Silveira;1618;638;877;99;4;
;16B111317: Turcifal;1577;557;886;118;16;
;16B111321: União das freguesias de A dos Cunhados e Maceira;2496;1060;1285;147;4;
;16B111322: União das freguesias de Campelos e Outeiro da Cabeça;1553;686;767;94;6;
;16B111323: União das freguesias de Carvoeira e Carmões;1513;625;757;114;17;
;16B111324: União das freguesias de Dois Portos e Runa;1627;542;854;207;24;
;16B111325: União das freguesias de Maxial e Monte Redondo;2091;837;1073;161;20;
;16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;2781;1028;1416;295;42;
;16B111318: Ventosa;2532;1104;1195;206;27;
;16D: Região de Aveiro;86710;30504;50360;5009;837;
;16D0101: Águeda;13171;4104;8225;719;123;
;16D010103: Aguada de Cima;1354;437;828;73;16;
;16D010109: Fermentelos;1253;285;852;105;11;
;16D010112: Macinhata do Vouga;908;198;656;50;4;
;16D010121: União das freguesias de Águeda e Borralha;1176;314;746;99;17;
;16D010122: União das freguesias de Barrô e Aguada de Baixo;1300;430;802;60;8;
;16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;1272;491;697;69;15;
;16D010124: União das freguesias de Recardães e Espinhel;1601;545;970;74;12;
;16D010125: União das freguesias de Travassô e Óis da Ribeira;1038;401;570;64;3;
;16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;1024;262;708;40;14;
;16D010127: União das freguesias do Préstimo e Macieira de Alcoba;714;228;462;22;2;
;16D010119: Valongo do Vouga;1531;513;934;63;21;
;16D0102: Albergaria-a-Velha;7432;2688;4453;250;41;
;16D010209: Albergaria-a-Velha e Valmaior;1188;424;692;62;10;
;16D010202: Alquerubim;1126;463;634;25;4;
;16D010203: Angeja;1006;419;568;18;1;
;16D010204: Branca;1531;596;869;58;8;
;16D010206: Ribeira de Fráguas;815;253;514;42;6;
;16D010210: São João de Loure e Frossos;1766;533;1176;45;12;
;16D0103: Anadia;13332;4422;7445;1174;291;
;16D010304: Avelãs de Caminho;265;91;140;26;8;
;16D010305: Avelãs de Cima;1685;558;942;147;38;
;16D010307: Moita;969;292;576;89;12;
;16D010309: Sangalhos;1318;397;691;190;40;
;16D010310: São Lourenço do Bairro;1511;466;923;102;20;
;16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;2238;815;1202;181;40;
;16D010317: União das freguesias de Arcos e Mogofores;943;267;459;161;56;
;16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;927;260;535;116;16;
;16D010312: Vila Nova de Monsarros;768;282;426;44;16;
;16D010313: Vilarinho do Bairro;2708;994;1551;118;45;
;16D0105: Aveiro;9333;3366;5372;521;74;
;16D010501: Aradas;1207;385;724;83;15;
;16D010502: Cacia;1648;642;871;126;9;
;16D010515: Eixo e Eirol;1360;417;869;65;9;
;16D010505: Esgueira;672;206;415;49;2;
;16D010508: Oliveirinha;1413;584;746;69;14;
;16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;2173;904;1202;55;12;
;16D010513: Santa Joana;349;102;216;29;2;
;16D010510: São Bernardo;350;91;222;27;10;
;16D010511: São Jacinto;29;12;16;1;- -;
;16D010517: União das freguesias de Glória e Vera Cruz;132;23;91;17;1;
;16D0108: Estarreja;7638;3030;4160;391;57;
;16D010801: Avanca;1509;522;918;59;10;
;16D010805: Pardilhó;663;591;52;18;2;
;16D010806: Salreu;1609;561;965;72;11;
;16D010808: União das freguesias de Beduído e Veiros;2191;698;1353;121;19;
;16D010809: União das freguesias de Canelas e Fermelã;1666;658;872;121;15;
;16D0110: Ílhavo;3150;1087;1762;261;40;
;16D011005: Gafanha da Encarnação;688;254;393;40;1;
;16D011006: Gafanha da Nazaré;586;227;275;73;11;
;16D011007: Gafanha do Carmo;500;203;288;9;- -;
;16D011008: Ílhavo (São Salvador);1376;403;806;139;28;
;16D0112: Murtosa;2028;834;1118;67;9;
;16D011201: Bunheiro;1029;392;609;26;2;
;16D011202: Monte;149;64;77;8;- -;
;16D011203: Murtosa;395;177;203;13;2;
;16D011204: Torreira;455;201;229;20;5;
;16D0114: Oliveira do Bairro;8660;2910;5130;519;101;
;16D011403: Oiã;3209;1008;1980;190;31;
;16D011404: Oliveira do Bairro;1391;517;812;49;13;
;16D011405: Palhaça;1134;465;592;65;12;
;16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;2926;920;1746;215;45;
;16D0115: Ovar;6056;2031;3618;384;23;
;16D011502: Cortegaça;21;9;12;- -;- -;
;16D011503: Esmoriz;117;39;55;22;1;
;16D011504: Maceda;407;119;248;37;3;
;16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;3480;1016;2173;280;11;
;16D011507: Válega;2031;848;1130;45;8;
;16D0117: Sever do Vouga;5259;1775;3171;295;18;
;16D011702: Couto de Esteves;924;407;492;21;4;
;16D011704: Pessegueiro do Vouga;297;79;196;21;1;
;16D011705: Rocas do Vouga;1135;314;758;61;2;
;16D011706: Sever do Vouga;340;103;198;36;3;
;16D011708: Talhadas;790;323;431;35;1;
;16D011710: União das freguesias de Cedrim e Paradela;732;230;457;44;1;
;16D011711: União das freguesias de Silva Escura e Dornelas;1041;319;639;77;6;
;16D0118: Vagos;10651;4257;5906;428;60;
;16D011801: Calvão;1120;512;544;53;11;
;16D011804: Gafanha da Boa Hora;805;362;422;14;7;
;16D011805: Ouca;1326;471;757;77;21;
;16D011810: Santo André de Vagos;1200;586;602;11;1;
;16D011807: Sosa;1524;348;1061;107;8;
;16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;1471;740;686;44;1;
;16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;1352;607;711;31;3;
;16D011814: União das freguesias de Vagos e Santo António;1853;631;1123;91;8;
;16E: Região de Coimbra;139259;57218;72004;8608;1429;
;16E0601: Arganil;5514;2781;2478;214;41;
;16E060102: Arganil;899;371;459;61;8;
;16E060104: Benfeita;297;162;126;8;1;
;16E060105: Celavisa;147;84;60;2;1;
;16E060109: Folques;194;106;78;8;2;
;16E060111: Piódão;194;118;75;- -;1;
;16E060112: Pomares;242;152;86;4;- -;
;16E060113: Pombeiro da Beira;673;355;291;25;2;
;16E060114: São Martinho da Cortiça;842;395;412;27;8;
;16E060115: Sarzedo;382;180;169;31;2;
