
Statistical table extracted on October 11, 2022 (20:22:19)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;;;
;16H050510: Penha Garcia;301;15;14;17;25;90;140;
;16H050511: Proença-a-Velha;250;36;17;12;40;46;99;
;16H050512: Rosmaninhal;363;47;19;21;40;69;167;
;16H050514: São Miguel de Acha;307;53;18;24;32;46;134;
;16H050516: Toulões;224;12;6;6;25;54;121;
;16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;567;114;42;60;75;105;171;
;16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;330;34;4;24;41;81;146;
;16H050520: União das freguesias de Monsanto e Idanha-a-Velha;571;51;22;31;35;132;300;
;16H050521: União das freguesias de Zebreira e Segura;457;75;31;42;67;93;149;
;16H0506: Oleiros;3907;670;182;318;549;782;1406;
;16H050601: Álvaro;215;20;11;7;29;50;98;
;16H050603: Cambas;191;22;5;15;23;34;92;
;16H050613: Estreito-Vilar Barroco;686;104;30;49;87;158;258;
;16H050605: Isna;268;57;15;17;52;38;89;
;16H050606: Madeirã;140;22;7;11;23;21;56;
;16H050607: Mosteiro;209;38;13;16;31;44;67;
;16H050614: Oleiros-Amieira;1548;296;72;154;230;294;502;
;16H050609: Orvalho;340;58;13;30;45;76;118;
;16H050610: Sarnadas de São Simão;172;28;9;6;17;34;78;
;16H050611: Sobral;138;25;7;13;12;33;48;
;16H0507: Penamacor;3655;480;178;243;370;794;1590;
;16H050704: Aranhas;217;25;5;12;10;55;110;
;16H050706: Benquerença;573;87;30;46;66;106;238;
;16H050707: Meimão;272;39;18;19;39;51;106;
;16H050708: Meimoa;358;66;20;35;44;62;131;
;16H050710: Penamacor;584;90;40;40;64;141;209;
;16H050711: Salvador;239;11;6;7;19;39;157;
;16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;675;70;34;39;64;161;307;
;16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;541;76;21;36;47;126;235;
;16H050712: Vale da Senhora da Póvoa;196;16;4;9;17;53;97;
;16H0508: Proença-a-Nova;4828;871;334;466;625;866;1666;
;16H050802: Montes da Senhora;678;98;32;47;79;124;298;
;16H050805: São Pedro do Esteval;586;128;44;76;77;85;176;
;16H050807: União das freguesias de Proença-a-Nova e Peral;2033;428;163;204;287;349;602;
;16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;1531;217;95;139;182;308;590;
;16H0511: Vila Velha de Ródão;2548;285;183;147;323;537;1073;
;16H051101: Fratel;668;103;49;42;77;131;266;
;16H051102: Perais;615;69;35;49;67;142;253;
;16H051103: Sarnadas de Ródão;397;24;25;10;56;82;200;
;16H051104: Vila Velha de Ródão;868;89;74;46;123;182;354;
;16I: Médio Tejo;46467;7704;3497;4287;6199;9323;15457;
;16I1401: Abrantes;4884;487;290;407;677;999;2024;
;16I140104: Bemposta;297;59;19;25;40;50;104;
;16I140119: Carvalhal;152;2;5;17;18;33;77;
;16I140118: Fontes;302;66;22;21;58;57;78;
;16I140105: Martinchel;342;6;14;37;66;79;140;
;16I140106: Mouriscas;850;106;34;54;100;168;388;
;16I140107: Pego;368;6;6;23;50;80;203;
;16I140108: Rio de Moinhos;66;3;4;8;6;21;24;
;16I140115: Tramagal;187;22;17;24;32;48;44;
;16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;915;125;93;96;122;166;313;
;16I140121: União das freguesias de Aldeia do Mato e Souto;234;5;15;18;21;66;109;
;16I140122: União das freguesias de Alvega e Concavada;351;3;7;22;66;85;168;
;16I140123: União das freguesias de São Facundo e Vale das Mós;404;44;24;35;40;76;185;
;16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;416;40;30;27;58;70;191;
;16I1402: Alcanena;2299;434;210;224;305;436;690;
;16I140202: Bugalhos;393;77;37;45;51;67;116;
;16I140206: Minde;184;35;15;11;26;32;65;
;16I140207: Moitas Venda;134;31;16;14;17;22;34;
;16I140208: Monsanto;173;32;17;14;24;26;60;
;16I140209: Serra de Santo António;302;72;23;29;55;48;75;
;16I140211: União das freguesias de Alcanena e Vila Moreira;261;49;28;30;33;48;73;
;16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;852;138;74;81;99;193;267;
;16I1408: Constância;262;18;9;28;54;52;101;
;16I140801: Constância;33;4;4;1;8;3;13;
;16I140802: Montalvo;78;4;- -;9;20;17;28;
;16I140803: Santa Margarida da Coutada;151;10;5;18;26;32;60;
;16I1410: Entroncamento;108;15;6;9;10;24;44;
;16I141002: Nossa Senhora de Fátima;- -;- -;- -;- -;- -;- -;- -;
;16I141001: São João Baptista;108;15;6;9;10;24;44;
;16I1411: Ferreira do Zêzere;3686;627;262;358;496;787;1156;
;16I141101: Águas Belas;272;44;16;27;22;60;103;
;16I141103: Beco;396;45;16;50;67;100;118;
;16I141104: Chãos;516;100;34;50;77;96;159;
;16I141106: Ferreira do Zêzere;328;73;38;32;40;55;90;
;16I141107: Igreja Nova do Sobral;277;54;21;26;35;71;70;
;16I141110: Nossa Senhora do Pranto;491;63;32;45;73;123;155;
;16I141111: União das freguesias de Areias e Pias;1406;248;105;128;182;282;461;
;16I1413: Mação;3428;448;208;224;361;660;1527;
;16I141302: Amêndoa;208;31;17;20;22;30;88;
;16I141303: Cardigos;659;88;39;41;72;107;312;
;16I141304: Carvoeiro;424;86;24;32;50;79;153;
;16I141305: Envendos;678;82;48;36;62;138;312;
;16I141307: Ortiga;291;36;17;15;40;72;111;
;16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;1168;125;63;80;115;234;551;
;16I1421: Ourém;9546;1943;738;849;1365;2059;2592;
;16I142101: Alburitel;397;84;27;36;72;93;85;
;16I142102: Atouguia;354;55;28;33;47;81;110;
;16I142104: Caxarias;362;8;14;25;68;124;123;
;16I142105: Espite;267;2;3;17;35;80;130;
;16I142106: Fátima;870;179;80;61;91;194;265;
;16I142115: Nossa Senhora da Piedade;781;170;83;79;99;158;192;
;16I142111: Nossa Senhora das Misericórdias;1773;443;178;142;267;330;413;
;16I142113: Seiça;550;107;45;49;81;118;150;
;16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;1166;243;84;111;166;254;308;
;16I142120: União das freguesias de Gondemaria e Olival;802;132;48;65;129;184;244;
;16I142121: União das freguesias de Matas e Cercal;627;153;42;56;90;125;161;
;16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;1315;329;84;152;191;253;306;
;16I142114: Urqueira;282;38;22;23;29;65;105;
;16I1417: Sardoal;1842;329;138;165;237;303;670;
;16I141701: Alcaravela;652;158;59;63;89;95;188;
;16I141702: Santiago de Montalegre;179;18;10;9;18;30;94;
;16I141703: Sardoal;798;114;53;72;102;145;312;
;16I141704: Valhascos;213;39;16;21;28;33;76;
;16I0509: Sertã;6872;1318;508;625;846;1311;2264;
;16I050901: Cabeçudo;270;46;23;31;38;55;77;
;16I050902: Carvalhal;286;66;31;29;34;44;82;
;16I050903: Castelo;544;124;36;53;57;114;160;
;16I050911: Pedrógão Pequeno;477;91;33;68;50;91;144;
;16I050912: Sertã;1472;307;110;132;181;255;487;
;16I050913: Troviscal;809;172;67;85;97;155;233;
;16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;1456;297;113;99;201;302;444;
;16I050916: União das freguesias de Cumeada e Marmeleiro;522;45;26;29;53;109;260;
;16I050917: União das freguesias de Ermida e Figueiredo;473;90;25;45;63;94;156;
;16I050914: Várzea dos Cavaleiros;563;80;44;54;72;92;221;
;16I1418: Tomar;6322;913;519;625;866;1372;2027;
;16I141802: Asseiceira;436;71;32;36;59;93;145;
;16I141804: Carregueiros;267;50;14;32;39;43;89;
;16I141808: Olalhas;757;71;100;139;121;149;177;
;16I141809: Paialvo;592;96;39;49;78;129;201;
;16I141814: Sabacheira;348;38;24;22;42;87;135;
;16I141813: São Pedro de Tomar;351;56;33;17;54;77;114;
;16I141817: União das freguesias de Além da Ribeira e Pedreira;383;53;25;35;48;98;124;
;16I141818: União das freguesias de Casais e Alviobeira;1006;110;70;82;156;228;360;
;16I141819: União das freguesias de Madalena e Beselga;1066;229;99;91;125;220;302;
;16I141820: União das freguesias de Serra e Junceira;693;77;50;90;90;153;233;
;16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;423;62;33;32;54;95;147;
;16I1419: Torres Novas;5707;951;515;662;796;1023;1760;
;16I141902: Assentiz;732;88;78;109;113;119;225;
;16I141904: Chancelaria;821;163;58;87;112;141;260;
;16I141917: Meia Via;- -;- -;- -;- -;- -;- -;- -;
;16I141909: Pedrógão;579;113;59;60;80;118;149;
;16I141910: Riachos;211;61;29;35;18;30;38;
;16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;1101;174;90;125;159;208;345;
;16I141919: União das freguesias de Olaia e Paço;553;82;45;56;66;113;191;
;16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);816;129;70;90;127;146;254;
;16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;705;111;68;68;102;120;236;
;16I141916: Zibreira;189;30;18;32;19;28;62;
;16I0510: Vila de Rei;1278;188;70;91;156;244;529;
;16I051001: Fundada;235;22;14;15;20;43;121;
;16I051002: São João do Peso;168;23;12;11;20;33;69;
;16I051003: Vila de Rei;875;143;44;65;116;168;339;
;16I1420: Vila Nova da Barquinha;233;33;24;20;30;53;73;
;16I142001: Atalaia;70;11;6;10;7;15;21;
;16I142002: Praia do Ribatejo;58;6;6;1;15;16;14;
;16I142003: Tancos;15;5;- -;2;3;1;4;
;16I142006: Vila Nova da Barquinha;90;11;12;7;5;21;34;
;16J: Beiras e Serra da Estrela;79190;15765;5658;7772;10547;15161;24287;
;16J0902: Almeida;3264;584;250;270;414;663;1083;
;16J090203: Almeida;367;87;31;38;55;70;86;
;16J090207: Castelo Bom;95;14;5;5;15;16;40;
;16J090209: Freineda;174;23;16;14;21;35;65;
;16J090210: Freixo;110;22;18;6;12;22;30;
;16J090213: Malhada Sorda;178;38;9;14;24;43;50;
;16J090219: Nave de Haver;233;28;11;15;24;62;93;
;16J090224: São Pedro de Rio Seco;133;17;10;16;10;25;55;
;16J090230: União das freguesias de Amoreira, Parada e Cabreira;218;32;11;24;22;45;84;
;16J090231: União das freguesias de Azinhal, Peva e Valverde;297;60;25;27;28;49;108;
;16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;262;33;20;16;29;46;118;
;16J090233: União das freguesias de Junça e Naves;195;47;19;17;24;37;51;
;16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;246;36;12;16;25;60;97;
;16J090235: União das freguesias de Malpartida e Vale de Coelha;170;30;18;12;28;46;36;
;16J090236: União das freguesias de Miuzela e Porto de Ovelha;291;56;16;28;35;55;101;
;16J090227: Vale da Mula;130;30;15;10;32;18;25;
;16J090229: Vilar Formoso;165;31;14;12;30;34;44;
;16J0501: Belmonte;2574;462;182;267;320;493;850;
;16J050102: Caria;803;171;56;86;108;142;240;
;16J050104: Inguias;448;75;30;44;52;98;149;
;16J050105: Maçainhas;269;37;17;25;28;61;101;
;16J050106: União das freguesias de Belmonte e Colmeal da Torre;1054;179;79;112;132;192;360;
;16J0903: Celorico da Beira;3350;807;258;353;431;565;936;
;16J090302: Baraçal;128;37;11;14;18;17;31;
;16J090304: Carrapichana;111;24;5;12;11;21;38;
;16J090322: Casas do Soeiro;58;4;8;2;10;19;15;
;16J090306: Forno Telheiro;341;96;28;44;49;46;78;
;16J090307: Lajeosa do Mondego;188;48;18;25;31;31;35;
;16J090308: Linhares;184;49;13;22;14;39;47;
;16J090309: Maçal do Chão;133;36;11;12;13;21;40;
;16J090310: Mesquitela;173;36;16;14;21;33;53;
;16J090311: Minhocal;185;54;10;26;24;26;45;
;16J090312: Prados;117;40;5;12;17;15;28;
;16J090314: Ratoeira;152;36;12;16;14;27;47;
;16J090323: União das freguesias de Açores e Velosa;217;52;13;22;34;40;56;
;16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;524;98;58;43;75;93;157;
;16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;330;90;17;40;36;46;101;
;16J090326: União das freguesias de Rapa e Cadafaz;255;59;17;31;29;39;80;
;16J090318: Vale de Azares;254;48;16;18;35;52;85;
;16J0503: Covilhã;7519;1470;613;805;1069;1425;2137;
;16J050302: Aldeia de São Francisco de Assis;90;21;2;13;12;10;32;
;16J050305: Boidobra;280;31;34;29;47;65;74;
;16J050308: Cortes do Meio;355;84;24;61;47;51;88;
;16J050309: Dominguizo;114;19;8;9;11;23;44;
;16J050310: Erada;191;43;9;19;33;44;43;
;16J050311: Ferro;973;251;81;139;157;135;210;
;16J050312: Orjais;295;40;20;27;46;65;97;
;16J050314: Paul;463;78;35;36;64;122;128;
;16J050315: Peraboa;646;143;49;78;82;102;192;
;16J050318: São Jorge da Beira;109;10;6;2;18;32;41;
;16J050322: Sobral de São Miguel;153;34;6;17;17;22;57;
;16J050324: Tortosendo;508;95;48;48;68;92;157;
;16J050325: Unhais da Serra;253;76;18;41;29;35;54;
;16J050332: União das freguesias de Barco e Coutada;492;65;41;33;66;111;176;
;16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;180;17;20;25;26;50;42;
;16J050334: União das freguesias de Casegas e Ourondo;228;14;16;22;31;53;92;
;16J050335: União das freguesias de Covilhã e Canhoso;322;51;43;29;43;56;100;
;16J050336: União das freguesias de Peso e Vales do Rio;215;30;22;12;31;44;76;
;16J050337: União das freguesias de Teixoso e Sarzedo;1030;251;83;106;167;189;234;
;16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;376;86;37;42;48;53;110;
;16J050327: Verdelhos;246;31;11;17;26;71;90;
;16J0904: Figueira de Castelo Rodrigo;4255;823;280;441;597;806;1308;
;16J090403: Castelo Rodrigo;88;18;9;5;12;22;22;
;16J090406: Escalhão;582;129;45;62;75;107;164;
;16J090408: Figueira de Castelo Rodrigo;622;143;41;74;105;95;164;
;16J090410: Mata de Lobos;251;51;21;24;27;53;75;
;16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;676;124;44;76;80;128;224;
;16J090419: União das freguesias de Almofala e Escarigo;397;67;16;26;53;86;149;
;16J090420: União das freguesias de Cinco Vilas e Reigada;348;68;32;42;46;53;107;
;16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;623;104;34;64;93;129;199;
;16J090422: União das freguesias do Colmeal e Vilar Torpim;264;24;10;19;53;47;111;
;16J090415: Vermiosa;404;95;28;49;53;86;93;
;16J0905: Fornos de Algodres;2135;475;144;209;260;424;623;
;16J090501: Algodres;264;59;26;34;29;47;69;
;16J090502: Casal Vasco;117;25;10;14;8;26;34;
;16J090504: Figueiró da Granja;229;59;16;17;26;51;60;
;16J090505: Fornos de Algodres;316;81;17;33;33;57;95;
;16J090507: Infias;48;7;8;3;7;9;14;
;16J090509: Maceira;150;26;11;11;13;32;57;
;16J090510: Matança;166;30;15;16;19;36;50;
;16J090511: Muxagata;103;20;4;11;14;21;33;
;16J090512: Queiriz;180;46;10;17;30;33;44;
;16J090517: União das freguesias de Cortiçô e Vila Chã;105;23;7;7;19;18;31;
;16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;244;53;8;21;38;47;77;
;16J090519: União das freguesias de Sobral Pichorro e Fuinhas;213;46;12;25;24;47;59;
;16J0504: Fundão;12129;2082;884;1118;1617;2438;3990;
;16J050401: Alcaide;386;41;34;38;70;88;115;
;16J050402: Alcaria;414;66;39;38;63;80;128;
;16J050403: Alcongosta;262;35;36;40;33;49;69;
;16J050406: Alpedrinha;502;114;41;55;59;91;142;
;16J050408: Barroca;345;54;24;18;57;90;102;
;16J050410: Bogas de Cima;395;85;32;45;45;81;107;
;16J050411: Capinha;353;57;29;25;40;68;134;
;16J050412: Castelejo;396;70;20;29;75;91;111;
;16J050413: Castelo Novo;334;66;26;36;34;40;132;
;16J050431: Enxames;413;90;33;49;38;71;132;
;16J050416: Fatela;217;44;13;22;31;37;70;
;16J050419: Lavacolhos;196;39;12;20;23;41;61;
;16J050420: Orca;641;76;39;44;65;126;291;
;16J050421: Pêro Viseu;422;82;26;46;73;66;129;
;16J050424: Silvares;270;41;24;23;36;58;88;
;16J050425: Soalheira;440;81;27;42;58;88;144;
;16J050426: Souto da Casa;464;82;28;43;57;98;156;
;16J050427: Telhado;328;57;22;25;39;71;114;
;16J050432: Três Povos;558;75;28;46;72;115;222;
;16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;2350;455;203;238;372;448;634;
;16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;357;44;15;28;45;81;144;
;16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;727;111;48;62;72;155;279;
;16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;1359;217;85;106;160;305;486;
;16J0906: Gouveia;3976;746;249;345;595;792;1249;
;16J090602: Arcozelo;343;62;28;37;41;75;100;
;16J090603: Cativelos;364;55;21;24;41;90;133;
;16J090605: Folgosinho;128;29;9;16;19;19;36;
;16J090625: Gouveia;253;58;20;19;42;46;68;
;16J090612: Nespereira;213;31;16;15;42;37;72;
;16J090613: Paços da Serra;253;60;15;20;46;49;63;
;16J090614: Ribamondego;62;3;1;4;8;16;30;
;16J090617: São Paio;245;7;12;15;47;48;116;
;16J090623: União das freguesias de Aldeias e Mangualde da Serra;137;15;7;10;18;37;50;
;16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;130;30;10;9;19;21;41;
;16J090626: União das freguesias de Melo e Nabais;361;93;17;38;42;70;101;
;16J090627: União das freguesias de Moimenta da Serra e Vinhó;454;101;24;47;98;80;104;
;16J090628: União das freguesias de Rio Torto e Lagarinhos;281;47;14;25;32;65;98;
;16J090619: Vila Cortês da Serra;97;16;3;11;12;16;39;
;16J090620: Vila Franca da Serra;70;18;7;6;8;14;17;
;16J090621: Vila Nova de Tazem;585;121;45;49;80;109;181;
;16J0907: Guarda;8477;1778;659;840;1028;1569;2603;
;16J090766: Adão;133;21;6;13;18;29;46;
;16J090703: Aldeia do Bispo;126;24;7;17;8;18;52;
;16J090704: Aldeia Viçosa;201;32;19;10;40;46;54;
;16J090705: Alvendre;122;24;14;14;15;19;36;
;16J090706: Arrifana;140;39;15;9;23;22;32;
;16J090708: Avelãs da Ribeira;148;44;12;20;16;19;37;
;16J090709: Benespera;174;29;13;20;15;29;68;
;16J090711: Casal de Cinza;325;72;38;25;34;68;88;
;16J090712: Castanheira;166;18;13;9;12;32;82;
;16J090713: Cavadoude;171;43;11;15;23;35;44;
;16J090714: Codesseiro;171;39;15;17;26;25;49;
;16J090716: Faia;142;14;6;11;22;37;52;
;16J090717: Famalicão;237;41;14;21;25;49;87;
;16J090718: Fernão Joanes;158;32;9;20;18;18;61;
;16J090757: Gonçalo;384;62;21;37;41;86;137;
;16J090721: Gonçalo Bocas;116;16;15;9;20;31;25;
;16J090758: Guarda;464;96;63;43;47;77;138;
;16J090759: Jarmelo São Miguel;293;77;14;48;41;51;62;
;16J090760: Jarmelo São Pedro;318;66;20;24;49;67;92;
;16J090722: João Antão;165;32;15;16;15;17;70;
;16J090723: Maçainhas;121;21;7;11;24;32;26;
;16J090724: Marmeleiro;307;70;21;30;42;44;100;
;16J090725: Meios;109;33;5;21;14;17;19;
;16J090728: Panoias de Cima;212;39;22;13;29;52;57;
;16J090729: Pega;72;11;7;6;9;21;18;
;16J090730: Pêra do Moço;442;119;37;52;65;66;103;
;16J090732: Porto da Carne;80;19;3;10;6;21;21;
;16J090734: Ramela;132;21;8;5;15;34;49;
;16J090738: Santana da Azinha;173;32;11;25;16;30;59;
;16J090744: Sobral da Serra;188;40;10;14;23;31;70;
;16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;142;51;10;24;7;17;33;
;16J090762: União de freguesias de Corujeira e Trinta;181;38;22;17;31;42;31;
;16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;217;46;19;19;24;37;72;
;16J090764: União de freguesias de Pousade e Albardo;224;27;13;23;17;32;112;
;16J090765: União de freguesias de Rochoso e Monte Margarida;138;24;12;8;10;30;54;
;16J090746: Vale de Estrela;83;21;8;10;11;13;20;
;16J090747: Valhelhas;155;49;11;23;16;19;37;
;16J090748: Vela;335;64;26;22;37;67;119;
;16J090749: Videmonte;289;64;16;31;36;59;83;
;16J090750: Vila Cortês do Mondego;144;47;10;11;29;20;27;
;16J090751: Vila Fernando;229;32;23;25;17;49;83;
;16J090752: Vila Franca do Deão;136;35;7;22;16;29;27;
;16J090753: Vila Garcia;214;54;11;20;26;32;71;
;16J0908: Manteigas;544;105;32;38;81;137;151;
;16J090802: Manteigas (Santa Maria);252;46;20;18;31;61;76;
;16J090803: Manteigas (São Pedro);174;36;5;15;35;44;39;
;16J090801: Sameiro;62;10;5;1;8;22;16;
;16J090804: Vale de Amoreira;56;13;2;4;7;10;20;
;16J0909: Mêda;4456;878;269;462;626;827;1394;
;16J090901: Aveloso;200;68;17;21;18;28;48;
;16J090902: Barreira;229;26;12;17;30;52;92;
;16J090905: Coriscada;288;49;17;19;40;59;104;
;16J090907: Longroiva;402;35;16;31;64;93;163;
;16J090908: Marialva;220;26;4;23;36;47;84;
;16J090917: Mêda, Outeiro de Gatos e Fonte Longa;1266;295;89;152;191;215;324;
;16J090912: Poço do Canto;603;133;35;80;91;94;170;
;16J090918: Prova e Casteição;290;61;22;17;45;47;98;
;16J090914: Rabaçal;312;66;18;39;29;53;107;
;16J090915: Ranhados;259;63;15;34;29;48;70;
;16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;387;56;24;29;53;91;134;
;16J0910: Pinhel;7972;1717;580;875;1131;1504;2165;
;16J091028: Agregação das freguesias Sul de Pinhel;409;49;31;54;61;81;133;
;16J091032: Alto do Palurdo;325;53;19;26;45;70;112;
;16J091029: Alverca da Beira/Bouça Cova;502;117;23;57;73;90;142;
;16J091009: Ervedosa;282;66;19;31;49;51;66;
