
Statistical table extracted on October 15, 2022 (14:19:30)
http://www.ine.pt



Geographic localization (NUTS -2013);Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial (1) ;
16J091210: Sabugueiro;5152,6;
16J091212: Sandomil;4518,6;
16J091213: Santa Comba;4961;
16J091216: Santiago;2839,1;
16J091219: Sazes da Beira;1066,1;
16J091221: Teixeira;2829;
16J091224: Travancinha;3880;
16J091230: União das freguesias de Carragozela e Várzea de Meruge;2952,2;
16J091231: União das freguesias de Sameice e Santa Eulália;1987,2;
16J091232: União das freguesias de Santa Marinha e São Martinho;2663,1;
16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;2960,8;
16J091234: União das freguesias de Torrozelo e Folhadosa;3022,3;
16J091235: União das freguesias de Tourais e Lajes;3548,8;
16J091236: União das freguesias de Vide e Cabeça;2303,1;
16J091225: Valezim;2639;
16J091228: Vila Cova à Coelheira;2558,8;
16J0913: Trancoso;6025,9;
16J091301: Aldeia Nova;4438,2;
16J091303: Castanheira;6276;
16J091304: Cogula;4244,3;
16J091305: Cótimos;4383,9;
16J091307: Fiães;5440,2;
16J091309: Granja;10219;
16J091310: Guilheiro;7296,2;
16J091311: Moimentinha;4860,8;
16J091312: Moreira de Rei;4439,7;
16J091313: Palhais;8275,8;
16J091314: Póvoa do Concelho;12488,8;
16J091315: Reboleiro;8496,4;
16J091316: Rio de Mel;7988,8;
16J091321: Tamanhos;6521,8;
16J091330: União das freguesias de Freches e Torres;4550,8;
16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;5952,6;
16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;6358,4;
16J091333: União das freguesias de Vale do Seixo e Vila Garcia;5412;
16J091334: União das freguesias de Vila Franca das Naves e Feital;5331,2;
16J091335: União das freguesias de Vilares e Carnicães;6737,1;
16J091325: Valdujo;3718,6;
17: Área Metropolitana de Lisboa;20525,1;
170: Área Metropolitana de Lisboa;20525,1;
1701502: Alcochete;62744,7;
170150201: Alcochete;84322,6;
170150202: Samouco;10389,2;
170150203: São Francisco;21521,8;
1701503: Almada;12598,3;
170150303: Costa da Caparica;20088,6;
170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;8061,9;
170150313: União das freguesias de Caparica e Trafaria;9640,3;
170150314: União das freguesias de Charneca de Caparica e Sobreda;5866,2;
170150315: União das freguesias de Laranjeiro e Feijó;8071,5;
1701115: Amadora;19788,1;
170111512: Alfragide;18260,4;
170111513: Águas Livres;- -;
170111514: Encosta do Sol;4272;
170111515: Falagueira-Venda Nova;58594,7;
170111516: Mina de Água;15890,3;
170111517: Venteira;1296;
1701504: Barreiro;6728,7;
170150407: Santo António da Charneca;4306,4;
170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;28688,6;
170150410: União das freguesias de Barreiro e Lavradio;2204,6;
170150411: União das freguesias de Palhais e Coina;10161,3;
1701105: Cascais;23172,1;
170110501: Alcabideche;47304,6;
170110506: São Domingos de Rana;11723,4;
170110507: União das freguesias de Carcavelos e Parede;5241,5;
170110508: União das freguesias de Cascais e Estoril;4189,1;
1701106: Lisboa;2091;
170110601: Ajuda;- -;
170110602: Alcântara;- -;
170110654: Alvalade;- -;
170110655: Areeiro;- -;
170110656: Arroios;- -;
170110657: Avenidas Novas;- -;
170110607: Beato;- -;
170110658: Belém;- -;
170110608: Benfica;- -;
170110659: Campo de Ourique;- -;
170110610: Campolide;- -;
170110611: Carnide;- -;
170110660: Estrela;- -;
170110618: Lumiar;- -;
170110621: Marvila;- -;
170110661: Misericórdia;- -;
170110633: Olivais;- -;
170110662: Parque das Nações;- -;
170110663: Penha de França;- -;
170110664: Santa Clara;- -;
170110665: Santa Maria Maior;- -;
170110666: Santo António;- -;
170110639: São Domingos de Benfica;- -;
170110667: São Vicente;- -;
1701107: Loures;14637,4;
170110702: Bucelas;8660,4;
170110705: Fanhões;8663,7;
170110707: Loures;18654,9;
170110708: Lousa;19584;
170110731: União das freguesias de Camarate, Unhos e Apelação;12411,9;
170110726: União das freguesias de Moscavide e Portela;- -;
170110727: União das freguesias de Sacavém e Prior Velho;31812,5;
170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;6947,9;
170110729: União das freguesias de Santo Antão e São Julião do Tojal;17666,3;
170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;15865,1;
1701109: Mafra;14051,5;
170110902: Carvoeira;7552;
170110904: Encarnação;17052,9;
170110906: Ericeira;28564,3;
170110909: Mafra;16560,3;
170110911: Milharado;8037,3;
170110913: Santo Isidoro;19478,9;
170110918: União das freguesias de Azueira e Sobral da Abelheira;14132,7;
170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;12921,1;
170110920: União das freguesias de Igreja Nova e Cheleiros;6056,9;
170110921: União das freguesias de Malveira e São Miguel de Alcainça;15108,3;
170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;22718,3;
1701506: Moita;33049,8;
170150601: Alhos Vedros;23801,9;
170150603: Moita;35876,9;
170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;527732,6;
170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;36952,5;
1701507: Montijo;40262,5;
170150701: Canha;77240;
170150704: Sarilhos Grandes;57742,3;
170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;31551,1;
170150710: União das freguesias de Montijo e Afonsoeiro;29361;
170150711: União das freguesias de Pegões;24968,9;
1701116: Odivelas;18330;
170111603: Odivelas;3665,6;
170111608: União das freguesias de Pontinha e Famões;19242,3;
170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;8075,7;
170111610: União das freguesias de Ramada e Caneças;26160,8;
1701110: Oeiras;22907,8;
170111002: Barcarena;17373,6;
170111009: Porto Salvo;7423,4;
170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;- -;
170111013: União das freguesias de Carnaxide e Queijas;53799,8;
170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;30143,4;
1701508: Palmela;23087,5;
170150802: Palmela;16071,3;
170150803: Pinhal Novo;18087,5;
170150804: Quinta do Anjo;37625,3;
170150806: União das freguesias de Poceirão e Marateca;26973;
1701510: Seixal;24672,3;
170151002: Amora;5307,1;
170151005: Corroios;20652,6;
170151006: Fernão Ferro;8219,6;
170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;59174,6;
1701511: Sesimbra;8634,6;
170151103: Quinta do Conde;3846;
170151101: Sesimbra (Castelo);8707,6;
170151102: Sesimbra (Santiago);2631,7;
1701512: Setúbal;13421,2;
170151207: Gâmbia-Pontes-Alto da Guerra;11280,3;
170151208: Sado;11322,3;
170151205: Setúbal (São Sebastião);20213,5;
170151209: União das freguesias de Azeitão (São Lourenço e São Simão);12194,2;
170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);19698,8;
1701111: Sintra;11581,7;
170111102: Algueirão-Mem Martins;10331,8;
170111115: Casal de Cambra;3869,7;
170111105: Colares;11365,1;
170111108: Rio de Mouro;13396,5;
170111122: União das freguesias de Agualva e Mira-Sintra;- -;
170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;13712;
170111125: União das freguesias de Massamá e Monte Abraão;- -;
170111126: União das freguesias de Queluz e Belas;9841,1;
170111127: União das freguesias de São João das Lampas e Terrugem;10583,7;
170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);10371,9;
170111124: União das freguesias do Cacém e São Marcos;- -;
1701114: Vila Franca de Xira;21282,9;
170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;5628,4;
170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;11510,7;
170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;17363,9;
170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;7576,4;
170111408: Vialonga;16153,9;
170111409: Vila Franca de Xira;66006,8;
18: Alentejo;26146,4;
181: Alentejo Litoral;30325,1;
1811501: Alcácer do Sal;47739,1;
181150106: Comporta;8253,1;
181150105: São Martinho;58992,7;
181150104: Torrão;62857,2;
181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;57346,2;
1811505: Grândola;25047,3;
181150501: Azinheira dos Barros e São Mamede do Sádão;79612,4;
181150505: Carvalhal;10926,8;
181150503: Melides;9067,7;
181150506: União das freguesias de Grândola e Santa Margarida da Serra;27837,5;
1810211: Odemira;24210,3;
181021116: Boavista dos Pinheiros;- -;
181021118: Colos;28339,6;
181021117: Longueira/Almograve;- -;
181021115: Luzianes-Gare;17214,2;
181021102: Relíquias;11449,4;
181021103: Sabóia;12699,7;
181021119: Santa Clara-a-Velha;10068,7;
181021106: São Luís;14230,2;
181021107: São Martinho das Amoreiras;9904,2;
181021120: São Salvador e Santa Maria;45520,3;
181021121: São Teotónio;31128,6;
181021122: Vale de Santiago;39421,6;
181021111: Vila Nova de Milfontes;11023,3;
1811509: Santiago do Cacém;32509;
181150901: Abela;66863;
181150902: Alvalade;97846,3;
181150903: Cercal;21959,9;
181150904: Ermidas-Sado;43099,8;
181150907: Santo André;10099,3;
181150910: São Francisco da Serra;17445,2;
181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;17670,3;
181150913: União das freguesias de São Domingos e Vale de Água;34859,6;
1811513: Sines;22876;
181151302: Porto Covo;19053,4;
181151301: Sines;25395,4;
184: Baixo Alentejo;26311,1;
1840201: Aljustrel;35707;
184020102: Ervidel;9652,8;
184020103: Messejana;35325,3;
184020104: São João de Negrilhos;28928;
184020106: União das freguesias de Aljustrel e Rio de Moinhos;55081,5;
1840202: Almodôvar;19666,6;
184020208: Aldeia dos Fernandes;26694,9;
184020203: Rosário;33209,2;
184020205: Santa Cruz;23329,9;
184020206: São Barnabé;13884,7;
184020209: União das freguesias de Almodôvar e Graça dos Padrões;20661,2;
184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;16686,3;
1840203: Alvito;26399;
184020301: Alvito;29588,5;
184020302: Vila Nova da Baronia;22766,6;
1840204: Barrancos;13649,3;
184020401: Barrancos;13649,3;
1840205: Beja;27207,8;
184020502: Baleizão;57914,9;
184020503: Beringel;12544,3;
184020504: Cabeça Gorda;23080,2;
184020506: Nossa Senhora das Neves;17585;
184020510: Santa Clara de Louredo;45563,8;
184020516: São Matias;21316,2;
184020519: União das freguesias de Albernoa e Trindade;54303;
184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);22567;
184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);21926,3;
184020522: União das freguesias de Salvada e Quintos;27689;
184020523: União das freguesias de Santa Vitória e Mombeja;25469,7;
184020524: União das freguesias de Trigaches e São Brissos;13031,9;
1840206: Castro Verde;49707,4;
184020603: Entradas;44500,7;
184020604: Santa Bárbara de Padrões;21516,4;
184020605: São Marcos da Ataboeira;135435,9;
184020606: União das freguesias de Castro Verde e Casével;44934,7;
1840207: Cuba;27587,3;
184020701: Cuba;29877,9;
184020702: Faro do Alentejo;83165,4;
184020703: Vila Alva;12226;
184020704: Vila Ruiva;8539,3;
1840208: Ferreira do Alentejo;40196,3;
184020803: Figueira dos Cavaleiros;48362,2;
184020804: Odivelas;60417,7;
184020807: União das freguesias de Alfundão e Peroguarda;38930;
184020808: União das freguesias de Ferreira do Alentejo e Canhestros;36035,2;
1840209: Mértola;37471,5;
184020901: Alcaria Ruiva;46346,4;
184020902: Corte do Pinto;26908,4;
184020903: Espírito Santo;25034,8;
184020904: Mértola;37605,3;
184020905: Santana de Cambas;45843,7;
184020906: São João dos Caldeireiros;53641,4;
184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;30285;
1840210: Moura;22306,6;
184021001: Amareleja;18196,2;
184021002: Póvoa de São Miguel;20988,1;
184021008: Sobral da Adiça;16014;
184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;33801,4;
184021010: União das freguesias de Safara e Santo Aleixo da Restauração;17157,8;
1840212: Ourique;23797,4;
184021203: Ourique;33571,7;
184021206: Santana da Serra;10693,8;
184021207: União das freguesias de Garvão e Santa Luzia;25227,5;
184021208: União das freguesias de Panoias e Conceição;42772,6;
1840213: Serpa;19076;
184021302: Brinches;16162,5;
184021303: Pias;18046,3;
184021308: União das freguesias de Serpa (Salvador e Santa Maria);28020,2;
184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;17629,7;
184021307: Vila Verde de Ficalho;11126,6;
1840214: Vidigueira;24606,6;
184021401: Pedrógão;45520,6;
184021402: Selmes;42975;
184021403: Vidigueira;12425,5;
184021404: Vila de Frades;8404;
185: Lezíria do Tejo;24734,6;
1851403: Almeirim;16685,7;
185140301: Almeirim;19421,2;
185140302: Benfica do Ribatejo;21501,7;
185140303: Fazendas de Almeirim;10274,6;
185140304: Raposa;39575,7;
1851404: Alpiarça;27333;
185140401: Alpiarça;27333;
1851103: Azambuja;18043,3;
185110301: Alcoentre;7223,2;
185110302: Aveiras de Baixo;33405,3;
185110303: Aveiras de Cima;13464,4;
185110304: Azambuja;52823,1;
185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;11044,3;
185110306: Vale do Paraíso;4904,1;
185110307: Vila Nova da Rainha;49170,1;
1851405: Benavente;63140,9;
185140504: Barrosa;50124,7;
185140501: Benavente;50821;
185140502: Samora Correia;94105,2;
185140503: Santo Estêvão;30532,1;
1851406: Cartaxo;26281,1;
185140604: Pontével;21866,5;
185140610: União das freguesias de Ereira e Lapa;8287,1;
185140609: União das freguesias do Cartaxo e Vale da Pinta;32340,1;
185140605: Valada;81550,7;
185140608: Vale da Pedra;9348,6;
185140607: Vila Chã de Ourique;31113,5;
1851407: Chamusca;32493;
185140707: Carregueira;6688,5;
185140704: Ulme;65131,8;
185140708: União das freguesias da Chamusca e Pinheiro Grande;22252,4;
185140709: União das freguesias de Parreira e Chouto;46924,8;
185140705: Vale de Cavalos;84749,8;
1851409: Coruche;42691,3;
185140907: Biscainho;70056,8;
185140905: Branca;44874,9;
185140902: Couço;92570,4;
185140908: Santana do Mato;46830,3;
185140903: São José da Lamarosa;18705,1;
185140909: União das freguesias de Coruche, Fajarda e Erra;33154,3;
1851412: Golegã;32477,9;
185141201: Azinhaga;35804;
185141202: Golegã;31310,7;
185141203: Pombalinho;29279,5;
1851414: Rio Maior;21825,5;
185141401: Alcobertas;22666,4;
185141402: Arrouquelas;15653,7;
185141410: Asseiceira;16011,7;
185141405: Fráguas;21488,6;
185141408: Rio Maior;21991,1;
185141411: São Sebastião;42585,1;
185141415: União das freguesias de Azambujeira e Malaqueijo;14541,9;
185141416: União das freguesias de Marmeleira e Assentiz;17993,6;
185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;14020,8;
185141418: União das freguesias de São João da Ribeira e Ribeira de São João;44942,7;
1851415: Salvaterra de Magos;25181;
185141502: Marinhais;20740,8;
185141503: Muge;60618,9;
185141507: União das freguesias de Glória do Ribatejo e Granho;6800,2;
185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;28540,9;
1851416: Santarém;16568,9;
185141601: Abitureiras;12619,3;
185141602: Abrã;3669,3;
185141604: Alcanede;10642,1;
185141605: Alcanhões;24752,3;
185141606: Almoster;50945,8;
185141607: Amiais de Baixo;2329,7;
185141608: Arneiro das Milhariças;2588,4;
185141628: Gançaria;10820;
185141613: Moçarria;7201,9;
185141614: Pernes;39438,5;
185141616: Póvoa da Isenta;23589;
185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;11090,7;
185141630: União das freguesias de Azoia de Cima e Tremês;5677,3;
185141631: União das freguesias de Casével e Vaqueiros;8218,8;
185141632: União das freguesias de Romeira e Várzea;21946,5;
185141633: União de freguesias da cidade de Santarém;17534,6;
185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;30771;
185141625: Vale de Santarém;17493,6;
186: Alto Alentejo;18292,2;
1861201: Alter do Chão;34277,8;
186120101: Alter do Chão;25252,8;
186120102: Chancelaria;19917,1;
186120104: Cunheira;58426,7;
186120103: Seda;59696,7;
1861202: Arronches;22311,7;
186120201: Assunção;38321,6;
186120202: Esperança;10769,7;
186120203: Mosteiros;27739,9;
1861203: Avis;42566,4;
186120302: Aldeia Velha;56076,7;
186120303: Avis;29561,9;
186120305: Ervedal;40581,9;
186120306: Figueira e Barros;30445,2;
186120309: União das freguesias de Alcórrego e Maranhão;53144;
186120310: União das freguesias de Benavila e Valongo;54591,7;
1861204: Campo Maior;15227,4;
186120401: Nossa Senhora da Expectação;13810,7;
186120402: Nossa Senhora da Graça dos Degolados;34410,8;
186120403: São João Baptista;15225,5;
1861205: Castelo de Vide;24311;
186120501: Nossa Senhora da Graça de Póvoa e Meadas;32462;
186120502: Santa Maria da Devesa;12084,4;
186120503: Santiago Maior;30675;
186120504: São João Baptista;31579,4;
1861206: Crato;27053,1;
186120601: Aldeia da Mata;19952,3;
186120604: Gáfete;9586;
186120605: Monte da Pedra;16574,4;
186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;43540,5;
1861207: Elvas;32014,6;
186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;41812,5;
186120713: Caia, São Pedro e Alcáçova;26767,7;
186120706: Santa Eulália;76516,9;
186120707: São Brás e São Lourenço;20755,2;
186120708: São Vicente e Ventosa;84172,3;
186120714: União das freguesias de Barbacena e Vila Fernando;28608,6;
186120715: União das freguesias de Terrugem e Vila Boim;19792,1;
1861208: Fronteira;37510,3;
186120801: Cabeço de Vide;27395,6;
186120802: Fronteira;48497,4;
186120803: São Saturnino;21639,5;
1861209: Gavião;4863,5;
186120902: Belver;2254;
186120903: Comenda;5049,8;
186120905: Margem;4330,6;
186120906: União das freguesias de Gavião e Atalaia;9604,5;
1861210: Marvão;9950;
186121001: Beirã;18859,7;
186121002: Santa Maria de Marvão;7731,3;
186121003: Santo António das Areias;8881,8;
186121004: São Salvador da Aramenha;9048,1;
1861211: Monforte;52886;
186121101: Assumar;56388,2;
186121102: Monforte;74120,5;
186121103: Santo Aleixo;25125;
186121104: Vaiamonte;39225,7;
1861212: Nisa;8373,2;
186121201: Alpalhão;14767,9;
186121205: Montalvão;8911,7;
186121207: Santana;3990,2;
186121208: São Matias;5007,2;
186121210: Tolosa;8963;
186121211: União das freguesias de Arez e Amieira do Tejo;7439,8;
186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;8531,5;
1861213: Ponte de Sor;13040,9;
186121304: Foros de Arrão;21482,7;
186121301: Galveias;18820,4;
186121305: Longomel;4644,3;
186121302: Montargil;18153,5;
186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;11371;
1861214: Portalegre;11440,8;
186121401: Alagoa;10587,8;
186121402: Alegrete;11439,4;
186121404: Fortios;18188,4;
186121411: União das freguesias da Sé e São Lourenço;3725,7;
186121412: União das freguesias de Reguengo e São Julião;9795,7;
186121413: União das freguesias de Ribeira de Nisa e Carreiras;9274,2;
186121410: Urra;24146,4;
1861215: Sousel;29327,1;
186121501: Cano;33734,7;
186121502: Casa Branca;32364,1;
186121503: Santo Amaro;68074,4;
186121504: Sousel;19569,5;
187: Alentejo Central;35316,6;
1870701: Alandroal;23433,5;
187070104: Capelins (Santo António);14393;
187070103: Santiago Maior;18992,5;
187070105: Terena (São Pedro);22539,7;
187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);35499,7;
1870702: Arraiolos;72279,6;
187070201: Arraiolos;72891,6;
187070202: Igrejinha;51706,6;
187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;110581;
187070209: União das freguesias de São Gregório e Santa Justa;60945,2;
187070206: Vimieiro;71174,2;
1870703: Borba;20903,8;
187070301: Borba (Matriz);13449,7;
187070304: Borba (São Bartolomeu);- -;
187070302: Orada;39748,2;
187070303: Rio de Moinhos;25019,8;
1870704: Estremoz;22875,9;
187070401: Arcos;16477,3;
187070404: Évora Monte (Santa Maria);52580,4;
187070402: Glória;16821,2;
187070411: São Domingos de Ana Loura;27172,7;
187070414: União das freguesias de Estremoz (Santa Maria e Santo André);16367,9;
187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;15160,9;
187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;56286;
187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);29809,3;
187070413: Veiros;11557;
1870705: Évora;41092,2;
187070515: Canaviais;12623,4;
187070502: Nossa Senhora da Graça do Divor;93479,5;
187070503: Nossa Senhora de Machede;37852,8;
187070506: São Bento do Mato;35580,4;
187070509: São Miguel de Machede;26241,5;
187070513: Torre de Coelheiros;114345,1;
187070522: União das freguesias de Bacelo e Senhora da Saúde;12010,2;
187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);21753,8;
187070524: União das freguesias de Malagueira e Horta das Figueiras;37873,5;
187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;141673,1;
187070526: União das freguesias de São Manços e São Vicente do Pigeiro;31135,2;
187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;55619;
1870706: Montemor-o-Novo;81384,1;
187070601: Cabrela;119319,3;
187070607: Ciborro;190284,7;
187070610: Foros de Vale de Figueira;32717,5;
187070605: Santiago do Escoural;70462,2;
187070606: São Cristóvão;85492,9;
187070611: União das freguesias de Cortiçadas de Lavre e Lavre;68196,2;
187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;82153,6;
1870707: Mora;34775,2;
187070701: Brotas;46780,4;
187070702: Cabeção;12513,6;
187070703: Mora;29701,4;
187070704: Pavia;53737,1;
1870708: Mourão;25452,4;
187070801: Granja;51800,2;
187070802: Luz;15828,6;
187070803: Mourão;18687,3;
1870709: Portel;18648,2;
187070903: Monte do Trigo;27758,8;
187070905: Portel;14873,1;
187070906: Santana;17553,3;
187070909: União das freguesias de Amieira e Alqueva;23516,2;
187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;21900;
187070908: Vera Cruz;6822,4;
1870710: Redondo;32225,3;
187071001: Montoito;23524,1;
187071002: Redondo;35057,9;
1870711: Reguengos de Monsaraz;22888,7;
187071102: Corval;17084,6;
187071103: Monsaraz;17482,4;
187071104: Reguengos de Monsaraz;26320,4;
187071106: União das freguesias de Campo e Campinho;27858,2;
1870712: Vendas Novas;40430,9;
187071202: Landeira;142232,7;
187071201: Vendas Novas;31350;
1870713: Viana do Alentejo;58500,4;
187071303: Aguiar;81831,3;
187071301: Alcáçovas;68924,1;
187071302: Viana do Alentejo;41860,5;
1870714: Vila Viçosa;21409,5;
187071401: Bencatel;15336,2;
187071402: Ciladas;72444,9;
187071406: Nossa Senhora da Conceição e São Bartolomeu;9074,4;
187071404: Pardais;12809,7;
15: Algarve;9040,2;
150: Algarve;9040,2;
1500801: Albufeira;13507,5;
150080106: Albufeira e Olhos de Água;5322;
150080104: Ferreiras;3887,9;
150080102: Guia;7005,4;
150080103: Paderne;29485;
1500802: Alcoutim;4043,9;
150080202: Giões;4251,3;
150080203: Martim Longo;4653,5;
150080206: União das freguesias de Alcoutim e Pereiro;3427,1;
150080205: Vaqueiros;4290,5;
1500803: Aljezur;7612,6;
150080301: Aljezur;5440,5;
150080302: Bordeira;11060,3;
150080303: Odeceixe;8833;
150080304: Rogil;8291,5;
1500804: Castro Marim;7710,9;
150080404: Altura;25603,1;
150080401: Azinhal;4042,5;
150080402: Castro Marim;14034,6;
150080403: Odeleite;4065;
1500805: Faro;17008,2;
150080506: Montenegro;23323,8;
150080503: Santa Bárbara de Nexe;4740;
150080507: União das freguesias de Conceição e Estoi;14129,4;
150080508: União das freguesias de Faro (Sé e São Pedro);43723,6;
1500806: Lagoa;7289,6;
150080602: Ferragudo;9097;
150080604: Porches;5874,5;
150080607: União das freguesias de Estômbar e Parchal;8686,8;
150080608: União das freguesias de Lagoa e Carvoeiro;7085,8;
1500807: Lagos;8030,9;
150080703: Luz;7035,4;
150080704: Odiáxere;6937,2;
150080707: União das freguesias de Bensafrim e Barão de São João;8318,6;
150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);10054,9;
1500808: Loulé;4974;
150080801: Almancil;9028;
150080802: Alte;6487;
150080803: Ameixial;4703,8;
150080804: Boliqueime;4088;
150080808: Loulé (São Clemente);2947,1;
150080809: Loulé (São Sebastião);3951,6;
150080805: Quarteira;10364,8;
150080807: Salir;4087,9;
150080812: União de freguesias de Querença, Tôr e Benafim;4659,2;
1500809: Monchique;12844,8;
150080901: Alferce;11453,1;
150080902: Marmelete;20292,8;
150080903: Monchique;8756,3;
1500810: Olhão;12356,3;
150081003: Olhão;- -;
150081004: Pechão;33460,5;
150081005: Quelfes;6667,6;
150081006: União das freguesias de Moncarapacho e Fuseta;9608,3;
1500811: Portimão;9469,1;
150081101: Alvor;10512,2;
150081102: Mexilhoeira Grande;7978,5;
150081103: Portimão;13839,9;
1500812: São Brás de Alportel;3106,5;
150081201: São Brás de Alportel;3106,5;
1500813: Silves;10711,4;
150081303: Armação de Pêra;3623,9;
150081305: São Bartolomeu de Messines;8256,4;
150081306: São Marcos da Serra;10450,7;
150081307: Silves;13046,6;
150081309: União das freguesias de Alcantarilha e Pêra;12020,4;
150081310: União das freguesias de Algoz e Tunes;11898,5;
1500814: Tavira;7686,2;
150081401: Cachopo;3964,5;
150081404: Santa Catarina da Fonte do Bispo;3977,9;
150081408: Santa Luzia;12266,5;
150081410: União das freguesias de Conceição e Cabanas de Tavira;8520,6;
150081411: União das freguesias de Luz de Tavira e Santo Estêvão;11697,5;
150081412: União das freguesias de Tavira (Santa Maria e Santiago);8082;
1500815: Vila do Bispo;6963,7;
150081501: Barão de São Miguel;6062,8;
150081502: Budens;4068,1;
150081504: Sagres;14216,2;
150081506: Vila do Bispo e Raposeira;7844,8;
1500816: Vila Real de Santo António;10239,2;
150081603: Monte Gordo;8458,1;
150081601: Vila Nova de Cacela;11001,4;
150081602: Vila Real de Santo António;6372;
2: Região Autónoma dos Açores;16938,7;
20: Região Autónoma dos Açores;16938,7;
200: Região Autónoma dos Açores;16938,7;
2004301: Angra do Heroísmo;18611,6;
200430101: Altares;22718,3;
200430102: Angra (Nossa Senhora da Conceição);9583,4;
200430103: Angra (Santa Luzia);7762,4;
200430104: Angra (São Pedro);4164,6;
200430105: Angra (Sé);21748;
200430106: Cinco Ribeiras;20458,9;
200430107: Doze Ribeiras;18237,5;
200430108: Feteira;8148,8;
200430109: Porto Judeu;29800,7;
200430110: Posto Santo;28544,9;
200430111: Raminho;28236,5;
200430112: Ribeirinha;15060,1;
200430113: Santa Bárbara;18695,8;
200430114: São Bartolomeu de Regatos;14159;
200430115: São Bento;23638,2;
200430116: São Mateus da Calheta;7679,7;
200430117: Serreta;20898;
200430118: Terra Chã;21116,1;
200430119: Vila de São Sebastião;21956,9;
2004501: Calheta;19115,2;
200450101: Calheta;9959,5;
200450102: Norte Pequeno;32199,9;
200450103: Ribeira Seca;18550,2;
200450104: Santo Antão;25849,9;
200450105: Topo (Nossa Senhora do Rosário);15231,8;
2004901: Corvo;17589,6;
200490101: Corvo;17589,6;
2004701: Horta;14355,6;
200470101: Capelo;8659,4;
200470102: Castelo Branco;15975;
200470103: Cedros;17009,1;
200470104: Feteira;13895,4;
200470105: Flamengos;11889,1;
200470106: Horta (Angústias);8217,6;
200470107: Horta (Conceição);8697,1;
200470108: Horta (Matriz);4143,5;
200470109: Pedro Miguel;18545,7;
200470110: Praia do Almoxarife;9856,9;
