
Statistical table extracted on October 18, 2022 (23:21:13)
http://www.ine.pt



Geographic localization (NUTS -2013);Value of total standard production (?) of agricultural holdings by Geographic localization (NUTS -2013) -  Decennial (1) ;
170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;624759;
170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;351518;
170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;3031793;
170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;100853;
170111408: Vialonga;512968;
170111409: Vila Franca de Xira;34103020;
18: Alentejo;2441935279;
181: Alentejo Litoral;498243524;
1811501: Alcácer do Sal;142565289;
181150106: Comporta;34603355;
181150105: São Martinho;3025914;
181150104: Torrão;21226769;
181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;83709251;
1811505: Grândola;71306455;
181150501: Azinheira dos Barros e São Mamede do Sádão;14380187;
181150505: Carvalhal;1605217;
181150503: Melides;7083321;
181150506: União das freguesias de Grândola e Santa Margarida da Serra;48237731;
1810211: Odemira;216398538;
181021116: Boavista dos Pinheiros;10320272;
181021118: Colos;6056687;
181021117: Longueira/Almograve;69303909;
181021115: Luzianes-Gare;1209433;
181021102: Relíquias;3305213;
181021103: Sabóia;2002980;
181021119: Santa Clara-a-Velha;3042728;
181021106: São Luís;4884892;
181021107: São Martinho das Amoreiras;3139948;
181021120: São Salvador e Santa Maria;2533110;
181021121: São Teotónio;102354142;
181021122: Vale de Santiago;4339868;
181021111: Vila Nova de Milfontes;3905354;
1811509: Santiago do Cacém;63918006;
181150901: Abela;6136420;
181150902: Alvalade;16137936;
181150903: Cercal;8056245;
181150904: Ermidas-Sado;4962663;
181150907: Santo André;7812180;
181150910: São Francisco da Serra;791054;
181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;13998646;
181150913: União das freguesias de São Domingos e Vale de Água;6022862;
1811513: Sines;4055236;
181151302: Porto Covo;2254205;
181151301: Sines;1801032;
184: Baixo Alentejo;576297977;
1840201: Aljustrel;33281256;
184020102: Ervidel;3170952;
184020103: Messejana;7754040;
184020104: São João de Negrilhos;9087896;
184020106: União das freguesias de Aljustrel e Rio de Moinhos;13268367;
1840202: Almodôvar;28053614;
184020208: Aldeia dos Fernandes;393867;
184020203: Rosário;1690995;
184020205: Santa Cruz;3259484;
184020206: São Barnabé;2926046;
184020209: União das freguesias de Almodôvar e Graça dos Padrões;9099395;
184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;10683827;
1840203: Alvito;18637983;
184020301: Alvito;13501802;
184020302: Vila Nova da Baronia;5136180;
1840204: Barrancos;5456545;
184020401: Barrancos;5456545;
1840205: Beja;120162862;
184020502: Baleizão;20679587;
184020503: Beringel;742902;
184020504: Cabeça Gorda;4939938;
184020506: Nossa Senhora das Neves;7594074;
184020510: Santa Clara de Louredo;9423051;
184020516: São Matias;10712689;
184020519: União das freguesias de Albernoa e Trindade;15857162;
184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);4626613;
184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);7963915;
184020522: União das freguesias de Salvada e Quintos;12562194;
184020523: União das freguesias de Santa Vitória e Mombeja;20121727;
184020524: União das freguesias de Trigaches e São Brissos;4939012;
1840206: Castro Verde;21096692;
184020603: Entradas;3098340;
184020604: Santa Bárbara de Padrões;1980709;
184020605: São Marcos da Ataboeira;3512984;
184020606: União das freguesias de Castro Verde e Casével;12504660;
1840207: Cuba;16187579;
184020701: Cuba;11621867;
184020702: Faro do Alentejo;1797084;
184020703: Vila Alva;1797733;
184020704: Vila Ruiva;970896;
1840208: Ferreira do Alentejo;71518701;
184020803: Figueira dos Cavaleiros;13329550;
184020804: Odivelas;10105515;
184020807: União das freguesias de Alfundão e Peroguarda;11388292;
184020808: União das freguesias de Ferreira do Alentejo e Canhestros;36695344;
1840209: Mértola;83852026;
184020901: Alcaria Ruiva;14468874;
184020902: Corte do Pinto;2748730;
184020903: Espírito Santo;10017515;
184020904: Mértola;17174388;
184020905: Santana de Cambas;4784888;
184020906: São João dos Caldeireiros;5856350;
184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;28801281;
1840210: Moura;58236644;
184021001: Amareleja;8827727;
184021002: Póvoa de São Miguel;9389545;
184021008: Sobral da Adiça;8298647;
184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;22265792;
184021010: União das freguesias de Safara e Santo Aleixo da Restauração;9454933;
1840212: Ourique;23907839;
184021203: Ourique;10833316;
184021206: Santana da Serra;3056631;
184021207: União das freguesias de Garvão e Santa Luzia;2946666;
184021208: União das freguesias de Panoias e Conceição;7071225;
1840213: Serpa;70469353;
184021302: Brinches;7593005;
184021303: Pias;15581831;
184021308: União das freguesias de Serpa (Salvador e Santa Maria);29069503;
184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;13871492;
184021307: Vila Verde de Ficalho;4353521;
1840214: Vidigueira;25436884;
184021401: Pedrógão;8378087;
184021402: Selmes;12129995;
184021403: Vidigueira;2226892;
184021404: Vila de Frades;2701910;
185: Lezíria do Tejo;578496779;
1851403: Almeirim;40630603;
185140301: Almeirim;18641398;
185140302: Benfica do Ribatejo;12171910;
185140303: Fazendas de Almeirim;8136121;
185140304: Raposa;1681174;
1851404: Alpiarça;23600340;
185140401: Alpiarça;23600340;
1851103: Azambuja;44294912;
185110301: Alcoentre;2835543;
185110302: Aveiras de Baixo;757441;
185110303: Aveiras de Cima;6521309;
185110304: Azambuja;26034641;
185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;3477031;
185110306: Vale do Paraíso;358251;
185110307: Vila Nova da Rainha;4310695;
1851405: Benavente;48422957;
185140504: Barrosa;231298;
185140501: Benavente;20986129;
185140502: Samora Correia;25569792;
185140503: Santo Estêvão;1635738;
1851406: Cartaxo;40180510;
185140604: Pontével;4384983;
185140610: União das freguesias de Ereira e Lapa;1374081;
185140609: União das freguesias do Cartaxo e Vale da Pinta;5102969;
185140605: Valada;19637893;
185140608: Vale da Pedra;1403744;
185140607: Vila Chã de Ourique;8276839;
1851407: Chamusca;33213279;
185140707: Carregueira;4586910;
185140704: Ulme;3042566;
185140708: União das freguesias da Chamusca e Pinheiro Grande;4763615;
185140709: União das freguesias de Parreira e Chouto;10314772;
185140705: Vale de Cavalos;10505417;
1851409: Coruche;87869080;
185140907: Biscainho;9370956;
185140905: Branca;7380733;
185140902: Couço;21226766;
185140908: Santana do Mato;6350037;
185140903: São José da Lamarosa;8806815;
185140909: União das freguesias de Coruche, Fajarda e Erra;34733773;
1851412: Golegã;20389173;
185141201: Azinhaga;8753269;
185141202: Golegã;10412832;
185141203: Pombalinho;1223071;
1851414: Rio Maior;49281195;
185141401: Alcobertas;5828617;
185141402: Arrouquelas;3632811;
185141410: Asseiceira;1407314;
185141405: Fráguas;4582063;
185141408: Rio Maior;13952685;
185141411: São Sebastião;1495044;
185141415: União das freguesias de Azambujeira e Malaqueijo;7358303;
185141416: União das freguesias de Marmeleira e Assentiz;4359359;
185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;2145818;
185141418: União das freguesias de São João da Ribeira e Ribeira de São João;4519181;
1851415: Salvaterra de Magos;47566497;
185141502: Marinhais;3459618;
185141503: Muge;8390398;
185141507: União das freguesias de Glória do Ribatejo e Granho;8292593;
185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;27423888;
1851416: Santarém;143048235;
185141601: Abitureiras;4124441;
185141602: Abrã;549055;
185141604: Alcanede;40670780;
185141605: Alcanhões;2103883;
185141606: Almoster;43097182;
185141607: Amiais de Baixo;14225;
185141608: Arneiro das Milhariças;345177;
185141628: Gançaria;558059;
185141613: Moçarria;1326980;
185141614: Pernes;2092935;
185141616: Póvoa da Isenta;506568;
185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;11427929;
185141630: União das freguesias de Azoia de Cima e Tremês;1659442;
185141631: União das freguesias de Casével e Vaqueiros;3570962;
185141632: União das freguesias de Romeira e Várzea;2798252;
185141633: União de freguesias da cidade de Santarém;5258735;
185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;20582172;
185141625: Vale de Santarém;2361456;
186: Alto Alentejo;318184641;
1861201: Alter do Chão;21299197;
186120101: Alter do Chão;12546956;
186120102: Chancelaria;1968729;
186120104: Cunheira;802150;
186120103: Seda;5981361;
1861202: Arronches;14666733;
186120201: Assunção;10706799;
186120202: Esperança;1921327;
186120203: Mosteiros;2038607;
1861203: Avis;31656565;
186120302: Aldeia Velha;3358988;
186120303: Avis;3522561;
186120305: Ervedal;2422095;
186120306: Figueira e Barros;5701477;
186120309: União das freguesias de Alcórrego e Maranhão;7630277;
186120310: União das freguesias de Benavila e Valongo;9021167;
1861204: Campo Maior;22473739;
186120401: Nossa Senhora da Expectação;12661741;
186120402: Nossa Senhora da Graça dos Degolados;2443758;
186120403: São João Baptista;7368240;
1861205: Castelo de Vide;7948129;
186120501: Nossa Senhora da Graça de Póvoa e Meadas;1690738;
186120502: Santa Maria da Devesa;1922981;
186120503: Santiago Maior;2249211;
186120504: São João Baptista;2085199;
1861206: Crato;11913541;
186120601: Aldeia da Mata;796030;
186120604: Gáfete;929791;
186120605: Monte da Pedra;2026633;
186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;8161088;
1861207: Elvas;45733812;
186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;11586289;
186120713: Caia, São Pedro e Alcáçova;11612840;
186120706: Santa Eulália;3266195;
186120707: São Brás e São Lourenço;4293509;
186120708: São Vicente e Ventosa;7728665;
186120714: União das freguesias de Barbacena e Vila Fernando;2700846;
186120715: União das freguesias de Terrugem e Vila Boim;4545468;
1861208: Fronteira;21444927;
186120801: Cabeço de Vide;7318935;
186120802: Fronteira;11990609;
186120803: São Saturnino;2135383;
1861209: Gavião;12434904;
186120902: Belver;805036;
186120903: Comenda;8748286;
186120905: Margem;689800;
186120906: União das freguesias de Gavião e Atalaia;2191781;
1861210: Marvão;5698302;
186121001: Beirã;1560588;
186121002: Santa Maria de Marvão;696186;
186121003: Santo António das Areias;996707;
186121004: São Salvador da Aramenha;2444822;
1861211: Monforte;22029433;
186121101: Assumar;2381286;
186121102: Monforte;12100104;
186121103: Santo Aleixo;3056418;
186121104: Vaiamonte;4491624;
1861212: Nisa;19429206;
186121201: Alpalhão;1398711;
186121205: Montalvão;4385748;
186121207: Santana;485044;
186121208: São Matias;1018937;
186121210: Tolosa;1211774;
186121211: União das freguesias de Arez e Amieira do Tejo;4664215;
186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;6264777;
1861213: Ponte de Sor;42812106;
186121304: Foros de Arrão;8780134;
186121301: Galveias;3525194;
186121305: Longomel;1867033;
186121302: Montargil;15272527;
186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;13367218;
1861214: Portalegre;18189272;
186121401: Alagoa;595211;
186121402: Alegrete;2816720;
186121404: Fortios;2465467;
186121411: União das freguesias da Sé e São Lourenço;1039687;
186121412: União das freguesias de Reguengo e São Julião;2720592;
186121413: União das freguesias de Ribeira de Nisa e Carreiras;1836968;
186121410: Urra;6714627;
1861215: Sousel;20454774;
186121501: Cano;3684022;
186121502: Casa Branca;6465908;
186121503: Santo Amaro;1742421;
186121504: Sousel;8562422;
187: Alentejo Central;470712359;
1870701: Alandroal;27701842;
187070104: Capelins (Santo António);2825515;
187070103: Santiago Maior;6927212;
187070105: Terena (São Pedro);3653469;
187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);14295645;
1870702: Arraiolos;43623908;
187070201: Arraiolos;10578593;
187070202: Igrejinha;4028381;
187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;3961650;
187070209: União das freguesias de São Gregório e Santa Justa;7621109;
187070206: Vimieiro;17434175;
1870703: Borba;10069354;
187070301: Borba (Matriz);3938986;
187070304: Borba (São Bartolomeu);1103;
187070302: Orada;2932146;
187070303: Rio de Moinhos;3197119;
1870704: Estremoz;33679889;
187070401: Arcos;1955492;
187070404: Évora Monte (Santa Maria);1478679;
187070402: Glória;2985411;
187070411: São Domingos de Ana Loura;1148770;
187070414: União das freguesias de Estremoz (Santa Maria e Santo André);5148544;
187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;5692191;
187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;2451812;
187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);8895219;
187070413: Veiros;3923771;
1870705: Évora;78004660;
187070515: Canaviais;1068959;
187070502: Nossa Senhora da Graça do Divor;3140200;
187070503: Nossa Senhora de Machede;10976913;
187070506: São Bento do Mato;1752363;
187070509: São Miguel de Machede;2852558;
187070513: Torre de Coelheiros;12674303;
187070522: União das freguesias de Bacelo e Senhora da Saúde;2465118;
187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);312306;
187070524: União das freguesias de Malagueira e Horta das Figueiras;13350050;
187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;11289756;
187070526: União das freguesias de São Manços e São Vicente do Pigeiro;14327822;
187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;3794312;
1870706: Montemor-o-Novo;92196405;
187070601: Cabrela;13854514;
187070607: Ciborro;1461557;
187070610: Foros de Vale de Figueira;9279454;
187070605: Santiago do Escoural;7871207;
187070606: São Cristóvão;7854585;
187070611: União das freguesias de Cortiçadas de Lavre e Lavre;13156753;
187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;38718335;
1870707: Mora;28342756;
187070701: Brotas;2871277;
187070702: Cabeção;1789445;
187070703: Mora;9851802;
187070704: Pavia;13830232;
1870708: Mourão;13225906;
187070801: Granja;4513909;
187070802: Luz;2594774;
187070803: Mourão;6117223;
1870709: Portel;31110546;
187070903: Monte do Trigo;12128166;
187070905: Portel;6065668;
187070906: Santana;2474315;
187070909: União das freguesias de Amieira e Alqueva;3044494;
187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;6152836;
187070908: Vera Cruz;1245067;
1870710: Redondo;30422979;
187071001: Montoito;7696412;
187071002: Redondo;22726567;
1870711: Reguengos de Monsaraz;28861319;
187071102: Corval;6383303;
187071103: Monsaraz;3387106;
187071104: Reguengos de Monsaraz;12121647;
187071106: União das freguesias de Campo e Campinho;6969263;
1870712: Vendas Novas;20107855;
187071202: Landeira;10982024;
187071201: Vendas Novas;9125832;
1870713: Viana do Alentejo;18169520;
187071303: Aguiar;1434547;
187071301: Alcáçovas;12660608;
187071302: Viana do Alentejo;4074365;
1870714: Vila Viçosa;15195419;
187071401: Bencatel;5832785;
187071402: Ciladas;6596802;
187071406: Nossa Senhora da Conceição e São Bartolomeu;2329465;
187071404: Pardais;436367;
15: Algarve;373196278;
150: Algarve;373196278;
1500801: Albufeira;46565719;
150080106: Albufeira e Olhos de Água;2302844;
150080104: Ferreiras;914687;
150080102: Guia;3024551;
150080103: Paderne;40323637;
1500802: Alcoutim;11125888;
150080202: Giões;1778166;
150080203: Martim Longo;3384703;
150080206: União das freguesias de Alcoutim e Pereiro;2995294;
150080205: Vaqueiros;2967725;
1500803: Aljezur;26581350;
150080301: Aljezur;2273778;
150080302: Bordeira;583215;
150080303: Odeceixe;19351930;
150080304: Rogil;4372428;
1500804: Castro Marim;9736678;
150080404: Altura;2674533;
150080401: Azinhal;1179373;
150080402: Castro Marim;3519655;
150080403: Odeleite;2363117;
1500805: Faro;39360955;
150080506: Montenegro;2957601;
150080503: Santa Bárbara de Nexe;2715760;
150080507: União das freguesias de Conceição e Estoi;24373306;
150080508: União das freguesias de Faro (Sé e São Pedro);9314289;
1500806: Lagoa;7640882;
150080602: Ferragudo;27806;
150080604: Porches;722875;
150080607: União das freguesias de Estômbar e Parchal;881784;
150080608: União das freguesias de Lagoa e Carvoeiro;6008417;
1500807: Lagos;17943903;
150080703: Luz;476707;
150080704: Odiáxere;9322099;
150080707: União das freguesias de Bensafrim e Barão de São João;7257806;
150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);887290;
1500808: Loulé;32250892;
150080801: Almancil;5720246;
150080802: Alte;5362758;
150080803: Ameixial;1359190;
150080804: Boliqueime;3848283;
150080808: Loulé (São Clemente);1521078;
150080809: Loulé (São Sebastião);3440791;
150080805: Quarteira;1871560;
150080807: Salir;2993332;
150080812: União de freguesias de Querença, Tôr e Benafim;6133654;
1500809: Monchique;11232501;
150080901: Alferce;1742867;
150080902: Marmelete;4428014;
150080903: Monchique;5061620;
1500810: Olhão;28214573;
150081003: Olhão;187265;
150081004: Pechão;3277614;
150081005: Quelfes;3823902;
150081006: União das freguesias de Moncarapacho e Fuseta;20925791;
1500811: Portimão;11048480;
150081101: Alvor;1238254;
150081102: Mexilhoeira Grande;5479762;
150081103: Portimão;4330465;
1500812: São Brás de Alportel;3410753;
150081201: São Brás de Alportel;3410753;
1500813: Silves;69072763;
150081303: Armação de Pêra;374378;
150081305: São Bartolomeu de Messines;23635658;
150081306: São Marcos da Serra;2298879;
150081307: Silves;24172274;
150081309: União das freguesias de Alcantarilha e Pêra;7052404;
150081310: União das freguesias de Algoz e Tunes;11539169;
1500814: Tavira;47491446;
150081401: Cachopo;2969214;
150081404: Santa Catarina da Fonte do Bispo;3886466;
150081408: Santa Luzia;613292;
150081410: União das freguesias de Conceição e Cabanas de Tavira;6182214;
150081411: União das freguesias de Luz de Tavira e Santo Estêvão;20468321;
150081412: União das freguesias de Tavira (Santa Maria e Santiago);13371939;
1500815: Vila do Bispo;3308111;
150081501: Barão de São Miguel;217886;
150081502: Budens;587311;
150081504: Sagres;477153;
150081506: Vila do Bispo e Raposeira;2025760;
1500816: Vila Real de Santo António;8211383;
150081603: Monte Gordo;9550;
150081601: Vila Nova de Cacela;7994345;
150081602: Vila Real de Santo António;207489;
2: Região Autónoma dos Açores;423978604;
20: Região Autónoma dos Açores;423978604;
200: Região Autónoma dos Açores;423978604;
2004301: Angra do Heroísmo;66535146;
200430101: Altares;6196328;
200430102: Angra (Nossa Senhora da Conceição);581543;
200430103: Angra (Santa Luzia);292715;
200430104: Angra (São Pedro);1149642;
200430105: Angra (Sé);22704;
200430106: Cinco Ribeiras;3857249;
200430107: Doze Ribeiras;2601018;
200430108: Feteira;2116113;
200430109: Porto Judeu;7518628;
200430110: Posto Santo;2398705;
200430111: Raminho;3167378;
200430112: Ribeirinha;4422244;
200430113: Santa Bárbara;5909251;
200430114: São Bartolomeu de Regatos;3757243;
200430115: São Bento;3028922;
200430116: São Mateus da Calheta;2731027;
200430117: Serreta;2040084;
200430118: Terra Chã;1755953;
200430119: Vila de São Sebastião;12988399;
2004501: Calheta;14675678;
200450101: Calheta;1724998;
200450102: Norte Pequeno;1512916;
200450103: Ribeira Seca;4115232;
200450104: Santo Antão;5326671;
200450105: Topo (Nossa Senhora do Rosário);1995862;
2004901: Corvo;420922;
200490101: Corvo;420922;
2004701: Horta;15771979;
200470101: Capelo;346980;
200470102: Castelo Branco;2108811;
200470103: Cedros;2449635;
200470104: Feteira;2710897;
200470105: Flamengos;1778348;
200470106: Horta (Angústias);226390;
200470107: Horta (Conceição);502525;
200470108: Horta (Matriz);163546;
200470109: Pedro Miguel;1707864;
200470110: Praia do Almoxarife;579492;
200470111: Praia do Norte;464503;
200470112: Ribeirinha;1104926;
200470113: Salão;1628061;
2004201: Lagoa;18182669;
200420101: Água de Pau;5387247;
200420102: Cabouco;4621631;
200420103: Lagoa (Nossa Senhora do Rosário);1757135;
200420104: Lagoa (Santa Cruz);6305859;
200420105: Ribeira Chã;110797;
2004801: Lajes das Flores;2444479;
200480101: Fajã Grande;233324;
200480102: Fajãzinha;124120;
200480103: Fazenda;443249;
200480104: Lajedo;397603;
200480105: Lajes das Flores;813570;
200480106: Lomba;330094;
200480107: Mosteiro;102519;
2004601: Lajes do Pico;11188374;
200460101: Calheta de Nesquim;875002;
200460102: Lajes do Pico;4008887;
200460103: Piedade;1558074;
200460104: Ribeiras;1820287;
200460105: Ribeirinha;801909;
200460106: São João;2124215;
2004602: Madalena;12283651;
200460201: Bandeiras;1316249;
200460202: Candelária;2518829;
200460203: Criação Velha;3234852;
200460204: Madalena;2312979;
200460205: São Caetano;697104;
200460206: São Mateus;2203638;
2004202: Nordeste;17004740;
200420201: Achada;1921276;
200420202: Achadinha;3589616;
200420208: Algarvia;751550;
200420203: Lomba da Fazenda;1694111;
200420204: Nordeste;2910961;
200420206: Salga;1811182;
200420207: Santana;1143464;
200420209: Santo António de Nordestinho;1256957;
200420210: São Pedro de Nordestinho;1925623;
2004203: Ponta Delgada;89800202;
200420323: Ajuda da Bretanha;2275416;
200420301: Arrifes;18364637;
200420303: Candelária;1863345;
200420304: Capelas;10667268;
200420305: Covoada;4063479;
200420306: Fajã de Baixo;1243666;
200420307: Fajã de Cima;5077186;
200420308: Fenais da Luz;3248289;
200420309: Feteiras;8351372;
200420310: Ginetes;4039713;
200420311: Mosteiros;2704920;
200420324: Pilar da Bretanha;2563482;
200420313: Ponta Delgada (São José);25450;
200420314: Ponta Delgada (São Pedro);94549;
200420312: Ponta Delgada (São Sebastião);226099;
200420315: Relva;5990799;
200420316: Remédios;1207536;
200420317: Rosto do Cão (Livramento);1818408;
200420318: Rosto do Cão (São Roque);1354185;
200420319: Santa Bárbara;2937855;
200420325: Santa Clara;160014;
200420320: Santo António;4565385;
200420321: São Vicente Ferreira;4935981;
200420322: Sete Cidades;2021166;
2004204: Povoação;13600932;
200420401: Água Retorta;1569350;
200420402: Faial da Terra;2398954;
200420403: Furnas;4035312;
200420404: Nossa Senhora dos Remédios;1879450;
200420405: Povoação;3689271;
200420406: Ribeira Quente;28594;
2004205: Ribeira Grande;67165739;
200420501: Calhetas;2237595;
200420502: Fenais da Ajuda;4645587;
200420503: Lomba da Maia;11564118;
200420504: Lomba de São Pedro;1610716;
200420505: Maia;9244060;
200420506: Pico da Pedra;3237634;
200420507: Porto Formoso;1402290;
200420508: Rabo de Peixe;4302043;
200420509: Ribeira Grande (Conceição);2886697;
200420510: Ribeira Grande (Matriz);3536262;
200420511: Ribeira Seca;2243209;
200420512: Ribeirinha;4258632;
200420513: Santa Bárbara;12964164;
200420514: São Brás;3032732;
2004401: Santa Cruz da Graciosa;8761088;
200440101: Guadalupe;3378999;
200440102: Luz;1280447;
200440104: Santa Cruz da Graciosa;2341059;
200440103: São Mateus;1760584;
2004802: Santa Cruz das Flores;2888209;
200480201: Caveira;278738;
200480202: Cedros;354186;
200480203: Ponta Delgada;959711;
200480204: Santa Cruz das Flores;1295575;
2004603: São Roque do Pico;7775536;
200460301: Prainha;1653392;
200460302: Santa Luzia;1582976;
200460303: Santo Amaro;549926;
200460304: Santo António;1150217;
200460305: São Roque do Pico;2839025;
2004502: Velas;12720961;
200450201: Manadas (Santa Bárbara);1143172;
200450202: Norte Grande (Neves);3614787;
200450203: Rosais;2654940;
200450204: Santo Amaro;2411618;
200450205: Urzelina (São Mateus);1073516;
200450206: Velas (São Jorge);1822928;
2004302: Vila da Praia da Vitória;36831061;
200430201: Agualva;3390869;
200430202: Biscoitos;1462523;
200430203: Cabo da Praia;1660556;
200430204: Fonte do Bastardo;2613998;
200430205: Fontinhas;5480709;
200430206: Lajes;4150940;
200430211: Porto Martins;1126356;
200430207: Praia da Vitória (Santa Cruz);7936756;
200430208: Quatro Ribeiras;2415471;
200430209: São Brás;2804051;
200430210: Vila Nova;3788831;
2004101: Vila do Porto;5395975;
200410101: Almagreira;680751;
200410102: Santa Bárbara;731259;
200410103: Santo Espírito;1478529;
200410104: São Pedro;961331;
200410105: Vila do Porto;1544106;
2004206: Vila Franca do Campo;20531263;
200420601: Água de Alto;1834617;
200420602: Ponta Garça;10584463;
200420603: Ribeira das Tainhas;3518889;
200420606: Ribeira Seca;3071889;
200420604: Vila Franca do Campo (São Miguel);1356656;
200420605: Vila Franca do Campo (São Pedro);164748;
3: Região Autónoma da Madeira;107140853;
30: Região Autónoma da Madeira;107140853;
300: Região Autónoma da Madeira;107140853;
3003101: Calheta;9533627;
300310101: Arco da Calheta;2043361;
300310102: Calheta;2020270;
300310103: Estreito da Calheta;2342799;
300310104: Fajã da Ovelha;1054514;
300310105: Jardim do Mar;90209;
300310106: Paul do Mar;250603;
300310107: Ponta do Pargo;1095925;
300310108: Prazeres;635947;
3003102: Câmara de Lobos;12592196;
300310201: Câmara de Lobos;5143864;
300310202: Curral das Freiras;702168;
300310203: Estreito de Câmara de Lobos;3893652;
300310205: Jardim da Serra;1493923;
300310204: Quinta Grande;1358588;
3003103: Funchal;8534542;
300310303: Funchal (Santa Luzia);159359;
300310304: Funchal (Santa Maria Maior);384983;
300310308: Funchal (São Pedro);130324;
300310310: Funchal (Sé);9271;
300310301: Imaculado Coração de Maria;158674;
300310302: Monte;368763;
300310305: Santo António;1789061;
300310306: São Gonçalo;2520929;
300310307: São Martinho;2527005;
300310309: São Roque;486174;
3003104: Machico;9457687;
300310401: Água de Pena;384089;
300310402: Caniçal;522750;
300310403: Machico;1938130;
300310404: Porto da Cruz;5060776;
300310405: Santo António da Serra;1551942;
3003105: Ponta do Sol;11024325;
300310501: Canhas;5743645;
300310502: Madalena do Mar;674840;
300310503: Ponta do Sol;4605840;
3003106: Porto Moniz;3152854;
300310601: Achadas da Cruz;138950;
300310602: Porto Moniz;2044368;
300310603: Ribeira da Janela;210463;
300310604: Seixal;759074;
3003201: Porto Santo;1450127;
300320101: Porto Santo;1450127;
3003107: Ribeira Brava;7273488;
300310701: Campanário;2139289;
300310702: Ribeira Brava;2788641;
300310703: Serra de Água;879102;
300310704: Tabua;1466455;
3003108: Santa Cruz;19846180;
300310802: Camacha;5319614;
300310803: Caniço;3618526;
300310804: Gaula;1518794;
300310805: Santa Cruz;3184918;
300310806: Santo António da Serra;6204327;
3003109: Santana;15924669;
300310901: Arco de São Jorge;717256;
300310902: Faial;2328698;
300310906: Ilha;884600;
300310903: Santana;7217751;
300310904: São Jorge;3902297;
300310905: São Roque do Faial;874067;
3003110: São Vicente;8351159;
300311001: Boa Ventura;1847134;
300311002: Ponta Delgada;1112844;
300311003: São Vicente;5391182;

Value of total standard production (?) of agricultural holdings by Geographic localization (NUTS -2013) -  Decennial - Statistics Portugal, Agriculture census - 2019

Note(s):
(1) The estimated results do not include the situations "Don,t know / refusal".



This data last updated:october 02, 2021


Table Metadata

Value of total standard production (?) of agricultural holdings
Name;Value of total standard production (?) of agricultural holdings by Geographic localization (NUTS -2013) -  Decennial
Regularity;Decennial
Source;Statistics Portugal, Agriculture census - 2019
First available period;1999
Last available period;2019
Dimensions
     Dimension 1;Data reference period
     Dimension 2;Geographic localization (NUTS -2013)
Concepts
     AGRICULTURAL HOLDING;Technical-economic unit that uses common production factors such as labour, machinery, facilities, land, among others, fulfilling the following four conditions: 1) yield agricultural products or maintain, in good agricultural and environmental conditions, the lands that are no longer used for productive purposes; 2) reach or exceed a certain size (in area or number of animals); 3) be subject to a single management; 4) be located in a well-defined and identifiable area.
     REFERENCE PERIOD;The length of time for which data are collected, e.g. a specific day, month or year.
Definition;
Formule;
Measure unit (symbol);Euro (?)
Power of 10;0
Last update date;02-Oct-2021
