
Statistical table extracted on October 11, 2022 (17:18:29)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;
;185140502: Samora Correia;201;107;94;
;185140503: Santo Estêvão;80;42;38;
;1851406: Cartaxo;932;535;397;
;185140604: Pontével;229;131;98;
;185140610: União das freguesias de Ereira e Lapa;198;122;76;
;185140609: União das freguesias do Cartaxo e Vale da Pinta;161;91;70;
;185140605: Valada;96;58;38;
;185140608: Vale da Pedra;43;24;19;
;185140607: Vila Chã de Ourique;205;109;96;
;1851407: Chamusca;757;411;346;
;185140707: Carregueira;119;60;59;
;185140704: Ulme;86;47;39;
;185140708: União das freguesias da Chamusca e Pinheiro Grande;183;101;82;
;185140709: União das freguesias de Parreira e Chouto;262;149;113;
;185140705: Vale de Cavalos;107;54;53;
;1851409: Coruche;1768;913;855;
;185140907: Biscainho;71;39;32;
;185140905: Branca;333;169;164;
;185140902: Couço;247;126;121;
;185140908: Santana do Mato;168;93;75;
;185140903: São José da Lamarosa;372;191;181;
;185140909: União das freguesias de Coruche, Fajarda e Erra;577;295;282;
;1851412: Golegã;347;171;176;
;185141201: Azinhaga;137;66;71;
;185141202: Golegã;182;91;91;
;185141203: Pombalinho;28;14;14;
;1851414: Rio Maior;1975;1052;923;
;185141401: Alcobertas;289;148;141;
;185141402: Arrouquelas;112;59;53;
;185141410: Asseiceira;82;41;41;
;185141405: Fráguas;183;94;89;
;185141408: Rio Maior;443;240;203;
;185141411: São Sebastião;152;84;68;
;185141415: União das freguesias de Azambujeira e Malaqueijo;173;96;77;
;185141416: União das freguesias de Marmeleira e Assentiz;166;91;75;
;185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;195;101;94;
;185141418: União das freguesias de São João da Ribeira e Ribeira de São João;180;98;82;
;1851415: Salvaterra de Magos;900;471;429;
;185141502: Marinhais;211;110;101;
;185141503: Muge;52;29;23;
;185141507: União das freguesias de Glória do Ribatejo e Granho;274;146;128;
;185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;363;186;177;
;1851416: Santarém;5733;3025;2708;
;185141601: Abitureiras;282;156;126;
;185141602: Abrã;195;110;85;
;185141604: Alcanede;898;466;432;
;185141605: Alcanhões;113;70;43;
;185141606: Almoster;430;223;207;
;185141607: Amiais de Baixo;35;22;13;
;185141608: Arneiro das Milhariças;174;91;83;
;185141628: Gançaria;89;45;44;
;185141613: Moçarria;298;161;137;
;185141614: Pernes;112;58;54;
;185141616: Póvoa da Isenta;158;82;76;
;185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;543;278;265;
;185141630: União das freguesias de Azoia de Cima e Tremês;500;260;240;
;185141631: União das freguesias de Casével e Vaqueiros;388;201;187;
;185141632: União das freguesias de Romeira e Várzea;423;216;207;
;185141633: União de freguesias da cidade de Santarém;355;191;164;
;185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;551;295;256;
;185141625: Vale de Santarém;189;100;89;
;186: Alto Alentejo;15777;8538;7239;
;1861201: Alter do Chão;481;254;227;
;186120101: Alter do Chão;209;115;94;
;186120102: Chancelaria;139;72;67;
;186120104: Cunheira;30;15;15;
;186120103: Seda;103;52;51;
;1861202: Arronches;614;341;273;
;186120201: Assunção;294;165;129;
;186120202: Esperança;234;124;110;
;186120203: Mosteiros;86;52;34;
;1861203: Avis;733;372;361;
;186120302: Aldeia Velha;158;80;78;
;186120303: Avis;145;74;71;
;186120305: Ervedal;88;44;44;
;186120306: Figueira e Barros;88;45;43;
;186120309: União das freguesias de Alcórrego e Maranhão;99;48;51;
;186120310: União das freguesias de Benavila e Valongo;155;81;74;
;1861204: Campo Maior;986;534;452;
;186120401: Nossa Senhora da Expectação;496;260;236;
;186120402: Nossa Senhora da Graça dos Degolados;44;24;20;
;186120403: São João Baptista;446;250;196;
;1861205: Castelo de Vide;473;317;156;
;186120501: Nossa Senhora da Graça de Póvoa e Meadas;82;60;22;
;186120502: Santa Maria da Devesa;172;110;62;
;186120503: Santiago Maior;126;85;41;
;186120504: São João Baptista;93;62;31;
;1861206: Crato;712;375;337;
;186120601: Aldeia da Mata;92;44;48;
;186120604: Gáfete;169;81;88;
;186120605: Monte da Pedra;137;76;61;
;186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;314;174;140;
;1861207: Elvas;1351;757;594;
;186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;238;125;113;
;186120713: Caia, São Pedro e Alcáçova;264;153;111;
;186120706: Santa Eulália;86;42;44;
;186120707: São Brás e São Lourenço;271;169;102;
;186120708: São Vicente e Ventosa;67;34;33;
;186120714: União das freguesias de Barbacena e Vila Fernando;95;55;40;
;186120715: União das freguesias de Terrugem e Vila Boim;330;179;151;
;1861208: Fronteira;533;291;242;
;186120801: Cabeço de Vide;153;80;73;
;186120802: Fronteira;313;177;136;
;186120803: São Saturnino;67;34;33;
;1861209: Gavião;844;454;390;
;186120902: Belver;397;221;176;
;186120903: Comenda;139;69;70;
;186120905: Margem;140;78;62;
;186120906: União das freguesias de Gavião e Atalaia;168;86;82;
;1861210: Marvão;995;539;456;
;186121001: Beirã;159;83;76;
;186121002: Santa Maria de Marvão;217;111;106;
;186121003: Santo António das Areias;202;115;87;
;186121004: São Salvador da Aramenha;417;230;187;
;1861211: Monforte;408;241;167;
;186121101: Assumar;27;18;9;
;186121102: Monforte;209;118;91;
;186121103: Santo Aleixo;84;47;37;
;186121104: Vaiamonte;88;58;30;
;1861212: Nisa;2085;1092;993;
;186121201: Alpalhão;182;102;80;
;186121205: Montalvão;267;143;124;
;186121207: Santana;162;83;79;
;186121208: São Matias;133;65;68;
;186121210: Tolosa;291;147;144;
;186121211: União das freguesias de Arez e Amieira do Tejo;387;217;170;
;186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;663;335;328;
;1861213: Ponte de Sor;2358;1246;1112;
;186121304: Foros de Arrão;103;52;51;
;186121301: Galveias;300;159;141;
;186121305: Longomel;185;96;89;
;186121302: Montargil;521;285;236;
;186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;1249;654;595;
;1861214: Portalegre;2361;1286;1075;
;186121401: Alagoa;94;53;41;
;186121402: Alegrete;522;291;231;
;186121404: Fortios;198;104;94;
;186121411: União das freguesias da Sé e São Lourenço;383;198;185;
;186121412: União das freguesias de Reguengo e São Julião;469;248;221;
;186121413: União das freguesias de Ribeira de Nisa e Carreiras;399;224;175;
;186121410: Urra;296;168;128;
;1861215: Sousel;843;439;404;
;186121501: Cano;168;85;83;
;186121502: Casa Branca;219;109;110;
;186121503: Santo Amaro;93;45;48;
;186121504: Sousel;363;200;163;
;187: Alentejo Central;16270;8861;7409;
;1870701: Alandroal;1738;915;823;
;187070104: Capelins (Santo António);265;131;134;
;187070103: Santiago Maior;785;430;355;
;187070105: Terena (São Pedro);262;134;128;
;187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);426;220;206;
;1870702: Arraiolos;703;418;285;
;187070201: Arraiolos;185;117;68;
;187070202: Igrejinha;63;45;18;
;187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;98;54;44;
;187070209: União das freguesias de São Gregório e Santa Justa;99;64;35;
;187070206: Vimieiro;258;138;120;
;1870703: Borba;1019;547;472;
;187070301: Borba (Matriz);553;302;251;
;187070304: Borba (São Bartolomeu);3;2;1;
;187070302: Orada;144;82;62;
;187070303: Rio de Moinhos;319;161;158;
;1870704: Estremoz;1930;1021;909;
;187070401: Arcos;275;150;125;
;187070404: Évora Monte (Santa Maria);142;68;74;
;187070402: Glória;208;111;97;
;187070411: São Domingos de Ana Loura;58;33;25;
;187070414: União das freguesias de Estremoz (Santa Maria e Santo André);556;306;250;
;187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;310;165;145;
;187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;93;46;47;
;187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);188;90;98;
;187070413: Veiros;100;52;48;
;1870705: Évora;2115;1170;945;
;187070515: Canaviais;169;93;76;
;187070502: Nossa Senhora da Graça do Divor;72;43;29;
;187070503: Nossa Senhora de Machede;356;187;169;
;187070506: São Bento do Mato;113;62;51;
;187070509: São Miguel de Machede;119;66;53;
;187070513: Torre de Coelheiros;81;45;36;
;187070522: União das freguesias de Bacelo e Senhora da Saúde;315;172;143;
;187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);12;7;5;
;187070524: União das freguesias de Malagueira e Horta das Figueiras;173;100;73;
;187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;154;84;70;
;187070526: União das freguesias de São Manços e São Vicente do Pigeiro;477;270;207;
;187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;74;41;33;
;1870706: Montemor-o-Novo;1743;976;767;
;187070601: Cabrela;82;46;36;
;187070607: Ciborro;41;27;14;
;187070610: Foros de Vale de Figueira;118;69;49;
;187070605: Santiago do Escoural;141;81;60;
;187070606: São Cristóvão;152;90;62;
;187070611: União das freguesias de Cortiçadas de Lavre e Lavre;280;145;135;
;187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;929;518;411;
;1870707: Mora;504;281;223;
;187070701: Brotas;23;15;8;
;187070702: Cabeção;116;67;49;
;187070703: Mora;84;47;37;
;187070704: Pavia;281;152;129;
;1870708: Mourão;798;429;369;
;187070801: Granja;159;92;67;
;187070802: Luz;154;89;65;
;187070803: Mourão;485;248;237;
;1870709: Portel;1333;718;615;
;187070903: Monte do Trigo;173;103;70;
;187070905: Portel;501;278;223;
;187070906: Santana;177;87;90;
;187070909: União das freguesias de Amieira e Alqueva;198;101;97;
;187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;155;78;77;
;187070908: Vera Cruz;129;71;58;
;1870710: Redondo;1249;674;575;
;187071001: Montoito;260;139;121;
;187071002: Redondo;989;535;454;
;1870711: Reguengos de Monsaraz;1688;932;756;
;187071102: Corval;461;250;211;
;187071103: Monsaraz;317;177;140;
;187071104: Reguengos de Monsaraz;651;370;281;
;187071106: União das freguesias de Campo e Campinho;259;135;124;
;1870712: Vendas Novas;294;161;133;
;187071202: Landeira;26;14;12;
;187071201: Vendas Novas;268;147;121;
;1870713: Viana do Alentejo;656;359;297;
;187071303: Aguiar;30;17;13;
;187071301: Alcáçovas;324;182;142;
;187071302: Viana do Alentejo;302;160;142;
;1870714: Vila Viçosa;500;260;240;
;187071401: Bencatel;43;22;21;
;187071402: Ciladas;107;54;53;
;187071406: Nossa Senhora da Conceição e São Bartolomeu;262;134;128;
;187071404: Pardais;88;50;38;
;15: Algarve;27522;14537;12985;
;150: Algarve;27522;14537;12985;
;1500801: Albufeira;1715;864;851;
;150080106: Albufeira e Olhos de Água;337;162;175;
;150080104: Ferreiras;215;103;112;
;150080102: Guia;485;244;241;
;150080103: Paderne;678;355;323;
;1500802: Alcoutim;1998;1055;943;
;150080202: Giões;179;92;87;
;150080203: Martim Longo;646;330;316;
;150080206: União das freguesias de Alcoutim e Pereiro;699;371;328;
;150080205: Vaqueiros;474;262;212;
;1500803: Aljezur;705;399;306;
;150080301: Aljezur;287;170;117;
;150080302: Bordeira;76;43;33;
;150080303: Odeceixe;106;60;46;
;150080304: Rogil;236;126;110;
;1500804: Castro Marim;1299;700;599;
;150080404: Altura;51;26;25;
;150080401: Azinhal;327;181;146;
;150080402: Castro Marim;339;181;158;
;150080403: Odeleite;582;312;270;
;1500805: Faro;2479;1263;1216;
;150080506: Montenegro;28;15;13;
;150080503: Santa Bárbara de Nexe;695;359;336;
;150080507: União das freguesias de Conceição e Estoi;1415;719;696;
;150080508: União das freguesias de Faro (Sé e São Pedro);341;170;171;
;1500806: Lagoa;462;249;213;
;150080602: Ferragudo;15;8;7;
;150080604: Porches;87;49;38;
;150080607: União das freguesias de Estômbar e Parchal;81;43;38;
;150080608: União das freguesias de Lagoa e Carvoeiro;279;149;130;
;1500807: Lagos;887;488;399;
;150080703: Luz;88;48;40;
;150080704: Odiáxere;298;156;142;
;150080707: União das freguesias de Bensafrim e Barão de São João;410;234;176;
;150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);91;50;41;
;1500808: Loulé;5925;3140;2785;
;150080801: Almancil;347;193;154;
;150080802: Alte;793;406;387;
;150080803: Ameixial;323;180;143;
;150080804: Boliqueime;821;429;392;
;150080808: Loulé (São Clemente);393;202;191;
;150080809: Loulé (São Sebastião);1128;593;535;
;150080805: Quarteira;263;137;126;
;150080807: Salir;969;505;464;
;150080812: União de freguesias de Querença, Tôr e Benafim;888;495;393;
;1500809: Monchique;706;389;317;
;150080901: Alferce;104;61;43;
;150080902: Marmelete;115;60;55;
;150080903: Monchique;487;268;219;
;1500810: Olhão;1312;704;608;
;150081003: Olhão;38;22;16;
;150081004: Pechão;257;136;121;
;150081005: Quelfes;302;154;148;
;150081006: União das freguesias de Moncarapacho e Fuseta;715;392;323;
;1500811: Portimão;641;357;284;
;150081101: Alvor;129;63;66;
;150081102: Mexilhoeira Grande;377;209;168;
;150081103: Portimão;135;85;50;
;1500812: São Brás de Alportel;1184;596;588;
;150081201: São Brás de Alportel;1184;596;588;
;1500813: Silves;4136;2174;1962;
;150081303: Armação de Pêra;37;19;18;
;150081305: São Bartolomeu de Messines;1648;852;796;
;150081306: São Marcos da Serra;440;238;202;
;150081307: Silves;1028;571;457;
;150081309: União das freguesias de Alcantarilha e Pêra;364;188;176;
;150081310: União das freguesias de Algoz e Tunes;619;306;313;
;1500814: Tavira;3314;1753;1561;
;150081401: Cachopo;558;302;256;
;150081404: Santa Catarina da Fonte do Bispo;923;515;408;
;150081408: Santa Luzia;48;23;25;
;150081410: União das freguesias de Conceição e Cabanas de Tavira;307;150;157;
;150081411: União das freguesias de Luz de Tavira e Santo Estêvão;695;359;336;
;150081412: União das freguesias de Tavira (Santa Maria e Santiago);783;404;379;
;1500815: Vila do Bispo;334;168;166;
;150081501: Barão de São Miguel;29;15;14;
;150081502: Budens;68;30;38;
;150081504: Sagres;37;20;17;
;150081506: Vila do Bispo e Raposeira;200;103;97;
;1500816: Vila Real de Santo António;425;238;187;
;150081603: Monte Gordo;6;2;4;
;150081601: Vila Nova de Cacela;394;224;170;
;150081602: Vila Real de Santo António;25;12;13;
;2: Região Autónoma dos Açores;29143;15817;13326;
;20: Região Autónoma dos Açores;29143;15817;13326;
;200: Região Autónoma dos Açores;29143;15817;13326;
;2004301: Angra do Heroísmo;3573;1948;1625;
;200430101: Altares;173;93;80;
;200430102: Angra (Nossa Senhora da Conceição);28;14;14;
;200430103: Angra (Santa Luzia);29;18;11;
;200430104: Angra (São Pedro);90;51;39;
;200430105: Angra (Sé);9;5;4;
;200430106: Cinco Ribeiras;192;105;87;
;200430107: Doze Ribeiras;120;66;54;
;200430108: Feteira;120;69;51;
;200430109: Porto Judeu;410;220;190;
;200430110: Posto Santo;144;75;69;
;200430111: Raminho;104;55;49;
;200430112: Ribeirinha;359;188;171;
;200430113: Santa Bárbara;297;161;136;
;200430114: São Bartolomeu de Regatos;260;143;117;
;200430115: São Bento;197;108;89;
;200430116: São Mateus da Calheta;155;93;62;
;200430117: Serreta;89;53;36;
;200430118: Terra Chã;170;98;72;
;200430119: Vila de São Sebastião;627;333;294;
;2004501: Calheta;1153;636;517;
;200450101: Calheta;116;68;48;
;200450102: Norte Pequeno;92;43;49;
;200450103: Ribeira Seca;428;234;194;
;200450104: Santo Antão;338;190;148;
;200450105: Topo (Nossa Senhora do Rosário);179;101;78;
;2004901: Corvo;111;68;43;
;200490101: Corvo;111;68;43;
;2004701: Horta;1778;1000;778;
;200470101: Capelo;50;26;24;
;200470102: Castelo Branco;285;160;125;
;200470103: Cedros;181;100;81;
;200470104: Feteira;337;187;150;
;200470105: Flamengos;183;110;73;
;200470106: Horta (Angústias);34;19;15;
;200470107: Horta (Conceição);50;28;22;
;200470108: Horta (Matriz);17;10;7;
;200470109: Pedro Miguel;213;115;98;
;200470110: Praia do Almoxarife;113;64;49;
;200470111: Praia do Norte;62;39;23;
;200470112: Ribeirinha;119;62;57;
;200470113: Salão;134;80;54;
;2004201: Lagoa;1006;547;459;
;200420101: Água de Pau;261;145;116;
;200420102: Cabouco;162;93;69;
;200420103: Lagoa (Nossa Senhora do Rosário);267;134;133;
;200420104: Lagoa (Santa Cruz);285;159;126;
;200420105: Ribeira Chã;31;16;15;
;2004801: Lajes das Flores;422;220;202;
;200480101: Fajã Grande;61;37;24;
;200480102: Fajãzinha;34;16;18;
;200480103: Fazenda;70;35;35;
;200480104: Lajedo;65;32;33;
;200480105: Lajes das Flores;121;57;64;
;200480106: Lomba;59;36;23;
;200480107: Mosteiro;12;7;5;
;2004601: Lajes do Pico;1377;757;620;
;200460101: Calheta de Nesquim;137;73;64;
;200460102: Lajes do Pico;422;237;185;
;200460103: Piedade;238;141;97;
;200460104: Ribeiras;288;154;134;
;200460105: Ribeirinha;155;75;80;
;200460106: São João;137;77;60;
;2004602: Madalena;1995;1028;967;
;200460201: Bandeiras;214;118;96;
;200460202: Candelária;473;236;237;
;200460203: Criação Velha;311;161;150;
;200460204: Madalena;437;218;219;
;200460205: São Caetano;183;95;88;
;200460206: São Mateus;377;200;177;
;2004202: Nordeste;1034;584;450;
;200420201: Achada;139;80;59;
;200420202: Achadinha;162;95;67;
;200420208: Algarvia;82;46;36;
;200420203: Lomba da Fazenda;157;80;77;
;200420204: Nordeste;200;111;89;
;200420206: Salga;82;51;31;
;200420207: Santana;68;38;30;
;200420209: Santo António de Nordestinho;70;42;28;
;200420210: São Pedro de Nordestinho;74;41;33;
;2004203: Ponta Delgada;5216;2757;2459;
;200420323: Ajuda da Bretanha;124;65;59;
;200420301: Arrifes;814;433;381;
;200420303: Candelária;131;68;63;
;200420304: Capelas;469;243;226;
;200420305: Covoada;186;100;86;
;200420306: Fajã de Baixo;203;113;90;
;200420307: Fajã de Cima;166;89;77;
;200420308: Fenais da Luz;273;152;121;
;200420309: Feteiras;331;178;153;
;200420310: Ginetes;339;181;158;
;200420311: Mosteiros;188;93;95;
;200420324: Pilar da Bretanha;98;51;47;
;200420313: Ponta Delgada (São José);4;1;3;
;200420314: Ponta Delgada (São Pedro);25;16;9;
;200420312: Ponta Delgada (São Sebastião);26;14;12;
;200420315: Relva;262;138;124;
;200420316: Remédios;136;71;65;
;200420317: Rosto do Cão (Livramento);216;110;106;
;200420318: Rosto do Cão (São Roque);219;121;98;
;200420319: Santa Bárbara;214;114;100;
;200420325: Santa Clara;34;18;16;
;200420320: Santo António;257;134;123;
;200420321: São Vicente Ferreira;239;117;122;
;200420322: Sete Cidades;262;137;125;
;2004204: Povoação;594;318;276;
;200420401: Água Retorta;77;41;36;
;200420402: Faial da Terra;61;33;28;
;200420403: Furnas;173;93;80;
;200420404: Nossa Senhora dos Remédios;96;51;45;
;200420405: Povoação;176;94;82;
;200420406: Ribeira Quente;11;6;5;
;2004205: Ribeira Grande;2990;1613;1377;
;200420501: Calhetas;102;51;51;
;200420502: Fenais da Ajuda;244;136;108;
;200420503: Lomba da Maia;381;203;178;
;200420504: Lomba de São Pedro;95;55;40;
;200420505: Maia;242;132;110;
;200420506: Pico da Pedra;211;118;93;
;200420507: Porto Formoso;150;89;61;
;200420508: Rabo de Peixe;529;280;249;
;200420509: Ribeira Grande (Conceição);134;76;58;
;200420510: Ribeira Grande (Matriz);91;45;46;
;200420511: Ribeira Seca;202;111;91;
;200420512: Ribeirinha;225;116;109;
;200420513: Santa Bárbara;241;119;122;
;200420514: São Brás;143;82;61;
;2004401: Santa Cruz da Graciosa;977;539;438;
;200440101: Guadalupe;432;238;194;
;200440102: Luz;164;90;74;
;200440104: Santa Cruz da Graciosa;223;117;106;
;200440103: São Mateus;158;94;64;
;2004802: Santa Cruz das Flores;512;266;246;
;200480201: Caveira;33;17;16;
;200480202: Cedros;54;27;27;
;200480203: Ponta Delgada;131;69;62;
;200480204: Santa Cruz das Flores;294;153;141;
;2004603: São Roque do Pico;503;333;170;
;200460301: Prainha;115;80;35;
;200460302: Santa Luzia;154;94;60;
;200460303: Santo Amaro;32;25;7;
;200460304: Santo António;69;47;22;
;200460305: São Roque do Pico;133;87;46;
;2004502: Velas;974;533;441;
;200450201: Manadas (Santa Bárbara);97;51;46;
;200450202: Norte Grande (Neves);151;82;69;
;200450203: Rosais;212;118;94;
;200450204: Santo Amaro;195;107;88;
;200450205: Urzelina (São Mateus);143;84;59;
;200450206: Velas (São Jorge);176;91;85;
;2004302: Vila da Praia da Vitória;2685;1460;1225;
;200430201: Agualva;276;148;128;
;200430202: Biscoitos;384;213;171;
;200430203: Cabo da Praia;116;68;48;
;200430204: Fonte do Bastardo;173;86;87;
;200430205: Fontinhas;279;152;127;
;200430206: Lajes;364;192;172;
;200430211: Porto Martins;83;47;36;
;200430207: Praia da Vitória (Santa Cruz);411;229;182;
;200430208: Quatro Ribeiras;100;64;36;
;200430209: São Brás;221;122;99;
;200430210: Vila Nova;278;139;139;
;2004101: Vila do Porto;807;451;356;
;200410101: Almagreira;121;70;51;
;200410102: Santa Bárbara;88;45;43;
;200410103: Santo Espírito;251;145;106;
;200410104: São Pedro;192;106;86;
;200410105: Vila do Porto;155;85;70;
;2004206: Vila Franca do Campo;1436;759;677;
;200420601: Água de Alto;189;98;91;
;200420602: Ponta Garça;571;299;272;
;200420603: Ribeira das Tainhas;245;131;114;
;200420606: Ribeira Seca;211;113;98;
;200420604: Vila Franca do Campo (São Miguel);146;77;69;
;200420605: Vila Franca do Campo (São Pedro);74;41;33;
;3: Região Autónoma da Madeira;36931;18396;18535;
;30: Região Autónoma da Madeira;36931;18396;18535;
;300: Região Autónoma da Madeira;36931;18396;18535;
;3003101: Calheta;3403;1637;1766;
;300310101: Arco da Calheta;1072;521;551;
;300310102: Calheta;889;412;477;
;300310103: Estreito da Calheta;425;209;216;
;300310104: Fajã da Ovelha;299;133;166;
;300310105: Jardim do Mar;67;39;28;
;300310106: Paul do Mar;170;92;78;
;300310107: Ponta do Pargo;324;156;168;
;300310108: Prazeres;157;75;82;
;3003102: Câmara de Lobos;6106;3140;2966;
;300310201: Câmara de Lobos;2433;1282;1151;
;300310202: Curral das Freiras;356;172;184;
;300310203: Estreito de Câmara de Lobos;2250;1156;1094;
;300310205: Jardim da Serra;608;300;308;
;300310204: Quinta Grande;459;230;229;
;3003103: Funchal;3645;1877;1768;
;300310303: Funchal (Santa Luzia);89;44;45;
;300310304: Funchal (Santa Maria Maior);135;71;64;
;300310308: Funchal (São Pedro);63;34;29;
;300310310: Funchal (Sé);5;3;2;
;300310301: Imaculado Coração de Maria;87;42;45;
;300310302: Monte;144;71;73;
;300310305: Santo António;1183;612;571;
;300310306: São Gonçalo;158;83;75;
;300310307: São Martinho;1458;754;704;
;300310309: São Roque;323;163;160;
;3003104: Machico;4720;2451;2269;
;300310401: Água de Pena;202;112;90;
;300310402: Caniçal;193;115;78;
;300310403: Machico;1146;636;510;
;300310404: Porto da Cruz;2470;1234;1236;
;300310405: Santo António da Serra;709;354;355;
;3003105: Ponta do Sol;3738;1835;1903;
;300310501: Canhas;1383;690;693;
;300310502: Madalena do Mar;312;148;164;
;300310503: Ponta do Sol;2043;997;1046;
;3003106: Porto Moniz;952;439;513;
;300310601: Achadas da Cruz;80;37;43;
;300310602: Porto Moniz;521;231;290;
;300310603: Ribeira da Janela;63;28;35;
;300310604: Seixal;288;143;145;
;3003201: Porto Santo;320;170;150;
;300320101: Porto Santo;320;170;150;
;3003107: Ribeira Brava;3603;1670;1933;
;300310701: Campanário;1371;626;745;
;300310702: Ribeira Brava;1362;637;725;
;300310703: Serra de Água;369;172;197;
;300310704: Tabua;501;235;266;
;3003108: Santa Cruz;3808;1926;1882;
;300310802: Camacha;610;324;286;
;300310803: Caniço;661;346;315;
;300310804: Gaula;679;341;338;
;300310805: Santa Cruz;1405;685;720;
;300310806: Santo António da Serra;453;230;223;
;3003109: Santana;3883;1885;1998;
;300310901: Arco de São Jorge;177;90;87;
;300310902: Faial;917;430;487;
;300310906: Ilha;155;68;87;
;300310903: Santana;1316;659;657;
;300310904: São Jorge;896;438;458;
;300310905: São Roque do Faial;422;200;222;
;3003110: São Vicente;2753;1366;1387;
;300311001: Boa Ventura;554;262;292;
;300311002: Ponta Delgada;488;249;239;
;300311003: São Vicente;1711;855;856;

Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial - Statistics Portugal, Agriculture census - historical series

Note(s):
(1) The records previous to 2019 were recalculated according to the successive administrative reorganisations of the territory until the current version.<br>It was not possible to fully convert the parishes of the municipalities of Odemira, Lisboa, Loures, Sintra, Amadora, Nordeste and Ponta Delgada.<br>In these municipalities, the results for the geographical level of the parish may be underestimated, however this problem is not reflected in the higher geographical levels.



This data last updated:march 31, 2021


Table Metadata

Familiar agricultural population (No.)
Name;Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial
Regularity;Decennial
Source;Statistics Portugal, Agriculture census - historical series
First available period;1989
Last available period;2019
Dimensions
     Dimension 1;Data reference period
     Dimension 2;Geographic localization (NUTS -2013)
     Dimension 3;Sex
     Dimension 4;Age group
     Dimension 5;Relationship
     Dimension 6;Level of education
Concepts
     EDUCATIONAL QUALIFICATIONS;The degrees, diplomas, certificates, professional titles and so forth that an individual has acquired by study.
     AGRICULTURAL HOLDING;Technical-economic unit that uses common production factors such as labour, machinery, facilities, land, among others, fulfilling the following four conditions: 1) yield agricultural products or maintain, in good agricultural and environmental conditions, the lands that are no longer used for productive purposes; 2) reach or exceed a certain size (in area or number of animals); 3) be subject to a single management; 4) be located in a well-defined and identifiable area.
     AGRICULTURAL HOUSEHOLD;Members of the (sole) holder's domestic household, no matter whether they work on the holding or not, as well as other family members that regularly carry out farm work on the holding but who do not belong to the household.
     REFERENCE PERIOD;The length of time for which data are collected, e.g. a specific day, month or year.
     AGE GROUP;The age interval in years to which a person belongs at the time of reference .
Definition;
Formule;
Measure unit (symbol);Number (No.)
Power of 10;0
Last update date;31-Mar-2021
