
Statistical table extracted on October 11, 2022 (22:00:28)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;
;16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;890;259;216;415;
;16G182132: União das freguesias de Tondela e Nandufe;1088;303;265;520;
;16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;1027;279;245;503;
;16G1822: Vila Nova de Paiva;3329;951;812;1566;
;16G182203: Pendilhe;422;122;99;201;
;16G182204: Queiriga;383;125;114;144;
;16G182205: Touro;868;229;197;442;
;16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;878;253;220;405;
;16G182206: Vila Cova à Coelheira;778;222;182;374;
;16G1823: Viseu;23784;6393;5575;11816;
;16G182301: Abraveses;393;104;93;196;
;16G182304: Bodiosa;1537;402;346;789;
;16G182305: Calde;1232;375;324;533;
;16G182306: Campo;662;174;154;334;
;16G182307: Cavernães;622;157;136;329;
;16G182310: Cota;953;270;231;452;
;16G182337: Coutos de Viseu;1261;375;306;580;
;16G182315: Fragosela;533;128;115;290;
;16G182316: Lordosa;1049;291;248;510;
;16G182318: Mundão;557;141;126;290;
;16G182319: Orgens;743;188;166;389;
;16G182320: Povolide;1229;298;245;686;
;16G182321: Ranhados;407;112;92;203;
;16G182339: Repeses e São Salvador;269;72;64;133;
;16G182322: Ribafeita;790;228;202;360;
;16G182323: Rio de Loba;506;128;109;269;
;16G182325: Santos Evos;740;178;157;405;
;16G182340: São Cipriano e Vil de Souto;1017;244;224;549;
;16G182327: São João de Lourosa;1571;428;386;757;
;16G182329: São Pedro de France;1196;306;257;633;
;16G182317: Silgueiros;2136;617;559;960;
;16G182335: União das freguesias de Barreiros e Cepões;1199;329;283;587;
;16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;1920;531;465;924;
;16G182338: Faíl e Vila Chã de Sá;901;216;201;484;
;16G182341: Viseu;361;101;86;174;
;16G1824: Vouzela;6804;1877;1591;3336;
;16G182401: Alcofra;738;206;181;351;
;16G182403: Campia;1234;310;259;665;
;16G182407: Fornelo do Monte;261;88;76;97;
;16G182409: Queirã;1031;292;249;490;
;16G182410: São Miguel do Mato;577;166;145;266;
;16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;1094;292;231;571;
;16G182414: União das freguesias de Fataunços e Figueiredo das Donas;613;182;161;270;
;16G182415: União das freguesias de Vouzela e Paços de Vilharigues;525;134;122;269;
;16G182411: Ventosa;731;207;167;357;
;16H: Beira Baixa;39337;15225;12284;11828;
;16H0502: Castelo Branco;14664;5673;4650;4341;
;16H050201: Alcains;463;142;129;192;
;16H050202: Almaceda;779;302;238;239;
;16H050203: Benquerenças;800;307;259;234;
;16H050205: Castelo Branco;1377;476;419;482;
;16H050211: Lardosa;430;194;152;84;
;16H050212: Louriçal do Campo;309;113;93;103;
;16H050214: Malpica do Tejo;667;311;239;117;
;16H050216: Monforte da Beira;756;398;280;78;
;16H050220: Salgueiro do Campo;938;366;292;280;
;16H050221: Santo André das Tojeiras;1007;398;358;251;
;16H050222: São Vicente da Beira;695;250;218;227;
;16H050223: Sarzedas;1606;521;463;622;
;16H050225: Tinalhas;289;126;92;71;
;16H050226: União das freguesias de Cebolais de Cima e Retaxo;418;184;135;99;
;16H050227: União das freguesias de Escalos de Baixo e Mata;964;381;313;270;
;16H050228: União das freguesias de Escalos de Cima e Lousa;975;345;277;353;
;16H050229: União das freguesias de Freixial e Juncal do Campo;870;365;286;219;
;16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;723;264;228;231;
;16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;598;230;179;189;
;16H0505: Idanha-a-Nova;4094;1742;1404;948;
;16H050502: Aldeia de Santa Margarida;262;122;95;45;
;16H050505: Ladoeiro;711;277;233;201;
;16H050506: Medelim;145;73;49;23;
;16H050509: Oledo;184;75;68;41;
;16H050510: Penha Garcia;254;97;81;76;
;16H050511: Proença-a-Velha;142;65;52;25;
;16H050512: Rosmaninhal;201;78;66;57;
;16H050514: São Miguel de Acha;307;120;102;85;
;16H050516: Toulões;287;138;109;40;
;16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;454;169;148;137;
;16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;373;183;131;59;
;16H050520: União das freguesias de Monsanto e Idanha-a-Velha;334;153;127;54;
;16H050521: União das freguesias de Zebreira e Segura;440;192;143;105;
;16H0506: Oleiros;4007;1343;1126;1538;
;16H050601: Álvaro;247;83;73;91;
;16H050603: Cambas;226;83;70;73;
;16H050613: Estreito-Vilar Barroco;756;248;209;299;
;16H050605: Isna;303;96;84;123;
;16H050606: Madeirã;205;70;52;83;
;16H050607: Mosteiro;268;93;74;101;
;16H050614: Oleiros-Amieira;1500;493;420;587;
;16H050609: Orvalho;136;48;43;45;
;16H050610: Sarnadas de São Simão;135;55;42;38;
;16H050611: Sobral;231;74;59;98;
;16H0507: Penamacor;5892;2323;1850;1719;
;16H050704: Aranhas;443;194;153;96;
;16H050706: Benquerença;661;256;214;191;
;16H050707: Meimão;346;137;105;104;
;16H050708: Meimoa;388;156;125;107;
;16H050710: Penamacor;1244;416;323;505;
;16H050711: Salvador;456;199;161;96;
;16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;1371;568;453;350;
;16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;686;256;215;215;
;16H050712: Vale da Senhora da Póvoa;297;141;101;55;
;16H0508: Proença-a-Nova;7763;2914;2321;2528;
;16H050802: Montes da Senhora;1055;467;370;218;
;16H050805: São Pedro do Esteval;867;299;251;317;
;16H050807: União das freguesias de Proença-a-Nova e Peral;3428;1143;938;1347;
;16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;2413;1005;762;646;
;16H0511: Vila Velha de Ródão;2917;1230;933;754;
;16H051101: Fratel;810;337;252;221;
;16H051102: Perais;762;290;231;241;
;16H051103: Sarnadas de Ródão;614;283;205;126;
;16H051104: Vila Velha de Ródão;731;320;245;166;
;16I: Médio Tejo;80133;27898;22893;29342;
;16I1401: Abrantes;7762;2746;2279;2737;
;16I140104: Bemposta;373;135;117;121;
;16I140119: Carvalhal;503;139;120;244;
;16I140118: Fontes;880;257;222;401;
;16I140105: Martinchel;525;182;161;182;
;16I140106: Mouriscas;1257;510;382;365;
;16I140107: Pego;585;227;186;172;
;16I140108: Rio de Moinhos;195;59;50;86;
;16I140115: Tramagal;259;103;88;68;
;16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;836;300;254;282;
;16I140121: União das freguesias de Aldeia do Mato e Souto;549;173;149;227;
;16I140122: União das freguesias de Alvega e Concavada;591;206;172;213;
;16I140123: União das freguesias de São Facundo e Vale das Mós;586;230;181;175;
;16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;623;225;197;201;
;16I1402: Alcanena;3277;1218;1045;1014;
;16I140202: Bugalhos;453;171;143;139;
;16I140206: Minde;487;185;151;151;
;16I140207: Moitas Venda;178;67;58;53;
;16I140208: Monsanto;243;96;84;63;
;16I140209: Serra de Santo António;337;119;104;114;
;16I140211: União das freguesias de Alcanena e Vila Moreira;586;203;182;201;
;16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;993;377;323;293;
;16I1408: Constância;428;149;123;156;
;16I140801: Constância;75;23;21;31;
;16I140802: Montalvo;99;37;29;33;
;16I140803: Santa Margarida da Coutada;254;89;73;92;
;16I1410: Entroncamento;225;78;57;90;
;16I141002: Nossa Senhora de Fátima;- -;- -;- -;- -;
;16I141001: São João Baptista;225;78;57;90;
;16I1411: Ferreira do Zêzere;6574;2423;1878;2273;
;16I141101: Águas Belas;576;203;159;214;
;16I141103: Beco;766;299;227;240;
;16I141104: Chãos;672;272;213;187;
;16I141106: Ferreira do Zêzere;810;284;223;303;
;16I141107: Igreja Nova do Sobral;737;245;189;303;
;16I141110: Nossa Senhora do Pranto;870;321;264;285;
;16I141111: União das freguesias de Areias e Pias;2143;799;603;741;
;16I1413: Mação;5086;1952;1611;1523;
;16I141302: Amêndoa;363;135;117;111;
;16I141303: Cardigos;733;327;229;177;
;16I141304: Carvoeiro;706;235;208;263;
;16I141305: Envendos;1174;465;379;330;
;16I141307: Ortiga;314;121;102;91;
;16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;1796;669;576;551;
;16I1421: Ourém;17816;5668;4876;7272;
;16I142101: Alburitel;587;194;171;222;
;16I142102: Atouguia;972;314;261;397;
;16I142104: Caxarias;716;233;207;276;
;16I142105: Espite;571;199;169;203;
;16I142106: Fátima;1422;420;371;631;
;16I142115: Nossa Senhora da Piedade;1022;301;270;451;
;16I142111: Nossa Senhora das Misericórdias;2504;811;683;1010;
;16I142113: Seiça;1016;335;302;379;
;16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;2468;791;667;1010;
;16I142120: União das freguesias de Gondemaria e Olival;2094;691;570;833;
;16I142121: União das freguesias de Matas e Cercal;986;293;262;431;
;16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;2547;758;664;1125;
;16I142114: Urqueira;911;328;279;304;
;16I1417: Sardoal;2112;713;578;821;
;16I141701: Alcaravela;845;255;212;378;
;16I141702: Santiago de Montalegre;252;82;67;103;
;16I141703: Sardoal;783;285;228;270;
;16I141704: Valhascos;232;91;71;70;
;16I0509: Sertã;11167;3783;2986;4398;
;16I050901: Cabeçudo;345;122;93;130;
;16I050902: Carvalhal;560;182;132;246;
;16I050903: Castelo;920;332;258;330;
;16I050911: Pedrógão Pequeno;652;252;204;196;
;16I050912: Sertã;2647;907;715;1025;
;16I050913: Troviscal;1223;401;299;523;
;16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;2595;863;698;1034;
;16I050916: União das freguesias de Cumeada e Marmeleiro;885;303;249;333;
;16I050917: União das freguesias de Ermida e Figueiredo;580;178;140;262;
;16I050914: Várzea dos Cavaleiros;760;243;198;319;
;16I1418: Tomar;13048;4777;3804;4467;
;16I141802: Asseiceira;720;247;199;274;
;16I141804: Carregueiros;442;159;131;152;
;16I141808: Olalhas;1324;426;342;556;
;16I141809: Paialvo;1151;436;336;379;
;16I141814: Sabacheira;619;245;194;180;
;16I141813: São Pedro de Tomar;782;239;203;340;
;16I141817: União das freguesias de Além da Ribeira e Pedreira;978;354;296;328;
;16I141818: União das freguesias de Casais e Alviobeira;2164;784;627;753;
;16I141819: União das freguesias de Madalena e Beselga;1906;658;534;714;
;16I141820: União das freguesias de Serra e Junceira;1650;699;521;430;
;16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;1312;530;421;361;
;16I1419: Torres Novas;9191;3106;2674;3411;
;16I141902: Assentiz;1447;492;388;567;
;16I141904: Chancelaria;1194;393;330;471;
;16I141917: Meia Via;- -;- -;- -;- -;
;16I141909: Pedrógão;767;250;232;285;
;16I141910: Riachos;384;133;114;137;
;16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;1707;648;548;511;
;16I141919: União das freguesias de Olaia e Paço;941;312;254;375;
;16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);1444;476;435;533;
;16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;1134;331;311;492;
;16I141916: Zibreira;173;71;62;40;
;16I0510: Vila de Rei;2847;1050;799;998;
;16I051001: Fundada;599;210;162;227;
;16I051002: São João do Peso;234;102;57;75;
;16I051003: Vila de Rei;2014;738;580;696;
;16I1420: Vila Nova da Barquinha;600;235;183;182;
;16I142001: Atalaia;185;73;55;57;
;16I142002: Praia do Ribatejo;300;113;91;96;
;16I142003: Tancos;17;10;5;2;
;16I142006: Vila Nova da Barquinha;98;39;32;27;
;16J: Beiras e Serra da Estrela;105282;38125;30780;36377;
;16J0902: Almeida;5054;1855;1491;1708;
;16J090203: Almeida;394;141;113;140;
;16J090207: Castelo Bom;161;68;54;39;
;16J090209: Freineda;255;110;75;70;
;16J090210: Freixo;206;70;49;87;
;16J090213: Malhada Sorda;284;100;88;96;
;16J090219: Nave de Haver;442;172;148;122;
;16J090224: São Pedro de Rio Seco;218;90;76;52;
;16J090230: União das freguesias de Amoreira, Parada e Cabreira;384;142;113;129;
;16J090231: União das freguesias de Azinhal, Peva e Valverde;415;144;110;161;
;16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;380;142;124;114;
;16J090233: União das freguesias de Junça e Naves;312;110;84;118;
;16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;396;146;117;133;
;16J090235: União das freguesias de Malpartida e Vale de Coelha;245;89;78;78;
;16J090236: União das freguesias de Miuzela e Porto de Ovelha;484;179;132;173;
;16J090227: Vale da Mula;260;81;70;109;
;16J090229: Vilar Formoso;218;71;60;87;
;16J0501: Belmonte;2906;1080;900;926;
;16J050102: Caria;1053;372;305;376;
;16J050104: Inguias;542;204;167;171;
;16J050105: Maçainhas;369;149;113;107;
;16J050106: União das freguesias de Belmonte e Colmeal da Torre;942;355;315;272;
;16J0903: Celorico da Beira;4933;1656;1348;1929;
;16J090302: Baraçal;186;57;47;82;
;16J090304: Carrapichana;157;58;45;54;
;16J090322: Casas do Soeiro;103;29;25;49;
;16J090306: Forno Telheiro;584;196;149;239;
;16J090307: Lajeosa do Mondego;389;110;96;183;
;16J090308: Linhares;281;113;79;89;
;16J090309: Maçal do Chão;207;68;58;81;
;16J090310: Mesquitela;250;102;67;81;
;16J090311: Minhocal;231;75;64;92;
;16J090312: Prados;220;61;55;104;
;16J090314: Ratoeira;154;53;37;64;
;16J090323: União das freguesias de Açores e Velosa;371;123;94;154;
;16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;707;249;222;236;
;16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;447;162;132;153;
;16J090326: União das freguesias de Rapa e Cadafaz;301;97;83;121;
;16J090318: Vale de Azares;345;103;95;147;
;16J0503: Covilhã;8014;2914;2469;2631;
;16J050302: Aldeia de São Francisco de Assis;32;9;7;16;
;16J050305: Boidobra;254;74;64;116;
;16J050308: Cortes do Meio;130;68;50;12;
;16J050309: Dominguizo;200;71;60;69;
;16J050310: Erada;258;95;88;75;
;16J050311: Ferro;874;294;250;330;
;16J050312: Orjais;625;226;179;220;
;16J050314: Paul;550;212;192;146;
;16J050315: Peraboa;700;241;206;253;
;16J050318: São Jorge da Beira;41;20;13;8;
;16J050322: Sobral de São Miguel;157;60;56;41;
;16J050324: Tortosendo;564;196;173;195;
;16J050325: Unhais da Serra;177;70;53;54;
;16J050332: União das freguesias de Barco e Coutada;486;177;149;160;
;16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;508;185;152;171;
;16J050334: União das freguesias de Casegas e Ourondo;202;78;68;56;
;16J050335: União das freguesias de Covilhã e Canhoso;316;94;75;147;
;16J050336: União das freguesias de Peso e Vales do Rio;365;112;95;158;
;16J050337: União das freguesias de Teixoso e Sarzedo;850;355;296;199;
;16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;372;151;122;99;
;16J050327: Verdelhos;353;126;121;106;
;16J0904: Figueira de Castelo Rodrigo;5280;2050;1609;1621;
;16J090403: Castelo Rodrigo;116;47;34;35;
;16J090406: Escalhão;642;260;206;176;
;16J090408: Figueira de Castelo Rodrigo;604;223;181;200;
;16J090410: Mata de Lobos;394;155;122;117;
;16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;876;335;267;274;
;16J090419: União das freguesias de Almofala e Escarigo;465;203;164;98;
;16J090420: União das freguesias de Cinco Vilas e Reigada;416;146;113;157;
;16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;848;323;258;267;
;16J090422: União das freguesias do Colmeal e Vilar Torpim;445;174;126;145;
;16J090415: Vermiosa;474;184;138;152;
;16J0905: Fornos de Algodres;3476;1160;970;1346;
;16J090501: Algodres;395;140;114;141;
;16J090502: Casal Vasco;163;52;45;66;
;16J090504: Figueiró da Granja;284;82;70;132;
;16J090505: Fornos de Algodres;525;172;141;212;
;16J090507: Infias;84;25;21;38;
;16J090509: Maceira;220;77;64;79;
;16J090510: Matança;274;98;80;96;
;16J090511: Muxagata;202;60;54;88;
;16J090512: Queiriz;288;83;70;135;
;16J090517: União das freguesias de Cortiçô e Vila Chã;173;61;50;62;
;16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;528;191;167;170;
;16J090519: União das freguesias de Sobral Pichorro e Fuinhas;340;119;94;127;
;16J0504: Fundão;13769;5149;4334;4286;
;16J050401: Alcaide;457;150;127;180;
;16J050402: Alcaria;551;186;149;216;
;16J050403: Alcongosta;210;80;74;56;
;16J050406: Alpedrinha;390;176;137;77;
;16J050408: Barroca;75;24;24;27;
;16J050410: Bogas de Cima;385;117;104;164;
;16J050411: Capinha;480;198;167;115;
;16J050412: Castelejo;490;174;156;160;
;16J050413: Castelo Novo;301;102;85;114;
;16J050431: Enxames;- -;- -;- -;- -;
;16J050416: Fatela;864;304;257;303;
;16J050419: Lavacolhos;175;71;54;50;
;16J050420: Orca;839;417;337;85;
;16J050421: Pêro Viseu;476;166;142;168;
;16J050424: Silvares;271;99;91;81;
;16J050425: Soalheira;684;251;203;230;
;16J050426: Souto da Casa;397;148;131;118;
;16J050427: Telhado;406;160;129;117;
;16J050432: Três Povos;706;253;223;230;
;16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;2865;1018;853;994;
;16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;337;118;101;118;
;16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;988;373;321;294;
;16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;1422;564;469;389;
;16J0906: Gouveia;5457;1847;1517;2093;
;16J090602: Arcozelo;251;78;69;104;
;16J090603: Cativelos;666;237;186;243;
;16J090605: Folgosinho;261;77;71;113;
;16J090625: Gouveia;244;86;67;91;
;16J090612: Nespereira;282;95;84;103;
;16J090613: Paços da Serra;239;82;61;96;
;16J090614: Ribamondego;106;35;33;38;
;16J090617: São Paio;536;200;154;182;
;16J090623: União das freguesias de Aldeias e Mangualde da Serra;209;71;61;77;
;16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;148;57;48;43;
;16J090626: União das freguesias de Melo e Nabais;302;105;95;102;
;16J090627: União das freguesias de Moimenta da Serra e Vinhó;453;132;114;207;
;16J090628: União das freguesias de Rio Torto e Lagarinhos;554;206;155;193;
;16J090619: Vila Cortês da Serra;134;41;39;54;
;16J090620: Vila Franca da Serra;150;53;42;55;
;16J090621: Vila Nova de Tazem;922;292;238;392;
;16J0907: Guarda;14328;5135;4059;5134;
;16J090766: Adão;257;98;83;76;
;16J090703: Aldeia do Bispo;115;39;30;46;
;16J090704: Aldeia Viçosa;258;93;71;94;
;16J090705: Alvendre;172;63;52;57;
;16J090706: Arrifana;257;77;61;119;
;16J090708: Avelãs da Ribeira;211;85;65;61;
;16J090709: Benespera;365;149;108;108;
;16J090711: Casal de Cinza;570;189;141;240;
;16J090712: Castanheira;483;184;128;171;
;16J090713: Cavadoude;206;68;52;86;
;16J090714: Codesseiro;274;102;79;93;
;16J090716: Faia;187;76;59;52;
;16J090717: Famalicão;399;166;128;105;
;16J090718: Fernão Joanes;283;110;91;82;
;16J090757: Gonçalo;639;263;220;156;
;16J090721: Gonçalo Bocas;198;61;49;88;
;16J090758: Guarda;839;272;223;344;
;16J090759: Jarmelo São Miguel;437;152;118;167;
;16J090760: Jarmelo São Pedro;523;177;137;209;
;16J090722: João Antão;157;56;43;58;
;16J090723: Maçainhas;349;107;90;152;
;16J090724: Marmeleiro;504;171;130;203;
;16J090725: Meios;150;42;34;74;
;16J090728: Panoias de Cima;351;118;98;135;
;16J090729: Pega;181;75;58;48;
;16J090730: Pêra do Moço;528;181;152;195;
;16J090732: Porto da Carne;142;59;50;33;
;16J090734: Ramela;290;105;90;95;
;16J090738: Santana da Azinha;339;119;101;119;
;16J090744: Sobral da Serra;303;123;102;78;
;16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;197;71;51;75;
;16J090762: União de freguesias de Corujeira e Trinta;309;101;87;121;
;16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;403;147;116;140;
;16J090764: União de freguesias de Pousade e Albardo;364;132;98;134;
;16J090765: União de freguesias de Rochoso e Monte Margarida;344;115;86;143;
;16J090746: Vale de Estrela;120;36;30;54;
;16J090747: Valhelhas;217;76;65;76;
;16J090748: Vela;580;239;181;160;
;16J090749: Videmonte;552;194;151;207;
;16J090750: Vila Cortês do Mondego;182;61;51;70;
;16J090751: Vila Fernando;566;197;156;213;
;16J090752: Vila Franca do Deão;221;84;65;72;
;16J090753: Vila Garcia;306;102;79;125;
;16J0908: Manteigas;476;167;153;156;
;16J090802: Manteigas (Santa Maria);159;56;47;56;
;16J090803: Manteigas (São Pedro);136;51;49;36;
;16J090801: Sameiro;72;20;18;34;
;16J090804: Vale de Amoreira;109;40;39;30;
;16J0909: Mêda;5940;2227;1669;2044;
;16J090901: Aveloso;287;106;73;108;
;16J090902: Barreira;355;149;107;99;
;16J090905: Coriscada;344;154;101;89;
;16J090907: Longroiva;494;199;167;128;
;16J090908: Marialva;296;133;93;70;
;16J090917: Mêda, Outeiro de Gatos e Fonte Longa;1545;527;397;621;
;16J090912: Poço do Canto;661;247;180;234;
;16J090918: Prova e Casteição;507;183;139;185;
;16J090914: Rabaçal;424;153;124;147;
;16J090915: Ranhados;434;158;122;154;
;16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;593;218;166;209;
;16J0910: Pinhel;9605;3481;2708;3416;
;16J091028: Agregação das freguesias Sul de Pinhel;647;245;183;219;
;16J091032: Alto do Palurdo;407;152;110;145;
;16J091029: Alverca da Beira/Bouça Cova;512;181;156;175;
;16J091009: Ervedosa;386;155;114;117;
;16J091010: Freixedas;956;321;264;371;
;16J091012: Lamegal;484;192;125;167;
;16J091013: Lameiras;509;167;117;225;
;16J091014: Manigoto;282;99;78;105;
;16J091015: Pala;710;227;195;288;
;16J091017: Pinhel;842;292;260;290;
;16J091018: Pínzio;407;151;116;140;
;16J091024: Souro Pires;587;179;146;262;
;16J091030: Terras de Massueime;453;164;135;154;
;16J091035: União das freguesias de Atalaia e Safurdão;397;163;111;123;
;16J091031: Valbom/Bogalhal;523;208;148;167;
;16J091033: Vale do Côa;590;239;178;173;
;16J091034: Vale do Massueime;695;266;205;224;
;16J091027: Vascoveiro;218;80;67;71;
;16J0911: Sabugal;9905;3862;3091;2952;
;16J091101: Águas Belas;211;79;57;75;
;16J091103: Aldeia da Ponte;264;101;88;75;
;16J091102: Aldeia do Bispo;201;91;78;32;
;16J091106: Aldeia Velha;261;104;88;69;
;16J091107: Alfaiates;293;120;106;67;
;16J091109: Baraçal;218;81;63;74;
;16J091110: Bendada;564;213;184;167;
;16J091111: Bismula;168;71;42;55;
;16J091112: Casteleiro;486;202;177;107;
;16J091113: Cerdeira;121;44;31;46;
;16J091114: Fóios;245;93;82;70;
;16J091118: Malcata;256;105;85;66;
;16J091120: Nave;290;125;100;65;
;16J091123: Quadrazais;287;137;91;59;
;16J091124: Quintas de São Bartolomeu;169;58;43;68;
;16J091125: Rapoula do Côa;208;68;54;86;
;16J091126: Rebolosa;206;75;64;67;
;16J091127: Rendo;337;124;97;116;
;16J091133: Sortelha;520;190;170;160;
;16J091134: Souto;552;175;148;229;
;16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;471;170;136;165;
;16J091142: União das freguesias de Lajeosa e Forcalhos;239;109;94;36;
;16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;648;252;188;208;
;16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;218;83;52;83;
;16J091146: União das freguesias de Santo Estêvão e Moita;422;179;132;111;
;16J091147: União das freguesias de Seixo do Côa e Vale Longo;401;164;121;116;
;16J091145: União das freguesias do Sabugal e Aldeia de Santo António;814;297;233;284;
;16J091136: Vale de Espinho;301;139;119;43;
;16J091138: Vila Boa;232;98;75;59;
;16J091139: Vila do Touro;302;115;93;94;
;16J0912: Seia;8563;2789;2281;3493;
;16J091201: Alvoco da Serra;175;60;47;68;
;16J091205: Girabolhos;288;118;87;83;
;16J091207: Loriga;142;43;35;64;
;16J091208: Paranhos;725;210;169;346;
;16J091209: Pinhanços;358;132;108;118;
;16J091210: Sabugueiro;179;47;45;87;
;16J091212: Sandomil;269;107;91;71;
;16J091213: Santa Comba;392;124;102;166;
;16J091216: Santiago;775;246;198;331;
;16J091219: Sazes da Beira;41;11;10;20;
;16J091221: Teixeira;41;13;13;15;
;16J091224: Travancinha;382;141;118;123;
;16J091230: União das freguesias de Carragozela e Várzea de Meruge;615;168;138;309;
;16J091231: União das freguesias de Sameice e Santa Eulália;645;201;149;295;
;16J091232: União das freguesias de Santa Marinha e São Martinho;801;257;226;318;
;16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;1110;365;316;429;
;16J091234: União das freguesias de Torrozelo e Folhadosa;114;39;35;40;
;16J091235: União das freguesias de Tourais e Lajes;1063;341;260;462;
;16J091236: União das freguesias de Vide e Cabeça;281;110;87;84;
;16J091225: Valezim;125;45;37;43;
;16J091228: Vila Cova à Coelheira;42;11;10;21;
;16J0913: Trancoso;7576;2753;2181;2642;
;16J091301: Aldeia Nova;369;133;106;130;
;16J091303: Castanheira;216;60;49;107;
;16J091304: Cogula;230;83;71;76;
;16J091305: Cótimos;234;84;72;78;
;16J091307: Fiães;212;73;55;84;
;16J091309: Granja;282;105;85;92;
;16J091310: Guilheiro;222;72;49;101;
;16J091311: Moimentinha;288;105;82;101;
;16J091312: Moreira de Rei;567;278;192;97;
;16J091313: Palhais;196;66;43;87;
;16J091314: Póvoa do Concelho;284;88;71;125;
;16J091315: Reboleiro;172;47;43;82;
;16J091316: Rio de Mel;250;89;79;82;
;16J091321: Tamanhos;386;147;123;116;
;16J091330: União das freguesias de Freches e Torres;462;149;129;184;
;16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;623;255;177;191;
;16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;971;344;277;350;
;16J091333: União das freguesias de Vale do Seixo e Vila Garcia;416;155;129;132;
;16J091334: União das freguesias de Vila Franca das Naves e Feital;502;177;147;178;
;16J091335: União das freguesias de Vilares e Carnicães;396;137;117;142;
;16J091325: Valdujo;298;106;85;107;
;17: Área Metropolitana de Lisboa;57140;19241;16306;21593;
;170: Área Metropolitana de Lisboa;57140;19241;16306;21593;
;1701502: Alcochete;1508;487;415;606;
;170150201: Alcochete;985;303;261;421;
;170150202: Samouco;203;70;54;79;
;170150203: São Francisco;320;114;100;106;
;1701503: Almada;751;219;181;351;
;170150303: Costa da Caparica;257;65;55;137;
;170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;25;8;7;10;
;170150313: União das freguesias de Caparica e Trafaria;326;98;79;149;
;170150314: União das freguesias de Charneca de Caparica e Sobreda;135;45;38;52;
;170150315: União das freguesias de Laranjeiro e Feijó;8;3;2;3;
;1701115: Amadora;158;45;35;78;
;170111512: Alfragide;36;10;8;18;
;170111513: Águas Livres;3;1;1;1;
;170111514: Encosta do Sol;49;10;10;29;
;170111515: Falagueira-Venda Nova;13;4;3;6;
;170111516: Mina de Água;43;16;9;18;
;170111517: Venteira;7;2;2;3;
;1701504: Barreiro;574;215;178;181;
;170150407: Santo António da Charneca;387;144;121;122;
;170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;44;17;13;14;
