
Quadro extraído em 11 de Outubro de 2022 (08:46:54)
http://www.ine.pt



Período de referência dos dados;Localização geográfica (NUTS - 2013);Superfície das culturas temporárias (ha) por Localização geográfica (NUTS - 2013), Tipo (culturas temporárias) e Importância -  Decenal (1) ;
;11A131416: Rebordões;118;
;11A131418: Reguenga;309;
;11A131419: Roriz;196;
;11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;514;
;11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);195;
;11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;428;
;11A131436: União das freguesias de Lamelas e Guimarei;218;
;11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;635;
;11A131432: Vilarinho;125;
;11A0116: São João da Madeira;- -;
;11A011601: São João da Madeira;- -;
;11A1318: Trofa;2837;
;11A131806: Covelas;329;
;11A131808: Muro;173;
;11A131809: União das freguesias de Alvarelhos e Guidões;507;
;11A131810: União das freguesias de Bougado (São Martinho e Santiago);1261;
;11A131811: União das freguesias de Coronado (São Romão e São Mamede);567;
;11A0119: Vale de Cambra;2285;
;11A011901: Arões;801;
;11A011903: Cepelos;228;
;11A011905: Junqueira;239;
;11A011906: Macieira de Cambra;289;
;11A011907: Roge;218;
;11A011902: São Pedro de Castelões;346;
;11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;164;
;11A1315: Valongo;1098;
;11A131501: Alfena;376;
;11A131503: Ermesinde;98;
;11A131506: União das freguesias de Campo e Sobrado;485;
;11A131505: Valongo;139;
;11A1316: Vila do Conde;11340;
;11A131602: Árvore;378;
;11A131603: Aveleda;257;
;11A131604: Azurara;78;
;11A131607: Fajozes;466;
;11A131610: Gião;459;
;11A131611: Guilhabreu;508;
;11A131612: Junqueira;645;
;11A131613: Labruge;457;
;11A131614: Macieira da Maia;406;
;11A131616: Mindelo;514;
;11A131617: Modivas;271;
;11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;1615;
;11A131632: União das freguesias de Fornelo e Vairão;704;
;11A131633: União das freguesias de Malta e Canidelo;275;
;11A131634: União das freguesias de Retorta e Tougues;590;
;11A131635: União das freguesias de Rio Mau e Arcos;1672;
;11A131636: União das freguesias de Touguinha e Touguinhó;701;
;11A131637: União das freguesias de Vilar e Mosteiró;524;
;11A131627: Vila Chã;325;
;11A131628: Vila do Conde;176;
;11A131630: Vilar de Pinheiro;319;
;11A1317: Vila Nova de Gaia;1736;
;11A131701: Arcozelo;65;
;11A131702: Avintes;106;
;11A131703: Canelas;35;
;11A131704: Canidelo;70;
;11A131709: Madalena;39;
;11A131712: Oliveira do Douro;63;
;11A131717: São Félix da Marinha;57;
;11A131725: União das freguesias de Grijó e Sermonde;106;
;11A131726: União das freguesias de Gulpilhares e Valadares;230;
;11A131727: União das freguesias de Mafamude e Vilar do Paraíso;78;
;11A131728: União das freguesias de Pedroso e Seixezelo;331;
;11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;388;
;11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;- -;
;11A131731: União das freguesias de Serzedo e Perosinho;110;
;11A131723: Vilar de Andorinho;59;
;11B: Alto Tâmega;41357;
;11B1702: Boticas;3460;
;11B170217: Alturas do Barroso e Cerdedo;689;
;11B170218: Ardãos e Bobadela;500;
;11B170203: Beça;618;
;11B170219: Boticas e Granja;232;
;11B170220: Codessoso, Curros e Fiães do Tâmega;248;
;11B170208: Covas do Barroso;115;
;11B170210: Dornelas;105;
;11B170213: Pinho;164;
;11B170215: Sapiãos;293;
;11B170221: Vilar e Viveiro;497;
;11B1703: Chaves;13745;
;11B170301: Águas Frias;897;
;11B170302: Anelhe;173;
;11B170305: Bustelo;142;
;11B170309: Cimo de Vila da Castanheira;695;
;11B170310: Curalha;148;
;11B170312: Ervededo;542;
;11B170313: Faiões;328;
;11B170314: Lama de Arcos;206;
;11B170316: Mairos;381;
;11B170317: Moreiras;191;
;11B170318: Nogueira da Montanha;1038;
;11B170320: Oura;261;
;11B170321: Outeiro Seco;344;
;11B170322: Paradela;228;
;11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);877;
;11B170324: Redondelo;406;
;11B170327: Sanfins;259;
;11B170329: Santa Leocádia;234;
;11B170350: Santa Maria Maior;73;
;11B170330: Santo António de Monforte;176;
;11B170331: Santo Estêvão;221;
;11B170333: São Pedro de Agostém;517;
;11B170334: São Vicente;495;
;11B170340: Tronco;252;
;11B170354: União das freguesias da Madalena e Samaiões;470;
;11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;648;
;11B170356: União das freguesias de Calvão e Soutelinho da Raia;505;
;11B170357: União das freguesias de Loivos e Póvoa de Agrações;270;
;11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;87;
;11B170359: União das freguesias de Soutelo e Seara Velha;384;
;11B170360: União das freguesias de Travancas e Roriz;765;
;11B170341: Vale de Anta;181;
;11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);220;
;11B170343: Vila Verde da Raia;324;
;11B170344: Vilar de Nantes;75;
;11B170345: Vilarelho da Raia;294;
;11B170347: Vilas Boas;127;
;11B170349: Vilela do Tâmega;170;
;11B170348: Vilela Seca;142;
;11B1706: Montalegre;9129;
;11B170601: Cabril;261;
;11B170603: Cervos;653;
;11B170604: Chã;1489;
;11B170607: Covelo do Gerês;50;
;11B170609: Ferral;125;
;11B170612: Gralhas;174;
;11B170616: Morgade;526;
;11B170618: Negrões;460;
;11B170619: Outeiro;150;
;11B170623: Pitões das Junias;216;
;11B170625: Reigoso;106;
;11B170626: Salto;525;
;11B170627: Santo André;309;
;11B170629: Sarraquinhos;549;
;11B170631: Solveira;144;
;11B170632: Tourém;151;
;11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;390;
;11B170637: União das freguesias de Meixedo e Padornelos;463;
;11B170638: União das freguesias de Montalegre e Padroso;461;
;11B170639: União das freguesias de Paradela, Contim e Fiães;208;
;11B170640: União das freguesias de Sezelhe e Covelães;335;
;11B170641: União das freguesias de Venda Nova e Pondras;98;
;11B170642: União das freguesias de Viade de Baixo e Fervidelas;704;
;11B170643: União das freguesias de Vilar de Perdizes e Meixide;453;
;11B170635: Vila da Ponte;129;
;11B1709: Ribeira de Pena;2991;
;11B170901: Alvadia;169;
;11B170902: Canedo;244;
;11B170906: Santa Marinha;151;
;11B170908: União das freguesias de Cerva e Limões;1153;
;11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;1275;
;11B1712: Valpaços;6618;
;11B171201: Água Revés e Crasto;186;
;11B171203: Algeriz;201;
;11B171205: Bouçoães;269;
;11B171206: Canaveses;180;
;11B171232: Carrazedo de Montenegro e Curros;422;
;11B171209: Ervões;546;
;11B171211: Fornos do Pinhal;58;
;11B171212: Friões;837;
;11B171233: Lebução, Fiães e Nozelos;500;
;11B171215: Padrela e Tazem;313;
;11B171216: Possacos;67;
;11B171217: Rio Torto;155;
;11B171219: Santa Maria de Emeres;127;
;11B171220: Santa Valha;199;
;11B171221: Santiago da Ribeira de Alhariz;273;
;11B171222: São João da Corveira;224;
;11B171223: São Pedro de Veiga de Lila;230;
;11B171224: Serapicos;328;
;11B171234: Sonim e Barreiros;146;
;11B171235: Tinhela e Alvarelhos;552;
;11B171227: Vales;244;
;11B171236: Valpaços e Sanfins;203;
;11B171229: Vassal;77;
;11B171230: Veiga de Lila;130;
;11B171231: Vilarandelo;151;
;11B1713: Vila Pouca de Aguiar;5414;
;11B171302: Alfarela de Jales;226;
;11B171319: Alvão;544;
;11B171303: Bornes de Aguiar;871;
;11B171304: Bragado;216;
;11B171305: Capeludos;177;
;11B171317: Sabroso de Aguiar;71;
;11B171310: Soutelo de Aguiar;1111;
;11B171311: Telões;561;
;11B171312: Tresminas;452;
;11B171320: União das freguesias de Pensalvos e Parada de Monteiros;257;
;11B171313: Valoura;130;
;11B171314: Vila Pouca de Aguiar;301;
;11B171315: Vreia de Bornes;192;
;11B171316: Vreia de Jales;305;
;11C: Tâmega e Sousa;39085;
;11C1301: Amarante;6320;
;11C130103: Ansiães;121;
;11C130107: Candemil;182;
;11C130112: Fregim;250;
;11C130115: Fridão;72;
;11C130117: Gondar;205;
;11C130134: Gouveia (São Simão);367;
;11C130118: Jazente;111;
;11C130119: Lomba;88;
;11C130120: Louredo;91;
;11C130121: Lufrei;195;
;11C130123: Mancelos;368;
;11C130126: Padronelo;29;
;11C130128: Rebordelo;91;
;11C130129: Salvador do Monte;169;
;11C130135: Telões;649;
;11C130136: Travanca;290;
;11C130141: União das freguesias de Aboadela, Sanche e Várzea;419;
;11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;368;
;11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;460;
;11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);430;
;11C130145: União das freguesias de Freixo de Cima e de Baixo;294;
;11C130146: União das freguesias de Olo e Canadelo;158;
;11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;361;
;11C130138: Vila Caiz;128;
;11C130139: Vila Chã do Marão;191;
;11C130147: Vila Meã;235;
;11C1302: Baião;3335;
;11C130204: Frende;10;
;11C130205: Gestaçô;205;
;11C130206: Gove;318;
;11C130207: Grilo;130;
;11C130208: Loivos do Monte;272;
;11C130215: Santa Marinha do Zêzere;251;
;11C130221: União das freguesias de Ancede e Ribadouro;154;
;11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;196;
;11C130223: União das freguesias de Campelo e Ovil;815;
;11C130224: União das freguesias de Loivos da Ribeira e Tresouras;94;
;11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;189;
;11C130226: União das freguesias de Teixeira e Teixeiró;373;
;11C130219: Valadares;175;
;11C130220: Viariz;152;
;11C0106: Castelo de Paiva;1522;
;11C010602: Fornos;133;
;11C010606: Real;264;
;11C010607: Santa Maria de Sardoura;286;
;11C010608: São Martinho de Sardoura;108;
;11C010610: União das freguesias de Raiva, Pedorido e Paraíso;373;
;11C010611: União das freguesias de Sobrado e Bairros;358;
;11C0305: Celorico de Basto;5121;
;11C030501: Agilde;256;
;11C030502: Arnóia;399;
;11C030520: Basto (São Clemente);301;
;11C030503: Borba de Montanha;576;
;11C030508: Codeçoso;54;
;11C030510: Fervença;403;
;11C030515: Moreira do Castelo;221;
;11C030517: Rego;471;
;11C030518: Ribas;242;
;11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;593;
;11C030524: União das freguesias de Caçarilhe e Infesta;351;
;11C030525: União das freguesias de Canedo de Basto e Corgo;253;
;11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);327;
;11C030527: União das freguesias de Veade, Gagos e Molares;424;
;11C030521: Vale de Bouro;250;
;11C1804: Cinfães;3073;
;11C180403: Cinfães;485;
;11C180404: Espadanedo;85;
;11C180405: Ferreiros de Tendais;149;
;11C180406: Fornelos;207;
;11C180408: Moimenta;62;
;11C180409: Nespereira;443;
;11C180410: Oliveira do Douro;106;
;11C180412: Santiago de Piães;390;
;11C180413: São Cristóvão de Nogueira;400;
;11C180414: Souselo;111;
;11C180415: Tarouquela;129;
;11C180416: Tendais;213;
;11C180417: Travanca;166;
;11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;127;
;11C1303: Felgueiras;4474;
;11C130301: Aião;155;
;11C130302: Airães;224;
;11C130305: Friande;197;
;11C130306: Idães;235;
;11C130307: Jugueiros;192;
;11C130313: Penacova;86;
;11C130314: Pinheiro;97;
;11C130315: Pombeiro de Ribavizela;135;
;11C130317: Refontoura;192;
;11C130318: Regilde;108;
;11C130319: Revinhade;29;
;11C130324: Sendim;154;
;11C130334: União das freguesias de Macieira da Lixa e Caramos;323;
;11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;740;
;11C130336: União das freguesias de Pedreira, Rande e Sernande;315;
;11C130337: União das freguesias de Torrados e Sousa;241;
;11C130338: União das freguesias de Unhão e Lordelo;232;
;11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;568;
;11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);91;
;11C130341: União das freguesias de Vila Verde e Santão;160;
;11C1305: Lousada;3610;
;11C130502: Aveleda;134;
;11C130504: Caíde de Rei;314;
;11C130510: Lodares;292;
;11C130512: Macieira;98;
;11C130513: Meinedo;248;
;11C130515: Nevogilde;205;
;11C130524: Sousela;128;
;11C130525: Torno;203;
;11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);264;
;11C130528: União das freguesias de Cristelos, Boim e Ordem;380;
;11C130529: União das freguesias de Figueiras e Covas;188;
;11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);323;
;11C130531: União das freguesias de Nespereira e Casais;205;
;11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;572;
;11C130526: Vilar do Torno e Alentém;55;
;11C1307: Marco de Canaveses;4129;
;11C130732: Alpendorada, Várzea e Torrão;182;
;11C130733: Avessadas e Rosém;231;
;11C130704: Banho e Carvalhosa;136;
;11C130734: Bem Viver;260;
;11C130705: Constance;79;
;11C130736: Marco;282;
;11C130737: Paredes de Viadores e Manhuncelos;230;
;11C130738: Penha Longa e Paços de Gaiolo;415;
;11C130739: Sande e São Lourenço do Douro;189;
;11C130735: Santo Isidoro e Livração;68;
;11C130722: Soalhães;475;
;11C130723: Sobretâmega;44;
;11C130724: Tabuado;174;
;11C130740: Várzea, Aliviada e Folhada;667;
;11C130741: Vila Boa de Quires e Maureles;491;
;11C130730: Vila Boa do Bispo;205;
;11C1309: Paços de Ferreira;1998;
;11C130902: Carvalhosa;169;
;11C130904: Eiriz;215;
;11C130905: Ferreira;222;
;11C130906: Figueiró;101;
;11C130917: Frazão Arreigada;194;
;11C130908: Freamunde;218;
;11C130910: Meixomil;118;
;11C130918: Paços de Ferreira;137;
;11C130913: Penamaior;118;
;11C130914: Raimonda;140;
;11C130919: Sanfins Lamoso Codessos;261;
;11C130916: Seroa;106;
;11C1311: Penafiel;4418;
;11C131101: Abragão;250;
;11C131102: Boelhe;103;
;11C131103: Bustelo;231;
;11C131104: Cabeça Santa;92;
;11C131105: Canelas;84;
;11C131106: Capela;105;
;11C131107: Castelões;87;
;11C131108: Croca;264;
;11C131109: Duas Igrejas;285;
;11C131110: Eja;46;
;11C131112: Fonte Arcada;87;
;11C131113: Galegos;122;
;11C131141: Guilhufe e Urrô;217;
;11C131115: Irivo;135;
;11C131142: Lagares e Figueira;302;
;11C131140: Luzim e Vila Cova;166;
;11C131121: Oldrões;104;
;11C131122: Paço de Sousa;208;
;11C131139: Penafiel;601;
;11C131125: Perozelo;71;
;11C131128: Rans;105;
;11C131132: Recezinhos (São Mamede);53;
;11C131133: Recezinhos (São Martinho);231;
;11C131129: Rio de Moinhos;106;
;11C131138: Rio Mau;6;
;11C131134: Sebolido;2;
;11C131143: Termas de São Vicente;237;
;11C131136: Valpedre;118;
;11C1813: Resende;1085;
;11C181302: Barrô;16;
;11C181303: Cárquere;112;
;11C181310: Paus;117;
;11C181311: Resende;278;
;11C181312: São Cipriano;110;
;11C181313: São João de Fontoura;40;
;11C181314: São Martinho de Mouros;70;
;11C181316: União das freguesias de Anreade e São Romão de Aregos;81;
;11C181317: União das freguesias de Felgueiras e Feirão;97;
;11C181318: União das freguesias de Freigil e Miomães;83;
;11C181319: União das freguesias de Ovadas e Panchorra;82;
;11D: Douro;16781;
;11D1701: Alijó;478;
;11D170101: Alijó;10;
;11D170107: Favaios;9;
;11D170108: Pegarinhos;17;
;11D170109: Pinhão;0;
;11D170112: Sanfins do Douro;9;
;11D170113: Santa Eugénia;17;
;11D170114: São Mamede de Ribatua;15;
;11D170120: União das freguesias de Carlão e Amieiro;35;
;11D170121: União das freguesias de Castedo e Cotas;6;
;11D170122: União das freguesias de Pópulo e Ribalonga;81;
;11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;1;
;11D170116: Vila Chã;88;
;11D170117: Vila Verde;155;
;11D170118: Vilar de Maçada;34;
;11D1801: Armamar;198;
;11D180101: Aldeias;3;
;11D180120: Armamar;12;
;11D180104: Cimbres;15;
;11D180106: Folgosa;- -;
;11D180107: Fontelo;13;
;11D180109: Queimada;3;
;11D180110: Queimadela;4;
;11D180111: Santa Cruz;18;
;11D180114: São Cosmado;64;
;11D180115: São Martinho das Chãs;21;
;11D180121: União das freguesias de Aricera e Goujoim;22;
;11D180122: União das freguesias de São Romão e Santiago;10;
;11D180123: União das freguesias de Vila Seca e Santo Adrião;12;
;11D180118: Vacalar;2;
;11D0403: Carrazeda de Ansiães;1168;
;11D040304: Carrazeda de Ansiães;179;
;11D040306: Fonte Longa;252;
;11D040308: Linhares;52;
;11D040309: Marzagão;95;
;11D040311: Parambos;25;
;11D040312: Pereiros;19;
;11D040313: Pinhal do Norte;19;
;11D040314: Pombal;14;
;11D040316: Seixo de Ansiães;18;
;11D040320: União das freguesias de Amedo e Zedes;180;
;11D040321: União das freguesias de Belver e Mogo de Malta;150;
;11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;5;
;11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;55;
;11D040318: Vilarinho da Castanheira;106;
;11D0404: Freixo de Espada à Cinta;685;
;11D040404: Ligares;62;
;11D040406: Poiares;47;
;11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;197;
;11D040408: União das freguesias de Lagoaça e Fornos;379;
;11D1805: Lamego;464;
;11D180502: Avões;4;
;11D180504: Britiande;9;
;11D180505: Cambres;2;
;11D180507: Ferreirim;26;
;11D180508: Ferreiros de Avões;2;
;11D180509: Figueira;2;
;11D180510: Lalim;38;
;11D180525: Lamego (Almacave e Sé);35;
;11D180511: Lazarim;34;
;11D180516: Penajóia;0;
;11D180517: Penude;93;
;11D180519: Samodães;1;
;11D180520: Sande;- -;
;11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;67;
;11D180527: União das freguesias de Cepões, Meijinhos e Melcões;54;
;11D180528: União das freguesias de Parada do Bispo e Valdigem;1;
;11D180523: Várzea de Abrunhais;10;
;11D180524: Vila Nova de Souto d'El-Rei;87;
;11D1704: Mesão Frio;14;
;11D170401: Barqueiros;1;
;11D170402: Cidadelhe;2;
;11D170408: Mesão Frio (Santo André);3;
;11D170403: Oliveira;2;
;11D170407: Vila Marim;7;
;11D1807: Moimenta da Beira;2690;
;11D180702: Alvite;882;
;11D180703: Arcozelos;87;
;11D180705: Baldos;45;
;11D180706: Cabaços;134;
;11D180707: Caria;148;
;11D180708: Castelo;30;
;11D180709: Leomil;248;
;11D180710: Moimenta da Beira;56;
;11D180713: Passô;41;
;11D180716: Vila da Rua;111;
;11D180717: Sarzedo;60;
;11D180719: Sever;83;
;11D180721: União das freguesias de Paradinha e Nagosa;48;
;11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;259;
;11D180723: União das freguesias de Peva e Segões;375;
;11D180720: Vilar;84;
;11D1707: Murça;798;
;11D170701: Candedo;33;
;11D170703: Fiolhoso;45;
;11D170704: Jou;287;
;11D170705: Murça;19;
;11D170710: União das freguesias de Carva e Vilares;105;
;11D170711: União das freguesias de Noura e Palheiros;125;
;11D170708: Valongo de Milhais;183;
;11D1812: Penedono;995;
;11D181202: Beselga;139;
;11D181203: Castainço;50;
;11D181207: Penela da Beira;38;
;11D181208: Póvoa de Penela;60;
;11D181209: Souto;203;
;11D181210: União das freguesias de Antas e Ourozinho;272;
;11D181211: União das freguesias de Penedono e Granja;233;
;11D1708: Peso da Régua;60;
;11D170802: Fontelas;0;
;11D170805: Loureiro;2;
;11D170809: Sedielos;38;
;11D170813: União das freguesias de Galafura e Covelinhas;3;
;11D170814: União das freguesias de Moura Morta e Vinhós;8;
;11D170815: União das freguesias de Peso da Régua e Godim;1;
;11D170816: União das freguesias de Poiares e Canelas;8;
;11D170810: Vilarinho dos Freires;1;
;11D1710: Sabrosa;318;
;11D171001: Celeirós;0;
;11D171002: Covas do Douro;1;
;11D171004: Gouvinhas;11;
;11D171007: Paços;49;
;11D171005: Parada de Pinhão;47;
;11D171009: Sabrosa;0;
;11D171011: São Lourenço de Ribapinhão;61;
;11D171013: Souto Maior;9;
;11D171014: Torre do Pinhão;87;
;11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;2;
;11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;50;
;11D171015: Vilarinho de São Romão;1;
;11D1711: Santa Marta de Penaguião;74;
;11D171101: Alvações do Corgo;0;
;11D171102: Cumieira;6;
;11D171103: Fontes;31;
;11D171106: Medrões;2;
;11D171110: Sever;1;
;11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;1;
;11D171112: União das freguesias de Louredo e Fornelos;33;
;11D1815: São João da Pesqueira;474;
;11D181501: Castanheiro do Sul;8;
;11D181502: Ervedosa do Douro;12;
;11D181504: Nagozelo do Douro;12;
;11D181505: Paredes da Beira;114;
;11D181507: Riodades;128;
;11D181509: Soutelo do Douro;2;
;11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;69;
;11D181516: União das freguesias de Trevões e Espinhosa;106;
;11D181517: União das freguesias de Vilarouco e Pereiros;11;
;11D181511: Vale de Figueira;3;
;11D181512: Valongo dos Azeites;10;
;11D1818: Sernancelhe;1649;
;11D181801: Arnas;98;
;11D181802: Carregal;127;
;11D181803: Chosendo;144;
;11D181804: Cunha;200;
;11D181806: Faia;16;
;11D181810: Granjal;85;
;11D181811: Lamosa;68;
;11D181814: Quintela;123;
;11D181818: União das freguesias de Ferreirim e Macieira;248;
;11D181819: União das freguesias de Fonte Arcada e Escurquela;133;
;11D181820: União das freguesias de Penso e Freixinho;74;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;258;
;11D181817: Vila da Ponte;74;
;11D1819: Tabuaço;375;
;11D181901: Adorigo;3;
;11D181902: Arcos;54;
;11D181904: Chavães;121;
;11D181905: Desejosa;2;
;11D181906: Granja do Tedo;29;
;11D181908: Longa;32;
;11D181913: Sendim;55;
;11D181914: Tabuaço;1;
;11D181918: União das freguesias de Barcos e Santa Leocádia;16;
;11D181919: União das freguesias de Paradela e Granjinha;14;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;41;
;11D181921: União das freguesias de Távora e Pereiro;7;
;11D181917: Valença do Douro;- -;
;11D1820: Tarouca;754;
;11D182004: Mondim da Beira;79;
;11D182005: Salzedas;33;
;11D182006: São João de Tarouca;241;
;11D182011: União das freguesias de Gouviães e Ucanha;27;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;65;
;11D182013: União das freguesias de Tarouca e Dálvares;101;
;11D182009: Várzea da Serra;207;
;11D0409: Torre de Moncorvo;1664;
;11D040901: Açoreira;29;
;11D040903: Cabeça Boa;67;
;11D040905: Carviçais;364;
;11D040906: Castedo;69;
;11D040909: Horta da Vilariça;52;
;11D040910: Larinho;198;
;11D040911: Lousa;64;
;11D040913: Mós;54;
;11D040916: Torre de Moncorvo;31;
;11D040918: União das freguesias de Adeganha e Cardanha;394;
;11D040919: União das freguesias de Felgar e Souto da Velha;184;
;11D040920: União das freguesias de Felgueiras e Maçores;57;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;101;
;11D0914: Vila Nova de Foz Côa;443;
;11D091401: Almendra;53;
;11D091402: Castelo Melhor;34;
;11D091403: Cedovim;32;
;11D091404: Chãs;12;
;11D091405: Custóias;6;
;11D091418: Freixo de Numão;30;
;11D091407: Horta;27;
;11D091410: Muxagata;8;
;11D091411: Numão;6;
;11D091412: Santa Comba;27;
;11D091414: Sebadelhe;21;
;11D091415: Seixas;28;
;11D091416: Touça;73;
;11D091419: Vila Nova de Foz Côa;87;
;11D1714: Vila Real;3478;
;11D171401: Abaças;26;
;11D171403: Andrães;98;
;11D171404: Arroios;30;
;11D171406: Campeã;482;
;11D171409: Folhadela;64;
;11D171410: Guiães;11;
;11D171414: Lordelo;90;
;11D171415: Mateus;15;
;11D171416: Mondrões;282;
;11D171420: Parada de Cunhos;21;
;11D171426: Torgueda;94;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;280;
;11D171432: União das freguesias de Borbela e Lamas de Olo;213;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;278;
;11D171434: União das freguesias de Mouçós e Lamares;421;
;11D171435: União das freguesias de Nogueira e Ermida;5;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;333;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;354;
;11D171429: Vila Marim;352;
;11D171438: Vila Real;30;
;11E: Terras de Trás-os-Montes;60219;
;11E0401: Alfândega da Fé;1082;
;11E040102: Alfândega da Fé;177;
;11E040103: Cerejais;13;
;11E040111: Sambade;112;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;200;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;67;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;62;
;11E040124: União das freguesias de Gebelim e Soeima;136;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;66;
;11E040126: União das freguesias de Pombal e Vales;24;
;11E040118: Vilar Chão;172;
;11E040119: Vilarelhos;4;
;11E040120: Vilares de Vilariça;50;
;11E0402: Bragança;14201;
;11E040201: Alfaião;170;
;11E040203: Babe;277;
;11E040204: Baçal;920;
;11E040206: Carragosa;303;
;11E040209: Castro de Avelãs;390;
;11E040210: Coelhoso;329;
;11E040212: Donai;328;
;11E040213: Espinhosela;378;
;11E040215: França;19;
;11E040216: Gimonde;172;
;11E040217: Gondesende;223;
;11E040218: Gostei;432;
;11E040219: Grijó de Parada;714;
;11E040221: Macedo do Mato;359;
;11E040224: Mós;203;
;11E040225: Nogueira;394;
;11E040226: Outeiro;199;
;11E040229: Parâmio;451;
;11E040230: Pinela;320;
;11E040232: Quintanilha;211;
;11E040233: Quintela de Lampaças;159;
;11E040234: Rabal;145;
;11E040236: Rebordãos;385;
;11E040239: Salsas;352;
;11E040240: Samil;295;
;11E040241: Santa Comba de Rossas;93;
;11E040244: São Pedro de Sarracenos;216;
;11E040246: Sendas;291;
;11E040247: Serapicos;283;
;11E040248: Sortes.;188;
;11E040250: União das freguesias de Aveleda e Rio de Onor;350;
;11E040251: União das freguesias de Castrelos e Carrazedo;398;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;859;
;11E040253: União das freguesias de Parada e Faílde;769;
;11E040254: União das freguesias de Rebordainhos e Pombares;224;
;11E040255: União das freguesias de Rio Frio e Milhão;715;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;728;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;572;
;11E040249: Zoio;389;
;11E0405: Macedo de Cavaleiros;6153;
;11E040502: Amendoeira;145;
;11E040503: Arcas;131;
;11E040507: Carrapatas;164;
;11E040509: Chacim;131;
;11E040510: Cortiços;218;
;11E040511: Corujas;133;
;11E040514: Ferreira;71;
;11E040515: Grijó;138;
;11E040516: Lagoa;271;
;11E040517: Lamalonga;153;
;11E040518: Lamas;133;
;11E040519: Lombo;103;
;11E040520: Macedo de Cavaleiros;141;
;11E040521: Morais;269;
;11E040523: Olmos;77;
;11E040524: Peredo;55;
;11E040526: Salselas;328;
;11E040528: Sezulfe;83;
;11E040530: Talhas;556;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;301;
;11E040540: União das freguesias de Bornes e Burga;188;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;246;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;463;
;11E040543: União das freguesias de Podence e Santa Combinha;185;
