Statistical table extracted on October 18, 2022 (10:37:24);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
16J050305: Boidobra;1275,5;;;
16J050308: Cortes do Meio;1846,4;;;
16J050309: Dominguizo;1349;;;
16J050310: Erada;875,1;;;
16J050311: Ferro;2587,5;;;
16J050312: Orjais;4299,1;;;
16J050314: Paul;1736,1;;;
16J050315: Peraboa;1727,3;;;
16J050318: São Jorge da Beira;2068,9;;;
16J050322: Sobral de São Miguel;1554,3;;;
16J050324: Tortosendo;1700,5;;;
16J050325: Unhais da Serra;981,8;;;
16J050332: União das freguesias de Barco e Coutada;885,1;;;
16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;1481,1;;;
16J050334: União das freguesias de Casegas e Ourondo;943,8;;;
16J050335: União das freguesias de Covilhã e Canhoso;1414;;;
16J050336: União das freguesias de Peso e Vales do Rio;2262,6;;;
16J050337: União das freguesias de Teixoso e Sarzedo;3082,8;;;
16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;4016,7;;;
16J050327: Verdelhos;2263,5;;;
16J0904: Figueira de Castelo Rodrigo;602,6;;;
16J090403: Castelo Rodrigo;805,6;;;
16J090406: Escalhão;478,5;;;
16J090408: Figueira de Castelo Rodrigo;800;;;
16J090410: Mata de Lobos;430,1;;;
16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;485,7;;;
16J090419: União das freguesias de Almofala e Escarigo;431,8;;;
16J090420: União das freguesias de Cinco Vilas e Reigada;546,2;;;
16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;621,4;;;
16J090422: União das freguesias do Colmeal e Vilar Torpim;914,4;;;
16J090415: Vermiosa;771,5;;;
16J0905: Fornos de Algodres;1475,2;;;
16J090501: Algodres;1385,1;;;
16J090502: Casal Vasco;1482,9;;;
16J090504: Figueiró da Granja;1765,3;;;
16J090505: Fornos de Algodres;2600;;;
16J090507: Infias;1274,3;;;
16J090509: Maceira;1918,8;;;
16J090510: Matança;1579,3;;;
16J090511: Muxagata;1481,9;;;
16J090512: Queiriz;1536,9;;;
16J090517: União das freguesias de Cortiçô e Vila Chã;929,8;;;
16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;877,7;;;
16J090519: União das freguesias de Sobral Pichorro e Fuinhas;1222,7;;;
16J0504: Fundão;1683,5;;;
16J050401: Alcaide;5991,1;;;
16J050402: Alcaria;1724;;;
16J050403: Alcongosta;8409,5;;;
16J050406: Alpedrinha;4554,6;;;
16J050408: Barroca;864,5;;;
16J050410: Bogas de Cima;1099,9;;;
16J050411: Capinha;694,9;;;
16J050412: Castelejo;2781,7;;;
16J050413: Castelo Novo;1658,7;;;
16J050431: Enxames;1217,8;;;
16J050416: Fatela;1879,8;;;
16J050419: Lavacolhos;2306,6;;;
16J050420: Orca;738,8;;;
16J050421: Pêro Viseu;1440,3;;;
16J050424: Silvares;1465,9;;;
16J050425: Soalheira;1203,1;;;
16J050426: Souto da Casa;2943,4;;;
16J050427: Telhado;1198,1;;;
16J050432: Três Povos;1108,5;;;
16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;2190,1;;;
16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;1422,9;;;
16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;1951,3;;;
16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;1461,4;;;
16J0906: Gouveia;1190,4;;;
16J090602: Arcozelo;1350,2;;;
16J090603: Cativelos;4371,2;;;
16J090605: Folgosinho;651,9;;;
16J090625: Gouveia;1312,4;;;
16J090612: Nespereira;1485,1;;;
16J090613: Paços da Serra;1708,9;;;
16J090614: Ribamondego;843,6;;;
16J090617: São Paio;1190,9;;;
16J090623: União das freguesias de Aldeias e Mangualde da Serra;898,3;;;
16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;730,3;;;
16J090626: União das freguesias de Melo e Nabais;1180,2;;;
16J090627: União das freguesias de Moimenta da Serra e Vinhó;1784,1;;;
16J090628: União das freguesias de Rio Torto e Lagarinhos;1269,5;;;
16J090619: Vila Cortês da Serra;1234,1;;;
16J090620: Vila Franca da Serra;667,6;;;
16J090621: Vila Nova de Tazem;1134,5;;;
16J0907: Guarda;847,8;;;
16J090766: Adão;684,5;;;
16J090703: Aldeia do Bispo;598,5;;;
16J090704: Aldeia Viçosa;1199,3;;;
16J090705: Alvendre;701,8;;;
16J090706: Arrifana;822,2;;;
16J090708: Avelãs da Ribeira;900,7;;;
16J090709: Benespera;954,8;;;
16J090711: Casal de Cinza;319,9;;;
16J090712: Castanheira;590,6;;;
16J090713: Cavadoude;1691,9;;;
16J090714: Codesseiro;785,4;;;
16J090716: Faia;3097,9;;;
16J090717: Famalicão;1218,1;;;
16J090718: Fernão Joanes;530,6;;;
16J090757: Gonçalo;1095;;;
16J090721: Gonçalo Bocas;650;;;
16J090758: Guarda;822,6;;;
16J090759: Jarmelo São Miguel;677,7;;;
16J090760: Jarmelo São Pedro;627,5;;;
16J090722: João Antão;894,9;;;
16J090723: Maçainhas;951,3;;;
16J090724: Marmeleiro;877,6;;;
16J090725: Meios;1176,9;;;
16J090728: Panoias de Cima;1146,5;;;
16J090729: Pega;709,6;;;
16J090730: Pêra do Moço;985,4;;;
16J090732: Porto da Carne;1283,8;;;
16J090734: Ramela;2347,7;;;
16J090738: Santana da Azinha;875,3;;;
16J090744: Sobral da Serra;782,2;;;
16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;712,3;;;
16J090762: União de freguesias de Corujeira e Trinta;803;;;
16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;798,8;;;
16J090764: União de freguesias de Pousade e Albardo;752;;;
16J090765: União de freguesias de Rochoso e Monte Margarida;399;;;
16J090746: Vale de Estrela;623,8;;;
16J090747: Valhelhas;3100,4;;;
16J090748: Vela;2561,1;;;
16J090749: Videmonte;375,1;;;
16J090750: Vila Cortês do Mondego;1375,5;;;
16J090751: Vila Fernando;1007,6;;;
16J090752: Vila Franca do Deão;708,6;;;
16J090753: Vila Garcia;941;;;
16J0908: Manteigas;1663,5;;;
16J090802: Manteigas (Santa Maria);2876,7;;;
16J090803: Manteigas (São Pedro);1369,1;;;
16J090801: Sameiro;1003;;;
16J090804: Vale de Amoreira;1468,8;;;
16J0909: Mêda;938,6;;;
16J090901: Aveloso;1100,8;;;
16J090902: Barreira;602,1;;;
16J090905: Coriscada;616,3;;;
16J090907: Longroiva;1070,4;;;
16J090908: Marialva;880,2;;;
16J090917: Mêda, Outeiro de Gatos e Fonte Longa;884,1;;;
16J090912: Poço do Canto;894,4;;;
16J090918: Prova e Casteição;1026;;;
16J090914: Rabaçal;814;;;
16J090915: Ranhados;2053,9;;;
16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;969,7;;;
16J0910: Pinhel;990,8;;;
16J091028: Agregação das freguesias Sul de Pinhel;936,1;;;
16J091032: Alto do Palurdo;585,2;;;
16J091029: Alverca da Beira/Bouça Cova;1279;;;
16J091009: Ervedosa;717,4;;;
16J091010: Freixedas;975,5;;;
16J091012: Lamegal;1158,3;;;
16J091013: Lameiras;902,2;;;
16J091014: Manigoto;715,1;;;
16J091015: Pala;1169,3;;;
16J091017: Pinhel;1437,3;;;
16J091018: Pínzio;619,5;;;
16J091024: Souro Pires;1329,7;;;
16J091030: Terras de Massueime;1602,9;;;
16J091035: União das freguesias de Atalaia e Safurdão;760,9;;;
16J091031: Valbom/Bogalhal;1033;;;
16J091033: Vale do Côa;575,6;;;
16J091034: Vale do Massueime;1335,6;;;
16J091027: Vascoveiro;1015,8;;;
16J0911: Sabugal;535,2;;;
16J091101: Águas Belas;716,7;;;
16J091103: Aldeia da Ponte;404,1;;;
16J091102: Aldeia do Bispo;1067,2;;;
16J091106: Aldeia Velha;250,8;;;
16J091107: Alfaiates;546,6;;;
16J091109: Baraçal;966,6;;;
16J091110: Bendada;1078,5;;;
16J091111: Bismula;554,9;;;
16J091112: Casteleiro;1240;;;
16J091113: Cerdeira;527,3;;;
16J091114: Fóios;526,3;;;
16J091118: Malcata;720,5;;;
16J091120: Nave;474,3;;;
16J091123: Quadrazais;585,7;;;
16J091124: Quintas de São Bartolomeu;757,9;;;
16J091125: Rapoula do Côa;612,2;;;
16J091126: Rebolosa;619,4;;;
16J091127: Rendo;707,5;;;
16J091133: Sortelha;369,2;;;
16J091134: Souto;393,3;;;
16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;378,5;;;
16J091142: União das freguesias de Lajeosa e Forcalhos;418,1;;;
16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;703;;;
16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;553,8;;;
16J091146: União das freguesias de Santo Estêvão e Moita;1058,7;;;
16J091147: União das freguesias de Seixo do Côa e Vale Longo;303,1;;;
16J091145: União das freguesias do Sabugal e Aldeia de Santo António;869,5;;;
16J091136: Vale de Espinho;475,6;;;
16J091138: Vila Boa;604,6;;;
16J091139: Vila do Touro;713,8;;;
16J0912: Seia;1389,1;;;
16J091201: Alvoco da Serra;1486,5;;;
16J091205: Girabolhos;1026,7;;;
16J091207: Loriga;1586,4;;;
16J091208: Paranhos;1137,4;;;
16J091209: Pinhanços;1297,6;;;
16J091210: Sabugueiro;1153,2;;;
16J091212: Sandomil;2346,3;;;
16J091213: Santa Comba;1407,6;;;
16J091216: Santiago;1076,5;;;
16J091219: Sazes da Beira;1279,4;;;
16J091221: Teixeira;1071,6;;;
16J091224: Travancinha;854,5;;;
16J091230: União das freguesias de Carragozela e Várzea de Meruge;1385,6;;;
16J091231: União das freguesias de Sameice e Santa Eulália;2283,2;;;
16J091232: União das freguesias de Santa Marinha e São Martinho;1245,3;;;
16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;1468,8;;;
16J091234: União das freguesias de Torrozelo e Folhadosa;957,7;;;
16J091235: União das freguesias de Tourais e Lajes;1552,1;;;
16J091236: União das freguesias de Vide e Cabeça;1678,9;;;
16J091225: Valezim;1220;;;
16J091228: Vila Cova à Coelheira;1687,3;;;
16J0913: Trancoso;1068,4;;;
16J091301: Aldeia Nova;858,2;;;
16J091303: Castanheira;884,4;;;
16J091304: Cogula;860,7;;;
16J091305: Cótimos;803,1;;;
16J091307: Fiães;1486,3;;;
16J091309: Granja;1442,8;;;
16J091310: Guilheiro;926,9;;;
16J091311: Moimentinha;1402,3;;;
16J091312: Moreira de Rei;745,2;;;
16J091313: Palhais;3334,2;;;
16J091314: Póvoa do Concelho;1609,3;;;
16J091315: Reboleiro;1188,9;;;
16J091316: Rio de Mel;767;;;
16J091321: Tamanhos;1395,5;;;
16J091330: União das freguesias de Freches e Torres;1002,4;;;
16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;1038,9;;;
16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;1012,5;;;
16J091333: União das freguesias de Vale do Seixo e Vila Garcia;733;;;
16J091334: União das freguesias de Vila Franca das Naves e Feital;1576,9;;;
16J091335: União das freguesias de Vilares e Carnicães;1262,2;;;
16J091325: Valdujo;831;;;
17: Área Metropolitana de Lisboa;3512;;;
170: Área Metropolitana de Lisboa;3512;;;
1701502: Alcochete;5938,9;;;
170150201: Alcochete;5927,3;;;
170150202: Samouco;5382,4;;;
170150203: São Francisco;6221;;;
1701503: Almada;6896,9;;;
170150303: Costa da Caparica;10518,3;;;
170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;4847,7;;;
170150313: União das freguesias de Caparica e Trafaria;2427,3;;;
170150314: União das freguesias de Charneca de Caparica e Sobreda;5693,5;;;
170150315: União das freguesias de Laranjeiro e Feijó;1608,1;;;
1701115: Amadora;819,1;;;
170111512: Alfragide;- -;;;
170111513: Águas Livres;- -;;;
170111514: Encosta do Sol;426,1;;;
170111515: Falagueira-Venda Nova;1075,7;;;
170111516: Mina de Água;690,6;;;
170111517: Venteira;1036,6;;;
1701504: Barreiro;2346,8;;;
170150407: Santo António da Charneca;3906,5;;;
170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;2083,5;;;
170150410: União das freguesias de Barreiro e Lavradio;1598,6;;;
170150411: União das freguesias de Palhais e Coina;1167,2;;;
1701105: Cascais;2460,9;;;
170110501: Alcabideche;3137,8;;;
170110506: São Domingos de Rana;1163,1;;;
170110507: União das freguesias de Carcavelos e Parede;2488,5;;;
170110508: União das freguesias de Cascais e Estoril;3621,9;;;
1701106: Lisboa;13678,2;;;
170110601: Ajuda;- -;;;
170110602: Alcântara;2602,9;;;
170110654: Alvalade;- -;;;
170110655: Areeiro;6868,9;;;
170110656: Arroios;- -;;;
170110657: Avenidas Novas;- -;;;
170110607: Beato;- -;;;
170110658: Belém;- -;;;
170110608: Benfica;- -;;;
170110659: Campo de Ourique;- -;;;
170110610: Campolide;- -;;;
170110611: Carnide;3310,4;;;
170110660: Estrela;- -;;;
170110618: Lumiar;- -;;;
170110621: Marvila;- -;;;
170110661: Misericórdia;22051,1;;;
170110633: Olivais;- -;;;
170110662: Parque das Nações;- -;;;
170110663: Penha de França;- -;;;
170110664: Santa Clara;- -;;;
170110665: Santa Maria Maior;- -;;;
170110666: Santo António;6442,7;;;
170110639: São Domingos de Benfica;- -;;;
170110667: São Vicente;- -;;;
1701107: Loures;6117,4;;;
170110702: Bucelas;8706,4;;;
170110705: Fanhões;1703,3;;;
170110707: Loures;4472,1;;;
170110708: Lousa;3738,3;;;
170110731: União das freguesias de Camarate, Unhos e Apelação;1591,2;;;
170110726: União das freguesias de Moscavide e Portela;1224,7;;;
170110727: União das freguesias de Sacavém e Prior Velho;1723,1;;;
170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;1878,9;;;
170110729: União das freguesias de Santo Antão e São Julião do Tojal;6254;;;
170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;12214,3;;;
1701109: Mafra;5138,6;;;
170110902: Carvoeira;3632,7;;;
170110904: Encarnação;4365,8;;;
170110906: Ericeira;3943,3;;;
170110909: Mafra;7143,7;;;
170110911: Milharado;4520,4;;;
170110913: Santo Isidoro;6650;;;
170110918: União das freguesias de Azueira e Sobral da Abelheira;10159,9;;;
170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;3909,1;;;
170110920: União das freguesias de Igreja Nova e Cheleiros;1989,8;;;
170110921: União das freguesias de Malveira e São Miguel de Alcainça;3465,1;;;
170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;2914;;;
1701506: Moita;5787,3;;;
170150601: Alhos Vedros;7950;;;
170150603: Moita;5061,7;;;
170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;2966,1;;;
170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;5388,7;;;
1701507: Montijo;4270,2;;;
170150701: Canha;2920,7;;;
170150704: Sarilhos Grandes;23183,1;;;
170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;5197,2;;;
170150710: União das freguesias de Montijo e Afonsoeiro;23631;;;
170150711: União das freguesias de Pegões;5729,2;;;
1701116: Odivelas;971,4;;;
170111603: Odivelas;8461,6;;;
170111608: União das freguesias de Pontinha e Famões;1229,3;;;
170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;4296,2;;;
170111610: União das freguesias de Ramada e Caneças;637,9;;;
1701110: Oeiras;1954,1;;;
170111002: Barcarena;1091,6;;;
170111009: Porto Salvo;1521,2;;;
170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;3819,5;;;
170111013: União das freguesias de Carnaxide e Queijas;- -;;;
170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;3489,5;;;
1701508: Palmela;2549,4;;;
170150802: Palmela;1738,2;;;
170150803: Pinhal Novo;9348,6;;;
170150804: Quinta do Anjo;3935,9;;;
170150806: União das freguesias de Poceirão e Marateca;2317,9;;;
1701510: Seixal;706,3;;;
170151002: Amora;904,3;;;
170151005: Corroios;180,5;;;
170151006: Fernão Ferro;688,3;;;
170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;1230,1;;;
1701511: Sesimbra;1405,2;;;
170151103: Quinta do Conde;2219;;;
170151101: Sesimbra (Castelo);1404,1;;;
170151102: Sesimbra (Santiago);- -;;;
1701512: Setúbal;2273,8;;;
170151207: Gâmbia-Pontes-Alto da Guerra;2551,3;;;
170151208: Sado;3337,8;;;
170151205: Setúbal (São Sebastião);8720,2;;;
170151209: União das freguesias de Azeitão (São Lourenço e São Simão);1448;;;
170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);1833,4;;;
1701111: Sintra;3110,7;;;
170111102: Algueirão-Mem Martins;4644,1;;;
170111115: Casal de Cambra;1587,2;;;
170111105: Colares;6710,6;;;
170111108: Rio de Mouro;892;;;
170111122: União das freguesias de Agualva e Mira-Sintra;888,6;;;
170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;4519;;;
170111125: União das freguesias de Massamá e Monte Abraão;- -;;;
170111126: União das freguesias de Queluz e Belas;3856,8;;;
170111127: União das freguesias de São João das Lampas e Terrugem;2518,1;;;
170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);1288,4;;;
170111124: União das freguesias do Cacém e São Marcos;381,9;;;
1701114: Vila Franca de Xira;2885,5;;;
170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;2132;;;
170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;2149,4;;;
170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;2078,1;;;
170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;1730,4;;;
170111408: Vialonga;3149,4;;;
170111409: Vila Franca de Xira;2985,5;;;
18: Alentejo;684,4;;;
181: Alentejo Litoral;739;;;
1811501: Alcácer do Sal;510,8;;;
181150106: Comporta;1523,5;;;
181150105: São Martinho;343,3;;;
181150104: Torrão;380,4;;;
181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;579,9;;;
1811505: Grândola;773,2;;;
181150501: Azinheira dos Barros e São Mamede do Sádão;360,3;;;
181150505: Carvalhal;1682,2;;;
181150503: Melides;864,9;;;
181150506: União das freguesias de Grândola e Santa Margarida da Serra;1019;;;
1810211: Odemira;1170,5;;;
181021116: Boavista dos Pinheiros;2225,8;;;
181021118: Colos;433,8;;;
181021117: Longueira/Almograve;3203,6;;;
181021115: Luzianes-Gare;214,9;;;
181021102: Relíquias;399,5;;;
181021103: Sabóia;353;;;
181021119: Santa Clara-a-Velha;329,1;;;
181021106: São Luís;334,8;;;
181021107: São Martinho das Amoreiras;303,2;;;
181021120: São Salvador e Santa Maria;405,5;;;
181021121: São Teotónio;3231,3;;;
181021122: Vale de Santiago;437,1;;;
181021111: Vila Nova de Milfontes;490,5;;;
1811509: Santiago do Cacém;624,1;;;
181150901: Abela;801,7;;;
181150902: Alvalade;903,5;;;
181150903: Cercal;394,4;;;
181150904: Ermidas-Sado;383,7;;;
181150907: Santo André;1778,2;;;
181150910: São Francisco da Serra;1018,2;;;
181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;502,9;;;
181150913: União das freguesias de São Domingos e Vale de Água;444;;;
1811513: Sines;488,2;;;
181151302: Porto Covo;422,8;;;
181151301: Sines;530,7;;;
184: Baixo Alentejo;480,5;;;
1840201: Aljustrel;878,7;;;
184020102: Ervidel;595,8;;;
184020103: Messejana;1393,5;;;
184020104: São João de Negrilhos;658,3;;;
184020106: União das freguesias de Aljustrel e Rio de Moinhos;778;;;
1840202: Almodôvar;289;;;
184020208: Aldeia dos Fernandes;181,9;;;
184020203: Rosário;297,5;;;
184020205: Santa Cruz;240,7;;;
184020206: São Barnabé;368,3;;;
184020209: União das freguesias de Almodôvar e Graça dos Padrões;305,2;;;
184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;288,1;;;
1840203: Alvito;475,2;;;
184020301: Alvito;524;;;
184020302: Vila Nova da Baronia;411,1;;;
1840204: Barrancos;308,3;;;
184020401: Barrancos;308,3;;;
1840205: Beja;588,3;;;
184020502: Baleizão;465,3;;;
184020503: Beringel;252,9;;;
184020504: Cabeça Gorda;858,5;;;
184020506: Nossa Senhora das Neves;585,5;;;
184020510: Santa Clara de Louredo;491,6;;;
184020516: São Matias;327,9;;;
184020519: União das freguesias de Albernoa e Trindade;488,3;;;
184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);1158,8;;;
184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);550,2;;;
184020522: União das freguesias de Salvada e Quintos;522,8;;;
184020523: União das freguesias de Santa Vitória e Mombeja;1121,4;;;
184020524: União das freguesias de Trigaches e São Brissos;562,7;;;
1840206: Castro Verde;309,2;;;
184020603: Entradas;375,2;;;
184020604: Santa Bárbara de Padrões;294,6;;;
184020605: São Marcos da Ataboeira;270,2;;;
184020606: União das freguesias de Castro Verde e Casével;312,7;;;
1840207: Cuba;793,9;;;
184020701: Cuba;833,6;;;
184020702: Faro do Alentejo;1012,2;;;
184020703: Vila Alva;680,4;;;
184020704: Vila Ruiva;524,2;;;
1840208: Ferreira do Alentejo;736,9;;;
184020803: Figueira dos Cavaleiros;635,7;;;
184020804: Odivelas;599,2;;;
184020807: União das freguesias de Alfundão e Peroguarda;968;;;
184020808: União das freguesias de Ferreira do Alentejo e Canhestros;769,1;;;
1840209: Mértola;240,4;;;
184020901: Alcaria Ruiva;345,6;;;
184020902: Corte do Pinto;360,3;;;
184020903: Espírito Santo;178,8;;;
184020904: Mértola;224,1;;;
184020905: Santana de Cambas;261;;;
184020906: São João dos Caldeireiros;162,6;;;
184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;182,4;;;
1840210: Moura;479;;;
184021001: Amareleja;535,1;;;
184021002: Póvoa de São Miguel;595;;;
184021008: Sobral da Adiça;401,2;;;
184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;535,2;;;
184021010: União das freguesias de Safara e Santo Aleixo da Restauração;331,4;;;
1840212: Ourique;383,8;;;
184021203: Ourique;319,4;;;
184021206: Santana da Serra;204,5;;;
184021207: União das freguesias de Garvão e Santa Luzia;522,4;;;
184021208: União das freguesias de Panoias e Conceição;548,2;;;
1840213: Serpa;442,2;;;
184021302: Brinches;466,5;;;
184021303: Pias;579,7;;;
184021308: União das freguesias de Serpa (Salvador e Santa Maria);415,6;;;
184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;405,8;;;
184021307: Vila Verde de Ficalho;408,6;;;
1840214: Vidigueira;629,9;;;
184021401: Pedrógão;486,1;;;
184021402: Selmes;659,6;;;
184021403: Vidigueira;956,1;;;
184021404: Vila de Frades;998,1;;;
185: Lezíria do Tejo;2211,6;;;
1851403: Almeirim;3573,4;;;
185140301: Almeirim;3533;;;
185140302: Benfica do Ribatejo;5811,2;;;
185140303: Fazendas de Almeirim;3126,2;;;
185140304: Raposa;1259,6;;;
1851404: Alpiarça;3596;;;
185140401: Alpiarça;3596;;;
1851103: Azambuja;2753,2;;;
185110301: Alcoentre;1880;;;
185110302: Aveiras de Baixo;1514,3;;;
185110303: Aveiras de Cima;1629,9;;;
185110304: Azambuja;5454,2;;;
185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;838,6;;;
185110306: Vale do Paraíso;1924,6;;;
185110307: Vila Nova da Rainha;1202,8;;;
1851405: Benavente;2726,8;;;
185140504: Barrosa;1554,1;;;
185140501: Benavente;3560,3;;;
185140502: Samora Correia;2470,6;;;
185140503: Santo Estêvão;1429,5;;;
1851406: Cartaxo;6975,7;;;
185140604: Pontével;2461,2;;;
185140610: União das freguesias de Ereira e Lapa;2057,6;;;
185140609: União das freguesias do Cartaxo e Vale da Pinta;8685,9;;;
185140605: Valada;5984,1;;;
185140608: Vale da Pedra;860,7;;;
185140607: Vila Chã de Ourique;14651;;;
1851407: Chamusca;794,4;;;
185140707: Carregueira;543,1;;;
185140704: Ulme;708,7;;;
185140708: União das freguesias da Chamusca e Pinheiro Grande;2468,5;;;
185140709: União das freguesias de Parreira e Chouto;411,9;;;
185140705: Vale de Cavalos;1438,5;;;
1851409: Coruche;1084,7;;;
185140907: Biscainho;856,5;;;
185140905: Branca;908,7;;;
185140902: Couço;908,2;;;
185140908: Santana do Mato;609,6;;;
185140903: São José da Lamarosa;1158,1;;;
185140909: União das freguesias de Coruche, Fajarda e Erra;1565,7;;;
1851412: Golegã;2207,7;;;
185141201: Azinhaga;1681,3;;;
185141202: Golegã;2492,5;;;
185141203: Pombalinho;3203,4;;;
1851414: Rio Maior;4119;;;
185141401: Alcobertas;2602,2;;;
185141402: Arrouquelas;3205,7;;;
185141410: Asseiceira;1480,2;;;
185141405: Fráguas;8373,5;;;
185141408: Rio Maior;7476,1;;;
185141411: São Sebastião;4103,8;;;
185141415: União das freguesias de Azambujeira e Malaqueijo;4492,9;;;
185141416: União das freguesias de Marmeleira e Assentiz;6486,6;;;
185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;2405,6;;;
185141418: União das freguesias de São João da Ribeira e Ribeira de São João;4561,9;;;
1851415: Salvaterra de Magos;3386,1;;;
185141502: Marinhais;5875;;;
185141503: Muge;3789,8;;;
185141507: União das freguesias de Glória do Ribatejo e Granho;1770,3;;;
185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;3050,4;;;
1851416: Santarém;2537,4;;;
185141601: Abitureiras;1264,9;;;
185141602: Abrã;717,9;;;
185141604: Alcanede;4077,9;;;
185141605: Alcanhões;4859,4;;;
185141606: Almoster;10049,8;;;
185141607: Amiais de Baixo;617,1;;;
185141608: Arneiro das Milhariças;753,5;;;
185141628: Gançaria;3264,6;;;
185141613: Moçarria;1035,1;;;
185141614: Pernes;4429,6;;;
185141616: Póvoa da Isenta;4063,5;;;
185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;1133,8;;;
185141630: União das freguesias de Azoia de Cima e Tremês;819,8;;;
185141631: União das freguesias de Casével e Vaqueiros;843,8;;;
185141632: União das freguesias de Romeira e Várzea;2290,3;;;
185141633: União de freguesias da cidade de Santarém;3026,9;;;
185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;2770,8;;;
185141625: Vale de Santarém;2352,9;;;
186: Alto Alentejo;459,1;;;
1861201: Alter do Chão;372,8;;;
186120101: Alter do Chão;315,9;;;
186120102: Chancelaria;338,7;;;
186120104: Cunheira;221,9;;;
186120103: Seda;518,3;;;
1861202: Arronches;435,4;;;
186120201: Assunção;383,1;;;
186120202: Esperança;746;;;
186120203: Mosteiros;392,7;;;
1861203: Avis;413,4;;;
186120302: Aldeia Velha;319,3;;;
186120303: Avis;448,3;;;
186120305: Ervedal;617,4;;;
186120306: Figueira e Barros;523,8;;;
186120309: União das freguesias de Alcórrego e Maranhão;360,4;;;
186120310: União das freguesias de Benavila e Valongo;353,6;;;
1861204: Campo Maior;804,5;;;
186120401: Nossa Senhora da Expectação;1222,8;;;
186120402: Nossa Senhora da Graça dos Degolados;403;;;
186120403: São João Baptista;556,9;;;
1861205: Castelo de Vide;327,5;;;
186120501: Nossa Senhora da Graça de Póvoa e Meadas;306,9;;;
186120502: Santa Maria da Devesa;345,1;;;
186120503: Santiago Maior;346,9;;;
186120504: São João Baptista;317;;;
1861206: Crato;375,3;;;
186120601: Aldeia da Mata;290,4;;;
186120604: Gáfete;413,3;;;
