
Statistical table extracted on October 11, 2022 (21:57:23)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;
;16B101202: Amoreira;219;77;63;79;
;16B101208: Gaeiras;204;73;67;64;
;16B101203: Olho Marinho;470;142;127;201;
;16B101210: Santa Maria, São Pedro e Sobral da Lagoa;1007;299;256;452;
;16B101209: Usseira;319;96;86;137;
;16B101207: Vau;328;108;93;127;
;16B1014: Peniche;2458;790;714;954;
;16B101402: Atouguia da Baleia;1628;515;461;652;
;16B101406: Ferrel;593;192;178;223;
;16B101407: Peniche;14;6;5;3;
;16B101405: Serra d'El-Rei;223;77;70;76;
;16B1112: Sobral de Monte Agraço;1977;678;564;735;
;16B111201: Santo Quintino;905;297;258;350;
;16B111202: Sapataria;849;304;241;304;
;16B111203: Sobral de Monte Agraço;223;77;65;81;
;16B1113: Torres Vedras;12459;3995;3478;4986;
;16B111306: Freiria;773;239;208;326;
;16B111310: Ponte do Rol;302;96;79;127;
;16B111311: Ramalhal;632;205;188;239;
;16B111314: São Pedro da Cadeira;1148;338;292;518;
;16B111316: Silveira;838;247;222;369;
;16B111317: Turcifal;910;286;251;373;
;16B111321: União das freguesias de A dos Cunhados e Maceira;1242;357;322;563;
;16B111322: União das freguesias de Campelos e Outeiro da Cabeça;704;249;228;227;
;16B111323: União das freguesias de Carvoeira e Carmões;802;282;233;287;
;16B111324: União das freguesias de Dois Portos e Runa;1172;395;312;465;
;16B111325: União das freguesias de Maxial e Monte Redondo;1311;429;375;507;
;16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;1185;419;367;399;
;16B111318: Ventosa;1440;453;401;586;
;16D: Região de Aveiro;46572;13928;12143;20501;
;16D0101: Águeda;7364;2273;2001;3090;
;16D010103: Aguada de Cima;825;279;234;312;
;16D010109: Fermentelos;461;150;133;178;
;16D010112: Macinhata do Vouga;446;135;120;191;
;16D010121: União das freguesias de Águeda e Borralha;760;229;214;317;
;16D010122: União das freguesias de Barrô e Aguada de Baixo;581;159;136;286;
;16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;916;292;243;381;
;16D010124: União das freguesias de Recardães e Espinhel;766;266;246;254;
;16D010125: União das freguesias de Travassô e Óis da Ribeira;852;252;217;383;
;16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;671;196;175;300;
;16D010127: União das freguesias do Préstimo e Macieira de Alcoba;447;127;112;208;
;16D010119: Valongo do Vouga;639;188;171;280;
;16D0102: Albergaria-a-Velha;3374;982;873;1519;
;16D010209: Albergaria-a-Velha e Valmaior;354;122;112;120;
;16D010202: Alquerubim;624;191;170;263;
;16D010203: Angeja;547;167;146;234;
;16D010204: Branca;531;139;124;268;
;16D010206: Ribeira de Fráguas;174;50;47;77;
;16D010210: São João de Loure e Frossos;1144;313;274;557;
;16D0103: Anadia;8385;2735;2363;3287;
;16D010304: Avelãs de Caminho;110;39;37;34;
;16D010305: Avelãs de Cima;881;274;234;373;
;16D010307: Moita;532;154;140;238;
;16D010309: Sangalhos;664;218;192;254;
;16D010310: São Lourenço do Bairro;1220;383;324;513;
;16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;1655;534;459;662;
;16D010317: União das freguesias de Arcos e Mogofores;317;97;92;128;
;16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;1054;369;314;371;
;16D010312: Vila Nova de Monsarros;256;113;100;43;
;16D010313: Vilarinho do Bairro;1696;554;471;671;
;16D0105: Aveiro;3934;1159;1026;1749;
;16D010501: Aradas;410;123;106;181;
;16D010502: Cacia;652;191;167;294;
;16D010515: Eixo e Eirol;747;214;189;344;
;16D010505: Esgueira;330;100;96;134;
;16D010508: Oliveirinha;544;162;140;242;
;16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;963;285;248;430;
;16D010513: Santa Joana;157;45;43;69;
;16D010510: São Bernardo;83;26;24;33;
;16D010511: São Jacinto;7;2;2;3;
;16D010517: União das freguesias de Glória e Vera Cruz;41;11;11;19;
;16D0108: Estarreja;3977;1122;965;1890;
;16D010801: Avanca;758;188;167;403;
;16D010805: Pardilhó;357;111;95;151;
;16D010806: Salreu;712;210;179;323;
;16D010808: União das freguesias de Beduído e Veiros;1217;364;310;543;
;16D010809: União das freguesias de Canelas e Fermelã;933;249;214;470;
;16D0110: Ílhavo;924;277;242;405;
;16D011005: Gafanha da Encarnação;179;54;44;81;
;16D011006: Gafanha da Nazaré;17;6;5;6;
;16D011007: Gafanha do Carmo;160;42;37;81;
;16D011008: Ílhavo (São Salvador);568;175;156;237;
;16D0112: Murtosa;1479;376;328;775;
;16D011201: Bunheiro;892;223;191;478;
;16D011202: Monte;76;19;18;39;
;16D011203: Murtosa;242;60;53;129;
;16D011204: Torreira;269;74;66;129;
;16D0114: Oliveira do Bairro;5224;1611;1403;2210;
;16D011403: Oiã;1998;597;515;886;
;16D011404: Oliveira do Bairro;840;266;232;342;
;16D011405: Palhaça;589;189;166;234;
;16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;1797;559;490;748;
;16D0115: Ovar;2547;622;540;1385;
;16D011502: Cortegaça;16;3;3;10;
;16D011503: Esmoriz;54;12;11;31;
;16D011504: Maceda;221;60;48;113;
;16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;1457;356;315;786;
;16D011507: Válega;799;191;163;445;
;16D0117: Sever do Vouga;2487;710;652;1125;
;16D011702: Couto de Esteves;548;163;148;237;
;16D011704: Pessegueiro do Vouga;38;11;10;17;
;16D011705: Rocas do Vouga;685;188;174;323;
;16D011706: Sever do Vouga;124;36;33;55;
;16D011708: Talhadas;353;92;84;177;
;16D011710: União das freguesias de Cedrim e Paradela;290;82;78;130;
;16D011711: União das freguesias de Silva Escura e Dornelas;449;138;125;186;
;16D0118: Vagos;6877;2061;1750;3066;
;16D011801: Calvão;709;215;184;310;
;16D011804: Gafanha da Boa Hora;537;163;140;234;
;16D011805: Ouca;732;226;194;312;
;16D011810: Santo André de Vagos;687;200;176;311;
;16D011807: Sosa;781;244;212;325;
;16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;1419;419;329;671;
;16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;1013;293;256;464;
;16D011814: União das freguesias de Vagos e Santo António;999;301;259;439;
;16E: Região de Coimbra;79591;25891;22757;30943;
;16E0601: Arganil;2585;903;782;900;
;16E060102: Arganil;277;100;91;86;
;16E060104: Benfeita;115;45;40;30;
;16E060105: Celavisa;67;22;21;24;
;16E060109: Folques;107;41;35;31;
;16E060111: Piódão;104;38;28;38;
;16E060112: Pomares;118;56;43;19;
;16E060113: Pombeiro da Beira;377;129;109;139;
;16E060114: São Martinho da Cortiça;495;144;127;224;
;16E060115: Sarzedo;122;47;40;35;
;16E060116: Secarias;55;20;19;16;
;16E060119: União das freguesias de Cepos e Teixeira;135;47;41;47;
;16E060120: União das freguesias de Cerdeira e Moura da Serra;97;32;25;40;
;16E060121: União das freguesias de Côja e Barril de Alva;242;86;78;78;
;16E060122: União das freguesias de Vila Cova de Alva e Anseriz;274;96;85;93;
;16E0602: Cantanhede;14411;4447;3914;6050;
;16E060201: Ançã;777;275;254;248;
;16E060203: Cadima;1509;470;418;621;
;16E060205: Cordinhã;888;259;240;389;
;16E060207: Febres;696;196;169;331;
;16E060208: Murtede;910;302;271;337;
;16E060209: Ourentã;836;272;242;322;
;16E060218: Sanguinheira;1250;344;290;616;
;16E060215: São Caetano;288;84;74;130;
;16E060214: Tocha;1623;497;437;689;
;16E060220: União das freguesias de Cantanhede e Pocariça;1673;517;445;711;
;16E060221: União das freguesias de Covões e Camarneira;1469;474;402;593;
;16E060222: União das freguesias de Portunhos e Outil;1023;309;282;432;
;16E060223: União das freguesias de Sepins e Bolho;1093;337;296;460;
;16E060224: União das freguesias de Vilamar e Corticeiro de Cima;376;111;94;171;
;16E0603: Coimbra;8789;2724;2493;3572;
;16E060301: Almalaguês;1302;398;359;545;
;16E060309: Brasfemes;119;34;33;52;
;16E060311: Ceira;217;79;71;67;
;16E060312: Cernache;393;126;112;155;
;16E060318: Santo António dos Olivais;107;36;32;39;
;16E060320: São João do Campo;572;176;156;240;
;16E060324: São Silvestre;595;208;188;199;
;16E060329: Torres do Mondego;102;33;31;38;
;16E060332: União das freguesias de Antuzede e Vil de Matos;633;197;179;257;
;16E060333: União das freguesias de Assafarge e Antanhol;309;84;81;144;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);64;22;21;21;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;426;126;118;182;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;189;53;49;87;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;966;290;269;407;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;460;139;123;198;
;16E060339: União das freguesias de Souselas e Botão;1136;343;320;473;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;643;224;206;213;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;556;156;145;255;
;16E0604: Condeixa-a-Nova;3582;1164;1036;1382;
;16E060401: Anobra;300;102;93;105;
;16E060406: Ega;955;318;290;347;
;16E060407: Furadouro;186;57;43;86;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;775;252;225;298;
;16E060412: União das freguesias de Sebal e Belide;270;116;107;47;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;767;203;182;382;
;16E060410: Zambujal;329;116;96;117;
;16E0605: Figueira da Foz;6986;2154;1917;2915;
;16E060519: Alhadas;749;229;204;316;
;16E060502: Alqueidão;596;206;182;208;
;16E060515: Bom Sucesso;1129;315;270;544;
;16E060520: Buarcos;87;24;22;41;
;16E060521: Ferreira-a-Nova;1094;336;291;467;
;16E060522: Lavos;220;68;66;86;
;16E060507: Maiorca;612;197;172;243;
;16E060508: Marinha das Ondas;451;125;121;205;
;16E060518: Moinhos da Gândara;570;177;158;235;
;16E060523: Paião;868;275;256;337;
;16E060524: Quiaios;230;74;60;96;
;16E060514: São Pedro;2;1;1;- -;
;16E060512: Tavarede;129;43;38;48;
;16E060513: Vila Verde;249;84;76;89;
;16E0606: Góis;789;279;243;267;
;16E060601: Alvares;117;42;41;34;
;16E060604: Góis;406;137;119;150;
;16E060606: União das freguesias de Cadafaz e Colmeal;95;43;30;22;
;16E060605: Vila Nova do Ceira;171;57;53;61;
;16E0607: Lousã;866;297;257;312;
;16E060706: Gândaras;- -;- -;- -;- -;
;16E060704: Serpins;124;43;35;46;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;144;45;38;61;
;16E060708: União das freguesias de Lousã e Vilarinho;598;209;184;205;
;16E0111: Mealhada;4599;1436;1270;1893;
;16E011102: Barcouço;829;257;229;343;
;16E011103: Casal Comba;1427;433;379;615;
;16E011104: Luso;384;114;106;164;
;16E011106: Pampilhosa;437;133;114;190;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;878;316;280;282;
;16E011107: Vacariça;644;183;162;299;
;16E0608: Mira;3002;920;759;1323;
;16E060803: Carapelhos;456;130;108;218;
;16E060801: Mira;1837;575;471;791;
;16E060804: Praia de Mira;294;91;73;130;
;16E060802: Seixo;415;124;107;184;
;16E0609: Miranda do Corvo;2490;818;735;937;
;16E060901: Lamas;490;154;135;201;
;16E060902: Miranda do Corvo;956;329;298;329;
;16E060906: União das freguesias de Semide e Rio Vide;703;227;210;266;
;16E060905: Vila Nova;341;108;92;141;
;16E0610: Montemor-o-Velho;8265;2869;2510;2886;
;16E061002: Arazede;2959;1023;903;1033;
;16E061003: Carapinheira;711;224;199;288;
;16E061014: Ereira;156;61;54;41;
;16E061005: Liceia;729;261;233;235;
;16E061006: Meãs do Campo;375;127;114;134;
;16E061008: Pereira;279;148;102;29;
;16E061009: Santo Varão;149;67;49;33;
;16E061010: Seixo de Gatões;746;227;203;316;
;16E061011: Tentúgal;1026;355;324;347;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;325;112;99;114;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;810;264;230;316;
;16E1808: Mortágua;2854;854;757;1243;
;16E180802: Cercosa;161;48;45;68;
;16E180804: Espinho;634;198;179;257;
;16E180805: Marmeleira;199;60;51;88;
;16E180807: Pala;422;123;106;193;
;16E180808: Sobral;649;186;172;291;
;16E180809: Trezói;187;58;46;83;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;602;181;158;263;
;16E0611: Oliveira do Hospital;4495;1570;1320;1605;
;16E061101: Aldeia das Dez;91;40;30;21;
;16E061102: Alvoco das Várzeas;89;35;27;27;
;16E061103: Avô;120;40;36;44;
;16E061104: Bobadela;161;53;48;60;
;16E061106: Lagares;384;129;109;146;
;16E061109: Lourosa;204;73;59;72;
;16E061110: Meruge;230;85;66;79;
;16E061111: Nogueira do Cravo;501;163;143;195;
;16E061115: São Gião;149;60;49;40;
;16E061118: Seixo da Beira;670;232;200;238;
;16E061119: Travanca de Lagos;409;138;106;165;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;471;168;147;156;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;441;149;126;166;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;304;111;96;97;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;104;34;29;41;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;167;60;49;58;
;16E0612: Pampilhosa da Serra;900;349;309;242;
;16E061201: Cabril;54;25;21;8;
;16E061202: Dornelas do Zêzere;101;33;30;38;
;16E061211: Fajão-Vidual;85;34;31;20;
;16E061204: Janeiro de Baixo;177;69;61;47;
;16E061206: Pampilhosa da Serra;143;62;54;27;
;16E061207: Pessegueiro;60;20;19;21;
;16E061212: Portela do Fojo-Machio;95;36;32;27;
;16E061209: Unhais-o-Velho;185;70;61;54;
;16E0613: Penacova;2608;827;749;1032;
;16E061301: Carvalho;396;123;107;166;
;16E061302: Figueira de Lorvão;443;158;145;140;
;16E061304: Lorvão;222;79;77;66;
;16E061307: Penacova;322;93;86;143;
;16E061310: Sazes do Lorvão;216;80;75;61;
;16E061312: União das freguesias de Friúmes e Paradela;192;61;49;82;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;275;78;68;129;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;542;155;142;245;
;16E0614: Penela;2228;757;614;857;
;16E061401: Cumeeira;493;169;134;190;
;16E061402: Espinhal;94;37;30;27;
;16E061403: Podentes;354;116;97;141;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;1287;435;353;499;
;16E0615: Soure;6422;2281;2015;2126;
;16E061501: Alfarelos;152;58;48;46;
;16E061504: Figueiró do Campo;388;129;122;137;
;16E061506: Granja do Ulmeiro;103;39;36;28;
;16E061508: Samuel;653;237;210;206;
;16E061509: Soure;2604;936;825;843;
;16E061510: Tapéus;236;83;69;84;
;16E061513: União das freguesias de Degracias e Pombalinho;949;334;279;336;
;16E061514: União das freguesias de Gesteira e Brunhós;574;201;176;197;
;16E061511: Vila Nova de Anços;279;105;103;71;
;16E061512: Vinha da Rainha;484;159;147;178;
;16E0616: Tábua;2864;947;820;1097;
;16E061602: Candosa;169;55;48;66;
;16E061603: Carapinha;164;47;43;74;
;16E061608: Midões;212;72;62;78;
;16E061609: Mouronho;236;70;61;105;
;16E061611: Póvoa de Midões;123;47;41;35;
;16E061612: São João da Boa Vista;154;53;48;53;
;16E061614: Tábua;456;155;134;167;
;16E061616: União das freguesias de Ázere e Covelo;274;94;82;98;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;488;160;135;193;
;16E061618: União das freguesias de Espariz e Sinde;386;130;106;150;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;202;64;60;78;
;16E0617: Vila Nova de Poiares;856;295;257;304;
;16E061701: Arrifana;289;105;87;97;
;16E061702: Lavegadas;76;24;22;30;
;16E061703: Poiares (Santo André);337;115;104;118;
;16E061704: São Miguel de Poiares;154;51;44;59;
;16F: Região de Leiria;46340;15968;13934;16438;
;16F1002: Alvaiázere;2893;1097;883;913;
;16F100201: Almoster;468;175;133;160;
;16F100208: Alvaiázere;596;237;187;172;
;16F100204: Maçãs de Dona Maria;595;218;188;189;
;16F100205: Pelmá;432;154;125;153;
;16F100209: Pussos São Pedro;802;313;250;239;
;16F1003: Ansião;4930;1687;1408;1835;
;16F100301: Alvorge;879;308;265;306;
;16F100309: Ansião;1164;375;314;475;
;16F100303: Avelar;142;55;41;46;
;16F100304: Chão de Couce;686;239;201;246;
;16F100306: Pousaflores;641;243;189;209;
;16F100307: Santiago da Guarda;1418;467;398;553;
;16F1004: Batalha;2782;1048;926;808;
;16F100401: Batalha;1063;389;346;328;
;16F100404: Golpilheira;322;111;101;110;
;16F100402: Reguengo do Fetal;597;225;194;178;
;16F100403: São Mamede;800;323;285;192;
;16F1007: Castanheira de Pêra;194;68;63;63;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;194;68;63;63;
;16F1008: Figueiró dos Vinhos;1345;496;413;436;
;16F100801: Aguda;228;85;72;71;
;16F100802: Arega;383;143;119;121;
;16F100803: Campelo;46;19;16;11;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;688;249;206;233;
;16F1009: Leiria;13890;4648;4124;5118;
;16F100901: Amor;706;215;191;300;
;16F100902: Arrabal;666;277;233;156;
;16F100925: Bajouca;403;110;98;195;
;16F100926: Bidoeira de Cima;412;159;148;105;
;16F100907: Caranguejeira;951;342;305;304;
;16F100909: Coimbrão;238;74;62;102;
;16F100913: Maceira;882;305;277;300;
;16F100915: Milagres;730;242;201;287;
;16F100921: Regueira de Pontes;326;106;102;118;
;16F100932: União das freguesias de Colmeias e Memória;798;294;249;255;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;1654;543;490;621;
;16F100934: União das freguesias de Marrazes e Barosa;379;119;104;156;
;16F100935: União das freguesias de Monte Real e Carvide;724;237;210;277;
;16F100936: União das freguesias de Monte Redondo e Carreira;915;294;261;360;
;16F100937: União das freguesias de Parceiros e Azoia;571;180;159;232;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;1626;517;457;652;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;702;246;225;231;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;1207;388;352;467;
;16F1010: Marinha Grande;618;221;197;200;
;16F101001: Marinha Grande;288;105;97;86;
;16F101003: Moita;55;18;16;21;
;16F101002: Vieira de Leiria;275;98;84;93;
;16F1013: Pedrógão Grande;1115;440;359;316;
;16F101301: Graça;374;146;122;106;
;16F101302: Pedrógão Grande;566;223;181;162;
;16F101303: Vila Facaia;175;71;56;48;
;16F1015: Pombal;14010;4750;4202;5058;
;16F101501: Abiul;1264;458;387;419;
;16F101503: Almagreira;1112;383;353;376;
;16F101504: Carnide;480;168;155;157;
;16F101505: Carriço;801;227;212;362;
;16F101506: Louriçal;2027;608;540;879;
;16F101515: Meirinhas;263;83;76;104;
;16F101508: Pelariga;637;237;207;193;
;16F101509: Pombal;2143;751;673;719;
;16F101510: Redinha;850;300;262;288;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;1829;596;536;697;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;981;363;309;309;
;16F101513: Vermoil;873;305;265;303;
;16F101514: Vila Cã;750;271;227;252;
;16F1016: Porto de Mós;4563;1513;1359;1691;
;16F101602: Alqueidão da Serra;294;107;93;94;
;16F101605: Calvaria de Cima;194;63;58;73;
;16F101606: Juncal;919;284;264;371;
;16F101608: Mira de Aire;104;38;35;31;
;16F101609: Pedreiras;300;98;87;115;
;16F101614: Porto de Mós - São João Baptista e São Pedro;695;221;203;271;
;16F101610: São Bento;647;215;198;234;
;16F101613: Serro Ventoso;442;144;129;169;
;16F101615: União das freguesias de Alvados e Alcaria;213;80;66;67;
;16F101616: União das freguesias de Arrimal e Mendiga;755;263;226;266;
;16G: Viseu Dão Lafões;73881;23497;20158;30226;
;16G0901: Aguiar da Beira;3170;1065;910;1195;
;16G090102: Carapito;297;90;82;125;
;16G090103: Cortiçada;219;77;60;82;
;16G090105: Dornelas;350;121;109;120;
;16G090106: Eirado;211;72;59;80;
;16G090107: Forninhos;171;72;57;42;
;16G090109: Pena Verde;706;227;194;285;
;16G090110: Pinheiro;174;67;60;47;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;452;145;127;180;
;16G090115: União das freguesias de Sequeiros e Gradiz;273;87;71;115;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;317;107;91;119;
;16G1802: Carregal do Sal;2905;1007;891;1007;
;16G180201: Beijós;558;179;166;213;
;16G180202: Cabanas de Viriato;451;180;156;115;
;16G180204: Oliveira do Conde;838;281;246;311;
;16G180206: Parada;196;67;60;69;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;862;300;263;299;
;16G1803: Castro Daire;6748;2123;1782;2843;
;16G180301: Almofala;198;70;51;77;
;16G180303: Cabril;345;116;83;146;
;16G180304: Castro Daire;1145;340;287;518;
;16G180305: Cujó;175;49;40;86;
;16G180309: Gosende;184;75;57;52;
;16G180312: Mões;832;258;214;360;
;16G180313: Moledo;752;246;220;286;
;16G180314: Monteiras;161;65;56;40;
;16G180317: Pepim;208;69;63;76;
;16G180319: Pinheiro;336;98;89;149;
;16G180322: São Joaninho;161;49;47;65;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;701;211;178;312;
;16G180324: União das freguesias de Mezio e Moura Morta;256;78;65;113;
;16G180325: União das freguesias de Parada de Ester e Ester;593;195;153;245;
;16G180326: União das freguesias de Picão e Ermida;238;75;64;99;
;16G180327: União das freguesias de Reriz e Gafanhão;463;129;115;219;
;16G1806: Mangualde;5195;1708;1464;2023;
;16G180601: Abrunhosa-a-Velha;223;63;54;106;
;16G180602: Alcafache;392;123;110;159;
;16G180605: Cunha Baixa;400;140;123;137;
;16G180606: Espinho;514;165;139;210;
;16G180607: Fornos de Maceira Dão;463;150;137;176;
;16G180608: Freixiosa;54;22;21;11;
;16G180614: Quintela de Azurara;121;38;31;52;
;16G180616: São João da Fresta;123;46;40;37;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;1252;399;339;514;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;430;134;111;185;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;609;205;181;223;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);614;223;178;213;
;16G1809: Nelas;3346;1343;1122;881;
;16G180901: Canas de Senhorim;585;198;169;218;
;16G180908: Lapa do Lobo;190;90;76;24;
;16G180903: Nelas;528;190;159;179;
;16G180905: Senhorim;584;242;197;145;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;561;240;205;116;
;16G180911: União das freguesias de Santar e Moreira;623;234;209;180;
;16G180906: Vilar Seco;275;149;107;19;
;16G1810: Oliveira de Frades;4274;1126;964;2184;
;16G181002: Arcozelo das Maias;668;188;155;325;
;16G181005: Pinheiro;463;134;117;212;
;16G181007: Ribeiradio;639;155;137;347;
;16G181008: São João da Serra;429;115;99;215;
;16G181009: São Vicente de Lafões;326;88;78;160;
;16G181013: União das freguesias de Arca e Varzielas;480;125;101;254;
;16G181014: União das freguesias de Destriz e Reigoso;530;136;119;275;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;739;185;158;396;
;16G1811: Penalva do Castelo;3844;1325;1122;1397;
;16G181102: Castelo de Penalva;557;219;183;155;
;16G181103: Esmolfe;209;67;58;84;
;16G181104: Germil;193;69;57;67;
;16G181105: Ínsua;369;125;99;145;
;16G181106: Lusinde;185;54;48;83;
;16G181109: Pindo;974;305;261;408;
;16G181110: Real;156;57;48;51;
;16G181111: Sezures;447;151;130;166;
;16G181112: Trancozelos;195;63;56;76;
;16G181114: União das freguesias de Antas e Matela;309;120;100;89;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;250;95;82;73;
;16G1814: Santa Comba Dão;2531;775;697;1059;
;16G181403: Pinheiro de Ázere;216;67;57;92;
;16G181405: São Joaninho;482;145;126;211;
;16G181406: São João de Areias;477;133;126;218;
;16G181410: União das freguesias de Ovoa e Vimieiro;400;117;108;175;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;432;144;127;161;
;16G181412: União das freguesias de Treixedo e Nagozela;524;169;153;202;
;16G1816: São Pedro do Sul;5811;1694;1448;2669;
;16G181602: Bordonhos;126;29;27;70;
;16G181606: Figueiredo de Alva;519;129;120;270;
;16G181607: Manhouce;707;182;147;378;
;16G181608: Pindelo dos Milagres;311;97;87;127;
;16G181609: Pinho;343;101;88;154;
;16G181612: São Félix;126;39;34;53;
;16G181615: Serrazes;340;98;81;161;
;16G181616: Sul;369;116;102;151;
;16G181620: União das freguesias de Carvalhais e Candal;688;199;172;317;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;529;149;133;247;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;351;121;94;136;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;590;185;151;254;
;16G181617: Valadares;441;134;111;196;
;16G181619: Vila Maior;371;115;101;155;
;16G1817: Sátão;5102;1603;1377;2122;
;16G181702: Avelal;153;47;42;64;
;16G181704: Ferreira de Aves;1413;444;375;594;
;16G181706: Mioma;474;139;123;212;
;16G181707: Rio de Moinhos;458;153;129;176;
;16G181709: São Miguel de Vila Boa;521;155;133;233;
;16G181710: Sátão;915;268;225;422;
;16G181711: Silvã de Cima;311;105;92;114;
;16G181713: União das freguesias de Águas Boas e Forles;150;53;49;48;
;16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;707;239;209;259;
;16G1821: Tondela;10593;3397;2924;4272;
;16G182102: Campo de Besteiros;336;114;100;122;
;16G182103: Canas de Santa Maria;761;247;220;294;
;16G182105: Castelões;593;193;160;240;
;16G182106: Dardavaz;515;152;133;230;
;16G182107: Ferreirós do Dão;111;35;32;44;
;16G182108: Guardão;305;86;74;145;
;16G182109: Lajeosa do Dão;862;272;237;353;
;16G182110: Lobão da Beira;421;145;118;158;
;16G182111: Molelos;651;206;175;270;
;16G182116: Parada de Gonta;278;77;73;128;
;16G182118: Santiago de Besteiros;623;198;177;248;
;16G182122: Tonda;465;165;130;170;
;16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;789;258;233;298;
;16G182128: União das freguesias de Caparrosa e Silvares;643;213;178;252;
;16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;602;202;176;224;
;16G182130: União das freguesias de São João do Monte e Mosteirinho;773;239;193;341;
;16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;521;166;138;217;
;16G182132: União das freguesias de Tondela e Nandufe;602;190;167;245;
;16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;742;239;210;293;
;16G1822: Vila Nova de Paiva;2343;754;615;974;
;16G182203: Pendilhe;274;81;64;129;
;16G182204: Queiriga;256;90;75;91;
;16G182205: Touro;723;215;184;324;
;16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;597;201;159;237;
;16G182206: Vila Cova à Coelheira;493;167;133;193;
;16G1823: Viseu;13666;4298;3771;5597;
;16G182301: Abraveses;216;73;61;82;
;16G182304: Bodiosa;555;164;145;246;
;16G182305: Calde;616;194;179;243;
;16G182306: Campo;340;117;110;113;
;16G182307: Cavernães;359;96;87;176;
;16G182310: Cota;554;185;167;202;
