
Statistical table extracted on October 11, 2022 (21:57:23)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;
;119031120: Vieira do Minho;204;55;43;106;
;1190312: Vila Nova de Famalicão;6418;1677;1407;3334;
;119031204: Bairro;88;30;25;33;
;119031206: Brufe;79;24;19;36;
;119031210: Castelões;108;33;28;47;
;119031212: Cruz;141;33;29;79;
;119031213: Delães;53;20;13;20;
;119031215: Fradelos;517;116;106;295;
;119031216: Gavião;140;36;30;74;
;119031219: Joane;107;31;26;50;
;119031221: Landim;166;46;41;79;
;119031223: Louro;212;50;42;120;
;119031224: Lousado;107;28;28;51;
;119031225: Mogege;78;22;18;38;
;119031227: Nine;280;74;63;143;
;119031239: Oliveira (Santa Maria);132;40;34;58;
;119031242: Oliveira (São Mateus);42;11;9;22;
;119031230: Pedome;67;16;12;39;
;119031232: Pousada de Saramagos;37;11;10;16;
;119031233: Requião;185;56;47;82;
;119031234: Riba de Ave;28;8;7;13;
;119031235: Ribeirão;292;57;54;181;
;119031250: União das freguesias de Antas e Abade de Vermoim;156;46;36;74;
;119031251: União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures;542;128;107;307;
;119031252: União das freguesias de Avidos e Lagoa;162;44;36;82;
;119031253: União das freguesias de Carreira e Bente;136;41;34;61;
;119031254: União das freguesias de Esmeriz e Cabeçudos;165;49;45;71;
;119031255: União das freguesias de Gondifelos, Cavalões e Outiz;500;130;100;270;
;119031256: União das freguesias de Lemenhe, Mouquim e Jesufrei;301;87;65;149;
;119031257: União das freguesias de Ruivães e Novais;108;39;28;41;
;119031258: União das freguesias de Seide;165;44;35;86;
;119031259: União das freguesias de Vale (São Cosme), Telhado e Portela;552;132;116;304;
;119031260: União das freguesias de Vila Nova de Famalicão e Calendário;207;62;53;92;
;119031241: Vale (São Martinho);168;41;34;93;
;119031247: Vermoim;139;36;33;70;
;119031249: Vilarinho das Cambas;258;56;44;158;
;1190314: Vizela;805;202;187;416;
;119031404: Infias;99;23;22;54;
;119031401: Santa Eulália;171;48;45;78;
;119031408: União das freguesias de Caldas de Vizela (São Miguel e São João);101;24;22;55;
;119031409: União das freguesias de Tagilde e Vizela (São Paio);311;75;70;166;
;119031406: Vizela (Santo Adrião);123;32;28;63;
;11A: Área Metropolitana do Porto;44847;11828;9958;23061;
;11A0104: Arouca;6203;1678;1405;3120;
;11A010402: Alvarenga;395;111;86;198;
;11A010407: Chave;366;94;85;187;
;11A010409: Escariz;319;115;99;105;
;11A010411: Fermedo;432;90;79;263;
;11A010413: Mansores;325;118;98;109;
;11A010414: Moldes;600;136;115;349;
;11A010415: Rossas;480;124;105;251;
;11A010416: Santa Eulália;649;161;144;344;
;11A010417: São Miguel do Mato;245;61;45;139;
;11A010418: Tropeço;347;128;101;118;
;11A010421: União das freguesias de Arouca e Burgo;742;194;166;382;
;11A010422: União das freguesias de Cabreiros e Albergaria da Serra;223;68;49;106;
;11A010423: União das freguesias de Canelas e Espiunca;396;98;84;214;
;11A010424: União das freguesias de Covelo de Paivó e Janarde;211;52;45;114;
;11A010419: Urrô;411;106;87;218;
;11A010420: Várzea;62;22;17;23;
;11A0107: Espinho;106;34;28;44;
;11A010702: Espinho;- -;- -;- -;- -;
;11A010704: Paramos;13;3;3;7;
;11A010705: Silvalde;26;9;8;9;
;11A010706: União das freguesias de Anta e Guetim;67;22;17;28;
;11A1304: Gondomar;2751;774;628;1349;
;11A130412: Baguim do Monte (Rio Tinto);124;36;28;60;
;11A130405: Lomba;138;36;30;72;
;11A130408: Rio Tinto;220;69;61;90;
;11A130413: União das freguesias de Fânzeres e São Pedro da Cova;412;116;98;198;
;11A130414: União das freguesias de Foz do Sousa e Covelo;635;162;128;345;
;11A130415: União das freguesias de Gondomar (São Cosme), Valbom e Jovim;571;194;151;226;
;11A130416: União das freguesias de Melres e Medas;651;161;132;358;
;11A1306: Maia;1501;397;345;759;
;11A130601: Águas Santas;171;44;35;92;
;11A130618: Castêlo da Maia;375;103;90;182;
;11A130619: Cidade da Maia;163;48;42;73;
;11A130603: Folgosa;221;52;43;126;
;11A130608: Milheirós;44;14;12;18;
;11A130609: Moreira;112;30;28;54;
;11A130620: Nogueira e Silva Escura;143;38;31;74;
;11A130617: Pedrouços;34;9;8;17;
;11A130613: São Pedro Fins;135;33;31;71;
;11A130616: Vila Nova da Telha;103;26;25;52;
;11A1308: Matosinhos;1100;291;242;567;
;11A130811: União das freguesias de Custóias, Leça do Balio e Guifões;320;93;81;146;
;11A130812: União das freguesias de Matosinhos e Leça da Palmeira;65;23;18;24;
;11A130813: União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;612;144;119;349;
;11A130814: União das freguesias de São Mamede de Infesta e Senhora da Hora;103;31;24;48;
;11A0113: Oliveira de Azeméis;3888;1056;928;1904;
;11A011301: Carregosa;281;86;81;114;
;11A011302: Cesar;77;35;28;14;
;11A011303: Fajões;324;85;72;167;
;11A011304: Loureiro;649;184;163;302;
;11A011305: Macieira de Sarnes;72;19;18;35;
;11A011310: Ossela;358;100;79;179;
;11A011315: São Martinho da Gândara;365;86;76;203;
;11A011318: São Roque;76;24;19;33;
;11A011320: União das freguesias de Nogueira do Cravo e Pindelo;287;78;63;146;
;11A011321: União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail;488;137;126;225;
;11A011322: União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz;640;161;147;332;
;11A011319: Vila de Cucujães;271;61;56;154;
;11A1310: Paredes;4734;1175;968;2591;
;11A131001: Aguiar de Sousa;244;56;50;138;
;11A131002: Astromil;86;20;16;50;
;11A131003: Baltar;227;66;56;105;
;11A131004: Beire;351;88;82;181;
;11A131008: Cete;124;34;27;63;
;11A131009: Cristelo;81;19;17;45;
;11A131010: Duas Igrejas;229;54;47;128;
;11A131011: Gandra;320;72;56;192;
;11A131013: Lordelo;170;36;27;107;
;11A131014: Louredo;88;25;19;44;
;11A131017: Parada de Todeia;95;23;16;56;
;11A131025: Paredes;1199;299;246;654;
;11A131018: Rebordosa;266;68;50;148;
;11A131019: Recarei;411;95;82;234;
;11A131020: Sobreira;292;74;60;158;
;11A131021: Sobrosa;140;40;31;69;
;11A131022: Vandoma;154;47;39;68;
;11A131024: Vilela;257;59;47;151;
;11A1312: Porto;- -;- -;- -;- -;
;11A131202: Bonfim;- -;- -;- -;- -;
;11A131203: Campanhã;- -;- -;- -;- -;
;11A131210: Paranhos;- -;- -;- -;- -;
;11A131211: Ramalde;- -;- -;- -;- -;
;11A131216: União das freguesias de Aldoar, Foz do Douro e Nevogilde;- -;- -;- -;- -;
;11A131217: União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;- -;- -;- -;- -;
;11A131218: União das freguesias de Lordelo do Ouro e Massarelos;- -;- -;- -;- -;
;11A1313: Póvoa de Varzim;5499;1287;1139;3073;
;11A131305: Balazar;434;97;84;253;
;11A131307: Estela;1189;303;275;611;
;11A131308: Laundos;236;51;45;140;
;11A131311: Rates;550;113;101;336;
;11A131315: União das freguesias da Póvoa de Varzim, Beiriz e Argivai;264;63;54;147;
;11A131314: União das freguesias de Aguçadoura e Navais;1357;319;276;762;
;11A131313: União das freguesias de Aver-o-Mar, Amorim e Terroso;1469;341;304;824;
;11A0109: Santa Maria da Feira;3611;976;770;1865;
;11A010901: Argoncilhe;131;31;27;73;
;11A010902: Arrifana;149;35;28;86;
;11A010904: Escapães;54;12;8;34;
;11A010907: Fiães;25;11;7;7;
;11A010908: Fornos;65;16;11;38;
;11A010913: Lourosa;14;5;4;5;
;11A010914: Milheirós de Poiares;96;31;23;42;
;11A010916: Mozelos;46;12;8;26;
;11A010917: Nogueira da Regedoura;17;4;4;9;
;11A010919: Paços de Brandão;26;9;9;8;
;11A010921: Rio Meão;35;10;7;18;
;11A010922: Romariz;350;86;71;193;
;11A010924: Sanguedo;37;9;9;19;
;11A010925: Santa Maria de Lamas;8;3;3;2;
;11A010926: São João de Ver;94;26;20;48;
;11A010918: São Paio de Oleiros;30;7;7;16;
;11A010932: União das freguesias de Caldas de São Jorge e Pigeiros;153;44;33;76;
;11A010933: União das freguesias de Canedo, Vale e Vila Maior;1018;282;212;524;
;11A010934: União das freguesias de Lobão, Gião, Louredo e Guisande;588;171;134;283;
;11A010935: União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo;294;79;62;153;
;11A010936: União de freguesias de São Miguel de Souto e Mosteirô;381;93;83;205;
;11A1314: Santo Tirso;2829;790;648;1391;
;11A131401: Agrela;91;25;19;47;
;11A131402: Água Longa;180;46;35;99;
;11A131405: Aves;78;25;19;34;
;11A131413: Monte Córdova;394;109;95;190;
;11A131430: Negrelos (São Tomé);77;25;21;31;
;11A131416: Rebordões;61;21;16;24;
;11A131418: Reguenga;183;43;31;109;
;11A131419: Roriz;151;45;40;66;
;11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;257;77;71;109;
;11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);229;67;59;103;
;11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;367;93;76;198;
;11A131436: União das freguesias de Lamelas e Guimarei;216;64;46;106;
;11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;444;123;95;226;
;11A131432: Vilarinho;101;27;25;49;
;11A0116: São João da Madeira;- -;- -;- -;- -;
;11A011601: São João da Madeira;- -;- -;- -;- -;
;11A1318: Trofa;1259;327;284;648;
;11A131806: Covelas;188;47;41;100;
;11A131808: Muro;79;23;16;40;
;11A131809: União das freguesias de Alvarelhos e Guidões;213;62;57;94;
;11A131810: União das freguesias de Bougado (São Martinho e Santiago);542;142;121;279;
;11A131811: União das freguesias de Coronado (São Romão e São Mamede);237;53;49;135;
;11A0119: Vale de Cambra;4684;1337;1143;2204;
;11A011901: Arões;1309;353;307;649;
;11A011903: Cepelos;495;151;126;218;
;11A011905: Junqueira;589;154;130;305;
;11A011906: Macieira de Cambra;647;206;172;269;
;11A011907: Roge;623;176;158;289;
;11A011902: São Pedro de Castelões;650;183;154;313;
;11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;371;114;96;161;
;11A1315: Valongo;1205;302;247;656;
;11A131501: Alfena;266;66;57;143;
;11A131503: Ermesinde;63;17;14;32;
;11A131506: União das freguesias de Campo e Sobrado;682;168;133;381;
;11A131505: Valongo;194;51;43;100;
;11A1316: Vila do Conde;3613;842;746;2025;
;11A131602: Árvore;102;27;22;53;
;11A131603: Aveleda;108;29;26;53;
;11A131604: Azurara;32;7;6;19;
;11A131607: Fajozes;93;21;20;52;
;11A131610: Gião;152;39;33;80;
;11A131611: Guilhabreu;143;35;32;76;
;11A131612: Junqueira;201;41;36;124;
;11A131613: Labruge;182;43;42;97;
;11A131614: Macieira da Maia;112;28;25;59;
;11A131616: Mindelo;196;46;41;109;
;11A131617: Modivas;80;20;19;41;
;11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;528;112;97;319;
;11A131632: União das freguesias de Fornelo e Vairão;184;47;45;92;
;11A131633: União das freguesias de Malta e Canidelo;157;37;33;87;
;11A131634: União das freguesias de Retorta e Tougues;146;32;27;87;
;11A131635: União das freguesias de Rio Mau e Arcos;577;119;105;353;
;11A131636: União das freguesias de Touguinha e Touguinhó;173;44;38;91;
;11A131637: União das freguesias de Vilar e Mosteiró;162;40;34;88;
;11A131627: Vila Chã;146;36;35;75;
;11A131628: Vila do Conde;81;20;14;47;
;11A131630: Vilar de Pinheiro;58;19;16;23;
;11A1317: Vila Nova de Gaia;1864;562;437;865;
;11A131701: Arcozelo;64;20;17;27;
;11A131702: Avintes;121;34;28;59;
;11A131703: Canelas;37;8;6;23;
;11A131704: Canidelo;50;15;12;23;
;11A131709: Madalena;103;30;27;46;
;11A131712: Oliveira do Douro;70;23;19;28;
;11A131717: São Félix da Marinha;52;15;13;24;
;11A131725: União das freguesias de Grijó e Sermonde;149;51;39;59;
;11A131726: União das freguesias de Gulpilhares e Valadares;166;50;36;80;
;11A131727: União das freguesias de Mafamude e Vilar do Paraíso;75;27;20;28;
;11A131728: União das freguesias de Pedroso e Seixezelo;338;96;80;162;
;11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;441;133;93;215;
;11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;- -;- -;- -;- -;
;11A131731: União das freguesias de Serzedo e Perosinho;127;33;29;65;
;11A131723: Vilar de Andorinho;71;27;18;26;
;11B: Alto Tâmega;49364;16850;12984;19530;
;11B1702: Boticas;3972;1324;959;1689;
;11B170217: Alturas do Barroso e Cerdedo;526;161;110;255;
;11B170218: Ardãos e Bobadela;479;162;135;182;
;11B170203: Beça;634;178;134;322;
;11B170219: Boticas e Granja;326;119;93;114;
;11B170220: Codessoso, Curros e Fiães do Tâmega;314;100;75;139;
;11B170208: Covas do Barroso;241;82;54;105;
;11B170210: Dornelas;330;110;74;146;
;11B170213: Pinho;317;126;88;103;
;11B170215: Sapiãos;309;115;87;107;
;11B170221: Vilar e Viveiro;496;171;109;216;
;11B1703: Chaves;15791;5466;4305;6020;
;11B170301: Águas Frias;733;248;202;283;
;11B170302: Anelhe;319;99;78;142;
;11B170305: Bustelo;296;104;79;113;
;11B170309: Cimo de Vila da Castanheira;519;181;150;188;
;11B170310: Curalha;283;90;73;120;
;11B170312: Ervededo;752;259;203;290;
;11B170313: Faiões;339;123;88;128;
;11B170314: Lama de Arcos;408;144;118;146;
;11B170316: Mairos;222;74;55;93;
;11B170317: Moreiras;259;105;76;78;
;11B170318: Nogueira da Montanha;556;186;140;230;
;11B170320: Oura;215;94;69;52;
;11B170321: Outeiro Seco;443;144;116;183;
;11B170322: Paradela;266;84;68;114;
;11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);343;126;104;113;
;11B170324: Redondelo;449;142;116;191;
;11B170327: Sanfins;333;116;89;128;
;11B170329: Santa Leocádia;352;132;97;123;
;11B170350: Santa Maria Maior;156;52;40;64;
;11B170330: Santo António de Monforte;307;93;74;140;
;11B170331: Santo Estêvão;335;125;96;114;
;11B170333: São Pedro de Agostém;789;256;198;335;
;11B170334: São Vicente;318;120;83;115;
;11B170340: Tronco;285;96;73;116;
;11B170354: União das freguesias da Madalena e Samaiões;650;219;183;248;
;11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;647;231;186;230;
;11B170356: União das freguesias de Calvão e Soutelinho da Raia;454;157;141;156;
;11B170357: União das freguesias de Loivos e Póvoa de Agrações;574;210;163;201;
;11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;181;61;52;68;
;11B170359: União das freguesias de Soutelo e Seara Velha;427;144;106;177;
;11B170360: União das freguesias de Travancas e Roriz;587;198;159;230;
;11B170341: Vale de Anta;347;111;94;142;
;11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);710;244;189;277;
;11B170343: Vila Verde da Raia;575;198;147;230;
;11B170344: Vilar de Nantes;153;53;41;59;
;11B170345: Vilarelho da Raia;531;204;170;157;
;11B170347: Vilas Boas;162;57;44;61;
;11B170349: Vilela do Tâmega;239;84;67;88;
;11B170348: Vilela Seca;277;102;78;97;
;11B1706: Montalegre;7328;2434;1779;3115;
;11B170601: Cabril;472;147;115;210;
;11B170603: Cervos;274;86;67;121;
;11B170604: Chã;673;222;172;279;
;11B170607: Covelo do Gerês;180;53;40;87;
;11B170609: Ferral;325;96;72;157;
;11B170612: Gralhas;208;90;70;48;
;11B170616: Morgade;209;71;44;94;
;11B170618: Negrões;176;56;34;86;
;11B170619: Outeiro;167;49;40;78;
;11B170623: Pitões das Junias;155;37;27;91;
;11B170625: Reigoso;171;64;46;61;
;11B170626: Salto;624;168;109;347;
;11B170627: Santo André;231;83;62;86;
;11B170629: Sarraquinhos;314;111;77;126;
;11B170631: Solveira;156;67;54;35;
;11B170632: Tourém;80;28;21;31;
;11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;268;105;75;88;
;11B170637: União das freguesias de Meixedo e Padornelos;310;112;77;121;
;11B170638: União das freguesias de Montalegre e Padroso;317;104;82;131;
;11B170639: União das freguesias de Paradela, Contim e Fiães;322;125;82;115;
;11B170640: União das freguesias de Sezelhe e Covelães;259;95;66;98;
;11B170641: União das freguesias de Venda Nova e Pondras;167;56;44;67;
;11B170642: União das freguesias de Viade de Baixo e Fervidelas;613;185;133;295;
;11B170643: União das freguesias de Vilar de Perdizes e Meixide;490;178;137;175;
;11B170635: Vila da Ponte;167;46;33;88;
;11B1709: Ribeira de Pena;2756;879;654;1223;
;11B170901: Alvadia;186;53;35;98;
;11B170902: Canedo;303;90;67;146;
;11B170906: Santa Marinha;209;66;50;93;
;11B170908: União das freguesias de Cerva e Limões;1025;289;218;518;
;11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;1033;381;284;368;
;11B1712: Valpaços;13739;4834;3754;5151;
;11B171201: Água Revés e Crasto;436;163;124;149;
;11B171203: Algeriz;714;237;195;282;
;11B171205: Bouçoães;474;180;148;146;
;11B171206: Canaveses;347;119;90;138;
;11B171232: Carrazedo de Montenegro e Curros;1450;479;374;597;
;11B171209: Ervões;709;244;177;288;
;11B171211: Fornos do Pinhal;319;112;92;115;
;11B171212: Friões;679;262;191;226;
;11B171233: Lebução, Fiães e Nozelos;693;260;207;226;
;11B171215: Padrela e Tazem;375;129;105;141;
;11B171216: Possacos;444;142;95;207;
;11B171217: Rio Torto;471;175;131;165;
;11B171219: Santa Maria de Emeres;500;171;138;191;
;11B171220: Santa Valha;497;195;142;160;
;11B171221: Santiago da Ribeira de Alhariz;730;258;187;285;
;11B171222: São João da Corveira;643;215;164;264;
;11B171223: São Pedro de Veiga de Lila;418;138;119;161;
;11B171224: Serapicos;246;81;69;96;
;11B171234: Sonim e Barreiros;403;151;116;136;
;11B171235: Tinhela e Alvarelhos;412;155;122;135;
;11B171227: Vales;333;118;90;125;
;11B171236: Valpaços e Sanfins;1038;372;291;375;
;11B171229: Vassal;458;162;124;172;
;11B171230: Veiga de Lila;314;98;82;134;
;11B171231: Vilarandelo;636;218;181;237;
;11B1713: Vila Pouca de Aguiar;5778;1913;1533;2332;
;11B171302: Alfarela de Jales;282;93;65;124;
;11B171319: Alvão;545;161;142;242;
;11B171303: Bornes de Aguiar;578;204;160;214;
;11B171304: Bragado;247;102;82;63;
;11B171305: Capeludos;314;120;94;100;
;11B171317: Sabroso de Aguiar;128;46;40;42;
;11B171310: Soutelo de Aguiar;735;215;179;341;
;11B171311: Telões;789;228;187;374;
;11B171312: Tresminas;469;171;124;174;
;11B171320: União das freguesias de Pensalvos e Parada de Monteiros;246;84;65;97;
;11B171313: Valoura;271;88;74;109;
;11B171314: Vila Pouca de Aguiar;341;119;87;135;
;11B171315: Vreia de Bornes;424;139;115;170;
;11B171316: Vreia de Jales;409;143;119;147;
;11C: Tâmega e Sousa;59165;16174;13565;29426;
;11C1301: Amarante;7884;2185;1863;3836;
;11C130103: Ansiães;186;56;53;77;
;11C130107: Candemil;232;71;60;101;
;11C130112: Fregim;352;90;78;184;
;11C130115: Fridão;128;36;29;63;
;11C130117: Gondar;261;66;59;136;
;11C130134: Gouveia (São Simão);289;73;61;155;
;11C130118: Jazente;120;36;27;57;
;11C130119: Lomba;124;32;25;67;
;11C130120: Louredo;110;30;27;53;
;11C130121: Lufrei;209;58;47;104;
;11C130123: Mancelos;391;105;91;195;
;11C130126: Padronelo;106;28;25;53;
;11C130128: Rebordelo;129;29;26;74;
;11C130129: Salvador do Monte;220;64;58;98;
;11C130135: Telões;887;239;198;450;
;11C130136: Travanca;302;85;77;140;
;11C130141: União das freguesias de Aboadela, Sanche e Várzea;471;118;113;240;
;11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;503;149;127;227;
;11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;407;117;101;189;
;11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);490;133;112;245;
;11C130145: União das freguesias de Freixo de Cima e de Baixo;434;116;99;219;
;11C130146: União das freguesias de Olo e Canadelo;185;56;45;84;
;11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;516;153;127;236;
;11C130138: Vila Caiz;259;75;64;120;
;11C130139: Vila Chã do Marão;265;73;60;132;
;11C130147: Vila Meã;308;97;74;137;
;11C1302: Baião;6492;1887;1562;3043;
;11C130204: Frende;174;39;31;104;
;11C130205: Gestaçô;472;146;131;195;
;11C130206: Gove;607;165;132;310;
;11C130207: Grilo;185;57;43;85;
;11C130208: Loivos do Monte;191;55;50;86;
;11C130215: Santa Marinha do Zêzere;637;175;147;315;
;11C130221: União das freguesias de Ancede e Ribadouro;627;204;162;261;
;11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;412;116;92;204;
;11C130223: União das freguesias de Campelo e Ovil;961;282;235;444;
;11C130224: União das freguesias de Loivos da Ribeira e Tresouras;313;103;81;129;
;11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;774;202;168;404;
;11C130226: União das freguesias de Teixeira e Teixeiró;546;175;144;227;
;11C130219: Valadares;386;107;90;189;
;11C130220: Viariz;207;61;56;90;
;11C0106: Castelo de Paiva;2686;748;628;1310;
;11C010602: Fornos;195;57;43;95;
;11C010606: Real;517;140;114;263;
;11C010607: Santa Maria de Sardoura;478;130;109;239;
;11C010608: São Martinho de Sardoura;167;47;44;76;
;11C010610: União das freguesias de Raiva, Pedorido e Paraíso;743;211;171;361;
;11C010611: União das freguesias de Sobrado e Bairros;586;163;147;276;
;11C0305: Celorico de Basto;6743;1764;1427;3552;
;11C030501: Agilde;339;89;70;180;
;11C030502: Arnóia;644;176;141;327;
;11C030520: Basto (São Clemente);332;88;70;174;
;11C030503: Borba de Montanha;536;119;98;319;
;11C030508: Codeçoso;144;43;29;72;
;11C030510: Fervença;415;116;87;212;
;11C030515: Moreira do Castelo;238;59;43;136;
;11C030517: Rego;545;137;104;304;
;11C030518: Ribas;435;110;99;226;
;11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;870;246;197;427;
;11C030524: União das freguesias de Caçarilhe e Infesta;380;109;90;181;
;11C030525: União das freguesias de Canedo de Basto e Corgo;420;107;91;222;
;11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);503;121;102;280;
;11C030527: União das freguesias de Veade, Gagos e Molares;640;161;133;346;
;11C030521: Vale de Bouro;302;83;73;146;
;11C1804: Cinfães;6037;1767;1522;2748;
;11C180403: Cinfães;659;218;178;263;
;11C180404: Espadanedo;139;37;32;70;
;11C180405: Ferreiros de Tendais;269;83;74;112;
;11C180406: Fornelos;385;124;112;149;
;11C180408: Moimenta;128;37;34;57;
;11C180409: Nespereira;730;225;196;309;
;11C180410: Oliveira do Douro;346;102;86;158;
;11C180412: Santiago de Piães;702;167;153;382;
;11C180413: São Cristóvão de Nogueira;658;187;158;313;
;11C180414: Souselo;365;110;99;156;
;11C180415: Tarouquela;370;94;82;194;
;11C180416: Tendais;509;157;133;219;
;11C180417: Travanca;365;105;88;172;
;11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;412;121;97;194;
;11C1303: Felgueiras;5427;1443;1216;2768;
;11C130301: Aião;152;38;33;81;
;11C130302: Airães;291;71;63;157;
;11C130305: Friande;173;47;39;87;
;11C130306: Idães;288;64;58;166;
;11C130307: Jugueiros;233;63;52;118;
;11C130313: Penacova;115;29;25;61;
;11C130314: Pinheiro;106;36;29;41;
;11C130315: Pombeiro de Ribavizela;180;43;40;97;
;11C130317: Refontoura;227;63;54;110;
;11C130318: Regilde;125;30;26;69;
;11C130319: Revinhade;85;20;19;46;
;11C130324: Sendim;161;47;37;77;
;11C130334: União das freguesias de Macieira da Lixa e Caramos;578;157;130;291;
;11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;838;221;192;425;
;11C130336: União das freguesias de Pedreira, Rande e Sernande;310;87;71;152;
;11C130337: União das freguesias de Torrados e Sousa;257;69;54;134;
;11C130338: União das freguesias de Unhão e Lordelo;227;59;46;122;
;11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;696;193;163;340;
;11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);166;47;37;82;
;11C130341: União das freguesias de Vila Verde e Santão;219;59;48;112;
;11C1305: Lousada;3717;939;794;1984;
;11C130502: Aveleda;138;31;26;81;
;11C130504: Caíde de Rei;238;75;63;100;
;11C130510: Lodares;157;40;34;83;
;11C130512: Macieira;105;26;22;57;
;11C130513: Meinedo;347;102;79;166;
;11C130515: Nevogilde;193;49;43;101;
;11C130524: Sousela;168;41;36;91;
;11C130525: Torno;285;66;54;165;
;11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);285;67;60;158;
;11C130528: União das freguesias de Cristelos, Boim e Ordem;360;87;75;198;
;11C130529: União das freguesias de Figueiras e Covas;214;58;46;110;
;11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);408;96;82;230;
;11C130531: União das freguesias de Nespereira e Casais;210;52;45;113;
;11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;531;128;111;292;
;11C130526: Vilar do Torno e Alentém;78;21;18;39;
;11C1307: Marco de Canaveses;6478;1746;1462;3270;
;11C130732: Alpendorada, Várzea e Torrão;427;122;107;198;
;11C130733: Avessadas e Rosém;363;97;78;188;
;11C130704: Banho e Carvalhosa;180;53;48;79;
;11C130734: Bem Viver;342;102;82;158;
;11C130705: Constance;176;50;44;82;
;11C130736: Marco;526;131;106;289;
;11C130737: Paredes de Viadores e Manhuncelos;414;112;91;211;
;11C130738: Penha Longa e Paços de Gaiolo;724;208;184;332;
;11C130739: Sande e São Lourenço do Douro;397;109;87;201;
;11C130735: Santo Isidoro e Livração;138;38;35;65;
;11C130722: Soalhães;706;165;141;400;
;11C130723: Sobretâmega;97;29;23;45;
;11C130724: Tabuado;245;60;53;132;
;11C130740: Várzea, Aliviada e Folhada;684;177;149;358;
;11C130741: Vila Boa de Quires e Maureles;738;202;164;372;
;11C130730: Vila Boa do Bispo;321;91;70;160;
;11C1309: Paços de Ferreira;2268;601;494;1173;
;11C130902: Carvalhosa;202;54;43;105;
;11C130904: Eiriz;161;47;38;76;
;11C130905: Ferreira;326;81;69;176;
;11C130906: Figueiró;125;36;32;57;
;11C130917: Frazão Arreigada;214;61;47;106;
;11C130908: Freamunde;185;56;51;78;
;11C130910: Meixomil;140;35;28;77;
;11C130918: Paços de Ferreira;171;41;27;103;
;11C130913: Penamaior;123;34;29;60;
;11C130914: Raimonda;168;38;28;102;
;11C130919: Sanfins Lamoso Codessos;289;75;68;146;
;11C130916: Seroa;164;43;34;87;
;11C1311: Penafiel;7262;1864;1577;3821;
;11C131101: Abragão;585;143;129;313;
;11C131102: Boelhe;151;37;35;79;
;11C131103: Bustelo;422;109;86;227;
;11C131104: Cabeça Santa;158;38;33;87;
;11C131105: Canelas;247;58;50;139;
;11C131106: Capela;208;47;41;120;
;11C131107: Castelões;151;44;37;70;
;11C131108: Croca;311;83;68;160;
;11C131109: Duas Igrejas;393;106;92;195;
;11C131110: Eja;101;29;24;48;
;11C131112: Fonte Arcada;151;39;30;82;
;11C131113: Galegos;210;49;43;118;
;11C131141: Guilhufe e Urrô;257;63;52;142;
;11C131115: Irivo;174;48;45;81;
;11C131142: Lagares e Figueira;448;112;89;247;
;11C131140: Luzim e Vila Cova;283;74;68;141;
;11C131121: Oldrões;131;38;29;64;
;11C131122: Paço de Sousa;198;49;42;107;
;11C131139: Penafiel;921;255;221;445;
