111160222: União das freguesias de Caminha (Matriz) e Vilarelho;10;10;- -;- -;- -;,,,,,,,
111160223: União das freguesias de Gondar e Orbacém;48;35;13;- -;- -;,,,,,,,
111160224: União das freguesias de Moledo e Cristelo;13;13;- -;- -;- -;,,,,,,,
111160225: União das freguesias de Venade e Azevedo;51;51;0;- -;- -;,,,,,,,
111160217: Vila Praia de Âncora;22;22;- -;- -;- -;,,,,,,,
111160218: Vilar de Mouros;56;56;0;- -;- -;,,,,,,,
111160220: Vile;6;6;- -;- -;- -;,,,,,,,
1111603: Melgaço;225;197;29;- -;- -;,,,,,,,
111160301: Alvaredo;14;14;0;- -;- -;,,,,,,,
111160304: Cousso;10;10;- -;- -;- -;,,,,,,,
111160305: Cristoval;12;12;- -;- -;- -;,,,,,,,
111160307: Fiães;9;9;- -;- -;- -;,,,,,,,
111160308: Gave;18;18;- -;- -;- -;,,,,,,,
111160311: Paderne;26;26;- -;- -;- -;,,,,,,,
111160313: Penso;11;10;1;- -;- -;,,,,,,,
111160317: São Paio;24;19;5;- -;- -;,,,,,,,
111160319: União das freguesias de Castro Laboreiro e Lamas de Mouro;18;18;- -;- -;- -;,,,,,,,
111160320: União das freguesias de Chaviães e Paços;13;13;- -;- -;- -;,,,,,,,
111160321: União das freguesias de Parada do Monte e Cubalhão;23;23;- -;- -;- -;,,,,,,,
111160322: União das freguesias de Prado e Remoães;11;11;- -;- -;- -;,,,,,,,
111160323: União das freguesias de Vila e Roussas;38;15;23;- -;- -;,,,,,,,
1111604: Monção;1047;873;167;- -;6;,,,,,,,
111160401: Abedim;16;16;- -;- -;- -;,,,,,,,
111160404: Barbeita;49;29;19;- -;- -;,,,,,,,
111160405: Barroças e Taias;25;25;- -;- -;- -;,,,,,,,
111160406: Bela;28;22;7;- -;- -;,,,,,,,
111160407: Cambeses;32;19;13;- -;- -;,,,,,,,
111160410: Lara;20;13;6;- -;- -;,,,,,,,
111160411: Longos Vales;85;52;33;- -;- -;,,,,,,,
111160415: Merufe;178;131;47;- -;- -;,,,,,,,
111160418: Moreira;32;32;- -;- -;- -;,,,,,,,
111160420: Pias;76;54;16;- -;6;,,,,,,,
111160421: Pinheiros;16;11;5;- -;- -;,,,,,,,
111160422: Podame;18;18;0;- -;- -;,,,,,,,
111160423: Portela;27;27;- -;- -;- -;,,,,,,,
111160424: Riba de Mouro;90;90;- -;- -;- -;,,,,,,,
111160427: Segude;21;21;- -;- -;- -;,,,,,,,
111160428: Tangil;76;75;1;- -;- -;,,,,,,,
111160431: Trute;14;12;2;- -;- -;,,,,,,,
111160434: União das freguesias de Anhões e Luzio;40;40;- -;- -;- -;,,,,,,,
111160435: União das freguesias de Ceivães e Badim;40;40;- -;- -;- -;,,,,,,,
111160436: União das freguesias de Mazedo e Cortes;44;32;12;- -;- -;,,,,,,,
111160437: União das freguesias de Messegães, Valadares e Sá;48;43;5;- -;- -;,,,,,,
111160438: União das freguesias de Monção e Troviscoso;15;15;- -;- -;- -;,,,,,,,
111160439: União das freguesias de Sago, Lordelo e Parada;47;46;0;- -;- -;,,,,,,
111160440: União das freguesias de Troporiz e Lapela;9;7;2;- -;- -;,,,,,,,
1111605: Paredes de Coura;607;604;2;- -;2;,,,,,,,
111160501: Agualonga;24;24;- -;- -;- -;,,,,,,,
111160503: Castanheira;36;36;- -;- -;- -;,,,,,,,
111160505: Coura;30;30;- -;- -;- -;,,,,,,,
111160507: Cunha;33;33;0;- -;- -;,,,,,,,
111160510: Infesta;18;18;- -;- -;- -;,,,,,,,
111160513: Mozelos;36;36;- -;- -;- -;,,,,,,,
111160514: Padornelo;31;31;- -;- -;- -;,,,,,,,
111160515: Parada;21;21;- -;- -;- -;,,,,,,,
111160519: Romarigães;17;17;- -;- -;- -;,,,,,,,
111160520: Rubiães;40;40;0;- -;- -;,,,,,,,
111160522: União das freguesias de Bico e Cristelo;38;37;1;- -;- -;,,,,,,,
111160523: União das freguesias de Cossourado e Linhares;39;39;- -;- -;- -;,,,,,,,
111160524: União das freguesias de Formariz e Ferreira;80;78;- -;- -;2;,,,,,,,
111160525: União das freguesias de Insalde e Porreiras;121;121;- -;- -;- -;,,,,,,,
111160526: União das freguesias de Paredes de Coura e Resende;24;24;- -;- -;- -;,,,,,,,
111160521: Vascões;19;19;- -;- -;- -;,,,,,,,
1111606: Ponte da Barca;460;456;5;- -;- -;,,,,,,,
111160601: Azias;32;32;- -;- -;- -;,,,,,,,
111160602: Boivães;30;30;- -;- -;- -;,,,,,,,
111160603: Bravães;22;22;- -;- -;- -;,,,,,,,
111160604: Britelo;10;10;0;- -;- -;,,,,,,,
111160606: Cuide de Vila Verde;6;6;- -;- -;- -;,,,,,,,
111160611: Lavradas;41;41;- -;- -;- -;,,,,,,,
111160612: Lindoso;15;15;0;- -;- -;,,,,,,,
111160613: Nogueira;19;19;- -;- -;- -;,,,,,,,
111160614: Oleiros;41;41;- -;- -;- -;,,,,,,,
111160619: Sampriz;48;48;- -;- -;- -;,,,,,,,
111160626: União das freguesias de Crasto, Ruivos e Grovelas;56;56;- -;- -;- -;,,,,,,
111160627: União das freguesias de Entre Ambos-os-Rios, Ermida e Germil;36;36;0;- -;- -;,,,,,,
111160628: União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães;47;46;1;- -;- -;,,,,,,
111160629: União das freguesias de Touvedo (São Lourenço e Salvador);15;12;3;- -;- -;,,,,,,,
111160630: União das freguesias de Vila Chã (São João Baptista e Santiago);23;23;- -;- -;- -;,,,,,,,
111160623: Vade (São Pedro);8;8;- -;- -;- -;,,,,,,,
111160624: Vade (São Tomé);11;11;- -;- -;- -;,,,,,,,
1111607: Ponte de Lima;3579;3337;228;- -;14;,,,,,,,
111160701: Anais;116;115;1;- -;- -;,,,,,,,
111160752: Arca e Ponte de Lima;27;23;4;- -;- -;,,,,,,,
111160704: Arcozelo;95;85;4;- -;6;,,,,,,,
111160753: Ardegão, Freixo e Mato;226;225;1;- -;- -;,,,,,,
111160754: Associação de freguesias do Vale do Neiva;211;211;- -;- -;- -;,,,,,,,
111160755: Bárrio e Cepões;29;29;- -;- -;- -;,,,,,,,
111160707: Beiral do Lima;85;75;10;- -;- -;,,,,,,,
111160708: Bertiandos;55;41;14;- -;- -;,,,,,,,
111160709: Boalhosa;28;26;2;- -;- -;,,,,,,,
111160710: Brandara;18;16;2;- -;- -;,,,,,,,
111160756: Cabaços e Fojo Lobal;108;106;1;- -;- -;,,,,,,,
111160757: Cabração e Moreira do Lima;118;118;0;- -;- -;,,,,,,,
111160713: Calheiros;96;95;- -;- -;1;,,,,,,,
111160714: Calvelo;87;87;1;- -;- -;,,,,,,,
111160716: Correlhã;294;289;5;- -;- -;,,,,,,,
111160717: Estorãos;37;29;8;- -;- -;,,,,,,,
111160718: Facha;106;73;33;- -;1;,,,,,,,
111160719: Feitosa;28;28;- -;- -;- -;,,,,,,,
111160721: Fontão;128;117;11;- -;- -;,,,,,,,
111160758: Fornelos e Queijada;150;126;23;- -;1;,,,,,,,
111160724: Friastelas;69;67;2;- -;- -;,,,,,,,
111160726: Gandra;69;58;11;- -;- -;,,,,,,,
111160727: Gemieira;81;81;- -;- -;- -;,,,,,,,
111160728: Gondufe;82;82;- -;- -;- -;,,,,,,,
111160729: Labruja;30;30;- -;- -;- -;,,,,,,,
111160759: Labrujó, Rendufe e Vilar do Monte;64;64;- -;- -;0;,,,,,,
111160760: Navió e Vitorino dos Piães;222;221;1;- -;- -;,,,,,,,
111160734: Poiares;151;151;- -;- -;- -;,,,,,,,
111160744: Rebordões (Santa Maria);69;64;4;- -;1;,,,,,,,
111160747: Rebordões (Souto);75;71;3;- -;- -;,,,,,,,
111160737: Refóios do Lima;212;211;- -;- -;2;,,,,,,,
111160739: Ribeira;91;70;18;- -;2;,,,,,,,
111160740: Sá;45;35;10;- -;- -;,,,,,,,
111160742: Santa Comba;11;10;1;- -;- -;,,,,,,,
111160743: Santa Cruz do Lima;29;26;2;- -;- -;,,,,,,,
111160703: São Pedro d'Arcos;92;73;19;- -;- -;,,,,,,,
111160745: Seara;34;25;9;- -;- -;,,,,,,,
111160746: Serdedelo;50;34;15;- -;1;,,,,,,,
111160750: Vitorino das Donas;62;50;12;- -;- -;,,,,,,,
1111608: Valença;705;702;3;- -;- -;,,,,,,,
111160802: Boivão;16;16;- -;- -;- -;,,,,,,,
111160803: Cerdal;136;134;2;- -;- -;,,,,,,,
111160805: Fontoura;90;90;- -;- -;- -;,,,,,,,
111160806: Friestas;17;17;0;- -;- -;,,,,,,,
111160808: Ganfei;82;82;- -;- -;- -;,,,,,,,
111160812: São Pedro da Torre;70;70;- -;- -;- -;,,,,,,,
111160817: União das freguesias de Gandra e Taião;70;70;- -;- -;- -;,,,,,,,
111160818: União das freguesias de Gondomil e Sanfins;36;36;- -;- -;- -;,,,,,,,
111160819: União das freguesias de São Julião e Silva;70;70;- -;- -;- -;,,,,,,,
111160820: União das freguesias de Valença, Cristelo Covo e Arão;47;47;- -;- -;- -;,,,,,,
111160816: Verdoejo;71;71;- -;- -;- -;,,,,,,,
1111609: Viana do Castelo;2352;2294;56;1;2;,,,,,,,
111160901: Afife;67;66;2;- -;- -;,,,,,,,
111160902: Alvarães;78;78;- -;- -;- -;,,,,,,,
111160903: Amonde;11;11;- -;- -;- -;,,,,,,,
111160904: Anha;78;78;- -;- -;- -;,,,,,,,
111160905: Areosa;85;83;- -;- -;2;,,,,,,,
111160908: Carreço;207;185;22;- -;- -;,,,,,,,
111160910: Castelo do Neiva;88;88;- -;- -;- -;,,,,,,,
111160940: Chafé;85;79;6;- -;- -;,,,,,,,
111160911: Darque;2;2;- -;- -;- -;,,,,,,,
111160914: Freixieiro de Soutelo;70;58;11;- -;- -;,,,,,,,
111160915: Lanheses;84;81;3;- -;- -;,,,,,,,
111160920: Montaria;28;27;1;- -;- -;,,,,,,,
111160922: Mujães;24;24;- -;- -;- -;,,,,,,,
111160925: Outeiro;82;82;0;- -;- -;,,,,,,,
111160926: Perre;153;150;3;- -;- -;,,,,,,,
111160928: Santa Marta de Portuzelo;118;118;1;0;- -;,,,,,,,
111160923: São Romão de Neiva;42;41;- -;1;- -;,,,,,,,
111160941: União das freguesias de Barroselas e Carvoeiro;173;173;- -;- -;- -;,,,,,,,
111160942: União das freguesias de Cardielos e Serreleis;56;56;- -;- -;- -;,,,,,,,
111160943: União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão;167;164;3;- -;- -;,,,,,,
111160944: União das freguesias de Mazarefes e Vila Fria;130;130;- -;- -;- -;,,,,,,,
111160945: União das freguesias de Nogueira, Meixedo e Vilar de Murteda;101;101;- -;- -;- -;,,,,,,
111160946: União das freguesias de Subportela, Deocriste e Portela Susã;133;133;0;- -;- -;,,,,,,
111160947: União das freguesias de Torre e Vila Mou;102;100;1;- -;- -;,,,,,,,
111160948: União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela;39;39;- -;- -;- -;,,,,,,,
111160938: Vila de Punhe;61;61;- -;- -;- -;,,,,,,,
111160935: Vila Franca;89;87;2;- -;- -;,,,,,,,
1111610: Vila Nova de Cerveira;374;346;28;0;- -;,,,,,,,
111161003: Cornes;47;47;- -;- -;- -;,,,,,,,
111161004: Covas;47;46;0;- -;- -;,,,,,,,
111161006: Gondarém;25;25;- -;- -;- -;,,,,,,,
111161007: Loivo;7;7;- -;- -;- -;,,,,,,,
111161009: Mentrestido;13;13;- -;- -;- -;,,,,,,,
111161012: Sapardos;15;15;0;- -;- -;,,,,,,,
111161013: Sopo;26;16;10;- -;- -;,,,,,,,
111161016: União das freguesias de Campos e Vila Meã;77;60;17;0;- -;,,,,,,,
111161017: União das freguesias de Candemil e Gondar;13;13;- -;- -;- -;,,,,,,,
111161018: União das freguesias de Reboreda e Nogueira;101;101;0;- -;- -;,,,,,,,
111161019: União das freguesias de Vila Nova de Cerveira e Lovelhe;3;3;- -;- -;- -;,,,,,,,
112: Cávado;18693;18526;129;0;39;,,,,,,,
1120301: Amares;831;827;1;- -;3;,,,,,,,
112030102: Barreiros;59;59;0;- -;- -;,,,,,,,
112030104: Bico;10;10;- -;- -;- -;,,,,,,,
112030119: Bouro (Santa Maria);42;42;- -;- -;- -;,,,,,,,
112030120: Bouro (Santa Marta);53;53;- -;- -;- -;,,,,,,,
112030105: Caires;44;44;- -;- -;- -;,,,,,,,
112030107: Carrazedo;60;60;- -;- -;- -;,,,,,,,
112030108: Dornelas;52;52;- -;- -;- -;,,,,,,,
112030111: Fiscal;59;59;- -;- -;- -;,,,,,,,
112030112: Goães;35;35;- -;- -;- -;,,,,,,,
112030113: Lago;30;30;- -;- -;- -;,,,,,,,
112030118: Rendufe;81;81;- -;- -;- -;,,,,,,,
112030125: União das freguesias de Amares e Figueiredo;70;69;- -;- -;1;,,,,,,,
112030126: União das freguesias de Caldelas, Sequeiros e Paranhos;66;66;- -;- -;- -;,,,,,,
112030127: União das freguesias de Ferreiros, Prozelo e Besteiros;66;63;1;- -;3;,,,,,,
112030128: União das freguesias de Torre e Portela;27;27;- -;- -;- -;,,,,,,,
112030129: União das freguesias de Vilela, Seramil e Paredes Secas;77;77;- -;- -;- -;,,,,,,
1120302: Barcelos;9638;9619;11;- -;9;,,,,,,,
112030201: Abade de Neiva;156;156;- -;- -;- -;,,,,,,,
112030202: Aborim;53;53;- -;- -;- -;,,,,,,,
112030203: Adães;89;89;- -;- -;- -;,,,,,,,
112030205: Airó;67;67;- -;- -;- -;,,,,,,,
112030206: Aldreu;98;98;0;- -;- -;,,,,,,,
112030208: Alvelos;93;93;- -;- -;- -;,,,,,,,
112030209: Arcozelo;41;41;- -;- -;- -;,,,,,,,
112030210: Areias;18;18;- -;- -;- -;,,,,,,,
112030212: Balugães;46;46;- -;- -;- -;,,,,,,,
112030213: Barcelinhos;51;51;- -;- -;- -;,,,,,,,
112030215: Barqueiros;195;195;- -;- -;- -;,,,,,,,
112030216: Cambeses;104;104;- -;- -;- -;,,,,,,,
112030218: Carapeços;69;69;- -;- -;- -;,,,,,,,
112030220: Carvalhal;85;85;- -;- -;- -;,,,,,,,
112030221: Carvalhas;82;82;- -;- -;- -;,,,,,,,
112030224: Cossourado;135;135;- -;- -;- -;,,,,,,,
112030228: Cristelo;504;504;- -;- -;- -;,,,,,,,
112030234: Fornelos;152;152;- -;- -;- -;,,,,,,,
112030235: Fragoso;120;120;- -;- -;- -;,,,,,,,
112030268: Galegos (Santa Maria);44;44;- -;- -;- -;,,,,,,,
112030272: Galegos (São Martinho);50;50;- -;- -;- -;,,,,,,,
112030237: Gilmonde;100;100;- -;- -;- -;,,,,,,,
112030242: Lama;51;50;1;- -;- -;,,,,,,,
112030243: Lijó;173;173;- -;- -;- -;,,,,,,,
112030244: Macieira de Rates;468;468;- -;- -;- -;,,,,,,,
112030245: Manhente;238;238;- -;- -;- -;,,,,,,,
112030247: Martim;83;83;- -;- -;- -;,,,,,,,
112030252: Moure;99;99;- -;- -;- -;,,,,,,,
112030254: Oliveira;92;85;8;- -;- -;,,,,,,,
112030255: Palme;102;102;- -;- -;- -;,,,,,,,
112030256: Panque;100;100;- -;- -;- -;,,,,,,,
112030257: Paradela;310;310;- -;- -;- -;,,,,,,,
112030259: Pereira;37;37;- -;- -;- -;,,,,,,,
112030260: Perelhal;98;98;- -;- -;- -;,,,,,,,
112030261: Pousa;132;123;- -;- -;9;,,,,,,,
112030263: Remelhe;144;144;- -;- -;- -;,,,,,,,
112030265: Rio Covo (Santa Eugénia);110;110;- -;- -;- -;,,,,,,,
112030264: Roriz;280;280;- -;- -;- -;,,,,,,,
112030279: Silva;52;52;- -;- -;- -;,,,,,,,
112030277: Tamel (São Veríssimo);47;47;- -;- -;- -;,,,,,,,
112030282: Ucha;126;126;0;- -;- -;,,,,,,,
112030290: União das freguesias de Alheira e Igreja Nova;101;101;- -;- -;- -;,,,,,,,
112030291: União das freguesias de Alvito (São Pedro e São Martinho) e Couto;198;198;- -;- -;- -;,,,,,,,
112030292: União das freguesias de Areias de Vilar e Encourados;122;122;- -;- -;- -;,,,,,,,
112030293: União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro);238;238;- -;- -;- -;,,,,,,
112030294: União das freguesias de Campo e Tamel (São Pedro Fins);101;101;- -;- -;- -;,,,,,,,
112030295: União das freguesias de Carreira e Fonte Coberta;229;229;- -;- -;- -;,,,,,,,
112030296: União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral;816;816;- -;- -;- -;,,,,
112030297: União das freguesias de Creixomil e Mariz;130;130;- -;- -;- -;,,,,,,,
112030298: União das freguesias de Durrães e Tregosa;18;18;- -;- -;- -;,,,,,,,
112030299: União das freguesias de Gamil e Midões;90;90;- -;- -;- -;,,,,,,,
1120302FA: União das freguesias de Milhazes, Vilar de Figos e Faria;394;394;0;- -;- -;,,,,,,
1120302FB: União das freguesias de Negreiros e Chavão;322;322;- -;- -;- -;,,,,,,,
1120302FC: União das freguesias de Quintiães e Aguiar;119;119;- -;- -;- -;,,,,,,,
1120302FD: União das freguesias de Sequeade e Bastuço (São João e Santo Estevão);197;197;- -;- -;- -;,,,,,,,
1120302FE: União das freguesias de Silveiros e Rio Covo (Santa Eulália);262;262;- -;- -;- -;,,,,,,,
1120302FF: União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte;83;83;- -;- -;- -;,,,,,,,
1120302FG: União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães;552;550;1;- -;- -;,,,,,
1120302FH: União das freguesias de Vila Cova e Feitos;343;343;- -;- -;- -;,,,,,,,
112030283: Várzea;55;55;- -;- -;- -;,,,,,,,
112030287: Vila Seca;179;178;1;- -;- -;,,,,,,,
1120303: Braga;2747;2711;9;0;26;,,,,,,,
112030301: Adaúfe;204;204;- -;- -;- -;,,,,,,,
112030349: Braga (São Vicente);- -;- -;- -;- -;- -;,,,,,,,
112030351: Braga (São Vítor);3;3;- -;- -;- -;,,,,,,,
112030312: Espinho;89;89;- -;- -;- -;,,,,,,,
112030313: Esporões;66;65;1;- -;- -;,,,,,,,
112030315: Figueiredo;38;38;- -;- -;- -;,,,,,,,
112030319: Gualtar;4;4;- -;- -;- -;,,,,,,,
112030322: Lamas;26;26;- -;- -;- -;,,,,,,,
112030325: Mire de Tibães;98;98;- -;- -;- -;,,,,,,,
112030330: Padim da Graça;48;48;- -;- -;- -;,,,,,,,
112030331: Palmeira;109;109;- -;- -;- -;,,,,,,,
112030334: Pedralva;128;128;- -;- -;- -;,,,,,,,
112030336: Priscos;91;91;- -;- -;- -;,,,,,,,
112030338: Ruilhe;46;46;- -;- -;- -;,,,,,,,
112030354: Sequeira;71;52;- -;0;19;,,,,,,,
112030355: Sobreposta;79;79;- -;- -;- -;,,,,,,,
112030356: Tadim;20;13;- -;- -;7;,,,,,,,
112030357: Tebosa;33;33;- -;- -;- -;,,,,,,,
112030363: União das freguesias de Arentim e Cunha;159;159;- -;- -;- -;,,,,,,,
112030364: União das freguesias de Braga (Maximinos, Sé e Cividade);14;14;- -;- -;- -;,,,,,,
112030365: União das freguesias de Braga (São José de São Lázaro e São João do Souto);1;1;- -;- -;- -;,,,,,,,
112030366: União das freguesias de Cabreiros e Passos (São Julião);129;129;- -;- -;- -;,,,,,,,
112030367: União das freguesias de Celeirós, Aveleda e Vimieiro;98;98;- -;- -;- -;,,,,,,
112030368: União das freguesias de Crespos e Pousada;113;113;1;- -;- -;,,,,,,,
112030369: União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente);197;197;- -;- -;- -;,,,,,,,
112030370: União das freguesias de Este (São Pedro e São Mamede);89;89;- -;- -;- -;,,,,,,,
112030371: União das freguesias de Ferreiros e Gondizalves;49;49;- -;- -;- -;,,,,,,,
112030372: União das freguesias de Guisande e Oliveira (São Pedro);43;43;- -;- -;- -;,,,,,,,
112030373: União das freguesias de Lomar e Arcos;70;70;- -;- -;- -;,,,,,,,
112030374: União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães;145;145;- -;- -;- -;,,,,,,
112030375: União das freguesias de Merelim (São Pedro) e Frossos;105;98;8;- -;- -;,,,,,,,
112030376: União das freguesias de Morreira e Trandeiras;73;73;- -;- -;- -;,,,,,,,
112030377: União das freguesias de Nogueira, Fraião e Lamaçães;43;43;- -;- -;- -;,,,,,,
112030378: União das freguesias de Nogueiró e Tenões;20;20;- -;- -;- -;,,,,,,,
112030379: União das freguesias de Real, Dume e Semelhe;141;141;- -;- -;- -;,,,,,,
112030380: União das freguesias de Santa Lucrécia de Algeriz e Navarra;44;44;- -;- -;- -;,,,,,,,
112030381: União das freguesias de Vilaça e Fradelos;60;60;- -;- -;- -;,,,,,,,
1120306: Esposende;1934;1932;2;- -;- -;,,,,,,,
112030601: Antas;64;64;- -;- -;- -;,,,,,,,
112030608: Forjães;105;105;1;- -;- -;,,,,,,,
112030610: Gemeses;137;137;- -;- -;- -;,,,,,,,
112030616: União das freguesias de Apúlia e Fão;340;340;0;- -;- -;,,,,,,,
112030617: União das freguesias de Belinho e Mar;138;138;- -;- -;- -;,,,,,,,
112030618: União das freguesias de Esposende, Marinhas e Gandra;499;499;- -;- -;- -;,,,,,,
112030619: União das freguesias de Fonte Boa e Rio Tinto;439;438;1;- -;- -;,,,,,,,
112030620: União das freguesias de Palmeira de Faro e Curvos;126;126;- -;- -;- -;,,,,,,,
112030615: Vila Chã;85;85;- -;- -;- -;,,,,,,,
1120310: Terras de Bouro;684;684;- -;- -;- -;,,,,,,,
112031001: Balança;59;59;- -;- -;- -;,,,,,,,
112031003: Campo do Gerês;7;7;- -;- -;- -;,,,,,,,
112031004: Carvalheira;65;65;- -;- -;- -;,,,,,,,
112031008: Covide;39;39;- -;- -;- -;,,,,,,,
112031009: Gondoriz;30;30;- -;- -;- -;,,,,,,,
112031010: Moimenta;16;16;- -;- -;- -;,,,,,,,
112031012: Ribeira;28;28;- -;- -;- -;,,,,,,,
112031013: Rio Caldo;33;33;- -;- -;- -;,,,,,,,
112031014: Souto;39;39;- -;- -;- -;,,,,,,,
112031018: União das freguesias de Chamoim e Vilar;133;133;- -;- -;- -;,,,,,,,
112031019: União das freguesias de Chorense e Monte;103;103;- -;- -;- -;,,,,,,,
112031020: União das freguesias de Cibões e Brufe;78;78;- -;- -;- -;,,,,,,,
112031015: Valdosende;22;22;- -;- -;- -;,,,,,,,
112031017: Vilar da Veiga;31;31;- -;- -;- -;,,,,,,,
1120313: Vila Verde;2859;2753;106;- -;- -;,,,,,,,
112031359: Aboim da Nóbrega e Gondomar;41;38;3;- -;- -;,,,,,,,
112031304: Atiães;91;91;- -;- -;- -;,,,,,,,
112031308: Cabanelas;187;142;45;- -;- -;,,,,,,,
112031309: Cervães;69;54;15;- -;- -;,,,,,,,
112031311: Coucieiro;86;86;- -;- -;- -;,,,,,,,
112031313: Dossãos;42;42;0;- -;- -;,,,,,,,
112031316: Freiriz;68;63;5;- -;- -;,,,,,,,
112031317: Gême;35;34;1;- -;- -;,,,,,,,
112031323: Lage;77;75;1;- -;- -;,,,,,,,
112031324: Lanhas;41;41;0;- -;- -;,,,,,,,
112031325: Loureira;31;31;0;- -;- -;,,,,,,,
112031328: Moure;66;66;0;- -;- -;,,,,,,,
112031330: Oleiros;46;46;0;- -;- -;,,,,,,,
112031331: Parada de Gatim;48;48;- -;- -;- -;,,,,,,,
112031335: Pico;54;54;- -;- -;- -;,,,,,,,
112031337: Ponte;46;46;0;- -;- -;,,,,,,,
112031350: Prado (São Miguel);69;69;- -;- -;- -;,,,,,,,
112031340: Sabariz;6;6;- -;- -;- -;,,,,,,,
112031352: Soutelo;130;130;- -;- -;- -;,,,,,,,
112031354: Turiz;54;54;- -;- -;- -;,,,,,,,
