
Quadro extraído em 11 de Outubro de 2022 (08:47:29)
http://www.ine.pt



Período de referência dos dados;Localização geográfica (NUTS - 2013);Superfície das culturas temporárias (ha) por Localização geográfica (NUTS - 2013), Tipo (culturas temporárias) e Importância -  Decenal (1) ;
;11E040543: União das freguesias de Podence e Santa Combinha;512;
;11E040544: União das freguesias de Talhinhas e Bagueixe;995;
;11E040532: Vale Benfeito;302;
;11E040533: Vale da Porca;159;
;11E040534: Vale de Prados;250;
;11E040536: Vilarinho de Agrochão;361;
;11E040538: Vinhas;437;
;11E0406: Miranda do Douro;9386;
;11E040604: Duas Igrejas;1082;
;11E040605: Genísio;560;
;11E040607: Malhadas;654;
;11E040608: Miranda do Douro;430;
;11E040609: Palaçoulo;1372;
;11E040611: Picote;220;
;11E040612: Póvoa;626;
;11E040613: São Martinho de Angueira;288;
;11E040618: União das freguesias de Constantim e Cicouro;742;
;11E040619: União das freguesias de Ifanes e Paradela;1036;
;11E040620: União das freguesias de Sendim e Atenor;1268;
;11E040621: União das freguesias de Silva e Águas Vivas;483;
;11E040616: Vila Chã de Braciosa;625;
;11E0407: Mirandela;8083;
;11E040701: Abambres;325;
;11E040702: Abreiro;46;
;11E040703: Aguieiras;146;
;11E040704: Alvites;218;
;11E040708: Bouça;144;
;11E040709: Cabanelas;529;
;11E040710: Caravelas;332;
;11E040711: Carvalhais;511;
;11E040712: Cedães;231;
;11E040713: Cobro;136;
;11E040714: Fradizela;136;
;11E040716: Frechas;165;
;11E040718: Lamas de Orelhão;334;
;11E040720: Mascarenhas;233;
;11E040721: Mirandela;238;
;11E040722: Múrias;372;
;11E040724: Paços;305;
;11E040727: São Pedro Velho;281;
;11E040728: São Salvador;143;
;11E040729: Suçães;655;
;11E040730: Torre de Dona Chama;385;
;11E040738: União das freguesias de Avantos e Romeu;228;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;301;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;269;
;11E040741: União das freguesias de Franco e Vila Boa;242;
;11E040742: União das freguesias de Freixeda e Vila Verde;213;
;11E040731: Vale de Asnes;371;
;11E040732: Vale de Gouvinhas;223;
;11E040733: Vale de Salgueiro;277;
;11E040734: Vale de Telhas;94;
;11E0408: Mogadouro;16050;
;11E040801: Azinhoso;769;
;11E040802: Bemposta;319;
;11E040803: Bruçó;369;
;11E040804: Brunhoso;492;
;11E040807: Castelo Branco;471;
;11E040808: Castro Vicente;334;
;11E040809: Meirinhos;267;
;11E040811: Paradela;421;
;11E040812: Penas Roias;981;
;11E040813: Peredo da Bemposta;313;
;11E040815: Saldanha;688;
;11E040817: São Martinho do Peso;837;
;11E040819: Tó;636;
;11E040820: Travanca;600;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;1816;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;2918;
;11E040831: União das freguesias de Remondes e Soutelo;752;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;1440;
;11E040821: Urrós;367;
;11E040822: Vale da Madre;293;
;11E040826: Vila de Ala;965;
;11E0410: Vila Flor;1916;
;11E041002: Benlhevai;64;
;11E041005: Freixiel;182;
;11E041009: Roios;60;
;11E041010: Samões;164;
;11E041011: Sampaio;95;
;11E041012: Santa Comba de Vilariça;18;
;11E041013: Seixo de Manhoses;95;
;11E041014: Trindade;80;
;11E041020: União das freguesias de Assares e Lodões;124;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;122;
;11E041022: União das freguesias de Valtorno e Mourão;228;
;11E041023: União das freguesias de Vila Flor e Nabo;342;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;267;
;11E041015: Vale Frechoso;77;
;11E0411: Vimioso;6845;
;11E041103: Argozelo;603;
;11E041107: Carção;436;
;11E041108: Matela;426;
;11E041109: Pinelo;610;
;11E041110: Santulhão;620;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;902;
;11E041116: União das freguesias de Caçarelhos e Angueira;1124;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;952;
;11E041113: Vilar Seco;488;
;11E041114: Vimioso;683;
;11E0412: Vinhais;10108;
;11E041201: Agrochão;272;
;11E041203: Candedo;270;
;11E041204: Celas;490;
;11E041206: Edral;296;
;11E041207: Edrosa;425;
;11E041208: Ervedosa;435;
;11E041215: Paçó;478;
;11E041216: Penhas Juntas;416;
;11E041219: Rebordelo;414;
;11E041221: Santalha;282;
;11E041226: Tuizelo;631;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;361;
;11E041237: União das freguesias de Moimenta e Montouto;473;
;11E041238: União das freguesias de Nunes e Ousilhão;376;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;392;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;353;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;658;
;11E041242: União das freguesias de Travanca e Santa Cruz;418;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;228;
;11E041227: Vale das Fontes;320;
;11E041229: Vila Boa de Ousilhão;153;
;11E041230: Vila Verde;335;
;11E041232: Vilar de Ossos;379;
;11E041233: Vilar de Peregrinos;248;
;11E041234: Vilar Seco de Lomba;331;
;11E041235: Vinhais;674;
;16: Centro;487082;
;16B: Oeste;47013;
;16B1001: Alcobaça;5582;
;16B100102: Alfeizerão;971;
;16B100120: Aljubarrota;453;
;16B100104: Bárrio;368;
;16B100105: Benedita;516;
;16B100106: Cela;803;
;16B100108: Évora de Alcobaça;593;
;16B100109: Maiorga;53;
;16B100112: São Martinho do Porto;260;
;16B100114: Turquel;882;
;16B100121: União das freguesias de Alcobaça e Vestiaria;142;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;148;
;16B100123: União das freguesias de Pataias e Martingança;190;
;16B100116: Vimeiro;206;
;16B1101: Alenquer;4713;
;16B110106: Carnota;369;
;16B110107: Meca;257;
;16B110108: Olhalvo;194;
;16B110109: Ota;131;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;505;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;581;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);1050;
;16B110120: União das freguesias de Carregado e Cadafais;156;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;342;
;16B110113: Ventosa;747;
;16B110114: Vila Verde dos Francos;380;
;16B1102: Arruda dos Vinhos;2850;
;16B110201: Arranhó;835;
;16B110202: Arruda dos Vinhos;1320;
;16B110203: Cardosas;94;
;16B110204: São Tiago dos Velhos;601;
;16B1005: Bombarral;1152;
;16B100502: Carvalhal;290;
;16B100505: Pó;274;
;16B100503: Roliça;286;
;16B100506: União das freguesias do Bombarral e Vale Covo;303;
;16B1104: Cadaval;1369;
;16B110401: Alguber;230;
;16B110407: Peral;88;
;16B110412: União das freguesias de Lamas e Cercal;407;
;16B110413: União das freguesias de Painho e Figueiros;216;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;171;
;16B110409: Vermelha;115;
;16B110410: Vilar;143;
;16B1006: Caldas da Rainha;3839;
;16B100601: A dos Francos;343;
;16B100602: Alvorninha;709;
;16B100604: Carvalhal Benfeito;153;
;16B100606: Foz do Arelho;57;
;16B100607: Landal;134;
;16B100608: Nadadouro;84;
;16B100609: Salir de Matos;349;
;16B100611: Santa Catarina;229;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;363;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;482;
;16B100619: União das freguesias de Tornada e Salir do Porto;582;
;16B100615: Vidais;354;
;16B1108: Lourinhã;6665;
;16B110803: Moita dos Ferreiros;923;
;16B110805: Reguengo Grande;468;
;16B110810: Ribamar;297;
;16B110806: Santa Bárbara;298;
;16B110812: União das freguesias de Lourinhã e Atalaia;2684;
;16B110813: União das freguesias de Miragaia e Marteleira;1081;
;16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;655;
;16B110808: Vimeiro;259;
;16B1011: Nazaré;1453;
;16B101101: Famalicão;472;
;16B101102: Nazaré;93;
;16B101103: Valado dos Frades;887;
;16B1012: Óbidos;2920;
;16B101201: A dos Negros;347;
;16B101202: Amoreira;331;
;16B101208: Gaeiras;443;
;16B101203: Olho Marinho;447;
;16B101210: Santa Maria, São Pedro e Sobral da Lagoa;895;
;16B101209: Usseira;- -;
;16B101207: Vau;456;
;16B1014: Peniche;3707;
;16B101402: Atouguia da Baleia;2790;
;16B101406: Ferrel;535;
;16B101407: Peniche;8;
;16B101405: Serra d'El-Rei;375;
;16B1112: Sobral de Monte Agraço;2907;
;16B111201: Santo Quintino;1301;
;16B111202: Sapataria;1065;
;16B111203: Sobral de Monte Agraço;542;
;16B1113: Torres Vedras;9855;
;16B111306: Freiria;403;
;16B111310: Ponte do Rol;354;
;16B111311: Ramalhal;256;
;16B111314: São Pedro da Cadeira;1194;
;16B111316: Silveira;843;
;16B111317: Turcifal;443;
;16B111321: União das freguesias de A dos Cunhados e Maceira;1262;
;16B111322: União das freguesias de Campelos e Outeiro da Cabeça;629;
;16B111323: União das freguesias de Carvoeira e Carmões;626;
;16B111324: União das freguesias de Dois Portos e Runa;998;
;16B111325: União das freguesias de Maxial e Monte Redondo;453;
;16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;1307;
;16B111318: Ventosa;1087;
;16D: Região de Aveiro;49990;
;16D0101: Águeda;6225;
;16D010103: Aguada de Cima;519;
;16D010109: Fermentelos;308;
;16D010112: Macinhata do Vouga;630;
;16D010121: União das freguesias de Águeda e Borralha;521;
;16D010122: União das freguesias de Barrô e Aguada de Baixo;300;
;16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;628;
;16D010124: União das freguesias de Recardães e Espinhel;661;
;16D010125: União das freguesias de Travassô e Óis da Ribeira;497;
;16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;729;
;16D010127: União das freguesias do Préstimo e Macieira de Alcoba;535;
;16D010119: Valongo do Vouga;896;
;16D0102: Albergaria-a-Velha;4588;
;16D010209: Albergaria-a-Velha e Valmaior;723;
;16D010202: Alquerubim;736;
;16D010203: Angeja;979;
;16D010204: Branca;578;
;16D010206: Ribeira de Fráguas;243;
;16D010210: São João de Loure e Frossos;1329;
;16D0103: Anadia;3512;
;16D010304: Avelãs de Caminho;49;
;16D010305: Avelãs de Cima;568;
;16D010307: Moita;198;
;16D010309: Sangalhos;261;
;16D010310: São Lourenço do Bairro;362;
;16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;418;
;16D010317: União das freguesias de Arcos e Mogofores;359;
;16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;139;
;16D010312: Vila Nova de Monsarros;236;
;16D010313: Vilarinho do Bairro;921;
;16D0105: Aveiro;5762;
;16D010501: Aradas;549;
;16D010502: Cacia;821;
;16D010515: Eixo e Eirol;1030;
;16D010505: Esgueira;327;
;16D010508: Oliveirinha;978;
;16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;1347;
;16D010513: Santa Joana;268;
;16D010510: São Bernardo;306;
;16D010511: São Jacinto;50;
;16D010517: União das freguesias de Glória e Vera Cruz;87;
;16D0108: Estarreja;6412;
;16D010801: Avanca;1468;
;16D010805: Pardilhó;535;
;16D010806: Salreu;1531;
;16D010808: União das freguesias de Beduído e Veiros;1646;
;16D010809: União das freguesias de Canelas e Fermelã;1233;
;16D0110: Ílhavo;2216;
;16D011005: Gafanha da Encarnação;338;
;16D011006: Gafanha da Nazaré;280;
;16D011007: Gafanha do Carmo;352;
;16D011008: Ílhavo (São Salvador);1246;
;16D0112: Murtosa;2504;
;16D011201: Bunheiro;1364;
;16D011202: Monte;119;
;16D011203: Murtosa;613;
;16D011204: Torreira;408;
;16D0114: Oliveira do Bairro;3480;
;16D011403: Oiã;1024;
;16D011404: Oliveira do Bairro;574;
;16D011405: Palhaça;521;
;16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;1361;
;16D0115: Ovar;4711;
;16D011502: Cortegaça;20;
;16D011503: Esmoriz;116;
;16D011504: Maceda;309;
;16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;2413;
;16D011507: Válega;1853;
;16D0117: Sever do Vouga;2086;
;16D011702: Couto de Esteves;422;
;16D011704: Pessegueiro do Vouga;90;
;16D011705: Rocas do Vouga;460;
;16D011706: Sever do Vouga;96;
;16D011708: Talhadas;403;
;16D011710: União das freguesias de Cedrim e Paradela;286;
;16D011711: União das freguesias de Silva Escura e Dornelas;329;
;16D0118: Vagos;8495;
;16D011801: Calvão;923;
;16D011804: Gafanha da Boa Hora;1309;
;16D011805: Ouca;965;
;16D011810: Santo André de Vagos;856;
;16D011807: Sosa;1050;
;16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;1048;
;16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;825;
;16D011814: União das freguesias de Vagos e Santo António;1519;
;16E: Região de Coimbra;76376;
;16E0601: Arganil;2101;
;16E060102: Arganil;318;
;16E060104: Benfeita;99;
;16E060105: Celavisa;37;
;16E060109: Folques;79;
;16E060111: Piódão;25;
;16E060112: Pomares;68;
;16E060113: Pombeiro da Beira;312;
;16E060114: São Martinho da Cortiça;405;
;16E060115: Sarzedo;143;
;16E060116: Secarias;44;
;16E060119: União das freguesias de Cepos e Teixeira;68;
;16E060120: União das freguesias de Cerdeira e Moura da Serra;65;
;16E060121: União das freguesias de Côja e Barril de Alva;241;
;16E060122: União das freguesias de Vila Cova de Alva e Anseriz;198;
;16E0602: Cantanhede;10044;
;16E060201: Ançã;148;
;16E060203: Cadima;1430;
;16E060205: Cordinhã;340;
;16E060207: Febres;665;
;16E060208: Murtede;319;
;16E060209: Ourentã;455;
;16E060218: Sanguinheira;1420;
;16E060215: São Caetano;210;
;16E060214: Tocha;2028;
;16E060220: União das freguesias de Cantanhede e Pocariça;597;
;16E060221: União das freguesias de Covões e Camarneira;954;
;16E060222: União das freguesias de Portunhos e Outil;390;
;16E060223: União das freguesias de Sepins e Bolho;553;
;16E060224: União das freguesias de Vilamar e Corticeiro de Cima;535;
;16E0603: Coimbra;5349;
;16E060301: Almalaguês;201;
;16E060309: Brasfemes;21;
;16E060311: Ceira;66;
;16E060312: Cernache;198;
;16E060318: Santo António dos Olivais;62;
;16E060320: São João do Campo;485;
;16E060324: São Silvestre;612;
;16E060329: Torres do Mondego;24;
;16E060332: União das freguesias de Antuzede e Vil de Matos;319;
;16E060333: União das freguesias de Assafarge e Antanhol;91;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);100;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;219;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;165;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;694;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;709;
;16E060339: União das freguesias de Souselas e Botão;400;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;771;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;212;
;16E0604: Condeixa-a-Nova;2637;
;16E060401: Anobra;420;
;16E060406: Ega;699;
;16E060407: Furadouro;143;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;432;
;16E060412: União das freguesias de Sebal e Belide;483;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;176;
;16E060410: Zambujal;285;
;16E0605: Figueira da Foz;10422;
;16E060519: Alhadas;1349;
;16E060502: Alqueidão;1574;
;16E060515: Bom Sucesso;1269;
;16E060520: Buarcos;211;
;16E060521: Ferreira-a-Nova;1745;
;16E060522: Lavos;519;
;16E060507: Maiorca;985;
;16E060508: Marinha das Ondas;447;
;16E060518: Moinhos da Gândara;- -;
;16E060523: Paião;1061;
;16E060524: Quiaios;543;
;16E060514: São Pedro;22;
;16E060512: Tavarede;145;
;16E060513: Vila Verde;551;
;16E0606: Góis;360;
;16E060601: Alvares;49;
;16E060604: Góis;189;
;16E060606: União das freguesias de Cadafaz e Colmeal;37;
;16E060605: Vila Nova do Ceira;85;
;16E0607: Lousã;810;
;16E060706: Gândaras;- -;
;16E060704: Serpins;136;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;150;
;16E060708: União das freguesias de Lousã e Vilarinho;524;
;16E0111: Mealhada;2101;
;16E011102: Barcouço;432;
;16E011103: Casal Comba;840;
;16E011104: Luso;71;
;16E011106: Pampilhosa;111;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;458;
;16E011107: Vacariça;190;
;16E0608: Mira;7614;
;16E060803: Carapelhos;587;
;16E060801: Mira;5373;
;16E060804: Praia de Mira;913;
;16E060802: Seixo;741;
;16E0609: Miranda do Corvo;1480;
;16E060901: Lamas;167;
;16E060902: Miranda do Corvo;443;
;16E060906: União das freguesias de Semide e Rio Vide;563;
;16E060905: Vila Nova;308;
;16E0610: Montemor-o-Velho;12409;
;16E061002: Arazede;3453;
;16E061003: Carapinheira;1523;
;16E061014: Ereira;530;
;16E061005: Liceia;734;
;16E061006: Meãs do Campo;521;
;16E061008: Pereira;462;
;16E061009: Santo Varão;556;
;16E061010: Seixo de Gatões;962;
;16E061011: Tentúgal;1726;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;781;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;1161;
;16E1808: Mortágua;1978;
;16E180802: Cercosa;97;
;16E180804: Espinho;372;
;16E180805: Marmeleira;137;
;16E180807: Pala;260;
;16E180808: Sobral;554;
;16E180809: Trezói;113;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;445;
;16E0611: Oliveira do Hospital;5270;
;16E061101: Aldeia das Dez;57;
;16E061102: Alvoco das Várzeas;80;
;16E061103: Avô;55;
;16E061104: Bobadela;164;
;16E061106: Lagares;615;
;16E061109: Lourosa;306;
;16E061110: Meruge;395;
;16E061111: Nogueira do Cravo;637;
;16E061115: São Gião;138;
;16E061118: Seixo da Beira;742;
;16E061119: Travanca de Lagos;209;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;727;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;363;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;570;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;58;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;153;
;16E0612: Pampilhosa da Serra;568;
;16E061201: Cabril;18;
;16E061202: Dornelas do Zêzere;100;
;16E061211: Fajão-Vidual;41;
;16E061204: Janeiro de Baixo;172;
;16E061206: Pampilhosa da Serra;52;
;16E061207: Pessegueiro;31;
;16E061212: Portela do Fojo-Machio;60;
;16E061209: Unhais-o-Velho;94;
;16E0613: Penacova;1965;
;16E061301: Carvalho;329;
;16E061302: Figueira de Lorvão;289;
;16E061304: Lorvão;209;
;16E061307: Penacova;295;
;16E061310: Sazes do Lorvão;132;
;16E061312: União das freguesias de Friúmes e Paradela;118;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;199;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;393;
;16E0614: Penela;1335;
;16E061401: Cumeeira;209;
;16E061402: Espinhal;103;
;16E061403: Podentes;103;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;921;
;16E0615: Soure;5118;
;16E061501: Alfarelos;205;
;16E061504: Figueiró do Campo;319;
;16E061506: Granja do Ulmeiro;132;
;16E061508: Samuel;457;
;16E061509: Soure;1704;
;16E061510: Tapéus;144;
;16E061513: União das freguesias de Degracias e Pombalinho;761;
;16E061514: União das freguesias de Gesteira e Brunhós;463;
;16E061511: Vila Nova de Anços;414;
;16E061512: Vinha da Rainha;520;
;16E0616: Tábua;4226;
;16E061602: Candosa;349;
;16E061603: Carapinha;152;
;16E061608: Midões;552;
;16E061609: Mouronho;427;
;16E061611: Póvoa de Midões;208;
;16E061612: São João da Boa Vista;278;
;16E061614: Tábua;554;
;16E061616: União das freguesias de Ázere e Covelo;369;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;633;
;16E061618: União das freguesias de Espariz e Sinde;439;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;267;
;16E0617: Vila Nova de Poiares;589;
;16E061701: Arrifana;191;
;16E061702: Lavegadas;47;
;16E061703: Poiares (Santo André);235;
;16E061704: São Miguel de Poiares;116;
;16F: Região de Leiria;23323;
;16F1002: Alvaiázere;1478;
;16F100201: Almoster;409;
;16F100208: Alvaiázere;238;
;16F100204: Maçãs de Dona Maria;216;
;16F100205: Pelmá;198;
;16F100209: Pussos São Pedro;417;
;16F1003: Ansião;2027;
;16F100301: Alvorge;447;
;16F100309: Ansião;496;
;16F100303: Avelar;52;
;16F100304: Chão de Couce;171;
;16F100306: Pousaflores;241;
;16F100307: Santiago da Guarda;620;
;16F1004: Batalha;1003;
;16F100401: Batalha;339;
;16F100404: Golpilheira;59;
;16F100402: Reguengo do Fetal;200;
;16F100403: São Mamede;405;
;16F1007: Castanheira de Pêra;41;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;41;
;16F1008: Figueiró dos Vinhos;1003;
;16F100801: Aguda;138;
;16F100802: Arega;331;
;16F100803: Campelo;24;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;510;
;16F1009: Leiria;5750;
;16F100901: Amor;596;
;16F100902: Arrabal;113;
;16F100925: Bajouca;187;
;16F100926: Bidoeira de Cima;104;
;16F100907: Caranguejeira;307;
;16F100909: Coimbrão;114;
;16F100913: Maceira;400;
;16F100915: Milagres;151;
;16F100921: Regueira de Pontes;135;
;16F100932: União das freguesias de Colmeias e Memória;340;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;244;
;16F100934: União das freguesias de Marrazes e Barosa;167;
;16F100935: União das freguesias de Monte Real e Carvide;434;
;16F100936: União das freguesias de Monte Redondo e Carreira;489;
;16F100937: União das freguesias de Parceiros e Azoia;149;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;436;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;287;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;1097;
;16F1010: Marinha Grande;637;
;16F101001: Marinha Grande;178;
;16F101003: Moita;56;
;16F101002: Vieira de Leiria;403;
;16F1013: Pedrógão Grande;1431;
;16F101301: Graça;438;
;16F101302: Pedrógão Grande;794;
;16F101303: Vila Facaia;199;
;16F1015: Pombal;8173;
;16F101501: Abiul;719;
;16F101503: Almagreira;693;
;16F101504: Carnide;187;
;16F101505: Carriço;567;
;16F101506: Louriçal;1438;
;16F101515: Meirinhas;121;
;16F101508: Pelariga;352;
;16F101509: Pombal;1550;
;16F101510: Redinha;358;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;809;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;615;
;16F101513: Vermoil;428;
;16F101514: Vila Cã;334;
;16F1016: Porto de Mós;1782;
;16F101602: Alqueidão da Serra;247;
;16F101605: Calvaria de Cima;39;
;16F101606: Juncal;252;
;16F101608: Mira de Aire;57;
;16F101609: Pedreiras;130;
;16F101614: Porto de Mós - São João Baptista e São Pedro;115;
;16F101610: São Bento;257;
;16F101613: Serro Ventoso;188;
;16F101615: União das freguesias de Alvados e Alcaria;214;
;16F101616: União das freguesias de Arrimal e Mendiga;283;
;16G: Viseu Dão Lafões;83287;
;16G0901: Aguiar da Beira;5452;
;16G090102: Carapito;528;
;16G090103: Cortiçada;274;
;16G090105: Dornelas;502;
;16G090106: Eirado;400;
;16G090107: Forninhos;285;
;16G090109: Pena Verde;942;
;16G090110: Pinheiro;257;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;938;
;16G090115: União das freguesias de Sequeiros e Gradiz;485;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;840;
;16G1802: Carregal do Sal;2869;
;16G180201: Beijós;432;
;16G180202: Cabanas de Viriato;401;
;16G180204: Oliveira do Conde;966;
;16G180206: Parada;264;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;806;
;16G1803: Castro Daire;5448;
;16G180301: Almofala;163;
;16G180303: Cabril;230;
;16G180304: Castro Daire;548;
;16G180305: Cujó;94;
;16G180309: Gosende;112;
;16G180312: Mões;981;
;16G180313: Moledo;916;
;16G180314: Monteiras;211;
;16G180317: Pepim;208;
;16G180319: Pinheiro;110;
;16G180322: São Joaninho;143;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;738;
;16G180324: União das freguesias de Mezio e Moura Morta;177;
;16G180325: União das freguesias de Parada de Ester e Ester;321;
;16G180326: União das freguesias de Picão e Ermida;127;
;16G180327: União das freguesias de Reriz e Gafanhão;368;
;16G1806: Mangualde;10179;
;16G180601: Abrunhosa-a-Velha;675;
;16G180602: Alcafache;453;
;16G180605: Cunha Baixa;682;
;16G180606: Espinho;793;
;16G180607: Fornos de Maceira Dão;740;
;16G180608: Freixiosa;225;
;16G180614: Quintela de Azurara;250;
;16G180616: São João da Fresta;522;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;1988;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;554;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;1277;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);2021;
;16G1809: Nelas;3414;
;16G180901: Canas de Senhorim;686;
;16G180908: Lapa do Lobo;256;
;16G180903: Nelas;402;
;16G180905: Senhorim;743;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;476;
;16G180911: União das freguesias de Santar e Moreira;564;
;16G180906: Vilar Seco;287;
;16G1810: Oliveira de Frades;6283;
;16G181002: Arcozelo das Maias;1151;
;16G181005: Pinheiro;770;
;16G181007: Ribeiradio;904;
;16G181008: São João da Serra;630;
;16G181009: São Vicente de Lafões;460;
;16G181013: União das freguesias de Arca e Varzielas;609;
;16G181014: União das freguesias de Destriz e Reigoso;876;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;883;
;16G1811: Penalva do Castelo;4795;
;16G181102: Castelo de Penalva;1167;
;16G181103: Esmolfe;196;
;16G181104: Germil;340;
;16G181105: Ínsua;308;
;16G181106: Lusinde;124;
;16G181109: Pindo;863;
;16G181110: Real;399;
;16G181111: Sezures;391;
;16G181112: Trancozelos;161;
;16G181114: União das freguesias de Antas e Matela;428;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;419;
;16G1814: Santa Comba Dão;2283;
;16G181403: Pinheiro de Ázere;272;
;16G181405: São Joaninho;256;
;16G181406: São João de Areias;503;
;16G181410: União das freguesias de Ovoa e Vimieiro;357;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;340;
;16G181412: União das freguesias de Treixedo e Nagozela;555;
;16G1816: São Pedro do Sul;7156;
;16G181602: Bordonhos;242;
;16G181606: Figueiredo de Alva;497;
;16G181607: Manhouce;492;
;16G181608: Pindelo dos Milagres;280;
;16G181609: Pinho;365;
;16G181612: São Félix;165;
;16G181615: Serrazes;586;
;16G181616: Sul;546;
;16G181620: União das freguesias de Carvalhais e Candal;1011;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;763;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;347;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;883;
;16G181617: Valadares;513;
;16G181619: Vila Maior;467;
;16G1817: Sátão;7033;
;16G181702: Avelal;216;
;16G181704: Ferreira de Aves;2180;
;16G181706: Mioma;617;
;16G181707: Rio de Moinhos;509;
;16G181709: São Miguel de Vila Boa;764;
