
Quadro extraído em 17 de Outubro de 2022 (00:04:15)
http://www.ine.pt



Localização geográfica (NUTS - 2013) (1) ;Volume de trabalho da mão-de-obra agrícola (UTA) por Localização geográfica (NUTS - 2013) e Tipo de mão-de-obra -  Decenal (2) ;;;;;;;;;
;Período de referência dos dados;;;;;;;;;
11B171302: Alfarela de Jales;117;110;60;28;22;6;1;5;1;
11B171319: Alvão;233;231;111;66;54;2;0;1;1;
11B171303: Bornes de Aguiar;373;357;175;122;60;16;9;6;2;
11B171304: Bragado;174;174;81;62;31;0;0;0;0;
11B171305: Capeludos;228;216;99;74;42;13;0;12;1;
11B171317: Sabroso de Aguiar;36;35;23;9;3;2;0;2;0;
11B171310: Soutelo de Aguiar;262;225;114;67;44;37;22;12;2;
11B171311: Telões;180;168;87;41;40;12;5;6;1;
11B171312: Tresminas;245;239;118;80;42;6;0;4;1;
11B171320: União das freguesias de Pensalvos e Parada de Monteiros;110;104;51;31;22;6;3;3;1;
11B171313: Valoura;134;129;64;44;21;5;0;5;1;
11B171314: Vila Pouca de Aguiar;183;177;96;51;29;6;0;6;1;
11B171315: Vreia de Bornes;192;185;89;68;27;7;0;6;1;
11B171316: Vreia de Jales;183;163;94;50;18;20;7;12;2;
11C: Tâmega e Sousa;29689;25627;11594;7904;6130;4062;1882;2053;128;
11C1301: Amarante;4175;3512;1525;1114;873;663;282;357;24;
11C130103: Ansiães;95;89;40;30;19;6;0;5;0;
11C130107: Candemil;140;127;58;41;29;13;0;12;1;
11C130112: Fregim;161;133;57;48;28;28;12;15;1;
11C130115: Fridão;43;33;14;11;8;10;4;6;0;
11C130117: Gondar;130;107;42;32;33;23;5;17;1;
11C130134: Gouveia (São Simão);152;147;61;44;43;5;0;4;1;
11C130118: Jazente;65;55;27;17;12;10;1;9;1;
11C130119: Lomba;60;45;21;12;12;15;7;8;1;
11C130120: Louredo;61;46;23;16;8;15;9;5;0;
11C130121: Lufrei;89;69;32;18;18;21;8;12;1;
11C130123: Mancelos;218;195;79;64;52;24;10;12;1;
11C130126: Padronelo;63;59;23;19;17;5;0;4;0;
11C130128: Rebordelo;58;53;18;15;21;5;0;5;0;
11C130129: Salvador do Monte;135;100;45;35;21;35;21;13;1;
11C130135: Telões;522;471;208;139;124;51;13;35;3;
11C130136: Travanca;194;152;66;53;33;43;24;18;1;
11C130141: União das freguesias de Aboadela, Sanche e Várzea;222;194;80;66;48;28;12;15;1;
11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;329;188;85;57;46;141;94;46;2;
11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;249;234;90;79;65;15;1;13;1;
11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);234;200;88;68;44;33;17;15;2;
11C130145: União das freguesias de Freixo de Cima e de Baixo;246;223;88;71;63;24;7;16;1;
11C130146: União das freguesias de Olo e Canadelo;71;63;29;18;17;9;2;7;0;
11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;228;192;94;64;35;36;12;23;2;
11C130138: Vila Caiz;142;123;54;36;34;19;7;11;0;
11C130139: Vila Chã do Marão;90;69;34;20;15;21;7;13;1;
11C130147: Vila Meã;176;147;74;45;28;29;13;16;1;
11C1302: Baião;3244;2829;1319;857;654;414;155;251;8;
11C130204: Frende;72;59;26;14;19;12;1;11;0;
11C130205: Gestaçô;239;197;86;70;42;41;22;19;1;
11C130206: Gove;292;271;132;75;65;21;10;10;1;
11C130207: Grilo;90;86;38;32;17;3;1;2;1;
11C130208: Loivos do Monte;96;90;39;29;23;6;3;3;0;
11C130215: Santa Marinha do Zêzere;366;270;121;76;73;96;28;67;1;
11C130221: União das freguesias de Ancede e Ribadouro;318;274;139;93;42;43;11;32;1;
11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;166;136;71;39;26;30;15;14;1;
11C130223: União das freguesias de Campelo e Ovil;528;501;233;150;119;27;9;16;1;
11C130224: União das freguesias de Loivos da Ribeira e Tresouras;149;112;54;34;24;37;17;20;0;
11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;383;328;145;101;82;55;26;28;1;
11C130226: União das freguesias de Teixeira e Teixeiró;248;227;103;73;51;20;6;14;1;
11C130219: Valadares;207;189;92;44;54;18;7;10;1;
11C130220: Viariz;92;89;41;30;18;4;0;3;0;
11C0106: Castelo de Paiva;1260;1189;552;358;280;71;28;39;4;
11C010602: Fornos;78;71;34;23;14;8;4;3;0;
11C010606: Real;286;278;121;85;73;8;1;6;1;
11C010607: Santa Maria de Sardoura;196;183;101;41;42;13;5;6;1;
11C010608: São Martinho de Sardoura;72;69;37;20;12;3;1;2;0;
11C010610: União das freguesias de Raiva, Pedorido e Paraíso;355;339;159;105;76;15;9;6;1;
11C010611: União das freguesias de Sobrado e Bairros;273;249;101;85;63;24;8;15;1;
11C0305: Celorico de Basto;3533;3208;1375;1001;832;326;112;198;17;
11C030501: Agilde;173;167;75;53;39;7;1;5;1;
11C030502: Arnóia;374;340;141;113;86;34;8;26;1;
11C030520: Basto (São Clemente);163;146;60;45;41;17;17;0;0;
11C030503: Borba de Montanha;258;247;98;70;78;11;5;5;1;
11C030508: Codeçoso;77;58;30;16;12;18;11;7;0;
11C030510: Fervença;214;202;96;62;44;12;2;10;1;
11C030515: Moreira do Castelo;124;119;51;30;37;6;2;4;1;
11C030517: Rego;216;211;92;58;61;5;0;4;1;
11C030518: Ribas;249;240;91;86;62;10;1;8;1;
11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;483;423;183;144;96;60;15;42;3;
11C030524: União das freguesias de Caçarilhe e Infesta;236;221;102;72;47;15;3;11;1;
11C030525: União das freguesias de Canedo de Basto e Corgo;221;196;83;58;56;25;6;18;1;
11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);265;251;105;76;70;13;2;10;2;
11C030527: União das freguesias de Veade, Gagos e Molares;322;242;101;63;78;80;35;43;1;
11C030521: Vale de Bouro;158;147;67;54;26;11;4;6;1;
11C1804: Cinfães;3153;2965;1360;901;705;188;59;123;6;
11C180403: Cinfães;368;338;163;109;66;30;8;22;1;
11C180404: Espadanedo;67;51;22;13;16;16;11;5;0;
11C180405: Ferreiros de Tendais;171;171;71;63;37;0;0;0;0;
11C180406: Fornelos;205;195;101;61;33;10;1;9;0;
11C180408: Moimenta;77;75;29;23;23;2;0;2;0;
11C180409: Nespereira;343;331;171;106;55;11;1;9;1;
11C180410: Oliveira do Douro;194;174;72;49;53;21;8;13;0;
11C180412: Santiago de Piães;357;347;145;86;116;10;5;5;1;
11C180413: São Cristóvão de Nogueira;313;282;137;82;64;31;4;26;1;
11C180414: Souselo;200;177;84;56;37;23;9;14;1;
11C180415: Tarouquela;162;151;72;36;42;12;8;4;0;
11C180416: Tendais;286;285;120;103;62;1;0;0;1;
11C180417: Travanca;183;163;79;45;40;20;5;14;0;
11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;228;227;95;70;62;0;0;0;0;
11C1303: Felgueiras;2412;1993;945;624;424;420;218;188;14;
11C130301: Aião;73;64;30;20;15;9;2;6;1;
11C130302: Airães;121;105;49;33;24;15;5;10;1;
11C130305: Friande;98;91;37;27;27;7;3;3;1;
11C130306: Idães;114;89;42;33;15;25;19;5;0;
11C130307: Jugueiros;81;72;42;17;13;9;6;3;0;
11C130313: Penacova;69;55;24;19;12;14;7;7;0;
11C130314: Pinheiro;49;45;27;11;7;3;2;1;0;
11C130315: Pombeiro de Ribavizela;58;47;25;12;10;11;8;3;0;
11C130317: Refontoura;94;81;33;34;14;13;7;5;1;
11C130318: Regilde;45;36;18;9;9;9;6;3;0;
11C130319: Revinhade;24;23;12;6;4;1;0;1;0;
11C130324: Sendim;97;75;34;21;20;22;17;5;0;
11C130334: União das freguesias de Macieira da Lixa e Caramos;261;225;101;75;49;36;21;13;1;
11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;353;270;136;82;52;84;46;35;2;
11C130336: União das freguesias de Pedreira, Rande e Sernande;149;122;58;43;21;27;12;14;1;
11C130337: União das freguesias de Torrados e Sousa;116;97;49;29;20;19;14;4;0;
11C130338: União das freguesias de Unhão e Lordelo;116;79;38;22;20;37;11;25;1;
11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;347;288;126;98;64;59;27;30;2;
11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);52;47;28;12;7;5;3;2;0;
11C130341: União das freguesias de Vila Verde e Santão;96;81;37;23;21;15;2;12;1;
11C1305: Lousada;1833;1453;648;444;361;380;227;141;12;
11C130502: Aveleda;62;55;23;17;15;7;1;5;1;
11C130504: Caíde de Rei;228;127;55;44;29;101;83;18;1;
11C130510: Lodares;63;51;21;16;14;12;3;9;1;
11C130512: Macieira;61;51;22;17;13;10;2;7;0;
11C130513: Meinedo;210;161;80;52;30;49;25;21;2;
11C130515: Nevogilde;80;71;28;20;24;9;5;3;0;
11C130524: Sousela;62;56;28;15;12;7;5;2;0;
11C130525: Torno;141;115;45;32;38;26;15;9;1;
11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);142;113;43;34;36;29;10;18;1;
11C130528: União das freguesias de Cristelos, Boim e Ordem;159;138;66;45;27;22;11;9;2;
11C130529: União das freguesias de Figueiras e Covas;78;67;37;16;15;11;5;6;0;
11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);163;149;69;42;37;14;9;4;1;
11C130531: União das freguesias de Nespereira e Casais;84;61;31;17;13;23;14;8;0;
11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;239;205;86;66;53;34;16;17;2;
11C130526: Vilar do Torno e Alentém;60;34;16;13;6;27;22;4;0;
11C1307: Marco de Canaveses;3416;2901;1342;885;674;515;276;225;15;
11C130732: Alpendorada, Várzea e Torrão;238;182;94;61;27;55;33;22;1;
11C130733: Avessadas e Rosém;211;174;75;59;40;37;24;12;1;
11C130704: Banho e Carvalhosa;89;70;36;25;10;19;14;5;0;
11C130734: Bem Viver;205;175;84;52;40;30;21;9;1;
11C130705: Constance;77;61;30;20;11;16;6;9;0;
11C130736: Marco;276;208;92;64;51;68;44;23;2;
11C130737: Paredes de Viadores e Manhuncelos;224;208;89;66;52;16;11;4;1;
11C130738: Penha Longa e Paços de Gaiolo;346;313;165;88;61;33;11;20;1;
11C130739: Sande e São Lourenço do Douro;201;170;82;44;44;31;22;9;1;
11C130735: Santo Isidoro e Livração;61;38;20;11;7;23;14;9;0;
11C130722: Soalhães;345;324;141;84;99;21;13;8;1;
11C130723: Sobretâmega;38;32;18;9;5;5;1;4;0;
11C130724: Tabuado;111;92;40;31;22;19;5;13;1;
11C130740: Várzea, Aliviada e Folhada;355;303;137;94;71;53;13;38;2;
11C130741: Vila Boa de Quires e Maureles;458;389;165;123;102;69;32;34;2;
11C130730: Vila Boa do Bispo;182;163;76;54;34;19;13;6;1;
11C1309: Paços de Ferreira;1018;847;397;239;210;171;101;67;4;
11C130902: Carvalhosa;80;73;36;18;19;7;4;3;0;
11C130904: Eiriz;82;73;34;23;16;9;6;3;1;
11C130905: Ferreira;121;111;54;27;29;11;5;5;0;
11C130906: Figueiró;46;39;22;11;6;7;5;3;0;
11C130917: Frazão Arreigada;119;88;42;23;23;31;10;21;0;
11C130908: Freamunde;82;66;34;18;14;16;9;7;0;
11C130910: Meixomil;60;56;22;17;18;4;0;3;0;
11C130918: Paços de Ferreira;98;63;27;13;24;35;28;7;0;
11C130913: Penamaior;59;51;25;13;13;9;5;4;0;
11C130914: Raimonda;66;58;25;21;11;8;7;1;0;
11C130919: Sanfins Lamoso Codessos;123;108;51;38;19;15;9;6;1;
11C130916: Seroa;81;63;25;19;18;18;14;4;0;
11C1311: Penafiel;3476;2894;1312;868;714;582;343;220;20;
11C131101: Abragão;339;321;132;97;93;18;5;12;1;
11C131102: Boelhe;78;55;26;17;12;23;11;12;0;
11C131103: Bustelo;194;163;73;50;40;31;22;6;2;
11C131104: Cabeça Santa;71;57;24;14;19;14;7;6;0;
11C131105: Canelas;85;68;36;14;18;17;7;10;1;
11C131106: Capela;67;58;31;12;15;9;2;6;1;
11C131107: Castelões;62;49;27;12;10;14;8;5;1;
11C131108: Croca;178;163;65;51;46;15;5;10;1;
11C131109: Duas Igrejas;191;180;86;59;35;11;3;8;1;
11C131110: Eja;71;45;20;14;12;25;18;7;0;
11C131112: Fonte Arcada;64;47;24;13;11;17;11;5;1;
11C131113: Galegos;85;64;30;17;18;21;15;6;0;
11C131141: Guilhufe e Urrô;115;95;40;27;28;20;15;4;1;
11C131115: Irivo;92;75;31;30;15;17;10;7;0;
11C131142: Lagares e Figueira;157;127;65;33;29;30;16;12;1;
11C131140: Luzim e Vila Cova;143;124;59;43;22;19;11;8;1;
11C131121: Oldrões;60;51;27;15;9;9;5;4;0;
11C131122: Paço de Sousa;92;60;28;19;14;31;23;7;1;
11C131139: Penafiel;488;368;168;129;71;120;89;29;3;
11C131125: Perozelo;60;54;21;13;20;6;3;3;0;
11C131128: Rans;86;73;31;20;22;12;6;6;0;
11C131132: Recezinhos (São Mamede);92;82;35;22;26;10;6;4;0;
11C131133: Recezinhos (São Martinho);250;222;99;72;51;28;14;13;1;
11C131129: Rio de Moinhos;96;79;39;20;20;17;6;10;0;
11C131138: Rio Mau;14;11;5;3;3;3;2;2;0;
11C131134: Sebolido;3;3;2;1;1;0;0;0;0;
11C131143: Termas de São Vicente;160;135;64;35;36;25;11;13;1;
11C131136: Valpedre;85;67;27;19;21;18;10;7;0;
11C1813: Resende;2169;1837;820;614;403;332;83;246;4;
11C181302: Barrô;277;195;94;54;47;82;31;51;0;
11C181303: Cárquere;107;99;44;35;20;8;2;5;0;
11C181310: Paus;147;136;66;48;22;11;0;11;0;
11C181311: Resende;405;325;151;112;63;80;20;59;1;
11C181312: São Cipriano;122;117;43;42;32;5;1;4;0;
11C181313: São João de Fontoura;214;182;83;59;40;32;4;28;0;
11C181314: São Martinho de Mouros;294;242;110;71;61;52;8;43;1;
11C181316: União das freguesias de Anreade e São Romão de Aregos;196;150;67;54;29;47;14;32;0;
11C181317: União das freguesias de Felgueiras e Feirão;96;92;41;30;21;5;1;3;0;
11C181318: União das freguesias de Freigil e Miomães;118;108;47;35;26;10;1;9;0;
11C181319: União das freguesias de Ovadas e Panchorra;194;193;76;74;43;0;0;0;0;
11D: Douro;41519;28743;14611;8848;5284;12777;4582;7773;422;
11D1701: Alijó;3917;2554;1322;764;468;1363;451;874;37;
11D170101: Alijó;397;238;118;73;48;159;54;100;6;
11D170107: Favaios;423;191;97;39;55;232;62;166;4;
11D170108: Pegarinhos;144;115;67;33;15;29;5;23;1;
11D170109: Pinhão;74;3;2;1;x;72;28;43;0;
11D170112: Sanfins do Douro;464;307;175;74;59;157;54;98;5;
11D170113: Santa Eugénia;174;128;59;48;21;46;28;16;1;
11D170114: São Mamede de Ribatua;325;238;118;76;44;87;22;61;4;
11D170120: União das freguesias de Carlão e Amieiro;361;296;154;98;45;65;9;51;5;
11D170121: União das freguesias de Castedo e Cotas;399;195;103;55;37;205;60;140;5;
11D170122: União das freguesias de Pópulo e Ribalonga;179;163;86;56;21;16;1;15;1;
11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;251;111;53;33;25;140;73;65;1;
11D170116: Vila Chã;166;146;78;49;19;20;15;5;0;
11D170117: Vila Verde;225;202;108;63;31;23;3;19;1;
11D170118: Vilar de Maçada;334;222;106;67;48;112;39;71;3;
11D1801: Armamar;1780;1156;569;340;248;624;151;462;12;
11D180101: Aldeias;129;103;51;35;17;26;10;16;0;
11D180120: Armamar;198;129;64;34;31;69;13;56;0;
11D180104: Cimbres;44;36;18;10;8;9;0;8;0;
11D180106: Folgosa;104;49;25;14;10;55;24;26;6;
11D180107: Fontelo;154;81;45;18;18;73;27;45;1;
11D180109: Queimada;123;78;36;25;18;45;8;36;1;
11D180110: Queimadela;110;100;44;29;27;11;0;11;0;
11D180111: Santa Cruz;62;52;26;17;8;10;1;9;0;
11D180114: São Cosmado;97;64;31;12;21;33;2;31;0;
11D180115: São Martinho das Chãs;230;165;80;55;31;65;3;61;0;
11D180121: União das freguesias de Aricera e Goujoim;71;61;30;21;10;10;0;10;0;
11D180122: União das freguesias de São Romão e Santiago;152;102;56;31;15;50;10;40;1;
11D180123: União das freguesias de Vila Seca e Santo Adrião;173;78;38;20;20;95;40;55;0;
11D180118: Vacalar;133;60;26;20;15;73;14;59;0;
11D0403: Carrazeda de Ansiães;1980;1493;833;462;198;487;98;381;8;
11D040304: Carrazeda de Ansiães;79;57;33;18;6;22;4;17;0;
11D040306: Fonte Longa;145;118;67;38;13;27;1;26;1;
11D040308: Linhares;135;107;68;30;10;28;5;22;1;
11D040309: Marzagão;91;60;38;17;6;31;4;26;1;
11D040311: Parambos;113;86;38;31;17;27;9;18;1;
11D040312: Pereiros;43;39;17;13;8;4;1;3;0;
11D040313: Pinhal do Norte;118;105;56;33;16;12;8;4;0;
11D040314: Pombal;152;133;72;39;22;19;6;13;0;
11D040316: Seixo de Ansiães;182;114;64;40;10;68;12;55;1;
11D040320: União das freguesias de Amedo e Zedes;120;97;47;31;19;23;1;21;1;
11D040321: União das freguesias de Belver e Mogo de Malta;37;33;14;10;10;4;0;3;0;
11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;286;195;98;65;32;91;28;62;1;
11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;295;193;106;68;19;102;21;81;1;
11D040318: Vilarinho da Castanheira;186;156;118;30;9;29;0;29;0;
11D0404: Freixo de Espada à Cinta;1010;576;340;174;62;434;83;346;5;
11D040404: Ligares;144;73;47;24;3;71;22;48;1;
11D040406: Poiares;130;68;39;19;11;62;19;43;1;
11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;548;275;157;87;31;273;39;232;2;
11D040408: União das freguesias de Lagoaça e Fornos;188;160;98;45;18;28;3;24;2;
11D1805: Lamego;3716;2452;1171;711;571;1263;449;784;30;
11D180502: Avões;15;14;5;4;5;1;0;1;0;
11D180504: Britiande;273;150;65;44;41;122;25;97;0;
11D180505: Cambres;513;219;113;57;49;295;97;196;2;
11D180507: Ferreirim;193;163;74;62;28;29;9;20;0;
11D180508: Ferreiros de Avões;98;72;38;21;12;26;11;16;0;
11D180509: Figueira;198;148;59;37;52;50;5;44;1;
11D180510: Lalim;139;122;61;40;22;17;4;13;0;
11D180525: Lamego (Almacave e Sé);436;270;138;75;57;166;82;81;3;
11D180511: Lazarim;100;95;41;29;25;5;0;4;0;
11D180516: Penajóia;500;368;180;105;83;132;44;88;0;
11D180517: Penude;110;104;46;34;24;6;4;2;0;
11D180519: Samodães;110;54;23;18;13;55;22;33;0;
11D180520: Sande;155;102;49;25;28;53;14;39;1;
11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;130;125;62;36;27;5;2;3;0;
11D180527: União das freguesias de Cepões, Meijinhos e Melcões;209;172;85;46;40;37;16;20;1;
11D180528: União das freguesias de Parada do Bispo e Valdigem;305;91;42;21;28;214;91;104;20;
11D180523: Várzea de Abrunhais;117;79;38;24;18;38;19;19;0;
11D180524: Vila Nova de Souto d'El-Rei;116;105;52;33;21;11;5;6;0;
11D1704: Mesão Frio;874;430;203;113;115;444;193;247;5;
11D170401: Barqueiros;151;87;40;25;23;64;11;53;0;
11D170402: Cidadelhe;104;24;9;7;8;80;60;21;0;
11D170408: Mesão Frio (Santo André);263;136;71;35;31;126;52;71;4;
11D170403: Oliveira;108;62;28;14;20;46;11;35;0;
11D170407: Vila Marim;248;121;55;33;33;128;60;67;0;
11D1807: Moimenta da Beira;1787;1576;772;538;265;211;39;167;5;
11D180702: Alvite;244;230;111;96;22;14;11;3;0;
11D180703: Arcozelos;110;95;49;28;18;15;2;12;0;
11D180705: Baldos;40;37;19;11;6;4;0;4;0;
11D180706: Cabaços;144;136;62;49;25;8;1;7;0;
11D180707: Caria;120;118;57;39;23;2;0;1;0;
11D180708: Castelo;45;29;15;9;5;16;0;16;0;
11D180709: Leomil;198;153;68;51;34;45;8;36;1;
11D180710: Moimenta da Beira;95;71;37;22;12;23;5;18;0;
11D180713: Passô;51;40;18;11;12;11;0;10;0;
11D180716: Vila da Rua;142;113;60;30;23;30;9;20;0;
11D180717: Sarzedo;63;58;25;16;17;5;1;4;0;
11D180719: Sever;89;74;39;31;4;15;1;14;0;
11D180721: União das freguesias de Paradinha e Nagosa;52;47;24;14;9;6;0;5;0;
11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;166;161;83;54;24;5;0;5;0;
11D180723: União das freguesias de Peva e Segões;160;156;75;59;22;4;1;3;0;
11D180720: Vilar;69;60;31;19;10;9;0;9;0;
11D1707: Murça;1262;1047;539;278;229;215;56;152;7;
11D170701: Candedo;358;294;159;72;63;64;31;32;1;
11D170703: Fiolhoso;74;69;32;24;13;6;1;4;0;
11D170704: Jou;255;220;117;59;44;35;11;22;2;
11D170705: Murça;127;85;40;22;23;42;9;31;2;
11D170710: União das freguesias de Carva e Vilares;79;77;39;23;15;3;0;2;0;
11D170711: União das freguesias de Noura e Palheiros;250;197;97;50;50;53;4;48;1;
11D170708: Valongo de Milhais;118;105;55;29;22;13;0;12;1;
11D1812: Penedono;920;816;419;282;115;104;22;77;6;
11D181202: Beselga;93;87;49;29;10;6;1;4;1;
11D181203: Castainço;47;45;23;17;5;1;0;1;0;
11D181207: Penela da Beira;161;140;76;46;18;21;8;12;2;
11D181208: Póvoa de Penela;175;149;81;51;17;26;4;21;1;
11D181209: Souto;142;125;65;44;17;16;4;11;1;
11D181210: União das freguesias de Antas e Ourozinho;120;103;51;37;15;18;1;16;1;
11D181211: União das freguesias de Penedono e Granja;183;167;75;58;34;16;4;10;1;
11D1708: Peso da Régua;2554;1245;608;343;294;1309;576;690;44;
11D170802: Fontelas;133;57;29;12;16;76;32;44;0;
11D170805: Loureiro;266;144;73;42;29;122;49;70;3;
11D170809: Sedielos;209;159;74;48;37;51;19;28;4;
11D170813: União das freguesias de Galafura e Covelinhas;415;241;107;77;58;174;41;130;3;
11D170814: União das freguesias de Moura Morta e Vinhós;266;185;89;58;38;81;33;48;1;
11D170815: União das freguesias de Peso da Régua e Godim;400;149;74;32;42;251;129;114;8;
11D170816: União das freguesias de Poiares e Canelas;588;177;94;40;43;411;220;169;23;
11D170810: Vilarinho dos Freires;278;135;69;35;30;143;55;86;3;
11D1710: Sabrosa;2171;1245;583;382;280;926;414;470;41;
11D171001: Celeirós;173;36;19;9;8;136;72;61;3;
11D171002: Covas do Douro;343;119;53;32;34;224;141;81;2;
11D171004: Gouvinhas;191;71;33;22;17;120;28;81;11;
11D171007: Paços;192;127;59;37;31;64;17;46;2;
11D171005: Parada de Pinhão;79;68;34;19;15;11;1;9;1;
11D171009: Sabrosa;166;76;38;22;16;90;25;63;3;
11D171011: São Lourenço de Ribapinhão;95;87;45;29;13;9;2;6;0;
11D171013: Souto Maior;150;138;56;51;31;12;3;9;0;
11D171014: Torre do Pinhão;85;83;42;24;16;2;0;1;0;
11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;279;165;77;47;41;114;82;32;0;
11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;276;222;102;75;45;54;17;36;1;
11D171015: Vilarinho de São Romão;142;53;25;16;12;89;27;44;18;
11D1711: Santa Marta de Penaguião;2228;1179;589;324;266;1049;455;525;69;
11D171101: Alvações do Corgo;161;58;28;13;17;103;43;41;19;
11D171102: Cumieira;383;188;105;54;28;195;91;101;4;
11D171103: Fontes;266;170;94;50;26;96;22;72;2;
11D171106: Medrões;202;134;65;39;30;67;29;36;2;
11D171110: Sever;306;171;73;48;50;135;78;52;5;
11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;653;242;124;57;61;411;184;191;36;
11D171112: União das freguesias de Louredo e Fornelos;257;217;100;63;54;40;8;32;0;
11D1815: São João da Pesqueira;3058;1690;899;525;265;1369;600;708;61;
11D181501: Castanheiro do Sul;241;165;78;59;28;76;56;19;1;
11D181502: Ervedosa do Douro;595;240;140;62;38;355;184;138;33;
11D181504: Nagozelo do Douro;218;124;68;38;18;95;45;49;1;
11D181505: Paredes da Beira;202;174;82;56;36;28;1;27;0;
11D181507: Riodades;136;117;57;41;19;19;2;17;1;
11D181509: Soutelo do Douro;297;106;62;26;18;192;59;130;3;
11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;490;211;109;60;42;280;103;160;16;
11D181516: União das freguesias de Trevões e Espinhosa;313;222;121;75;26;92;38;51;2;
11D181517: União das freguesias de Vilarouco e Pereiros;201;130;69;47;15;71;22;46;3;
11D181511: Vale de Figueira;273;150;79;51;21;123;80;43;0;
11D181512: Valongo dos Azeites;92;53;34;13;6;40;10;29;1;
11D1818: Sernancelhe;1476;1322;624;436;262;154;13;137;4;
11D181801: Arnas;55;51;21;13;17;4;0;4;0;
11D181802: Carregal;125;120;56;42;23;5;0;4;0;
11D181803: Chosendo;111;106;45;36;25;5;0;4;0;
11D181804: Cunha;69;62;26;23;13;7;0;6;0;
11D181806: Faia;41;30;15;8;8;11;4;6;0;
11D181810: Granjal;80;73;38;23;11;7;0;7;0;
11D181811: Lamosa;41;40;19;17;5;2;0;2;0;
11D181814: Quintela;57;53;25;17;11;4;0;3;0;
11D181818: União das freguesias de Ferreirim e Macieira;266;237;111;79;47;29;2;26;1;
11D181819: União das freguesias de Fonte Arcada e Escurquela;156;134;66;46;21;23;2;20;1;
11D181820: União das freguesias de Penso e Freixinho;110;97;48;30;18;13;0;13;0;
11D181821: União das freguesias de Sernancelhe e Sarzeda;273;238;113;82;43;35;4;30;1;
11D181817: Vila da Ponte;93;83;41;20;22;11;1;10;0;
11D1819: Tabuaço;1810;1173;594;379;200;637;261;358;18;
11D181901: Adorigo;198;104;56;38;10;94;67;27;0;
11D181902: Arcos;83;78;37;28;13;5;1;5;0;
11D181904: Chavães;81;74;37;23;15;6;1;4;1;
11D181905: Desejosa;107;76;36;25;15;30;17;13;0;
11D181906: Granja do Tedo;27;21;10;6;5;5;0;5;0;
11D181908: Longa;42;39;22;11;7;2;0;2;0;
11D181913: Sendim;240;200;104;77;20;40;5;34;1;
11D181914: Tabuaço;121;68;34;20;14;53;2;51;0;
11D181918: União das freguesias de Barcos e Santa Leocádia;221;138;75;37;27;82;2;80;0;
11D181919: União das freguesias de Paradela e Granjinha;70;56;30;20;7;14;1;13;0;
11D181920: União das freguesias de Pinheiros e Vale de Figueira;89;81;38;26;17;9;1;8;0;
11D181921: União das freguesias de Távora e Pereiro;221;153;74;42;37;68;26;42;0;
11D181917: Valença do Douro;311;84;43;28;13;227;138;74;15;
11D1820: Tarouca;1397;1194;554;376;264;203;58;141;4;
11D182004: Mondim da Beira;138;107;51;33;23;32;20;11;1;
11D182005: Salzedas;292;268;111;80;77;24;2;21;1;
11D182006: São João de Tarouca;178;169;72;53;44;9;0;8;0;
11D182011: União das freguesias de Gouviães e Ucanha;247;180;87;52;41;67;26;41;0;
11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;63;44;19;13;12;19;1;17;0;
11D182013: União das freguesias de Tarouca e Dálvares;322;271;141;81;49;51;8;42;1;
11D182009: Várzea da Serra;157;156;73;63;19;1;0;1;0;
11D0409: Torre de Moncorvo;2249;1868;1082;574;212;381;116;246;18;
11D040901: Açoreira;183;173;92;63;19;10;6;3;1;
11D040903: Cabeça Boa;107;90;53;28;10;17;10;7;1;
11D040905: Carviçais;258;245;142;67;36;13;3;9;2;
11D040906: Castedo;60;57;37;16;4;3;0;3;1;
11D040909: Horta da Vilariça;178;120;72;40;8;58;13;45;1;
11D040910: Larinho;113;94;56;27;11;19;9;9;1;
11D040911: Lousa;325;272;148;98;26;52;5;47;1;
